"","YearIndex","CompaniesIndex","Roa","TobinsQ","FinancialLeverage","Growth","FirmSize","Industry","CarbonProductivity","WaterProductivity","WasteProductivity","SustainabilityPayLink","SustainableThemedCommitment","AuditScore"
"801",3,267,-0.1008,-0.562118918153541,0.15,0.1167,24.2366603115254,3,0.08,0,0,1,0,0
"802",1,268,-0.1383,1.92278773163446,NA,-0.1532,19.9853513895039,7,0,0,0,0,0,0
"803",2,268,-0.1228,2.05027016437956,NA,-0.1736,20.8785587213524,7,0,0,0,0,0,0
"804",3,268,-0.2353,1.83098018238134,NA,-0.2628,21.077437650667,7,0.03,0,0,0,0,0
"805",1,269,0.0607,0.231111720963387,0.86,0.1576,24.1357987282723,6,0.46,0,0,0,1,1
"806",2,269,0.0459,0.00995033085316809,0.79,0.1692,24.2039827125066,6,0.05,0,0.11,1,1,1
"807",3,269,0.0481,0.165514438477573,0.72,0.1715,24.227049890717,6,0.05,0,0.08,1,1,1
"808",1,270,0.0075,NA,0.59,0.1764,25.3027468639567,4,0.37,0.28,0,0,0,1
"809",2,270,0.0082,NA,0.43,0.1855,25.3574830437528,4,0.03,0,0,0,0,1
"810",3,270,0.0084,NA,0.63,0.1852,25.4232597207893,4,0.03,0,0,0,0,1
"811",1,271,0.0462,0,0.44,0.0259,23.3731259628173,8,0,0,0,0,0,0
"812",2,271,0.0238,-0.116533816255952,0.57,0.0255,23.4447586137451,8,0,0,0,0,0,0
"813",3,271,0.0539,0.198850858745165,0.56,0.0337,23.4715618666171,8,0.05,0,0,0,0,0
"815",2,272,0.0873,0.488580014818671,NA,0.1314,22.7044052273359,7,0.11,0.11,0.09,1,0,1
"816",3,272,0.0843,1.25846098961001,0.31,0.1065,22.6974857422131,7,0.11,0.1,0.12,1,1,1
"817",1,273,0.0593,0.598836501088704,0.85,0.068,22.5513572354219,1,0.13,0,0.28,0,1,0
"818",2,273,0.0501,0.65232518603969,0.8,0.0834,22.5265750174027,1,0.03,0.13,0.1,0,1,1
"819",3,273,0.0257,-0.127833371509885,1.13,0.066,22.6225484815969,1,0.04,0.1,0.08,0,1,1
"820",1,274,0.0217,0.385262400790645,1.6,0.2409,22.4176629053377,4,0,0,0,0,0,0
"821",2,274,0.0224,0.431782416425538,0.87,0.2616,23.0182663395154,4,0,0,0,0,0,0
"822",3,274,0.0231,0.482426149244293,0.94,0.2438,23.1223079064674,4,0.09,0,0,0,0,0
"823",1,275,0.019,0.198850858745165,3.06,0.0285,23.4867680894725,3,0.52,0,0,0,0,0
"824",2,275,0.0159,-0.083381608939051,3.32,0.0183,23.5972573910349,3,0.12,0,0,1,0,0
"825",3,275,0.0223,0.285178942233662,12.15,0.0258,23.4514166601556,3,0.11,0,0,1,0,0
"826",1,276,0.0496,0.139761942375159,1.29,0.0686,23.8211891085398,1,0.44,0,0,0,0,0
"827",2,276,0.0495,0.0769610411361284,1.13,0.0662,23.8187846202105,1,0.07,0,0,1,1,0
"828",3,276,0.0505,0.122217632724249,1.6,0.0707,23.7940916682336,1,0.07,0,0,1,1,0
"829",1,277,0.1273,0.598836501088704,0.31,0.2689,25.1010334146999,7,0.55,0,0,1,1,0
"830",2,277,0.0988,0.398776119957368,0.41,0.2938,25.1687366441768,7,0.07,0,0,1,1,0
"831",3,277,0.0798,0.300104592450338,0.48,0.2862,25.3112898640995,7,0.06,0.1,0.14,1,1,1
"832",1,278,0.1234,1.15373158788919,0.52,0.0947,22.4723242904546,1,0,0,0,0,0,0
"833",2,278,0.1409,1.36609165380237,0.71,0.1008,22.5261300859066,1,0,0,0,0,0,0
"834",3,278,0.1495,1.35325450704169,0.69,0.1078,22.6012030024155,1,0.06,0,0,0,0,0
"835",1,279,0.0098,0.122217632724249,0.18,0.1899,24.8854247987524,3,0.15,0.74,0.48,1,1,1
"836",2,279,-0.1571,0.254642218373581,0.16,0.2409,24.9637721091303,3,0.03,0.01,0.07,1,1,1
"837",3,279,-0.0133,0.364643113587909,0.2,0.0319,24.7532318652323,3,0.03,0,0,1,1,1
"838",1,280,0.0415,0.254642218373581,0.95,0.0209,23.680257282184,3,0,0,0,0,0,0
"839",2,280,0.0137,-0.105360515657826,0.88,0.0229,23.7368380286287,3,0,0,0,0,0,0
"840",3,280,0.0086,0.285178942233662,1.08,0.0203,23.8258774721275,3,0,0,0,0,0,0
"841",1,281,0.1001,NA,NA,0.2458,22.4679336986406,7,0,0,0,0,0,0
"842",2,281,0.105,NA,NA,0.2446,22.5419917544043,7,0,0,0,0,0,0
"843",3,281,0.1171,NA,NA,0.2491,22.5748653065305,7,0.06,0,0,0,0,0
"844",1,282,0.0657,0.0198026272961797,0.78,0.067,23.6479209254832,6,0,0,0,0,0,0
"845",2,282,0.0769,-0.400477566597125,0.91,0.0703,23.7546547877084,6,0.08,0,0,1,0,1
"846",3,282,0.025,0,0.83,0.0733,23.749478817754,6,0.08,0,0,1,0,1
"847",1,283,0.0248,-0.415515443961666,0.96,0.0543,24.68310710583,11,0.44,0.04,0.26,1,1,1
"848",2,283,0.0142,-0.400477566597125,0.89,0.0522,24.7415389622172,11,0.11,0.03,0.1,1,1,1
"849",3,283,0.0211,-0.342490308946776,0.96,0.084,24.8197248288524,11,0.11,0.06,0.1,1,1,1
"850",1,284,0.1908,NA,0.24,0.2698,22.6057403992655,1,0,0,0,0,0,0
"851",2,284,0.1577,NA,0.25,0.2786,23.0692934877833,1,0,0,0,0,0,0
"852",3,284,0.1146,NA,0.45,0.2869,23.4273749488154,1,0.08,0,0,0,0,0
"853",1,285,0.0447,-0.210721031315653,0.62,0.1304,24.1803708505469,11,0.36,0,0,1,0,1
"854",2,285,0.0461,-0.27443684570176,0.68,0.1247,24.2051826203499,11,0,0,0,1,0,1
"855",3,285,0.0229,-0.186329578191493,0.68,0.1394,24.2880832083836,11,0.04,0,0,1,0,1
"856",1,286,0.0879,0.832909122935104,1.06,0.0942,25.0359155978425,2,0.32,0.36,0.13,1,1,1
"857",2,286,0.0777,0.883767540168595,1,0.1014,25.073259862039,2,0.04,0.08,0.08,1,1,1
"858",3,286,0.0879,0.86288995514704,1.37,0.0975,24.9790061981913,2,0.03,0.08,0.07,1,1,1
"859",1,287,0.0535,0.148420005118273,0.38,0.247,25.9479258990056,5,0.34,0.28,0.25,1,1,1
"860",2,287,0.0413,0.246860077931526,0.4,0.4265,25.8713473507223,5,0.06,0.03,0.04,1,1,1
"861",3,287,0.0426,0.254642218373581,0.44,0.1841,25.8547904483181,5,0.06,0.09,0.04,1,1,1
"866",2,289,0.0495,0.570979546585738,0.29,0.1315,25.6855998473517,2,0.07,0.04,0.11,1,1,0
"867",3,289,0.0799,0.698134722070984,0.29,0.1371,25.6378526787823,2,0.05,0.05,0,1,1,0
"868",1,290,0.051,-0.579818495252942,0.32,0.0528,23.8453972539968,4,0,0,0,0,0,0
"869",2,290,0.0456,-0.544727175441672,0.3,0.0641,23.9181767843608,4,0,0,0,0,0,0
"870",3,290,0.0326,-0.616186139423817,0.31,0.066,23.9731751043948,4,0.03,0,0,0,0,0
"871",1,291,0.0807,0.343589704390077,0.31,0.0876,23.162247302089,6,0.27,0,0,0,1,0
"872",2,291,0.0792,0.104360015324243,0.26,0.0729,23.2522691137883,6,0.06,0,0,0,1,0
"873",3,291,0.0663,0.457424847038875,0.23,0.0788,23.3090730716701,6,0.06,0,0,0,1,0
"874",1,292,0.0247,0.207014169384326,0.94,-0.0404,24.030518772432,4,0.97,0,0,1,1,1
"875",2,292,0.0302,0.0953101798043249,0.66,0.2008,23.9248734202481,4,0.14,0.04,0.07,1,1,1
"876",3,292,0.039,0.2390169004705,0.68,0.4038,23.9743377600309,4,0.12,0.03,0.05,1,1,1
"877",1,293,0.2034,1.46787434811231,NA,0.2789,24.3521298586504,2,0.81,0.93,0.64,1,0,1
"878",2,293,0.1981,1.55603713570699,NA,0.2733,24.3652633051602,2,0.09,0.13,0.08,1,0,1
"879",3,293,0.1963,1.50851199384414,NA,0.2506,24.2839425331539,2,0.1,0.11,0.09,1,1,1
"880",1,294,0.0119,-1.6094379124341,0.75,0.1826,26.4439283717031,4,0.14,0.08,0,1,0,1
"881",2,294,0.011,-1.56064774826467,0.87,0.248,26.4925114051913,4,0.03,0.02,0.06,1,0,1
"882",3,294,0.0101,-1.42711635564015,1.08,0.2567,26.567018927856,4,0.03,0.02,0.04,1,0,1
"883",1,295,0.1257,0.647103242058538,0.83,0.0619,23.4882003402493,8,0.33,0.19,0.35,0,1,0
"884",2,295,0.0811,0.506817602368452,0.68,0.2139,23.4872551903727,8,0.11,0,0,1,1,0
"885",3,295,0.0534,0.494696241836107,0.68,0.1368,23.5901983631088,8,0.1,0.14,0.05,1,1,0
"886",1,296,0.0363,-0.174353387144778,1.79,0.1231,24.4991024999162,11,0,0,0,0,0,0
"887",2,296,0.0154,0.0861776962410524,1.65,0.0948,24.5575218765684,11,0,0,0.11,0,0,0
"888",3,296,0.0489,0.113328685307003,1.38,0.1503,24.6123067659826,11,0.03,0,0.11,0,0,0
"892",1,298,0.0967,-0.162518929497775,0.34,0.0229,24.5959865258918,3,0,0,0,0,0,1
"893",2,298,0.0869,-0.0202027073175195,0.28,0.0217,24.631240659528,3,0,0,0,0,0,1
"894",3,298,0.0309,-0.0100503358535015,0.36,0.0295,24.6097864019621,3,0.09,0,0,0,0,1
"895",1,299,0.0846,0.841567185678219,1.1,0.1507,23.6186251363536,8,0.21,0.55,0.87,1,1,1
"896",2,299,0.0812,0.717839793150317,1.21,0.1472,23.7316675136011,8,0.02,0.07,0.11,1,1,1
"897",3,299,0.0797,0.774727167552368,1.54,0.138,23.7090487796467,8,0.02,0.08,0.13,1,1,1
"898",1,300,0.0683,0.470003629245736,0.65,0.0673,23.2935111460671,3,0,0,0,0,0,0
"899",2,300,-0.0182,0.285178942233662,0.4,-0.2403,23.2322958316316,3,0,0,0,0,0,0
"900",3,300,-0.0352,0.542324290825362,0.31,0.215,23.4263704956556,3,0.02,0,0,0,0,0
"901",1,301,0.1693,0.78845736036427,9e-04,0.3195,24.5263887364182,7,0.74,0.91,0.86,0,1,1
"902",2,301,0.1061,0.343589704390077,4e-04,0.2756,24.5413297494412,7,0.12,0.15,0.06,0,1,1
"903",3,301,0.1106,0.631271776841858,0,0.3008,24.6063542452764,7,0,0.13,0.05,0,1,1
"904",1,302,0.0961,NA,0.96,0.1532,23.5300748100719,2,0.39,0.61,0.39,1,0,1
"905",2,302,0.0951,NA,0.99,0.2086,23.5300748100719,2,0.02,0.05,0.01,1,0,1
"906",3,302,0.1164,NA,1.02,0.1735,23.4577632080635,2,0.03,0.06,0.02,1,0,1
"907",1,303,0.0375,0.3293037471426,0.84,0.0024,23.7103573867374,1,0.06,0.62,0.72,1,1,1
"908",2,303,0.032,0.470003629245736,0.74,0.0595,23.7226414654152,1,0.01,0.1,0.08,1,1,1
"909",3,303,0.0594,0.27763173659828,0.92,0.0946,23.7540273594198,1,0.01,0.09,0.09,1,1,1
"911",2,304,0.1342,2.1938856760707,0.16,0.2016,21.8054099329072,5,0,0,0,0,0,0
"912",3,304,0.1423,NA,0.06,0.1235,22.0770370063607,5,0.08,0,0,0,0,0
"913",1,305,0.0093,-2.12026353620009,0.39,0.1815,25.5219200469346,4,0,0,0,0,0,0
"914",2,305,0.0081,-2.04022082852655,0.32,0.2052,25.4888186722097,4,0,0,0,0,0,0
"915",3,305,0.0087,-2.04022082852655,0.21,0.2138,25.5080789955227,4,0.01,0,0,0,0,0
"916",1,306,0.0602,1.18172719537862,NA,0.1294,21.7023435569193,7,0,0,0,0,0,0
"917",2,306,0.0522,1.35583515363518,NA,0.113,21.7578727956386,7,0,0,0,0,0,0
"918",3,306,0.0501,1.26694760348732,NA,0.1162,21.8569234673573,7,0.05,0,0,0,0,0
"919",1,307,0.1349,0.806475865866949,0.08,0.0993,22.4260483623598,1,0,0,0,0,0,0
"920",2,307,0.1151,0.198850858745165,0.1383,0.108,22.5249756370276,1,0.07,0,0,0,0,0
"921",3,307,0.0643,0.0295588022415444,0.14,0.1042,22.570775321279,1,0.04,0,0,0,0,0
"922",1,308,0.1368,0.802001585472027,0.49,0.1175,22.4656774865441,6,0.48,0.89,0.84,1,1,1
"923",2,308,0.1309,0.657520002916794,0.35,0.1189,22.5051096413871,6,0.08,0.12,0.09,1,1,1
"924",3,308,0.108,0.828551817566148,0.34,0.1247,22.5481376576247,6,0.1,0.12,0.11,1,1,1
"925",1,309,0.0778,0.703097511413113,0.41,0.1615,22.6792824574225,6,0,0,0,0,0,0
"926",2,309,0.0749,0.751416088683921,0.58,0.1662,22.8255667264473,6,0,0,0,0,0,0
"927",3,309,0.0538,0.518793793415168,0.46,0.182,22.8530361204825,6,0.07,0,0,0,0,0
"928",1,310,0.2213,1.28093384546206,0.1,0.0763,22.0174449091585,1,0,0,0,0,0,0
"929",2,310,0.2151,1.42310833424261,0.08,0.0809,22.0962216336271,1,0,0,0,0,0,0
"930",3,310,0.2133,1.51072193949494,0.07,0.0818,22.2642107529352,1,0.01,0,0,0,0,0
"931",1,311,0.0274,0.0769610411361284,0.92,0.0704,23.6996572765613,6,0,0,0,0,0,0
"932",2,311,0.0369,0.131028262406404,0.89,0.07,23.7164548792276,6,0.01,0,0,1,0,1
"933",3,311,0.0297,0.29266961396282,0.91,0.0623,23.7236870999865,6,0.01,0,0,1,0,1
"934",1,312,0.0833,0.207014169384326,0.59,0.0773,24.0074049202666,6,0.58,0.65,0.83,0,1,1
"935",2,312,0.0725,0.285178942233662,0.42,0.0842,23.9800923380431,6,0.09,0.08,0.07,1,1,1
"936",3,312,0.0745,0.343589704390077,0.56,0.0983,24.0518925257737,6,0.09,0.09,0.14,1,1,1
"937",1,313,-0.0389,NA,3.38,-0.1224,24.6662059450093,10,0.35,0.63,0.49,1,1,1
"938",2,313,-0.0403,NA,1.25,-0.1101,25.1787171746846,10,0.11,0.07,0.05,1,1,1
"939",3,313,-0.0246,NA,1.4696,NA,25.1425641712955,10,0.11,0,0,1,1,1
"940",1,314,-0.0033,1.03673688495002,7.47,-0.1898,22.6127567946678,10,0,0,0,0,0,0
"941",1,315,0.1857,1.62334081760309,0.11,0.104,22.8621666157633,1,0.52,0,0,0,0,1
"942",2,315,0.2377,1.96990565461153,0.29,6e-04,23.1670900416332,1,0.08,0,0,1,1,1
"943",3,315,0.2105,1.78842056796254,0.39,0.1257,23.0940701689176,1,0.09,0.1,0.02,1,1,1
"944",1,316,0.0085,-1.07880966137193,0.19,0.1802,25.6183930058142,4,0.15,0,0,0,0,0
"945",2,316,0.0081,-1.20397280432594,0.2,0.1859,25.6905899299055,4,0.02,0.01,0,0,0,0
"946",3,316,0.0086,-1.17118298150295,0.17,0.2083,25.7643786050272,4,0.06,0.03,0,0,0,0
"947",1,317,-0.3156,NA,1.1874,0.1852,24.1438409190348,3,0.06,0.12,0.5,1,1,1
"948",2,317,-0.2912,NA,1.5268,0.1881,24.2357958655367,3,0.03,0.02,0.1,1,1,1
"949",3,317,-0.4868,NA,1.5648,-0.5498,19.4503001611335,3,0.03,0.03,0.08,1,1,1
"950",1,318,0.1424,1.52388002407245,0.97,0.0656,22.5534022339538,8,0.78,0.75,0,1,1,0
"951",2,318,0.1825,1.47932922708708,0.65,0.0734,22.5769040432203,8,0.12,0,0,1,1,0
"952",3,318,0.1806,1.3244189574018,1.13,0.0774,22.4647840897377,8,0.11,0,0,1,1,0
"953",1,319,0.0573,1.0952733874026,0.61,0.6829,22.9265829282818,1,0,0,0,0,0,0
"954",2,319,0.0621,1.25846098961001,1.13,0.0983,22.9031181645582,1,0,0,0,0,0,0
"955",3,319,0.093,1.28647402583768,3.44,0.118,22.8486363105146,1,0.06,0,0,0,0,0
"956",1,320,0.0619,0.231111720963387,0.39,0.0824,22.9412729534652,2,0.38,0.51,0,1,0,1
"957",2,320,0.0266,0.113328685307003,0.38,0.0915,22.9240396637938,2,0.06,0,0,1,0,1
"958",3,320,0.0417,0.207014169384326,0.37,0.0999,22.9284585839318,2,0.07,0,0,1,0,1
"959",1,321,0.0812,0.488580014818671,0.27,0.1303,24.8430669475279,3,0.76,0.88,0.21,0,0,0
"960",2,321,0.0307,0.27002713721306,0.26,0.1487,24.929449880924,3,0.07,0.12,0.12,1,0,1
"961",3,321,-0.0231,0.470003629245736,0.28,0.1119,24.9265245930256,3,0.06,0.12,0.08,1,0,1
"962",1,322,0.0325,0.104360015324243,1.09,0.1114,23.3896432650523,4,0.38,0.67,0.6,0,0,0
"963",2,322,0.0146,0.0582689081239758,1.07,0.0795,23.4285789623387,4,0.02,0,0,0,0,0
"964",3,322,0.0132,0.0582689081239758,1.16,0.3889,23.5621688464674,4,0.06,0.09,0.14,0,0,1
"965",1,323,0.097,NA,0.11,0.0826,23.0592012730619,7,0.45,0,0,0,0,1
"966",2,323,0.0398,NA,0.28,0.169,23.0735659449155,7,0.05,0,0,1,0,1
"967",3,323,NA,NA,0.18,0.152,23.0544342079693,7,0.06,0,0,1,0,1
"968",1,324,0.029,-0.0304592074847086,1.05,0.1421,24.8687786857429,11,0.09,0.11,0,1,0,0
"969",2,324,0.0319,-0.116533816255952,1.12,0.0962,24.8907059542391,11,0.02,0.04,0,1,0,0
"970",3,324,0.026,-0.150822889734584,1.04,0.1063,24.9750414071173,11,0.02,0.03,0.01,1,0,0
"971",1,325,0.0447,0.951657875711446,4.06,0.2933,24.2071671819977,4,0.44,0,0,0,0,1
"972",2,325,0.0606,0.989541193613748,4.06,0.2546,24.2295737030112,4,0.07,0,0,1,1,1
"973",3,325,0.0594,0.940007258491471,4.13,0.2885,24.1087402581433,4,0.07,0,0,1,1,1
"974",1,326,0.0788,1.05431202977153,0.82,0.1401,21.9892941447715,6,0,0,0,0,0,0
"975",2,326,0.0448,0.615185639090233,0.73,0.1453,22.0798738876959,6,0,0,0,0,0,0
"976",3,326,0.0254,0.27763173659828,0.81,0.1277,22.2053248200507,6,0,0,0,0,0,0
"977",1,327,0.0302,0.0198026272961797,1.13,0.089,24.3205506998993,11,0.59,0.48,0,0,1,1
"978",2,327,0.0334,-0.0725706928348354,1.02,0.0948,24.3407566949727,11,0.09,0.09,0,1,1,1
"979",3,327,0.0308,-0.116533816255952,1.07,0.1052,24.4054227452995,11,0.1,0.12,0,1,1,1
"980",1,328,0.0097,-1.71479842809193,0.46,0.1843,25.8791090864965,4,0,0,0,0,0,0
"981",2,328,0.0098,-1.89711998488588,0.52,0.1608,25.8899642666743,4,0,0,0,0,0,0
"982",3,328,0.0095,-1.77195684193188,0.6,0.2202,25.972014736526,4,0.03,0,0,0,0,0
"984",2,329,0.0756,-1.89711998488588,0.83,0.1314,23.0503484015408,5,0.07,0.08,0,0,0,0
"985",3,329,NA,NA,0.54,0.1782,NA,5,0.07,0.11,0,0,0,0
"986",1,330,0.0076,NA,0.36,0.2092,26.1285614099846,4,0.41,0.17,0.27,0,1,1
"987",2,330,0.0071,NA,0.49,0.2127,26.217524094683,4,0.03,0.01,0,0,1,1
"988",3,330,0.0081,NA,0.51,0.1916,26.33682815562,4,0.04,0.01,0.02,0,1,1
"989",1,331,0.1771,0.470003629245736,0.9,0.1677,22.8422886037104,2,0.59,0.04,0.5,1,0,1
"990",2,331,0.057,0.712949807856125,1.14,0.1387,23.3863186721179,2,0.12,0.01,0.05,0,0,1
"991",3,331,0.0657,0.693147180559945,1.28,0.3992,23.4299818150355,2,0.12,0.02,0.02,0,0,1
"992",1,332,0.047,0.113328685307003,0.53,0.0867,23.4860567167061,6,0.47,0.47,0.7,0,0,1
"993",2,332,0.057,0.22314355131421,0.56,0.0446,23.5287512311393,6,0.09,0.13,0.12,1,0,1
"994",3,332,0.0627,0.215111379616945,0.6,0.0671,23.4864353372697,6,0.07,0,0,1,0,1
"995",1,333,0.0308,0.698134722070984,0.2,0.1499,23.3039371087188,5,0.47,0,0,0,0,0
"996",2,333,0.0847,0.72270598280149,0.3,0.1115,23.4796616589789,5,0.1,0,0,1,0,0
"997",3,333,0.0898,0.832909122935104,0.38,0.0532,23.5975646702169,5,0.08,0,0,1,0,0
"998",1,334,0.0643,0.343589704390077,0.4,0.1741,23.3596051904946,7,0.34,0.29,0.54,0,0,1
"999",2,334,0.0656,0.048790164169432,0.39,0.1108,23.389034645792,7,0.02,0.03,0.01,1,0,1
"1000",3,334,0.199,0.0861776962410524,0.36,0.1345,23.3288402464594,7,0.02,0,0.1,0,0,1
"1001",1,335,0.0721,0.27002713721306,0.59,0.0265,23.2432232195151,2,0.49,0.69,0,0,1,0
"1002",2,335,0.0441,0.631271776841858,0.51,0.0223,23.2620291595251,2,0.07,0,0,0,1,0
"1003",3,335,0.0547,0.693147180559945,0.45,0.02,23.3010554808811,2,0.1,0,0,0,1,0
"1004",1,336,0.0218,-0.162518929497775,0.72,0.057,26.3302253214108,10,0.26,0.28,0.16,1,1,1
"1005",2,336,0.0384,-0.162518929497775,0.76,0.1417,26.3501204699154,10,0.03,0.04,0.04,1,1,1
"1006",3,336,0.0322,-0.0408219945202552,0.88,0.047,26.4028546578449,10,0.04,0.03,0.02,1,1,1
"1007",1,337,0.0348,0.19062035960865,0.43,0.1131,23.5090298821772,2,0.6,0.35,0.1,1,1,1
"1008",2,337,0.0274,0.500775287912489,0.37,0.1349,23.469253877389,2,0.05,0.03,0.06,1,1,1
"1009",3,337,0.095,0.122217632724249,0.3,0.124,23.3620374114519,2,0.08,0.02,0.04,1,1,1
"1010",1,338,0.0279,0.858661619037519,2.95,0.1892,22.4369945731219,6,0,0,0,0,0,0
"1011",2,338,0.0585,0.832909122935104,NA,0.0684,22.5395553039177,6,0,0,0,0,0,0
"1012",3,338,0.0609,0.797507195884188,NA,0.076,22.6338448415164,6,0.05,0,0,0,0,0
"1013",1,339,0.0425,0.104360015324243,0.85,0.0419,24.6268533635535,1,0.27,0.3,0,1,1,1
"1014",2,339,-0.0381,0.336472236621213,0.89,0.0409,24.5599185353498,1,0.06,0.05,0,1,1,1
"1015",3,339,0.0824,0.27002713721306,0.78,0.0272,24.5618575642887,1,0.02,0.06,0,1,1,1
"1016",1,340,0.0387,0.73716406597672,0.23,0.1206,22.2161699331246,1,0.71,0,0,0,1,1
"1017",2,340,0.0975,0.494696241836107,0.29,0.1097,22.2818314190068,1,0.09,0,0,0,1,1
"1018",3,340,0.09,0.3293037471426,0.28,0.045,22.3682639247791,1,0.11,0,0,0,1,1
"1019",1,341,0.2169,1.30562645805244,0.24,0.0645,22.9394212019421,1,0.14,0,0,1,0,0
"1020",2,341,0.2077,1.38629436111989,0.21,0.0737,23.0457515916468,1,0,0,0,1,0,0
"1021",3,341,0.2013,1.30019166206648,0.3,0.0779,23.1327302915676,1,0.03,0,0,1,0,0
"1022",1,342,0.0507,0.357674444271816,0.45,0.0942,24.0354352642383,5,0.26,0.73,0,0,0,1
"1023",2,342,0.0472,0.488580014818671,0.56,0.0973,24.1847238526208,5,0.05,0,0,1,0,1
"1024",3,342,0.0466,0.405465108108164,0.6,0.1122,24.4810204889574,5,0.04,0,0,1,0,1
"1025",1,343,0.0046,-0.400477566597125,1.41,0.0773,24.2383869649269,10,0,0,0,0,0,0
"1026",2,343,0.0114,-0.174353387144778,1.18,0.0014,24.634288342041,10,0,0,0,0,0,0
"1027",3,343,0.0219,0.0582689081239758,1.2,0.0084,24.8569913558924,10,0.07,0,0,0,0,0
"1028",1,344,0.0605,0.285178942233662,0.37,0.1557,24.2057359387373,1,0.19,0,0,0,1,1
"1029",2,344,0.042,0.254642218373581,0.46,0.0106,24.2026580661936,1,0.03,0,0,1,1,1
"1030",3,344,0.1087,0.314810739840034,0.54,0.1512,24.1442658459047,1,0.02,0.03,0,1,1,1
"1031",1,345,0.1317,1.69193913394584,0.47,0.2544,20.9850099091344,1,0,0,0,0,0,0
"1032",2,345,0.0969,1.73165554515835,0.34,0.2175,21.1105764787945,1,0,0,0,0,0,0
"1033",3,345,0.055,1.02604159583327,0.23,0.1814,21.3956999759088,1,0.04,0,0,0,0,0
"1034",1,346,0.2277,NA,0,0.2925,22.1590168067789,4,0.38,0,0,0,0,1
"1035",2,346,0.2245,NA,0,0.298,22.3393019334087,4,0.04,0.06,0.09,0,0,1
"1036",3,346,0.2099,NA,0,0.3052,22.4539297401479,4,0.05,0.02,0.09,0,0,1
"1037",1,347,0.0354,-1.23787435600162,0.23,0.0953,25.3766355365137,4,0.22,0,0,1,1,0
"1038",2,347,0.0336,-1.27296567581289,0.25,0.1392,25.3658474079326,4,0.02,0,0,1,1,0
"1039",3,347,0.0299,-1.23787435600162,0.26,0.1349,25.3587518201364,4,0.04,0,0,1,1,0
"1040",1,348,0.1884,1.5993875765806,0.0012,0.0593,21.257890796401,1,0,0,0,0,0,0
"1041",2,348,0.1863,1.52169899812609,0.001,0.0636,21.3666974252604,1,0,0,0,0,0,0
"1042",3,348,0.1733,1.26129787094521,0.0038,0.0649,21.433761655841,1,0.06,0,0,0,0,0
"1043",1,349,-0.0711,1.5953389880546,3.3,-0.9588,20.8313935204614,1,0,0,0,0,0,0
"1044",2,349,-0.1275,1.36609165380237,0.9,-0.0368,21.6057929386678,1,0,0,0,0,0,0
"1045",3,349,-0.0439,0.412109650826833,2.06,-0.0919,22.4895365434073,1,0.05,0,0,0,0,0
"1046",1,350,0.0478,-0.174353387144778,0.32,0.0175,23.1976169727949,2,0.12,0.28,0,0,0,0
"1047",2,350,0.052,0,0.31,0.0226,23.2228147634713,2,0.03,0.03,0,0,0,0
"1048",3,350,0.0779,0.165514438477573,0.85,0.023,23.8994846513486,2,0.04,0.02,0,0,0,0
"1049",1,351,0.0416,NA,3.46,0.1008,24.6314615275402,1,0,0,0,0,0,0
"1050",2,351,0.0373,NA,3.35,0.0879,24.6002003797021,1,0,0,0,0,0,1
"1051",3,351,NA,NA,2.83,0.0882,24.6314615275402,1,0.02,0,0,0,0,1
"1052",1,352,0.0581,0.336472236621213,0.64,0.1045,24.947234166962,1,0.59,0,0,0,1,0
"1053",2,352,0.0601,0.0953101798043249,0.67,0.1233,24.9426853029354,1,0.09,0,0,0,1,0
"1054",3,352,0.0603,0.343589704390077,0.87,0.1394,24.8705032469215,1,0.02,0,0,0,0,1
"1055",1,353,0.1515,1.15057202759882,0.38,0.1347,23.720047559636,7,0.17,0.27,0.58,0,1,0
"1056",2,353,0.1734,1.20297230399235,0.38,0.1741,23.6644363225077,7,0.02,0.06,0.08,0,1,0
"1057",3,353,0.2174,1.45628673293993,0.35,0.2129,23.5980726425715,7,0.02,0.04,0.08,0,1,0
"1058",1,354,0.0436,-0.116533816255952,1.15,0.049,23.290750439495,6,0.27,0.35,0.7,1,1,0
"1059",2,354,0.0476,-0.198450938723838,0.73,0.0416,23.2838981972625,6,0.02,0.02,0.11,1,1,0
"1060",3,354,0.064,-0.162518929497775,0.91,0.0436,23.4042873656607,6,0.02,0.04,0.11,1,1,0
"1061",1,355,0.1133,NA,0.06,0.07,20.8691680198365,1,0,0,0,0,0,0
"1062",2,355,0.0937,NA,0.05,0.0695,21.1792599140866,1,0,0,0,0,0,0
"1063",3,355,0.0608,1.06125650212434,0.19,0.0675,21.4628590076742,1,0.02,0,0,0,0,0
"1064",1,356,0.0305,0.0861776962410524,23.35,-0.0195,24.3510142910561,6,0.28,0,0.51,0,1,1
"1065",2,356,0.1877,-0.150822889734584,3.66,0.0149,24.329089715923,6,0.1,0.03,0.04,1,1,1
"1066",3,356,0.0559,-0.0618754037180875,4.46,0.0291,24.3436790665848,6,0.12,0.04,0.02,1,1,1
"1067",1,357,0.0631,0.425267735404344,1.37,0.0636,22.8275027908106,5,0,0,0,0,0,0
"1068",2,357,0.0731,0.412109650826833,0.99,0.0701,22.8409327648752,5,0,0,0,0,0,0
"1069",3,357,0.0704,0.300104592450338,0.86,0.0676,22.9176467081135,5,0.01,0,0,0,0,0
