Ticker;Variable;2012;2013;2014;2015;2016
FE;open;42.549.999;32.91;36.740.002;31.59;31.139.999
FE;high;42.599.998;33.02;40.84;32.990.002;32.299.999
FE;low;40.470.001;31.290.001;36.470.001;30.790.001;29.33
FE;close;41.759.998;32.98;38.990.002;31.73;30.73
FE;adjclose;32.785.412;27.354.404;33.794.518;28.658.789;28.989.029
FE;volume;52488700;95470500;65110800;100430300;109475000
FIS;open;36.139.999;50.799.999;60.830.002;63.970.001;77.169.998
FIS;high;37.139.999;53.73;64.300.003;65.959.999;77.779.999
FIS;low;33.990.002;49.740.002;59.709.999;58.490.002;73.970.001
FIS;close;34.810.001;53.68;62.200.001;60.599.998;75.639.999
FIS;adjclose;31.839.972;50.142.342;59.118.382;5.850.774;74.158.012
FIS;volume;66812700;21947400;21076200;51167000;42523800
FISV;open;19.282.499;276.175;35.610.001;48.27;52.275.002
FISV;high;20.315.001;29.639.999;36.634.998;48.880.001;54.555
FISV;low;19.165.001;27.047.501;34.025.002;45.584.999;51.299.999
FISV;close;197.575;29.525;35.485.001;45.73;53.139.999
FISV;adjclose;197.575;29.525;35.485.001;45.73;53.139.999
FISV;volume;74144800;40799800;57582400;56381200;37651000
FITB;open;14.69;20.360.001;20.02;20.799.999;26.23
FITB;high;15.31;21.139.999;20.82;21.139.999;27.879.999
FITB;low;14.05;19.76;19.23;19.43;25.82
FITB;close;15.2;21.030.001;20.379.999;20.1;26.969.999
FITB;adjclose;13.256.437;1.883.717;18.687.012;18.916.306;26.111.185
FITB;volume;185966200;131210300;157201400;193336700;128629400
FLT;open;52.299.999;122.400.002;151.350.006;154.270.004;149
FLT;high;53.740.002;123.959.999;153.869.995;155.289.993;154.5
FLT;low;49.860.001;113.010.002;135.350.006;136.830.002;140.75
FLT;close;53.650.002;117.169.998;148.710.007;142.929.993;141.520.004
FLT;adjclose;53.650.002;117.169.998;148.710.007;142.929.993;141.520.004
FLT;volume;12139900;14489100;15958400;12489900;20650600
FNMA;open;0.27;2.63;2.44;2.08;4.49
FNMA;high;0.28;3.37;2.49;2.1;5
FNMA;low;0.25;2.41;0.01;1.58;3.15
FNMA;close;0.26;3.01;2.06;1.64;3.9
FNMA;adjclose;0.26;3.01;2.06;1.64;3.9
FNMA;volume;54828100;328884900;128457600;135242900;311550600
FOX;open;22.393.993;32.950.001;35.299.999;29.93;28.01
FOX;high;23.189.047;34.66;37.830.002;30.280.001;29.629.999
FOX;low;21.934.629;31.18;34.810.001;27.07;25.940.001
FOX;close;23.180.212;34.599.998;36.889.999;27.23;27.25
FOX;adjclose;21.937.696;32.975.441;35.417.133;26.405.718;26.767.246
FOX;volume;78934700;52479900;100850700;91655600;94591300
GD;open;66.779.999;91.400.002;145;147.229.996;175.809.998
GD;high;70.589.996;95.760.002;145.649.994;148.399.994;180.089.996
GD;low;65.290.001;88.849.998;135.050.003;136.080.002;168
GD;close;69.269.997;95.550.003;137.619.995;137.360.001;175.389.999
GD;adjclose;61.558.105;87.442.612;128.767.929;131.046.036;170.998.474
GD;volume;31884800;24337700;42174100;31503800;36275300
GE;open;21.18;26.65;26.16;29.99;30.639.999
GE;high;21.950.001;28.09;26.469.999;31.49;32.380.001
GE;low;20.26;26.200.001;24.059.999;29.77;30.620.001
GE;close;20.99;28.030.001;25.27;31.15;31.6
GE;adjclose;17.500.818;24.151.285;22.512.331;28.765.018;30.091.717
GE;volume;903615300;742552100;866969500;1111454300;636835400
GGP;open;19.450.001;20.610.001;26.780.001;25.620.001;25.18
GGP;high;20.549.999;21.52;28.879.999;27.58;26.629.999
GGP;low;19.33;19.77;26.68;25.110.001;24.23
GGP;close;19.85;20.07;28.129.999;27.209.999;24.98
GGP;adjclose;16.722.883;1.731.193;24.913.248;24.714.928;23.328.979
GGP;volume;93013600;260176300;78311000;102254400;87935100
GILD;open;37.485.001;74.839.996;100;106.349.998;73.970.001
GILD;high;38.560.001;76.110.001;109.489.998;107.379.997;76.32
GILD;low;35.68;69.050.003;85.949.997;98.660.004;70.830.002
GILD;close;36.724.998;75.099.998;94.260.002;101.190.002;71.610.001
GILD;adjclose;34.224.705;69.987.076;87.842.621;95.015.114;68.651.169
GILD;volume;191862600;241963200;440734100;184906400;196593100
GIS;open;41.029.999;50.220.001;52.529.999;58.200.001;60.919.998
GIS;high;41.880.001;51.959.999;54.610.001;59.330.002;64.059.998
GIS;low;39.75;48.240.002;51.080.002;56.23;60.369.999
GIS;close;40.419.998;49.91;53.330.002;57.66;61.77
GIS;adjclose;33.900.253;43.155.396;47.588.207;53.081.856;58.554.184
GIS;volume;72698200;66391500;66498300;78395800;56069300
GLW;open;12.31;17.08;20.9;18.879.999;24.030.001
GLW;high;13.09;17.889.999;23.52;19.01;25.35
GLW;low;12.1;16.629.999;20.379.999;17.59;23.48
GLW;close;12.62;17.82;22.93;18.280.001;24.27
GLW;adjclose;11.153.805;16.176.365;21.225.458;17.336.172;23.617.485
GLW;volume;248600200;199688600;184999500;262377700;153947200
GM;open;26.059.999;39.099.998;33.310.001;35.950.001;34.810.001
GM;high;28.9;41.849.998;35.450.001;36.52;37.740.002
GM;low;24.4;37.68;30.299.999;33.540.001;34.669.998
GM;close;28.83;40.869.999;34.91;34.009.998;34.84
GM;adjclose;24.217.964;34.331.879;30.093.512;30.501.637;32.765.755
GM;volume;223646000;547904500;297152900;237814800;310015500
GPC;open;65.550.003;82.910.004;102.620.003;91.029.999;96.160.004
GPC;high;66.900.002;84.889.999;109;91.419.998;99.919.998
GPC;low;62.459.999;80.18;101.379.997;83.099.998;94.879.997
GPC;close;63.580.002;83.190.002;106.57;85.889.999;95.540.001
GPC;adjclose;54.526.245;73.451.744;96.607.834;79.953.476;91.388.649
GPC;volume;14318500;14812200;12270300;12995200;11665300
GPS;open;34.52;41.27;39.290.001;26.73;24.860.001
GPS;high;34.689.999;42.330.002;42.52;27.309.999;26.75
GPS;low;29.84;38.009.998;38.939.999;24.549.999;22.25
GPS;close;31.040.001;39.080.002;42.110.001;24.700.001;22.440.001
GPS;adjclose;26.615.051;34.073.399;37.490.982;22.545.044;21.285.873
GPS;volume;158150700;90163600;72928800;117760900;112398000
GS;open;118.419.998;169.880.005;188;191.220.001;220.929.993
GS;high;129.720.001;177.440.002;198.059.998;193.839.996;245.570.007
GS;low;115.620.003;164.770.004;182.399.994;172.899.994;220.350.006
GS;close;127.559.998;177.259.995;193.830.002;180.229.996;239.449.997
GS;adjclose;118.935.249;167.453.247;185.513.565;174.773.056;235.809.219
GS;volume;80380300;55718100;70221600;65369700;96023400
GWW;open;194.690.002;257.910.004;244.910.004;200.089.996;231.690.002
GWW;high;202.429.993;260;261.570.007;207.669.998;240.740.005
GWW;low;186.589.996;246.860.001;239.699.997;189.600.006;230.419.998
GWW;close;202.369.995;255.419.998;254.889.999;202.589.996;239.619.995
GWW;adjclose;182.246.857;233.357.773;236.912.537;19.211.055;232.439.606
GWW;volume;9728900;7834300;10670700;16131200;14787300
HAL;open;33.5;52.830.002;42.02;39.5;54.080.002
HAL;high;35.380.001;52.98;42.130.001;40.52;56.080.002
HAL;low;32.82;48.709.999;37.209.999;33.139.999;52.889.999
HAL;close;34.689.999;50.75;39.330.002;34.040.001;54.200.001
HAL;adjclose;32.004.124;47.356.331;37.071.594;32.645.943;52.947.361
HAL;volume;183319900;208875100;565585600;298459300;174411400
HCA;open;32.700.001;46.279.999;69.910.004;68.769.997;70.93
HCA;high;34.029.999;47.98;75.82;72.300.003;75.580.002
HCA;low;29.860.001;45.07;68.010.002;63.32;70
HCA;close;30.17;47.709.999;73.389.999;67.629.997;74.019.997
HCA;adjclose;28.238.859;47.545.578;73.137.085;67.396.927;73.764.908
HCA;volume;98075500;46771900;68026000;75723000;47332200
HCP;open;41.193.077;33.652.096;40.765.026;32.586.521;29.33
HCP;high;41.557.377;3.391.621;41.958.107;35.437.157;30.68
HCP;low;39.981.785;32.331.512;39.936.249;31.821.493;28.299.999
HCP;close;41.129.326;33.078.323;40.100.182;34.826.958;29.719.999
HCP;adjclose;30.398.928;25.705.803;33.024.261;30.554.502;27.796.736
HCP;volume;50681500;62213000;69081200;85359600;87677000
HD;open;65;80.449.997;99.489.998;133.520.004;129.339.996
HD;high;65.919.998;82.470.001;106.019.997;134.830.002;137.320.007
HD;low;60.209.999;77.699.997;96.989.998;130.009.995;128.679.993
HD;close;61.849.998;82.339.996;104.970.001;132.25;134.080.002
HD;adjclose;55.329.887;74.823.692;97.461.685;125.305.183;130.317.139
HD;volume;143325700;128287300;118058000;99684500;99351900
HES;open;50.110.001;81.010.002;72.279.999;59.32;57.790.001
HES;high;54.150.002;83.540.001;77.459.999;59.639.999;65.559.998
HES;low;48.299.999;77.519.997;63.799.999;47.040.001;55.720.001
HES;close;52.959.999;83;73.82;48.48;62.290.001
HES;adjclose;48.577.469;7.674.691;69.045.288;46.057.095;60.353.931
HES;volume;62864100;48177100;97925700;80420000;83037800
HIG;open;21.290.001;35.790.001;41.150.002;45.919.998;47.27
HIG;high;22.879.999;36.759.998;42.470.001;46.970.001;48.82
HIG;low;20.809.999;34.400.002;39.860.001;41.68;47.169.998
HIG;close;22.440.001;36.23;41.689.999;43.459.999;47.650.002
HIG;adjclose;20.415.405;33.514.328;39.254.158;41.659.092;46.578.743
HIG;volume;86391000;75531100;65147700;54967300;47200100
HOG;open;47.310.001;66.93;69.690.002;49;61.150.002
HOG;high;49.759.998;69.75;70.410.004;49.529.999;62.349.998
HOG;low;45.689.999;65.599.998;61.59;45;56.810.001
HOG;close;48.830.002;69.239.998;65.910.004;45.389.999;58.34
HOG;adjclose;43.221.127;62.168.842;60.100.983;42.231.857;55.960.144
HOG;volume;30432200;20978400;31283100;48553000;40814700
HON;open;6.123.373;88.011.055;98.077.423;103.349.327;113.239.998
HON;high;64.148.201;9.107.473;101.847.336;105.159.683;118.620.003
HON;low;59.920.727;85.315.422;9.486.454;97.142.235;112.169.998
HON;close;6.313.361;90.885.742;99.390.427;103.020.897;115.849.998
HON;adjclose;56.617.531;832.519;92.875.534;98.273.201;112.967.232
HON;volume;70445300;50155100;51575800;73286100;75530600
HRL;open;15.545;22.51;26.52;37.814.999;34.23
HRL;high;15.81;23.09;26.799.999;40.389.999;35.59
HRL;low;15.255;21.875;25.030.001;37.639.999;33.18
HRL;close;15.605;22.585;26.05;39.54;34.81
HRL;adjclose;1.331.701;1.994.938;237.901;3.739.923;3.355.224
HRL;volume;30385800;26392400;29922800;50653100;49310900
HSIC;open;40.5;56.73;68.265;78.935;74.62
HSIC;high;41.455;58.035;69.575;80.81;77.49
HSIC;low;39.48;55.2;65.15;76.05;73.61
HSIC;close;40.21;57.13;68.075;79.095;75.855
HSIC;adjclose;40.21;57.13;68.075;79.095;75.855
HSIC;volume;17789400;14877600;18991800;17511800;23902800
HST;open;14.79;18.38;23.18;16.73;17.81
HST;high;15.89;19.57;24.5;16.92;19.51
HST;low;14.45;17.84;22.99;15.1;17.67
HST;close;15.67;19.44;23.77;15.34;18.84
HST;adjclose;1.265.196;1.609.405;2.028.057;1.362.855;1.762.219
HST;volume;131588600;115860000;118029900;178334300;212426800
HSY;open;73.28;96.74;100.24;86.35;96.5
HSY;high;74.71;97.85;107;92;105.27
HSY;low;70.95;93.15;97.7;84;95.68
HSY;close;72.22;97.23;103.93;89.27;103.43
HSY;adjclose;6.406.821;8.801.466;9.607.309;8.452.122;1.003.717
HSY;volume;15475800;12066000;21040600;26147100;18672600
HUM;open;65.75;104.01;137.65;168.92;211.93
HUM;high;68.76;105.8;151.52;180.31;217.8
HUM;low;64.46;98.62;137.18;168.24;197.61
HUM;close;68.63;103.22;143.63;178.51;204.03
HUM;adjclose;6.551.958;9.990.839;1.403.228;1.755.544;2.019.564
HUM;volume;28977600;21018300;24807500;18242700;30119200
IBM;open;190.76;179.46;161.64;139.58;161.95
IBM;high;196.45;187.79;164.52;141.4;169.95
IBM;low;186.94;172.73;150.5;133.91;158.3
IBM;close;191.55;187.57;160.44;137.62;165.99
IBM;adjclose;1.631.318;162.842;1.426.706;1.263.743;1.582.343
IBM;volume;79320200;97993100;101583300;97954000;68957500
ICE;open;26.448;42.766;45.202;52.304;55.5
ICE;high;27.08;45.414;45.758;53.2;59.86
ICE;low;24.544;42.074;42.94;48.074;55.38
ICE;close;24.762;44.984;43.858;51.252;56.42
ICE;adjclose;2.008.703;364.912;3.797.765;4.713.983;5.539.571
ICE;volume;150972000;94125500;78656500;70751200;59348000
IEP;open;40.8;122.62;107.4;73.73;57.74
IEP;high;45;149.77;107.66;75.76;64.8
IEP;low;37.22;105;90.01;60.01;56.3
IEP;close;44.7;109.41;92.47;61.3;59.92
IEP;adjclose;2.918.994;7.522.553;6.725.266;4.790.628;5.211.671
IEP;volume;245300;14630100;3166500;3080600;2937500
ILMN;open;53.11;97.87;189.9;185.09;133.3
ILMN;high;57;115;196;196.47;133.3
ILMN;low;50.81;96.51;172.09;171.75;119.37
ILMN;close;55.59;110.59;184.58;191.95;128.04
ILMN;adjclose;55.59;110.59;184.58;191.95;128.04
ILMN;volume;30800800;24889800;20844000;32802000;28510700
INTC;open;19.88;24;37.21;35;34.86
INTC;high;21.31;26.04;37.9;35.59;37.35
INTC;low;19.5;23.4;35.33;33.82;33.56
INTC;close;20.62;25.96;36.29;34.45;36.27
INTC;adjclose;1.744.737;2.284.211;3.294.381;3.221.444;3.503.527
INTC;volume;805637100;614535900;600051700;427101000;405486600
INTU;open;60;74.16;93.25;100.94;113.79
INTU;high;62.86;76.89;95.84;102.58;118.66
INTU;low;58.76;73.47;90.45;94.68;111.48
INTU;close;59.48;76.32;92.19;96.5;114.61
INTU;adjclose;5.601.038;7.266.061;886.864;9.387.252;1.128.039
INTU;volume;30385700;36193800;33800400;36356500;19845000
IP;open;367.357;459.862;53.67;41.92;48.94
IP;high;3.932.939;4.883.629;55.73;42.12;54.68
IP;low;3.462.525;4.475.345;52.1;36.76;48.9
IP;close;3.928.994;4.835.306;53.58;37.7;53.06
IP;adjclose;3.288.197;4.161.631;4.750.909;3.457.473;5.080.222
IP;volume;67294600;78211400;53773200;70300800;56348400
IPG;open;10.83;17.41;20.28;23.14;24.02
IPG;high;11.48;17.81;21.16;23.8;24.42
IPG;low;10.51;16.3;19.18;22.21;22.8
IPG;close;11.02;17.7;20.77;23.28;23.41
IPG;adjclose;9.670.939;158.519;1.897.755;2.175.784;2.245.756
IPG;volume;100347900;74163700;55385100;67008000;74411000
ISRG;open;176.25;1.260.733;1.719.567;1.736.767;2.141.533
ISRG;high;1.846.533;128.13;179.61;1.855.333;217.4
ISRG;low;158.75;1.170.467;1.655.533;1.680.167;203.57
ISRG;close;1.634.567;1.280.267;1.763.133;1.820.533;211.39
ISRG;adjclose;1.634.567;1.280.267;1.763.133;1.820.533;211.39
ISRG;volume;31593000;28862700;11874000;18712500;21206700
ITT;open;22.38;40.82;41.19;39.6;40.87
ITT;high;23.46;43.66;41.82;40.12;43.07
ITT;low;22.07;39.73;37.78;34.1;37.91
ITT;close;23.46;43.42;40.46;36.32;38.57
ITT;adjclose;2.203.672;4.129.331;3.875.956;352.028;3.789.142
ITT;volume;14985000;14450200;17614500;14445900;14945700
ITW;open;61.96;79.4;94.75;94.3;125.7
ITW;high;62.61;84.32;97.79;95;127.99
ITW;low;59.55;77.3;91.7;90.87;121.85
ITW;close;60.81;84.08;94.7;92.68;127.02
ITW;adjclose;540.313;7.647.747;8.794.106;8.797.758;1.233.053
ITW;volume;49544200;38781600;35083700;33964500;27049500
IVZ;open;25.11;34.86;40.25;33.86;31.64
IVZ;high;26.37;36.79;41.51;35;33.34
IVZ;low;24.4;33.94;38.05;30.12;29.96
IVZ;close;26.09;36.4;39.52;33.48;30.34
IVZ;adjclose;2.148.752;307.852;3.430.587;3.015.116;2.865.091
IVZ;volume;61547900;64230900;55159000;82008800;67006400
JBHT;open;59.62;75.68;82.16;78.34;95.49
JBHT;high;60;78.16;85.54;79.73;102.38
JBHT;low;56.43;73.7;79.47;69.69;95.21
JBHT;close;59.71;77.3;84.25;73.36;97.07
JBHT;adjclose;5.668.046;740.206;8.151.968;7.171.799;9.594.276
JBHT;volume;15327900;12722200;15032200;18338700;20587900
JCI;open;2.972.775;40;4.471.204;3.705.759;45.1
JCI;high;3.107.853;4.339.267;4.695.288;3.719.372;45.91
JCI;low;2.898.429;3.884.817;4.315.183;3.229.319;40.99
JCI;close;3.062.827;4.297.382;459.267;3.339.267;41.19
JCI;adjclose;2.224.703;3.255.363;3.608.938;2.743.153;3.965.442
JCI;volume;60803800;55748200;47400200;66607600;115691700
JNJ;open;69.8;94.41;107.89;101.73;111.36
JNJ;high;71.62;94.79;108.99;105.49;117.3
JNJ;low;69.18;89.77;102.5;100.31;109.32
JNJ;close;70.1;91.59;104.57;102.72;115.21
JNJ;adjclose;6.055.451;8.152.115;9.565.473;9.674.728;1.115.778
JNJ;volume;232603000;151086000;175446100;161913500;137353100
JNPR;open;18.1;20.27;22.09;30.3;27.6
JNPR;high;20.67;22.71;23.1;30.55;29.21
JNPR;low;17.83;20.11;21.03;27.02;26.51
JNPR;close;19.67;22.57;22.32;27.6;28.26
JNPR;adjclose;1.850.353;2.123.155;2.118.257;2.658.742;2.767.558
JNPR;volume;141675100;160753500;106318700;131316500;69680700
JPM;open;41.27;57.1;59.98;67.34;80.65
JPM;high;44.54;58.55;63.49;68;87.39
JPM;low;40.2;55.4;58.11;63.51;80.65
JPM;close;43.97;58.48;62.58;66.03;85.49
JPM;adjclose;3.811.937;521.219;57.273;6.206.822;8.273.014
JPM;volume;461095700;330218200;347616300;316286300;378016700
JWN;open;54.07;62.09;76.07;56.5;55.77
JWN;high;54.34;62.56;80.54;57.93;61.85
JWN;low;50.94;59.31;73.29;49.34;47.75
JWN;close;53.5;61.8;79.39;49.81;47.93
JWN;adjclose;4.373.855;5.157.832;6.755.196;4.635.245;4.597.436
JWN;volume;45481700;23190100;23346400;83704300;65666300
K;open;55.57;60.64;65.85;69.39;71.61
K;high;57.21;62.31;67.44;73.68;74.49
K;low;54.53;59.58;63.67;68.2;70.74
K;close;55.85;61.07;65.44;72.27;73.71
K;adjclose;4.787.592;5.390.618;5.949.189;6.770.724;7.092.464
K;volume;30155600;33262800;36362400;37202500;35579800
KEY;open;8.15;12.82;13.44;13.17;17.42
KEY;high;8.57;13.55;14.18;13.47;18.62
KEY;low;7.81;12.49;13;12.5;17.42
KEY;close;8.42;13.42;13.9;13.19;18.27
KEY;adjclose;7.538.735;1.224.896;1.292.645;1.252.418;1.780.172
KEY;volume;228646300;179301800;203858600;306920300;274176700
KIM;open;19.34;20.58;25.41;26.3;25.46
KIM;high;19.83;21.21;26.04;27.13;26.63
KIM;low;18.92;19.71;24.84;24.98;24.35
KIM;close;19.32;19.75;25.14;26.46;25.16
KIM;adjclose;1.514.071;1.611.893;2.139.249;2.340.804;2.306.018
KIM;volume;67393200;120048600;78871700;74413200;76024200
KLAC;open;45.72;63.6;69.07;66.77;79.69
KLAC;high;48.79;64.65;73.12;70.28;81.69
KLAC;low;45.14;60.5;66.22;66.61;74.66
KLAC;close;47.76;64.46;70.32;69.35;78.68
KLAC;adjclose;3.302.822;4.589.352;6.400.246;6.530.171;7.636.801
KLAC;volume;29493700;22682400;33550300;28598300;36264300
KMB;open;8.229.147;104.372;115.61;120;115.07
KMB;high;8.286.673;1.048.897;118.83;129.89;116.59
KMB;low;7.930.009;9.830.297;111.86;117.52;113.09
KMB;close;8.094.919;1.001.534;115.54;127.3;114.12
KMB;adjclose;678.838;8.704.475;1.036.789;1.179.362;1.087.864
KMB;volume;36810500;34119700;38598500;38290500;33226100
KMI;open;34.06;35.54;41.15;23.6;22.4
KMI;high;35.5;36.51;43.18;23.62;22.45
KMI;low;33.31;32.3;37.06;14.22;20.61
KMI;close;35.33;36;42.31;14.92;20.71
KMI;adjclose;2.887.109;3.065.802;3.776.709;1.406.129;2.006.943
KMI;volume;87174400;144908200;589873700;1509067700;286966100
KMX;open;36.6;50.39;56.64;57.36;58.15
KMX;high;38.24;53.08;68.71;60;66.64
KMX;low;34.21;46.61;55.86;50.57;57.76
KMX;close;37.54;47.02;66.58;53.97;64.39
KMX;adjclose;37.54;47.02;66.58;53.97;64.39
KMX;volume;46702700;35422700;48904000;75981000;47616400
KO;open;37.9;40.1;44.18;42.73;40.31
KO;high;37.99;41.39;44.77;43.91;42.22
KO;low;35.58;38.87;39.8;41.97;39.88
KO;close;36.25;41.31;42.22;42.96;42
KO;adjclose;3.075.362;3.605.341;3.795.201;3.990.268;4.027.806
KO;volume;269626400;301144500;326860800;286519600;324399500
KR;open;13.165;20.865;29.905;38.01;31.16
KR;high;13.555;21.125;32.49;42.75;36.44
KR;low;12.785;19.43;29.27;37.85;31.09
KR;close;13.01;19.765;32.105;41.83;34.51
KR;adjclose;1.158.213;1.822.139;3.046.875;4.033.892;3.372.439
KR;volume;180179600;155916000;144860600;184478500;174509800
KSS;open;44.47;55.11;59.39;47.27;53.5
KSS;high;45.21;56.89;62.02;49.53;59.67
KSS;low;42.04;53.62;55.87;44.06;49.12
KSS;close;42.98;56.75;61.04;47.63;49.38
KSS;adjclose;351.766;477.742;5.280.391;4.241.153;4.597.834
KSS;volume;70734800;47052800;61816700;80901100;79642700
KSU;open;78.24;121.41;117.99;91.02;89.17
KSU;high;84.16;124.1;123.96;91.97;89.76
KSU;low;76;116.05;109.57;69.7;83.36
KSU;close;83.48;123.83;122.03;74.67;84.85
KSU;adjclose;7.805.886;1.167.895;1.162.177;7.198.907;8.307.588
KSU;volume;17986000;13520900;20507900;47387700;33946500
L;open;41.02;47.46;41.53;38.05;44.87
L;high;41.78;48.3;42.89;38.88;48.05
L;low;39.92;46.25;39.04;36.28;44.68
L;close;40.75;48.24;42.02;38.4;46.83
L;adjclose;3.953.115;47.055;4.122.492;3.791.731;4.652.793
L;volume;21666700;12933300;34781100;30384100;18736800
LB;open;52.5;64.82;80.86;95.84;70.2
LB;high;52.5;67.12;87.58;99.83;75.5
LB;low;45.26;55.68;79.9;94.35;65.34
LB;close;47.06;61.85;86.55;95.82;74.36
LB;adjclose;3.768.807;5.377.906;7.691.724;8.712.777;6.987.659
LB;volume;51058900;26226200;30307600;24783100;36090200
LH;open;84.59;101.58;104.64;122.46;125.9
LH;high;88.94;101.61;109.84;126.24;130.81
LH;low;82.98;87.01;99.89;117.63;123.36
LH;close;86.62;91.37;107.9;123.64;128.38
LH;adjclose;86.62;91.37;107.9;123.64;128.38
LH;volume;12563600;28748500;29074300;19187400;12803800
LLL;open;77.05;103.46;124.3;123.3;157.69
LLL;high;77.91;108.69;129.26;125.7;161.91
LLL;low;74.63;100.58;119.5;116.43;151.4
LLL;close;76.62;106.86;126.21;119.51;152.11
LLL;adjclose;6.868.265;9.823.383;1.185.089;1.146.612;148.939
LLL;volume;14587500;11794600;18268300;12632900;11666600
LLY;open;49.21;50.3;67.97;84.21;67.29
LLY;high;50.76;51.38;75.1;88.16;74.49
LLY;low;47.61;48.88;67.6;82.56;65.66
LLY;close;49.32;51;68.99;84.26;73.55
LLY;adjclose;4.222.046;4.529.689;6.330.403;793.785;7.114.788
LLY;volume;136541100;86488300;113005400;86132900;131624000
LMT;open;93.25;141.85;190.93;220.06;265.29
LMT;high;93.67;149.99;198.72;223.1;269.9
LMT;low;88.79;135.39;182.41;211.85;245.5
LMT;close;92.29;148.66;192.57;217.15;249.94
LMT;adjclose;7.834.431;1.317.077;1.761.738;2.046.869;2.422.911
LMT;volume;39181800;28866500;26296900;27197500;34673900
LNC;open;24.84;51.49;56.09;55.4;64.87
LNC;high;26.53;52.27;59.17;55.92;69.49
LNC;low;24.77;49.47;53.95;48.49;64.36
LNC;close;25.9;51.62;57.67;50.26;66.27
LNC;adjclose;2.352.544;475.511;5.379.694;4.758.126;6.457.444
LNC;volume;49627600;39608900;40818100;40951100;32893700
LNG;open;16.91;39.46;63.51;48.14;41.75
LNG;high;18.92;46.39;73.52;48.14;44.03
LNG;low;16.29;38.42;60.38;35.09;40.64
LNG;close;18.78;43.12;70.4;37.25;41.43
LNG;adjclose;18.78;43.12;70.4;37.25;41.43
LNG;volume;95234700;85484800;85428500;90066500;48404200
LOW;open;35.93;47.58;63.55;76.91;70.34
LOW;high;36.47;49.61;69.57;77.67;76.47
LOW;low;34.2;45.75;62.91;73.87;69.92
LOW;close;35.52;49.55;68.8;76.04;74.69
LOW;adjclose;325.173;4.611.121;6.511.052;7.302.483;7.294.749
LOW;volume;203661300;121741000;111638700;84455400;133965600
LRCX;open;35.28;51.98;82;78.3;105.65
LRCX;high;37.18;54.74;85.7;81.29;110.35
LRCX;low;34.7;50.71;76.33;76.15;97.79
LRCX;close;36.13;54.45;79.34;79.42;105.73
LRCX;adjclose;3.432.692;5.173.266;7.577.937;7.678.513;1.037.491
LRCX;volume;50785300;30065100;39432500;41934900;40058500
LTRPA;open;NA;NA;26.04;30.12;16.15
LTRPA;high;NA;NA;28;31.85;16.6
LTRPA;low;NA;NA;24.87;29.3;14.825
LTRPA;close;NA;NA;26.9;30.34;16.35
LTRPA;adjclose;NA;NA;26.9;30.34;16.35
LTRPA;volume;NA;NA;14553600;9829100;14571800
LUV;open;9.58;18.62;42.24;46;46.36
LUV;high;10.61;19;43.19;51.34;51.31
LUV;low;9.42;17.73;38.73;42.66;46.19
LUV;close;10.24;18.84;42.32;43.06;49.84
LUV;adjclose;9.810.414;1.818.661;4.118.784;4.218.829;4.924.393
LUV;volume;134684300;122877900;194291500;138821000;104357100
LVS;open;46.93;71.7;62.6;44.5;62.56
LVS;high;48.1;79.25;63.47;46.22;62.8
LVS;low;42.67;71.14;49.82;40.22;53.07
LVS;close;46.16;78.87;58.16;43.84;53.41
LVS;adjclose;3.474.835;6.471.477;4.894.598;3.867.409;4.988.777
LVS;volume;126906800;83361600;140884500;104411700;130762200
LYB;open;49.89;77.44;76.21;96;90.97
LYB;high;57.16;80.33;83.44;97.2;92.68
LYB;low;48.46;74.51;70.06;83.22;85.14
LYB;close;57.09;80.28;79.39;86.9;85.78
LYB;adjclose;476.612;6.898.235;7.019.855;7.942.884;8.173.582
LYB;volume;91748000;59512700;140000700;77121600;58441100
M;open;38.93;52.99;64.34;39.38;42.01
M;high;39.72;53.86;66.59;39.94;43.79
M;low;36.3;51;60.22;34.05;35.61
M;close;39.02;53.4;65.75;34.98;35.81
M;adjclose;3.245.875;4.535.083;5.694.688;3.095.633;329.774
M;volume;106166100;77204300;90649800;178734600;115641400
MA;open;49.1;76.081;86.56;98.21;102.33
MA;high;49.862;83.938;89.87;100.8;105.71
MA;low;47.386;74.406;82.05;94.5;99.51
MA;close;49.128;83.546;86.16;97.36;103.25
MA;adjclose;4.535.669;7.999.375;8.398.093;9.557.959;1.021.814
MA;volume;131857000;161933000;92817400;76528700;73599000
MAC;open;56.78;57.08;79;78.68;67.86
MAC;high;58.77;60.76;85.55;82.46;71.89
MAC;low;56.62;56;78.67;75.95;66.81
MAC;close;58.3;58.89;83.41;80.69;70.84
MAC;adjclose;4.751.394;4.986.724;7.341.582;7.331.941;6.675.501
MAC;volume;14480600;20438700;23686100;23932700;17758100
MAR;open;36.23;47;78.5;71.51;78.47
MAR;high;37.86;49.84;79.25;72.68;86.15
MAR;low;35.11;45.25;75.62;64.64;78.47
MAR;close;37.27;49.35;78.03;67.04;82.68
MAR;adjclose;34.718;4.667.281;7.469.672;6.497.433;8.145.869
MAR;volume;40101500;39283800;40177100;59359400;62991500
MAS;open;1.498.243;1.966.608;2.115.993;30.02;31.67
MAS;high;1.506.151;2.012.302;2.247.803;30.49;33.21
MAS;low;1.374.341;1.846.221;208.348;27.68;30.08
MAS;close;1.463.972;2.000.879;2.214.411;28.3;31.62
MAS;adjclose;1.352.403;1.882.218;2.118.134;2.749.482;3.110.944
