"","Ticker","Date","Year","Ra","Rf","Rm","Ra_Rf","Rm_Rf","Beta","AlphaJensen"
"833","ADS",2014-12-01,2014,0.000629349338349831,0,-6e-04,0.000629349338349831,-6e-04,1.26035062716978,0.0013855597146517
"845","ADS",2015-12-01,2015,-0.0364955112505858,1e-04,-0.0216,-0.0365955112505858,-0.0217,1.26035062716978,-0.00924590264100147
"854","ADS",2016-12-01,2016,-0.00122459556223502,3e-04,0.0185,-0.00152459556223502,0.0182,1.26035062716978,-0.0244629769767251
"875","ADSK",2011-12-01,2011,-0.116279909972385,0,0.0074,-0.116279909972385,0.0074,1.96905448763238,-0.130850913180865
"879","ADSK",2012-12-01,2012,0.0648590892695667,1e-04,0.0119,0.0647590892695667,0.0118,1.96905448763238,0.0415242463155047
"892","ADSK",2013-12-01,2013,0.10619994224625,0,0.0281,0.10619994224625,0.0281,1.96905448763238,0.0508695111437802
"904","ADSK",2014-12-01,2014,-0.0317903058398908,0,-6e-04,-0.0317903058398908,-6e-04,1.96905448763238,-0.0306088731473114
"919","ADSK",2015-12-01,2015,-0.0408417048134506,1e-04,-0.0216,-0.0409417048134506,-0.0217,1.96905448763238,0.00178677756817191
"931","ADSK",2016-12-01,2016,0.0190975790683869,3e-04,0.0185,0.0187975790683869,0.0182,1.96905448763238,-0.0170392126065223
"944","AEE",2011-12-01,2011,-0.00792203777250364,0,0.0074,-0.00792203777250364,0.0074,0.349935516125661,-0.0105115605918335
"950","AEE",2012-12-01,2012,0.0382581724367406,1e-04,0.0119,0.0381581724367406,0.0118,0.349935516125661,0.0340289333464578
"967","AEE",2013-12-01,2013,0.0196474272107625,0,0.0281,0.0196474272107625,0.0281,0.349935516125661,0.00981423920763142
"984","AEE",2014-12-01,2014,0.0772245179786794,0,-6e-04,0.0772245179786794,-6e-04,0.349935516125661,0.0774344792883548
"989","AEE",2015-12-01,2015,-0.00233097691277153,1e-04,-0.0216,-0.00243097691277153,-0.0217,0.349935516125661,0.00516262378715532
"1002","AEE",2016-12-01,2016,0.0746843033795405,3e-04,0.0185,0.0743843033795405,0.0182,0.349935516125661,0.0680154769860535
"1017","AEP",2011-12-01,2011,0.0402572867929157,0,0.0074,0.0402572867929157,0.0074,0.427248647265514,0.0370956468031509
"1027","AEP",2012-12-01,2012,0.000703036820130889,1e-04,0.0119,0.000603036820130889,0.0118,0.427248647265514,-0.00443849721760217
"1040","AEP",2013-12-01,2013,-0.00682329655827654,0,0.0281,-0.00682329655827654,0.0281,0.427248647265514,-0.0188289835464375
"1048","AEP",2014-12-01,2014,0.0536190504599654,0,-6e-04,0.0536190504599654,-6e-04,0.427248647265514,0.0538753996483247
"1062","AEP",2015-12-01,2015,0.0395571965860669,1e-04,-0.0216,0.0394571965860669,-0.0217,0.427248647265514,0.0487284922317285
"1075","AEP",2016-12-01,2016,0.0641151511250507,3e-04,0.0185,0.0638151511250507,0.0182,0.427248647265514,0.0560392257448184
"1089","AET",2011-12-01,2011,0.00880860127396782,0,0.0074,0.00880860127396782,0.0074,1.09469532616645,0.000707855860336103
"1101","AET",2012-12-01,2012,0.0697488831062658,1e-04,0.0119,0.0696488831062658,0.0118,1.09469532616645,0.0567314782575017
"1115","AET",2013-12-01,2013,-0.00494484066555355,0,0.0281,-0.00494484066555355,0.0281,1.09469532616645,-0.0357057793308307
"1128","AET",2014-12-01,2014,0.0180611857087087,0,-6e-04,0.0180611857087087,-6e-04,1.09469532616645,0.0187180029044086
"1136","AET",2015-12-01,2015,0.0509429924238784,1e-04,-0.0216,0.0508429924238784,-0.0217,1.09469532616645,0.0745978810016903
"1149","AET",2016-12-01,2016,-0.0536128578596674,3e-04,0.0185,-0.0539128578596674,0.0182,1.09469532616645,-0.0738363127958967
"1163","AFL",2011-12-01,2011,-0.00415244848589555,0,0.0074,-0.00415244848589555,0.0074,1.19629249870667,-0.0130050129763249
"1165","AFL",2012-12-01,2012,0.00245014912874572,1e-04,0.0119,0.00235014912874572,0.0118,1.19629249870667,-0.011766102355993
"1180","AFL",2013-12-01,2013,0.00645793619713739,0,0.0281,0.00645793619713739,0.0281,1.19629249870667,-0.02715788301652
"1198","AFL",2014-12-01,2014,0.0225136382483949,0,-6e-04,0.0225136382483949,-6e-04,1.19629249870667,0.0232314137476189
"1206","AFL",2015-12-01,2015,-0.0853961367803414,1e-04,-0.0216,-0.0854961367803414,-0.0217,1.19629249870667,-0.0595365895584067
"1216","AFL",2016-12-01,2016,-0.0252532194856994,3e-04,0.0185,-0.0255532194856994,0.0182,1.19629249870667,-0.0473257429621607
"1228","AGN",2011-12-01,2011,-0.0685285276095397,0,0.0074,-0.0685285276095397,0.0074,0.227159363585628,-0.0702095069000734
"1248","AGN",2012-12-01,2012,-0.0231032677265443,1e-04,0.0119,-0.0232032677265443,0.0118,0.227159363585628,-0.0258837482168547
"1253","AGN",2013-12-01,2013,0.0297842959400594,0,0.0281,0.0297842959400594,0.0281,0.227159363585628,0.0234011178233032
"1270","AGN",2014-12-01,2014,-0.0500084853935851,0,-6e-04,-0.0500084853935851,-6e-04,0.227159363585628,-0.0498721897754338
"1283","AGN",2015-12-01,2015,-0.00443812452126461,1e-04,-0.0216,-0.00453812452126461,-0.0217,0.227159363585628,0.000391233668543533
"1293","AGN",2016-12-01,2016,0.0777518227592813,3e-04,0.0185,0.0774518227592813,0.0182,0.227159363585628,0.0733175223420229
"1305","AIG",2011-12-01,2011,-0.0047303075403488,0,0.0074,-0.0047303075403488,0.0074,2.31086882804715,-0.0218307368678977
"1313","AIG",2012-12-01,2012,0.0634435703734694,1e-04,0.0119,0.0633435703734694,0.0118,2.31086882804715,0.0360753182025131
"1326","AIG",2013-12-01,2013,0.0278088284660412,0,0.0281,0.0278088284660412,0.0281,2.31086882804715,-0.0371265856020837
"1336","AIG",2014-12-01,2014,0.0241392344647785,0,-6e-04,0.0241392344647785,-6e-04,2.31086882804715,0.0255257557616068
"1347","AIG",2015-12-01,2015,-0.0212293162483536,1e-04,-0.0216,-0.0213293162483536,-0.0217,2.31086882804715,0.0288165373202694
"1363","AIG",2016-12-01,2016,0.0357812442917812,3e-04,0.0185,0.0354812442917812,0.0182,2.31086882804715,-0.00657656837867682
"1370","AKAM",2011-12-01,2011,0.110260256394558,0,0.0074,0.110260256394558,0.0074,-0.0834461308606196,0.110877757762927
"1391","AKAM",2012-12-01,2012,0.110780020002425,1e-04,0.0119,0.110680020002425,0.0118,-0.0834461308606196,0.11166468434658
"1404","AKAM",2013-12-01,2013,0.0535492227713258,0,0.0281,0.0535492227713258,0.0281,-0.0834461308606196,0.0558940590485092
"1412","AKAM",2014-12-01,2014,-0.0258696248215068,0,-6e-04,-0.0258696248215068,-6e-04,-0.0834461308606196,-0.0259196925000232
"1426","AKAM",2015-12-01,2015,-0.0904098627361316,1e-04,-0.0216,-0.0905098627361316,-0.0217,-0.0834461308606196,-0.0923206437758071
"1434","AKAM",2016-12-01,2016,-0.000299850061472399,3e-04,0.0185,-0.000599850061472399,0.0182,-0.0834461308606196,0.000918869520190877
"1451","ALL",2011-12-01,2011,0.0228794690306468,0,0.0074,0.0228794690306468,0.0074,0.803731361535404,0.0169318569552848
"1459","ALL",2012-12-01,2012,-0.00768781547428106,1e-04,0.0119,-0.00778781547428106,0.0118,0.803731361535404,-0.0172718455403988
"1469","ALL",2013-12-01,2013,0.00496279141427567,0,0.0281,0.00496279141427567,0.0281,0.803731361535404,-0.0176220598448692
"1482","ALL",2014-12-01,2014,0.0303485835807619,0,-6e-04,0.0303485835807619,-6e-04,0.803731361535404,0.0308308223976831
"1493","ALL",2015-12-01,2015,-0.0107331932995663,1e-04,-0.0216,-0.0108331932995663,-0.0217,0.803731361535404,0.00660777724575193
"1511","ALL",2016-12-01,2016,0.058333739368782,3e-04,0.0185,0.058033739368782,0.0182,0.803731361535404,0.0434058285888377
"1516","ALXN",2011-12-01,2011,0.0405306034123343,0,0.0074,0.0405306034123343,0.0074,0.823985118243993,0.0344331135373287
"1532","ALXN",2012-12-01,2012,-0.0240315007003522,1e-04,0.0119,-0.0241315007003522,0.0118,0.823985118243993,-0.0338545250956313
"1537","ALXN",2013-12-01,2013,0.0651407870282115,0,0.0281,0.0651407870282115,0.0281,0.823985118243993,0.0419868052055553
"1554","ALXN",2014-12-01,2014,-0.0519686070394008,0,-6e-04,-0.0519686070394008,-6e-04,0.823985118243993,-0.0514742159684544
"1565","ALXN",2015-12-01,2015,0.0667112486962532,1e-04,-0.0216,0.0666112486962532,-0.0217,0.823985118243993,0.0844917257621478
"1580","ALXN",2016-12-01,2016,-0.00195964793567974,3e-04,0.0185,-0.00225964793567974,0.0182,0.823985118243993,-0.0172561770877204
"1593","AMAT",2011-12-01,2011,-0.00651469612046892,0,0.0074,-0.00651469612046892,0.0074,1.32667133707603,-0.0163320640148316
"1605","AMAT",2012-12-01,2012,0.0640724484392991,1e-04,0.0119,0.0639724484392991,0.0118,1.32667133707603,0.0483177266618019
"1615","AMAT",2013-12-01,2013,0.0217275988577209,0,0.0281,0.0217275988577209,0.0281,1.32667133707603,-0.0155518657141157
"1623","AMAT",2014-12-01,2014,0.0355356130087169,0,-6e-04,0.0355356130087169,-6e-04,1.32667133707603,0.0363316158109625
"1642","AMAT",2015-12-01,2015,-0.00534177840865272,1e-04,-0.0216,-0.00544177840865272,-0.0217,1.32667133707603,0.0233469896058972
"1654","AMAT",2016-12-01,2016,0.00217158674917325,3e-04,0.0185,0.00187158674917325,0.0182,1.32667133707603,-0.0222738315856106
"1665","AME",2011-12-01,2011,-0.0153305042188363,0,0.0074,-0.0153305042188363,0.0074,0.891216792595265,-0.0219255084840413
"1678","AME",2012-12-01,2012,0.00801931389611573,1e-04,0.0119,0.00791931389611573,0.0118,0.891216792595265,-0.0025970442565084
"1692","AME",2013-12-01,2013,0.068978301390123,0,0.0281,0.068978301390123,0.0281,0.891216792595265,0.043935109518196
"1700","AME",2014-12-01,2014,0.0340087031051945,0,-6e-04,0.0340087031051945,-6e-04,0.891216792595265,0.0345434331807517
"1707","AME",2015-12-01,2015,-0.0505804671519423,1e-04,-0.0216,-0.0506804671519423,-0.0217,0.891216792595265,-0.0313410627526251
"1725","AME",2016-12-01,2016,0.0279330100886334,3e-04,0.0185,0.0276330100886334,0.0182,0.891216792595265,0.0114128644633995
"1738","AMG",2011-12-01,2011,0.014486995781324,0,0.0074,0.014486995781324,0.0074,2.25132016856053,-0.00217277346602387
"1747","AMG",2012-12-01,2012,0.00988351116976226,1e-04,0.0119,0.00978351116976226,0.0118,2.25132016856053,-0.0167820668192519
"1759","AMG",2013-12-01,2013,0.079777736989555,0,0.0281,0.079777736989555,0.0281,2.25132016856053,0.0165156402530042
"1770","AMG",2014-12-01,2014,0.0416097135763545,0,-6e-04,0.0416097135763545,-6e-04,2.25132016856053,0.0429605056774909
"1781","AMG",2015-12-01,2015,-0.103775616837975,1e-04,-0.0216,-0.103875616837975,-0.0217,2.25132016856053,-0.0550219691802117
"1793","AMG",2016-12-01,2016,-0.0190871466242166,3e-04,0.0185,-0.0193871466242166,0.0182,2.25132016856053,-0.0603611736920182
"1808","AMGN",2011-12-01,2011,0.103268832037503,0,0.0074,0.103268832037503,0.0074,0.719881074152745,0.0979417120887725
"1818","AMGN",2012-12-01,2012,-0.029716531693985,1e-04,0.0119,-0.029816531693985,0.0118,0.719881074152745,-0.0383111283689874
"1833","AMGN",2013-12-01,2013,0,0,0.0281,0,0.0281,0.719881074152745,-0.0202286581836921
"1838","AMGN",2014-12-01,2014,-0.037096049827971,0,-6e-04,-0.037096049827971,-6e-04,0.719881074152745,-0.0366641211834794
"1857","AMGN",2015-12-01,2015,0.00760572403422267,1e-04,-0.0216,0.00750572403422267,-0.0217,0.719881074152745,0.0231271433433372
"1861","AMGN",2016-12-01,2016,0.0147445239630365,3e-04,0.0185,0.0144445239630365,0.0182,0.719881074152745,0.00134268841345655
"1876","AMP",2011-12-01,2011,0.0781140011547186,0,0.0074,0.0781140011547186,0.0074,1.42503115579378,0.0675687706018447
"1888","AMP",2012-12-01,2012,0.0317953604001676,1e-04,0.0119,0.0316953604001676,0.0118,1.42503115579378,0.0148799927618011
"1902","AMP",2013-12-01,2013,0.0609233955377569,0,0.0281,0.0609233955377569,0.0281,1.42503115579378,0.0208800200599518
"1915","AMP",2014-12-01,2014,0.0036361175808567,0,-6e-04,0.0036361175808567,-6e-04,1.42503115579378,0.00449113627433297
"1930","AMP",2015-12-01,2015,-0.0595517386293335,1e-04,-0.0216,-0.0596517386293335,-0.0217,1.42503115579378,-0.0287285625486085
"1942","AMP",2016-12-01,2016,-0.0290493647284143,3e-04,0.0185,-0.0293493647284143,0.0182,1.42503115579378,-0.055284931763861
"1946","AMT",2011-12-01,2011,0.0228932229382156,0,0.0074,0.0228932229382156,0.0074,0.138828863548164,0.0218658893479592
"1961","AMT",2012-12-01,2012,0.033906255210322,1e-04,0.0119,0.033806255210322,0.0118,0.138828863548164,0.0321680746204537
"1980","AMT",2013-12-01,2013,0.02975231147681,0,0.0281,0.02975231147681,0.0281,0.138828863548164,0.0258512204111066
"1989","AMT",2014-12-01,2014,-0.0566428820002166,0,-6e-04,-0.0566428820002166,-6e-04,0.138828863548164,-0.0565595846820877
"1993","AMT",2015-12-01,2015,-0.019511429423338,1e-04,-0.0216,-0.019611429423338,-0.0217,0.138828863548164,-0.0165988430843428
"2012","AMT",2016-12-01,2016,0.0382549540122467,3e-04,0.0185,0.0379549540122467,0.0182,0.138828863548164,0.0354282686956702
"2028","AMZN",2011-12-01,2011,-0.105135115914938,0,0.0074,-0.105135115914938,0.0074,1.34242307355627,-0.115069046659254
"2035","AMZN",2012-12-01,2012,-0.00469263568793493,1e-04,0.0119,-0.00479263568793493,0.0118,1.34242307355627,-0.0206332279558989
"2049","AMZN",2013-12-01,2013,0.0130490209232016,0,0.0281,0.0130490209232016,0.0281,1.34242307355627,-0.0246730674437295
"2053","AMZN",2014-12-01,2014,-0.0872369283148209,0,-6e-04,-0.0872369283148209,-6e-04,1.34242307355627,-0.0864314744706872
"2072","AMZN",2015-12-01,2015,0.0165441376110926,1e-04,-0.0216,0.0164441376110926,-0.0217,1.34242307355627,0.0455747183072636
"2087","AMZN",2016-12-01,2016,-0.000933075697601464,3e-04,0.0185,-0.00123307569760146,0.0182,1.34242307355627,-0.0256651756363256
"2091","ANDV",2011-12-01,2011,-0.0224347233556073,0,0.0074,-0.0224347233556073,0.0074,1.62014303029483,-0.0344237817797891
"2106","ANDV",2012-12-01,2012,0.0410112362331199,1e-04,0.0119,0.0409112362331199,0.0118,1.62014303029483,0.0217935484756409
"2122","ANDV",2013-12-01,2013,-0.00221980544966263,0,0.0281,-0.00221980544966263,0.0281,1.62014303029483,-0.0477458246009475
"2132","ANDV",2014-12-01,2014,-0.0300743930031737,0,-6e-04,-0.0300743930031737,-6e-04,1.62014303029483,-0.0291023071849968
"2141","ANDV",2015-12-01,2015,-0.0889313489292307,1e-04,-0.0216,-0.0890313489292307,-0.0217,1.62014303029483,-0.0538742451718328
"2150","ANDV",2016-12-01,2016,0.0723064374707273,3e-04,0.0185,0.0720064374707273,0.0182,1.62014303029483,0.0425198343193613
"2172","APA",2011-12-01,2011,-0.0933208675159685,0,0.0074,-0.0933208675159685,0.0074,1.20322928636228,-0.102224764235049
"2180","APA",2012-12-01,2012,0.018125194679827,1e-04,0.0119,0.018025194679827,0.0118,1.20322928636228,0.0038270891007521
"2193","APA",2013-12-01,2013,-0.0625802660931977,0,0.0281,-0.0625802660931977,0.0281,1.20322928636228,-0.0963910090399778
"2206","APA",2014-12-01,2014,-0.022405499035411,0,-6e-04,-0.022405499035411,-6e-04,1.20322928636228,-0.0216835614635936
"2220","APA",2015-12-01,2015,-0.100672285889685,1e-04,-0.0216,-0.100772285889685,-0.0217,1.20322928636228,-0.0746622103756236
"2228","APA",2016-12-01,2016,-0.0383295144809565,3e-04,0.0185,-0.0386295144809565,0.0182,1.20322928636228,-0.0605282874927501
"2239","APC",2011-12-01,2011,-0.06158840794803,0,0.0074,-0.06158840794803,0.0074,2.66023112302026,-0.0812741182583799
"2246","APC",2012-12-01,2012,0.0163668087286391,1e-04,0.0119,0.0162668087286391,0.0118,2.66023112302026,-0.015123918523
"2268","APC",2013-12-01,2013,-0.111042144192322,0,0.0281,-0.111042144192322,0.0281,2.66023112302026,-0.185794638749191
"2278","APC",2014-12-01,2014,0.044873971691589,0,-6e-04,0.044873971691589,-6e-04,2.66023112302026,0.0464701103654012
"2291","APC",2015-12-01,2015,-0.204700619245854,1e-04,-0.0216,-0.204800619245854,-0.0217,2.66023112302026,-0.147073603876314
"2300","APC",2016-12-01,2016,0.00906246381416319,3e-04,0.0185,0.0087624638141632,0.0182,2.66023112302026,-0.0396537426248056
"2305","APD",2011-12-01,2011,0.0244531745903536,0,0.0074,0.0244531745903536,0.0074,1.08141342340433,0.0164507152571616
"2326","APD",2012-12-01,2012,0.0211288700953738,1e-04,0.0119,0.0210288700953738,0.0118,1.08141342340433,0.00826819169920267
"2340","APD",2013-12-01,2013,0.0335348851628711,0,0.0281,0.0335348851628711,0.0281,1.08141342340433,0.00314716796520944
"2346","APD",2014-12-01,2014,0.00840401806379637,0,-6e-04,0.00840401806379637,-6e-04,1.08141342340433,0.00905286611783897
"2362","APD",2015-12-01,2015,-0.0442020966242365,1e-04,-0.0216,-0.0443020966242365,-0.0217,1.08141342340433,-0.0208354253363626
"2375","APD",2016-12-01,2016,0.00150369573160252,3e-04,0.0185,0.00120369573160252,0.0182,1.08141342340433,-0.0184780285743563
"2380","APH",2011-12-01,2011,0.00199007274861965,0,0.0074,0.00199007274861965,0.0074,1.5073931202273,-0.00916463634106236
"2391","APH",2012-12-01,2012,0.047331010859679,1e-04,0.0119,0.047231010859679,0.0118,1.5073931202273,0.0294437720409969
"2408","APH",2013-12-01,2013,0.0526614109087851,0,0.0281,0.0526614109087851,0.0281,1.5073931202273,0.0103036642303981
"2423","APH",2014-12-01,2014,0.00570294849831273,0,-6e-04,0.00570294849831273,-6e-04,1.5073931202273,0.00660738437044911
"2427","APH",2015-12-01,2015,-0.0499674727461725,1e-04,-0.0216,-0.0500674727461725,-0.0217,1.5073931202273,-0.0173570420372402
"2447","APH",2016-12-01,2016,-0.0133236067106711,3e-04,0.0185,-0.0136236067106711,0.0182,1.5073931202273,-0.041058161498808
"2459","ATVI",2011-12-01,2011,-0.00808418168075696,0,0.0074,-0.00808418168075696,0.0074,0.98601929040179,-0.0153807244297302
"2469","ATVI",2012-12-01,2012,-0.0761234929104486,1e-04,0.0119,-0.0762234929104486,0.0118,0.98601929040179,-0.0878585205371897
"2476","ATVI",2013-12-01,2013,0.0353917370662762,0,0.0281,0.0353917370662762,0.0281,0.98601929040179,0.00768459500598589
"2492","ATVI",2014-12-01,2014,-0.071801170541684,0,-6e-04,-0.071801170541684,-6e-04,0.98601929040179,-0.0712095589674429
"2502","ATVI",2015-12-01,2015,0.027499336057991,1e-04,-0.0216,0.027399336057991,-0.0217,0.98601929040179,0.0487959546597098
"2510","ATVI",2016-12-01,2016,-0.0137516612351965,3e-04,0.0185,-0.0140516612351965,0.0182,0.98601929040179,-0.0319972123205091
"2521","AVB",2011-12-01,2011,0.0517817711798101,0,0.0074,0.0517817711798101,0.0074,0.683161559600513,0.0467263756387663
"2541","AVB",2012-12-01,2012,0.0356337096218179,1e-04,0.0119,0.0355337096218179,0.0118,0.683161559600513,0.0274724032185319
"2556","AVB",2013-12-01,2013,0.00626572893600432,0,0.0281,0.00626572893600432,0.0281,0.683161559600513,-0.0129311108887701
"2567","AVB",2014-12-01,2014,0.022992812704301,0,-6e-04,0.022992812704301,-6e-04,0.683161559600513,0.0234027096400613
"2578","AVB",2015-12-01,2015,0.0196103299909594,1e-04,-0.0216,0.0195103299909594,-0.0217,0.683161559600513,0.0343349358342906
"2588","AVB",2016-12-01,2016,0.081854903111951,3e-04,0.0185,0.081554903111951,0.0182,0.683161559600513,0.0691213627272217
"2598","AWK",2011-12-01,2011,0.0251087494007974,0,0.0074,0.0251087494007974,0.0074,0.233953441286468,0.0233774939352775
"2612","AWK",2012-12-01,2012,-0.0210276106755727,1e-04,0.0119,-0.0211276106755727,0.0118,0.233953441286468,-0.023888261282753
"2622","AWK",2013-12-01,2013,-0.00212752429635011,0,0.0281,-0.00212752429635011,0.0281,0.233953441286468,-0.00870161599649985
"2640","AWK",2014-12-01,2014,0.00470115257907868,0,-6e-04,0.00470115257907868,-6e-04,0.233953441286468,0.00484152464385056
"2652","AWK",2015-12-01,2015,0.0338727080883331,1e-04,-0.0216,0.0337727080883331,-0.0217,0.233953441286468,0.0388494977642495
"2655","AWK",2016-12-01,2016,-0.00151892515369379,3e-04,0.0185,-0.00181892515369379,0.0182,0.233953441286468,-0.0060768777851075
"2669","AXP",2011-12-01,2011,-0.0182759005408062,0,0.0074,-0.0182759005408062,0.0074,1.09225054190648,-0.0263585545509142
"2681","AXP",2012-12-01,2012,0.0278727505359166,1e-04,0.0119,0.0277727505359166,0.0118,1.09225054190648,0.0148841941414201
"2699","AXP",2013-12-01,2013,0.0558690602538298,0,0.0281,0.0558690602538298,0.0281,1.09225054190648,0.0251768200262577
"2708","AXP",2014-12-01,2014,0.00668615461685605,0,-6e-04,0.00668615461685605,-6e-04,1.09225054190648,0.00734150494199994
"2720","AXP",2015-12-01,2015,-0.0296074387252944,1e-04,-0.0216,-0.0297074387252944,-0.0217,1.09225054190648,-0.0060056019659238
"2732","AXP",2016-12-01,2016,0.027924094924146,3e-04,0.0185,0.027624094924146,0.0182,1.09225054190648,0.00774513506144802
"2741","AZO",2011-12-01,2011,-0.0104386161561242,0,0.0074,-0.0104386161561242,0.0074,0.449884911578221,-0.013767764501803
"2750","AZO",2012-12-01,2012,-0.0795325406330387,1e-04,0.0119,-0.0796325406330387,0.0118,0.449884911578221,-0.0849411825896617
"2763","AZO",2013-12-01,2013,0.0347864775927001,0,0.0281,0.0347864775927001,0.0281,0.449884911578221,0.0221447115773521
"2777","AZO",2014-12-01,2014,0.0692108879045184,0,-6e-04,0.0692108879045184,-6e-04,0.449884911578221,0.0694808188514654
"2796","AZO",2015-12-01,2015,-0.0548877298629424,1e-04,-0.0216,-0.0549877298629424,-0.0217,0.449884911578221,-0.045225227281695
"2805","AZO",2016-12-01,2016,0.00840451379277823,3e-04,0.0185,0.00810451379277823,0.0182,0.449884911578221,-8.33915979453967e-05
"2809","BA",2011-12-01,2011,0.0656389882562095,0,0.0074,0.0656389882562095,0.0074,1.05278814584306,0.0578483559769709
"2824","BA",2012-12-01,2012,0.0144346961702178,1e-04,0.0119,0.0143346961702178,0.0118,1.05278814584306,0.00191179604926976
"2835","BA",2013-12-01,2013,0.0165476411244986,0,0.0281,0.0165476411244986,0.0281,1.05278814584306,-0.0130357057736913
"2852","BA",2014-12-01,2014,-0.0331421042168189,0,-6e-04,-0.0331421042168189,-6e-04,1.05278814584306,-0.0325104313293131
"2865","BA",2015-12-01,2015,-0.00593011439062195,1e-04,-0.0216,-0.00603011439062195,-0.0217,1.05278814584306,0.0168153883741724
"2880","BA",2016-12-01,2016,0.0334409193741904,3e-04,0.0185,0.0331409193741904,0.0182,1.05278814584306,0.0139801751198468
"2890","BAC",2011-12-01,2011,0.0218193795157112,0,0.0074,0.0218193795157112,0.0074,1.20058599626246,0.012935043143369
"2897","BAC",2012-12-01,2012,0.164390119538128,1e-04,0.0119,0.164290119538128,0.0118,1.20058599626246,0.150123204782231
"2911","BAC",2013-12-01,2013,-0.0152850672156355,0,0.0281,-0.0152850672156355,0.0281,1.20058599626246,-0.0490215337106106
"2922","BAC",2014-12-01,2014,0.0515981829835917,0,-6e-04,0.0515981829835917,-6e-04,1.20058599626246,0.0523185345813492
"2936","BAC",2015-12-01,2015,-0.0322187290163332,1e-04,-0.0216,-0.0323187290163332,-0.0217,1.20058599626246,-0.00626601289743784
"2947","BAC",2016-12-01,2016,0.0453570601218239,3e-04,0.0185,0.0450570601218239,0.0182,1.20058599626246,0.0232063949898472
"2959","BAX",2011-12-01,2011,-0.0311123151546386,0,0.0074,-0.0311123151546386,0.0074,0.949540456164375,-0.038138914530255
"2971","BAX",2012-12-01,2012,0.0186513637461463,1e-04,0.0119,0.0185513637461463,0.0118,0.949540456164375,0.00734678636340668
"2988","BAX",2013-12-01,2013,0.0294272253098314,0,0.0281,0.0294272253098314,0.0281,0.949540456164375,0.00274513849161251
"2993","BAX",2014-12-01,2014,0.0170410326007931,0,-6e-04,0.0170410326007931,-6e-04,0.949540456164375,0.0176107568744917
"3009","BAX",2015-12-01,2015,0.016228342363386,1e-04,-0.0216,0.016128342363386,-0.0217,0.949540456164375,0.0367333702621529
"3020","BAX",2016-12-01,2016,-0.000676341990956053,3e-04,0.0185,-0.000976341990956053,0.0182,0.949540456164375,-0.0182579782931477
"3035","BBBY",2011-12-01,2011,-0.0428830530743743,0,0.0074,-0.0428830530743743,0.0074,1.29486372536039,-0.0524650446420412
"3045","BBBY",2012-12-01,2012,-0.0490370652244044,1e-04,0.0119,-0.0491370652244044,0.0118,1.29486372536039,-0.064416457183657
"3054","BBBY",2013-12-01,2013,0.0286761018337717,0,0.0281,0.0286761018337717,0.0281,1.29486372536039,-0.00770956884885528
"3069","BBBY",2014-12-01,2014,0.0374523341418296,0,-6e-04,0.0374523341418296,-6e-04,1.29486372536039,0.0382292523770458
"3080","BBBY",2015-12-01,2015,-0.122171560521933,1e-04,-0.0216,-0.122271560521933,-0.0217,1.29486372536039,-0.0941730176816125
"3090","BBBY",2016-12-01,2016,-0.0950557683491627,3e-04,0.0185,-0.0953557683491627,0.0182,1.29486372536039,-0.118922288150722
"3098","BBT",2011-12-01,2011,0.0827944175458724,0,0.0074,0.0827944175458724,0.0074,1.08827334365486,0.0747411948028264
"3120","BBT",2012-12-01,2012,0.0328242118558489,1e-04,0.0119,0.0327242118558489,0.0118,1.08827334365486,0.0198825864007215
"3122","BBT",2013-12-01,2013,0.0716377365187968,0,0.0281,0.0716377365187968,0.0281,1.08827334365486,0.0410572555620952
"3135","BBT",2014-12-01,2014,0.0339990175646435,0,-6e-04,0.0339990175646435,-6e-04,1.08827334365486,0.0346519815708364
"3149","BBT",2015-12-01,2015,-0.02119671445406,1e-04,-0.0216,-0.02129671445406,-0.0217,1.08827334365486,0.00231881710325052
"3158","BBT",2016-12-01,2016,0.0383703194871034,3e-04,0.0185,0.0380703194871034,0.0182,1.08827334365486,0.018263744632585
"3173","BBY",2011-12-01,2011,-0.14073096054145,0,0.0074,-0.14073096054145,0.0074,1.49886432724676,-0.151822556563076
"3192","BBY",2012-12-01,2012,-0.0871975639457023,1e-04,0.0119,-0.0872975639457023,0.0118,1.49886432724676,-0.104984163007214
"3202","BBY",2013-12-01,2013,-0.0125661101743126,0,0.0281,-0.0125661101743126,0.0281,1.49886432724676,-0.0546841977699465
"3213","BBY",2014-12-01,2014,-0.00576478807122184,0,-6e-04,-0.00576478807122184,-6e-04,1.49886432724676,-0.00486546947487379
"3228","BBY",2015-12-01,2015,-0.0352822540027272,1e-04,-0.0216,-0.0353822540027272,-0.0217,1.49886432724676,-0.00285689810147256
"3233","BBY",2016-12-01,2016,-0.0626039722412321,3e-04,0.0185,-0.0629039722412321,0.0182,1.49886432724676,-0.0901833029971231
"3242","BDX",2011-12-01,2011,0.0187496890745685,0,0.0074,0.0187496890745685,0.0074,0.74108251752127,0.0132656784449111
"3264","BDX",2012-12-01,2012,0.0260481711100231,1e-04,0.0119,0.0259481711100231,0.0118,0.74108251752127,0.0172033974032721
"3271","BDX",2013-12-01,2013,0.0224521819955565,0,0.0281,0.0224521819955565,0.0281,0.74108251752127,0.00162776325320885
