"","Ticker","Date","Year","Ra","Rf","Rm","Ra_Rf","Rm_Rf","Beta","AlphaJensen"
"4951","CE",2015-12-01,2015,-0.0495468301954815,1e-04,-0.0216,-0.0496468301954815,-0.0217,1.72386868745498,-0.0122388796777085
"4966","CE",2016-12-01,2016,-0.0073390039988057,3e-04,0.0185,-0.0076390039988057,0.0182,1.72386868745498,-0.0390134141104863
"4976","CELG",2011-12-01,2011,0.0692041596625116,0,0.0074,0.0692041596625116,0.0074,1.10623757291268,0.0610180016229578
"4991","CELG",2012-12-01,2012,-0.00152800235419271,1e-04,0.0119,-0.00162800235419271,0.0118,1.10623757291268,-0.0146816057145623
"5003","CELG",2013-12-01,2013,0.0435455981409132,0,0.0281,0.0435455981409132,0.0281,1.10623757291268,0.012460322342067
"5014","CELG",2014-12-01,2014,-0.0162273653995239,0,-6e-04,-0.0162273653995239,-6e-04,1.10623757291268,-0.0155636228557763
"5022","CELG",2015-12-01,2015,0.0900219602523442,1e-04,-0.0216,0.0899219602523442,-0.0217,1.10623757291268,0.113927315584549
"5035","CELG",2016-12-01,2016,-0.0235646691102267,3e-04,0.0185,-0.0238646691102267,0.0182,1.10623757291268,-0.0439981929372374
"5045","CERN",2011-12-01,2011,0.00441790786472779,0,0.0074,0.00441790786472779,0.0074,1.05591007973863,-0.0033958267253381
"5058","CERN",2012-12-01,2012,0.0037484693604261,1e-04,0.0119,0.0036484693604261,0.0118,1.05591007973863,-0.00881126958048978
"5070","CERN",2013-12-01,2013,-0.0305650319853559,0,0.0281,-0.0305650319853559,0.0281,1.05591007973863,-0.0602361052260116
"5083","CERN",2014-12-01,2014,0.00402916999312459,0,-6e-04,0.00402916999312459,-6e-04,1.05591007973863,0.00466271604096778
"5100","CERN",2015-12-01,2015,0.00951831547884765,1e-04,-0.0216,0.00941831547884765,-0.0217,1.05591007973863,0.032331564209176
"5103","CERN",2016-12-01,2016,-0.049624181025804,3e-04,0.0185,-0.049924181025804,0.0182,1.05591007973863,-0.0691417444770471
"5119","CF",2011-12-01,2011,0.0363832466323348,0,0.0074,0.0363832466323348,0.0074,1.04397176037306,0.0286578556055741
"5134","CF",2012-12-01,2012,-0.0521223532300537,1e-04,0.0119,-0.0522223532300537,0.0118,1.04397176037306,-0.0645412200024559
"5147","CF",2013-12-01,2013,0.0695630426843007,0,0.0281,0.0695630426843007,0.0281,1.04397176037306,0.0402274362178176
"5157","CF",2014-12-01,2014,0.01623876261217,0,-6e-04,0.01623876261217,-6e-04,1.04397176037306,0.0168651456683938
"5163","CF",2015-12-01,2015,-0.122753005337613,1e-04,-0.0216,-0.122853005337613,-0.0217,1.04397176037306,-0.100198818137518
"5177","CF",2016-12-01,2016,0.0841276166281193,3e-04,0.0185,0.0838276166281193,0.0182,1.04397176037306,0.0648273305893295
"5189","CHD",2011-12-01,2011,0.0335552406389043,0,0.0074,0.0335552406389043,0.0074,0.722241122175099,0.0282106563348086
"5200","CHD",2012-12-01,2012,-0.0107687306398275,1e-04,0.0119,-0.0108687306398275,0.0118,0.722241122175099,-0.0193911758814937
"5212","CHD",2013-12-01,2013,0.0156622044936641,0,0.0281,0.0156622044936641,0.0281,0.722241122175099,-0.00463277103945616
"5227","CHD",2014-12-01,2014,0.0270076898631466,0,-6e-04,0.0270076898631466,-6e-04,0.722241122175099,0.0274410345364517
"5242","CHD",2015-12-01,2015,-0.0104308842792366,1e-04,-0.0216,-0.0105308842792366,-0.0217,0.722241122175099,0.00514174807196306
"5249","CHD",2016-12-01,2016,0.00909288873468211,3e-04,0.0185,0.00879288873468211,0.0182,0.722241122175099,-0.00435189968890469
"5267","CHRW",2011-12-01,2011,0.0233283465638689,0,0.0074,0.0233283465638689,0.0074,0.83742499180882,0.0171314016244836
"5272","CHRW",2012-12-01,2012,0.0293581090544221,1e-04,0.0119,0.0292581090544221,0.0118,0.83742499180882,0.019376494151078
"5289","CHRW",2013-12-01,2013,0.00101685365898869,0,0.0281,0.00101685365898869,0.0281,0.83742499180882,-0.0225147886108391
"5294","CHRW",2014-12-01,2014,0.0207809338026314,0,-6e-04,0.0207809338026314,-6e-04,0.83742499180882,0.0212833887977167
"5311","CHRW",2015-12-01,2015,-0.0765061320384568,1e-04,-0.0216,-0.0766061320384568,-0.0217,0.83742499180882,-0.0584340097162054
"5317","CHRW",2016-12-01,2016,-0.0155808966196266,3e-04,0.0185,-0.0158808966196267,0.0182,0.83742499180882,-0.0311220314705472
"5334","CHTR",2011-12-01,2011,0.0741620129545044,0,0.0074,0.0741620129545044,0.0074,0.872307019177592,0.0677069410125903
"5349","CHTR",2012-12-01,2012,0.0733212952049608,1e-04,0.0119,0.0732212952049607,0.0118,0.872307019177592,0.0629280723786652
"5356","CHTR",2013-12-01,2013,0.0122122388330029,0,0.0281,0.0122122388330029,0.0281,0.872307019177592,-0.0122995884058874
"5367","CHTR",2014-12-01,2014,-0.0183164140235644,0,-6e-04,-0.0183164140235644,-6e-04,0.872307019177592,-0.0177930298120579
"5383","CHTR",2015-12-01,2015,-0.0229994207372826,1e-04,-0.0216,-0.0230994207372826,-0.0217,0.872307019177592,-0.00417035842112886
"5390","CHTR",2016-12-01,2016,0.0447849806877117,3e-04,0.0185,0.0444849806877117,0.0182,0.872307019177592,0.0286089929386796
"5401","CI",2011-12-01,2011,-0.0517336914453241,0,0.0074,-0.0517336914453241,0.0074,0.325370921188105,-0.054141436262116
"5420","CI",2012-12-01,2012,0.0225112463742373,1e-04,0.0119,0.0224112463742373,0.0118,0.325370921188105,0.0185718695042176
"5429","CI",2013-12-01,2013,0.000343102450067911,0,0.0281,0.000343102450067911,0.0281,0.325370921188105,-0.00879982043531784
"5440","CI",2014-12-01,2014,0.000194394453985031,0,-6e-04,0.000194394453985031,-6e-04,0.325370921188105,0.000389617006697894
"5457","CI",2015-12-01,2015,0.0807378196689263,1e-04,-0.0216,0.0806378196689263,-0.0217,0.325370921188105,0.0876983686587082
"5462","CI",2016-12-01,2016,-0.0100698616535616,3e-04,0.0185,-0.0103698616535616,0.0182,0.325370921188105,-0.0162916124191852
"5483","CIT",2011-12-01,2011,0.0293925094994491,0,0.0074,0.0293925094994491,0.0074,1.09724861237261,0.0212728697678918
"5491","CIT",2012-12-01,2012,0.0420196355031398,1e-04,0.0119,0.0419196355031398,0.0118,1.09724861237261,0.028972101877143
"5499","CIT",2013-12-01,2013,0.0321634497275591,0,0.0281,0.0321634497275591,0.0281,1.09724861237261,0.00133076371988889
"5511","CIT",2014-12-01,2014,-0.0200772166673787,0,-6e-04,-0.0200772166673787,-6e-04,1.09724861237261,-0.0194188674999551
"5525","CIT",2015-12-01,2015,-0.0789181447317895,1e-04,-0.0216,-0.0790181447317895,-0.0217,1.09724861237261,-0.0552078498433039
"5539","CIT",2016-12-01,2016,0.0438235999720206,3e-04,0.0185,0.0435235999720206,0.0182,1.09724861237261,0.0235536752268392
"5554","CL",2011-12-01,2011,0.00967962402842209,0,0.0074,0.00967962402842209,0.0074,0.584416773467647,0.0053549399047615
"5561","CL",2012-12-01,2012,-0.0371805881780094,1e-04,0.0119,-0.0372805881780094,0.0118,0.584416773467647,-0.0441767061049277
"5577","CL",2013-12-01,2013,-0.00915897692262875,0,0.0281,-0.00915897692262875,0.0281,0.584416773467647,-0.0255810882570696
"5583","CL",2014-12-01,2014,-0.00576432743366582,0,-6e-04,-0.00576432743366582,-6e-04,0.584416773467647,-0.00541367736958523
"5603","CL",2015-12-01,2015,0.0142105028263953,1e-04,-0.0216,0.0141105028263953,-0.0217,0.584416773467647,0.0267923468106433
"5612","CL",2016-12-01,2016,0.00321419789113734,3e-04,0.0185,0.00291419789113734,0.0182,0.584416773467647,-0.00772218738597383
"5618","CLR",2011-12-01,2011,-0.0565335680207052,0,0.0074,-0.0565335680207052,0.0074,1.29767591643449,-0.0661363698023205
"5635","CLR",2012-12-01,2012,0.0674001743220535,1e-04,0.0119,0.0673001743220535,0.0118,1.29767591643449,0.0519875985081265
"5652","CLR",2013-12-01,2013,0.0455470629723626,0,0.0281,0.0455470629723626,0.0281,1.29767591643449,0.00908236972055337
"5656","CLR",2014-12-01,2014,-0.0660688667266949,0,-6e-04,-0.0660688667266949,-6e-04,1.29767591643449,-0.0652902611768342
"5667","CLR",2015-12-01,2015,-0.457193441301986,1e-04,-0.0216,-0.457293441301986,-0.0217,1.29767591643449,-0.429133873915357
"5685","CLR",2016-12-01,2016,-0.118257150374533,3e-04,0.0185,-0.118557150374533,0.0182,1.29767591643449,-0.142174852053641
"5696","CLX",2011-12-01,2011,0.0243320883323546,0,0.0074,0.0243320883323546,0.0074,0.423355712271241,0.0211992560615474
"5705","CLX",2012-12-01,2012,-0.0418593967531626,1e-04,0.0119,-0.0419593967531626,0.0118,0.423355712271241,-0.0469549941579632
"5718","CLX",2013-12-01,2013,-0.00441007466544138,0,0.0281,-0.00441007466544138,0.0281,0.423355712271241,-0.0163063701802633
"5729","CLX",2014-12-01,2014,0.025167765996353,0,-6e-04,0.025167765996353,-6e-04,0.423355712271241,0.0254217794237158
"5745","CLX",2015-12-01,2015,0.0201495594817084,1e-04,-0.0216,0.0200495594817084,-0.0217,0.423355712271241,0.0292363784379943
"5751","CLX",2016-12-01,2016,0.0378685106560254,3e-04,0.0185,0.0375685106560254,0.0182,0.423355712271241,0.0298634366926888
"5769","CMCSA",2011-12-01,2011,0.0543411783255304,0,0.0074,0.0543411783255304,0.0074,1.40383125039937,0.0439528270725751
"5781","CMCSA",2012-12-01,2012,0.0131166100276769,1e-04,0.0119,0.0130166100276769,0.0118,1.40383125039937,-0.00354859872703562
"5791","CMCSA",2013-12-01,2013,0.0488060883542123,0,0.0281,0.0488060883542123,0.0281,1.40383125039937,0.00935843021799004
"5800","CMCSA",2014-12-01,2014,0.0168627449015883,0,-6e-04,0.0168627449015883,-6e-04,1.40383125039937,0.0177050436518279
"5813","CMCSA",2015-12-01,2015,-0.0755752229360803,1e-04,-0.0216,-0.0756752229360804,-0.0217,1.40383125039937,-0.0452120848024141
"5822","CMCSA",2016-12-01,2016,0.00123840503779788,3e-04,0.0185,0.000938405037797883,0.0182,1.40383125039937,-0.0246113237194706
"5842","CME",2011-12-01,2011,0.00697782806991926,0,0.0074,0.00697782806991926,0.0074,1.27311616209793,-0.00244323152960544
"5856","CME",2012-12-01,2012,-0.0537090261342012,1e-04,0.0119,-0.0538090261342012,0.0118,1.27311616209793,-0.0688317968469568
"5861","CME",2013-12-01,2013,-0.00603601394191435,0,0.0281,-0.00603601394191435,0.0281,1.27311616209793,-0.0418105780968663
"5871","CME",2014-12-01,2014,0.0734061236389558,0,-6e-04,0.0734061236389558,-6e-04,1.27311616209793,0.0741699933362146
"5883","CME",2015-12-01,2015,-0.0387945737723512,1e-04,-0.0216,-0.0388945737723512,-0.0217,1.27311616209793,-0.0112679530548261
"5896","CME",2016-12-01,2016,0.0537280975434431,3e-04,0.0185,0.0534280975434431,0.0182,1.27311616209793,0.0302573833932607
"5910","CMG",2011-12-01,2011,0.049092193855334,0,0.0074,0.049092193855334,0.0074,0.150522144493179,0.0479783299860845
"5926","CMG",2012-12-01,2012,0.120164313301582,1e-04,0.0119,0.120064313301582,0.0118,0.150522144493179,0.118288151996562
"5938","CMG",2013-12-01,2013,0.0168841909983956,0,0.0281,0.0168841909983956,0.0281,0.150522144493179,0.0126545187381372
"5946","CMG",2014-12-01,2014,0.0309935794691479,0,-6e-04,0.0309935794691479,-6e-04,0.150522144493179,0.0310838927558438
"5960","CMG",2015-12-01,2015,-0.18877835206149,1e-04,-0.0216,-0.18887835206149,-0.0217,0.150522144493179,-0.185612021525988
"5973","CMG",2016-12-01,2016,-0.0491535124238787,3e-04,0.0185,-0.0494535124238787,0.0182,0.150522144493179,-0.0521930154536545
"5981","CMI",2011-12-01,2011,-0.0902159727979586,0,0.0074,-0.0902159727979586,0.0074,1.55805362134309,-0.101745569595897
"6000","CMI",2012-12-01,2012,0.0987679433675298,1e-04,0.0119,0.0986679433675298,0.0118,1.55805362134309,0.0802829106356814
"6001","CMI",2013-12-01,2013,0.0630216943669797,0,0.0281,0.0630216943669797,0.0281,1.55805362134309,0.0192403876072389
"6013","CMI",2014-12-01,2014,-0.0100072722521099,0,-6e-04,-0.0100072722521099,-6e-04,1.55805362134309,-0.00907244007930402
"6035","CMI",2015-12-01,2015,-0.131413133962357,1e-04,-0.0216,-0.131513133962357,-0.0217,1.55805362134309,-0.0977033703792124
"6047","CMI",2016-12-01,2016,-0.0367072275519821,3e-04,0.0185,-0.0370072275519821,0.0182,1.55805362134309,-0.0653638034604263
"6059","CNO",2011-12-01,2011,-0.00158341571675777,0,0.0074,-0.00158341571675777,0.0074,1.72573576848979,-0.0143538604035822
"6067","CNO",2012-12-01,2012,0.027104468118793,1e-04,0.0119,0.027004468118793,0.0118,1.72573576848979,0.00664078605061341
"6076","CNO",2013-12-01,2013,0.0463111665732214,0,0.0281,0.0463111665732214,0.0281,1.72573576848979,-0.0021820085213418
"6085","CNO",2014-12-01,2014,-0.0034922521007894,0,-6e-04,-0.0034922521007894,-6e-04,1.72573576848979,-0.00245681063969553
"6100","CNO",2015-12-01,2015,-0.0544817450830212,1e-04,-0.0216,-0.0545817450830212,-0.0217,1.72573576848979,-0.0171332789067927
"6120","CNO",2016-12-01,2016,0.0718241098328667,3e-04,0.0185,0.0715241098328667,0.0182,1.72573576848979,0.0401157188463524
"6122","CNP",2011-12-01,2011,0.00950234663740591,0,0.0074,0.00950234663740591,0.0074,0.526399123481673,0.00560699312364153
"6140","CNP",2012-12-01,2012,-0.0246294308158343,1e-04,0.0119,-0.0247294308158343,0.0118,0.526399123481673,-0.030940940472918
"6151","CNP",2013-12-01,2013,-0.0107273630832151,0,0.0281,-0.0107273630832151,0.0281,0.526399123481673,-0.0255191784530501
"6163","CNP",2014-12-01,2014,-0.0215336041367062,0,-6e-04,-0.0215336041367062,-6e-04,0.526399123481673,-0.0212177646626172
"6175","CNP",2015-12-01,2015,0.0799064831669771,1e-04,-0.0216,0.0798064831669771,-0.0217,0.526399123481673,0.0912293441465293
"6183","CNP",2016-12-01,2016,0.0321676539266137,3e-04,0.0185,0.0318676539266137,0.0182,0.526399123481673,0.0222871898792473
"6199","CNX",2011-12-01,2011,-0.126284629191342,0,0.0074,-0.126284629191342,0.0074,1.5944863278587,-0.138083828017496
"6205","CNX",2012-12-01,2012,0.0280257219971281,1e-04,0.0119,0.0279257219971281,0.0118,1.5944863278587,0.00911078332839538
"6220","CNX",2013-12-01,2013,0.0668546849648294,0,0.0281,0.0668546849648294,0.0281,1.5944863278587,0.0220496191519999
"6232","CNX",2014-12-01,2014,-0.146132870350303,0,-6e-04,-0.146132870350303,-6e-04,1.5944863278587,-0.145176178553587
"6241","CNX",2015-12-01,2015,0.0025350189541568,1e-04,-0.0216,0.0024350189541568,-0.0217,1.5944863278587,0.0370353722686907
"6256","CNX",2016-12-01,2016,-0.121251119773478,3e-04,0.0185,-0.121551119773478,0.0182,1.5944863278587,-0.150570770940506
"6272","COF",2011-12-01,2011,-0.0545275677699225,0,0.0074,-0.0545275677699225,0.0074,0.926036864099289,-0.0613802405642572
"6277","COF",2012-12-01,2012,0.00571278594006437,1e-04,0.0119,0.00561278594006437,0.0118,0.926036864099289,-0.00531444905630724
"6300","COF",2013-12-01,2013,0.0672136574754659,0,0.0281,0.0672136574754659,0.0281,0.926036864099289,0.0411920215942759
"6302","COF",2014-12-01,2014,-0.00784346665182252,0,-6e-04,-0.00784346665182252,-6e-04,0.926036864099289,-0.00728784453336295
"6322","COF",2015-12-01,2015,-0.0840629675186173,1e-04,-0.0216,-0.0841629675186173,-0.0217,0.926036864099289,-0.0640679675676627
"6325","COF",2016-12-01,2016,0.0373701624151008,3e-04,0.0185,0.0370701624151008,0.0182,0.926036864099289,0.0202162914884938
"6340","COL",2011-12-01,2011,0.00852446563100399,0,0.0074,0.00852446563100399,0.0074,1.19988055584223,-0.000354650482228535
"6351","COL",2012-12-01,2012,0.017165309468354,1e-04,0.0119,0.017065309468354,0.0118,1.19988055584223,0.00290671890941567
"6365","COL",2013-12-01,2013,0.0162292027664127,0,0.0281,0.0162292027664127,0.0281,1.19988055584223,-0.017487440852754
"6375","COL",2014-12-01,2014,-0.0123523540074349,0,-6e-04,-0.0123523540074349,-6e-04,1.19988055584223,-0.0116324256739295
"6388","COL",2015-12-01,2015,-0.00410852076459386,1e-04,-0.0216,-0.00420852076459386,-0.0217,1.19988055584223,0.0218288872971826
"6398","COL",2016-12-01,2016,0.00043131468163373,3e-04,0.0185,0.00013131468163373,0.0182,1.19988055584223,-0.0217065114346949
"6414","COP",2011-12-01,2011,0.0214999093989006,0,0.0074,0.0214999093989006,0.0074,1.36697246778609,0.0113843131372835
"6426","COP",2012-12-01,2012,0.0182726044871256,1e-04,0.0119,0.0181726044871256,0.0118,1.36697246778609,0.00204232936724983
"6440","COP",2013-12-01,2013,-0.0299775850407651,0,0.0281,-0.0299775850407651,0.0281,1.36697246778609,-0.0683895113855541
"6452","COP",2014-12-01,2014,0.044260979488259,0,-6e-04,0.044260979488259,-6e-04,1.36697246778609,0.0450811629689307
"6461","COP",2015-12-01,2015,-0.146379584782714,1e-04,-0.0216,-0.146479584782714,-0.0217,1.36697246778609,-0.116816282231755
"6470","COP",2016-12-01,2016,0.0328430216787683,3e-04,0.0185,0.0325430216787683,0.0182,1.36697246778609,0.00766412276506152
"6484","COST",2011-12-01,2011,-0.0234858616316544,0,0.0074,-0.0234858616316544,0.0074,0.611296086529773,-0.0280094526719747
"6494","COST",2012-12-01,2012,0.0171203419750123,1e-04,0.0119,0.0170203419750123,0.0118,0.611296086529773,0.00980704815396094
"6515","COST",2013-12-01,2013,-0.0524564724295848,0,0.0281,-0.0524564724295848,0.0281,0.611296086529773,-0.0696338924610714
"6522","COST",2014-12-01,2014,-0.00260659872892782,0,-6e-04,-0.00260659872892782,-6e-04,0.611296086529773,-0.00223982107700995
"6540","COST",2015-12-01,2015,0.000495411037445176,1e-04,-0.0216,0.000395411037445176,-0.0217,0.611296086529773,0.0136605361151412
"6552","COST",2016-12-01,2016,0.0644926432635843,3e-04,0.0185,0.0641926432635843,0.0182,0.611296086529773,0.0530670544887424
"6556","CPB",2011-12-01,2011,0.0281650223464395,0,0.0074,0.0281650223464395,0.0074,0.0657581712175833,0.0276784118794293
"6569","CPB",2012-12-01,2012,-0.0439457199272855,1e-04,0.0119,-0.0440457199272855,0.0118,0.0657581712175833,-0.044821666347653
"6581","CPB",2013-12-01,2013,0.111076007692623,0,0.0281,0.111076007692623,0.0281,0.0657581712175833,0.109228203081409
"6599","CPB",2014-12-01,2014,-0.0286759807352727,0,-6e-04,-0.0286759807352727,-6e-04,0.0657581712175833,-0.0286365258325422
"6607","CPB",2015-12-01,2015,0.00591666407266006,1e-04,-0.0216,0.00581666407266006,-0.0217,0.0657581712175833,0.00724361638808162
"6621","CPB",2016-12-01,2016,0.0610277817249047,3e-04,0.0185,0.0607277817249047,0.0182,0.0657581712175833,0.0595309830087447
"6634","CRM",2011-12-01,2011,-0.154572994965086,0,0.0074,-0.154572994965086,0.0074,0.361653698129476,-0.157249232331244
"6647","CRM",2012-12-01,2012,0.0640548467558983,1e-04,0.0119,0.0639548467558983,0.0118,0.361653698129476,0.0596873331179705
"6659","CRM",2013-12-01,2013,0.057808767575085,0,0.0281,0.057808767575085,0.0281,0.361653698129476,0.0476462986576467
"6663","CRM",2014-12-01,2014,-0.00939758552320607,0,-6e-04,-0.00939758552320607,-6e-04,0.361653698129476,-0.00918059330432839
"6679","CRM",2015-12-01,2015,-0.0163201796403425,1e-04,-0.0216,-0.0164201796403425,-0.0217,0.361653698129476,-0.00857229439093286
"6694","CRM",2016-12-01,2016,-0.050416500521086,3e-04,0.0185,-0.050716500521086,0.0182,0.361653698129476,-0.0572985978270425
"6701","CSCO",2011-12-01,2011,-0.0305038025387258,0,0.0074,-0.0305038025387258,0.0074,1.55954473999782,-0.0420444336147096
"6718","CSCO",2012-12-01,2012,0.0383865306279704,1e-04,0.0119,0.0382865306279704,0.0118,1.55954473999782,0.0198839026959961
"6731","CSCO",2013-12-01,2013,0.0540424662750277,0,0.0281,0.0540424662750277,0.0281,1.55954473999782,0.010219259081089
"6736","CSCO",2014-12-01,2014,0.00649097072236649,0,-6e-04,0.00649097072236649,-6e-04,1.55954473999782,0.00742669756636518
"6751","CSCO",2015-12-01,2015,-0.00330812131348697,1e-04,-0.0216,-0.00340812131348697,-0.0217,1.55954473999782,0.0304339995444657
"6762","CSCO",2016-12-01,2016,0.0133246184672127,3e-04,0.0185,0.0130246184672127,0.0182,1.55954473999782,-0.0153590958007476
"6777","CSX",2011-12-01,2011,-0.0303975966010794,0,0.0074,-0.0303975966010794,0.0074,1.1534942768932,-0.038933454250089
"6789","CSX",2012-12-01,2012,-0.00151941444157429,1e-04,0.0119,-0.00161941444157429,0.0118,1.1534942768932,-0.015230646908914
"6803","CSX",2013-12-01,2013,0.0535459426080291,0,0.0281,0.0535459426080291,0.0281,1.1534942768932,0.0211327534273302
"6816","CSX",2014-12-01,2014,-0.00715070884678069,0,-6e-04,-0.00715070884678069,-6e-04,1.1534942768932,-0.00645861228064477
"6821","CSX",2015-12-01,2015,-0.0912732854026227,1e-04,-0.0216,-0.0913732854026227,-0.0217,1.1534942768932,-0.0663424595940403
