Date;RF;Mkt-RF;SMB;HML
01-04-11;    0.00;    2.90;   -0.34;   -2.51
01-05-11;    0.00;   -1.27;   -0.70;   -2.06
01-06-11;    0.00;   -1.75;   -0.18;   -0.31
01-07-11;    0.00;   -2.36;   -1.31;   -1.23
01-08-11;    0.01;   -5.99;   -3.06;   -2.44
01-09-11;    0.00;   -7.59;   -3.48;   -1.46
01-10-11;    0.00;   11.35;    3.41;   -0.17
01-11-11;    0.00;   -0.28;   -0.17;   -0.35
01-12-11;    0.00;    0.74;   -0.71;    1.74
01-01-12;    0.00;    5.05;    2.15;   -1.09
01-02-12;    0.00;    4.42;   -1.75;    0.09
01-03-12;    0.00;    3.11;   -0.61;    0.87
01-04-12;    0.00;   -0.85;   -0.52;   -0.47
01-05-12;    0.01;   -6.19;    0.02;   -0.62
01-06-12;    0.00;    3.89;    0.77;    0.44
01-07-12;    0.00;    0.79;   -2.58;   -0.25
01-08-12;    0.01;    2.55;    0.41;    1.28
01-09-12;    0.01;    2.73;    0.50;    1.52
01-10-12;    0.01;   -1.76;   -1.14;    3.79
01-11-12;    0.01;    0.78;    0.59;   -0.96
01-12-12;    0.01;    1.18;    1.47;    3.55
01-01-13;    0.00;    5.57;    0.39;    0.92
01-02-13;    0.00;    1.29;   -0.45;    0.00
01-03-13;    0.00;    4.03;    0.79;   -0.26
01-04-13;    0.00;    1.55;   -2.44;    0.59
01-05-13;    0.00;    2.80;    1.67;    2.55
01-06-13;    0.00;   -1.20;    1.22;   -0.19
01-07-13;    0.00;    5.65;    1.86;    0.55
01-08-13;    0.00;   -2.71;    0.30;   -2.78
01-09-13;    0.00;    3.77;    2.94;   -1.18
01-10-13;    0.00;    4.18;   -1.49;    1.15
01-11-13;    0.00;    3.12;    1.24;    0.24
01-12-13;    0.00;    2.81;   -0.50;   -0.30
01-01-14;    0.00;   -3.32;    0.87;   -2.08
01-02-14;    0.00;    4.65;    0.33;   -0.39
01-03-14;    0.00;    0.43;   -1.89;    5.09
01-04-14;    0.00;   -0.19;   -4.25;    1.14
01-05-14;    0.00;    2.06;   -1.83;   -0.26
01-06-14;    0.00;    2.61;    3.06;   -0.74
01-07-14;    0.00;   -2.04;   -4.23;    0.01
01-08-14;    0.00;    4.24;    0.37;   -0.57
01-09-14;    0.00;   -1.97;   -3.82;   -1.22
01-10-14;    0.00;    2.52;    4.23;   -1.69
01-11-14;    0.00;    2.55;   -2.06;   -2.99
01-12-14;    0.00;   -0.06;    2.54;    2.07
01-01-15;    0.00;   -3.11;   -0.57;   -3.47
01-02-15;    0.00;    6.13;    0.53;   -1.77
01-03-15;    0.00;   -1.12;    3.05;   -0.45
01-04-15;    0.00;    0.59;   -2.97;    1.85
01-05-15;    0.00;    1.36;    0.94;   -1.33
01-06-15;    0.00;   -1.53;    2.81;   -0.81
01-07-15;    0.00;    1.54;   -4.15;   -4.14
01-08-15;    0.00;   -6.04;    0.49;    2.69
01-09-15;    0.00;   -3.08;   -2.64;    0.53
01-10-15;    0.00;    7.75;   -1.98;   -0.09
01-11-15;    0.00;    0.56;    3.64;   -0.51
01-12-15;    0.01;   -2.17;   -2.81;   -2.57
01-01-16;    0.01;   -5.77;   -3.39;    2.10
01-02-16;    0.02;   -0.07;    0.78;   -0.48
01-03-16;    0.02;    6.96;    0.89;    1.14
01-04-16;    0.01;    0.92;    0.67;    3.25
01-05-16;    0.01;    1.78;   -0.26;   -1.80
01-06-16;    0.02;   -0.05;    0.65;   -1.49
01-07-16;    0.02;    3.95;    2.64;   -1.13
01-08-16;    0.02;    0.50;    1.17;    3.34
01-09-16;    0.02;    0.25;    2.01;   -1.49
01-10-16;    0.02;   -2.02;   -4.36;    4.16
01-11-16;    0.01;    4.86;    5.48;    8.27
01-12-16;    0.03;    1.82;    0.08;    3.61
01-01-17;    0.04;    1.94;   -1.05;   -2.68
01-02-17;    0.04;    3.57;   -1.99;   -1.79
01-03-17;    0.03;    0.17;    1.20;   -3.17
01-04-17;    0.05;    1.09;    0.73;   -1.91
01-05-17;    0.06;    1.06;   -2.54;   -3.75
01-06-17;    0.06;    0.78;    2.15;    1.32
01-07-17;    0.07;    1.87;   -1.42;   -0.28
01-08-17;    0.09;    0.16;   -1.71;   -2.26
01-09-17;    0.09;    2.51;    4.53;    3.02
01-10-17;    0.09;    2.25;   -1.95;   -0.08
01-11-17;    0.08;    3.12;   -0.63;    0.02
01-12-17;    0.09;    1.06;   -1.27;    0.11
01-01-18;    0.11;    5.57;   -3.06;   -1.41
01-02-18;    0.11;   -3.65;    0.28;   -1.20
