Companies;YearFinancialIndicator;ROA;TobinsQ;YearNewsWeekGR;RankNewsWeekGR;GreenScore;EnergyProductivity;CarbonProductivity;WaterProductivity;WasteProductivity;Green Revenue; SustainabilityPayLink ; SustainableThemedCommitment ; AuditScore ;FirmSize;Leverage;NetMargin;Industry
262;2014;0,06;1,63;2016;356,00;0,20;0,00;0,06;0,00;0,00;0,14;0,00;0,00;0,00;10,20;1,76;0,12;5
263;2012;0,06;1,24;2014;181,00;0,36;0,65;0,30;0,50;0,00;0,49;0,00;0,05;0,00;10,24;0,45;0,24;3
263;2013;0,05;1,47;2015;314,00;0,23;0,05;0,06;0,06;0,00;0,01;0,00;0,05;0,00;10,29;0,50;0,20;3
263;2014;0,06;1,01;2016;448,00;0,13;0,00;0,07;0,00;0,00;0,01;0,00;0,05;0,00;10,35;0,59;0,24;3
264;2012;0,06;0,87;2014;209,00;0,33;0,10;0,18;0,14;0,00;0,85;0,10;0,00;0,00;10,81;0,46;0,18;11
264;2013;-0,09;0,93;2015;216,00;0,38;0,01;0,05;0,03;0,00;0,14;0,10;0,05;0,00;10,84;0,61;0,13;11
264;2014;0,02;0,99;2016;185,00;0,38;0,04;0,06;0,02;0,00;0,12;0,10;0,05;0,00;10,87;0,63;0,07;11
265;2012;0,00;0,89;2014;265,00;0,26;0,12;0,13;0,05;0,03;0,07;0,10;0,05;0,05;10,47;0,27;0,00;8
265;2013;0,02;0,62;2015;251,00;0,33;0,04;0,05;0,01;0,01;0,02;0,10;0,05;0,05;10,39;0,37;0,03;8
265;2014;0,04;0,51;2016;213,00;0,35;0,04;0,06;0,02;0,02;0,02;0,10;0,05;0,05;10,40;0,48;0,05;8
266;2012;0,14;1,21;2014;407,00;0,09;0,00;0,00;0,00;0,00;0,43;0,00;0,00;0,00;9,60;0,02;0,08;1
266;2013;0,17;3,98;2015;326,00;0,21;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,05;9,73;0,11;0,11;1
266;2014;0,16;2,88;2016;294,00;0,25;0,00;0,10;0,00;0,00;0,10;0,00;0,00;0,05;9,85;0,09;0,10;1
267;2012;0,02;2,39;2014;13,00;0,70;0,89;0,62;0,92;0,80;0,06;0,10;0,05;0,05;10,18;1,26;0,05;1
267;2013;0,05;3,46;2015;53,00;0,62;0,02;0,03;0,11;0,12;0,13;0,10;0,05;0,05;10,25;1,13;0,13;1
267;2014;0,02;4,06;2016;2,00;0,82;0,12;0,11;0,14;0,12;0,13;0,10;0,05;0,05;10,28;1,28;0,06;1
268;2012;0,08;;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,16;0,41;0,08;6
268;2013;0,07;;2015;428,00;0,10;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00;10,19;0,56;0,08;6
268;2014;0,08;;2016;418,00;0,16;0,00;0,06;0,00;0,00;0,10;0,00;0,00;0,00;10,19;0,82;0,09;6
269;2012;0,01;0,79;2014;316,00;0,18;0,00;0,00;0,00;0,00;0,89;0,00;0,00;0,00;11,13;0,06;0,82;4
269;2013;0,03;0,78;2015;479,00;0,05;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00;13,91;0,07;0,92;4
269;2014;-0,01;0,82;2016;493,00;0,05;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00;10,95;0,10;0,00;4
270;2012;0,09;0,67;2014;167,00;0,38;0,35;0,36;0,00;0,51;0,00;0,10;0,05;0,05;10,42;0,16;0,12;6
270;2013;0,07;1,03;2015;167,00;0,43;0,10;0,06;0,00;0,00;0,07;0,10;0,05;0,05;10,42;0,14;0,10;6
270;2014;0,07;1,26;2016;297,00;0,25;0,00;0,03;0,00;0,00;0,02;0,10;0,05;0,05;10,42;0,15;0,12;6
271;2012;0,06;0,71;2014;388,00;0,12;0,00;0,00;0,00;0,00;0,08;0,10;0,00;0,00;10,50;0,86;0,16;3
271;2013;0,06;0,79;2015;413,00;0,12;0,00;0,00;0,00;0,00;0,02;0,10;0,00;0,00;10,54;0,79;0,17;3
271;2014;0,06;0,65;2016;357,00;0,20;0,00;0,08;0,00;0,00;0,02;0,10;0,00;0,00;10,53;0,72;0,17;3
272;2012;-0,08;;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,68;0,00;-0,15;7
272;2013;-0,09;;2015;355,00;0,17;0,00;0,00;0,00;0,00;0,17;0,00;0,00;0,00;9,07;1,05;-0,17;7
272;2014;-0,14;6,84;2016;359,00;0,20;0,00;0,03;0,00;0,00;0,17;0,00;0,00;0,00;9,15;1,05;-0,26;7
273;2012;0,01;0,91;2014;221,00;0,32;0,29;0,46;0,00;0,00;0,52;0,00;0,05;0,05;10,48;0,86;0,18;6
273;2013;0,01;1,13;2015;65,00;0,59;0,05;0,05;0,00;0,11;0,18;0,10;0,05;0,05;10,51;0,79;0,18;6
273;2014;0,01;1,26;2016;104,00;0,52;0,01;0,05;0,00;0,08;0,18;0,10;0,05;0,05;10,52;0,72;0,19;6
274;2012;0,03;0,18;2014;198,00;0,35;0,21;0,37;0,28;0,00;0,84;0,00;0,00;0,05;10,99;0,44;0,03;4
274;2013;0,03;0,13;2015;316,00;0,23;0,05;0,03;0,00;0,00;0,10;0,00;0,00;0,05;11,01;0,57;0,03;4
274;2014;0,05;;2016;384,00;0,18;0,00;0,03;0,00;0,00;0,10;0,00;0,00;0,05;11,04;0,56;0,03;4
275;2012;0,09;0,95;2014;355,00;0,15;0,00;0,00;0,00;0,00;0,73;0,00;0,00;0,00;10,15;0,44;0,12;8
275;2013;0,08;1,11;2015;466,00;0,08;0,00;0,00;0,00;0,00;0,08;0,00;0,00;0,00;10,18;0,57;0,11;8
275;2014;0,08;1,00;2016;452,00;0,13;0,00;0,05;0,00;0,00;0,08;0,00;0,00;0,00;10,19;0,33;0,13;8
276;2012;0,06;0,66;2014;27,00;0,62;0,81;0,74;0,94;0,48;0,65;0,00;0,00;0,05;9,78;0,85;0,07;7
276;2013;0,08;1,00;2015;20,00;0,71;0,12;0,11;0,11;0,09;0,13;0,10;0,00;0,05;9,76;0,80;0,08;7
276;2014;0,06;1,10;2016;4,00;0,79;0,12;0,11;0,10;0,12;0,13;0,10;0,05;0,05;9,84;1,13;0,07;7
277;2012;0,07;1,19;2014;270,00;0,26;0,20;0,13;0,00;0,28;0,59;0,00;0,05;0,00;9,79;0,57;0,12;1
277;2013;0,09;1,65;2015;79,00;0,57;0,05;0,03;0,13;0,10;0,15;0,00;0,05;0,05;9,78;0,94;0,20;1
277;2014;0,18;1,82;2016;89,00;0,54;0,08;0,04;0,10;0,08;0,15;0,00;0,05;0,05;9,82;0,95;0,29;1
278;2012;0,03;1,64;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,74;1,60;0,24;4
278;2013;0,03;1,27;2015;402,00;0,13;0,00;0,00;0,00;0,00;0,13;0,00;0,00;0,00;10,00;0,87;0,26;4
278;2014;0,03;1,47;2016;330,00;0,22;0,00;0,09;0,00;0,00;0,13;0,00;0,00;0,00;10,04;0,95;0,24;4
279;2012;0,02;0,90;2014;253,00;0,28;0,00;0,52;0,00;0,00;1,00;0,00;0,00;0,00;10,20;3,67;0,03;3
279;2013;0,02;1,09;2015;285,00;0,28;0,00;0,12;0,00;0,00;0,06;0,10;0,00;0,00;10,25;3,85;0,02;3
279;2014;0,02;1,22;2016;284,00;0,26;0,00;0,11;0,00;0,00;0,05;0,10;0,00;0,00;10,18;12,15;0,03;3
280;2012;0,05;0,80;2014;219,00;0,32;0,55;0,44;0,00;0,00;0,84;0,00;0,00;0,00;10,35;1,29;0,07;1
280;2013;0,05;1,08;2015;159,00;0,44;0,12;0,07;0,00;0,00;0,10;0,10;0,05;0,00;10,34;1,13;0,07;1
280;2014;0,05;1,15;2016;234,00;0,32;0,00;0,07;0,00;0,00;0,10;0,10;0,05;0,00;10,33;1,60;0,07;1
281;2012;0,14;1,79;2014;126,00;0,44;0,51;0,55;0,00;0,00;0,68;0,10;0,05;0,00;10,90;0,43;0,28;7
281;2013;0,13;1,77;2015;193,00;0,40;0,00;0,07;0,00;0,00;0,18;0,10;0,05;0,00;10,93;0,52;0,29;7
281;2014;0,12;1,82;2016;10,00;0,76;0,08;0,06;0,10;0,14;0,18;0,10;0,05;0,05;10,99;0,68;0,28;7
282;2012;0,10;1,87;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,76;0,52;0,09;1
282;2013;0,11;2,41;2015;428,00;0,10;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00;9,78;0,71;0,10;1
282;2014;0,12;3,17;2016;423,00;0,16;0,00;0,06;0,00;0,00;0,10;0,00;0,00;0,00;9,82;0,69;0,11;1
283;2012;0,07;1,00;2014;120,00;0,45;0,10;0,15;0,74;0,48;0,17;0,10;0,05;0,05;10,81;0,18;0,19;3
283;2013;0,09;1,10;2015;242,00;0,35;0,02;0,03;0,01;0,07;0,02;0,10;0,05;0,05;10,84;0,16;0,24;3
283;2014;0,01;1,13;2016;296,00;0,25;0,00;0,03;0,00;0,00;0,03;0,10;0,05;0,05;10,75;0,20;0,03;3
284;2012;0,05;1,12;2014;391,00;0,11;0,00;0,00;0,00;0,00;0,55;0,00;0,00;0,00;10,28;0,95;0,02;3
284;2013;0,05;1,27;2015;479,00;0,05;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00;10,31;0,88;0,02;3
284;2014;0,04;1,29;2016;489,00;0,05;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00;10,35;1,08;0,02;3
285;2012;0,09;;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,76;0,00;0,25;7
285;2013;0,09;;2015;364,00;0,16;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00;9,78;0,00;0,25;7
285;2014;0,10;;2016;329,00;0,22;0,00;0,06;0,00;0,00;0,16;0,00;0,00;0,00;9,80;0,00;0,25;7
286;2012;0,06;0,72;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,27;0,05;0,07;6
286;2013;0,06;0,88;2015;267,00;0,30;0,00;0,08;0,00;0,00;0,07;0,10;0,00;0,05;10,32;0,02;0,07;6
286;2014;0,07;1,02;2016;253,00;0,30;0,00;0,08;0,00;0,00;0,07;0,10;0,00;0,05;10,31;0,83;0,07;6
287;2012;0,02;0,59;2014;111,00;0,46;0,68;0,44;0,04;0,26;0,26;0,10;0,05;0,05;10,72;0,96;0,05;11
287;2013;0,02;0,59;2015;42,00;0,64;0,08;0,11;0,03;0,10;0,12;0,10;0,05;0,05;10,75;0,89;0,05;11
287;2014;0,03;0,66;2016;15,00;0,73;0,14;0,11;0,06;0,10;0,12;0,10;0,05;0,05;10,78;0,96;0,08;11
288;2012;0,24;;2014;311,00;0,18;0,00;0,00;0,00;0,00;0,91;0,00;0,00;0,00;9,82;0,23;0,27;1
288;2013;0,20;;2015;402,00;0,13;0,00;0,00;0,00;0,00;0,13;0,00;0,00;0,00;10,02;0,25;0,28;1
288;2014;0,18;;2016;347,00;0,21;0,00;0,08;0,00;0,00;0,13;0,00;0,00;0,00;10,17;0,45;0,29;1
289;2012;0,04;0,70;2014;188,00;0,35;0,00;0,36;0,00;0,00;0,73;0,10;0,00;0,05;10,50;0,62;0,13;11
289;2013;0,04;0,72;2015;292,00;0,27;0,00;0,00;0,00;0,00;0,12;0,10;0,00;0,05;10,51;0,68;0,12;11
289;2014;0,04;0,81;2016;244,00;0,31;0,00;0,04;0,00;0,00;0,12;0,10;0,00;0,05;10,55;0,68;0,14;11
290;2012;0,08;1,71;2014;163,00;0,39;0,29;0,32;0,36;0,13;0,12;0,10;0,05;0,05;10,87;1,48;0,09;2
290;2013;0,09;1,90;2015;137,00;0,49;0,02;0,04;0,08;0,08;0,07;0,10;0,05;0,05;10,89;1,00;0,10;2
290;2014;0,08;2,30;2016;114,00;0,50;0,03;0,03;0,08;0,07;0,08;0,10;0,05;0,05;10,85;1,92;0,10;2
291;2012;0,08;0,96;2014;144,00;0,41;0,40;0,34;0,28;0,25;0,10;0,10;0,05;0,05;11,27;0,38;0,25;5
291;2013;0,12;1,13;2015;118,00;0,52;0,04;0,06;0,03;0,04;0,14;0,10;0,05;0,05;11,24;0,40;0,43;5
291;2014;0,05;1,16;2016;57,00;0,62;0,09;0,06;0,09;0,04;0,14;0,10;0,05;0,05;11,23;0,44;0,18;5
292;2012;0,01;0,04;2014;149,00;0,40;0,08;0,18;0,00;0,00;0,82;0,10;0,05;0,05;11,21;0,27;0,08;4
292;2013;0,00;0,07;2015;148,00;0,46;0,02;0,03;0,01;0,04;0,16;0,10;0,05;0,05;11,32;0,27;0,09;4
292;2014;0,01;0,07;2016;132,00;0,46;0,02;0,03;0,02;0,03;0,16;0,10;0,05;0,05;11,34;0,25;0,11;4
293;2012;0,10;1,51;2014;246,00;0,29;0,11;0,24;0,09;0,45;0,04;0,10;0,05;0,00;11,15;0,36;0,16;2
293;2013;0,08;1,73;2015;110,00;0,53;0,04;0,07;0,04;0,11;0,12;0,10;0,05;0,00;11,16;0,32;0,13;2
293;2014;0,07;1,95;2016;165,00;0,41;0,04;0,05;0,05;0,00;0,12;0,10;0,05;0,00;11,13;0,29;0,12;2
294;2012;0,05;0,44;2014;295,00;0,22;0,32;0,00;0,00;0,00;0,85;0,00;0,00;0,00;10,36;0,34;0,06;4
294;2013;0,05;0,60;2015;379,00;0,16;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00;10,39;0,30;0,07;4
294;2014;0,04;0,56;2016;380,00;0,19;0,00;0,03;0,00;0,00;0,16;0,00;0,00;0,00;10,41;0,31;0,06;4
295;2012;0,08;1,10;2014;193,00;0,35;0,55;0,27;0,00;0,00;0,88;0,00;0,05;0,00;10,06;0,24;0,08;6
295;2013;0,08;1,42;2015;264,00;0,31;0,08;0,06;0,00;0,00;0,12;0,00;0,05;0,00;10,11;0,47;0,08;6
295;2014;0,07;1,41;2016;341,00;0,21;0,00;0,06;0,00;0,00;0,11;0,00;0,05;0,00;10,10;0,57;0,07;6
296;2012;0,00;1,08;2014;15,00;0,69;0,94;0,97;0,00;0,00;1,00;0,10;0,05;0,05;10,17;0,94;-0,04;4
296;2013;0,01;1,12;2015;19,00;0,71;0,13;0,14;0,04;0,07;0,14;0,10;0,05;0,05;10,17;0,66;0,18;4
296;2014;0,02;1,23;2016;36,00;0,66;0,12;0,12;0,03;0,05;0,14;0,10;0,05;0,05;10,17;0,68;0,35;4
297;2012;0,24;4,15;2014;29,00;0,62;0,76;0,81;0,93;0,64;0,00;0,10;0,00;0,05;10,58;6,57;0,11;2
297;2013;0,23;4,26;2015;85,00;0,56;0,11;0,09;0,13;0,08;0,00;0,10;0,00;0,05;10,58;3,56;0,11;2
297;2014;0,21;4,34;2016;73,00;0,59;0,10;0,10;0,11;0,09;0,00;0,10;0,05;0,05;10,55;2,23;0,09;2
298;2012;0,01;0,19;2014;284,00;0,24;0,07;0,14;0,08;0,00;0,22;0,10;0,00;0,05;11,48;0,75;0,18;4
298;2013;0,01;0,22;2015;229,00;0,36;0,02;0,03;0,02;0,06;0,09;0,10;0,00;0,05;11,51;0,87;0,25;4
298;2014;0,01;0,20;2016;219,00;0,35;0,01;0,03;0,02;0,04;0,10;0,10;0,00;0,05;11,54;1,08;0,26;4
299;2012;0,06;1,32;2014;210,00;0,33;0,32;0,33;0,19;0,35;0,50;0,00;0,05;0,00;10,20;0,98;0,06;8
299;2013;0,20;1,68;2015;230,00;0,36;0,00;0,11;0,00;0,00;0,10;0,10;0,05;0,00;10,20;0,68;0,21;8
299;2014;0,12;1,91;2016;43,00;0,64;0,11;0,10;0,14;0,05;0,10;0,10;0,05;0,00;10,25;0,75;0,14;8
300;2012;0,03;0,80;2014;379,00;0,12;0,00;0,00;0,00;0,00;0,60;0,00;0,00;0,00;10,64;1,65;0,10;11
300;2013;0,04;0,82;2015;313,00;0,23;0,00;0,00;0,00;0,11;0,12;0,00;0,00;0,00;10,67;1,38;0,15;11
300;2014;0,02;0,84;2016;292,00;0,25;0,00;0,03;0,00;0,11;0,12;0,00;0,00;0,00;10,69;1,87;0,09;11
301;2012;0,00;0,06;2014;74,00;0,51;0,83;0,64;0,67;0,00;0,68;0,00;0,05;0,00;11,85;0,68;0,01;4
301;2013;0,00;0,08;2015;109,00;0,53;0,06;0,06;0,05;0,08;0,14;0,10;0,05;0,00;11,86;0,76;-0,02;4
301;2014;0,00;0,09;2016;60,00;0,61;0,11;0,07;0,06;0,08;0,14;0,10;0,05;0,00;11,88;0,47;0,02;4
302;2012;0,09;0,72;2014;402,00;0,10;0,00;0,00;0,00;0,00;0,25;0,00;0,00;0,05;10,68;0,34;0,02;3
302;2013;0,07;0,91;2015;464,00;0,09;0,00;0,00;0,00;0,00;0,04;0,00;0,00;0,05;10,70;0,28;0,02;3
302;2014;0,10;0,85;2016;393,00;0,18;0,00;0,09;0,00;0,00;0,04;0,00;0,00;0,05;10,69;0,36;0,03;3
303;2012;0,10;2,14;2014;30,00;0,62;0,27;0,21;0,55;0,87;0,68;0,10;0,05;0,05;10,26;1,10;0,15;8
303;2013;0,09;2,27;2015;128,00;0,50;0,04;0,02;0,07;0,11;0,06;0,10;0,05;0,05;10,31;1,21;0,15;8
303;2014;0,08;2,32;2016;101,00;0,53;0,04;0,02;0,08;0,13;0,06;0,10;0,05;0,05;10,30;1,54;0,14;8
304;2012;0,02;1,29;2014;383,00;0,12;0,00;0,00;0,00;0,00;0,59;0,00;0,00;0,00;10,12;0,65;0,07;3
304;2013;-0,06;2,31;2015;494,00;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;10,09;0,40;-0,24;3
304;2014;0,07;1,60;2016;498,00;0,03;0,00;0,02;0,00;0,00;0,01;0,00;0,00;0,00;10,17;0,31;0,18;3
305;2012;0,15;2,10;2014;25,00;0,63;0,65;0,74;0,91;0,86;0,29;0,00;0,05;0,05;10,65;0,01;0,32;7
305;2013;0,15;2,38;2015;26,00;0,68;0,12;0,12;0,15;0,06;0,13;0,00;0,05;0,05;10,67;0,00;0,27;7
305;2014;0,17;2,20;2016;92,00;0,54;0,13;0,00;0,13;0,05;0,13;0,00;0,05;0,05;10,69;0,00;0,30;7
306;2012;0,08;;2014;134,00;0,42;0,40;0,39;0,61;0,39;0,00;0,10;0,00;0,05;10,22;0,96;0,15;2
306;2013;0,11;;2015;288,00;0,28;0,04;0,02;0,05;0,01;0,00;0,10;0,00;0,05;10,19;0,99;0,21;2
306;2014;0,10;;2016;252,00;0,31;0,04;0,03;0,06;0,02;0,00;0,10;0,00;0,05;10,18;1,02;0,17;2
307;2012;0,02;0,89;2014;83,00;0,50;0,18;0,06;0,62;0,72;0,30;0,10;0,05;0,05;10,30;0,74;0,06;1
307;2013;0,04;1,01;2015;107,00;0,54;0,02;0,01;0,10;0,08;0,12;0,10;0,05;0,05;10,30;0,92;0,09;1
307;2014;0,03;1,39;2016;97,00;0,54;0,02;0,01;0,09;0,09;0,12;0,10;0,05;0,05;10,32;0,96;0,08;1
308;2012;0,46;7,64;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,32;0,37;0,54;5
308;2013;0,17;8,90;2015;355,00;0,17;0,00;0,00;0,00;0,00;0,17;0,00;0,00;0,00;9,47;0,26;0,20;5
308;2014;0,10;10,62;2016;299,00;0,25;0,00;0,08;0,00;0,00;0,17;0,00;0,00;0,00;9,59;0,18;0,12;5
309;2012;0,01;0,09;2014;369,00;0,13;0,00;0,00;0,00;0,00;0,65;0,00;0,00;0,00;11,08;0,39;0,18;4
309;2013;0,01;0,11;2015;428,00;0,10;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00;11,07;0,32;0,21;4
309;2014;0,01;0,12;2016;465,00;0,11;0,00;0,01;0,00;0,00;0,10;0,00;0,00;0,00;11,08;0,21;0,22;4
310;2012;0,06;3,44;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,43;0,00;0,11;7
310;2013;0,06;2,96;2015;340,00;0,19;0,00;0,00;0,00;0,00;0,19;0,00;0,00;0,00;9,46;0,03;0,12;7
310;2014;0,06;3,26;2016;311,00;0,24;0,00;0,05;0,00;0,00;0,19;0,00;0,00;0,00;9,55;0,58;0,10;7
311;2012;0,13;2,15;2014;400,00;0,10;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;9,74;0,08;0,10;1
311;2013;0,13;2,27;2015;338,00;0,19;0,00;0,07;0,00;0,00;0,12;0,00;0,00;0,00;9,78;0,14;0,10;1
311;2014;0,12;2,24;2016;424,00;0,16;0,00;0,04;0,00;0,00;0,12;0,00;0,00;0,00;9,80;0,21;0,10;1
312;2012;0,13;1,88;2014;8,00;0,74;0,70;0,48;0,89;0,84;0,50;0,10;0,05;0,05;9,76;0,59;0,11;6
312;2013;0,14;2,55;2015;58,00;0,60;0,00;0,08;0,12;0,09;0,12;0,10;0,05;0,05;9,77;0,43;0,12;6
312;2014;0,14;2,23;2016;7,00;0,76;0,12;0,10;0,12;0,11;0,12;0,10;0,05;0,05;9,79;0,58;0,14;6
313;2012;0,08;1,75;2014;358,00;0,14;0,00;0,00;0,00;0,00;0,72;0,00;0,00;0,00;9,85;0,46;0,18;6
313;2013;0,07;1,82;2015;400,00;0,13;0,00;0,00;0,00;0,00;0,13;0,00;0,00;0,00;9,91;0,62;0,19;6
313;2014;0,08;2,02;2016;360,00;0,20;0,00;0,07;0,00;0,00;0,13;0,00;0,00;0,00;9,92;0,41;0,16;6
314;2012;0,21;3,60;2014;378,00;0,12;0,00;0,00;0,00;0,00;0,60;0,00;0,00;0,00;9,56;0,09;0,08;1
314;2013;0,22;4,14;2015;422,00;0,11;0,00;0,00;0,00;0,00;0,11;0,00;0,00;0,00;9,60;0,08;0,08;1
314;2014;0,21;3,60;2016;455,00;0,12;0,00;0,01;0,00;0,00;0,11;0,00;0,00;0,00;9,67;0,18;0,08;1
315;2012;0,03;0,92;2014;432,00;0,02;0,00;0,00;0,00;0,00;0,09;0,00;0,00;0,00;10,29;0,92;0,07;6
315;2013;0,03;0,97;2015;276,00;0,29;0,00;0,01;0,00;0,00;0,13;0,10;0,00;0,05;10,30;0,89;0,06;6
315;2014;0,03;1,08;2016;258,00;0,29;0,00;0,01;0,00;0,00;0,13;0,10;0,00;0,05;10,30;0,91;0,05;6
316;2012;0,07;0,76;2014;95,00;0,49;0,51;0,58;0,65;0,83;0,00;0,00;0,05;0,05;10,43;0,59;0,08;6
316;2013;0,08;0,95;2015;73,00;0,58;0,09;0,09;0,08;0,07;0,05;0,10;0,05;0,05;10,41;0,43;0,08;6
316;2014;0,08;1,23;2016;37,00;0,65;0,08;0,09;0,09;0,14;0,05;0,10;0,05;0,05;10,45;0,56;0,10;6
317;2012;-0,09;0,69;2014;32,00;0,62;0,40;0,35;0,63;0,49;0,68;0,10;0,05;0,05;10,71;3,38;-0,09;10
317;2013;-0,03;;2015;28,00;0,67;0,09;0,11;0,07;0,05;0,16;0,10;0,05;0,05;10,93;1,25;-0,12;10
317;2014;-0,04;;2016;130,00;0,47;0,00;0,11;0,00;0,00;0,16;0,10;0,05;0,05;10,92;1,47;-0,11;10
318;2012;-0,03;2,17;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,82;7,48;-0,19;10
318;2013;-0,01;2,56;2015;364,00;0,16;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00;9,83;15,12;-0,04;10
318;2014;0,00;2,82;2016;421,00;0,16;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00;9,89;4,95;-0,02;10
319;2012;0,17;4,46;2014;283,00;0,24;0,51;0,52;0,00;0,00;0,16;0,00;0,00;0,05;9,93;0,11;0,10;1
319;2013;0,01;5,90;2015;140,00;0,49;0,10;0,08;0,00;0,00;0,10;0,10;0,05;0,05;10,01;0,42;0,01;1
319;2014;0,23;5,07;2016;66,00;0,60;0,08;0,09;0,10;0,02;0,10;0,10;0,05;0,05;10,09;0,35;0,15;1
320;2012;0,01;0,28;2014;328,00;0,17;0,24;0,15;0,00;0,00;0,56;0,00;0,00;0,00;11,13;0,19;0,18;4
320;2013;0,01;0,36;2015;348,00;0,19;0,06;0,02;0,01;0,00;0,10;0,00;0,00;0,00;11,16;0,20;0,19;4
320;2014;0,01;0,34;2016;335,00;0,21;0,03;0,06;0,03;0,00;0,10;0,00;0,00;0,00;11,19;0,17;0,21;4
321;2012;0,03;;2014;87,00;0,49;0,64;0,06;0,12;0,50;0,44;0,10;0,05;0,05;10,49;1,19;0,19;3
321;2013;0,03;;2015;102,00;0,54;0,12;0,03;0,02;0,10;0,06;0,10;0,05;0,05;10,53;1,53;0,19;3
321;2014;0,03;;2016;183,00;0,39;0,00;0,03;0,03;0,08;0,05;0,10;0,05;0,05;10,53;1,56;0,18;3
322;2012;0,11;2,62;2014;56,00;0,54;0,68;0,78;0,75;0,00;0,29;0,10;0,05;0,00;9,79;0,97;0,07;8
322;2013;0,12;2,96;2015;134,00;0,50;0,11;0,12;0,00;0,00;0,12;0,10;0,05;0,00;9,80;0,65;0,07;8
322;2014;0,14;4,59;2016;195,00;0,37;0,00;0,11;0,00;0,00;0,11;0,10;0,05;0,00;9,76;1,13;0,08;8
323;2012;0,42;1,98;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,96;0,60;1,02;1
323;2013;0,04;2,90;2015;364,00;0,16;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00;9,95;1,13;0,10;1
323;2014;0,06;2,99;2016;332,00;0,22;0,00;0,06;0,00;0,00;0,16;0,00;0,00;0,00;9,92;3,43;0,12;1
324;2012;0,05;1,12;2014;137,00;0,42;0,44;0,38;0,51;0,00;0,35;0,10;0,00;0,05;9,96;0,39;0,08;2
324;2013;0,06;1,38;2015;265,00;0,31;0,00;0,06;0,00;0,00;0,10;0,10;0,00;0,05;9,97;0,36;0,10;2
324;2014;0,06;1,26;2016;237,00;0,32;0,00;0,07;0,00;0,00;0,10;0,10;0,00;0,05;9,97;0,37;0,10;2
325;2012;0,09;1,46;2014;100,00;0,48;0,62;0,76;0,88;0,21;0,55;0,00;0,00;0,00;10,79;0,27;0,13;3
325;2013;0,10;1,72;2015;119,00;0,52;0,04;0,07;0,12;0,12;0,02;0,10;0,00;0,05;10,83;0,26;0,15;3
325;2014;0,08;1,63;2016;124,00;0,48;0,06;0,06;0,12;0,08;0,02;0,10;0,00;0,05;10,83;0,28;0,11;3
326;2012;0,01;0,93;2014;173,00;0,37;0,17;0,38;0,67;0,60;0,48;0,00;0,00;0,00;10,16;1,07;0,11;4
326;2013;0,01;1,03;2015;382,00;0,16;0,00;0,02;0,00;0,00;0,14;0,00;0,00;0,00;10,17;1,11;0,07;4
326;2014;0,03;1,11;2016;88,00;0,54;0,07;0,06;0,09;0,14;0,14;0,00;0,00;0,05;10,23;1,26;0,33;4
327;2012;0,04;;2014;168,00;0,38;0,59;0,45;0,00;0,00;0,87;0,00;0,00;0,05;10,01;0,11;0,08;7
327;2013;0,11;;2015;250,00;0,33;0,00;0,05;0,00;0,00;0,13;0,10;0,00;0,05;10,02;0,28;0,17;7
327;2014;0,10;;2016;223,00;0,34;0,00;0,06;0,00;0,00;0,13;0,10;0,00;0,05;10,01;0,18;0,15;7
328;2012;0,04;0,92;2014;347,00;0,15;0,00;0,09;0,11;0,00;0,11;0,10;0,00;0,00;10,80;1,05;0,14;11
328;2013;0,03;0,89;2015;280,00;0,28;0,00;0,02;0,04;0,00;0,12;0,10;0,00;0,00;10,81;1,12;0,10;11
