Companies;YearFinancialIndicator;ROA;TobinsQ;YearNewsWeekGR;RankNewsWeekGR;GreenScore;EnergyProductivity;CarbonProductivity;WaterProductivity;WasteProductivity;Green Revenue; SustainabilityPayLink ; SustainableThemedCommitment ; AuditScore ;FirmSize;Leverage;NetMargin;Industry
130;2014;0,06;1,84;2016;6,00;0,78;0,13;0,14;0,14;0,08;0,10;0,10;0,05;0,05;10,29;0,66;0,08;8
131;2012;0,07;1,79;2014;354,00;0,15;0,00;0,00;0,00;0,00;0,74;0,00;0,00;0,00;9,65;0,75;0,13;6
131;2013;0,08;2,11;2015;428,00;0,10;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00;9,66;0,50;0,15;6
131;2014;0,08;2,37;2016;437,00;0,15;0,00;0,03;0,00;0,00;0,11;0,00;0,00;0,00;9,67;0,52;0,15;6
132;2012;0,00;0,56;2014;414,00;0,08;0,00;0,00;0,00;0,00;0,38;0,00;0,00;0,00;10,65;0,98;-0,02;11
132;2013;0,02;0,61;2015;414,00;0,12;0,00;0,00;0,00;0,00;0,12;0,00;0,00;0,00;10,67;0,99;0,07;11
132;2014;0,03;0,67;2016;309,00;0,24;0,00;0,12;0,00;0,00;0,12;0,00;0,00;0,00;10,70;0,93;0,12;11
133;2012;0,08;;2014;19,00;0,66;0,45;0,57;0,82;0,15;0,84;0,10;0,05;0,05;10,58;0,00;0,13;7
133;2013;0,07;;2015;84,00;0,56;0,06;0,07;0,10;0,00;0,13;0,10;0,05;0,05;10,66;0,25;0,12;7
133;2014;0,06;;2016;25,00;0,69;0,06;0,07;0,09;0,13;0,14;0,10;0,05;0,05;10,66;0,25;0,11;7
134;2012;0,05;1,19;2014;250,00;0,29;0,00;0,19;0,00;0,00;0,53;0,10;0,05;0,00;10,07;1,62;0,05;8
134;2013;0,10;1,28;2015;268,00;0,30;0,04;0,03;0,00;0,00;0,09;0,10;0,05;0,00;10,07;1,12;0,12;8
134;2014;0,06;1,08;2016;257,00;0,29;0,03;0,03;0,00;0,00;0,09;0,10;0,05;0,00;10,21;2,07;0,08;8
135;2012;0,09;1,64;2014;416,00;0,07;0,00;0,00;0,00;0,00;0,34;0,00;0,00;0,00;10,38;0,34;0,08;6
135;2013;0,08;2,09;2015;319,00;0,22;0,00;0,04;0,00;0,00;0,13;0,00;0,05;0,00;10,38;0,36;0,08;6
135;2014;0,09;1,86;2016;259,00;0,29;0,00;0,05;0,07;0,00;0,13;0,00;0,05;0,00;10,38;0,35;0,09;6
136;2012;0,02;1,39;2014;390,00;0,11;0,00;0,00;0,00;0,00;0,56;0,00;0,00;0,00;10,44;0,45;0,05;3
136;2013;0,07;1,65;2015;477,00;0,05;0,00;0,04;0,00;0,00;0,01;0,00;0,00;0,00;10,49;0,38;0,15;3
136;2014;0,09;1,56;2016;484,00;0,06;0,00;0,05;0,00;0,00;0,01;0,00;0,00;0,00;10,54;0,33;0,16;3
137;2012;0,07;1,72;2014;374,00;0,13;0,00;0,00;0,00;0,00;0,63;0,00;0,00;0,00;10,56;1,11;0,06;3
137;2013;0,07;1,98;2015;478,00;0,05;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00;10,60;1,07;0,05;3
137;2014;0,06;1,94;2016;487,00;0,05;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00;10,67;1,06;0,06;3
138;2012;0,02;2,02;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,79;1,28;0,08;7
138;2013;0,01;1,55;2015;383,00;0,15;0,00;0,00;0,00;0,00;0,15;0,00;0,00;0,00;9,87;1,70;0,04;7
138;2014;-0,03;1,97;2016;300,00;0,25;0,00;0,10;0,00;0,00;0,15;0,00;0,00;0,00;9,89;2,06;-0,11;7
139;2012;0,05;1,54;2014;403,00;0,10;0,00;0,00;0,00;0,00;0,48;0,00;0,00;0,00;10,24;1,18;0,39;4
139;2013;0,08;1,08;2015;394,00;0,14;0,00;0,00;0,00;0,00;0,14;0,00;0,00;0,00;10,36;1,03;0,76;4
139;2014;0,03;1,62;2016;419,00;0,16;0,00;0,02;0,00;0,00;0,14;0,00;0,00;0,00;10,36;1,05;0,24;4
140;2012;0,02;1,25;2014;274,00;0,25;0,03;0,00;0,30;0,00;0,75;0,00;0,05;0,00;9,95;0,69;0,11;3
140;2013;0,05;1,59;2015;410,00;0,12;0,00;0,02;0,03;0,00;0,02;0,00;0,05;0,00;9,99;0,62;0,21;3
140;2014;0,05;1,10;2016;471,00;0,10;0,00;0,03;0,00;0,00;0,02;0,00;0,05;0,00;10,08;0,62;0,16;3
141;2012;0,03;1,06;2014;413,00;0,08;0,00;0,00;0,00;0,00;0,38;0,00;0,00;0,00;10,76;0,64;0,01;5
141;2013;0,03;1,33;2015;309,00;0,24;0,00;0,00;0,00;0,00;0,14;0,10;0,00;0,00;10,73;0,57;0,02;5
141;2014;0,04;1,47;2016;304,00;0,24;0,00;0,00;0,00;0,00;0,14;0,10;0,00;0,00;10,73;0,55;0,02;5
142;2012;0,04;0,62;2014;360,00;0,14;0,00;0,00;0,00;0,00;0,71;0,00;0,00;0,00;10,64;1,68;0,07;3
142;2013;0,00;0,85;2015;479,00;0,05;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00;10,64;1,43;0,00;3
142;2014;0,01;0,80;2016;488,00;0,05;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00;10,80;1,52;0,01;3
143;2012;0,02;0,55;2014;204,00;0,34;0,55;0,21;0,03;0,00;0,60;0,00;0,05;0,05;10,64;1,30;0,08;11
143;2013;0,02;0,54;2015;223,00;0,36;0,00;0,04;0,00;0,00;0,12;0,10;0,05;0,05;10,64;1,26;0,06;11
143;2014;0,02;0,59;2016;177,00;0,39;0,00;0,07;0,00;0,00;0,12;0,10;0,05;0,05;10,67;1,25;0,08;11
144;2012;0,02;0,53;2014;61,00;0,53;0,12;0,41;0,05;0,72;0,67;0,10;0,05;0,05;10,90;0,90;0,05;11
144;2013;0,02;0,49;2015;61,00;0,60;0,06;0,07;0,02;0,13;0,12;0,10;0,05;0,05;10,90;0,80;0,07;11
144;2014;0,02;0,56;2016;38,00;0,65;0,10;0,11;0,05;0,09;0,12;0,10;0,05;0,05;10,94;0,97;0,06;11
145;2012;0,04;1,39;2014;109,00;0,46;0,97;0,79;0,00;0,00;1,00;0,00;0,00;0,00;9,85;0,55;0,07;1
145;2013;0,03;1,47;2015;294,00;0,27;0,00;0,14;0,00;0,00;0,13;0,00;0,00;0,00;9,89;0,58;0,05;1
145;2014;0,04;1,54;2016;395,00;0,18;0,00;0,05;0,00;0,00;0,13;0,00;0,00;0,00;9,96;0,98;0,07;1
146;2012;0,04;1,74;2014;403,00;0,10;0,00;0,00;0,00;0,00;0,48;0,00;0,00;0,00;9,51;1,06;0,29;4
146;2013;0,05;1,68;2015;383,00;0,15;0,00;0,00;0,00;0,00;0,15;0,00;0,00;0,00;9,60;1,11;0,33;4
146;2014;0,04;2,08;2016;381,00;0,19;0,00;0,04;0,00;0,00;0,15;0,00;0,00;0,00;9,64;1,36;0,27;4
147;2012;0,03;0,35;2014;79,00;0,50;0,57;0,35;0,70;0,65;0,06;0,10;0,05;0,00;11,28;6,59;0,04;1
147;2013;0,04;0,40;2015;113,00;0,53;0,06;0,05;0,08;0,07;0,07;0,10;0,05;0,05;11,31;4,35;0,05;1
147;2014;0,02;0,42;2016;94,00;0,54;0,04;0,04;0,08;0,10;0,07;0,10;0,05;0,05;11,32;4,80;0,02;1
148;2012;0,23;7,02;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,26;0,00;0,13;6
148;2013;0,22;6,23;2015;428,00;0,10;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00;9,32;0,00;0,13;6
148;2014;0,22;5,45;2016;468,00;0,11;0,00;0,01;0,00;0,00;0,10;0,00;0,00;0,00;9,37;0,00;0,13;6
149;2012;0,00;3,60;2014;424,00;0,05;0,03;0,13;0,00;0,00;0,15;0,00;0,00;0,00;10,18;0,17;0,01;7
149;2013;0,09;7,61;2015;293,00;0,27;0,05;0,04;0,00;0,00;0,18;0,00;0,00;0,00;10,25;0,02;0,19;7
149;2014;0,11;;2016;308,00;0,24;0,00;0,06;0,00;0,00;0,18;0,00;0,00;0,00;10,60;0,00;0,23;7
150;2012;0,07;0,83;2014;237,00;0,30;0,25;0,39;0,00;0,51;0,38;0,00;0,00;0,05;10,50;0,14;0,05;6
150;2013;0,05;0,91;2015;154,00;0,45;0,01;0,03;0,00;0,08;0,13;0,10;0,05;0,05;10,53;0,16;0,04;6
150;2014;0,07;1,55;2016;198,00;0,37;0,01;0,02;0,00;0,06;0,13;0,10;0,00;0,05;10,52;0,30;0,05;6
151;2012;0,02;0,42;2014;389,00;0,11;0,00;0,00;0,00;0,00;0,31;0,00;0,00;0,05;10,70;1,16;0,05;11
151;2013;0,01;0,35;2015;362,00;0,17;0,00;0,00;0,00;0,00;0,12;0,00;0,00;0,05;10,70;1,25;0,03;11
151;2014;0,01;0,36;2016;364,00;0,20;0,00;0,03;0,00;0,00;0,12;0,00;0,00;0,05;10,72;1,54;0,02;11
152;2012;0,05;1,02;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,13;0,77;0,11;7
152;2013;0,04;1,38;2015;364,00;0,16;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00;10,14;1,23;0,10;7
152;2014;0,03;1,51;2016;355,00;0,20;0,00;0,04;0,00;0,00;0,16;0,00;0,00;0,00;10,16;0,64;0,08;7
153;2012;0,07;1,55;2014;418,00;0,06;0,00;0,00;0,00;0,00;0,32;0,00;0,00;0,00;9,93;0,94;0,14;7
153;2013;0,07;1,96;2015;364,00;0,16;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00;9,98;1,05;0,13;7
153;2014;0,08;2,23;2016;322,00;0,23;0,00;0,07;0,00;0,00;0,16;0,00;0,00;0,00;9,97;1,13;0,15;7
154;2012;0,01;0,20;2014;300,00;0,21;0,08;0,15;0,00;0,00;0,61;0,00;0,00;0,05;11,09;0,00;0,23;4
154;2013;0,01;0,18;2015;283,00;0,28;0,00;0,03;0,00;0,00;0,10;0,10;0,00;0,05;11,12;0,00;0,27;4
154;2014;0,01;0,17;2016;266,00;0,29;0,00;0,04;0,00;0,00;0,10;0,10;0,00;0,05;11,14;0,00;0,23;4
155;2012;0,09;1,76;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,43;0,53;0,31;7
155;2013;0,09;2,72;2015;364,00;0,16;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00;9,59;0,38;0,32;7
155;2014;0,06;1,94;2016;313,00;0,24;0,00;0,08;0,00;0,00;0,16;0,00;0,00;0,00;9,93;0,79;0,31;7
156;2012;0,01;1,03;2014;338,00;0,16;0,00;0,00;0,00;0,00;0,82;0,00;0,00;0,00;12,51;444,04;0,07;4
156;2013;0,03;1,03;2015;428,00;0,10;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00;12,51;339,01;-0,05;4
156;2014;0,00;1,03;2016;478,00;0,10;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00;12,51;875,59;-0,05;4
157;2012;0,03;0,97;2014;229,00;0,31;0,14;0,17;0,00;0,00;0,30;0,10;0,05;0,05;10,80;1,44;0,13;1
157;2013;0,03;1,65;2015;142,00;0,47;0,00;0,11;0,00;0,00;0,16;0,10;0,05;0,05;10,73;1,33;0,13;1
157;2014;0,03;1,61;2016;128,00;0,47;0,00;0,11;0,00;0,00;0,16;0,10;0,05;0,05;10,72;1,22;0,14;1
158;2012;-0,01;0,70;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,54;0,34;0,34;6
158;2013;0,07;0,90;2015;490,00;0,05;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00;10,55;0,27;0,08;6
158;2014;0,07;0,13;2016;479,00;0,09;0,00;0,04;0,00;0,00;0,05;0,00;0,00;0,00;10,55;0,33;0,08;6
159;2012;0,02;0,34;2014;180,00;0,36;0,36;0,45;0,21;0,37;0,03;0,10;0,05;0,00;11,84;1,92;0,09;6
159;2013;0,02;0,41;2015;62,00;0,59;0,08;0,07;0,07;0,07;0,11;0,10;0,05;0,05;11,82;1,70;0,09;6
159;2014;0,02;0,60;2016;74,00;0,59;0,09;0,08;0,06;0,06;0,11;0,10;0,05;0,05;11,81;1,56;0,10;6
160;2012;-0,02;1,28;2014;238,00;0,30;0,65;0,00;0,00;0,00;1,00;0,00;0,00;0,00;10,44;2,12;-0,19;4
160;2013;0,01;1,34;2015;324,00;0,21;0,02;0,03;0,00;0,03;0,13;0,00;0,00;0,00;10,41;2,02;0,11;4
160;2014;0,03;1,64;2016;334,00;0,22;0,02;0,02;0,02;0,02;0,13;0,00;0,00;0,00;10,40;2,20;0,26;4
161;2012;0,13;2,87;2014;182,00;0,36;0,88;0,83;0,00;0,00;0,53;0,00;0,00;0,00;10,33;0,76;0,27;5
161;2013;0,14;5,25;2015;355,00;0,17;0,00;0,00;0,00;0,00;0,17;0,00;0,00;0,00;10,35;0,35;0,27;5
161;2014;0,39;4,08;2016;255,00;0,30;0,00;0,13;0,00;0,00;0,17;0,00;0,00;0,00;10,54;0,77;0,49;5
162;2012;0,08;1,45;2014;37,00;0,60;0,55;0,51;0,68;0,64;0,21;0,10;0,05;0,05;10,36;0,80;0,11;2
162;2013;0,08;1,67;2015;48,00;0,63;0,08;0,09;0,08;0,08;0,10;0,10;0,05;0,05;10,36;1,02;0,10;2
162;2014;0,06;1,67;2016;29,00;0,67;0,10;0,09;0,09;0,09;0,10;0,10;0,05;0,05;10,38;1,36;0,09;2
163;2012;0,06;0,48;2014;176,00;0,37;0,12;0,00;0,00;0,00;1,00;0,10;0,05;0,00;10,47;0,16;0,22;7
163;2013;0,07;0,74;2015;237,00;0,35;0,00;0,02;0,00;0,00;0,13;0,10;0,05;0,05;10,45;0,15;0,25;7
163;2014;0,08;0,89;2016;215,00;0,35;0,00;0,02;0,00;0,00;0,13;0,10;0,05;0,05;10,48;0,17;0,24;7
164;2012;0,04;0,30;2014;239,00;0,30;0,35;0,35;0,22;0,40;0,00;0,00;0,05;0,05;11,17;0,41;0,03;1
164;2013;0,03;0,40;2015;189,00;0,40;0,03;0,02;0,05;0,03;0,07;0,10;0,05;0,05;11,22;0,18;0,02;1
164;2014;0,02;0,34;2016;229,00;0,33;0,01;0,02;0,02;0,02;0,07;0,10;0,05;0,05;11,25;0,90;0,02;1
165;2012;0,10;1,14;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,83;0,25;0,05;1
165;2013;0,09;1,47;2015;465,00;0,09;0,00;0,00;0,00;0,00;0,09;0,00;0,00;0,00;9,89;0,15;0,05;1
165;2014;0,09;1,80;2016;458,00;0,12;0,00;0,03;0,00;0,00;0,09;0,00;0,00;0,00;9,92;0,15;0,05;1
166;2012;0,13;2,02;2014;272,00;0,26;0,36;0,45;0,53;0,00;0,03;0,00;0,05;0,00;9,90;0,39;0,07;1
166;2013;0,17;2,16;2015;257,00;0,32;0,00;0,06;0,00;0,00;0,11;0,10;0,05;0,00;9,89;0,42;0,08;1
166;2014;0,16;2,05;2016;214,00;0,35;0,05;0,03;0,01;0,00;0,11;0,10;0,05;0,00;9,89;0,48;0,08;1
167;2012;0,01;0,34;2014;98,00;0,48;0,50;0,53;0,36;0,41;0,06;0,10;0,05;0,05;11,97;2,41;0,21;4
167;2013;0,01;0,41;2015;31,00;0,66;0,11;0,07;0,08;0,11;0,10;0,10;0,05;0,05;11,96;2,26;0,23;4
167;2014;0,01;0,44;2016;102,00;0,53;0,06;0,06;0,04;0,07;0,10;0,10;0,05;0,05;11,93;2,28;0,23;4
168;2012;0,14;2,53;2014;104,00;0,47;0,55;0,70;0,00;0,00;0,91;0,00;0,05;0,05;9,70;0,15;0,08;6
168;2013;0,16;3,07;2015;219,00;0,37;0,08;0,09;0,00;0,00;0,10;0,00;0,05;0,05;9,72;0,14;0,08;6
168;2014;0,15;3,01;2016;227,00;0,34;0,00;0,09;0,05;0,00;0,10;0,00;0,05;0,05;9,72;0,13;0,08;6
169;2012;0,10;1,05;2014;256,00;0,27;0,00;0,29;0,31;0,00;0,17;0,10;0,05;0,00;10,44;0,31;0,09;3
169;2013;0,08;1,45;2015;325,00;0,21;0,00;0,04;0,00;0,00;0,02;0,10;0,05;0,00;10,47;0,58;0,07;3
169;2014;0,11;1,01;2016;275,00;0,27;0,01;0,01;0,00;0,08;0,02;0,10;0,05;0,00;10,51;0,48;0,11;3
170;2012;0,06;1,40;2014;338,00;0,16;0,00;0,00;0,00;0,00;0,82;0,00;0,00;0,00;10,45;3,00;0,04;5
170;2013;0,06;1,60;2015;340,00;0,19;0,00;0,00;0,00;0,00;0,14;0,00;0,00;0,05;10,46;3,43;0,05;5
170;2014;0,07;1,82;2016;366,00;0,20;0,00;0,01;0,00;0,00;0,14;0,00;0,00;0,05;10,49;3,73;0,05;5
171;2012;0,05;1,35;2014;91,00;0,49;0,32;0,18;0,31;0,44;1,00;0,00;0,05;0,05;10,30;0,82;0,43;4
171;2013;0,05;1,18;2015;51,00;0,62;0,06;0,04;0,09;0,09;0,15;0,10;0,05;0,05;10,30;0,81;0,46;4
171;2014;0,04;1,28;2016;69,00;0,59;0,07;0,03;0,07;0,08;0,15;0,10;0,05;0,05;10,33;0,91;0,41;4
172;2012;0,10;2,34;2014;70,00;0,51;0,31;0,36;0,86;0,18;0,27;0,10;0,05;0,05;10,62;0,61;0,06;1
172;2013;0,13;2,74;2015;125,00;0,51;0,03;0,04;0,12;0,03;0,10;0,10;0,05;0,05;10,64;1,03;0,07;1
172;2014;0,14;3,46;2016;91,00;0,54;0,02;0,04;0,14;0,05;0,10;0,10;0,05;0,05;10,62;1,65;0,07;1
173;2012;0,05;0,58;2014;59,00;0,53;0,44;0,48;0,55;0,34;0,32;0,10;0,05;0,05;10,64;0,35;0,05;3
173;2013;0,12;0,71;2015;63,00;0,59;0,10;0,10;0,12;0,04;0,03;0,10;0,05;0,05;10,63;0,22;0,21;3
173;2014;0,06;0,67;2016;129,00;0,47;0,08;0,06;0,08;0,04;0,01;0,10;0,05;0,05;10,59;0,27;0,16;3
174;2012;0,00;0,02;2014;178,00;0,37;0,12;0,29;0,04;0,00;0,50;0,10;0,05;0,05;11,47;0,32;0,00;4
174;2013;0,00;0,05;2015;141,00;0,48;0,03;0,05;0,02;0,03;0,16;0,10;0,05;0,05;11,44;0,33;0,01;4
174;2014;0,00;0,06;2016;122,00;0,48;0,05;0,05;0,06;0,00;0,12;0,10;0,05;0,05;11,39;0,30;0,04;4
175;2012;0,01;;2014;288,00;0,23;0,07;0,06;0,04;0,03;0,50;0,10;0,00;0,00;10,43;6,77;0,04;1
175;2013;0,02;1,05;2015;300,00;0,26;0,04;0,00;0,00;0,00;0,12;0,10;0,00;0,00;10,42;2,90;0,05;1
175;2014;0,03;1,13;2016;161,00;0,42;0,05;0,06;0,01;0,02;0,12;0,10;0,00;0,05;10,42;2,27;0,06;1
176;2012;0,07;1,40;2014;12,00;0,70;0,84;0,56;0,91;0,68;1,00;0,00;0,05;0,00;9,96;1,71;0,11;1
176;2013;0,08;1,83;2015;117,00;0,52;0,10;0,08;0,12;0,09;0,07;0,00;0,05;0,00;9,97;1,14;0,12;1
176;2014;0,09;1,70;2016;126,00;0,47;0,08;0,07;0,13;0,07;0,07;0,00;0,05;0,00;9,98;1,29;0,14;1
177;2012;0,07;1,22;2014;260,00;0,27;0,12;0,05;0,00;0,00;0,22;0,10;0,05;0,05;10,62;0,49;0,08;6
177;2013;0,09;1,54;2015;220,00;0,37;0,04;0,01;0,00;0,00;0,12;0,10;0,05;0,05;10,66;0,39;0,10;6
177;2014;0,09;1,68;2016;232,00;0,33;0,00;0,01;0,00;0,00;0,12;0,10;0,05;0,05;10,66;0,34;0,11;6
178;2012;0,06;;2014;220,00;0,32;0,21;0,23;0,00;0,00;1,00;0,00;0,00;0,05;9,95;0,41;0,09;1
178;2013;0,07;;2015;256,00;0,32;0,01;0,03;0,00;0,00;0,12;0,10;0,00;0,05;9,94;0,45;0,10;1
178;2014;0,07;;2016;245,00;0,31;0,01;0,03;0,00;0,00;0,12;0,10;0,00;0,05;9,94;1,57;0,11;1
179;2012;0,11;1,42;2014;304,00;0,20;0,16;0,09;0,36;0,24;0,36;0,00;0,00;0,00;9,66;0,09;0,06;2
179;2013;0,11;2,13;2015;243,00;0,34;0,03;0,01;0,03;0,03;0,10;0,10;0,05;0,00;9,69;0,08;0,06;2
179;2014;0,12;2,44;2016;181,00;0,39;0,05;0,02;0,05;0,02;0,10;0,10;0,05;0,00;9,74;0,07;0,06;2
180;2012;0,08;1,19;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,73;0,19;0,04;5
180;2013;0,08;1,59;2015;414,00;0,12;0,00;0,00;0,00;0,00;0,12;0,00;0,00;0,00;9,75;0,16;0,05;5
180;2014;0,08;1,77;2016;400,00;0,18;0,00;0,06;0,00;0,00;0,12;0,00;0,00;0,00;9,79;0,19;0,04;5
181;2012;0,00;1,26;2014;142,00;0,41;0,50;0,27;0,00;0,00;1,00;0,00;0,05;0,05;10,11;0,79;0,01;4
181;2013;0,02;1,46;2015;199,00;0,39;0,00;0,05;0,00;0,00;0,14;0,10;0,05;0,05;10,11;0,66;0,06;4
181;2014;0,06;1,71;2016;71,00;0,59;0,05;0,06;0,04;0,11;0,14;0,10;0,05;0,05;10,09;0,54;0,14;4
182;2012;0,14;3,59;2014;46,00;0,57;0,86;0,61;0,68;0,67;0,27;0,00;0,05;0,05;9,68;1,48;0,10;2
182;2013;0,16;4,20;2015;6,00;0,79;0,14;0,10;0,12;0,12;0,10;0,10;0,05;0,05;9,73;1,12;0,11;2
182;2014;0,15;4,31;2016;3,00;0,81;0,14;0,12;0,13;0,12;0,10;0,10;0,05;0,05;9,75;1,06;0,11;2
183;2012;0,06;0,48;2014;69,00;0,52;0,87;0,66;0,00;0,61;0,72;0,00;0,05;0,00;10,30;0,30;0,03;5
183;2013;0,06;0,70;2015;25,00;0,68;0,07;0,07;0,09;0,11;0,14;0,10;0,05;0,05;10,32;0,28;0,03;5
183;2014;0,05;0,92;2016;18,00;0,72;0,07;0,10;0,12;0,10;0,14;0,10;0,05;0,05;10,37;0,40;0,02;5
184;2012;0,14;1,95;2014;224,00;0,31;0,17;0,25;0,19;0,42;0,04;0,10;0,05;0,05;11,08;1,28;0,16;7
184;2013;0,14;1,74;2015;132,00;0,50;0,02;0,02;0,04;0,06;0,17;0,10;0,05;0,05;11,10;1,44;0,17;7
184;2014;0,10;1,59;2016;115,00;0,50;0,01;0,03;0,06;0,03;0,17;0,10;0,05;0,05;11,07;2,96;0,13;7
185;2012;0,01;0,23;2014;314,00;0,18;0,00;0,00;0,00;0,00;0,90;0,00;0,00;0,00;10,57;0,31;0,14;4
185;2013;0,01;0,46;2015;428,00;0,10;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00;10,81;0,18;0,23;4
185;2014;0,02;0,40;2016;426,00;0,16;0,00;0,06;0,00;0,00;0,10;0,00;0,00;0,00;10,83;0,32;0,27;4
186;2012;0,02;0,13;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,41;1,83;0,02;6
186;2013;0,04;0,25;2015;491,00;0,04;0,00;0,00;0,00;0,00;0,04;0,00;0,00;0,00;10,50;1,53;0,05;6
186;2014;-0,01;0,30;2016;494,00;0,04;0,00;0,00;0,00;0,00;0,04;0,00;0,00;0,00;10,55;2,13;-0,02;6
187;2012;0,06;2,42;2014;435,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,41;0,61;0,13;5
187;2013;0,04;4,53;2015;164,00;0,43;0,00;0,04;0,11;0,06;0,17;0,00;0,05;0,00;9,48;0,55;0,09;5
187;2014;0,11;7,88;2016;87,00;0,55;0,11;0,06;0,11;0,04;0,17;0,00;0,05;0,00;9,52;0,67;0,19;5
188;2012;-0,14;7,19;2014;316,00;0,18;0,00;0,00;0,00;0,00;0,89;0,00;0,00;0,00;8,52;1,89;-0,15;9
188;2013;-0,20;13,45;2015;355,00;0,17;0,00;0,00;0,00;0,00;0,17;0,00;0,00;0,00;8,80;3,43;-0,23;9
188;2014;-0,07;15,85;2016;320,00;0,23;0,00;0,06;0,00;0,00;0,17;0,00;0,00;0,00;8,92;8,27;-0,09;9
189;2012;0,15;1,15;2014;71,00;0,51;0,56;0,59;0,57;0,26;0,06;0,10;0,05;0,05;10,93;0,26;0,21;7
189;2013;0,11;1,34;2015;71,00;0,58;0,08;0,07;0,06;0,03;0,13;0,10;0,05;0,05;10,97;0,23;0,18;7
189;2014;0,13;1,88;2016;48,00;0,63;0,08;0,08;0,07;0,07;0,13;0,10;0,05;0,05;10,96;0,22;0,21;7
190;2012;0,17;3,97;2014;185,00;0,36;0,43;0,60;0,30;0,33;0,55;0,00;0,00;0,00;9,65;0,18;0,20;7
190;2013;0,17;4,92;2015;269,00;0,30;0,00;0,11;0,00;0,00;0,19;0,00;0,00;0,00;9,61;0,22;0,21;7
190;2014;0,16;4,87;2016;123,00;0,48;0,08;0,10;0,03;0,10;0,17;0,00;0,00;0,00;9,70;0,17;0,18;7
191;2012;0,02;0,73;2014;201,00;0,34;0,86;0,36;0,00;0,00;0,29;0,00;0,05;0,05;10,51;1,54;0,03;8
191;2013;0,04;0,83;2015;235,00;0,35;0,00;0,04;0,03;0,00;0,08;0,10;0,05;0,05;10,50;1,09;0,05;8
191;2014;0,02;0,98;2016;137,00;0,46;0,04;0,06;0,08;0,05;0,08;0,10;0,05;0,00;10,46;1,69;0,02;8
192;2012;0,04;0,43;2014;293,00;0,22;0,00;0,00;0,00;0,00;0,85;0,00;0,05;0,00;10,13;0,94;0,06;1
192;2013;0,02;0,68;2015;383,00;0,15;0,00;0,00;0,00;0,00;0,10;0,00;0,05;0,00;10,11;0,51;0,04;1
192;2014;0,04;0,77;2016;365,00;0,20;0,00;0,05;0,00;0,00;0,10;0,00;0,05;0,00;10,11;0,77;0,06;1
193;2012;0,18;;2014;397,00;0,10;0,00;0,00;0,00;0,00;0,51;0,00;0,00;0,00;9,61;0,00;0,30;5
193;2013;0,17;;2015;383,00;0,15;0,00;0,00;0,00;0,00;0,15;0,00;0,00;0,00;9,60;0,00;0,30;5
193;2014;0,11;;2016;327,00;0,22;0,00;0,07;0,00;0,00;0,15;0,00;0,00;0,00;9,60;0,00;0,20;5
194;2012;0,04;0,42;2014;433,00;0,02;0,00;0,00;0,00;0,00;0,08;0,00;0,00;0,00;9,53;0,01;0,06;7
194;2013;0,14;0,84;2015;349,00;0,18;0,00;0,00;0,00;0,00;0,18;0,00;0,00;0,00;9,57;0,01;0,20;7
194;2014;0,05;;2016;286,00;0,26;0,00;0,08;0,00;0,00;0,18;0,00;0,00;0,00;9,56;0,01;0,07;7
195;2012;0,15;1,40;2014;129,00;0,43;0,39;0,30;0,47;0,39;0,51;0,10;0,00;0,00;10,29;0,43;0,16;6
195;2013;0,09;1,76;2015;136,00;0,50;0,06;0,06;0,08;0,05;0,10;0,10;0,05;0,00;10,30;0,29;0,12;6
195;2014;0,15;2,17;2016;207,00;0,36;0,07;0,05;0,08;0,06;0,10;0,00;0,00;0,00;10,25;0,88;0,20;6
196;2012;0,04;0,95;2014;40,00;0,59;0,69;0,49;0,69;0,39;0,76;0,00;0,05;0,05;10,24;0,61;0,16;4
196;2013;0,05;1,02;2015;47,00;0,63;0,11;0,06;0,10;0,07;0,10;0,10;0,05;0,05;10,28;0,69;0,20;4
