"","Ticker","Year","Companies","GisSector","GicsClassification","FichierSTCKP","CompanyGR2014","CompanyGR2015","CompanyGR2016","Shares","Shares.split.adjusted","Split.factor","Assets","Current.Assets","Liabilities","Current.Liabilities","Shareholders.equity","Non.controlling.interest","Preferred.equity","Goodwill...intangibles","Long.term.debt","Revenue","Earnings","Earnings.available.for.common.stockholders","EPS.basic","EPS.diluted","Dividend.per.share","Cash.from.operating.activities","Cash.from.investing.activities","Cash.from.financing.activities","Cash.change.during.period","Cash.at.end.of.period","Capital.expenditures","Price","Price.high","Price.low","ROE","ROA","Book.value.of.equity.per.share","P.B.ratio","P.E.ratio","Cumulative.dividends.per.share","Dividend.payout.ratio","Long.term.debt.to.equity.ratio","Equity.to.assets.ratio","Net.margin","Asset.turnover","Free.cash.flow.per.share","Current.ratio","TobinsQ","Ra","Rf","Rm","Ra_Rf","Rm_Rf","Beta","AlphaJensen","CostEquity","YearNewsWeekGR","RankNewsWeekGR","GreenScore","EnergyProductivity","CarbonProductivity","WaterProductivity","WasteProductivity","Green.Revenue","SustainabilityPayLink","SustainableThemedCommitment","AuditScore"
"39","ADS",2015,13,"Information Technology",7,"ADS_quarterly_financial_data.xls","alliance data systems","alliance data systems corporation","alliance data systems corp",59261410,59261410,1,22421830000,16250417000,20244423000,6405559000,2010030000,167377000,0,5017823000,4692852000,1748854000,180175000,174215000,2.36,2.34,0,674609000,-2259579000,1780045000,190696000,1168037000,51592000,280,303.75,256.24,0.3048,0.0298,33.92,8.79,37.99,0,0,2.3347,0.0896,0.0926,0.32,10.51,2.5369,0.76,-0.0364955112505858,1e-04,-0.0216,-0.0365955112505858,-0.0217,0.683931316723512,-0.0217542016776856,-0.0147413095729002,2016,343,0.21,0,0.05,0,0,0.16,0,0,0
"40","ADSK",2013,14,"Information Technology",7,"ADSK_quarterly_financial_data.xls","autodesk","autodesk inc","autodesk inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88,0.10619994224625,0,0.0281,0.10619994224625,0.0281,1.53911665487784,0.0629507642441825,0.0432491780020674,2014,26,0.62,0.63,0.94,0.3,0.62,1,0,0,1
"41","ADSK",2014,14,"Information Technology",7,"ADSK_quarterly_financial_data.xls","autodesk","autodesk inc","autodesk inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65,-0.0317903058398908,0,-6e-04,-0.0317903058398908,-6e-04,0.852545881652775,-0.0312787783108992,-0.000511527528991665,2015,30,0.66,0.1,0.14,0,0.03,0.19,1,1,1
"42","ADSK",2015,14,"Information Technology",7,"ADSK_quarterly_financial_data.xls","autodesk","autodesk inc","autodesk inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,-0.0408417048134506,1e-04,-0.0216,-0.0409417048134506,-0.0217,2.46201611605167,0.0124840449048706,-0.0533257497183213,2016,22,0.71,0.14,0.14,0,0.05,0.19,1,1,1
"43","AEE",2013,15,"Utilities",11,"AEE_quarterly_financial_data.xls","ameren","ameren corporation","ameren corp",242634671,242634671,1,2.1042e+10,1.972e+09,1.4356e+10,2.461e+09,6.544e+09,1.42e+08,1.42e+08,4.33e+08,5.504e+09,1.322e+09,3.7e+07,3.7e+07,0.15,0.15,0.4,3.79e+08,-6.9e+08,1.47e+08,-1.64e+08,3e+07,4.47e+08,35.75,37.31,34.18,0.0457,0.0132,26.39,1.35,NA,35.84,1.3433,0.8597,0.3042,0.0495,0.27,-0.28,0.8013,0.7,0.0196474272107625,0,0.0281,0.0196474272107625,0.0281,0.827504185925556,-0.00360544041374561,0.0232528676245081,2014,247,0.29,0.52,0.03,0,0,0.29,1,1,0
"44","AEE",2014,15,"Utilities",11,"AEE_quarterly_financial_data.xls","ameren","ameren corporation","ameren corp",242634798,242634798,1,2.2676e+10,2.046e+09,1.5821e+10,2.249e+09,6.713e+09,1.42e+08,1.42e+08,4.11e+08,6.12e+09,1.37e+09,4.8e+07,4.8e+07,0.2,0.2,0.41,3.48e+08,-5.05e+08,1.49e+08,-8e+06,5e+06,5.21e+08,43.2,48.14,38.25,0.0901,0.0268,27.08,1.58,18.31,37.45,0.6666,0.9314,0.2898,0.0968,0.28,-0.71,0.9097,0.8,0.0772245179786794,0,-6e-04,0.0772245179786794,-6e-04,0.792918762105364,0.0777002692359426,-0.000475751257263218,2015,222,0.37,0.09,0.01,0,0,0.12,1,1,0
"45","AEE",2015,15,"Utilities",11,"AEE_quarterly_financial_data.xls","ameren","ameren corporation","ameren corp",242634798,242634798,1,2.364e+10,1.917e+09,1.6552e+10,2.093e+09,6.946e+09,1.42e+08,4.26e+08,4.11e+08,6.88e+09,1.308e+09,2.9e+07,2.9e+07,0.12,0.12,0.43,4.89e+08,-6.14e+08,3.45e+08,2.2e+08,2.92e+08,6.07e+08,43.02,44.71,41.33,0.0948,0.0271,26.87,1.52,16.11,39.11,0.6393,1.0552,0.2758,0.1033,0.26,-0.49,0.9159,0.74,-0.00233097691277153,1e-04,-0.0216,-0.00243097691277153,-0.0217,0.0147599651643252,-0.00211068566870568,-0.000220291244065857,2016,205,0.36,0.07,0.01,0.01,0,0.12,1,1,0
"46","AEP",2013,16,"Utilities",11,"AEP_quarterly_financial_data.xls","american electric power","american electric power company inc","american electric power co inc",487777372,487777372,1,5.6414e+10,4.31e+09,4.0328e+10,6.112e+09,1.6085e+10,1e+06,0,9.1e+07,1.6828e+10,3.773e+09,3.43e+08,3.46e+08,0.71,0.71,0.5,1.066e+09,-1.298e+09,2.03e+08,-2.9e+07,1.18e+08,2.6e+07,45.7,48.4,43.01,0.0943,0.0268,32.98,1.41,19.2,38.62,0.6416,1.0462,0.2851,0.0964,0.28,2.13,0.7052,0.73,-0.00682329655827654,0,0.0281,-0.00682329655827654,0.0281,1.14701378487642,-0.0390543839133039,0.0322310873550274,2014,321,0.18,0.02,0.02,0.03,0,0.07,1,1,0
"47","AEP",2014,16,"Utilities",11,"AEP_quarterly_financial_data.xls","american electric power","american electric power company inc","american electric power co inc",489402567,489402567,1,5.9633e+10,4.478e+09,4.2809e+10,7.967e+09,1.682e+10,4e+06,0,9.1e+07,1.6181e+10,4.026e+09,1.92e+08,1.91e+08,0.38,0.38,0.53,8.88e+08,-1.325e+09,4.06e+08,-3.1e+07,1.63e+08,2e+07,57.59,63.22,51.97,0.098,0.0282,34.37,1.67,15.69,40.65,0.6073,0.962,0.2821,0.096,0.29,1.77,0.5621,0.83,0.0536190504599654,0,-6e-04,0.0536190504599654,-6e-04,0.696743718587859,0.0540370966911181,-0.000418046231152716,2015,263,0.31,0,0.01,0.03,0,0.12,1,1,0
"48","AEP",2015,16,"Utilities",11,"AEP_quarterly_financial_data.xls","american electric power","american electric power company inc","american electric power co inc",491052581,491052581,1,61683100000,4072400000,43778200000,7108500000,17891700000,13200000,0,52500000,17740900000,3371200000,470300000,469100000,0.94,0.94,0.56,898500000,-769200000,-130400000,-1100000,176400000,4300000,56.41,59.52,53.3,0.1165,0.0337,36.44,1.56,15.63,42.8,0.5153,0.9916,0.2901,0.1244,0.27,1.82,0.5729,0.8,0.0395571965860669,1e-04,-0.0216,0.0394571965860669,-0.0217,-0.255705360639746,0.0339083902601844,0.00564880632588248,2016,254,0.3,0,0.01,0.02,0,0.12,1,1,0
"49","AET",2013,17,"Health Care",5,"AET_quarterly_financial_data.xls","aetna","aetna inc","aetna inc",362700000,362700000,1,49871800000,9718900000,35793600000,12602900000,14025500000,52700000,0,12321600000,7865300000,13182700000,368900000,368900000,1,1,0.2,624100000,-773600000,-520600000,-670100000,1412300000,147500000,64.84,68.93,60.75,0.1478,0.04,38.67,1.75,13.18,2.22,0.1493,0.5608,0.2812,0.0405,0.99,1.31,0.7712,0.71,-0.00494484066555355,0,0.0281,-0.00494484066555355,0.0281,0.164401391880083,-0.0095645197773839,0.00461967911183035,2014,145,0.41,0.65,0.74,0,0,0.74,0,1,0
"50","AET",2014,17,"Health Care",5,"AET_quarterly_financial_data.xls","aetna","aetna inc","aetna inc",348700000,348700000,1,53402100000,1.1764e+10,38850300000,15356500000,14482600000,69200000,0,12561500000,7.852e+09,14771200000,2.32e+08,2.32e+08,0.66,0.65,0.22,294100000,-1017400000,436600000,-286700000,1420400000,108500000,82.14,90.84,73.43,0.1398,0.0386,41.53,1.94,13.67,3.11,0.1549,0.5422,0.2712,0.0352,1.1,0.53,0.7661,0.8,0.0180611857087087,0,-6e-04,0.0180611857087087,-6e-04,1.24111169785924,0.0188058527274243,-0.000744667018715546,2015,258,0.32,0,0.08,0,0,0.14,0,1,1
"51","AET",2015,17,"Health Care",5,"AET_quarterly_financial_data.xls","aetna","aetna inc","aetna inc",349600000,349600000,1,53424100000,12738500000,37245500000,15481500000,16114300000,64300000,0,12325100000,7.828e+09,15048500000,320800000,320800000,0.92,0.91,0.25,1110500000,-271900000,-110800000,727800000,2524300000,75900000,107.62,115.34,99.89,0.1531,0.044,46.09,2.36,16.51,4.11,0.146,0.4858,0.3016,0.0396,1.11,2.96,0.8228,0.91,0.0509429924238784,1e-04,-0.0216,0.0508429924238784,-0.0217,0.243187623540086,0.0561201638546983,-0.00517717143081988,2016,64,0.6,0.13,0.12,0.11,0,0.14,0,1,1
"52","AFL",2013,18,"Financials",4,"AFL_quarterly_financial_data.xls","aflac","aflac incorporated","aflac inc",455815182,455815182,1,1.21307e+11,NA,1.06687e+11,NA,1.462e+10,0,0,0,0,5.801e+09,6.75e+08,6.75e+08,1.47,1.46,0.37,3.388e+09,-3.57e+09,3e+06,-2.06e+08,2.543e+09,0,64.79,67.62,61.96,0.2159,0.0264,32.07,2.06,9.91,10.83,0.2083,0,0.1205,0.1319,0.2,7.43,NA,0.34,0.00645793619713739,0,0.0281,0.00645793619713739,0.0281,0.802221079222212,-0.0160844761290068,0.0225424123261442,2014,92,0.49,0.85,0.63,0,0,0.82,0,1,1
"53","AFL",2014,18,"Financials",4,"AFL_quarterly_financial_data.xls","aflac","aflac incorporated","aflac inc",438903157,438903157,1,1.19767e+11,NA,1.0142e+11,NA,1.8347e+10,0,0,0,0,5.514e+09,7.03e+08,7.03e+08,1.58,1.56,0.39,1.973e+09,-9.7e+07,1.75e+08,1.992e+09,4.658e+09,0,58.73,62.46,54.99,0.17,0.0237,41.8,1.48,9.18,12.33,0.2282,0,0.1532,0.1298,0.18,4.5,NA,0.29,0.0225136382483949,0,-6e-04,0.0225136382483949,-6e-04,1.17405650587741,0.0232180721519213,-0.000704433903526446,2015,9,0.75,0.09,0.09,0.09,0.12,0.16,1,1,1
"54","AFL",2015,18,"Financials",4,"AFL_quarterly_financial_data.xls","aflac","aflac incorporated","aflac inc",420001378,420001378,1,1.18296e+11,NA,1.00588e+11,NA,1.7708e+10,0,0,0,0,5.319e+09,7.3e+08,7.3e+08,1.71,1.7,0.41,2.006e+09,-8.14e+08,-3.61e+08,8.3e+08,4.35e+09,0,61.66,66.53,56.78,0.1435,0.0214,42.16,1.53,10.8,13.91,0.2668,0,0.1497,0.1214,0.18,4.78,NA,0.26,-0.0853961367803414,1e-04,-0.0216,-0.0854961367803414,-0.0217,1.34123207118985,-0.0563914008355216,-0.0290047359448198,2016,42,0.64,0.06,0.07,0.06,0.1,0.16,1,1,1
"55","AGN",2013,19,"Health Care",5,"AGN_quarterly_financial_data.xls","allergan","allergan inc","allergan inc",307592460,307592460,1,10574300000,5319700000,4104800000,1244300000,6463200000,6300000,0,3989400000,2098300000,1684400000,312900000,312900000,1.05,1.04,0.05,515300000,-113300000,-42600000,359800000,3046100000,74500000,99.9,111.45,88.34,0.1669,0.0994,21.01,5.05,30.36,4.6,0.0624,0.3247,0.6112,0.1564,0.64,1.43,4.2753,1.21,0.0297842959400594,0,0.0281,0.0297842959400594,0.0281,0.473005891054349,0.0164928304014322,0.0132914655386272,2014,1,0.85,0.72,0.85,0.61,0.82,1,1,1,1
"56","AGN",2014,19,"Health Care",5,"AGN_quarterly_financial_data.xls","allergan","allergan inc","allergan inc",307605860,307605860,1,12415700000,6871200000,4652700000,1557300000,7.753e+09,1e+07,0,4179400000,2085300000,1910500000,537200000,537200000,1.81,1.76,0.05,694200000,144600000,183400000,1000600000,4911400000,58500000,191.07,214.66,167.48,0.2157,0.1332,25.2,8.26,44.54,4.8,0.0404,0.269,0.6245,0.2106,0.63,2.07,4.4123,NA,-0.0500084853935851,0,-6e-04,-0.0500084853935851,-6e-04,0.84916832918544,-0.0494989843960739,-0.000509500997511264,2015,2,0.84,0.12,0.13,0.12,0.13,0.14,1,1,1
"57","AGN",2015,19,"Health Care",5,"AGN_quarterly_financial_data.xls","allergan","allergan inc","allergan inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00443812452126461,1e-04,-0.0216,-0.00453812452126461,-0.0217,1.50098914203529,0.0280333398609012,-0.0324714643821658,2016,13,0.74,0.14,0.13,0.13,0,0.14,1,1,1
"58","AIG",2013,20,"Financials",4,"AIG_quarterly_financial_data.xls","american international group","american international group inc","american international group inc",1464067641,1464067641,1,5.41329e+11,NA,4.40218e+11,NA,1.0047e+11,6.41e+08,0,1.475e+09,0,2.0649e+10,1.978e+09,1.978e+09,1.35,1.34,0.1,1.917e+09,5.81e+08,-2.286e+09,1.83e+08,2.241e+09,0,49.8,52.3,47.3,0.0917,0.0168,68.62,0.74,23.49,94.7,0.0323,0,0.1856,0.1323,0.13,1.31,NA,NA,0.0278088284660412,0,0.0281,0.0278088284660412,0.0281,0.355313883203969,0.0178245083480096,0.00998432011803153,2014,313,0.18,0,0,0,0,0.65,0,1,0
"59","AIG",2014,20,"Financials",4,"AIG_quarterly_financial_data.xls","american international group","american international group inc","american international group inc",1372435893,1372435893,1,5.15581e+11,NA,4.08309e+11,NA,1.06898e+11,3.74e+08,0,1.454e+09,0,1.5535e+10,6.55e+08,6.55e+08,0.48,0.46,0.13,6.5e+08,9.417e+09,-1.0187e+10,-1.75e+08,1.758e+09,0,52.95,56.51,49.4,0.0705,0.0142,77.89,0.68,8.75,95.2,0.0946,0,0.2073,0.1169,0.12,0.47,NA,NA,0.0241392344647785,0,-6e-04,0.0241392344647785,-6e-04,1.20314931031697,0.0248611240509687,-0.000721889586190184,2015,275,0.29,0,0,0,0,0.14,1,1,0
"60","AIG",2015,20,"Financials",4,"AIG_quarterly_financial_data.xls","american international group","american international group inc","american international group inc",1149448256,1149448256,1,4.96943e+11,NA,4.06733e+11,NA,8.9658e+10,5.52e+08,0,0,0,1.3831e+10,-1.841e+09,-1.841e+09,-1.5,-1.5,0.28,6.43e+08,1.782e+09,-2.365e+09,6e+07,1.629e+09,0,60.52,64.12,56.92,0.0219,0.0043,78,0.76,17.91,96.01,0.4538,0,0.1804,0.0376,0.11,0.56,NA,NA,-0.0212293162483536,1e-04,-0.0216,-0.0213293162483536,-0.0217,1.57661077160303,0.012883137495432,-0.0341124537437857,2016,174,0.4,0,0.09,0,0,0.15,1,1,0
"61","AKAM",2013,21,"Information Technology",7,"AKAM_quarterly_financial_data.xls","akamai technologies","akamai technologies inc","akamai technologies inc",178535932,178535932,1,2957685000,1029714000,328254000,263166000,2629431000,0,0,834797000,0,435980000,80349000,80349000,0.45,0.44,0,171732000,-26537000,-46846000,98876000,333891000,62269000,48.67,53.61,43.74,0.1173,0.1047,14.73,3.43,31.6,0,0,0,0.889,0.186,0.56,0.61,3.9128,2.59,0.0535492227713258,0,0.0281,0.0535492227713258,0.0281,0.736291947264969,0.0328594190531802,0.0206898037181456,2014,164,0.39,0.03,0.12,0,0.68,0.82,0,1,1
"62","AKAM",2014,21,"Information Technology",7,"AKAM_quarterly_financial_data.xls","akamai technologies","akamai technologies inc","akamai technologies inc",178833747,178833747,1,4001546000,1262555000,1056211000,334011000,2945335000,0,0,1183706000,604851000,536295000,97107000,97107000,0.54,0.54,0,195541000,-136413000,-29550000,24311000,238650000,91751000,58.56,65.39,51.74,0.1184,0.0874,16.47,3.66,33.66,0,0,0.2054,0.736,0.17,0.51,0.58,3.78,2.72,-0.0258696248215068,0,-6e-04,-0.0258696248215068,-6e-04,2.20234449029742,-0.0245482181273284,-0.00132140669417845,2015,57,0.61,0.01,0.07,0,0.15,0.18,1,1,1
"63","AKAM",2015,21,"Information Technology",7,"AKAM_quarterly_financial_data.xls","akamai technologies","akamai technologies inc","akamai technologies inc",176747531,176747531,1,4187925000,1253188000,1067047000,332440000,3120878000,0,0,1306339000,624288000,579159000,88420000,88420000,0.49,0.49,0,217791000,-86872000,-95220000,33002000,289473000,78837000,63.48,76.39,50.56,0.1051,0.078,17.66,3.66,34.69,0,0,0.2,0.7452,0.1463,0.53,0.79,3.7697,2.16,-0.0904098627361316,1e-04,-0.0216,-0.0905098627361316,-0.0217,0.838897300284581,-0.0723057913199562,-0.0181040714161754,2016,58,0.62,0.05,0.04,0,0.15,0.18,1,1,1
"64","ALL",2013,22,"Financials",4,"ALL_quarterly_financial_data.xls","allstate","the allstate corporation","allstate corp",447099450,447099450,1,1.2352e+11,NA,1.0204e+11,NA,2.148e+10,0,7.8e+08,1.243e+09,0,8.792e+09,8.21e+08,8.21e+08,1.79,1.77,0.25,1.171e+09,-6.53e+08,-9.25e+08,-4.07e+08,6.75e+08,9.1e+07,52.53,54.84,50.21,0.1122,0.0185,46.3,1.19,13.64,16.52,0.2016,0,0.1676,0.0659,0.28,2.42,NA,0.19,0.00496279141427567,0,0.0281,0.00496279141427567,0.0281,1.33051891784933,-0.0324247901772904,0.0373875815915661,2014,84,0.49,0.19,0.21,0.31,0.72,0.87,0,1,1
"65","ALL",2014,22,"Financials",4,"ALL_quarterly_financial_data.xls","allstate","the allstate corporation","allstate corp",416426585,416426585,1,1.08533e+11,NA,8.6229e+10,NA,2.2304e+10,0,1.746e+09,1.219e+09,0,8.759e+09,8.24e+08,7.95e+08,1.9,1.86,0.28,6.71e+08,-3.63e+08,-5.36e+08,-2.28e+08,6.57e+08,8.1e+07,65.41,71.53,59.28,0.1325,0.0253,49.37,1.33,10.55,17.64,0.1737,0,0.1894,0.0779,0.31,1.42,NA,0.26,0.0303485835807619,0,-6e-04,0.0303485835807619,-6e-04,1.19710820311084,0.0310668485026284,-0.000718264921866504,2015,81,0.57,0.01,0.03,0.05,0.12,0.16,1,1,1
"66","ALL",2015,22,"Financials",4,"ALL_quarterly_financial_data.xls","allstate","the allstate corporation","allstate corp",378300428,378300428,1,1.04656e+11,NA,8.4631e+10,NA,2.0025e+10,0,1.746e+09,1.219e+09,0,8.691e+09,4.89e+08,4.6e+08,1.2,1.19,0.3,9.3e+08,-3.53e+08,-9.87e+08,-4.1e+08,4.95e+08,8.4e+07,60.83,64.69,56.97,0.1067,0.0204,48.32,1.26,10.63,18.84,0.2299,0,0.1747,0.0576,0.34,2.24,NA,0.22,-0.0107331932995663,1e-04,-0.0216,-0.0108331932995663,-0.0217,1.02368719464097,0.0113808188241427,-0.0221140121237091,2016,93,0.54,0.01,0.03,0.06,0.08,0.16,1,1,1
"67","ALXN",2013,23,"Health Care",5,"ALXN_quarterly_financial_data.xls","alexion pharmaceuticals","alexion pharmaceuticals inc","alexion pharmaceuticals inc",197830376,197830376,1,3317696000,2186857000,935617000,582429000,2382079000,0,0,863792000,6.5e+07,441909000,-18992000,-18992000,-0.1,-0.1,0,208881000,-613271000,24516000,-380554000,529857000,8701000,117.32,133.75,100.89,0.1119,0.0852,12.04,9.77,66.66,0,0,0.0273,0.718,0.163,0.52,1.01,3.7547,7.43,0.0651407870282115,0,0.0281,0.0651407870282115,0.0281,2.37615305414906,-0.00162911379337699,0.0667699008215885,2014,373,0.13,0,0,0,0,0.63,0,0,0
"68","ALXN",2014,23,"Health Care",5,"ALXN_quarterly_financial_data.xls","alexion pharmaceuticals","alexion pharmaceuticals inc","alexion pharmaceuticals inc",202148509,202148509,1,4201962000,2796029000,899944000,606740000,3302018000,0,0,841119000,9500000,599476000,153332000,153332000,0.77,0.76,0,283459000,-57179000,-30112000,191835000,943999000,52771000,179.16,203.3,155.01,0.2188,0.1749,16.33,11.38,74.65,0,0,0.0029,0.7858,0.2941,0.59,1.14,4.6083,8.25,-0.0519686070394008,0,-6e-04,-0.0519686070394008,-6e-04,0.201692150308928,-0.0518475917492154,-0.000121015290185357,2015,355,0.17,0,0,0,0,0.17,0,0,0
"69","ALXN",2015,23,"Health Care",5,"ALXN_quarterly_financial_data.xls","alexion pharmaceuticals","alexion pharmaceuticals inc","alexion pharmaceuticals inc",225291331,225291331,1,13133230000,2425349000,4874614000,718250000,8258616000,0,0,9755799000,3281250000,699352000,66604000,66604000,0.3,0.29,0,190857000,-161590000,-181310000,-153170000,1010111000,80111000,172.07,193.45,150.69,0.0202,0.0132,36.66,4.7,139.89,0,0,0.3973,0.6288,0.0555,0.24,0.49,3.3767,3.4,0.0667112486962532,1e-04,-0.0216,0.0666112486962532,-0.0217,1.08524966894454,0.0901611665123497,-0.0234499178160965,2016,314,0.23,0,0.06,0,0,0.17,0,0,0
"70","AMAT",2013,24,"Information Technology",7,"AMAT_quarterly_financial_data.xls","applied materials","applied materials inc","applied materials inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68,0.0217275988577209,0,0.0281,0.0217275988577209,0.0281,1.64725052128183,-0.0245601407902986,0.0462877396480195,2014,17,0.67,0.61,0.65,0.72,0.32,0.89,1,1,0
"71","AMAT",2014,24,"Information Technology",7,"AMAT_quarterly_financial_data.xls","applied materials","applied materials inc","applied materials inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88,0.0355356130087169,0,-6e-04,0.0355356130087169,-6e-04,2.58826912487114,0.0370885744836396,-0.00155296147492269,2015,87,0.55,0.08,0.08,0.09,0.02,0.13,1,1,0
"72","AMAT",2015,24,"Information Technology",7,"AMAT_quarterly_financial_data.xls","applied materials","applied materials inc","applied materials inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,-0.00534177840865272,1e-04,-0.0216,-0.00544177840865272,-0.0217,1.60752488100012,0.0294415115090499,-0.0347832899177026,2016,65,0.6,0.1,0.1,0.09,0.03,0.13,1,1,0
"73","AME",2013,25,"Industrials",6,"AME_quarterly_financial_data.xls","ametek","ametek inc","ametek inc",245067108,245067108,1,5877902000,1369129000,2741781000,874545000,3136121000,0,0,3882289000,1141750000,942468000,135668000,135668000,0.56,0.55,0.06,209552000,-276844000,104399000,40325000,295203000,26167000,48.14,52.89,43.4,0.1806,0.0953,12.8,4.02,23.6,1.51,0.1135,0.3641,0.5335,0.1438,0.66,0.75,1.5655,2.31,0.068978301390123,0,0.0281,0.068978301390123,0.0281,1.84925127500251,0.0170143405625526,0.0519639608275704,2014,435,0,0,0,0,0,0,0,0,0
"74","AME",2014,25,"Industrials",6,"AME_quarterly_financial_data.xls","ametek","ametek inc","ametek inc",241068392,241068392,1,6420963000,1578604000,3181402000,936144000,3239561000,0,0,4239591000,1427825000,1024143000,1.52e+08,1.52e+08,0.63,0.62,0.09,213308000,-24049000,-169796000,8002000,377615000,24048000,49.69,54.25,45.12,0.1744,0.0914,13.44,3.52,21.6,1.84,0.138,0.4407,0.5045,0.1453,0.63,0.79,1.6863,2.1,0.0340087031051945,0,-6e-04,0.0340087031051945,-6e-04,1.59893807002869,0.0349680659472117,-0.000959362842017214,2015,401,0.13,0,0,0,0,0.13,0,0,0
"75","AME",2015,25,"Industrials",6,"AME_quarterly_financial_data.xls","ametek","ametek inc","ametek inc",235538207,235538207,1,6664530000,1619613000,3409904000,1025172000,3254626000,0,0,4379594000,1556045000,987983000,136841000,136841000,0.58,0.57,0.09,199398000,-23661000,-115845000,52971000,381005000,23790000,53.98,57,50.97,0.1779,0.0902,13.82,3.87,21.59,2.2,0.1458,0.4781,0.4884,0.1487,0.61,0.75,1.5798,2.04,-0.0505804671519423,1e-04,-0.0216,-0.0506804671519423,-0.0217,0.825213846582613,-0.0327733266810996,-0.0178071404708427,2016,394,0.18,0,0.05,0,0,0.13,0,0,0
"76","AMG",2013,26,"Financials",4,"AMG_quarterly_financial_data.xls","affiliated managers group","affiliated managers group inc","affiliated managers group inc",53257848,53257848,1,6318800000,NA,2532300000,NA,2134200000,1652300000,0,3802400000,1383700000,5.94e+08,158200000,158200000,2.97,2.73,0,209400000,-6400000,-257500000,-52800000,469600000,8e+06,NA,NA,NA,0.1706,0.058,40.07,NA,NA,0,0,0.6483,0.3378,0.1647,0.35,3.78,NA,1.96,0.079777736989555,0,0.0281,0.079777736989555,0.0281,1.47983286511257,0.0381944334798917,0.0415833035096633,2014,315,0.18,0,0,0,0,0.89,0,0,0
"77","AMG",2014,26,"Financials",4,"AMG_quarterly_financial_data.xls","affiliated managers group","affiliated managers group inc","affiliated managers group inc",54895148,54895148,1,7698100000,NA,3409400000,NA,2.627e+09,1661700000,0,4431200000,1894900000,641200000,170500000,170500000,3.07,2.93,0,361800000,-717100000,352600000,-9600000,550600000,5500000,NA,NA,NA,0.1773,0.0647,47.85,NA,NA,0,0,0.7213,0.3413,0.1801,0.36,6.49,NA,1.72,0.0416097135763545,0,-6e-04,0.0416097135763545,-6e-04,0.880075373334499,0.0421377588003552,-0.0005280452240007,2015,428,0.1,0,0,0,0,0.1,0,0,0
"78","AMG",2015,26,"Financials",4,"AMG_quarterly_financial_data.xls","affiliated managers group","affiliated managers group inc","affiliated managers group inc",53991797,53991797,1,7784800000,NA,3403200000,NA,2837100000,1544500000,0,4354800000,1894800000,589800000,150300000,150300000,2.79,2.71,0,348600000,-262100000,-59200000,22100000,563800000,12700000,NA,NA,NA,0.1928,0.0677,52.55,NA,NA,0,0,0.6679,0.3644,0.2077,0.33,6.22,NA,1.32,-0.103775616837975,1e-04,-0.0216,-0.103875616837975,-0.0217,1.18293965332469,-0.0782058263608292,-0.0255697904771459,2016,427,0.16,0,0.06,0,0,0.1,0,0,0
"79","AMGN",2013,27,"Health Care",5,"AMGN_quarterly_financial_data.xls","amgen","amgen inc","amgen inc",755007290,755007290,1,6.6125e+10,2.7367e+10,4.4029e+10,7.947e+09,2.2096e+10,0,0,2.823e+10,2.9623e+10,5.011e+09,1.021e+09,1.021e+09,1.36,1.32,0.47,1.835e+09,-1.0118e+10,3.807e+09,-4.476e+09,3.805e+09,2.01e+08,112.48,118.69,106.28,0.2422,0.0894,29.27,3.9,17.74,3.59,0.2787,1.3406,0.3342,0.2721,0.33,2.16,3.4437,1.46,0,0,0.0281,0,0.0281,0.582871171435783,-0.0163786799173455,0.0163786799173455,2014,58,0.54,0.64,0.51,0.52,0.43,0.6,0,1,1
