"";"Companies";"YearFinancialIndicator";"Industry";"Asset";"DebtRatio";"NetMargin";"ROA";"ROE";"TobinsQ";"EnergyProductivity";"CarbonProductivity";"WaterProductivity";"WasteProductivity";"GreenReputation";"SustainabilityPayLink";"SustainableThemedCommitment";"AuditScore"
"446";149;2014;7;4,0184e+10;0;0,23;0,11;0,13;NA;0,05;0,04;0;0;0,18;0;0;0
"447";149;2015;7;4,9407e+10;0;0,2;0,08;0,09;NA;0;0,06;0;0;0,18;0;0;0
"448";150;2015;6;3,8371e+10;0,57;0,02;0,03;0,08;1,22;0,01;0,02;0;0,06;0,13;0,1;0;0,05
"449";150;2014;6;3,2984e+10;0,3;0,05;0,07;0,15;1,55;0,01;0,03;0;0,08;0,13;0,1;0,05;0,05
"450";150;2013;6;3,3542e+10;0,16;0,04;0,05;0,1;0,91;0,25;0,39;0;0,51;0,38;0;0;0,05
"451";151;2015;11;5,2187e+10;1,55;0,04;0,01;0,05;0,31;0;0,03;0;0;0,12;0;0;0,05
"452";151;2014;11;5,2166e+10;1,54;0,02;0,01;0,02;0,36;0;0;0;0;0,12;0;0;0,05
"453";151;2013;11;5,0424e+10;1,25;0,03;0,01;0,03;0,35;0;0;0;0;0,31;0;0;0,05
"454";152;2013;7;13960100000;1,23;0,1;0,04;0,09;1,38;0;0;0;0;0;0;0;0
"455";152;2015;7;26268800000;0,77;0,11;0,05;0,1;1,14;0;0,04;0;0;0,16;0;0;0
"456";152;2014;7;14520500000;0,64;0,08;0,03;0,07;1,51;0;0;0;0;0,16;0;0;0
"457";153;2015;7;9,34e+09;1,61;0,14;0,08;0,24;2,67;0;0,07;0;0;0,16;0;0;0
"458";153;2014;7;9,337e+09;1,13;0,15;0,08;0,22;2,23;0;0;0;0;0,16;0;0;0
"459";153;2013;7;9,513e+09;1,05;0,13;0,07;0,19;1,96;0;0;0;0;0,32;0;0;0
"460";154;2013;4;1,30443e+11;0;0,27;0,01;0,13;0,18;0,08;0,15;0;0;0,61;0;0;0,05
"461";154;2014;4;1,38706e+11;0;0,23;0,01;0,1;0,17;0;0,03;0;0;0,1;0,1;0;0,05
"462";154;2015;4;1,41082e+11;0;0,25;0,01;0,11;0,22;0;0,04;0;0;0,1;0,1;0;0,05
"463";155;2014;7;8,525e+09;0,79;0,31;0,06;0,18;1,94;0;0;0;0;0,16;0;0;0
"464";155;2015;7;7,89e+09;0,73;0,21;0,04;0,13;1,97;0;0,08;0;0;0,16;0;0;0
"465";155;2013;7;3,932e+09;0,38;0,32;0,09;0,26;2,72;0;0;0;0;0;0;0;0
"466";156;2014;4;3,248176e+12;875,59;-0,05;0;-0,11;1,03;0;0;0;0;0,1;0;0;0
"467";156;2015;4;3,221917e+12;793,47;-0,01;0;-0,08;1,03;0;0;0;0;0,1;0;0;0
"468";156;2013;4;3,270108e+12;339,01;-0,05;0,03;-0,73;1,03;0;0;0;0;0,82;0;0;0
"469";157;2013;1;5,3286e+10;1,33;0,13;0,03;0,11;1,65;0,14;0,17;0;0;0,3;0,1;0,05;0,05
"470";157;2014;1;5,2652e+10;1,22;0,14;0,03;0,13;1,61;0;0,11;0;0;0,16;0,1;0,05;0,05
"471";157;2015;1;4,8096e+10;1,18;0,16;0,04;0,13;1,34;0;0,11;0;0;0,16;0,1;0,05;0,05
"472";158;2014;6;3,5355e+10;0,33;0,08;0,07;0,2;0,13;0;0;0;0;0,05;0;0;0
"473";158;2015;6;3,1997e+10;0,32;0,09;0,09;0,27;0,14;0;0,04;0;0;0,05;0;0;0
"474";158;2013;6;3,5448e+10;0,27;0,08;0,07;0,19;0,9;0;0;0;0;0;0;0;0
"475";159;2013;6;6,5656e+11;1,7;0,09;0,02;0,1;0,41;0,36;0,45;0,21;0,37;0,03;0,1;0,05;0
"476";159;2014;6;6,48349e+11;1,56;0,1;0,02;0,12;0,6;0,08;0,07;0,07;0,07;0,11;0,1;0,05;0,05
"477";159;2015;6;4,92692e+11;1,48;-0,05;-0,01;-0,06;0,76;0,09;0,08;0,06;0,06;0,11;0,1;0,05;0,05
"478";160;2014;4;25335734000;2,2;0,26;0,03;0,09;1,64;0,02;0,03;0;0,03;0,13;0;0;0
"479";160;2013;4;25762303000;2,02;0,11;0,01;0,04;1,34;0,65;0;0;0;1;0;0;0
"480";160;2015;4;24073555000;1,8;0,57;0,06;0,17;1,59;0,02;0,02;0,02;0,02;0,13;0;0;0
"481";161;2015;5;5,1839e+10;1,14;0,55;0,4;1,07;2,9;0;0,13;0;0;0,17;0;0;0
"482";161;2014;5;3,4664e+10;0,77;0,49;0,39;0,83;4,08;0;0;0;0;0,17;0;0;0
"483";161;2013;5;22496785000;0,35;0,27;0,14;0,28;5,25;0,88;0,83;0;0;0,53;0;0;0
"484";162;2015;2;21588700000;1,55;0,09;0,07;0,29;1,97;0,1;0,09;0,09;0,09;0,1;0,1;0,05;0,05
"485";162;2014;2;24203700000;1,36;0,09;0,06;0,24;1,67;0,08;0,09;0,08;0,08;0,1;0,1;0,05;0,05
"486";162;2013;2;23152100000;1,02;0,1;0,08;0,26;1,67;0,55;0,51;0,68;0,64;0,21;0,1;0,05;0,05
"487";163;2015;7;2,8547e+10;0,24;0,14;0,05;0,07;0,75;0;0,02;0;0;0,13;0,1;0,05;0,05
"488";163;2014;7;3,0063e+10;0,17;0,24;0,08;0,12;0,89;0;0,02;0;0;0,13;0,1;0,05;0,05
"489";163;2013;7;2,8478e+10;0,15;0,25;0,07;0,09;0,74;0,12;0;0;0;1;0,1;0,05;0
"490";164;2015;1;1,9452e+11;1,09;0,06;0,05;0,27;0,5;0,01;0,02;0,02;0,02;0,07;0,1;0,05;0,05
"491";164;2014;1;1,77677e+11;0,9;0,02;0,02;0,07;0,34;0,03;0,02;0,05;0,03;0,07;0,1;0,05;0,05
"492";164;2013;1;1,66344e+11;0,18;0,02;0,03;0,12;0,4;0,35;0,35;0,22;0,4;0;0;0,05;0,05
"493";165;2014;1;8246238000;0,15;0,05;0,09;0,21;1,8;0;0;0;0;0,09;0;0;0
"494";165;2013;1;7680297000;0,15;0,05;0,09;0,22;1,47;0;0;0;0;0;0;0;0
"495";165;2015;1;8144771000;0,08;0,05;0,09;0,22;1,42;0;0,03;0;0;0,09;0;0;0
"496";166;2015;1;7,806e+09;0,51;0,06;0,14;0,37;1,38;0,05;0,03;0,01;0;0,11;0,1;0,05;0
"497";166;2014;1;7,819e+09;0,48;0,08;0,16;0,42;2,05;0;0,06;0;0;0,11;0,1;0,05;0
"498";166;2013;1;7,786e+09;0,42;0,08;0,17;0,42;2,16;0,36;0,45;0,53;0;0,03;0;0,05;0
"499";167;2015;4;8,61395e+11;2,32;0,16;0,01;0,07;0,42;0,06;0,06;0,04;0,07;0,1;0,1;0,05;0,05
"500";167;2014;4;8,5624e+11;2,28;0,23;0,01;0,11;0,44;0,11;0,07;0,08;0,11;0,1;0,1;0,05;0,05
"501";167;2013;4;9,11507e+11;2,26;0,23;0,01;0,11;0,41;0,5;0,53;0,36;0,41;0,06;0,1;0,05;0,05
"502";168;2015;6;5857755000;0,61;0,08;0,14;0,28;2,17;0;0,09;0,05;0;0,1;0;0,05;0,05
"503";168;2013;6;5266328000;0,14;0,08;0,16;0,25;3,07;0,55;0,7;0;0;0,91;0;0,05;0,05
"504";168;2014;6;5284252000;0,13;0,08;0,15;0,24;3,01;0,08;0,09;0;0;0,1;0;0,05;0,05
"505";169;2015;3;3,6942e+10;0,95;-0,03;-0,02;-0,04;0,79;0,01;0,01;0;0,08;0,02;0,1;0,05;0
"506";169;2013;3;2,9223e+10;0,58;0,07;0,08;0,15;1,45;0;0,29;0,31;0;0,17;0,1;0,05;0
"507";169;2014;3;3,224e+10;0,48;0,11;0,11;0,23;1,01;0;0,04;0;0;0,02;0,1;0,05;0
"508";170;2013;5;2,8831e+10;-3,43;0,05;0,06;-0,18;1,6;0;0;0;0;0,82;0;0;0
"509";170;2014;5;3,1199e+10;-3,73;0,05;0,07;-0,24;1,82;0;0;0;0;0,14;0;0;0,05
"510";170;2015;5;3,2744e+10;-4,01;0,04;0,06;-0,28;1,63;0;0,01;0;0;0,14;0;0;0,05
"511";171;2015;4;21449849000;1,18;-0,22;-0,03;-0,06;1,27;0,07;0,03;0,07;0,08;0,15;0,1;0,05;0,05
"512";171;2014;4;21369940000;0,91;0,41;0,04;0,09;1,28;0,06;0,04;0,09;0,09;0,15;0,1;0,05;0,05
"513";171;2013;4;20075870000;0,81;0,46;0,05;0,09;1,18;0,32;0,18;0,31;0,44;1;0;0,05;0,05
"514";172;2015;1;4,4152e+10;2,34;0,08;0,16;0,8;3,94;0,02;0,04;0,14;0,05;0,1;0,1;0,05;0,05
"515";172;2014;1;4,1512e+10;1,65;0,07;0,14;0,52;3,46;0,03;0,04;0,12;0,03;0,1;0,1;0,05;0,05
"516";172;2013;1;4,3814e+10;1,03;0,07;0,13;0,34;2,74;0,31;0,36;0,86;0,18;0,27;0,1;0,05;0,05
"517";173;2015;3;3,4195e+10;0,34;-0,46;-0,09;-0,15;0,54;0,08;0,06;0,08;0,04;0,01;0,1;0,05;0,05
"518";173;2014;3;3,8578e+10;0,27;0,16;0,06;0,1;0,67;0,1;0,1;0,12;0,04;0,03;0,1;0,05;0,05
"519";173;2013;3;4,2754e+10;0,22;0,21;0,12;0,21;0,71;0,44;0,48;0,55;0,34;0,32;0,1;0,05;0,05
"520";174;2013;4;2,77884e+11;0,33;0,01;0;0,01;0,05;0,12;0,29;0,04;0;0,5;0,1;0,05;0,05
"521";174;2014;4;2,45013e+11;0,3;0,04;0;0,04;0,06;0,03;0,05;0,02;0,03;0,16;0,1;0,05;0,05
"522";174;2015;4;2,28348e+11;0,29;0,09;0,01;0,09;0,07;0,05;0,05;0,06;0;0,12;0,1;0,05;0,05
"523";175;2013;1;2,6562e+10;2,9;0,05;0,02;0,14;1,05;0,07;0,06;0,04;0,03;0,5;0,1;0;0
"524";175;2014;1;2,6125e+10;2,27;0,06;0,03;0,14;1,13;0,04;0;0;0;0,12;0,1;0;0
"525";175;2015;1;2,5716e+10;1,62;0,12;0,05;0,27;0,98;0,05;0,06;0,01;0,02;0,12;0,1;0;0,05
"526";176;2015;1;9991167000;2,63;0,13;0,07;0,29;1,2;0,08;0,07;0,13;0,07;0,07;0;0,05;0
"527";176;2014;1;9528097000;1,29;0,14;0,09;0,27;1,7;0,1;0,08;0,12;0,09;0,07;0;0,05;0
"528";176;2013;1;9405040000;1,14;0,12;0,08;0,26;1,83;0,84;0,56;0,91;0,68;1;0;0,05;0
"529";177;2013;6;4,5435e+10;0,39;0,1;0,09;0,26;1,54;0,12;0,05;0;0;0,22;0,1;0,05;0,05
"530";177;2014;6;4,5451e+10;0,34;0,11;0,09;0,23;1,68;0,04;0,01;0;0;0,12;0,1;0,05;0,05
"531";177;2015;6;4,9316e+10;0,3;0,12;0,1;0,26;1,69;0;0,01;0;0;0,12;0,1;0,05;0,05
"532";178;2015;1;8,268e+09;1,66;0,08;0,06;0,37;NA;0,01;0,03;0;0;0,12;0,1;0;0,05
"533";178;2014;1;8,659e+09;1,57;0,11;0,07;0,25;NA;0,01;0,03;0;0;0,12;0,1;0;0,05
"534";178;2013;1;8,762e+09;0,45;0,1;0,07;0,19;NA;0,21;0,23;0;0;1;0;0;0,05
"535";179;2015;7;8,127e+10;0,45;0,05;0,03;0,07;0,29;0;0;0;0;0,17;0;0;0
"536";180;2013;2;4915880000;0,08;0,06;0,11;0,17;2,13;0,16;0,09;0,36;0,24;0,36;0;0;0
"537";180;2014;2;5455619000;0,07;0,06;0,12;0,17;2,44;0,03;0,01;0,03;0,03;0,1;0,1;0,05;0
"538";180;2015;2;6139831000;0,06;0,07;0,12;0,18;2,81;0,05;0,02;0,05;0,02;0,1;0,1;0,05;0
"539";181;2014;5;6138807000;0,19;0,04;0,08;0,17;1,77;0;0;0;0;0,12;0;0;0
"540";181;2013;5;5624636000;0,16;0,05;0,08;0,16;1,59;0;0;0;0;0;0;0;0
"541";181;2015;5;6504740000;0,16;0,05;0,08;0,17;1,91;0;0,06;0;0;0,12;0;0;0
"542";182;2013;4;1,2814e+10;0,66;0,06;0,02;0,04;1,46;0,5;0,27;0;0;1;0;0,05;0,05
"543";182;2015;4;1,1784e+10;0,57;0,1;0,05;0,08;1,32;0,05;0,06;0,04;0,11;0,14;0,1;0,05;0,05
"544";182;2014;4;1,2207e+10;0,54;0,14;0,06;0,1;1,71;0;0,05;0;0;0,14;0,1;0,05;0,05
"545";183;2015;2;5344371000;1,56;0,07;0,09;0,48;3,98;0,14;0,12;0,13;0,12;0,1;0,1;0,05;0,05
"546";183;2013;2;5357488000;1,12;0,11;0,16;0,64;4,2;0,86;0,61;0,68;0,67;0,27;0;0,05;0,05
"547";183;2014;2;5629516000;1,06;0,11;0,15;0,55;4,31;0,14;0,1;0,12;0,12;0,1;0,1;0,05;0,05
"548";184;2014;5;2,3466e+10;0,4;0,02;0,05;0,12;0,92;0,07;0,07;0,09;0,11;0,14;0,1;0,05;0,05
"549";184;2015;5;2,4705e+10;0,37;0,02;0,05;0,13;1,1;0,07;0,1;0,12;0,1;0,14;0,1;0,05;0,05
"550";184;2013;5;2,0735e+10;0,28;0,03;0,06;0,13;0,7;0,87;0,66;0;0,61;0,72;0;0,05;0
"551";185;2014;7;1,17532e+11;2,96;0,13;0,1;0,8;1,59;0,02;0,02;0,04;0,06;0,17;0,1;0,05;0,05
"552";185;2015;7;1,10495e+11;2,34;0,16;0,12;0,99;1,43;0,01;0,03;0,06;0,03;0,17;0,1;0,05;0,05
"553";185;2013;7;1,26223e+11;1,44;0,17;0,14;0,83;1,74;0,17;0,25;0,19;0,42;0,04;0,1;0,05;0,05
"554";186;2014;4;6,8279e+10;0,32;0,27;0,02;0,1;0,4;0;0;0;0;0,1;0;0;0
"555";186;2015;4;7,7987e+10;0,27;0,4;0,01;0,16;0,47;0;0,06;0;0;0,1;0;0;0
"556";186;2013;4;6,4818e+10;0,18;0,23;0,01;0,08;0,46;0;0;0;0;0,9;0;0;0
"557";187;2015;6;3,641e+10;3,17;-0,08;-0,03;-0,25;0,28;0;0;0;0;0,04;0;0;0
"558";187;2014;6;3,579e+10;2,13;-0,02;-0,01;-0,06;0,3;0;0;0;0;0,04;0;0;0
"559";187;2013;6;3,174e+10;1,53;0,05;0,04;0,19;0,25;0;0;0;0;0;0;0;0
"560";188;2014;5;3339640000;0,67;0,19;0,11;0,26;7,88;0;0,04;0,11;0,06;0,17;0;0,05;0
"561";188;2013;5;3019006000;0,55;0,09;0,04;0,09;4,53;0;0;0;0;0;0;0;0
"562";188;2015;5;3733548000;0,52;0,24;0,14;0,3;7,49;0,11;0,06;0,11;0,04;0,17;0;0,05;0
"563";189;2015;9;1007440000;3,62;0,01;0,01;0,17;20,04;0;0,06;0;0;0,17;0;0;0
"564";189;2013;9;629568000;-3,43;-0,23;-0,2;0,78;13,45;0;0;0;0;0,89;0;0;0
"565";189;2014;9;830069000;-8,27;-0,09;-0,07;0,35;15,85;0;0;0;0;0,17;0;0;0
"566";190;2015;7;1,03065e+11;0,33;0,21;0,12;0,2;1,58;0,08;0,08;0,07;0,07;0,13;0,1;0,05;0,05
"567";190;2013;7;9,2358e+10;0,23;0,18;0,11;0,18;1,34;0,56;0,59;0,57;0,26;0,06;0,1;0,05;0,05
"568";190;2014;7;9,1956e+10;0,22;0,21;0,13;0,2;1,88;0,08;0,07;0,06;0,03;0,13;0,1;0,05;0,05
"569";191;2015;7;3,833e+09;0,48;0,1;0,09;0,21;6,97;0,08;0,1;0,03;0,1;0,17;0;0;0
"570";191;2013;7;4,068e+09;0,22;0,21;0,17;0,29;4,92;0,43;0,6;0,3;0,33;0,55;0;0;0
"571";191;2014;7;5,038e+09;0,17;0,18;0,16;0,29;4,87;0;0,11;0;0;0,19;0;0;0
"572";192;2015;8;3,0587e+10;2,29;0,04;0,03;0,21;0,71;0,04;0,06;0,08;0,05;0,08;0,1;0,05;0
"573";192;2014;8;2,8684e+10;1,69;0,02;0,02;0,08;0,98;0;0,04;0,03;0;0,08;0,1;0,05;0,05
"574";192;2013;8;3,1528e+10;1,09;0,05;0,04;0,19;0,83;0,86;0,36;0;0;0,29;0;0,05;0,05
"575";193;2015;1;12585100000;0,82;0,06;0,04;0,24;0,87;0;0,05;0;0;0,1;0;0,05;0
"576";193;2014;1;12747200000;0,77;0,06;0,04;0,22;0,77;0;0;0;0;0,1;0;0,05;0
"577";193;2013;1;1,2905e+10;0,51;0,04;0,02;0,12;0,68;0;0;0;0;0,85;0;0,05;0
"578";194;2013;5;3950300000;0;0,3;0,17;0,19;NA;0;0;0;0;0,51;0;0;0
"579";194;2014;5;3959400000;0;0,2;0,11;0,13;NA;0;0;0;0;0,15;0;0;0
"580";194;2015;5;4907300000;0;0,25;0,13;0,15;NA;0;0,07;0;0;0,15;0;0;0
"581";195;2015;7;3723600000;0,18;0,14;0,1;0,28;NA;0;0,08;0;0;0,18;0;0;0
"582";195;2013;7;3740200000;0,01;0,2;0,14;0,54;0,84;0;0;0;0;0,08;0;0;0
"583";195;2014;7;3631500000;0,01;0,07;0,05;0,15;NA;0;0;0;0;0,18;0;0;0
"584";196;2015;6;1,5729e+10;1,32;0,14;0,12;0,37;2,31;0,07;0,05;0,08;0,06;0,1;0;0;0
"585";196;2014;6;1,7678e+10;0,88;0,2;0,15;0,37;2,17;0,06;0,06;0,08;0,05;0,1;0,1;0,05;0
"586";196;2013;6;1,9966e+10;0,29;0,12;0,09;0,17;1,76;0,39;0,3;0,47;0,39;0,51;0,1;0;0
"587";197;2015;4;25073200000;0,95;0,19;0,04;0,12;0,74;0;0,12;0,11;0,06;0,1;0,1;0,05;0,05
"588";197;2014;4;20462500000;0,81;0,19;0,05;0,12;1,13;0,11;0,06;0,1;0,07;0,1;0,1;0,05;0,05
"589";197;2013;4;19270500000;0,69;0,2;0,05;0,11;1,02;0,69;0,49;0,69;0,39;0,76;0;0,05;0,05
"590";198;2015;6;3636567000;0,77;0,07;0,12;0,33;2,49;0;0,09;0;0;0,08;0,1;0;0,05
"591";198;2014;6;3397117000;0,57;0,06;0,12;0,33;3,08;0;0,1;0;0;0,08;0,1;0;0,05
"592";198;2013;6;2819404000;0,45;0,06;0,13;0,36;3,39;0,26;0,49;0;0;1;0,1;0;0,05
"593";199;2015;1;3,1019e+10;0,58;0,03;0,04;0,11;0,81;0,12;0,07;0,12;0,05;0,09;0,1;0,05;0,05
"594";199;2013;1;3,0832e+10;0,5;0,04;0,05;0,14;0,96;0,38;0,3;0,57;0,28;0,89;0;0,05;0,05
"595";199;2014;1;3,1707e+10;0,46;0,03;0,04;0,1;1,04;0,09;0,09;0,1;0,02;0,09;0,1;0,05;0,05
"596";200;2015;5;1,33266e+11;0,28;0,18;0,12;0,22;1,98;0,12;0,12;0,11;0,08;0,13;0,1;0,05;0,05
"597";200;2014;5;1,31119e+11;0,27;0,14;0,12;0,22;2,11;0,11;0,12;0,11;0,06;0,13;0,1;0,05;0,05
"598";200;2013;5;1,32683e+11;0,25;0,19;0,11;0,2;1,82;0,72;0,69;0,74;0,46;0,05;0,1;0,05;0,05
"599";201;2015;7;8619200000;0,36;0,13;0,07;0,14;1,29;0,01;0,07;0,08;0,13;0,15;0;0,05;0,05
"600";201;2014;7;8403100000;0,27;-0,07;-0,04;-0,06;1,13;0,03;0,05;0,09;0,14;0,15;0,1;0,05;0,05
"601";201;2013;7;1,0326e+10;0,14;0,09;0,04;0,06;0,96;0,36;0,29;0,65;0,87;0,84;0,1;0,05;0,05
"602";202;2013;4;2,415689e+12;1,48;0,17;0,01;0,08;0,15;0,2;0,23;0,22;0,11;0,06;0;0,05;0,05
"603";202;2014;4;2,573126e+12;1,45;0,21;0,01;0,1;0,1;0,04;0,04;0,04;0,02;0,1;0,1;0,05;0,05
"604";202;2015;4;2,351698e+12;1,4;0,24;0,01;0,1;0,15;0,03;0,04;0,05;0,01;0,1;0,1;0,05;0,05
"605";203;2015;1;8,586e+09;1,99;0,05;0,07;0,3;1,65;0,14;0,1;0,1;0,11;0,11;0,1;0;0
"606";203;2014;1;9,269e+09;1,37;0,06;0,08;0,35;1,59;0,12;0,1;0;0,12;0,11;0,1;0;0
"607";203;2013;1;8,585e+09;1,36;0,06;0,09;0,38;1,43;0,66;0,48;0;0,71;0,44;0,1;0;0
"608";204;2015;2;1,5518e+10;2,19;0,03;0,02;0,14;2,19;0,06;0,06;0,09;0,09;0,1;0,1;0,05;0,05
"609";204;2013;2;1,5474e+10;1,79;0,12;0,12;0,62;1,88;0,33;0,24;0,63;0;0,18;0,1;0,05;0,05
"610";204;2014;2;1,5772e+10;1,76;0,12;0,11;0,49;1,99;0,05;0,06;0,09;0,09;0,1;0,1;0,05;0,05
"611";205;2015;4;9,5133e+10;0,97;0,2;0,01;0,08;0,21;0,01;0,03;0;0,02;0,1;0,1;0,05;0,05
"612";205;2014;4;9,3821e+10;0,77;0,21;0,01;0,09;0,18;0,01;0,03;0;0,01;0,1;0,1;0,05;0,05
"613";205;2013;4;9,2934e+10;0,76;0,21;0,01;0,09;0,16;0,04;0,15;0;0;0,89;0;0,05;0,05
"614";206;2015;4;11344171000;0,52;0,25;0,11;0,27;1,41;0,1;0,09;0,02;0,01;0,13;0,1;0;0,05
"615";206;2014;4;10285728000;0,5;0,06;0,03;0,07;1,41;0,12;0,08;0,01;0;0,13;0,1;0;0,05
"616";206;2013;4;9663630000;0,45;0,11;0,05;0,12;1,24;0,43;0,32;0,04;0,08;0,48;0,1;0;0
"617";207;2015;7;4572516000;1,07;0,71;0,08;0,17;2,44;0;0,1;0;0;0,13;0;0;0
"618";207;2014;7;4987366000;0,97;0,37;0,04;0,08;2,34;0;0,13;0;0;0,13;0;0;0
"619";207;2013;7;5440734000;0,91;0,19;0,02;0,04;1,45;0,66;0,67;0;0;1;0;0;0
"620";208;2015;2;1,4842e+10;8,57;0,19;0,11;3,65;3,57;0,03;0,02;0,02;0,01;0,11;0,1;0,05;0,05
"621";208;2014;2;1,5526e+10;5,33;0,15;0,08;0,15;3,12;0,02;0,03;0,03;0,01;0,11;0,1;0;0,05
"622";208;2013;2;1,8919e+10;0,21;0,2;0,1;0,16;2,26;0,11;0,14;0,06;0,05;0,5;0,1;0;0,05
"623";209;2014;3;8,3198e+10;7,72;0,08;0,08;0,43;1,6;0;0;0;0;0,05;0;0;0
"624";209;2015;3;8,4104e+10;1,21;0,05;0,07;0,01;0,91;0;0,01;0;0;0,05;0;0;0
"625";209;2013;3;7,5185e+10;1,11;0,1;0,11;0,46;0,97;0;0;0;0;0,38;0;0;0
"626";210;2013;1;11303875000;2,59;0,08;0,02;0,09;1,43;0;0;0;0;0;0;0;0
"627";210;2015;1;14381165000;1,21;0,02;0;0,01;1,36;0;0,08;0;0;0,1;0;0;0
"628";210;2014;1;12843406000;1,18;0,06;0,01;0,06;1,45;0;0;0;0;0,1;0;0;0
"629";211;2015;2;9,0093e+10;3,54;0,04;0,05;0,2;2,31;0,01;0,03;0,1;0,12;0,07;0,1;0,05;0,05
"630";211;2014;2;9,2023e+10;2,69;0,04;0,05;0,17;2,2;0,09;0,11;0,09;0,1;0,07;0,1;0,05;0,05
"631";211;2013;2;9,0055e+10;2,15;0,04;0,05;0,16;2,19;0,79;0,42;0,11;0;0,04;0,1;0,05;0,05
"632";212;2014;2;3,0222e+10;1,11;0,17;0,08;0,27;NA;0,08;0;0;0;0,13;0,1;0,05;0
"633";212;2013;2;2,548e+10;0,63;0,15;0,08;0,22;NA;0,53;0,17;0;0;0,78;0;0,05;0
"634";212;2015;2;3,1907e+10;0,45;0,19;0,11;0,28;NA;0,1;0,03;0;0;0,13;0,1;0,05;0
"635";213;2014;1;1,5047e+10;1,83;0,02;0,06;0,32;0,76;0,08;0,04;0,02;0,06;0,11;0,1;0,05;0,05
"636";213;2013;1;1,5245e+10;1,43;0,02;0,06;0,33;0,84;0,28;0,25;0,25;0,43;0,37;0,1;0,05;0,05
"637";213;2015;1;1,4898e+10;1,43;0,02;0,06;0,35;0,63;0,1;0,06;0;0,06;0,11;0,1;0,05;0,05
"638";214;2015;6;8,341e+09;0,33;0,04;0,05;0,13;1,24;0;0,01;0;0;0,18;0;0;0
"639";214;2013;6;7435400000;0,33;0,05;0,07;0,16;2,06;0;0;0;0;0;0;0;0
"640";214;2014;6;8,091e+09;0,32;0,04;0,06;0,14;1,94;0;0;0;0;0,18;0;0;0
"641";215;2013;4;7,9939e+10;0,55;0,15;0,05;0,11;0,24;0;0;0;0;0,38;0,1;0;0
"642";215;2015;4;7,6029e+10;0,52;0,2;0,06;0,12;0,14;0;0,03;0;0;0,12;0,1;0;0
"643";215;2014;4;7,8367e+10;0,49;0,19;0,07;0,14;0,16;0;0;0;0;0,12;0,1;0;0
"644";216;2013;1;6,636e+09;-6,07;0,09;0,14;-0,98;3,33;0,15;0,16;0;0;0,2;0,1;0;0,05
"645";216;2015;1;7,969e+09;-8,76;0,07;0,11;-2,54;4;0;0,06;0;0;0,11;0,1;0;0,05
"646";216;2014;1;7,149e+09;-11,46;0,1;0,16;-1,77;3,47;0;0,04;0;0;0,1;0,1;0;0,05
"647";217;2015;5;14221700000;1,21;0,05;0,03;0,09;1,24;0;0,04;0;0;0,14;0;0;0
"648";217;2013;5;6965900000;1,16;0,1;0,09;0,22;1,44;0;0;0;0;0,89;0;0;0
"649";217;2014;5;7301800000;0,95;0,09;0,07;0,19;1,51;0;0;0;0;0,14;0;0;0
"650";218;2014;6;1,3836e+10;0,75;0,05;0,05;0,11;0,82;0;0;0;0;0,02;0;0;0,05
"651";218;2015;6;1,2085e+10;0,72;-0,03;-0,02;-0,05;0,92;0;0,04;0;0;0,08;0;0;0,05
"652";218;2013;6;1,3988e+10;0,61;0,06;0,05;0,13;0,77;0;0;0;0;0;0;0;0
"653";219;2013;7;2271498000;0,93;0,32;0,2;0,41;NA;0,39;0,33;0;0;1;0;0;0
"654";219;2015;7;1896965000;0,89;0,35;0,28;0,33;NA;0;0,05;0;0;0,13;0;0;0
"655";219;2014;7;1728548000;0,82;0,35;0,27;0,37;NA;0;0,04;0;0;0,13;0;0;0
"656";220;2015;5;35568900000;0,55;0,12;0,07;0,16;2,72;0,03;0,03;0,04;0,02;0,14;0,1;0,05;0,05
"657";220;2014;5;37178200000;0,35;0,12;0,07;0,14;2,2;0,12;0,03;0;0;0,14;0,1;0,05;0,05
"658";220;2013;5;35248700000;0,24;0,2;0,14;0,29;1,62;0,27;0,18;0,3;0,35;0,19;0;0,05;0,05
"659";221;2015;6;4,9128e+10;4,62;0,08;0,09;1,11;1,62;0,08;0,09;0,08;0,11;0,08;0,1;0,05;0,05
"660";221;2014;6;3,7073e+10;1,81;0,08;0,1;0,85;1,78;0,08;0,09;0,06;0,13;0,05;0,1;0,05;0,05
"661";221;2013;6;3,6188e+10;1,25;0,07;0,08;1,2;1,43;0,49;0,56;0,63;0,87;0;0,1;0,05;0,05
"662";222;2015;4;2,51937e+11;0,41;0,09;0;0,08;0,08;0,03;0,08;0,04;0,01;0,16;0,1;0;0
"663";222;2013;4;2,36945e+11;0,4;0,1;0,01;0,09;0,08;0;0;0;0;0,82;0;0;0
"664";222;2014;4;2,53377e+11;0,33;0,11;0,01;0,1;0,08;0,03;0,07;0;0;0,16;0,1;0;0
"665";223;2013;3;9,673e+09;36,6;-1,9;-0,07;-1,47;1,6;0;0;0;0;0,76;0;0;0
"666";223;2015;3;1,881e+10;-18,4;-3,6;-0,06;2,17;1,28;0;0,01;0;0;0,01;0;0;0
"667";223;2014;3;1,257e+10;-59,73;-2,04;-0,05;3,55;1,94;0;0;0;0;0,01;0;0;0
"668";224;2015;1;3,3655e+10;1,38;0,05;0,09;0,33;2,35;0;0,01;0;0,02;0,1;0;0;0
