Companies;YearFinancialIndicator;Industry;Asset;DebtRatio;NetMargin;ROA;ROE;TobinsQ;EnergyProductivity;CarbonProductivity;WaterProductivity;WasteProductivity;GreenReputation;SustainabilityPayLink;SustainableThemedCommitment;AuditScore
350;2015;1;29110000000,00;0,53;0,15;0,06;0,13;1,29;0,00;0,02;0,03;0,00;0,12;0,10;0,05;0,05
350;2014;1;30600000000,00;0,46;0,01;0,00;0,01;1,33;0,00;0,03;0,00;0,00;0,13;0,10;0,05;0,05
350;2013;1;32440000000,00;0,36;0,16;0,06;0,12;1,21;0,21;0,19;0,00;0,00;0,68;0,00;0,05;0,05
351;2013;1;1473014000,00;0,35;0,22;0,14;0,25;7,94;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
351;2014;1;1959000000,00;0,23;0,18;0,12;0,22;5,43;0,00;0,00;0,00;0,00;0,13;0,00;0,00;0,00
351;2015;1;2128000000,00;0,14;0,13;0,09;0,15;5,65;0,00;0,04;0,00;0,00;0,13;0,00;0,00;0,00
352;2013;4;5033100000,00;0,00;0,30;0,21;0,23;;0,37;0,38;0,00;0,00;0,52;0,00;0,00;0,05
352;2014;4;5644400000,00;0,00;0,31;0,22;0,23;;0,06;0,04;0,06;0,09;0,10;0,00;0,00;0,05
352;2015;4;5106900000,00;0,00;0,29;0,22;0,25;;0,09;0,05;0,02;0,09;0,10;0,00;0,00;0,05
353;2015;4;100184000000,00;0,27;0,13;0,03;0,14;0,28;0,00;0,04;0,00;0,00;0,16;0,10;0,05;0,00
353;2014;4;103078000000,00;0,26;0,13;0,04;0,15;0,29;0,00;0,02;0,00;0,00;0,16;0,10;0,05;0,00
353;2013;4;103812000000,00;0,25;0,14;0,04;0,15;0,27;0,46;0,22;0,00;0,00;0,45;0,10;0,05;0,00
354;2015;1;2370826000,00;0,16;0,07;0,17;0,30;4,58;0,00;0,06;0,00;0,00;0,10;0,00;0,00;0,00
354;2014;1;2034571000,00;0,00;0,06;0,18;0,30;4,95;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00
354;2013;1;1903391000,00;0,00;0,06;0,17;0,29;5,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
355;2014;1;5849251000,00;1,99;-0,09;-0,06;-0,32;4,93;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00
355;2015;1;8092460000,00;1,87;-0,22;-0,13;-0,90;3,92;0,00;0,05;0,00;0,00;0,16;0,00;0,00;0,00
355;2013;1;2416930000,00;0,90;-0,04;-0,04;-0,15;7,66;0,00;0,00;0,00;0,00;0,39;0,00;0,00;0,00
356;2014;2;23758000000,00;0,76;0,02;0,05;0,12;0,84;0,00;0,03;0,03;0,00;0,10;0,00;0,00;0,00
356;2015;2;23004000000,00;0,62;0,03;0,05;0,13;1,00;0,06;0,04;0,02;0,00;0,10;0,00;0,00;0,00
356;2013;2;11844000000,00;0,30;0,02;0,07;0,14;0,90;0,00;0,12;0,28;0,00;0,35;0,00;0,00;0,00
357;2013;1;48273000000,00;3,35;0,09;0,04;0,29;;0,00;0,00;0,00;0,00;0,41;0,00;0,00;0,00
357;2014;1;48501000000,00;2,83;0,09;0,04;0,27;;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,05
357;2015;1;49277000000,00;2,50;0,08;0,04;0,21;;0,00;0,02;0,00;0,00;0,16;0,00;0,00;0,05
358;2015;1;63848000000,00;1,00;0,14;0,06;0,16;1,10;0,00;0,02;0,00;0,00;0,16;0,00;0,00;0,05
358;2014;1;63259000000,00;0,87;0,14;0,06;0,14;1,40;0,00;0,09;0,00;0,00;0,16;0,00;0,05;0,00
358;2013;1;67994000000,00;0,67;0,12;0,06;0,12;1,15;0,73;0,59;0,00;0,00;0,72;0,00;0,05;0,00
359;2013;7;18938000000,00;0,38;0,17;0,11;0,19;2,45;0,27;0,17;0,27;0,58;0,86;0,00;0,05;0,00
359;2014;7;17722000000,00;0,35;0,21;0,16;0,26;3,16;0,04;0,02;0,06;0,08;0,10;0,00;0,05;0,00
359;2015;7;16230000000,00;0,31;0,23;0,18;0,29;3,33;0,05;0,02;0,04;0,08;0,13;0,00;0,05;0,00
360;2014;6;14739000000,00;0,78;0,04;0,04;0,12;0,89;0,02;0,02;0,02;0,11;0,07;0,10;0,05;0,00
360;2013;6;12944000000,00;0,73;0,04;0,04;0,14;0,84;0,36;0,27;0,35;0,70;0,40;0,10;0,05;0,00
360;2015;6;14898000000,00;0,72;0,05;0,05;0,15;0,82;0,02;0,02;0,04;0,11;0,08;0,10;0,05;0,00
361;2015;1;2868900000,00;0,21;0,07;0,08;0,16;;0,00;0,02;0,00;0,00;0,12;0,00;0,00;0,00
361;2014;1;2095083000,00;0,19;0,08;0,11;0,17;;0,00;0,00;0,00;0,00;0,12;0,00;0,00;0,00
361;2013;1;1577741000,00;0,05;0,08;0,12;0,17;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
362;2014;6;37353000000,00;4,46;0,03;0,03;0,37;1,09;0,09;0,10;0,03;0,04;0,10;0,10;0,05;0,05
362;2013;6;36812000000,00;3,66;0,01;0,02;0,38;0,74;0,11;0,28;0,00;0,51;0,74;0,00;0,05;0,05
362;2015;6;40861000000,00;1,16;0,19;0,18;1,29;0,86;0,11;0,12;0,04;0,02;0,10;0,10;0,05;0,05
363;2015;5;9634113000,00;1,37;0,06;0,06;0,17;1,51;0,00;0,01;0,00;0,00;0,14;0,00;0,00;0,00
363;2013;5;8311723000,00;0,86;0,07;0,06;0,15;1,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
363;2014;5;8974443000,00;0,80;0,08;0,07;0,17;1,53;0,00;0,00;0,00;0,00;0,14;0,00;0,00;0,00
364;2015;5;111383000000,00;0,75;0,04;0,06;0,18;1,34;0,10;0,11;0,13;0,14;0,14;0,00;0,05;0,05
364;2014;5;86382000000,00;0,49;0,04;0,07;0,17;1,38;0,13;0,13;0,13;0,11;0,14;0,00;0,05;0,05
364;2013;5;81882000000,00;0,46;0,05;0,07;0,18;1,18;0,77;0,91;0,00;0,00;0,76;0,00;0,05;0,05
365;2014;4;62497100000,00;0,31;0,04;0,01;0,05;0,14;0,02;0,03;0,03;0,08;0,16;0,10;0,00;0,05
365;2013;4;59403600000,00;0,30;0,08;0,01;0,10;0,15;0,29;0,23;0,15;0,17;0,87;0,10;0,00;0,05
365;2015;4;60589700000,00;0,29;0,08;0,01;0,10;0,14;0,01;0,03;0,03;0,06;0,16;0,10;0,00;0,05
366;2015;6;38311000000,00;5,80;0,08;0,13;2,10;2,46;0,02;0,04;0,06;0,08;0,13;0,10;0,00;0,05
366;2014;6;35471000000,00;5,04;0,05;0,08;0,62;3,05;0,03;0,04;0,05;0,15;0,13;0,10;0,00;0,05
366;2013;6;36212000000,00;1,68;0,08;0,12;0,98;2,81;0,34;0,57;0,55;0,61;0,34;0,10;0,00;0,05
367;2014;4;402529000000,00;0,83;0,28;0,02;0,15;0,34;0,03;0,03;0,00;0,00;0,10;0,10;0,05;0,00
367;2015;4;421853000000,00;0,79;0,28;0,01;0,14;0,31;0,04;0,03;0,00;0,00;0,10;0,10;0,05;0,00
367;2013;4;364021000000,00;0,55;0,29;0,02;0,16;0,32;0,14;0,16;0,00;0,00;0,35;0,10;0,05;0,00
368;2015;6;87484000000,00;0,83;0,09;0,06;0,21;1,10;0,00;0,04;0,06;0,05;0,11;0,10;0,05;0,05
368;2014;6;91289000000,00;0,71;0,14;0,08;0,26;1,25;0,00;0,03;0,05;0,03;0,12;0,10;0,05;0,05
368;2013;6;90594000000,00;0,57;0,10;0,07;0,19;1,30;0,72;0,38;0,74;0,43;0,31;0,10;0,05;0,05
369;2015;7;54977000000,00;0,54;0,48;0,15;0,23;3,32;0,00;0,11;0,00;0,00;0,10;0,10;0,00;0,00
369;2013;7;36248000000,00;0,00;0,42;0,14;0,19;3,79;0,13;0,73;0,00;0,00;0,18;0,00;0,00;0,00
369;2014;7;38884000000,00;0,00;0,43;0,15;0,20;4,05;0,03;0,13;0,00;0,00;0,10;0,10;0,00;0,00
370;2015;1;10651922000,00;0,26;0,08;0,10;0,20;2,67;0,00;0,04;0,00;0,00;0,12;0,10;0,05;0,05
370;2014;1;10815876000,00;0,24;0,11;0,13;0,22;3,18;0,02;0,04;0,01;0,02;0,12;0,10;0,05;0,05
370;2013;1;10315443000,00;0,23;0,11;0,12;0,22;2,58;0,57;0,36;0,00;0,00;0,31;0,10;0,05;0,05
371;2014;1;23416000000,00;3,92;0,17;0,10;0,60;1,81;0,11;0,12;0,04;0,02;0,16;0,10;0,00;0,00
371;2015;1;22362000000,00;3,11;0,14;0,08;0,60;1,28;0,09;0,11;0,13;0,03;0,16;0,10;0,00;0,05
371;2013;1;22778000000,00;2,47;0,18;0,11;0,42;1,60;0,37;0,39;0,34;0,09;0,70;0,10;0,00;0,00
372;2015;3;44343000000,00;0,35;0,05;0,09;0,19;;0,00;0,09;0,00;0,00;0,02;0,00;0,05;0,00
372;2013;3;47260000000,00;0,32;0,02;0,06;0,15;;0,00;0,00;0,00;0,00;0,47;0,00;0,05;0,00
372;2014;3;45550000000,00;0,28;0,03;0,08;0,18;;0,00;0,00;0,00;0,00;0,02;0,00;0,05;0,00
373;2015;7;15750000000,00;0,20;0,15;0,06;0,12;1,28;0,00;0,02;0,00;0,00;0,19;0,00;0,00;0,00
373;2013;7;12330000000,00;0,08;0,16;0,08;0,14;2,81;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
373;2014;7;15220000000,00;0,07;0,19;0,09;0,16;2,11;0,00;0,00;0,00;0,00;0,19;0,00;0,00;0,00
374;2015;4;21143293000,00;2,05;0,27;0,04;0,13;1,18;0,02;0,02;0,06;0,08;0,14;0,00;0,00;0,05
374;2014;4;21248320000,00;1,99;0,30;0,04;0,15;1,19;0,03;0,02;0,04;0,10;0,14;0,00;0,00;0,05
374;2013;4;20097224000,00;1,82;0,14;0,02;0,07;1,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
375;2014;6;2345330000,00;5,22;0,23;0,15;0,72;4,95;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00
375;2013;6;2504451000,00;2,32;0,22;0,14;0,80;4,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
375;2015;6;5615927000,00;1,67;0,25;0,10;0,48;2,89;0,00;0,01;0,00;0,00;0,16;0,00;0,00;0,00
376;2015;5;2498875000,00;0,79;-0,54;-0,23;-0,60;12,13;0,00;0,01;0,00;0,00;0,17;0,00;0,00;0,00
376;2014;5;2334679000,00;0,74;-1,27;-0,33;-0,64;11,92;0,00;0,00;0,00;0,00;0,17;0,00;0,00;0,00
376;2013;5;2319041000,00;0,36;-0,37;-0,18;-0,38;6,98;0,00;0,00;0,00;0,00;0,91;0,00;0,00;0,00
377;2014;4;21226171000,00;1,25;0,15;0,02;0,06;1,46;0,00;0,06;0,00;0,00;0,15;0,10;0,05;0,05
377;2015;4;22261918000,00;1,17;0,13;0,02;0,04;1,40;0,00;0,03;0,00;0,00;0,15;0,10;0,05;0,05
377;2013;4;19731494000,00;1,06;0,16;0,02;0,05;1,28;0,00;0,17;0,00;0,00;0,89;0,00;0,00;0,00
378;2014;10;232708000000,00;8,99;0,08;0,04;0,68;1,30;0,10;0,06;0,00;0,00;0,16;0,10;0,05;0,05
378;2015;10;244640000000,00;6,31;0,14;0,07;1,24;1,25;0,10;0,06;0,02;0,00;0,16;0,10;0,05;0,05
378;2013;10;274098000000,00;2,31;0,10;0,05;0,33;0,68;0,58;0,41;0,00;0,00;0,28;0,00;0,05;0,05
379;2015;5;4268677000,00;0,74;0,23;0,12;0,24;2,29;0,00;0,04;0,00;0,00;0,15;0,00;0,00;0,00
379;2014;5;3877934000,00;0,67;0,03;0,05;0,10;2,16;0,00;0,06;0,00;0,00;0,15;0,00;0,00;0,00
379;2013;5;3582629000,00;0,22;0,04;0,08;0,14;2,12;0,92;0,52;0,00;0,00;1,00;0,00;0,00;0,00
380;2014;2;48612000000,00;0,73;0,23;0,12;0,24;1,34;0,00;0,06;0,00;0,00;0,14;0,10;0,00;0,00
380;2015;2;48612000000,00;0,71;0,25;0,16;0,35;1,47;0,08;0,08;0,00;0,00;0,14;0,00;0,00;0,00
380;2013;2;36481000000,00;0,65;0,22;0,12;0,23;1,59;0,58;0,53;0,67;0,00;0,60;0,10;0,00;0,00
381;2015;7;2350000000,00;0,44;-0,31;-0,11;-0,21;5,68;0,00;0,07;0,00;0,00;0,19;0,10;0,00;0,00
381;2014;7;2176000000,00;0,40;-0,37;-0,11;-0,19;7,56;0,00;0,00;0,00;0,00;0,19;0,10;0,00;0,00
381;2013;7;959080000000,00;0,02;-0,44;-0,20;-0,24;8,18;0,22;0,19;0,00;0,00;0,50;0,10;0,00;0,00
382;2014;7;15652000000,00;0,25;0,10;0,10;0,18;1,49;0,01;0,00;0,03;0,13;0,11;0,00;0,05;0,00
382;2015;7;15261000000,00;0,23;0,09;0,09;0,14;0,66;0,10;0,01;0,01;0,05;0,11;0,00;0,05;0,00
382;2013;7;15282000000,00;0,19;0,07;0,07;0,13;1,17;0,64;0,31;0,20;0,00;1,00;0,00;0,05;0,00
383;2015;4;1787632000000,00;1,17;0,26;0,01;0,13;0,34;0,03;0,03;0,01;0,01;0,10;0,10;0,05;0,05
383;2014;4;1687155000000,00;1,11;0,26;0,01;0,13;0,30;0,02;0,03;0,01;0,02;0,10;0,10;0,05;0,05
383;2013;4;1527015000000,00;0,99;0,25;0,01;0,14;0,27;0,10;0,21;0,00;0,00;0,28;0,10;0,05;0,05
384;2015;2;5741000000,00;0,02;0,03;0,09;0,14;;0,00;0,04;0,00;0,00;0,13;0,10;0,05;0,00
384;2014;2;5744000000,00;0,02;0,04;0,10;0,15;;0,09;0,02;0,05;0,02;0,13;0,10;0,05;0,00
384;2013;2;5538000000,00;0,01;0,04;0,10;0,15;;0,55;0,18;0,00;0,00;0,43;0,00;0,05;0,00
385;2014;1;20002000000,00;0,74;0,03;0,04;0,13;0,95;0,05;0,05;0,07;0,06;0,15;0,10;0,05;0,00
385;2015;1;19010000000,00;0,73;0,04;0,04;0,16;0,82;0,00;0,06;0,00;0,00;0,15;0,10;0,05;0,00
385;2013;1;15544000000,00;0,37;0,04;0,05;0,18;0,88;0,14;0,25;0,30;0,38;0,24;0,00;0,00;0,00
386;2014;6;21412000000,00;1,63;0,06;0,04;0,14;1,50;0,00;0,02;0,00;0,00;0,15;0,10;0,05;0,05
386;2015;6;20419000000,00;1,44;0,06;0,04;0,13;1,61;0,00;0,02;0,00;0,00;0,13;0,10;0,05;0,05
386;2013;6;22603000000,00;1,42;0,09;0,06;0,23;1,35;0,42;0,07;0,60;0,00;0,51;0,10;0,05;0,05
387;2015;3;49020000000,00;3,87;-0,08;-0,01;-0,08;0,90;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,05
387;2014;3;50460000000,00;2,38;0,28;0,05;0,31;1,09;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,05
387;2013;3;27140000000,00;2,33;0,06;0,02;0,09;1,40;0,00;0,00;0,00;0,00;0,52;0,00;0,00;0,00
388;2013;2;209876000000,00;0,61;0,04;0,08;0,24;1,43;0,31;0,46;0,49;0,00;0,01;0,00;0,05;0,05
388;2014;2;207889000000,00;0,56;0,03;0,08;0,21;1,41;0,00;0,07;0,00;0,00;0,12;0,10;0,05;0,05
388;2015;2;205144000000,00;0,56;0,03;0,07;0,19;1,11;0,00;0,06;0,00;0,00;0,12;0,10;0,05;0,05
389;2013;7;10121300000,00;3,81;0,14;0,08;0,80;1,26;0,00;0,00;0,00;0,00;0,62;0,00;0,05;0,00
389;2014;7;9890400000,00;2,86;0,15;0,09;0,74;1,25;0,12;0,00;0,13;0,00;0,10;0,10;0,05;0,00
389;2015;7;9458900000,00;2,30;0,15;0,08;0,62;1,27;0,00;0,06;0,00;0,00;0,10;0,10;0,05;0,00
390;2015;4;12486000000,00;1,11;0,07;0,04;0,09;1,44;0,01;0,02;0,03;0,03;0,14;0,10;0,05;0,05
390;2014;4;13457000000,00;1,02;0,24;0,13;0,28;1,69;0,01;0,03;0,03;0,05;0,14;0,10;0,05;0,05
390;2013;4;14498000000,00;0,80;0,07;0,04;0,10;1,55;0,08;0,19;0,17;0,35;0,22;0,10;0,05;0,05
391;2015;1;9716000000,00;5,22;0,22;0,06;0,60;1,40;0,08;0,09;0,05;0,04;0,12;0,10;0,05;0,05
391;2014;1;9679000000,00;3,82;0,10;0,05;0,37;1,57;0,06;0,08;0,04;0,02;0,12;0,10;0,05;0,05
391;2013;1;9741000000,00;2,84;0,09;0,04;0,26;1,43;0,39;0,62;0,36;0,20;0,91;0,10;0,05;0,05
392;2015;3;5243286000,00;0,53;-1,66;-0,36;-0,66;1,97;0,00;0,02;0,00;0,00;0,01;0,00;0,00;0,00
392;2014;3;8725293000,00;0,33;0,21;0,06;0,11;1,22;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00
392;2013;3;7253135000,00;0,23;0,28;0,08;0,15;1,42;0,00;0,00;0,00;0,00;0,87;0,00;0,00;0,00
393;2015;11;39053535000,00;1,18;0,09;0,03;0,09;0,82;0,02;0,04;0,00;0,02;0,11;0,10;0,05;0,05
393;2013;11;33907490000,00;1,14;0,09;0,03;0,10;0,75;0,11;0,16;0,00;0,15;0,57;0,10;0,05;0,05
393;2014;11;36957884000,00;1,13;0,09;0,03;0,10;0,82;0,02;0,04;0,00;0,02;0,11;0,10;0,05;0,05
394;2015;7;4890350000,00;0,38;0,26;0,12;0,22;2,04;0,00;0,12;0,00;0,00;0,13;0,10;0,05;0,00
394;2014;7;4915204000,00;0,37;0,28;0,13;0,24;1,97;0,00;0,10;0,00;0,00;0,13;0,10;0,05;0,00
394;2013;7;5001801000,00;0,31;0,26;0,12;0,21;2,14;0,70;0,61;0,00;0,00;1,00;0,00;0,05;0,00
395;2015;3;336758000000,00;0,12;0,06;0,05;0,09;0,99;0,06;0,09;0,09;0,13;0,02;0,10;0,05;0,05
395;2014;3;349493000000,00;0,07;0,08;0,09;0,18;1,18;0,05;0,08;0,10;0,14;0,02;0,10;0,05;0,05
395;2013;3;346808000000,00;0,04;0,08;0,09;0,19;1,32;0,29;0,50;0,56;0,41;0,04;0,10;0,05;0,05
396;2014;7;27658000000,00;0,70;0,03;0,02;0,05;0,51;0,04;0,07;0,07;0,03;0,16;0,10;0,05;0,05
396;2015;7;24817000000,00;0,65;0,05;0,04;0,10;0,47;0,05;0,07;0,07;0,07;0,16;0,10;0,05;0,05
396;2013;7;29036000000,00;0,59;0,05;0,03;0,08;0,49;0,31;0,37;0,34;0,04;0,84;0,10;0,05;0,00
397;2013;7;16804959000,00;0,09;0,29;0,08;0,10;;0,00;0,02;0,00;0,00;0,80;0,00;0,00;0,05
397;2014;7;61960344000,00;0,06;1,63;0,20;0,30;;0,00;0,03;0,00;0,00;0,18;0,10;0,00;0,05
397;2015;7;45203966000,00;0,04;1,53;-0,09;-0,14;;0,00;0,03;0,00;0,00;0,18;0,10;0,00;0,05
398;2015;1;8075000000,00;3,35;0,10;0,16;0,86;3,28;0,06;0,06;0,00;0,00;0,10;0,10;0,00;0,05
398;2014;1;8345000000,00;1,99;0,08;0,12;0,49;3,19;0,05;0,05;0,00;0,00;0,10;0,10;0,00;0,05
398;2013;1;8695000000,00;1,35;0,08;0,12;0,49;3,17;0,29;0,32;0,00;0,00;0,25;0,00;0,00;0,05
399;2015;5;27219500000,00;1,18;0,02;0,01;0,02;1,03;0,00;0,09;0,00;0,00;0,15;0,00;0,00;0,00
399;2013;5;9580600000,00;0,27;0,16;0,08;0,13;1,50;0,94;0,51;0,00;0,00;0,64;0,00;0,00;0,00
399;2014;5;9634700000,00;0,23;0,15;0,08;0,11;1,80;0,00;0,10;0,00;0,00;0,15;0,00;0,00;0,00
