Companies;YearFinancialIndicator;Industry;Asset;DebtRatio;NetMargin;ROA;ROE;TobinsQ;EnergyProductivity;CarbonProductivity;WaterProductivity;WasteProductivity;GreenReputation;SustainabilityPayLink;SustainableThemedCommitment;AuditScore
138;2015;7;10356695000,00;2,03;0,07;0,02;0,09;2,07;0,00;0,10;0,00;0,00;0,15;0,00;0,00;0,00
138;2013;7;7492359000,00;1,70;0,04;0,01;0,04;1,55;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
139;2015;4;23157328000,00;1,05;0,31;0,04;0,08;1,78;0,00;0,02;0,00;0,00;0,14;0,00;0,00;0,00
139;2014;4;22950614000,00;1,05;0,24;0,03;0,06;1,62;0,00;0,00;0,00;0,00;0,14;0,00;0,00;0,00
139;2013;4;22834545000,00;1,03;0,76;0,08;0,18;1,08;0,00;0,00;0,00;0,00;0,48;0,00;0,00;0,00
140;2013;3;9792053000,00;0,62;0,21;0,05;0,10;1,59;0,03;0,00;0,30;0,00;0,75;0,00;0,05;0,00
140;2014;3;12064900000,00;0,62;0,16;0,05;0,09;1,10;0,00;0,02;0,03;0,00;0,02;0,00;0,05;0,00
140;2015;3;13976172000,00;0,55;0,04;0,01;0,02;0,66;0,00;0,03;0,00;0,00;0,02;0,00;0,05;0,00
141;2015;5;53243300000,00;0,80;0,02;0,05;0,14;1,47;0,00;0,00;0,00;0,00;0,14;0,10;0,00;0,00
141;2013;5;53548200000,00;0,57;0,02;0,03;0,08;1,33;0,00;0,00;0,00;0,00;0,38;0,00;0,00;0,00
141;2014;5;53798900000,00;0,55;0,02;0,04;0,10;1,47;0,00;0,00;0,00;0,00;0,14;0,10;0,00;0,00
142;2014;3;62520000000,00;1,52;0,01;0,01;0,05;0,80;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00
142;2013;3;43700000000,00;1,43;0,00;0,00;-0,01;0,85;0,00;0,00;0,00;0,00;0,71;0,00;0,00;0,00
142;2015;3;65170000000,00;1,38;0,00;0,00;0,00;0,76;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00
143;2015;11;44647681000,00;1,42;-0,02;0,00;-0,02;0,54;0,00;0,07;0,00;0,00;0,12;0,10;0,05;0,05
143;2013;11;43406446000,00;1,26;0,06;0,02;0,08;0,54;0,55;0,21;0,03;0,00;0,60;0,00;0,05;0,05
143;2014;11;46527854000,00;1,25;0,08;0,02;0,09;0,59;0,00;0,04;0,00;0,00;0,12;0,10;0,05;0,05
144;2015;11;95384000000,00;1,10;0,08;0,00;0,09;0,46;0,10;0,11;0,05;0,09;0,12;0,10;0,05;0,05
144;2014;11;86814000000,00;0,97;0,06;0,02;0,07;0,56;0,06;0,07;0,02;0,13;0,12;0,10;0,05;0,05
144;2013;11;79924000000,00;0,80;0,07;0,02;0,08;0,49;0,12;0,41;0,05;0,72;0,67;0,10;0,05;0,05
145;2014;1;9020538000,00;0,98;0,07;0,04;0,21;1,54;0,00;0,14;0,00;0,00;0,13;0,00;0,00;0,00
145;2015;1;15503812000,00;0,66;0,11;0,06;0,28;1,60;0,00;0,05;0,00;0,00;0,13;0,00;0,00;0,00
145;2013;1;7739481000,00;0,58;0,05;0,03;0,11;1,47;0,97;0,79;0,00;0,00;1,00;0,00;0,00;0,00
146;2015;4;6071407000,00;1,69;0,24;0,04;0,09;2,38;0,00;0,04;0,00;0,00;0,15;0,00;0,00;0,00
146;2014;4;4402107000,00;1,36;0,27;0,04;0,10;2,08;0,00;0,00;0,00;0,00;0,15;0,00;0,00;0,00
146;2013;4;3977140000,00;1,11;0,33;0,05;0,11;1,68;0,00;0,00;0,00;0,00;0,48;0,00;0,00;0,00
147;2014;1;208527000000,00;4,80;0,02;0,02;0,12;0,42;0,06;0,05;0,08;0,07;0,07;0,10;0,05;0,05
147;2015;1;224925000000,00;4,64;0,05;0,03;0,27;0,56;0,04;0,04;0,08;0,10;0,07;0,10;0,05;0,05
147;2013;1;202026000000,00;4,35;0,05;0,04;0,34;0,40;0,57;0,35;0,70;0,65;0,06;0,10;0,05;0,00
148;2015;6;2532462000,00;0,17;0,13;0,21;0,29;4,28;0,00;0,01;0,00;0,00;0,10;0,00;0,00;0,00
148;2013;6;2075784000,00;0,00;0,13;0,22;0,26;6,23;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
148;2014;6;2359102000,00;0,00;0,13;0,22;0,26;5,45;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00
149;2013;7;17895000000,00;0,02;0,19;0,09;0,11;7,61;0,03;0,13;0,00;0,00;0,15;0,00;0,00;0,00
149;2014;7;40184000000,00;0,00;0,23;0,11;0,13;;0,05;0,04;0,00;0,00;0,18;0,00;0,00;0,00
149;2015;7;49407000000,00;0,00;0,20;0,08;0,09;;0,00;0,06;0,00;0,00;0,18;0,00;0,00;0,00
150;2015;6;38371000000,00;0,57;0,02;0,03;0,08;1,22;0,01;0,02;0,00;0,06;0,13;0,10;0,00;0,05
150;2014;6;32984000000,00;0,30;0,05;0,07;0,15;1,55;0,01;0,03;0,00;0,08;0,13;0,10;0,05;0,05
150;2013;6;33542000000,00;0,16;0,04;0,05;0,10;0,91;0,25;0,39;0,00;0,51;0,38;0,00;0,00;0,05
151;2015;11;52187000000,00;1,55;0,04;0,01;0,05;0,31;0,00;0,03;0,00;0,00;0,12;0,00;0,00;0,05
151;2014;11;52166000000,00;1,54;0,02;0,01;0,02;0,36;0,00;0,00;0,00;0,00;0,12;0,00;0,00;0,05
151;2013;11;50424000000,00;1,25;0,03;0,01;0,03;0,35;0,00;0,00;0,00;0,00;0,31;0,00;0,00;0,05
152;2013;7;13960100000,00;1,23;0,10;0,04;0,09;1,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
152;2015;7;26268800000,00;0,77;0,11;0,05;0,10;1,14;0,00;0,04;0,00;0,00;0,16;0,00;0,00;0,00
152;2014;7;14520500000,00;0,64;0,08;0,03;0,07;1,51;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00
153;2015;7;9340000000,00;1,61;0,14;0,08;0,24;2,67;0,00;0,07;0,00;0,00;0,16;0,00;0,00;0,00
153;2014;7;9337000000,00;1,13;0,15;0,08;0,22;2,23;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00
153;2013;7;9513000000,00;1,05;0,13;0,07;0,19;1,96;0,00;0,00;0,00;0,00;0,32;0,00;0,00;0,00
154;2013;4;130443000000,00;0,00;0,27;0,01;0,13;0,18;0,08;0,15;0,00;0,00;0,61;0,00;0,00;0,05
154;2014;4;138706000000,00;0,00;0,23;0,01;0,10;0,17;0,00;0,03;0,00;0,00;0,10;0,10;0,00;0,05
154;2015;4;141082000000,00;0,00;0,25;0,01;0,11;0,22;0,00;0,04;0,00;0,00;0,10;0,10;0,00;0,05
155;2014;7;8525000000,00;0,79;0,31;0,06;0,18;1,94;0,00;0,00;0,00;0,00;0,16;0,00;0,00;0,00
155;2015;7;7890000000,00;0,73;0,21;0,04;0,13;1,97;0,00;0,08;0,00;0,00;0,16;0,00;0,00;0,00
155;2013;7;3932000000,00;0,38;0,32;0,09;0,26;2,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
156;2014;4;3248176000000,00;875,59;-0,05;0,00;-0,11;1,03;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00
156;2015;4;3221917000000,00;793,47;-0,01;0,00;-0,08;1,03;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00
156;2013;4;3270108000000,00;339,01;-0,05;0,03;-0,73;1,03;0,00;0,00;0,00;0,00;0,82;0,00;0,00;0,00
157;2013;1;53286000000,00;1,33;0,13;0,03;0,11;1,65;0,14;0,17;0,00;0,00;0,30;0,10;0,05;0,05
157;2014;1;52652000000,00;1,22;0,14;0,03;0,13;1,61;0,00;0,11;0,00;0,00;0,16;0,10;0,05;0,05
157;2015;1;48096000000,00;1,18;0,16;0,04;0,13;1,34;0,00;0,11;0,00;0,00;0,16;0,10;0,05;0,05
158;2014;6;35355000000,00;0,33;0,08;0,07;0,20;0,13;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00
158;2015;6;31997000000,00;0,32;0,09;0,09;0,27;0,14;0,00;0,04;0,00;0,00;0,05;0,00;0,00;0,00
158;2013;6;35448000000,00;0,27;0,08;0,07;0,19;0,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
159;2013;6;656560000000,00;1,70;0,09;0,02;0,10;0,41;0,36;0,45;0,21;0,37;0,03;0,10;0,05;0,00
159;2014;6;648349000000,00;1,56;0,10;0,02;0,12;0,60;0,08;0,07;0,07;0,07;0,11;0,10;0,05;0,05
159;2015;6;492692000000,00;1,48;-0,05;-0,01;-0,06;0,76;0,09;0,08;0,06;0,06;0,11;0,10;0,05;0,05
160;2014;4;25335734000,00;2,20;0,26;0,03;0,09;1,64;0,02;0,03;0,00;0,03;0,13;0,00;0,00;0,00
160;2013;4;25762303000,00;2,02;0,11;0,01;0,04;1,34;0,65;0,00;0,00;0,00;1,00;0,00;0,00;0,00
160;2015;4;24073555000,00;1,80;0,57;0,06;0,17;1,59;0,02;0,02;0,02;0,02;0,13;0,00;0,00;0,00
161;2015;5;51839000000,00;1,14;0,55;0,40;1,07;2,90;0,00;0,13;0,00;0,00;0,17;0,00;0,00;0,00
161;2014;5;34664000000,00;0,77;0,49;0,39;0,83;4,08;0,00;0,00;0,00;0,00;0,17;0,00;0,00;0,00
161;2013;5;22496785000,00;0,35;0,27;0,14;0,28;5,25;0,88;0,83;0,00;0,00;0,53;0,00;0,00;0,00
162;2015;2;21588700000,00;1,55;0,09;0,07;0,29;1,97;0,10;0,09;0,09;0,09;0,10;0,10;0,05;0,05
162;2014;2;24203700000,00;1,36;0,09;0,06;0,24;1,67;0,08;0,09;0,08;0,08;0,10;0,10;0,05;0,05
162;2013;2;23152100000,00;1,02;0,10;0,08;0,26;1,67;0,55;0,51;0,68;0,64;0,21;0,10;0,05;0,05
163;2015;7;28547000000,00;0,24;0,14;0,05;0,07;0,75;0,00;0,02;0,00;0,00;0,13;0,10;0,05;0,05
163;2014;7;30063000000,00;0,17;0,24;0,08;0,12;0,89;0,00;0,02;0,00;0,00;0,13;0,10;0,05;0,05
163;2013;7;28478000000,00;0,15;0,25;0,07;0,09;0,74;0,12;0,00;0,00;0,00;1,00;0,10;0,05;0,00
164;2015;1;194520000000,00;1,09;0,06;0,05;0,27;0,50;0,01;0,02;0,02;0,02;0,07;0,10;0,05;0,05
164;2014;1;177677000000,00;0,90;0,02;0,02;0,07;0,34;0,03;0,02;0,05;0,03;0,07;0,10;0,05;0,05
164;2013;1;166344000000,00;0,18;0,02;0,03;0,12;0,40;0,35;0,35;0,22;0,40;0,00;0,00;0,05;0,05
165;2014;1;8246238000,00;0,15;0,05;0,09;0,21;1,80;0,00;0,00;0,00;0,00;0,09;0,00;0,00;0,00
165;2013;1;7680297000,00;0,15;0,05;0,09;0,22;1,47;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
165;2015;1;8144771000,00;0,08;0,05;0,09;0,22;1,42;0,00;0,03;0,00;0,00;0,09;0,00;0,00;0,00
166;2015;1;7806000000,00;0,51;0,06;0,14;0,37;1,38;0,05;0,03;0,01;0,00;0,11;0,10;0,05;0,00
166;2014;1;7819000000,00;0,48;0,08;0,16;0,42;2,05;0,00;0,06;0,00;0,00;0,11;0,10;0,05;0,00
166;2013;1;7786000000,00;0,42;0,08;0,17;0,42;2,16;0,36;0,45;0,53;0,00;0,03;0,00;0,05;0,00
167;2015;4;861395000000,00;2,32;0,16;0,01;0,07;0,42;0,06;0,06;0,04;0,07;0,10;0,10;0,05;0,05
167;2014;4;856240000000,00;2,28;0,23;0,01;0,11;0,44;0,11;0,07;0,08;0,11;0,10;0,10;0,05;0,05
167;2013;4;911507000000,00;2,26;0,23;0,01;0,11;0,41;0,50;0,53;0,36;0,41;0,06;0,10;0,05;0,05
168;2015;6;5857755000,00;0,61;0,08;0,14;0,28;2,17;0,00;0,09;0,05;0,00;0,10;0,00;0,05;0,05
168;2013;6;5266328000,00;0,14;0,08;0,16;0,25;3,07;0,55;0,70;0,00;0,00;0,91;0,00;0,05;0,05
168;2014;6;5284252000,00;0,13;0,08;0,15;0,24;3,01;0,08;0,09;0,00;0,00;0,10;0,00;0,05;0,05
169;2015;3;36942000000,00;0,95;-0,03;-0,02;-0,04;0,79;0,01;0,01;0,00;0,08;0,02;0,10;0,05;0,00
169;2013;3;29223000000,00;0,58;0,07;0,08;0,15;1,45;0,00;0,29;0,31;0,00;0,17;0,10;0,05;0,00
169;2014;3;32240000000,00;0,48;0,11;0,11;0,23;1,01;0,00;0,04;0,00;0,00;0,02;0,10;0,05;0,00
170;2013;5;28831000000,00;-3,43;0,05;0,06;-0,18;1,60;0,00;0,00;0,00;0,00;0,82;0,00;0,00;0,00
170;2014;5;31199000000,00;-3,73;0,05;0,07;-0,24;1,82;0,00;0,00;0,00;0,00;0,14;0,00;0,00;0,05
170;2015;5;32744000000,00;-4,01;0,04;0,06;-0,28;1,63;0,00;0,01;0,00;0,00;0,14;0,00;0,00;0,05
171;2015;4;21449849000,00;1,18;-0,22;-0,03;-0,06;1,27;0,07;0,03;0,07;0,08;0,15;0,10;0,05;0,05
171;2014;4;21369940000,00;0,91;0,41;0,04;0,09;1,28;0,06;0,04;0,09;0,09;0,15;0,10;0,05;0,05
171;2013;4;20075870000,00;0,81;0,46;0,05;0,09;1,18;0,32;0,18;0,31;0,44;1,00;0,00;0,05;0,05
172;2015;1;44152000000,00;2,34;0,08;0,16;0,80;3,94;0,02;0,04;0,14;0,05;0,10;0,10;0,05;0,05
172;2014;1;41512000000,00;1,65;0,07;0,14;0,52;3,46;0,03;0,04;0,12;0,03;0,10;0,10;0,05;0,05
172;2013;1;43814000000,00;1,03;0,07;0,13;0,34;2,74;0,31;0,36;0,86;0,18;0,27;0,10;0,05;0,05
173;2015;3;34195000000,00;0,34;-0,46;-0,09;-0,15;0,54;0,08;0,06;0,08;0,04;0,01;0,10;0,05;0,05
173;2014;3;38578000000,00;0,27;0,16;0,06;0,10;0,67;0,10;0,10;0,12;0,04;0,03;0,10;0,05;0,05
173;2013;3;42754000000,00;0,22;0,21;0,12;0,21;0,71;0,44;0,48;0,55;0,34;0,32;0,10;0,05;0,05
174;2013;4;277884000000,00;0,33;0,01;0,00;0,01;0,05;0,12;0,29;0,04;0,00;0,50;0,10;0,05;0,05
174;2014;4;245013000000,00;0,30;0,04;0,00;0,04;0,06;0,03;0,05;0,02;0,03;0,16;0,10;0,05;0,05
174;2015;4;228348000000,00;0,29;0,09;0,01;0,09;0,07;0,05;0,05;0,06;0,00;0,12;0,10;0,05;0,05
175;2013;1;26562000000,00;2,90;0,05;0,02;0,14;1,05;0,07;0,06;0,04;0,03;0,50;0,10;0,00;0,00
175;2014;1;26125000000,00;2,27;0,06;0,03;0,14;1,13;0,04;0,00;0,00;0,00;0,12;0,10;0,00;0,00
175;2015;1;25716000000,00;1,62;0,12;0,05;0,27;0,98;0,05;0,06;0,01;0,02;0,12;0,10;0,00;0,05
176;2015;1;9991167000,00;2,63;0,13;0,07;0,29;1,20;0,08;0,07;0,13;0,07;0,07;0,00;0,05;0,00
176;2014;1;9528097000,00;1,29;0,14;0,09;0,27;1,70;0,10;0,08;0,12;0,09;0,07;0,00;0,05;0,00
176;2013;1;9405040000,00;1,14;0,12;0,08;0,26;1,83;0,84;0,56;0,91;0,68;1,00;0,00;0,05;0,00
177;2013;6;45435000000,00;0,39;0,10;0,09;0,26;1,54;0,12;0,05;0,00;0,00;0,22;0,10;0,05;0,05
177;2014;6;45451000000,00;0,34;0,11;0,09;0,23;1,68;0,04;0,01;0,00;0,00;0,12;0,10;0,05;0,05
177;2015;6;49316000000,00;0,30;0,12;0,10;0,26;1,69;0,00;0,01;0,00;0,00;0,12;0,10;0,05;0,05
178;2015;1;8268000000,00;1,66;0,08;0,06;0,37;;0,01;0,03;0,00;0,00;0,12;0,10;0,00;0,05
178;2014;1;8659000000,00;1,57;0,11;0,07;0,25;;0,01;0,03;0,00;0,00;0,12;0,10;0,00;0,05
178;2013;1;8762000000,00;0,45;0,10;0,07;0,19;;0,21;0,23;0,00;0,00;1,00;0,00;0,00;0,05
179;2015;7;81270000000,00;0,45;0,05;0,03;0,07;0,29;0,00;0,00;0,00;0,00;0,17;0,00;0,00;0,00
180;2013;2;4915880000,00;0,08;0,06;0,11;0,17;2,13;0,16;0,09;0,36;0,24;0,36;0,00;0,00;0,00
180;2014;2;5455619000,00;0,07;0,06;0,12;0,17;2,44;0,03;0,01;0,03;0,03;0,10;0,10;0,05;0,00
180;2015;2;6139831000,00;0,06;0,07;0,12;0,18;2,81;0,05;0,02;0,05;0,02;0,10;0,10;0,05;0,00
181;2014;5;6138807000,00;0,19;0,04;0,08;0,17;1,77;0,00;0,00;0,00;0,00;0,12;0,00;0,00;0,00
181;2013;5;5624636000,00;0,16;0,05;0,08;0,16;1,59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
181;2015;5;6504740000,00;0,16;0,05;0,08;0,17;1,91;0,00;0,06;0,00;0,00;0,12;0,00;0,00;0,00
182;2013;4;12814000000,00;0,66;0,06;0,02;0,04;1,46;0,50;0,27;0,00;0,00;1,00;0,00;0,05;0,05
182;2015;4;11784000000,00;0,57;0,10;0,05;0,08;1,32;0,05;0,06;0,04;0,11;0,14;0,10;0,05;0,05
182;2014;4;12207000000,00;0,54;0,14;0,06;0,10;1,71;0,00;0,05;0,00;0,00;0,14;0,10;0,05;0,05
183;2015;2;5344371000,00;1,56;0,07;0,09;0,48;3,98;0,14;0,12;0,13;0,12;0,10;0,10;0,05;0,05
183;2013;2;5357488000,00;1,12;0,11;0,16;0,64;4,20;0,86;0,61;0,68;0,67;0,27;0,00;0,05;0,05
183;2014;2;5629516000,00;1,06;0,11;0,15;0,55;4,31;0,14;0,10;0,12;0,12;0,10;0,10;0,05;0,05
184;2014;5;23466000000,00;0,40;0,02;0,05;0,12;0,92;0,07;0,07;0,09;0,11;0,14;0,10;0,05;0,05
184;2015;5;24705000000,00;0,37;0,02;0,05;0,13;1,10;0,07;0,10;0,12;0,10;0,14;0,10;0,05;0,05
184;2013;5;20735000000,00;0,28;0,03;0,06;0,13;0,70;0,87;0,66;0,00;0,61;0,72;0,00;0,05;0,00
185;2014;7;117532000000,00;2,96;0,13;0,10;0,80;1,59;0,02;0,02;0,04;0,06;0,17;0,10;0,05;0,05
185;2015;7;110495000000,00;2,34;0,16;0,12;0,99;1,43;0,01;0,03;0,06;0,03;0,17;0,10;0,05;0,05
185;2013;7;126223000000,00;1,44;0,17;0,14;0,83;1,74;0,17;0,25;0,19;0,42;0,04;0,10;0,05;0,05
186;2014;4;68279000000,00;0,32;0,27;0,02;0,10;0,40;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00
186;2015;4;77987000000,00;0,27;0,40;0,01;0,16;0,47;0,00;0,06;0,00;0,00;0,10;0,00;0,00;0,00
186;2013;4;64818000000,00;0,18;0,23;0,01;0,08;0,46;0,00;0,00;0,00;0,00;0,90;0,00;0,00;0,00
187;2015;6;36410000000,00;3,17;-0,08;-0,03;-0,25;0,28;0,00;0,00;0,00;0,00;0,04;0,00;0,00;0,00
187;2014;6;35790000000,00;2,13;-0,02;-0,01;-0,06;0,30;0,00;0,00;0,00;0,00;0,04;0,00;0,00;0,00
187;2013;6;31740000000,00;1,53;0,05;0,04;0,19;0,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
188;2014;5;3339640000,00;0,67;0,19;0,11;0,26;7,88;0,00;0,04;0,11;0,06;0,17;0,00;0,05;0,00
188;2013;5;3019006000,00;0,55;0,09;0,04;0,09;4,53;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
188;2015;5;3733548000,00;0,52;0,24;0,14;0,30;7,49;0,11;0,06;0,11;0,04;0,17;0,00;0,05;0,00
189;2015;9;1007440000,00;3,62;0,01;0,01;0,17;20,04;0,00;0,06;0,00;0,00;0,17;0,00;0,00;0,00
189;2013;9;629568000,00;-3,43;-0,23;-0,20;0,78;13,45;0,00;0,00;0,00;0,00;0,89;0,00;0,00;0,00
189;2014;9;830069000,00;-8,27;-0,09;-0,07;0,35;15,85;0,00;0,00;0,00;0,00;0,17;0,00;0,00;0,00
190;2015;7;103065000000,00;0,33;0,21;0,12;0,20;1,58;0,08;0,08;0,07;0,07;0,13;0,10;0,05;0,05
190;2013;7;92358000000,00;0,23;0,18;0,11;0,18;1,34;0,56;0,59;0,57;0,26;0,06;0,10;0,05;0,05
190;2014;7;91956000000,00;0,22;0,21;0,13;0,20;1,88;0,08;0,07;0,06;0,03;0,13;0,10;0,05;0,05
191;2015;7;3833000000,00;0,48;0,10;0,09;0,21;6,97;0,08;0,10;0,03;0,10;0,17;0,00;0,00;0,00
191;2013;7;4068000000,00;0,22;0,21;0,17;0,29;4,92;0,43;0,60;0,30;0,33;0,55;0,00;0,00;0,00
191;2014;7;5038000000,00;0,17;0,18;0,16;0,29;4,87;0,00;0,11;0,00;0,00;0,19;0,00;0,00;0,00
192;2015;8;30587000000,00;2,29;0,04;0,03;0,21;0,71;0,04;0,06;0,08;0,05;0,08;0,10;0,05;0,00
192;2014;8;28684000000,00;1,69;0,02;0,02;0,08;0,98;0,00;0,04;0,03;0,00;0,08;0,10;0,05;0,05
192;2013;8;31528000000,00;1,09;0,05;0,04;0,19;0,83;0,86;0,36;0,00;0,00;0,29;0,00;0,05;0,05
193;2015;1;12585100000,00;0,82;0,06;0,04;0,24;0,87;0,00;0,05;0,00;0,00;0,10;0,00;0,05;0,00
193;2014;1;12747200000,00;0,77;0,06;0,04;0,22;0,77;0,00;0,00;0,00;0,00;0,10;0,00;0,05;0,00
193;2013;1;12905000000,00;0,51;0,04;0,02;0,12;0,68;0,00;0,00;0,00;0,00;0,85;0,00;0,05;0,00
194;2013;5;3950300000,00;0,00;0,30;0,17;0,19;;0,00;0,00;0,00;0,00;0,51;0,00;0,00;0,00
194;2014;5;3959400000,00;0,00;0,20;0,11;0,13;;0,00;0,00;0,00;0,00;0,15;0,00;0,00;0,00
194;2015;5;4907300000,00;0,00;0,25;0,13;0,15;;0,00;0,07;0,00;0,00;0,15;0,00;0,00;0,00
195;2015;7;3723600000,00;0,18;0,14;0,10;0,28;;0,00;0,08;0,00;0,00;0,18;0,00;0,00;0,00
195;2013;7;3740200000,00;0,01;0,20;0,14;0,54;0,84;0,00;0,00;0,00;0,00;0,08;0,00;0,00;0,00
195;2014;7;3631500000,00;0,01;0,07;0,05;0,15;;0,00;0,00;0,00;0,00;0,18;0,00;0,00;0,00
196;2015;6;15729000000,00;1,32;0,14;0,12;0,37;2,31;0,07;0,05;0,08;0,06;0,10;0,00;0,00;0,00
196;2014;6;17678000000,00;0,88;0,20;0,15;0,37;2,17;0,06;0,06;0,08;0,05;0,10;0,10;0,05;0,00
196;2013;6;19966000000,00;0,29;0,12;0,09;0,17;1,76;0,39;0,30;0,47;0,39;0,51;0,10;0,00;0,00
197;2015;4;25073200000,00;0,95;0,19;0,04;0,12;0,74;0,00;0,12;0,11;0,06;0,10;0,10;0,05;0,05
197;2014;4;20462500000,00;0,81;0,19;0,05;0,12;1,13;0,11;0,06;0,10;0,07;0,10;0,10;0,05;0,05
197;2013;4;19270500000,00;0,69;0,20;0,05;0,11;1,02;0,69;0,49;0,69;0,39;0,76;0,00;0,05;0,05
198;2015;6;3636567000,00;0,77;0,07;0,12;0,33;2,49;0,00;0,09;0,00;0,00;0,08;0,10;0,00;0,05
198;2014;6;3397117000,00;0,57;0,06;0,12;0,33;3,08;0,00;0,10;0,00;0,00;0,08;0,10;0,00;0,05
198;2013;6;2819404000,00;0,45;0,06;0,13;0,36;3,39;0,26;0,49;0,00;0,00;1,00;0,10;0,00;0,05
199;2015;1;31019000000,00;0,58;0,03;0,04;0,11;0,81;0,12;0,07;0,12;0,05;0,09;0,10;0,05;0,05
199;2013;1;30832000000,00;0,50;0,04;0,05;0,14;0,96;0,38;0,30;0,57;0,28;0,89;0,00;0,05;0,05
199;2014;1;31707000000,00;0,46;0,03;0,04;0,10;1,04;0,09;0,09;0,10;0,02;0,09;0,10;0,05;0,05
200;2015;5;133266000000,00;0,28;0,18;0,12;0,22;1,98;0,12;0,12;0,11;0,08;0,13;0,10;0,05;0,05
200;2014;5;131119000000,00;0,27;0,14;0,12;0,22;2,11;0,11;0,12;0,11;0,06;0,13;0,10;0,05;0,05
200;2013;5;132683000000,00;0,25;0,19;0,11;0,20;1,82;0,72;0,69;0,74;0,46;0,05;0,10;0,05;0,05
201;2015;7;8619200000,00;0,36;0,13;0,07;0,14;1,29;0,01;0,07;0,08;0,13;0,15;0,00;0,05;0,05
201;2014;7;8403100000,00;0,27;-0,07;-0,04;-0,06;1,13;0,03;0,05;0,09;0,14;0,15;0,10;0,05;0,05
201;2013;7;10326000000,00;0,14;0,09;0,04;0,06;0,96;0,36;0,29;0,65;0,87;0,84;0,10;0,05;0,05
202;2013;4;2415689000000,00;1,48;0,17;0,01;0,08;0,15;0,20;0,23;0,22;0,11;0,06;0,00;0,05;0,05
202;2014;4;2573126000000,00;1,45;0,21;0,01;0,10;0,10;0,04;0,04;0,04;0,02;0,10;0,10;0,05;0,05
202;2015;4;2351698000000,00;1,40;0,24;0,01;0,10;0,15;0,03;0,04;0,05;0,01;0,10;0,10;0,05;0,05
203;2015;1;8586000000,00;1,99;0,05;0,07;0,30;1,65;0,14;0,10;0,10;0,11;0,11;0,10;0,00;0,00
203;2014;1;9269000000,00;1,37;0,06;0,08;0,35;1,59;0,12;0,10;0,00;0,12;0,11;0,10;0,00;0,00
203;2013;1;8585000000,00;1,36;0,06;0,09;0,38;1,43;0,66;0,48;0,00;0,71;0,44;0,10;0,00;0,00
204;2015;2;15518000000,00;2,19;0,03;0,02;0,14;2,19;0,06;0,06;0,09;0,09;0,10;0,10;0,05;0,05
204;2013;2;15474000000,00;1,79;0,12;0,12;0,62;1,88;0,33;0,24;0,63;0,00;0,18;0,10;0,05;0,05
204;2014;2;15772000000,00;1,76;0,12;0,11;0,49;1,99;0,05;0,06;0,09;0,09;0,10;0,10;0,05;0,05
205;2015;4;95133000000,00;0,97;0,20;0,01;0,08;0,21;0,01;0,03;0,00;0,02;0,10;0,10;0,05;0,05
205;2014;4;93821000000,00;0,77;0,21;0,01;0,09;0,18;0,01;0,03;0,00;0,01;0,10;0,10;0,05;0,05
205;2013;4;92934000000,00;0,76;0,21;0,01;0,09;0,16;0,04;0,15;0,00;0,00;0,89;0,00;0,05;0,05
206;2015;4;11344171000,00;0,52;0,25;0,11;0,27;1,41;0,10;0,09;0,02;0,01;0,13;0,10;0,00;0,05
206;2014;4;10285728000,00;0,50;0,06;0,03;0,07;1,41;0,12;0,08;0,01;0,00;0,13;0,10;0,00;0,05
206;2013;4;9663630000,00;0,45;0,11;0,05;0,12;1,24;0,43;0,32;0,04;0,08;0,48;0,10;0,00;0,00
207;2015;7;4572516000,00;1,07;0,71;0,08;0,17;2,44;0,00;0,10;0,00;0,00;0,13;0,00;0,00;0,00
207;2014;7;4987366000,00;0,97;0,37;0,04;0,08;2,34;0,00;0,13;0,00;0,00;0,13;0,00;0,00;0,00
207;2013;7;5440734000,00;0,91;0,19;0,02;0,04;1,45;0,66;0,67;0,00;0,00;1,00;0,00;0,00;0,00
208;2015;2;14842000000,00;8,57;0,19;0,11;3,65;3,57;0,03;0,02;0,02;0,01;0,11;0,10;0,05;0,05
208;2014;2;15526000000,00;5,33;0,15;0,08;0,15;3,12;0,02;0,03;0,03;0,01;0,11;0,10;0,00;0,05
208;2013;2;18919000000,00;0,21;0,20;0,10;0,16;2,26;0,11;0,14;0,06;0,05;0,50;0,10;0,00;0,05
