"";"Companies";"Year";"ROA";"TobinsQ";"ROE";"EnergyProductivity";"CarbonProductivity";"WaterProductivity";"WasteProductivity";"SustainabilityPayLink";"SustainableThemedCommitment";"AuditScore";"FirmSize";"Leverage";"NetMargin";"Industry";"Ticker";"GisSector";"GicsClassification";"FichierSTCKP";"CompanyGR2014";"CompanyGR2015";"CompanyGR2016";"X";"Date"
"108";19;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AGN";"Health Care";5;"AGN_quarterly_financial_data.xls";"allergan";"allergan inc";"allergan inc";1248;"2012-12-01"
"109";19;2013;0,02;1,21;0,09;0,72;0,85;0,61;0,82;1;1;1;10,02;0,89;0,13;5;"AGN";"Health Care";5;"AGN_quarterly_financial_data.xls";"allergan";"allergan inc";"allergan inc";1253;"2013-12-01"
"110";19;2014;0,01;NA;0,07;0,12;0,13;0,12;0,13;1;1;1;10,09;0,52;0,12;5;"AGN";"Health Care";5;"AGN_quarterly_financial_data.xls";"allergan";"allergan inc";"allergan inc";1270;"2014-12-01"
"111";19;2015;0;NA;0,02;0,14;0,13;0,13;0;1;1;1;10,09;0,56;0,04;5;"AGN";"Health Care";5;"AGN_quarterly_financial_data.xls";"allergan";"allergan inc";"allergan inc";1283;"2015-12-01"
"112";19;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AGN";"Health Care";5;"AGN_quarterly_financial_data.xls";"allergan";"allergan inc";"allergan inc";1293;"2016-12-01"
"113";20;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AIG";"Financials";4;"AIG_quarterly_financial_data.xls";"american international group";"american international group inc";"american international group inc";1305;"2011-12-01"
"114";20;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AIG";"Financials";4;"AIG_quarterly_financial_data.xls";"american international group";"american international group inc";"american international group inc";1313;"2012-12-01"
"115";20;2013;0,1;NA;0,12;0;0;0;0;0;1;0;11,73;0,41;0,19;4;"AIG";"Financials";4;"AIG_quarterly_financial_data.xls";"american international group";"american international group inc";"american international group inc";1326;"2013-12-01"
"116";20;2014;0,09;NA;0,12;0;0;0;0;1;1;0;11,71;0,21;0,17;4;"AIG";"Financials";4;"AIG_quarterly_financial_data.xls";"american international group";"american international group inc";"american international group inc";1336;"2014-12-01"
"117";20;2015;0,08;NA;0,11;0;0,09;0;0;1;1;0;11,7;0,2;0,15;4;"AIG";"Financials";4;"AIG_quarterly_financial_data.xls";"american international group";"american international group inc";"american international group inc";1347;"2015-12-01"
"118";20;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AIG";"Financials";4;"AIG_quarterly_financial_data.xls";"american international group";"american international group inc";"american international group inc";1363;"2016-12-01"
"119";21;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AKAM";"Information Technology";7;"AKAM_quarterly_financial_data.xls";"akamai technologies";"akamai technologies inc";"akamai technologies inc";1370;"2011-12-01"
"120";21;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AKAM";"Information Technology";7;"AKAM_quarterly_financial_data.xls";"akamai technologies";"akamai technologies inc";"akamai technologies inc";1391;"2012-12-01"
"121";21;2013;0,02;2,59;0,11;0,03;0,12;0;0,68;0;1;1;9,47;0;0,07;7;"AKAM";"Information Technology";7;"AKAM_quarterly_financial_data.xls";"akamai technologies";"akamai technologies inc";"akamai technologies inc";1404;"2013-12-01"
"122";21;2014;0,03;2,72;0,13;0,01;0,07;0;0,15;1;1;1;9,6;0,21;0,08;7;"AKAM";"Information Technology";7;"AKAM_quarterly_financial_data.xls";"akamai technologies";"akamai technologies inc";"akamai technologies inc";1412;"2014-12-01"
"123";21;2015;0,02;2,16;0,11;0,05;0,04;0;0,15;1;1;1;9,62;0,2;0,06;7;"AKAM";"Information Technology";7;"AKAM_quarterly_financial_data.xls";"akamai technologies";"akamai technologies inc";"akamai technologies inc";1426;"2015-12-01"
"124";21;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AKAM";"Information Technology";7;"AKAM_quarterly_financial_data.xls";"akamai technologies";"akamai technologies inc";"akamai technologies inc";1434;"2016-12-01"
"125";22;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ALL";"Financials";4;"ALL_quarterly_financial_data.xls";"allstate";"the allstate corporation";"allstate corp";1451;"2011-12-01"
"126";22;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ALL";"Financials";4;"ALL_quarterly_financial_data.xls";"allstate";"the allstate corporation";"allstate corp";1459;"2012-12-01"
"127";22;2013;0,09;0,19;0,11;0,19;0,21;0,31;0,72;0;1;1;11,09;0,03;0,16;4;"ALL";"Financials";4;"ALL_quarterly_financial_data.xls";"allstate";"the allstate corporation";"allstate corp";1469;"2013-12-01"
"128";22;2014;0,17;0,26;0,22;0,01;0,03;0,05;0,12;1;1;1;11,04;0,25;0,29;4;"ALL";"Financials";4;"ALL_quarterly_financial_data.xls";"allstate";"the allstate corporation";"allstate corp";1482;"2014-12-01"
"129";22;2015;0,01;0,22;0,02;0,01;0,03;0,06;0,08;1;1;1;11,02;0,4;0,06;4;"ALL";"Financials";4;"ALL_quarterly_financial_data.xls";"allstate";"the allstate corporation";"allstate corp";1493;"2015-12-01"
"130";22;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ALL";"Financials";4;"ALL_quarterly_financial_data.xls";"allstate";"the allstate corporation";"allstate corp";1511;"2016-12-01"
"131";23;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ALXN";"Health Care";5;"ALXN_quarterly_financial_data.xls";"alexion pharmaceuticals";"alexion pharmaceuticals inc";"alexion pharmaceuticals inc";1516;"2011-12-01"
"132";23;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ALXN";"Health Care";5;"ALXN_quarterly_financial_data.xls";"alexion pharmaceuticals";"alexion pharmaceuticals inc";"alexion pharmaceuticals inc";1532;"2012-12-01"
"133";23;2013;0,02;7,43;0,04;0;0;0;0;0;0;0;9,52;0,27;0,03;5;"ALXN";"Health Care";5;"ALXN_quarterly_financial_data.xls";"alexion pharmaceuticals";"alexion pharmaceuticals inc";"alexion pharmaceuticals inc";1537;"2013-12-01"
"134";23;2014;0,08;8,25;0,14;0;0;0;0;0;0;0;9,62;0,25;0,12;5;"ALXN";"Health Care";5;"ALXN_quarterly_financial_data.xls";"alexion pharmaceuticals";"alexion pharmaceuticals inc";"alexion pharmaceuticals inc";1554;"2014-12-01"
"135";23;2015;0,1;3,4;0,17;0;0,06;0;0;0;0;0;10,12;0,44;0,14;5;"ALXN";"Health Care";5;"ALXN_quarterly_financial_data.xls";"alexion pharmaceuticals";"alexion pharmaceuticals inc";"alexion pharmaceuticals inc";1565;"2015-12-01"
"136";23;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ALXN";"Health Care";5;"ALXN_quarterly_financial_data.xls";"alexion pharmaceuticals";"alexion pharmaceuticals inc";"alexion pharmaceuticals inc";1580;"2016-12-01"
"137";24;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AMAT";"Information Technology";7;"AMAT_quarterly_financial_data.xls";"applied materials";"applied materials inc";"applied materials inc";1593;"2011-12-01"
"138";24;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AMAT";"Information Technology";7;"AMAT_quarterly_financial_data.xls";"applied materials";"applied materials inc";"applied materials inc";1605;"2012-12-01"
"139";24;2013;0,1;1,68;0,18;0,61;0,65;0,72;0,32;1;1;0;10,08;0,36;0,14;7;"AMAT";"Information Technology";7;"AMAT_quarterly_financial_data.xls";"applied materials";"applied materials inc";"applied materials inc";1615;"2013-12-01"
"140";24;2014;0,09;1,88;0,17;0,08;0,08;0,09;0,02;1;1;0;10,12;0,44;0,15;7;"AMAT";"Information Technology";7;"AMAT_quarterly_financial_data.xls";"applied materials";"applied materials inc";"applied materials inc";1623;"2014-12-01"
"141";24;2015;0,09;1,13;0,18;0,1;0,1;0,09;0,03;1;1;0;10,18;0,48;0,15;7;"AMAT";"Information Technology";7;"AMAT_quarterly_financial_data.xls";"applied materials";"applied materials inc";"applied materials inc";1642;"2015-12-01"
"142";24;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AMAT";"Information Technology";7;"AMAT_quarterly_financial_data.xls";"applied materials";"applied materials inc";"applied materials inc";1654;"2016-12-01"
"143";25;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AME";"Industrials";6;"AME_quarterly_financial_data.xls";"ametek";"ametek inc";"ametek inc";1665;"2011-12-01"
"144";25;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AME";"Industrials";6;"AME_quarterly_financial_data.xls";"ametek";"ametek inc";"ametek inc";1678;"2012-12-01"
"145";25;2013;0,06;2,31;0,17;0;0;0;0;0;0;0;9,77;0,65;0,16;6;"AME";"Industrials";6;"AME_quarterly_financial_data.xls";"ametek";"ametek inc";"ametek inc";1692;"2013-12-01"
"146";25;2014;0,06;2,1;0,18;0;0;0;0;0;0;0;9,81;0,72;0,18;6;"AME";"Industrials";6;"AME_quarterly_financial_data.xls";"ametek";"ametek inc";"ametek inc";1700;"2014-12-01"
"147";25;2015;0,07;2,04;0,19;0;0,05;0;0;0;0;0;9,82;0,67;0,21;6;"AME";"Industrials";6;"AME_quarterly_financial_data.xls";"ametek";"ametek inc";"ametek inc";1707;"2015-12-01"
"148";25;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AME";"Industrials";6;"AME_quarterly_financial_data.xls";"ametek";"ametek inc";"ametek inc";1725;"2016-12-01"
"149";26;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AMG";"Financials";4;"AMG_quarterly_financial_data.xls";"affiliated managers group";"affiliated managers group inc";"affiliated managers group inc";1738;"2011-12-01"
"150";26;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AMG";"Financials";4;"AMG_quarterly_financial_data.xls";"affiliated managers group";"affiliated managers group inc";"affiliated managers group inc";1747;"2012-12-01"
"151";26;2013;0,09;1,96;0,24;0;0;0;0;0;0;0;9,8;1,34;0,27;4;"AMG";"Financials";4;"AMG_quarterly_financial_data.xls";"affiliated managers group";"affiliated managers group inc";"affiliated managers group inc";1759;"2013-12-01"
"152";26;2014;0,07;1,72;0,21;0;0;0;0;0;0;0;9,89;1,34;0,26;4;"AMG";"Financials";4;"AMG_quarterly_financial_data.xls";"affiliated managers group";"affiliated managers group inc";"affiliated managers group inc";1770;"2014-12-01"
"153";26;2015;0,1;1,32;0,25;0;0,06;0;0;0;0;0;9,89;1,04;0,32;4;"AMG";"Financials";4;"AMG_quarterly_financial_data.xls";"affiliated managers group";"affiliated managers group inc";"affiliated managers group inc";1781;"2015-12-01"
"154";26;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AMG";"Financials";4;"AMG_quarterly_financial_data.xls";"affiliated managers group";"affiliated managers group inc";"affiliated managers group inc";1793;"2016-12-01"
"155";27;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AMGN";"Health Care";5;"AMGN_quarterly_financial_data.xls";"amgen";"amgen inc";"amgen inc";1808;"2011-12-01"
"156";27;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AMGN";"Health Care";5;"AMGN_quarterly_financial_data.xls";"amgen";"amgen inc";"amgen inc";1818;"2012-12-01"
"157";27;2013;0,01;1,46;0,16;0,64;0,51;0,52;0,43;0;1;1;10,82;1,34;0,12;5;"AMGN";"Health Care";5;"AMGN_quarterly_financial_data.xls";"amgen";"amgen inc";"amgen inc";1833;"2013-12-01"
"158";27;2014;0,01;1,79;0,2;0,08;0,09;0,08;0,08;1;1;1;10,84;1,17;0,13;5;"AMGN";"Health Care";5;"AMGN_quarterly_financial_data.xls";"amgen";"amgen inc";"amgen inc";1838;"2014-12-01"
"159";27;2015;0,01;1,7;0,2;0,06;0,07;0,06;0,07;1;1;1;10,85;1,04;0,13;5;"AMGN";"Health Care";5;"AMGN_quarterly_financial_data.xls";"amgen";"amgen inc";"amgen inc";1857;"2015-12-01"
"160";27;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AMGN";"Health Care";5;"AMGN_quarterly_financial_data.xls";"amgen";"amgen inc";"amgen inc";1861;"2016-12-01"
"161";28;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AMP";"Financials";4;"AMP_quarterly_financial_data.xls";"ameriprise financial";"ameriprise financial inc";"ameriprise financial inc";1876;"2011-12-01"
"162";28;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AMP";"Financials";4;"AMP_quarterly_financial_data.xls";"ameriprise financial";"ameriprise financial inc";"ameriprise financial inc";1888;"2012-12-01"
"163";28;2013;0,01;0,17;0,15;0;0;0;0;0;0;0;11,16;1,03;0,12;4;"AMP";"Financials";4;"AMP_quarterly_financial_data.xls";"ameriprise financial";"ameriprise financial inc";"ameriprise financial inc";1902;"2013-12-01"
"164";28;2014;0,01;0,19;0,2;0;0;0;0;0;0;0;11,17;1,22;0,13;4;"AMP";"Financials";4;"AMP_quarterly_financial_data.xls";"ameriprise financial";"ameriprise financial inc";"ameriprise financial inc";1915;"2014-12-01"
"165";28;2015;0,01;0,16;0,2;0;0,07;0;0;0;0;0;11,16;1,42;0,13;4;"AMP";"Financials";4;"AMP_quarterly_financial_data.xls";"ameriprise financial";"ameriprise financial inc";"ameriprise financial inc";1930;"2015-12-01"
"166";28;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AMP";"Financials";4;"AMP_quarterly_financial_data.xls";"ameriprise financial";"ameriprise financial inc";"ameriprise financial inc";1942;"2016-12-01"
"167";29;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AMT";"Financials";4;"AMT_quarterly_financial_data.xls";"american tower";"american tower corporation";"american tower corp";1946;"2011-12-01"
"168";29;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AMT";"Financials";4;"AMT_quarterly_financial_data.xls";"american tower";"american tower corporation";"american tower corp";1961;"2012-12-01"
"169";29;2013;0,03;1,55;0,15;0;0;0;0;0;0;0;10,31;4,08;0,16;4;"AMT";"Financials";4;"AMT_quarterly_financial_data.xls";"american tower";"american tower corporation";"american tower corp";1980;"2013-12-01"
"170";29;2014;0,04;2,53;0,2;0;0;0;0;0;0;0;10,33;3,47;0,2;4;"AMT";"Financials";4;"AMT_quarterly_financial_data.xls";"american tower";"american tower corporation";"american tower corp";1989;"2014-12-01"
"171";29;2015;0,03;2,17;0,09;0;0,04;0;0;0;0;0;10,43;2,57;0,12;4;"AMT";"Financials";4;"AMT_quarterly_financial_data.xls";"american tower";"american tower corporation";"american tower corp";1993;"2015-12-01"
"172";29;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AMT";"Financials";4;"AMT_quarterly_financial_data.xls";"american tower";"american tower corporation";"american tower corp";2012;"2016-12-01"
"173";30;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AMZN";"Consumer Discretionary";1;"AMZN_quarterly_financial_data.xls";"amazoncom";"amazoncom inc";"amazoncom inc";2028;"2011-12-01"
"174";30;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AMZN";"Consumer Discretionary";1;"AMZN_quarterly_financial_data.xls";"amazoncom";"amazoncom inc";"amazoncom inc";2035;"2012-12-01"
"175";30;2013;0,01;4,6;0,03;0;0;0;0;0;0;0;10,6;0,47;0;1;"AMZN";"Consumer Discretionary";1;"AMZN_quarterly_financial_data.xls";"amazoncom";"amazoncom inc";"amazoncom inc";2049;"2013-12-01"
"176";30;2014;-0,01;2,74;-0,02;0;0;0;0;0;0;0;10,74;1,05;0;1;"AMZN";"Consumer Discretionary";1;"AMZN_quarterly_financial_data.xls";"amazoncom";"amazoncom inc";"amazoncom inc";2053;"2014-12-01"
"177";30;2015;0,01;5,02;0,05;0;0,06;0;0;0;0;0;10,82;0,93;0,01;1;"AMZN";"Consumer Discretionary";1;"AMZN_quarterly_financial_data.xls";"amazoncom";"amazoncom inc";"amazoncom inc";2072;"2015-12-01"
"178";30;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AMZN";"Consumer Discretionary";1;"AMZN_quarterly_financial_data.xls";"amazoncom";"amazoncom inc";"amazoncom inc";2087;"2016-12-01"
"179";31;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ANDV";"Energy";3;NA;"tesoro";"tesoro corporation";"tesoro corp";2091;"2011-12-01"
"180";31;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ANDV";"Energy";3;NA;"tesoro";"tesoro corporation";"tesoro corp";2106;"2012-12-01"
"181";31;2013;0,03;0,64;0,1;0;0;0;0;0;1;0;10,13;0,66;0,01;3;"ANDV";"Energy";3;NA;"tesoro";"tesoro corporation";"tesoro corp";2122;"2013-12-01"
"182";31;2014;0,06;0,72;0,19;0;0;0;0;0;1;0;10,22;0,96;0,02;3;"ANDV";"Energy";3;NA;"tesoro";"tesoro corporation";"tesoro corp";2132;"2014-12-01"
"183";31;2015;0,09;0,91;0,32;0,06;0,08;0,07;0,09;0;1;0;10,21;0,78;0,05;3;"ANDV";"Energy";3;NA;"tesoro";"tesoro corporation";"tesoro corp";2141;"2015-12-01"
"184";31;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ANDV";"Energy";3;NA;"tesoro";"tesoro corporation";"tesoro corp";2150;"2016-12-01"
"185";32;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"APA";"Energy";3;"APA_quarterly_financial_data.xls";"apache";"apache corporation";"apache corp";2172;"2011-12-01"
"186";32;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"APA";"Energy";3;"APA_quarterly_financial_data.xls";"apache";"apache corporation";"apache corp";2180;"2012-12-01"
"187";32;2013;0,04;0,68;0,07;0,49;0,18;0,06;0;0;0;1;10,79;0,3;0,14;3;"APA";"Energy";3;"APA_quarterly_financial_data.xls";"apache";"apache corporation";"apache corp";2193;"2013-12-01"
"188";32;2014;-0,08;0,57;-0,18;0,09;0,04;0,01;0;1;0;1;10,75;0,45;-0,39;3;"APA";"Energy";3;"APA_quarterly_financial_data.xls";"apache";"apache corporation";"apache corp";2206;"2014-12-01"
"189";32;2015;-0,72;0,93;-1,62;0;0,04;0;0;1;0;1;10,28;3,54;-3,63;3;"APA";"Energy";3;"APA_quarterly_financial_data.xls";"apache";"apache corporation";"apache corp";2220;"2015-12-01"
"190";32;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"APA";"Energy";3;"APA_quarterly_financial_data.xls";"apache";"apache corporation";"apache corp";2228;"2016-12-01"
"191";33;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"APC";"Energy";3;"APC_quarterly_financial_data.xls";"anadarko petroleum";"anadarko petroleum corporation";"anadarko petroleum corp";2239;"2011-12-01"
"192";33;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"APC";"Energy";3;"APC_quarterly_financial_data.xls";"anadarko petroleum";"anadarko petroleum corporation";"anadarko petroleum corp";2246;"2012-12-01"
"193";33;2013;0,01;0,93;0,04;0,58;0,1;0,61;0;0;1;1;10,75;0,6;0,05;3;"APC";"Energy";3;"APC_quarterly_financial_data.xls";"anadarko petroleum";"anadarko petroleum corporation";"anadarko petroleum corp";2268;"2013-12-01"
"194";33;2014;-0,03;0,93;-0,09;0,1;0,03;0,05;0;1;1;1;10,79;0,77;-0,09;3;"APC";"Energy";3;"APC_quarterly_financial_data.xls";"anadarko petroleum";"anadarko petroleum corporation";"anadarko petroleum corp";2278;"2014-12-01"
"195";33;2015;-0,13;0,85;-0,45;0;0,04;0;0;1;1;1;10,67;1,23;-0,77;3;"APC";"Energy";3;"APC_quarterly_financial_data.xls";"anadarko petroleum";"anadarko petroleum corporation";"anadarko petroleum corp";2291;"2015-12-01"
"196";33;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"APC";"Energy";3;"APC_quarterly_financial_data.xls";"anadarko petroleum";"anadarko petroleum corporation";"anadarko petroleum corp";2300;"2016-12-01"
"197";34;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"APD";"Materials";8;"APD_quarterly_financial_data.xls";"air products & chemicals";"air products and chemicals inc";"air products & chemicals inc";2305;"2011-12-01"
"198";34;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"APD";"Materials";8;"APD_quarterly_financial_data.xls";"air products & chemicals";"air products and chemicals inc";"air products & chemicals inc";2326;"2012-12-01"
"199";34;2013;0,06;1,49;0,15;0,07;0,17;0,23;0,92;1;1;1;10,25;0,69;0,1;8;"APD";"Materials";8;"APD_quarterly_financial_data.xls";"air products & chemicals";"air products and chemicals inc";"air products & chemicals inc";2340;"2013-12-01"
"200";34;2014;0,06;1,88;0,14;0,01;0,02;0,07;0,13;1;1;1;10,25;0,65;0,1;8;"APD";"Materials";8;"APD_quarterly_financial_data.xls";"air products & chemicals";"air products and chemicals inc";"air products & chemicals inc";2346;"2014-12-01"
"201";34;2015;0,08;1,77;0,18;0,01;0,02;0,08;0,12;1;1;1;10,24;0,53;0,14;8;"APD";"Materials";8;"APD_quarterly_financial_data.xls";"air products & chemicals";"air products and chemicals inc";"air products & chemicals inc";2362;"2015-12-01"
"202";34;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"APD";"Materials";8;"APD_quarterly_financial_data.xls";"air products & chemicals";"air products and chemicals inc";"air products & chemicals inc";2375;"2016-12-01"
"203";35;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"APH";"Information Technology";7;"APH_quarterly_financial_data.xls";"amphenol";"amphenol corporation";"amphenol corp";2380;"2011-12-01"
"204";35;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"APH";"Information Technology";7;"APH_quarterly_financial_data.xls";"amphenol";"amphenol corporation";"amphenol corp";2391;"2012-12-01"
"205";35;2013;0,11;NA;0,24;0;0;0;0;0;0;0;9,79;0,5;0,14;7;"APH";"Information Technology";7;"APH_quarterly_financial_data.xls";"amphenol";"amphenol corporation";"amphenol corp";2408;"2013-12-01"
"206";35;2014;0,11;NA;0,24;0;0;0;0;0;0;0;9,85;0,92;0,13;7;"APH";"Information Technology";7;"APH_quarterly_financial_data.xls";"amphenol";"amphenol corporation";"amphenol corp";2423;"2014-12-01"
"207";35;2015;0,11;NA;0,25;0;0,06;0;0;0;0;0;9,87;0,87;0,14;7;"APH";"Information Technology";7;"APH_quarterly_financial_data.xls";"amphenol";"amphenol corporation";"amphenol corp";2427;"2015-12-01"
"208";35;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"APH";"Information Technology";7;"APH_quarterly_financial_data.xls";"amphenol";"amphenol corporation";"amphenol corp";2447;"2016-12-01"
"209";36;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ATVI";"Information Technology";7;"ATVI_quarterly_financial_data.xls";"activision blizzard";"activision blizzard inc";"activision blizzard inc";2459;"2011-12-01"
"210";36;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ATVI";"Information Technology";7;"ATVI_quarterly_financial_data.xls";"activision blizzard";"activision blizzard inc";"activision blizzard inc";2469;"2012-12-01"
"211";36;2013;0,07;0,95;0,09;0;0;0;0;0;0;0;10,15;0,7;0,22;7;"ATVI";"Information Technology";7;"ATVI_quarterly_financial_data.xls";"activision blizzard";"activision blizzard inc";"activision blizzard inc";2476;"2013-12-01"
"212";36;2014;0,06;1,03;0,12;0;0;0;0;0;0;0;10,17;0,6;0,19;7;"ATVI";"Information Technology";7;"ATVI_quarterly_financial_data.xls";"activision blizzard";"activision blizzard inc";"activision blizzard inc";2492;"2014-12-01"
"213";36;2015;0,06;2,08;0,11;0;0,02;0;0;0;0;0;10,18;0,51;0,19;7;"ATVI";"Information Technology";7;"ATVI_quarterly_financial_data.xls";"activision blizzard";"activision blizzard inc";"activision blizzard inc";2502;"2015-12-01"
"214";36;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ATVI";"Information Technology";7;"ATVI_quarterly_financial_data.xls";"activision blizzard";"activision blizzard inc";"activision blizzard inc";2510;"2016-12-01"
"215";37;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AVB";"Financials";4;"AVB_quarterly_financial_data.xls";"avalonbay communities";"avalonbay communities inc";"avalonbay communities inc";2521;"2011-12-01"
"216";37;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AVB";"Financials";4;"AVB_quarterly_financial_data.xls";"avalonbay communities";"avalonbay communities inc";"avalonbay communities inc";2541;"2012-12-01"
"217";37;2013;0,02;1,41;0,04;0;0;0;0;0;0;0;10,19;0,71;0,24;4;"AVB";"Financials";4;"AVB_quarterly_financial_data.xls";"avalonbay communities";"avalonbay communities inc";"avalonbay communities inc";2556;"2013-12-01"
"218";37;2014;0,04;1,73;0,08;0,09;0,05;0,02;0;1;0;0;10,21;0,72;0,41;4;"AVB";"Financials";4;"AVB_quarterly_financial_data.xls";"avalonbay communities";"avalonbay communities inc";"avalonbay communities inc";2567;"2014-12-01"
"219";37;2015;0,04;1,87;0,08;0,06;0,06;0,01;0,04;1;0;0;10,23;0,66;0,4;4;"AVB";"Financials";4;"AVB_quarterly_financial_data.xls";"avalonbay communities";"avalonbay communities inc";"avalonbay communities inc";2578;"2015-12-01"
"220";37;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AVB";"Financials";4;"AVB_quarterly_financial_data.xls";"avalonbay communities";"avalonbay communities inc";"avalonbay communities inc";2588;"2016-12-01"
"221";38;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AWK";"Utilities";11;"AWK_quarterly_financial_data.xls";"american water works";"american water works company inc";"american water works co inc";2598;"2011-12-01"
"222";38;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"AWK";"Utilities";11;"AWK_quarterly_financial_data.xls";"american water works";"american water works company inc";"american water works co inc";2612;"2012-12-01"
