"";"Companies";"Year";"ROA";"TobinsQ";"ROE";"EnergyProductivity";"CarbonProductivity";"WaterProductivity";"WasteProductivity";"SustainabilityPayLink";"SustainableThemedCommitment";"AuditScore";"FirmSize";"Leverage";"NetMargin";"Industry";"Ticker";"GisSector";"GicsClassification";"FichierSTCKP";"CompanyGR2014";"CompanyGR2015";"CompanyGR2016";"X";"Date"
"1161";200;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"JNPR";"Information Technology";7;"JNPR_quarterly_financial_data.xls";"juniper networks";"juniper networks inc";"juniper networks inc";13109;"2011-12-01"
"1162";200;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"JNPR";"Information Technology";7;"JNPR_quarterly_financial_data.xls";"juniper networks";"juniper networks inc";"juniper networks inc";13117;"2012-12-01"
"1163";200;2013;0,04;0,96;0,06;0,36;0,29;0,65;0,87;1;1;1;10,01;0,14;0,09;7;"JNPR";"Information Technology";7;"JNPR_quarterly_financial_data.xls";"juniper networks";"juniper networks inc";"juniper networks inc";13133;"2013-12-01"
"1164";200;2014;-0,04;1,13;-0,06;0,03;0,05;0,09;0,14;1;1;1;9,92;0,27;-0,07;7;"JNPR";"Information Technology";7;"JNPR_quarterly_financial_data.xls";"juniper networks";"juniper networks inc";"juniper networks inc";13150;"2014-12-01"
"1165";200;2015;0,07;1,29;0,14;0,01;0,07;0,08;0,13;0;1;1;9,94;0,36;0,13;7;"JNPR";"Information Technology";7;"JNPR_quarterly_financial_data.xls";"juniper networks";"juniper networks inc";"juniper networks inc";13163;"2015-12-01"
"1166";200;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"JNPR";"Information Technology";7;"JNPR_quarterly_financial_data.xls";"juniper networks";"juniper networks inc";"juniper networks inc";13165;"2016-12-01"
"1167";201;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"JPM";"Financials";4;"JPM_quarterly_financial_data.xls";"jpmorgan chase";"jpmorgan chase & co";"jpmorgan chase & co";13185;"2011-12-01"
"1168";201;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"JPM";"Financials";4;"JPM_quarterly_financial_data.xls";"jpmorgan chase";"jpmorgan chase & co";"jpmorgan chase & co";13190;"2012-12-01"
"1169";201;2013;0,01;0,15;0,08;0,2;0,23;0,22;0,11;0;1;1;12,38;1,48;0,17;4;"JPM";"Financials";4;"JPM_quarterly_financial_data.xls";"jpmorgan chase";"jpmorgan chase & co";"jpmorgan chase & co";13211;"2013-12-01"
"1170";201;2014;0,01;0,1;0,1;0,04;0,04;0,04;0,02;1;1;1;12,41;1,45;0,21;4;"JPM";"Financials";4;"JPM_quarterly_financial_data.xls";"jpmorgan chase";"jpmorgan chase & co";"jpmorgan chase & co";13217;"2014-12-01"
"1171";201;2015;0,01;0,15;0,1;0,03;0,04;0,05;0,01;1;1;1;12,37;1,4;0,24;4;"JPM";"Financials";4;"JPM_quarterly_financial_data.xls";"jpmorgan chase";"jpmorgan chase & co";"jpmorgan chase & co";13233;"2015-12-01"
"1172";201;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"JPM";"Financials";4;"JPM_quarterly_financial_data.xls";"jpmorgan chase";"jpmorgan chase & co";"jpmorgan chase & co";13240;"2016-12-01"
"1173";202;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"JWN";"Consumer Discretionary";1;"JWN_quarterly_financial_data.xls";"nordstrom";"nordstrom inc";"nordstrom inc";13260;"2011-12-01"
"1174";202;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"JWN";"Consumer Discretionary";1;"JWN_quarterly_financial_data.xls";"nordstrom";"nordstrom inc";"nordstrom inc";13272;"2012-12-01"
"1175";202;2013;0,09;1,43;0,38;0,66;0,48;0;0,71;1;0;0;9,93;1,36;0,06;1;"JWN";"Consumer Discretionary";1;"JWN_quarterly_financial_data.xls";"nordstrom";"nordstrom inc";"nordstrom inc";13280;"2013-12-01"
"1176";202;2014;0,08;1,59;0,35;0,12;0,1;0;0,12;1;0;0;9,97;1,37;0,06;1;"JWN";"Consumer Discretionary";1;"JWN_quarterly_financial_data.xls";"nordstrom";"nordstrom inc";"nordstrom inc";13292;"2014-12-01"
"1177";202;2015;0,07;1,65;0,3;0,14;0,1;0,1;0,11;1;0;0;9,93;1,99;0,05;1;"JWN";"Consumer Discretionary";1;"JWN_quarterly_financial_data.xls";"nordstrom";"nordstrom inc";"nordstrom inc";13297;"2015-12-01"
"1178";202;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"JWN";"Consumer Discretionary";1;"JWN_quarterly_financial_data.xls";"nordstrom";"nordstrom inc";"nordstrom inc";13319;"2016-12-01"
"1179";203;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"K";"Consumer Staples";2;"K_quarterly_financial_data.xls";"kellogg";"kellogg company";"kellogg co";13330;"2011-12-01"
"1180";203;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"K";"Consumer Staples";2;"K_quarterly_financial_data.xls";"kellogg";"kellogg company";"kellogg co";13344;"2012-12-01"
"1181";203;2013;0,12;1,88;0,62;0,33;0,24;0,63;0;1;1;1;10,19;1,79;0,12;2;"K";"Consumer Staples";2;"K_quarterly_financial_data.xls";"kellogg";"kellogg company";"kellogg co";13352;"2013-12-01"
"1182";203;2014;0,11;1,99;0,49;0,05;0,06;0,09;0,09;1;1;1;10,2;1,76;0,12;2;"K";"Consumer Staples";2;"K_quarterly_financial_data.xls";"kellogg";"kellogg company";"kellogg co";13358;"2014-12-01"
"1183";203;2015;0,02;2,19;0,14;0,06;0,06;0,09;0,09;1;1;1;10,19;2,19;0,03;2;"K";"Consumer Staples";2;"K_quarterly_financial_data.xls";"kellogg";"kellogg company";"kellogg co";13373;"2015-12-01"
"1184";203;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"K";"Consumer Staples";2;"K_quarterly_financial_data.xls";"kellogg";"kellogg company";"kellogg co";13388;"2016-12-01"
"1185";204;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KEY";"Financials";4;"KEY_quarterly_financial_data.xls";"key corporation";"keycorp";"keycorp";13404;"2011-12-01"
"1186";204;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KEY";"Financials";4;"KEY_quarterly_financial_data.xls";"key corporation";"keycorp";"keycorp";13416;"2012-12-01"
"1187";204;2013;0,01;0,16;0,09;0,04;0,15;0;0;0;1;1;10,97;0,76;0,21;4;"KEY";"Financials";4;"KEY_quarterly_financial_data.xls";"key corporation";"keycorp";"keycorp";13427;"2013-12-01"
"1188";204;2014;0,01;0,18;0,09;0,01;0,03;0;0,01;1;1;1;10,97;0,77;0,21;4;"KEY";"Financials";4;"KEY_quarterly_financial_data.xls";"key corporation";"keycorp";"keycorp";13438;"2014-12-01"
"1189";204;2015;0,01;0,21;0,08;0,01;0,03;0;0,02;1;1;1;10,98;0,97;0,2;4;"KEY";"Financials";4;"KEY_quarterly_financial_data.xls";"key corporation";"keycorp";"keycorp";13442;"2015-12-01"
"1190";204;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KEY";"Financials";4;"KEY_quarterly_financial_data.xls";"key corporation";"keycorp";"keycorp";13456;"2016-12-01"
"1191";205;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KIM";"Financials";4;"KIM_quarterly_financial_data.xls";"kimco realty";"kimco realty corporation";"kimco realty corp";13470;"2011-12-01"
"1192";205;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KIM";"Financials";4;"KIM_quarterly_financial_data.xls";"kimco realty";"kimco realty corporation";"kimco realty corp";13485;"2012-12-01"
"1193";205;2013;0,05;1,24;0,12;0,43;0,32;0,04;0,08;1;0;0;9,99;0,45;0,11;4;"KIM";"Financials";4;"KIM_quarterly_financial_data.xls";"kimco realty";"kimco realty corporation";"kimco realty corp";13497;"2013-12-01"
"1194";205;2014;0,03;1,41;0,07;0,12;0,08;0,01;0;1;0;1;10,01;0,5;0,06;4;"KIM";"Financials";4;"KIM_quarterly_financial_data.xls";"kimco realty";"kimco realty corporation";"kimco realty corp";13505;"2014-12-01"
"1195";205;2015;0,11;1,41;0,27;0,1;0,09;0,02;0,01;1;0;1;10,05;0,52;0,25;4;"KIM";"Financials";4;"KIM_quarterly_financial_data.xls";"kimco realty";"kimco realty corporation";"kimco realty corp";13520;"2015-12-01"
"1196";205;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KIM";"Financials";4;"KIM_quarterly_financial_data.xls";"kimco realty";"kimco realty corporation";"kimco realty corp";13528;"2016-12-01"
"1197";206;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KLAC";"Information Technology";7;"KLAC_quarterly_financial_data.xls";"kla-tencor";"kla-tencor corporation";"kla-tencor corp";13542;"2011-12-01"
"1198";206;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KLAC";"Information Technology";7;"KLAC_quarterly_financial_data.xls";"kla-tencor";"kla-tencor corporation";"kla-tencor corp";13555;"2012-12-01"
"1199";206;2013;0,02;1,45;0,04;0,66;0,67;0;0;0;0;0;9,74;0,91;0,19;7;"KLAC";"Information Technology";7;"KLAC_quarterly_financial_data.xls";"kla-tencor";"kla-tencor corporation";"kla-tencor corp";13568;"2013-12-01"
"1200";206;2014;0,04;2,34;0,08;0;0,13;0;0;0;0;0;9,7;0,97;0,37;7;"KLAC";"Information Technology";7;"KLAC_quarterly_financial_data.xls";"kla-tencor";"kla-tencor corporation";"kla-tencor corp";13573;"2014-12-01"
"1201";206;2015;0,08;2,44;0,17;0;0,1;0;0;0;0;0;9,66;1,07;0,71;7;"KLAC";"Information Technology";7;"KLAC_quarterly_financial_data.xls";"kla-tencor";"kla-tencor corporation";"kla-tencor corp";13586;"2015-12-01"
"1202";206;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KLAC";"Information Technology";7;"KLAC_quarterly_financial_data.xls";"kla-tencor";"kla-tencor corporation";"kla-tencor corp";13604;"2016-12-01"
"1203";207;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KMB";"Consumer Staples";2;"KMB_quarterly_financial_data.xls";"kimberly-clark";"kimberly-clark corporation";"kimberly-clark corp";13614;"2011-12-01"
"1204";207;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KMB";"Consumer Staples";2;"KMB_quarterly_financial_data.xls";"kimberly-clark";"kimberly-clark corporation";"kimberly-clark corp";13622;"2012-12-01"
"1205";207;2013;0,1;2,26;0,16;0,11;0,14;0,06;0,05;1;0;1;10,28;0,21;0,2;2;"KMB";"Consumer Staples";2;"KMB_quarterly_financial_data.xls";"kimberly-clark";"kimberly-clark corporation";"kimberly-clark corp";13641;"2013-12-01"
"1206";207;2014;0,08;3,12;0,15;0,02;0,03;0,03;0,01;1;0;1;10,19;5,33;0,15;2;"KMB";"Consumer Staples";2;"KMB_quarterly_financial_data.xls";"kimberly-clark";"kimberly-clark corporation";"kimberly-clark corp";13648;"2014-12-01"
"1207";207;2015;0,11;3,57;3,65;0,03;0,02;0,02;0,01;1;1;1;10,17;8,57;0,19;2;"KMB";"Consumer Staples";2;"KMB_quarterly_financial_data.xls";"kimberly-clark";"kimberly-clark corporation";"kimberly-clark corp";13663;"2015-12-01"
"1208";207;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KMB";"Consumer Staples";2;"KMB_quarterly_financial_data.xls";"kimberly-clark";"kimberly-clark corporation";"kimberly-clark corp";13672;"2016-12-01"
"1209";208;2013;0,11;0,97;0,46;0;0;0;0;0;0;0;10,88;1,11;0,1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1210";208;2014;0,08;1,6;0,43;0;0;0;0;0;0;0;10,92;7,72;0,08;3;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1211";208;2015;0,07;0,91;0,01;0;0,01;0;0;0;0;0;10,92;1,21;0,05;3;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1212";208;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KMI";"Energy";3;"KMI_quarterly_financial_data.xls";"kinder morgan";"kinder morgan inc";"kinder morgan inc";NA;NA
"1213";209;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KMX";"Consumer Discretionary";1;"KMX_quarterly_financial_data.xls";"carmax";"carmax inc";"carmax inc";13692;"2011-12-01"
"1214";209;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KMX";"Consumer Discretionary";1;"KMX_quarterly_financial_data.xls";"carmax";"carmax inc";"carmax inc";13701;"2012-12-01"
"1215";209;2013;0,02;1,43;0,09;0;0;0;0;0;0;0;10,05;2,59;0,08;1;"KMX";"Consumer Discretionary";1;"KMX_quarterly_financial_data.xls";"carmax";"carmax inc";"carmax inc";13711;"2013-12-01"
"1216";209;2014;0,01;1,45;0,06;0;0;0;0;0;0;0;10,11;1,18;0,06;1;"KMX";"Consumer Discretionary";1;"KMX_quarterly_financial_data.xls";"carmax";"carmax inc";"carmax inc";13726;"2014-12-01"
"1217";209;2015;0;1,36;0,01;0;0,08;0;0;0;0;0;10,16;1,21;0,02;1;"KMX";"Consumer Discretionary";1;"KMX_quarterly_financial_data.xls";"carmax";"carmax inc";"carmax inc";13740;"2015-12-01"
"1218";209;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KMX";"Consumer Discretionary";1;"KMX_quarterly_financial_data.xls";"carmax";"carmax inc";"carmax inc";13745;"2016-12-01"
"1219";210;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KO";"Consumer Staples";2;"KO_quarterly_financial_data.xls";"coca-cola company";"the coca-cola company";"coca-cola co";13758;"2011-12-01"
"1220";210;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KO";"Consumer Staples";2;"KO_quarterly_financial_data.xls";"coca-cola company";"the coca-cola company";"coca-cola co";13772;"2012-12-01"
"1221";210;2013;0,05;2,19;0,16;0,79;0,42;0,11;0;1;1;1;10,95;2,15;0,04;2;"KO";"Consumer Staples";2;"KO_quarterly_financial_data.xls";"coca-cola company";"the coca-cola company";"coca-cola co";13787;"2013-12-01"
"1222";210;2014;0,05;2,2;0,17;0,09;0,11;0,09;0,1;1;1;1;10,96;2,69;0,04;2;"KO";"Consumer Staples";2;"KO_quarterly_financial_data.xls";"coca-cola company";"the coca-cola company";"coca-cola co";13794;"2014-12-01"
"1223";210;2015;0,05;2,31;0,2;0,01;0,03;0,1;0,12;1;1;1;10,95;3,54;0,04;2;"KO";"Consumer Staples";2;"KO_quarterly_financial_data.xls";"coca-cola company";"the coca-cola company";"coca-cola co";13810;"2015-12-01"
"1224";210;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KO";"Consumer Staples";2;"KO_quarterly_financial_data.xls";"coca-cola company";"the coca-cola company";"coca-cola co";13820;"2016-12-01"
"1225";211;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KR";"Consumer Staples";2;"KR_quarterly_financial_data.xls";"kroger";"the kroger co";"kroger co";13833;"2011-12-01"
"1226";211;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KR";"Consumer Staples";2;"KR_quarterly_financial_data.xls";"kroger";"the kroger co";"kroger co";13843;"2012-12-01"
"1227";211;2013;0,08;NA;0,22;0,53;0,17;0;0;0;1;0;10,41;0,63;0,15;2;"KR";"Consumer Staples";2;"KR_quarterly_financial_data.xls";"kroger";"the kroger co";"kroger co";13857;"2013-12-01"
"1228";211;2014;0,08;NA;0,27;0,08;0;0;0;1;1;0;10,48;1,11;0,17;2;"KR";"Consumer Staples";2;"KR_quarterly_financial_data.xls";"kroger";"the kroger co";"kroger co";13862;"2014-12-01"
"1229";211;2015;0,11;NA;0,28;0,1;0,03;0;0;1;1;0;10,5;0,45;0,19;2;"KR";"Consumer Staples";2;"KR_quarterly_financial_data.xls";"kroger";"the kroger co";"kroger co";13873;"2015-12-01"
"1230";211;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KR";"Consumer Staples";2;"KR_quarterly_financial_data.xls";"kroger";"the kroger co";"kroger co";13896;"2016-12-01"
"1231";212;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KSS";"Consumer Discretionary";1;"KSS_quarterly_financial_data.xls";"kohl's";"kohl's corporation";"kohl's corp";13907;"2011-12-01"
"1232";212;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KSS";"Consumer Discretionary";1;"KSS_quarterly_financial_data.xls";"kohl's";"kohl's corporation";"kohl's corp";13917;"2012-12-01"
"1233";212;2013;0,06;0,84;0,33;0,28;0,25;0,25;0,43;1;1;1;10,18;1,43;0,02;1;"KSS";"Consumer Discretionary";1;"KSS_quarterly_financial_data.xls";"kohl's";"kohl's corporation";"kohl's corp";13932;"2013-12-01"
"1234";212;2014;0,06;0,76;0,32;0,08;0,04;0,02;0,06;1;1;1;10,18;1,83;0,02;1;"KSS";"Consumer Discretionary";1;"KSS_quarterly_financial_data.xls";"kohl's";"kohl's corporation";"kohl's corp";13940;"2014-12-01"
"1235";212;2015;0,06;0,63;0,35;0,1;0,06;0;0,06;1;1;1;10,17;1,43;0,02;1;"KSS";"Consumer Discretionary";1;"KSS_quarterly_financial_data.xls";"kohl's";"kohl's corporation";"kohl's corp";13950;"2015-12-01"
"1236";212;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KSS";"Consumer Discretionary";1;"KSS_quarterly_financial_data.xls";"kohl's";"kohl's corporation";"kohl's corp";13958;"2016-12-01"
"1237";213;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KSU";"Industrials";6;"KSU_quarterly_financial_data.xls";"kansas city southern";"kansas city southern";"kansas city southern";13974;"2011-12-01"
"1238";213;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KSU";"Industrials";6;"KSU_quarterly_financial_data.xls";"kansas city southern";"kansas city southern";"kansas city southern";13983;"2012-12-01"
"1239";213;2013;0,07;2,06;0,16;0;0;0;0;0;0;0;9,87;0,33;0,05;6;"KSU";"Industrials";6;"KSU_quarterly_financial_data.xls";"kansas city southern";"kansas city southern";"kansas city southern";13995;"2013-12-01"
"1240";213;2014;0,06;1,94;0,14;0;0;0;0;0;0;0;9,91;0,32;0,04;6;"KSU";"Industrials";6;"KSU_quarterly_financial_data.xls";"kansas city southern";"kansas city southern";"kansas city southern";14012;"2014-12-01"
"1241";213;2015;0,05;1,24;0,13;0;0,01;0;0;0;0;0;9,92;0,33;0,04;6;"KSU";"Industrials";6;"KSU_quarterly_financial_data.xls";"kansas city southern";"kansas city southern";"kansas city southern";14021;"2015-12-01"
"1242";213;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"KSU";"Industrials";6;"KSU_quarterly_financial_data.xls";"kansas city southern";"kansas city southern";"kansas city southern";14037;"2016-12-01"
"1243";214;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"L";"Financials";4;"LTR_quarterly_financial_data.xls";"loews";"loews corporation";"loews corp";14048;"2011-12-01"
"1244";214;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"L";"Financials";4;"LTR_quarterly_financial_data.xls";"loews";"loews corporation";"loews corp";14057;"2012-12-01"
"1245";214;2013;0,05;0,24;0,11;0;0;0;0;1;0;0;10,9;0,55;0,15;4;"L";"Financials";4;"LTR_quarterly_financial_data.xls";"loews";"loews corporation";"loews corp";14069;"2013-12-01"
"1246";214;2014;0,07;0,16;0,14;0;0;0;0;1;0;0;10,89;0,49;0,19;4;"L";"Financials";4;"LTR_quarterly_financial_data.xls";"loews";"loews corporation";"loews corp";14084;"2014-12-01"
"1247";214;2015;0,06;0,14;0,12;0;0,03;0;0;1;0;0;10,88;0,52;0,2;4;"L";"Financials";4;"LTR_quarterly_financial_data.xls";"loews";"loews corporation";"loews corp";14096;"2015-12-01"
"1248";214;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"L";"Financials";4;"LTR_quarterly_financial_data.xls";"loews";"loews corporation";"loews corp";14105;"2016-12-01"
"1249";215;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"LB";"Consumer Discretionary";1;"LB_quarterly_financial_data.xls";"l brands";"l brands inc";"l brands inc";14122;"2011-12-01"
"1250";215;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"LB";"Consumer Discretionary";1;"LB_quarterly_financial_data.xls";"l brands";"l brands inc";"l brands inc";14130;"2012-12-01"
"1251";215;2013;0,14;3,33;-0,98;0,15;0,16;0;0;1;0;1;9,82;-6,07;0,09;1;"LB";"Consumer Discretionary";1;"LB_quarterly_financial_data.xls";"l brands";"l brands inc";"l brands inc";14145;"2013-12-01"
"1252";215;2014;0,16;3,47;-1,77;0;0,04;0;0;1;0;1;9,85;-11,46;0,1;1;"LB";"Consumer Discretionary";1;"LB_quarterly_financial_data.xls";"l brands";"l brands inc";"l brands inc";14150;"2014-12-01"
"1253";215;2015;0,11;4;-2,54;0;0,06;0;0;1;0;1;9,9;-8,76;0,07;1;"LB";"Consumer Discretionary";1;"LB_quarterly_financial_data.xls";"l brands";"l brands inc";"l brands inc";14171;"2015-12-01"
"1254";215;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"LB";"Consumer Discretionary";1;"LB_quarterly_financial_data.xls";"l brands";"l brands inc";"l brands inc";14181;"2016-12-01"
"1255";216;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"LH";"Health Care";5;"LH_quarterly_financial_data.xls";"laboratory corp of america holdings";"laboratory corporation of america holdings";"laboratory corp of america holdings";14194;"2011-12-01"
"1256";216;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"LH";"Health Care";5;"LH_quarterly_financial_data.xls";"laboratory corp of america holdings";"laboratory corporation of america holdings";"laboratory corp of america holdings";14208;"2012-12-01"
"1257";216;2013;0,09;1,44;0,22;0;0;0;0;0;0;0;9,84;1,16;0,1;5;"LH";"Health Care";5;"LH_quarterly_financial_data.xls";"laboratory corp of america holdings";"laboratory corporation of america holdings";"laboratory corp of america holdings";14216;"2013-12-01"
"1258";216;2014;0,07;1,51;0,19;0;0;0;0;0;0;0;9,86;0,95;0,09;5;"LH";"Health Care";5;"LH_quarterly_financial_data.xls";"laboratory corp of america holdings";"laboratory corporation of america holdings";"laboratory corp of america holdings";14228;"2014-12-01"
"1259";216;2015;0,03;1,24;0,09;0;0,04;0;0;0;0;0;10,15;1,21;0,05;5;"LH";"Health Care";5;"LH_quarterly_financial_data.xls";"laboratory corp of america holdings";"laboratory corporation of america holdings";"laboratory corp of america holdings";14242;"2015-12-01"
"1260";216;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"LH";"Health Care";5;"LH_quarterly_financial_data.xls";"laboratory corp of america holdings";"laboratory corporation of america holdings";"laboratory corp of america holdings";14245;"2016-12-01"
"1261";217;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"LLL";"Industrials";6;"LLL_quarterly_financial_data.xls";"l-3 communications holdings";"l-3 communications holdings inc";"l-3 communications holdings inc";14267;"2011-12-01"
"1262";217;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"LLL";"Industrials";6;"LLL_quarterly_financial_data.xls";"l-3 communications holdings";"l-3 communications holdings inc";"l-3 communications holdings inc";14279;"2012-12-01"
"1263";217;2013;0,05;0,77;0,13;0;0;0;0;0;0;0;10,15;0,61;0,06;6;"LLL";"Industrials";6;"LLL_quarterly_financial_data.xls";"l-3 communications holdings";"l-3 communications holdings inc";"l-3 communications holdings inc";14282;"2013-12-01"
"1264";217;2014;0,05;0,82;0,11;0;0;0;0;0;0;1;10,14;0,75;0,05;6;"LLL";"Industrials";6;"LLL_quarterly_financial_data.xls";"l-3 communications holdings";"l-3 communications holdings inc";"l-3 communications holdings inc";14294;"2014-12-01"
"1265";217;2015;-0,02;0,92;-0,05;0;0,04;0;0;0;0;1;10,08;0,72;-0,03;6;"LLL";"Industrials";6;"LLL_quarterly_financial_data.xls";"l-3 communications holdings";"l-3 communications holdings inc";"l-3 communications holdings inc";14315;"2015-12-01"
"1266";217;2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"LLL";"Industrials";6;"LLL_quarterly_financial_data.xls";"l-3 communications holdings";"l-3 communications holdings inc";"l-3 communications holdings inc";14322;"2016-12-01"
"1267";218;2013;0,2;NA;0,41;0,39;0,33;0;0;0;0;0;9,36;0,93;0,32;7;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1268";218;2014;0,27;NA;0,37;0;0,04;0;0;0;0;0;9,24;0,82;0,35;7;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1269";218;2015;0,28;NA;0,33;0;0,05;0;0;0;0;0;9,28;0,89;0,35;7;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1270";218;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"LLTC";"Information Technology";7;"LLTC_quarterly_financial_data.xls";"linear technology";"linear technology corporation";"linear technology corp";NA;NA
"1271";219;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"LLY";"Health Care";5;"LLY_quarterly_financial_data.xls";"eli lilly";"eli lilly and company";"eli lilly & co";14329;"2011-12-01"
"1272";219;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"LLY";"Health Care";5;"LLY_quarterly_financial_data.xls";"eli lilly";"eli lilly and company";"eli lilly & co";14347;"2012-12-01"
"1273";219;2013;0,14;1,62;0,29;0,27;0,18;0,3;0,35;0;1;1;10,55;0,24;0,2;5;"LLY";"Health Care";5;"LLY_quarterly_financial_data.xls";"eli lilly";"eli lilly and company";"eli lilly & co";14363;"2013-12-01"
"1274";219;2014;0,07;2,2;0,14;0,12;0,03;0;0;1;1;1;10,57;0,35;0,12;5;"LLY";"Health Care";5;"LLY_quarterly_financial_data.xls";"eli lilly";"eli lilly and company";"eli lilly & co";14365;"2014-12-01"
"1275";219;2015;0,07;2,72;0,16;0,03;0,03;0,04;0,02;1;1;1;10,55;0,55;0,12;5;"LLY";"Health Care";5;"LLY_quarterly_financial_data.xls";"eli lilly";"eli lilly and company";"eli lilly & co";14378;"2015-12-01"
