"","Ticker","Year","Roa","Roe","DebtToEquityRatio","NetMargin","PayoutRatio","TotalAssets","Shares","Roic","Revenue","ResearchAndDevelopment","NetIncome","ShareholdersEquity","PriceToEquityRatio","Eps","Ra","Rf","Rm","Ra_Rf","Rm_Rf","Beta","AlphaJensen","CostEquity","TobinsQ","StockPriceClose","Volume"
"1446","PCAR",2012,0.0621,0.1983,0.78,0.067,0.25,18627800000,3.56e+08,0.0707,1.6596e+10,NA,1.111e+09,5846900000,12.87,3.12,0.0463310221936769,1e-04,0.0119,0.0462310221936769,0.0118,1.65186477636288,0.0267390178325949,0.019592004361082,0.72,44.43,1679600
"1447","PCAR",2013,0.0595,0.1877,0.91,0.0703,0.26,2.0726e+10,3.55e+08,0.0669,1.6661e+10,NA,1.171e+09,6634300000,18.35,3.3,0.0476192904762915,0,0.0281,0.0476192904762915,0.0281,0.977523878433521,0.0201508694923096,0.0274684209839819,0.88,NA,NA
"1448","PCAR",2014,0.0657,0.203,0.83,0.0733,0.23,2.0619e+10,3.56e+08,0.076,1.8997e+10,NA,1.358e+09,6753200000,17.33,3.82,0.0295407302917522,0,-6e-04,0.0295407302917522,-6e-04,2.0364608119212,0.0307626067789049,-0.00122187648715272,1.02,NA,NA
"1449","PCAR",2015,0.0769,0.2343,0.83,0.0859,0.194,2.111e+10,3.56e+08,0.091,1.9115e+10,NA,1.604e+09,6940400000,10.89,4.51,-0.0621760874083238,1e-04,-0.0216,-0.0622760874083238,-0.0217,1.18279897240116,-0.0366093497072185,-0.0255667377011053,0.67,48,1386400
"1450","PCAR",2016,0.025,0.0761,0.89,0.0306,0.585,2.0639e+10,3.52e+08,0.0393,1.7033e+10,NA,5.22e+08,6777600000,37.16,1.48,0.036741179657203,3e-04,0.0185,0.0364411796572029,0.0182,0.993471728913325,0.0183599941909804,0.0183811854662225,1,64.959999,1198600
"1451","PCG",2012,0.016,0.0648,0.96,0.0543,0.948,5.2449e+10,4.25e+08,0.0517,1.504e+10,NA,8.3e+08,1.3074e+10,19.34,1.92,-0.00761647427072472,1e-04,0.0119,-0.00771647427072472,0.0118,0.198300581193535,-0.0100564211288084,0.00243994685808372,0.59,39.709999,1903800
"1452","PCG",2013,0.0151,0.0594,0.89,0.0522,1.13,5.5605e+10,4.45e+08,0.0485,1.5598e+10,NA,8.28e+08,1.4342e+10,25.56,1.83,0.00904931398491103,0,0.0281,0.00904931398491103,0.0281,0.895979299324131,-0.0161277043260971,0.0251770183110081,0.59,NA,NA
"1453","PCG",2014,0.0248,0.0954,0.96,0.084,0.613,6.0127e+10,4.7e+08,0.0668,1.709e+10,NA,1.45e+09,1.5748e+10,14.24,3.06,0.0611651197782244,0,-6e-04,0.0611651197782244,-6e-04,0.748820640289893,0.0616144121623983,-0.000449292384173936,0.66,NA,NA
"1454","PCG",2015,0.0142,0.0541,0.97,0.0519,1.011,6.3339e+10,4.87e+08,0.0495,1.6833e+10,NA,8.88e+08,1.6576e+10,29.49,1.79,0.0171507783435246,1e-04,-0.0216,0.0170507783435246,-0.0217,-0.276336811014488,0.0110542695445102,0.00609650879901439,0.67,53.98,1383800
"1455","PCG",2016,0.0211,0.0807,0.9,0.0789,1.138,6.8598e+10,5.01e+08,0.0618,1.7666e+10,NA,1.407e+09,1.794e+10,35.98,2.78,0.0409957701274317,3e-04,0.0185,0.0406957701274317,0.0182,-0.137853602213855,0.0432047056877239,-0.00220893556029215,0.71,60.080002,998500
"1456","PCLN",2012,0.2694,0.4387,0.24,0.2698,0,6569742000,5.1e+07,0.345,5.261e+09,NA,1.42e+09,3896975000,23.29,27.66,-0.0667131915977355,1e-04,0.0119,-0.0668131915977355,0.0118,2.6114332462118,-0.0976281039030348,0.0309149123052993,NA,608.880005,362900
"1457","PCLN",2013,0.2225,0.3503,0.25,0.2786,0,1.0444e+10,5.2e+07,0.2764,6.793e+09,7.2e+07,1.893e+09,6909729000,31.49,36.11,-0.0254224851426504,0,0.0281,-0.0254224851426504,0.0281,0.336659179490851,-0.0348826080863433,0.00946012294369291,NA,NA,NA
"1458","PCLN",2014,0.1908,0.313,0.45,0.2869,0,1.4941e+10,5.3e+07,0.2334,8.442e+09,9.7e+07,2.422e+09,8566694000,25.36,45.67,-0.0173713121915369,0,-6e-04,-0.0173713121915369,-6e-04,1.27191552932413,-0.0166081628739424,-0.000763149317594479,NA,NA,NA
"1459","PCLN",2015,0.1577,0.2939,0.7,0.2766,0,1.7421e+10,5.2e+07,0.1927,9.224e+09,1.14e+08,2.551e+09,8795469000,27.95,49.45,0.020683815085492,1e-04,-0.0216,0.020583815085492,-0.0217,1.75792951522665,0.0587308855659102,-0.0380470704804183,NA,1272.959961,266400
"1460","PCLN",2016,0.1146,0.2294,0.63,0.1987,0,1.9839e+10,5e+07,0.1352,1.0743e+10,1.42e+08,2.135e+09,9820142000,38.58,42.65,-0.0253369022789401,3e-04,0.0185,-0.0256369022789401,0.0182,1.12035098599187,-0.0460272902239921,0.0206903879450521,NA,1480.459961,248700
"1461","PEG",2012,0.0414,0.1211,0.62,0.1304,0.566,3.1725e+10,5.07e+08,0.082,9.781e+09,NA,1.275e+09,1.078e+10,11.22,2.51,0.02882415595253,1e-04,0.0119,0.02872415595253,0.0118,-0.15021292300141,0.0304966684439466,-0.00167251249141664,0.7,29.940001,2214400
"1462","PEG",2013,0.0387,0.111,0.68,0.1247,0.574,3.2522e+10,5.08e+08,0.0749,9.968e+09,NA,1.243e+09,1.1608e+10,13.19,2.45,-0.00907472307098812,0,0.0281,-0.00907472307098812,0.0281,0.533313528810873,-0.0240608332305736,0.0149861101595855,0.72,NA,NA
"1463","PEG",2014,0.0447,0.1276,0.68,0.1394,0.603,3.5333e+10,5.08e+08,0.0837,1.0886e+10,NA,1.518e+09,1.2185e+10,16.42,2.99,0.000185525766618278,0,-6e-04,0.000185525766618278,-6e-04,1.27475139569208,0.000950376604033525,-0.000764850837415247,0.81,NA,NA
"1464","PEG",2015,0.0461,0.133,0.68,0.1612,0.423,3.7535e+10,5.08e+08,0.0862,1.0415e+10,NA,1.679e+09,1.3066e+10,11.12,3.3,-0.000394350766688618,1e-04,-0.0216,-0.000494350766688618,-0.0217,-0.0675082954007577,-0.00195928077688506,0.00156493001019644,0.76,38.709999,1723700
"1465","PEG",2016,0.0229,0.0677,0.83,0.0979,0.638,4.007e+10,5.08e+08,0.0474,9.061e+09,NA,8.87e+08,1.313e+10,16.45,1.75,0.0703115254136457,3e-04,0.0185,0.0700115254136457,0.0182,0.0534947379827416,0.0690379211823599,0.0012736042312859,0.83,43.41,2060800
"1466","PEP",2012,0.0837,0.2884,1.06,0.0942,0.543,7.4638e+10,1.575e+09,0.1384,6.5492e+10,NA,6.178e+09,2.2294e+10,18.59,3.92,-0.0179560225236875,1e-04,0.0119,-0.0180560225236875,0.0118,-0.167402418309743,-0.0160806739876326,-0.00187534853605497,1.71,68.019997,3764500
"1467","PEP",2013,0.0885,0.2896,1,0.1014,0.519,7.7478e+10,1.56e+09,0.1407,6.6415e+10,NA,6.74e+09,2.4279e+10,19.41,4.32,-0.0113654225208559,0,0.0281,-0.0113654225208559,0.0281,0.682924359216786,-0.0305555970148476,0.0191901744939917,1.9,NA,NA
"1468","PEP",2014,0.0879,0.3124,1.37,0.0975,0.541,7.0509e+10,1.527e+09,0.1422,6.6683e+10,NA,6.513e+09,1.7438e+10,21.08,4.27,-0.0503892200500078,0,-6e-04,-0.0503892200500078,-6e-04,0.631353725618881,-0.0500104078146365,-0.000378812235371328,2.3,NA,NA
"1469","PEP",2015,0.0777,0.372,2.46,0.0864,0.806,6.9667e+10,1.485e+09,0.1338,6.3056e+10,NA,5.452e+09,1.1923e+10,28.77,3.67,0.00457649632875398,1e-04,-0.0216,0.00447649632875398,-0.0217,0.74272839706482,0.0205937025450606,-0.0160172062163066,2.42,100.68,4017700
"1470","PEP",2016,0.0879,0.5514,2.72,0.1007,0.638,7.4129e+10,1.452e+09,0.1555,6.2799e+10,NA,6.329e+09,1.1095e+10,22.83,4.36,0.0442607100820009,3e-04,0.0185,0.0439607100820009,0.0182,0.186270383458872,0.0405705891030494,0.00369012097895148,2.37,104.620003,1878600
"1471","PFE",2012,0.0779,0.1783,0.38,0.247,0.698,1.85798e+11,7.508e+09,0.129,5.4657e+10,NA,1.457e+10,8.126e+10,19.39,1.94,0.00239519254469299,1e-04,0.0119,0.00229519254469299,0.0118,0.444303585007608,-0.00294758975839679,0.00534278230308978,0.96,24.889999,21611800
"1472","PFE",2013,0.1229,0.2794,0.4,0.4265,0.623,1.72101e+11,6.895e+09,0.1965,5.1584e+10,NA,2.2003e+10,7.6307e+10,8.41,3.19,-0.0352826265747387,0,0.0281,-0.0352826265747387,0.0281,1.01712100159221,-0.0638637267194798,0.0285811001447411,1.13,NA,NA
"1473","PFE",2014,0.0535,0.1238,0.44,0.1841,0.63,1.69275e+11,6.424e+09,0.0891,4.9605e+10,NA,9.135e+09,7.1301e+10,18.71,1.42,0,0,-6e-04,0,-6e-04,0.666646845621533,0.000399988107372919,-0.000399988107372919,1.16,NA,NA
"1474","PFE",2015,0.0413,0.1024,0.45,0.1425,0.827,1.67462e+11,6.257e+09,0.0711,4.8851e+10,NA,6.96e+09,6.4719e+10,25.08,1.11,-0.0150657815527464,1e-04,-0.0216,-0.0151657815527464,-0.0217,1.2607866745188,0.0121932892843114,-0.0272590708370579,1.28,32.419998,26281700
"1475","PFE",2016,0.0426,0.1162,0.53,0.1366,1.18,1.71615e+11,6.159e+09,0.0763,5.2824e+10,NA,7.215e+09,5.9543e+10,31.91,1.17,0.0105231924649677,3e-04,0.0185,0.0102231924649677,0.0182,0.763662941755952,-0.00367547307499067,0.0141986655399583,1.29,32.349998,13938800
"1476","PFG",2012,0.005,0.0797,0.27,0.0839,0.303,161926500000,3e+08,NA,9.215e+09,NA,8.07e+08,9753200000,11.46,2.58,0.0567894825743845,1e-04,0.0119,0.0566894825743845,0.0118,1.59792895857738,0.0378339208631714,0.0189555617112131,0.04,28.08,1378800
"1477","PFG",2013,0.0048,0.0905,0.27,0.0947,0.321,2.08191e+11,2.98e+08,NA,9.29e+09,NA,9.13e+08,9684200000,15.88,2.95,-0.0211490965689277,0,0.0281,-0.0211490965689277,0.0281,1.93480917318422,-0.0755172343354043,0.0543681377664766,0.07,NA,NA
"1478","PFG",2014,0.0052,0.1118,0.25,0.106,0.34,2.19087e+11,2.98e+08,NA,1.0478e+10,NA,1.144e+09,1.0184e+10,14.32,3.65,-0.0188846899413196,0,-6e-04,-0.0188846899413196,-6e-04,1.73399309458596,-0.0178442940845681,-0.00104039585675158,0.07,NA,NA
"1479","PFG",2015,0.0055,0.1241,0.35,0.1011,0.356,2.18686e+11,2.98e+08,NA,1.1964e+10,NA,1.234e+09,9311600000,11.66,4.06,-0.127131451144683,1e-04,-0.0216,-0.127231451144683,-0.0217,1.48405583383966,-0.0950274395503619,-0.0321040115943206,0.06,45.57,837800
"1480","PFG",2016,0.0059,0.1348,0.31,0.1062,0.365,2.28014e+11,2.92e+08,NA,1.2394e+10,NA,1.317e+09,10227300000,13.18,4.5,0.0104241917787973,3e-04,0.0185,0.0101241917787973,0.0182,1.59216651772839,-0.0188532388438593,0.0292774306226566,0.07,58,727400
"1481","PG",2012,0.0776,0.1632,0.34,0.1255,0.644,1.39903e+11,2.941e+09,0.1162,8.2006e+10,NA,1.0756e+10,6.6681e+10,19.06,3.66,-0.0281752977587979,1e-04,0.0119,-0.0282752977587979,0.0118,0.264514196424312,-0.0313965652766048,0.00322126751780689,1.51,67.150002,6463300
"1482","PG",2013,0.0815,0.1714,0.29,0.1315,0.566,1.42927e+11,2.93e+09,0.1209,8.0116e+10,NA,1.1312e+10,6.9378e+10,20.43,3.86,-0.0339346865006179,0,0.0281,-0.0339346865006179,0.0281,1.0382370288209,-0.0631091470104852,0.0291744605098673,1.73,NA,NA
"1483","PG",2014,0.0803,0.1687,0.29,0.1371,0.64,1.36263e+11,2.904e+09,0.1175,7.4401e+10,NA,1.1643e+10,6.4133e+10,23.97,4.01,0.00727201865502147,0,-6e-04,0.00727201865502147,-6e-04,0.795300139024678,0.00774919873843628,-0.000477180083414807,1.95,NA,NA
"1484","PG",2015,0.0495,0.1047,0.3,0.0888,0.672,1.29143e+11,2.883e+09,0.0731,7.0749e+10,NA,7.036e+09,6.1628e+10,28.67,2.44,0.0592718307290035,1e-04,-0.0216,0.0591718307290035,-0.0217,0.671381907822489,0.0737408181287516,-0.014468987399748,1.77,79.919998,4144400
"1485","PG",2016,0.0799,0.1743,0.34,0.157,0.837,1.17033e+11,2.844e+09,0.1182,6.5299e+10,NA,1.0508e+10,5.306e+10,22.93,3.69,0.0194554670855329,3e-04,0.0185,0.0191554670855329,0.0182,-0.175048467181984,0.022341349188245,-0.00288588210271211,2.01,84.07,4298800
"1486","PGR",2012,0.0405,0.1528,0.32,0.0528,0.275,22694700000,6.07e+08,NA,1.7086e+10,NA,9.02e+08,6.007e+09,14.72,1.48,-0.00708385121457806,1e-04,0.0119,-0.00718385121457806,0.0118,0.311255744623528,-0.0108566690011357,0.00377281778655763,0.44,20.85,2220500
"1487","PGR",2013,0.0495,0.1911,0.3,0.0641,0.155,2.4408e+10,6.04e+08,NA,1.8175e+10,NA,1.165e+09,6189500000,14.69,1.93,-0.0239142287495281,0,0.0281,-0.0239142287495281,0.0281,0.734965427090903,-0.0445667572507825,0.0206525285012544,0.6,NA,NA
"1488","PGR",2014,0.051,0.1953,0.31,0.066,0.243,2.5788e+10,5.94e+08,NA,1.9396e+10,NA,1.281e+09,6928600000,12.79,2.15,-0.00921996575048654,0,-6e-04,-0.00921996575048654,-6e-04,1.94862992962621,-0.00805078779271082,-0.00116917795777572,0.56,NA,NA
"1489","PGR",2015,0.0456,0.1783,0.37,0.0608,0.31,2.9819e+10,5.89e+08,NA,2.0853e+10,NA,1.267e+09,7289400000,14.49,2.15,0.0313024321485108,1e-04,-0.0216,0.0312024321485108,-0.0217,0.652278000277804,0.0453568647545392,-0.0140544326060284,0.58,31.959999,1715300
"1490","PGR",2016,0.0326,0.1352,0.4,0.044,0.532,3.3428e+10,5.85e+08,NA,2.3441e+10,NA,1.031e+09,7957100000,19.94,1.76,0.0639752844489401,3e-04,0.0185,0.0636752844489401,0.0182,0.711287506968458,0.0507298518221142,0.0132454326268259,0.54,35.470001,1366900
"1491","PH",2012,0.1044,0.2241,0.31,0.0876,0.206,11461361000,1.55e+08,0.1771,1.3146e+10,NA,1.152e+09,5325717000,11.45,7.45,0.0348101711649508,1e-04,0.0119,0.0347101711649508,0.0118,0.834373111646665,0.0248645684475201,0.00994560271743065,1.1,83.860001,491400
"1492","PH",2013,0.08,0.1784,0.26,0.0729,0.258,1.2541e+10,1.52e+08,0.1336,1.3016e+10,NA,9.48e+08,6295226000,18.47,6.26,0.0876898349433927,0,0.0281,0.0876898349433927,0.0281,1.52259737878023,0.0449048485996682,0.0427849863437245,1.42,NA,NA
"1493","PH",2014,0.0807,0.1679,0.23,0.0788,0.274,1.3274e+10,1.51e+08,0.1249,1.3216e+10,NA,1.041e+09,5756749000,16.4,6.87,-0.000620334918776901,0,-6e-04,-0.000620334918776901,-6e-04,1.73936383929249,0.000423283384798592,-0.00104361830357549,1.41,NA,NA
"1494","PH",2015,0.0792,0.1721,0.53,0.0796,0.289,1.2295e+10,1.45e+08,0.1287,1.2712e+10,NA,1.012e+09,4799406000,15.45,6.97,-0.0762120947550812,1e-04,-0.0216,-0.0763120947550812,-0.0217,1.22600097446075,-0.0497078736092828,-0.0265042211457983,1.11,98.629997,659900
"1495","PH",2016,0.0663,0.1667,0.58,0.071,0.465,1.2057e+10,1.37e+08,0.1156,1.1361e+10,NA,8.07e+08,4527709000,21.91,5.89,0.00767237125646204,3e-04,0.0185,0.00737237125646204,0.0182,1.00553768185629,-0.0109284145533224,0.0186007858097844,1.58,140.869995,774200
"1496","PLD",2012,-0.0029,-0.0063,0.94,-0.0404,NA,NA,4.62e+08,0.0167,1.834e+09,NA,-4e+07,NA,NA,-0.18,0.0804145712309897,1e-04,0.0119,0.0803145712309897,0.0118,1.73761447852115,0.0598107203844401,0.0206038508465495,1.08,35.77,1730700
"1497","PLD",2013,0.0122,0.0242,0.66,0.2008,NA,2.4572e+10,4.92e+08,0.0237,1.571e+09,NA,3.43e+08,NA,NA,0.64,-0.0184311621166998,0,0.0281,-0.0184311621166998,0.0281,1.66556780256149,-0.0652336173686776,0.0468024552519777,1.12,NA,NA
"1498","PLD",2014,0.0247,0.0452,0.68,0.4038,3.023,2.5818e+10,5.06e+08,0.039,1.761e+09,NA,6.36e+08,NA,NA,1.24,0.0254265174154358,0,-6e-04,0.0254265174154358,-6e-04,0.622490575667088,0.025800011760836,-0.000373494345400252,1.23,NA,NA
"1499","PLD",2015,0.0302,0.0606,0.8,0.4343,0.653,3.1395e+10,5.34e+08,0.0457,2.197e+09,NA,8.69e+08,NA,NA,1.64,0.0135404770190127,1e-04,-0.0216,0.0134404770190127,-0.0217,0.378302739928858,0.021649646475469,-0.00810916945645622,1.1,42.91,1363700
"1500","PLD",2016,0.039,0.0816,0.71,0.475,0.994,3.025e+10,5.47e+08,0.058,2.533e+09,NA,1.21e+09,NA,NA,2.27,0.0446064683190374,3e-04,0.0185,0.0443064683190374,0.0182,1.50661097687376,0.0168861485399349,0.0277203197791024,1.27,51.549999,1129200
"1501","PM",2012,0.2393,NA,NA,0.2789,0.627,3.767e+10,1.692e+09,NA,3.1377e+10,NA,8.8e+09,-3.476e+09,17.55,5.17,-0.0614365087773948,1e-04,0.0119,-0.0615365087773948,0.0118,0.75666835537398,-0.0704651953708078,0.00902868659341297,4.15,82.650002,3911100
"1502","PM",2013,0.225,NA,NA,0.2733,0.662,3.8168e+10,1.622e+09,NA,3.1217e+10,NA,8.576e+09,-7.766e+09,16.69,5.26,0.0294696268344699,0,0.0281,0.0294696268344699,0.0281,1.09805275009267,-0.00138565544313398,0.0308552822776039,4.26,NA,NA
"1503","PM",2014,0.2034,NA,NA,0.2506,0.768,3.5187e+10,1.566e+09,NA,2.9767e+10,NA,7.493e+09,-1.2629e+10,17.21,4.76,-0.0529996558077293,0,-6e-04,-0.0529996558077293,-6e-04,1.24073434221742,-0.0522552152023988,-0.000744440605330452,4.34,NA,NA
"1504","PM",2015,0.1981,NA,NA,0.2556,0.865,3.3956e+10,1.549e+09,NA,2.6794e+10,NA,6.873e+09,-1.3244e+10,18.14,4.42,0.0177370435904468,1e-04,-0.0216,0.0176370435904468,-0.0217,1.03217030877119,0.0400351392907817,-0.0222980957003349,4.74,88.589996,1860500
"1505","PM",2016,0.1963,NA,NA,0.2604,0.981,3.6851e+10,1.551e+09,NA,2.6685e+10,NA,6.967e+09,-1.2688e+10,22.13,4.48,0.0471523075579488,3e-04,0.0185,0.0468523075579488,0.0182,-0.0121193006687022,0.0470728788301191,7.94287278296206e-05,4.52,90.940002,2290700
"1506","PNC",2012,0.0098,0.0775,0.75,0.1826,0.293,3.05107e+11,5.29e+08,NA,1.5512e+10,NA,3.001e+09,3.9003e+10,12.13,5.28,0.0379250692626565,1e-04,0.0119,0.0378250692626565,0.0118,1.03936737119405,0.0255605342825668,0.0123645349800898,0.19,57.459999,1729100
"1507","PNC",2013,0.0127,0.0976,0.87,0.248,0.247,3.20296e+11,5.32e+08,NA,1.6012e+10,NA,4.201e+09,4.2408e+10,10.97,7.36,0.00815386649312823,0,0.0281,0.00815386649312823,0.0281,0.904986632027982,-0.0172762578668581,0.0254301243599863,0.22,NA,NA
"1508","PNC",2014,0.0119,0.0908,1.08,0.2567,0.25,3.45072e+11,5.37e+08,NA,1.5375e+10,NA,4.184e+09,4.4551e+10,11.67,7.3,0.0420879343770475,0,-6e-04,0.0420879343770475,-6e-04,0.463212165286812,0.0423658616762196,-0.000277927299172087,0.2,NA,NA
"1509","PNC",2015,0.011,0.0866,1.18,0.2538,0.269,3.58493e+11,5.21e+08,NA,1.5225e+10,NA,4.106e+09,4.471e+10,12.38,7.39,-0.0020962590214845,1e-04,-0.0216,-0.0021962590214845,-0.0217,0.881596189119678,0.0169343782824125,-0.019030637303897,0.21,95.940002,956000
"1510","PNC",2016,0.0101,0.081,1.15,0.2415,0.289,3.6638e+11,5e+08,NA,1.5162e+10,NA,3.903e+09,4.5699e+10,51.11,7.3,0.0564545319999207,3e-04,0.0185,0.0561545319999207,0.0182,1.2455192308122,0.0334860819991386,0.0229684500007821,0.24,117.059998,1184300
"1511","PPG",2012,0.0622,0.2574,0.83,0.0619,0.386,1.5878e+10,3.1e+08,0.1427,1.2686e+10,NA,9.41e+08,4.063e+09,20.88,3.03,0.0854076444274817,1e-04,0.0119,0.0853076444274817,0.0118,0.291707000279843,0.0818655018241795,0.00354214260330215,1.32,66.349998,5229000
"1512","PPG",2013,0.2036,0.7184,0.68,0.2139,0.302,1.5863e+10,2.9e+08,0.4082,1.4265e+10,4.88e+08,3.231e+09,4.932e+09,8.09,11.13,0.0299713459043917,0,0.0281,0.0299713459043917,0.0281,1.12327347104608,-0.00159263863200303,0.0315639845363947,1.68,NA,NA
"1513","PPG",2014,0.1257,0.4157,0.68,0.1368,0.263,1.7583e+10,2.8e+08,0.2524,1.4791e+10,4.92e+08,2.102e+09,5.18e+09,12.53,7.52,0.0548174053375582,0,-6e-04,0.0548174053375582,-6e-04,1.66666007344452,0.0558174013816249,-0.000999996044066711,1.91,NA,NA
"1514","PPG",2015,0.0811,0.2767,0.81,0.0917,0.324,1.7076e+10,2.74e+08,0.1589,1.4241e+10,4.86e+08,1.406e+09,4.983e+09,22.15,5.14,-0.0676832956727461,1e-04,-0.0216,-0.0677832956727461,-0.0217,1.80490719404724,-0.028616809561921,-0.0390664861108251,1.66,99.900002,677400
"1515","PPG",2016,0.0534,0.1788,0.78,0.0595,0.483,1.5769e+10,2.67e+08,0.1021,1.427e+10,4.66e+08,8.77e+08,4.826e+09,31.04,3.28,-0.0122713811502704,3e-04,0.0185,-0.0125713811502704,0.0182,1.33545670596372,-0.03687669319881,0.0246053120485396,1.64,94.669998,1155100
"1516","PPL",2012,0.035,0.1419,1.79,0.1231,0.552,4.3634e+10,5.82e+08,0.0739,1.2132e+10,NA,1.526e+09,1.048e+10,10.42,2.6,-0.0115807187762398,1e-04,0.0119,-0.0116807187762398,0.0118,-0.0238038253958464,-0.0113998336365688,-0.000180885139670988,0.8,26.246853,2603700
"1517","PPL",2013,0.025,0.098,1.65,0.0948,0.585,4.6259e+10,6.63e+08,0.0615,7.263e+09,NA,1.13e+09,1.2466e+10,12.15,1.76,-0.0072834293070909,0,0.0281,-0.0072834293070909,0.0281,0.460581393738865,-0.020225766471153,0.0129423371640621,0.82,NA,NA
"1518","PPL",2014,0.0363,0.1324,1.38,0.1503,1.024,4.8864e+10,6.66e+08,0.0693,7.852e+09,NA,1.737e+09,1.3628e+10,24.73,2.61,0.0336773434505818,0,-6e-04,0.0336773434505818,-6e-04,1.10771525807465,0.0343419726054266,-0.000664629154844791,0.84,NA,NA
"1519","PPL",2015,0.0154,0.0578,1.87,0.0887,0.573,3.9301e+10,6.73e+08,0.0414,7.669e+09,NA,6.82e+08,9.919e+09,23.22,1.01,0.0139492738395378,1e-04,-0.0216,0.0138492738395378,-0.0217,0.206254391031082,0.0183249941249123,-0.00437572028537448,1.09,34.139999,2733700
"1520","PPL",2016,0.0489,0.1913,1.79,0.2522,0.562,3.8315e+10,6.8e+08,0.0866,7.517e+09,NA,1.902e+09,9.899e+09,12.35,2.79,0.0290330538506165,3e-04,0.0185,0.0287330538506165,0.0182,0.330206159404666,0.0227233017494515,0.00630975210116492,1.12,33.860001,3203200
"1521","PRU",2012,7e-04,0.0124,0.68,0.0055,1.758,7.09298e+11,4.68e+08,NA,8.4847e+10,NA,5.2e+08,3.8575e+10,22.54,1.01,0.0229501559161972,1e-04,0.0119,0.0228501559161972,0.0118,2.7814664358978,-0.00997114802739681,0.032921303943594,0.06,52.470001,1696200
"1522","PRU",2013,-9e-04,-0.0181,0.76,-0.0161,NA,7.31781e+11,4.63e+08,NA,4.1461e+10,NA,-6.67e+08,3.5278e+10,NA,-1.55,0.0382410411546717,0,0.0281,0.0382410411546717,0.0281,1.20160363466087,0.00447597902070128,0.0337650621339704,0.08,NA,NA
"1523","PRU",2014,0.002,0.0384,0.47,0.0274,0.431,7.66655e+11,4.67e+08,NA,5.4105e+10,NA,1.381e+09,4.177e+10,17.55,3.23,0.0624918220528479,0,-6e-04,0.0624918220528479,-6e-04,1.04969611664328,0.0631216397228338,-0.000629817669985967,0.09,NA,NA
"1524","PRU",2015,0.0074,0.1349,0.68,0.0988,0.291,7.57388e+11,4.6e+08,NA,5.7119e+10,NA,5.642e+09,4.189e+10,10.35,12.17,-0.0612239566430019,1e-04,-0.0216,-0.0613239566430019,-0.0217,1.49366470340459,-0.0289114325791224,-0.0323125240638796,0.08,82.449997,1073200
"1525","PRU",2016,0.0057,0.0996,0.44,0.0743,0.263,7.83962e+11,4.47e+08,NA,5.8779e+10,NA,4.368e+09,4.5863e+10,8.87,9.71,0.033815414404434,3e-04,0.0185,0.033515414404434,0.0182,2.03010056174511,-0.00343241581932704,0.037247830223761,0.08,104.959999,1071400
"1526","PSX",2012,0.0903,0.1872,0.34,0.0229,0.069,4.8073e+10,6.37e+08,0.1663,1.79618e+11,NA,4.124e+09,2.0775e+10,NA,6.48,0.0138430224169613,1e-04,0.0119,0.0137430224169613,0.0118,2.37233297895357,-0.0142505067346908,0.0280935291516521,0.72,50.57,2999100
"1527","PSX",2013,0.076,0.1742,0.28,0.0217,0.206,4.9798e+10,6.19e+08,0.1398,1.71736e+11,NA,3.726e+09,2.195e+10,11.6,6.02,0.102583917893272,0,0.0281,0.102583917893272,0.0281,2.68038964451832,0.0272649688823067,0.0753189490109649,0.91,NA,NA
"1528","PSX",2014,0.0967,0.2187,0.36,0.0295,0.279,4.8741e+10,5.72e+08,0.1697,1.61627e+11,NA,4.762e+09,2.159e+10,9.56,8.33,-0.0182427057822678,0,-6e-04,-0.0182427057822678,-6e-04,0.637723567727383,-0.0178600716416314,-0.00038263414063643,0.85,NA,NA
"1529","PSX",2015,0.0869,0.1892,0.38,0.0425,0.247,4.858e+10,5.47e+08,0.1422,9.8975e+10,NA,4.227e+09,2.31e+10,9.95,7.73,-0.112389300759428,1e-04,-0.0216,-0.112489300759428,-0.0217,1.32738627294761,-0.0836850186364651,-0.0287042821229631,0.98,82.459999,1665100
"1530","PSX",2016,0.0309,0.0681,0.43,0.0184,0.623,5.1653e+10,5.3e+08,0.0559,8.4279e+10,NA,1.555e+09,2.239e+10,21.86,2.92,0.0392995678495187,3e-04,0.0185,0.0389995678495187,0.0182,0.526890597857894,0.029410158968505,0.00988940888101367,0.99,87.120003,1359800
"1531","PX",2012,0.0982,0.2929,1.1,0.1507,0.392,1.809e+10,3.02e+08,0.142,1.1224e+10,NA,1.692e+09,6.064e+09,19.05,5.61,0.0258946685394771,1e-04,0.0119,0.0257946685394771,0.0118,0.74478865778078,0.0170061623776639,0.0088885061618132,2.14,107.900002,795900
"1532","PX",2013,0.0915,0.277,1.21,0.1472,0.415,2.0255e+10,2.99e+08,0.13,1.1925e+10,NA,1.755e+09,6.609e+09,21.92,5.87,0.0342629643956542,0,0.0281,0.0342629643956542,0.0281,0.391868992081179,0.0232514457181731,0.0110115186774811,2.27,NA,NA
"1533","PX",2014,0.0846,0.277,1.54,0.138,0.405,1.9802e+10,2.96e+08,0.1201,1.2273e+10,NA,1.694e+09,5.623e+09,19.89,5.73,0.0142225750981161,0,-6e-04,0.0142225750981161,-6e-04,0.81589728333079,0.0147121134681146,-0.000489538369998474,2.32,NA,NA
