"","Ticker","YearIndex","Roa","Roe","Roic","TobinsQ","Ra","AlphaJensen","Eps","StockPriceClose","PriceToEpsRatio","PayoutRatio","DebtToEquityRatio","NetMargin","TotalAssets","Shares","Revenue","ResearchAndDevelopment","NetIncome","ShareholdersEquity","Rf","Rm","Ra_Rf","Rm_Rf","Beta","CostEquity","Volume","YearNewsWeekGR","RankNewsWeekGR","GreenScore","EnergyProductivity","CarbonProductivity","WaterProductivity","WasteProductivity","Green.Revenue","SustainabilityPayLink","SustainableThemedCommitment","AuditScore","GisSector","GicsClassification","CompaniesIndex"
"1004","T",1,0.0218,0.0702,0.0514,0.85,-0.0519181430555764,-0.0520361185809356,1.24,NA,10.46,0.566,0.72,0.057,2.72315e+11,5.821e+09,1.27434e+11,NA,7.264e+09,9.2362e+10,1e-04,0.0119,-0.0124822195343895,0.0118,-0.00854950359548077,-8.8414242667313e-07,20401800,2014,175,0.37,0.27,0.26,0.28,0.16,0.12,1,1,1,"Telecommunication Services",10,336
"1005","T",2,0.0384,0.1277,0.077,0.85,0.0217401025149135,0.03433571486523,2.37,34.759998,36.5,2.089,0.76,0.1417,2.77787e+11,5.385e+09,1.28752e+11,NA,1.8418e+10,9.0988e+10,0,0.0281,-0.00142116925214035,0.0281,0.563356301637361,0.0158303120760098,NA,2015,103,0.54,0.06,0.03,0.04,0.04,0.16,1,1,1,"Telecommunication Services",10,336
"1006","T",3,0.0322,0.1056,0.0657,0.96,0.0961803198041093,0.0898933840674229,2.1,42.52,16.57,0.813,0.88,0.047,2.92829e+11,5.221e+09,1.32447e+11,NA,6.442e+09,8.637e+10,0,-6e-04,-0.0519181430555764,-6e-04,-0.196625875598746,0.000117975525359247,NA,2016,127,0.47,0.03,0.04,0.03,0.02,0.16,1,1,1,"Telecommunication Services",10,336
"1007","TAP",1,0.0348,0.0623,0.0538,1.21,-0.0372730456868404,-0.0360380227849838,2.76,NA,28.88,0.477,0.43,0.1131,16212200000,1.82e+08,3.917e+09,NA,4.43e+08,7966900000,1e-04,0.0119,0.0314753709106715,0.0118,1.17329425468915,0.013944872205332,671500,2014,41,0.59,0.43,0.6,0.35,0.1,0.84,1,1,1,"Consumer Staples",2,337
"1008","TAP",2,0.0274,0.0482,0.0435,1.65,0.0203287348003237,0.0219649607204179,2.12,93.440002,38.61,0.718,0.37,0.1349,1.558e+10,1.84e+08,4.206e+09,NA,5.67e+08,8638900000,0,0.0281,0.0639807212803125,0.0281,1.17773913349504,0.0330944696512106,NA,2015,157,0.44,0.03,0.05,0.03,0.06,0.08,1,1,1,"Consumer Staples",2,337
"1009","TAP",3,0.095,0.2141,0.1276,1.13,-0.00737180579165084,-0.0223973953544024,9.34,96.959999,37.97,0.602,0.3,0.124,1.3996e+10,1.86e+08,4.146e+09,NA,5.14e+08,7863300000,0,-6e-04,-0.0372730456868404,-6e-04,2.05837150309439,-0.00123502290185663,NA,2016,136,0.46,0.03,0.08,0.02,0.04,0.08,1,1,1,"Consumer Staples",2,337
"1010","TDG",1,0.0279,NA,NA,2.36,-0.00730701201294157,-0.00669294524062661,3.16,NA,57.99,6.9185,2.95,0.1892,5549616000,5.4e+07,1.7e+09,NA,3.25e+08,598847000,1e-04,0.0119,0.00239657065297721,0.0118,0.960030280877196,0.0114283573143509,144800,2014,435,0,0,0,0,0,0,0,0,0,"Industrials",6,338
"1011","TDG",2,0.0585,NA,NA,2.3,-0.0266924793370479,-0.0168139314905083,7.84,225.220001,NA,NA,NA,0.0684,6.149e+09,5.5e+07,1.924e+09,NA,3.03e+08,-234182000,0,0.0281,0.0283447785641268,0.0281,0.604259746146686,0.0169796988667219,NA,2015,402,0.13,0,0,0,0,0.13,0,0,0,"Industrials",6,338
"1012","TDG",3,0.0609,NA,NA,2.22,-0.0098723320091932,-0.0130670968111377,10.39,249.5,25.42,2.5652,NA,0.076,6.757e+09,5.7e+07,2.373e+09,NA,3.07e+08,-1464733000,0,-6e-04,-0.00730701201294157,-6e-04,1.02344462052492,-0.000614066772314953,NA,2016,401,0.18,0,0.05,0,0,0.13,0,0,0,"Industrials",6,338
"1013","TGT",1,0.0425,0.1202,0.0629,1.11,0.0254830667002452,0.0262433002841061,3.07,NA,NA,0.406,0.85,0.0419,4.958e+10,6.83e+08,6.9865e+10,NA,2.929e+09,NA,1e-04,0.0119,-0.0648814410234413,0.0118,0.373031967066543,0.00450177721138521,3477200,2014,194,0.35,0.33,0.27,0.3,0,0.06,1,1,1,"Consumer Discretionary",1,339
"1014","TGT",2,-0.0381,-0.1082,-0.0576,1.4,0.00151609173153323,0.00576157186194479,-2.58,72.870003,NA,0.76,0.89,0.0409,4.637e+10,6.63e+08,7.3301e+10,NA,2.999e+09,NA,0,0.0281,-0.0103772516546822,0.0281,1.21405767851468,0.0341150207662624,NA,2015,147,0.47,0.04,0.06,0.05,0,0.12,1,1,1,"Consumer Discretionary",1,339
"1015","TGT",3,0.0824,0.2495,0.1281,1.31,-0.0670618478328125,-0.0793909025622671,5.31,72.830002,NA,0.47,0.78,0.0272,4.646e+10,6.41e+08,7.1279e+10,NA,1.971e+09,NA,0,-6e-04,0.0254830667002452,-6e-04,1.2670559731015,-0.000760233583860901,NA,2016,146,0.44,0.04,0.02,0.06,0,0.12,1,1,1,"Consumer Discretionary",1,339
"1016","TIF",1,0.0387,0.0682,0.0621,2.09,-0.00621675674754007,-0.00490040164752133,1.41,NA,NA,0.366,0.23,0.1206,4.45e+09,1.29e+08,3.643e+09,NA,4.39e+08,NA,1e-04,0.0119,-0.0228456572267699,0.0118,1.53223572463571,0.0181803815507014,1880200,2014,154,0.4,0.79,0.71,0,0,0.37,0,1,1,"Consumer Discretionary",1,340
"1017","TIF",2,0.0975,0.1743,0.1369,1.64,-0.0381653350799256,-0.00398219090131366,3.73,76.599998,NA,1.014,0.29,0.1097,4.752e+09,1.28e+08,3.794e+09,NA,4.16e+08,NA,0,0.0281,0.0437943297137431,0.0281,1.69217371487498,0.0475500813879868,NA,2015,174,0.41,0.12,0.09,0,0,0.1,0,1,1,"Consumer Discretionary",1,340
"1018","TIF",3,0.09,0.1615,0.1245,1.39,-0.057612702132818,-0.0938097367026387,3.59,77.379997,NA,0.407,0.28,0.045,5.181e+09,1.29e+08,4.031e+09,NA,1.81e+08,NA,0,-6e-04,-0.00621675674754007,-6e-04,2.19392516669791,-0.00131635510001874,NA,2016,154,0.42,0.11,0.11,0,0,0.1,0,1,1,"Consumer Discretionary",1,340
"1019","TJX",1,0.2169,0.5414,0.4339,3.69,0.0359246955304067,0.0369233390779596,2.94,NA,NA,0.136,0.24,0.0645,9.172e+09,7.74e+08,2.3191e+10,NA,1.496e+09,NA,1e-04,0.0119,-0.0436602296328152,0.0118,0.501003925685047,0.00601184632308355,4071300,2014,292,0.22,0.19,0.14,0,0,0.36,1,0,0,"Consumer Discretionary",1,341
"1020","TJX",2,0.2077,0.5216,0.3912,4,0.00438130447127892,0.00954946591268995,3.15,70.669998,NA,0.212,0.21,0.0737,1.0201e+10,7.48e+08,2.5878e+10,NA,1.907e+09,NA,0,0.0281,0.0134272410983172,0.0281,0.736083531836366,0.0206839472446019,NA,2015,331,0.21,0,0,0,0,0.11,1,0,0,"Consumer Discretionary",1,341
"1021","TJX",3,0.2013,0.5315,0.3855,3.67,-0.0418382699504039,-0.0531129511006823,3.33,75.309998,NA,0.235,0.3,0.0779,1.1128e+10,7.26e+08,2.7423e+10,NA,2.137e+09,NA,0,-6e-04,0.0359246955304067,-6e-04,1.66440591258808,-0.000998643547552847,NA,2016,307,0.24,0,0.03,0,0,0.11,1,0,0,"Consumer Discretionary",1,341
"1022","TMO",1,0.0507,0.1013,0.0732,1.43,-0.030248213173684,-0.0300503337138457,4.71,NA,28.57,0.145,0.45,0.0942,27444600000,3.67e+08,1.2509e+10,NA,1.178e+09,15464700000,1e-04,0.0119,0.0058179159187855,0.0118,1.44312618248822,0.017128888953361,1061000,2014,93,0.49,0.7,0.26,0.73,0,0.91,0,0,1,"Health Care",5,342
"1023","TMO",2,0.0472,0.0943,0.0682,1.63,0.0257327458406947,0.0453570502240056,4.92,140.699997,26.61,0.122,0.56,0.0973,31863400000,3.66e+08,1.309e+10,NA,1.273e+09,16856100000,0,0.0281,0.100527389038501,0.0281,1.51489839712192,0.0425686449591259,NA,2015,158,0.44,0.09,0.05,0,0,0.15,1,0,1,"Health Care",5,342
"1024","TMO",3,0.0466,0.0943,0.0678,1.5,0.00807491594831689,-0.0135199441348706,5.09,141.220001,29.86,0.12,0.6,0.1122,42852100000,4.02e+08,1.6889e+10,NA,1.894e+09,20548100000,0,-6e-04,-0.030248213173684,-6e-04,0.329799099730582,-0.000197879459838349,NA,2016,222,0.34,0,0.04,0,0,0.15,1,0,1,"Health Care",5,342
"1025","TMUS",1,0.0046,0.0165,0.0271,0.67,-0.0802140110225884,-0.0796966779127997,0.3,NA,NA,NA,1.41,0.0773,3.362e+10,2.68e+08,1.9719e+10,NA,-7.336e+09,NA,1e-04,0.0119,-0.069092867439561,0.0118,2.0503468267768,0.0242940925559662,1199500,2014,415,0.07,0,0,0,0,0.37,0,0,0,"Telecommunication Services",10,343
"1026","TMUS",2,0.0114,0.0421,0.0414,0.84,0.097101123122874,0.097425312625858,0.82,39.779999,NA,NA,1.18,0.0014,4.995e+10,6.77e+08,2.442e+10,NA,3.5e+07,NA,0,0.0281,0.257234725917671,0.0281,-0.092625600361291,-0.00260277937015228,NA,2015,364,0.16,0,0,0,0,0.16,0,0,0,"Telecommunication Services",10,343
"1027","TMUS",3,0.0219,0.0808,0.0599,1.06,0.059093436123636,0.0510752229039014,1.69,58,NA,NA,1.2,0.0084,6.241e+10,8.16e+08,2.9564e+10,NA,2.47e+08,NA,0,-6e-04,-0.0802140110225884,-6e-04,0.862221849647738,-0.000517333109788643,NA,2016,316,0.23,0,0.07,0,0,0.16,0,0,0,"Telecommunication Services",10,343
"1028","TRI",1,0.0605,0.1271,0.1011,1.33,0.0185141487983125,0.0186836076900558,2.35,NA,NA,2.63,0.37,0.1557,3.254e+10,8.3e+08,1.3132e+10,NA,1.989e+09,NA,1e-04,0.0119,0.0536229088812607,0.0118,0.898342116842725,0.0107004369787442,600300,2014,240,0.3,0.21,0.19,0,0,0.68,0,1,1,"Consumer Discretionary",1,344
"1029","TRI",2,0.042,0.0943,0.0767,1.29,-0.0637124902090243,-0.0530807060649366,1.6,38.169998,NA,0.536,0.46,0.0106,3.244e+10,8.31e+08,1.2702e+10,NA,1.37e+08,NA,0,0.0281,0.0117021702962015,0.0281,1.08932995822433,0.0306101718261038,NA,2015,226,0.36,0,0.03,0,0,0.13,1,1,1,"Consumer Discretionary",1,344
"1030","TRI",3,0.1087,0.246,0.1707,1.37,0.0131052564364649,-0.00890447131969506,4.13,43.700001,NA,0.811,0.54,0.1512,3.06e+10,8.11e+08,1.2607e+10,NA,1.909e+09,NA,0,-6e-04,0.0185141487983125,-6e-04,0.282431486238738,-0.000169458891743243,NA,2016,193,0.37,0,0.02,0.03,0,0.12,1,1,1,"Consumer Discretionary",1,344
"1031","TRIP",1,0.1317,0.2272,0.1718,5.43,0.0136203569985446,0.0155178415036047,1.55,NA,54.94,0,0.47,0.2544,1299194000,1.41e+08,7.63e+08,NA,1.94e+08,726968000,1e-04,0.0119,0.0930893172503026,0.0118,0.151052226026624,0.00188241626711416,653400,2014,435,0,0,0,0,0,0,0,0,0,"Consumer Discretionary",1,345
"1032","TRIP",2,0.0969,0.1561,0.13,5.65,0.0343667867894423,0.0986024526836204,1.36,85.199997,47.33,0,0.34,0.2175,1473014000,1.45e+08,9.45e+08,1.31e+08,2.05e+08,864480000,0,0.0281,-0.0641762437727718,0.0281,2.42965012339521,0.0682731684674053,NA,2015,402,0.13,0,0,0,0,0.13,0,0,0,"Consumer Discretionary",1,345
"1033","TRIP",3,0.055,0.0824,0.0745,2.79,-0.0403646986791183,-0.0609436333586841,0.82,46.849998,69.85,0,0.23,0.1814,1.959e+09,1.46e+08,1.246e+09,1.71e+08,2.26e+08,1.125e+09,0,-6e-04,0.0136203569985446,-6e-04,3.16247417510022,-0.00189748450506013,NA,2016,410,0.17,0,0.04,0,0,0.13,0,0,0,"Consumer Discretionary",1,345
"1034","TROW",1,0.2277,0.238,0.238,NA,0.0334694611033392,0.0342965987405216,4.55,NA,18.07,0.382,0,0.2925,4202800000,2.61e+08,3.023e+09,NA,8.84e+08,3846100000,1e-04,0.0119,0.027546666681297,0.0118,1.27877118980784,0.0151895000397325,1696500,2014,263,0.27,0.37,0.38,0,0,0.52,0,0,1,"Financials",4,346
"1035","TROW",2,0.2245,0.2376,0.2376,NA,-0.0557757468687515,-0.0308590307779494,4.63,72.720001,15.57,0.432,0,0.298,5033100000,2.66e+08,3.484e+09,NA,1.048e+09,4818100000,0,0.0281,0.0451603138836803,0.0281,1.66776072652964,0.046864076415483,NA,2015,183,0.4,0.06,0.04,0.06,0.09,0.1,0,0,1,"Financials",4,346
"1036","TROW",3,0.2099,0.2435,0.2435,NA,0.0232010832574239,0.00470466867993228,4.75,76.07,16.16,0.483,0,0.3052,5644400000,2.67e+08,3.982e+09,NA,1.229e+09,5395200000,0,-6e-04,0.0334694611033392,-6e-04,1.37856272863745,-0.000827137637182468,NA,2016,171,0.4,0.09,0.05,0.02,0.09,0.1,0,0,1,"Financials",4,346
"1037","TRV",1,0.0354,0.1477,NA,0.29,0.0185565273663208,0.0194203262843596,10.7,NA,9.65,0.204,0.23,0.0953,1.04938e+11,3.9e+08,2.574e+10,NA,2.473e+09,2.5405e+10,1e-04,0.0119,0.0201570889968335,0.0118,0.0983876211822156,0.00126097392995014,1559600,2014,200,0.34,0.46,0.22,0,0,0.45,1,1,0,"Financials",4,347
"1038","TRV",2,0.0336,0.141,NA,0.28,-0.00965327968297981,0.014729816409771,10.88,113.480003,9.58,0.208,0.25,0.1392,1.03812e+11,3.74e+08,2.6191e+10,NA,3.673e+09,2.4796e+10,0,0.0281,0.00349676344041289,0.0281,1.3598713932791,0.0382123861511428,NA,2015,247,0.33,0,0.02,0,0,0.16,1,1,0,"Financials",4,347
"1039","TRV",3,0.0299,0.1278,NA,0.29,0.0827286912288016,0.063778476009369,10.28,122.080002,11.55,0.26,0.26,0.1349,1.03078e+11,3.43e+08,2.7174e+10,NA,3.692e+09,2.4836e+10,0,-6e-04,0.0185565273663208,-6e-04,1.43966486339805,-0.000863798918038831,NA,2016,217,0.35,0,0.04,0,0,0.16,1,1,0,"Financials",4,347
"1040","TSCO",1,0.1884,0.292,0.2912,4.95,0.0242709914260473,0.0255467326538436,2.66,NA,26.81,0.229,0.0012,0.0593,1706808000,1.46e+08,4.664e+09,NA,2.76e+08,1024974000,1e-04,0.0119,-0.0142589627316594,0.0118,1.02835033459222,0.0122345339481882,655200,2014,435,0,0,0,0,0,0,0,0,0,"Consumer Discretionary",1,348
"1041","TSCO",2,0.1863,0.3055,0.287,4.58,-0.0440447803480278,-0.0209544877750497,3,85.989998,29.11,0.24,0.001,0.0636,1.903e+09,1.42e+08,5.165e+09,NA,3.28e+08,1246894000,0,0.0281,0.0579771901330399,0.0281,0.75255567469443,0.0211468144589135,NA,2015,428,0.1,0,0,0,0,0.1,0,0,0,"Consumer Discretionary",1,348
"1042","TSCO",3,0.1733,0.3071,0.2637,3.53,0.00980919952991396,-0.0129764257016016,3.27,75.730003,22.17,0.279,0.0038,0.0649,2.035e+09,1.39e+08,5.712e+09,NA,3.71e+08,1293561000,0,-6e-04,0.0242709914260473,-6e-04,2.12623537966036,-0.00127574122779622,NA,2016,417,0.16,0,0.06,0,0,0.1,0,0,0,"Consumer Discretionary",1,348
"1043","TSLA",1,-0.0711,-0.3725,-0.0845,4.93,-0.0947745781399493,-0.0931986253326897,-2.36,NA,NA,NA,3.3,-0.9588,1114190000,1.07e+08,4.13e+08,NA,-3.96e+08,124700000,1e-04,0.0119,0.00137729383459249,0.0118,1.9931662971972,0.023619362306927,414100,2014,410,0.08,0,0,0,0,0.39,0,0,0,"Consumer Discretionary",1,349
"1044","TSLA",2,-0.1275,-0.8884,-0.2146,3.92,0.0414714847772263,0.0340767587113146,-6.93,228.949997,NA,NA,0.9,-0.0368,2.417e+09,1.19e+08,2.013e+09,2.32e+08,-7.4e+07,667120000,0,0.0281,0.167108437003622,0.0281,-1.16105061110557,-0.0326255221720664,NA,2015,364,0.16,0,0,0,0,0.16,0,0,0,"Consumer Discretionary",1,349
"1045","TSLA",3,-0.0439,-0.2311,-0.0627,1.51,0.120665226944733,0.0739791336505094,-4.68,219.740005,NA,NA,2.06,-0.0919,5.849e+09,1.25e+08,3.198e+09,4.65e+08,-2.94e+08,911710000,0,-6e-04,-0.0947745781399493,-6e-04,2.62658801209933,-0.00157595280725959,NA,2016,344,0.21,0,0.05,0,0,0.16,0,0,0,"Consumer Discretionary",1,349
"1046","TSN",1,0.0478,0.1145,0.074,0.84,-0.054605261132021,-0.0548409672306576,2.37,NA,16.82,0.1,0.32,0.0175,1.1874e+10,3.7e+08,3.3055e+10,NA,5.83e+08,6.034e+09,1e-04,0.0119,0.0118265221562226,0.0118,-0.694844164965929,-0.00809916114659796,1831100,2014,371,0.13,0,0.12,0.28,0,0.35,0,0,0,"Consumer Staples",2,350
"1047","TSN",2,0.052,0.1313,0.0837,1,0.0644760480326572,0.0780515953547448,2.95,53.529999,NA,0.132,0.31,0.0226,1.2177e+10,3.67e+08,3.4374e+10,NA,7.78e+08,6.285e+09,0,0.0281,0.0543492878106595,0.0281,0.564093404796385,0.0158510246747784,NA,2015,381,0.16,0,0.03,0.03,0,0.1,0,0,0,"Consumer Staples",2,350
"1048","TSN",3,0.0779,0.1832,0.1197,1.18,0.0822474537522889,0.0888863647924344,4.53,61.650002,14.47,0.133,0.85,0.023,2.3956e+10,3.64e+08,3.758e+10,NA,8.64e+08,9.123e+09,0,-6e-04,-0.054605261132021,-6e-04,-0.392843497727631,0.000235706098636579,NA,2016,328,0.22,0.06,0.04,0.02,0,0.1,0,0,0,"Consumer Staples",2,350
"1049","TWC",1,0.0416,0.2692,0.091,NA,NA,NA,7.17,NA,20,0.407,3.46,0.1008,4.9809e+10,3.12e+08,2.1386e+10,NA,2.155e+09,7.279e+09,NA,NA,NA,NA,NA,NA,NA,2014,408,0.08,0,0,0,0,0.41,0,0,0,"Consumer Discretionary",1,351
"1050","TWC",2,0.0373,0.2146,0.0851,NA,NA,NA,6.44,NA,27.64,0.56,3.35,0.0879,4.8276e+10,2.91e+08,2.212e+10,NA,1.954e+09,6.943e+09,NA,NA,NA,NA,NA,NA,NA,2015,326,0.21,0,0,0,0,0.16,0,0,1,"Consumer Discretionary",1,351
"1051","TWC",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83,0.0882,4.9809e+10,2.83e+08,2.2812e+10,NA,2.031e+09,8.013e+09,NA,NA,NA,NA,NA,NA,NA,2016,317,0.23,0,0.02,0,0,0.16,0,0,1,"Consumer Discretionary",1,351
"1052","TWX",1,0.0581,0.1402,0.0986,1.4,0.00351815380299528,0.00383305379869548,4.34,NA,17.14,0.259,0.64,0.1045,6.8304e+10,9.76e+08,2.5325e+10,NA,2.925e+09,2.9877e+10,1e-04,0.0119,0.0110426073429775,0.0118,1.20865764128652,0.014362160167181,3912300,2014,161,0.39,0.73,0.59,0,0,0.72,0,1,0,"Consumer Discretionary",1,352
"1053","TWX",2,0.0601,0.1589,0.0982,1.1,-0.0789122002735877,-0.0428964363881699,4.62,64.480003,15.95,0.313,0.67,0.1233,6.7994e+10,9.43e+08,2.6461e+10,NA,3.691e+09,2.9904e+10,0,0.0281,0.0592360631373531,0.0281,1.02570038180007,0.0288221807285819,NA,2015,273,0.29,0,0.09,0,0,0.16,0,1,0,"Consumer Discretionary",1,352
"1054","TWX",3,0.0603,0.1633,0.0997,1.41,0.0500236638892969,0.0502877066680133,4.96,96.220001,15.6,0.279,0.87,0.1394,6.3259e+10,8.83e+08,2.7359e+10,NA,3.827e+09,2.4476e+10,0,-6e-04,0.00351815380299528,-6e-04,0.524833326167007,-0.000314899995700204,NA,2016,317,0.23,0,0.02,0,0,0.16,0,0,1,"Consumer Discretionary",1,352
"1055","TXN",1,0.1515,0.262,0.183,3.16,-0.0176110699498071,-0.0168658450561848,2.57,NA,21.48,0.528,0.38,0.1347,2.0021e+10,1.146e+09,1.2825e+10,NA,1.759e+09,1.0961e+10,1e-04,0.0119,0.0469598077024812,0.0118,1.29351663682949,0.015363496314588,4822300,2014,140,0.42,0.27,0.17,0.27,0.58,0.86,0,1,0,"Information Technology",7,353
"1056","TXN",2,0.1734,0.2894,0.206,3.33,-0.0586371294250529,-0.0313582490188078,2.82,56.419998,19.32,0.489,0.38,0.1741,1.8938e+10,1.113e+09,1.2205e+10,NA,2.162e+09,1.0807e+10,0,0.0281,0.0209419708716638,0.0281,1.40114146470776,0.039372075158288,NA,2015,236,0.35,0.04,0.02,0.06,0.08,0.1,0,1,0,"Information Technology",7,353
"1057","TXN",3,0.2174,0.3477,0.256,4.29,-0.0130701039428174,-0.0306106088384932,3.48,74.050003,22.61,0.484,0.35,0.2129,1.7722e+10,1.08e+09,1.3045e+10,NA,2.821e+09,1.039e+10,0,-6e-04,-0.0176110699498071,-6e-04,1.2420414893705,-0.000745224893622298,NA,2016,212,0.35,0.05,0.02,0.04,0.08,0.13,0,1,0,"Information Technology",7,353
"1058","TXT",1,0.0436,0.1386,0.0843,0.89,-0.0278510768524636,-0.0268392153084833,2.13,NA,NA,0.04,1.15,0.049,1.3033e+10,2.95e+08,1.2022e+10,NA,5.89e+08,2.991e+09,1e-04,0.0119,0.0545917622454273,0.0118,2.51178660846849,0.0297390819799281,1714300,2014,99,0.48,0.36,0.27,0.35,0.7,0.4,1,1,0,"Industrials",6,354
"1059","TXT",2,0.0476,0.1509,0.0908,0.82,-0.0151025678733467,0.0104071335022509,2.5,42.560001,NA,0.033,0.73,0.0416,1.2944e+10,2.84e+08,1.1972e+10,NA,4.98e+08,4.384e+09,0,0.0281,0.101577696752924,0.0281,1.74140625884897,0.0489335158736562,NA,2015,203,0.39,0.02,0.02,0.02,0.11,0.07,1,1,0,"Industrials",6,354
"1060","TXT",3,0.064,0.1826,0.1183,0.85,0.0539266421999541,0.0146206386333891,3.53,48.52,12.22,0.026,0.91,0.0436,1.46e+10,2.82e+08,1.3775e+10,NA,6e+08,NA,0,-6e-04,-0.0278510768524636,-6e-04,1.68643590663371,-0.00101186154398023,NA,2016,156,0.42,0.02,0.02,0.04,0.11,0.08,1,1,0,"Industrials",6,354
"1061","UA",1,0.1133,0.1731,0.1465,NA,NA,NA,0.47,NA,79.17,0,0.06,0.07,1157083000,4.26e+08,1.835e+09,NA,1.29e+08,816922000,NA,NA,NA,NA,NA,NA,NA,2014,435,0,0,0,0,0,0,0,0,0,"Consumer Discretionary",1,355
"1062","UA",2,0.0937,0.1541,0.1215,NA,-0.0672794572163073,-0.0598619434742267,0.53,81.220001,95.06,0,0.05,0.0695,1577741000,4.32e+08,2.332e+09,NA,1.62e+08,1053354000,NA,NA,NA,NA,NA,NA,NA,2015,414,0.12,0,0,0,0,0.12,0,0,0,"Consumer Discretionary",1,355
"1063","UA",3,0.0608,0.107,0.0831,2.89,-0.0239462271535755,0.0350667841546877,0.45,25.23,79.3,0,0.19,0.0675,2095083000,2.19e+08,3.084e+09,NA,2.08e+08,1350300000,NA,NA,NA,NA,NA,NA,NA,2016,440,0.14,0,0.02,0,0,0.12,0,0,0,"Consumer Discretionary",1,355
"1064","UAL",1,0.0305,0.4208,0.1199,1.09,0.0884121986905358,0.0878113579012684,2.93,NA,17.07,0,23.35,-0.0195,3.7628e+10,3.31e+08,3.7152e+10,NA,-7.23e+08,4.81e+08,1e-04,0.0119,0.145108749135982,0.0118,-0.465609925689884,-0.00539419712314063,2483700,2014,166,0.38,0.11,0.28,0,0.51,0.74,0,1,1,"Industrials",6,356
"1065","UAL",2,0.1877,1.292,0.4369,0.86,0.0277820046872418,0.0338982686291131,19.47,59.009998,3.21,0,3.66,0.0149,3.6812e+10,3.91e+08,3.8279e+10,NA,5.71e+08,2.984e+09,0,0.0281,-0.0368489527153868,0.0281,2.98876608600176,0.0839843270166495,NA,2015,90,0.55,0.09,0.1,0.03,0.04,0.1,1,1,1,"Industrials",6,356
"1066","UAL",3,0.0559,0.2568,0.1248,0.94,0.0554326510586255,0.0200638870138073,6.85,73.529999,8.11,0,4.46,0.0291,3.7353e+10,3.89e+08,3.8901e+10,NA,1.132e+09,2.396e+09,0,-6e-04,0.0884121986905358,-6e-04,-1.00140131544563,0.000600840789267376,NA,2016,70,0.59,0.11,0.12,0.04,0.02,0.1,1,1,1,"Industrials",6,356
"1067","UHS",1,0.0631,0.1561,0.0898,1.53,0.0615348739270211,0.0617089849609925,5.42,NA,21.18,0.05,1.37,0.0636,8200843000,9.8e+07,6.961e+09,NA,4.43e+08,2713345000,1e-04,0.0119,0.0788601037394927,0.0118,1.70522197218405,0.0202216192717718,572800,2014,435,0,0,0,0,0,0,0,0,0,"Health Care",5,357
"1068","UHS",2,0.0731,0.1704,0.101,1.51,-0.0168460641638233,0.000684297764346562,6.76,119.349998,18.01,0.059,0.99,0.0701,8311723000,9.9e+07,7.368e+09,NA,5.11e+08,3249979000,0,0.0281,-0.0142955431834805,0.0281,1.74925232788289,0.0491539904135093,NA,2015,394,0.14,0,0,0,0,0.14,0,0,0,"Health Care",5,357
"1069","UHS",3,0.0704,0.1599,0.0943,1.35,-0.145329316695593,-0.16256146072293,7.14,106.139999,16.15,0.056,0.86,0.0676,8974443000,1.01e+08,8.205e+09,NA,5.45e+08,3735946000,0,-6e-04,0.0615348739270211,-6e-04,0.290185056618954,-0.000174111033971372,NA,2016,434,0.15,0,0.01,0,0,0.14,0,0,0,"Health Care",5,357
"1070","UNH",1,0.0668,0.174,0.1218,1.38,0.0283992370202439,0.0292656973607337,5.7,NA,16.61,0.235,0.45,0.05,8.0885e+10,1.046e+09,1.10618e+11,NA,5.526e+09,3.1178e+10,1e-04,0.0119,0.00110710930511139,0.0118,0.80449554922781,0.00959304748088815,3137400,2014,76,0.5,0.77,0.91,0,0,0.76,0,1,1,"Health Care",5,358
"1071","UNH",2,0.0588,0.1754,0.1086,1.34,0.0471210471236774,0.0533723795312217,6.01,118.330002,18.67,0.278,0.46,0.0459,8.1882e+10,1.023e+09,1.22489e+11,NA,5.625e+09,3.2149e+10,0,0.0281,0.0147542869073528,0.0281,0.520793784355268,0.014634305340383,NA,2015,11,0.75,0.13,0.13,0.13,0.11,0.14,0,1,1,"Health Care",5,358
"1072","UNH",3,0.0599,0.1946,0.1116,1.58,0.0108054592361821,-0.00481831769171366,7.25,161.440002,21.94,0.332,0.49,0.0431,8.6382e+10,9.86e+08,1.30474e+11,NA,5.619e+09,3.2454e+10,0,-6e-04,0.0283992370202439,-6e-04,1.44410056748301,-0.000866460340489807,NA,2016,20,0.72,0.1,0.11,0.13,0.14,0.14,0,1,1,"Health Care",5,358
"1073","UNM",1,0.0068,0.048,NA,0.14,0.0487614934230067,0.0496367375703686,1.57,NA,9.47,0.17,0.32,0.0851,62236100000,2.82e+08,1.0515e+10,NA,8.94e+08,8612600000,1e-04,0.0119,0.0207695276441092,0.0118,1.4417960563396,0.0171131934648073,NA,2014,121,0.45,0.29,0.23,0.15,0.17,0.87,1,0,1,"Financials",4,359
"1074","UNM",2,0.0141,0.1007,NA,0.14,-0.0969745657622803,-0.0681423059517893,3.5,NA,23.29,0.447,0.3,0.0829,5.9404e+10,2.66e+08,1.0369e+10,NA,8.47e+08,8659100000,0,0.0281,0.0439984135245799,0.0281,1.61287993715782,0.0453219262341347,NA,2015,145,0.47,0.02,0.03,0.03,0.08,0.16,1,0,1,"Financials",4,359
