"","Ticker","Year","Roa","Roe","DebtToEquityRatio","NetMargin","PayoutRatio","TotalAssets","Shares","Roic","Revenue","ResearchAndDevelopment","NetIncome","ShareholdersEquity","PriceToEpsRatio","Eps","Ra","Rf","Rm","Ra_Rf","Rm_Rf","Beta","AlphaJensen","CostEquity","TobinsQ","StockPriceClose","PriceToEarningRatio","YearNewsWeekGR","RankNewsWeekGR","GreenScore","EnergyProductivity","CarbonProductivity","WaterProductivity","WasteProductivity","Green.Revenue","SustainabilityPayLink","SustainableThemedCommitment","AuditScore","GisSector","GicsClassification","Index"
"548","ICE",2013,0.005,0.0313,0.31,0.1415,0.2942,6.4818e+10,3.95e+08,0.0257,1.73e+09,NA,2.54e+08,1.2583e+10,26.65,0.64,0.0680777103610516,0,0.0281,0.0680777103610516,0.0281,0.696661038314868,0.0485015351844038,0.0195761751766478,0.46,35.17,54.953125,2015,428,0.1,0,0,0,0,0.1,0,0,0,"Financials",4,183
"549","ICE",2014,0.0147,0.0787,0.18,0.2324,0.792,6.8279e+10,5.73e+08,0.0612,4.352e+09,NA,9.81e+08,1.236e+10,51.24,1.71,-0.015575266496358,0,-6e-04,-0.015575266496358,-6e-04,0.306378751558919,-0.0153914392454226,-0.000183827250935351,0.4,40.57,23.7251461988304,2016,426,0.16,0,0.06,0,0,0.1,0,0,0,"Financials",4,183
"550","IEP",2012,0.0312,0.184,1.83,0.0509,0.105,2.593e+10,1.03e+08,0.098,1.535e+10,NA,3.96e+08,NA,NA,3.7,0.106604178793193,1e-04,0.0119,0.106504178793193,0.0118,1.39358311142361,0.0900598980783947,0.0165442807147986,0.13,NA,NA,2014,435,0,0,0,0,0,0,0,0,0,"Industrials",6,184
"551","IEP",2013,0.0357,0.1868,1.53,0.0535,0.463,3.1745e+10,1.12e+08,0.0946,1.8794e+10,NA,1.025e+09,NA,NA,9.02,-0.101266413815083,0,0.0281,-0.101266413815083,0.0281,1.12403045951954,-0.132851669727582,0.031585255912499,0.25,NA,NA,2015,491,0.04,0,0,0,0,0.04,0,0,0,"Industrials",6,184
"552","IEP",2014,-0.0108,-0.0635,2.13,-0.0188,2.076,3.578e+10,1.2e+08,0.01,1.9504e+10,NA,-3.73e+08,NA,NA,-3.06,-0.154598776273684,0,-6e-04,-0.154598776273684,-6e-04,0.76870244820408,-0.154137554804762,-0.000461221468922448,0.3,NA,NA,2016,494,0.04,0,0,0,0,0.04,0,0,0,"Industrials",6,184
"553","ILMN",2012,0.0635,0.1264,0.61,0.1317,0,2566085000,1.34e+08,0.0813,1.149e+09,NA,1.51e+08,1318581000,74.84,1.13,0.0344041436665171,1e-04,0.0119,0.0343041436665171,0.0118,2.42659156481532,0.00567036320169634,0.0287337804648207,2.42,46.26,40.9380530973451,2014,435,0,0,0,0,0,0,0,0,0,"Health Care",5,185
"554","ILMN",2013,0.0449,0.0879,0.55,0.0882,0,3.019e+09,1.4e+08,0.0669,1.421e+09,2.77e+08,1.25e+08,1533202000,110.43,0.9,0.12086215424706,0,0.0281,0.12086215424706,0.0281,0.151133939147507,0.116615290557015,0.00424686369004496,4.53,72.9,81,2015,164,0.43,0,0.04,0.11,0.06,0.17,0,1,0,"Health Care",5,185
"555","ILMN",2014,0.1111,0.2359,0.67,0.1898,0,3.34e+09,1.49e+08,0.1486,1.861e+09,3.88e+08,3.53e+08,1462798000,92.07,2.37,-0.0336143560013505,0,-6e-04,-0.0336143560013505,-6e-04,1.2175515899904,-0.0328838250473563,-0.00073053095399424,7.88,164.57,69.4388185654008,2016,87,0.55,0.11,0.06,0.11,0.04,0.17,0,1,0,"Health Care",5,185
"556","INTC",2012,0.1416,0.2266,0.26,0.2063,0.408,8.4351e+10,5.16e+09,0.1866,5.3341e+10,NA,1.1005e+10,5.1203e+10,9.21,2.13,0.0522638645869794,1e-04,0.0119,0.0521638645869794,0.0118,1.14142257760297,0.0386950781712644,0.013568786415715,1.15,24.97,11.7230046948357,2014,71,0.51,0.56,0.59,0.57,0.26,0.06,1,1,1,"Information Technology",7,186
"557","INTC",2013,0.1089,0.1758,0.23,0.1825,0.486,9.2358e+10,5.097e+09,0.1427,5.2708e+10,NA,9.62e+09,5.8256e+10,13.02,1.89,0.0851920021137685,0,0.0281,0.0851920021137685,0.0281,0.512526276742402,0.070790013737307,0.0144019883764615,1.34,23.06,12.2010582010582,2015,71,0.58,0.08,0.07,0.06,0.03,0.13,1,1,1,"Information Technology",7,186
"558","INTC",2014,0.127,0.2051,0.22,0.2095,0.428,9.1956e+10,5.056e+09,0.1662,5.587e+10,NA,1.1704e+10,5.5865e+10,16.24,2.31,-0.0261093028474145,0,-6e-04,-0.0261093028474145,-6e-04,0.673760960932988,-0.0257050462708547,-0.000404256576559793,1.88,30.33,13.1298701298701,2016,48,0.63,0.08,0.08,0.07,0.07,0.13,1,1,1,"Information Technology",7,186
"559","INTU",2012,0.1617,0.2955,0.18,0.1908,0.238,4.494e+09,3.05e+08,0.2577,3.808e+09,NA,7.92e+08,NA,NA,2.6,-0.00720313717545254,1e-04,0.0119,-0.00730313717545254,0.0118,0.783305956852078,-0.0165461474663071,0.00934301029085452,3.97,58.39,22.4576923076923,2014,185,0.36,0.43,0.6,0.3,0.33,0.55,0,0,0,"Information Technology",7,187
"560","INTU",2013,0.1687,0.2735,0.14,0.2057,0.308,5.486e+09,3.03e+08,0.241,3.946e+09,NA,8.58e+08,NA,NA,2.83,0.0277664676101587,0,0.0281,0.0277664676101587,0.0281,0.641081470367652,0.0097520782928277,0.018014389317331,4.92,65.15,23.0212014134276,2015,269,0.3,0,0.11,0,0,0.19,0,0,0,"Information Technology",7,187
"561","INTU",2014,0.1697,0.2745,0.16,0.2013,0.254,5.201e+09,2.91e+08,0.2428,4.243e+09,NA,9.07e+08,NA,NA,3.12,-0.018059069765317,0,-6e-04,-0.018059069765317,-6e-04,0.663842804981337,-0.0176607640823282,-0.000398305682988802,4.87,81.46,26.1089743589744,2016,123,0.48,0.08,0.1,0.03,0.1,0.17,0,0,0,"Information Technology",7,187
"562","IP",2012,0.0268,0.1229,1.54,0.0285,0.64,3.2153e+10,4.4e+08,0.0482,2.1852e+10,NA,7.94e+08,6.304e+09,19.58,1.8,0.0701771543794511,1e-04,0.0119,0.0700771543794511,0.0118,1.56310205019258,0.0516325501871787,0.0185446041922724,0.73,33.08,18.3777777777778,2014,201,0.34,0.86,0.36,0,0,0.29,0,1,1,"Materials",8,188
"563","IP",2013,0.0438,0.1936,1.09,0.048,0.469,3.1528e+10,4.48e+08,0.082,2.3483e+10,NA,1.395e+09,8.105e+09,17.31,3.11,0.0497594077558084,0,0.0281,0.0497594077558084,0.0281,0.83036459999854,0.0264261624958495,0.023333245259959,0.83,45.11,14.5048231511254,2015,235,0.35,0,0.04,0.03,0,0.08,1,1,1,"Materials",8,188
"564","IP",2014,0.0184,0.084,1.69,0.0235,0.714,2.8684e+10,4.32e+08,0.0346,2.3617e+10,NA,5.55e+08,5.115e+09,25.7,1.29,-0.0044692880107737,0,-6e-04,-0.0044692880107737,-6e-04,1.1817434639319,-0.00376024193241456,-0.000709046078359141,0.98,48.41,37.5271317829457,2016,137,0.46,0.04,0.06,0.08,0.05,0.08,1,1,0,"Materials",8,188
"565","IPG",2012,0.033,0.196,0.94,0.0625,0.255,13493900000,4.81e+08,0.1169,6.956e+09,NA,4.46e+08,2420600000,12.31,0.94,0.0183158321043838,1e-04,0.0119,0.0182158321043838,0.0118,1.90706236245654,-0.00428750377260334,0.0226033358769872,0.43,10.88,11.5744680851064,2014,293,0.22,0,0,0,0,0.85,0,1,0,"Consumer Discretionary",1,189
"566","IPG",2013,0.0196,0.1174,0.51,0.0364,0.343,1.2905e+10,4.3e+08,0.0749,7.122e+09,NA,2.67e+08,2215200000,17.99,0.61,0.0170942876137013,0,0.0281,0.0170942876137013,0.0281,1.11261548528144,-0.0141702075227073,0.0312644951364086,0.68,14.91,24.4426229508197,2015,383,0.15,0,0,0,0,0.1,0,1,0,"Consumer Discretionary",1,189
"567","IPG",2014,0.0372,0.2203,0.77,0.0633,0.428,12747200000,4.25e+08,0.1339,7.537e+09,NA,4.77e+08,2116300000,21.96,1.12,0.0233814815571439,0,-6e-04,0.0233814815571439,-6e-04,1.53054491513534,0.0242998085062251,-0.000918326949081205,0.77,18.48,16.5,2016,365,0.2,0,0.05,0,0,0.1,0,1,0,"Consumer Discretionary",1,189
"568","ISRG",2012,0.1844,0.2109,0,0.3014,0,4059200000,1.23e+08,0.2109,2.179e+09,NA,6.57e+08,3580100000,33.29,5.33,-0.0758282036095588,1e-04,0.0119,-0.0759282036095588,0.0118,0.948479669804901,-0.0871202637132567,0.0112920601036978,NA,172.93,32.4446529080675,2014,397,0.1,0,0,0,0,0.51,0,0,0,"Health Care",5,190
"569","ISRG",2013,0.1676,0.1895,0,0.2962,0,3950300000,1.2e+08,0.1895,2.265e+09,NA,6.71e+08,3501400000,22.65,5.58,0.018871024180148,0,0.0281,0.018871024180148,0.0281,-0.47332710502021,0.0321715158312159,-0.0133004916510679,NA,149.97,26.8763440860215,2015,383,0.15,0,0,0,0,0.15,0,0,0,"Health Care",5,190
"570","ISRG",2014,0.1059,0.1217,0,0.1965,0,3959400000,1.13e+08,0.1217,2.131e+09,NA,4.19e+08,3379400000,42.98,3.7,0.0213439309801377,0,-6e-04,0.0213439309801377,-6e-04,0.670279904711413,0.0217460989229646,-0.000402167942826848,NA,147.55,39.8783783783784,2016,327,0.22,0,0.07,0,0,0.15,0,0,0,"Health Care",5,190
"571","ITT",2012,0.0355,0.1795,0.0144,0.0563,0.314,3386100000,9.4e+07,0.1767,2.228e+09,NA,1.25e+08,703200000,NA,1.33,0.0475758027533285,1e-04,0.0119,0.0474758027533285,0.0118,0.866132802423958,0.0372554356847258,0.0103203670686027,0.42,21.13,15.8872180451128,2014,433,0.02,0,0,0,0,0.08,0,0,0,"Information Technology",7,191
"572","ITT",2013,0.1371,0.5131,0.0076,0.1956,0.072,3740200000,9.2e+07,0.4933,2.497e+09,NA,4.89e+08,1.201e+09,7.1,5.29,0.0617480798736952,0,0.0281,0.0617480798736952,0.0281,1.0100119015026,0.0333667454414722,0.028381334432223,0.84,32.15,6.07750472589792,2015,349,0.18,0,0,0,0,0.18,0,0,0,"Information Technology",7,191
"573","ITT",2014,0.0501,0.1527,0.01,0.0695,0.242,3631500000,9.2e+07,0.1502,2.654e+09,NA,1.85e+08,1214900000,23.59,1.99,-0.0202448129530934,0,-6e-04,-0.0202448129530934,-6e-04,1.42348688308601,-0.0193907208232418,-0.000854092129851608,NA,44.09,22.1557788944724,2016,286,0.26,0,0.08,0,0,0.18,0,0,0,"Information Technology",7,191
"574","ITW",2012,0.1539,0.2789,0.43,0.1601,0.28,1.9309e+10,4.73e+08,0.2019,1.4791e+10,NA,2.87e+09,1.0561e+10,12.43,6.06,-0.00627752190660885,1e-04,0.0119,-0.00637752190660885,0.0118,0.659932033504661,-0.0141647199019638,0.00788719799535499,1.4,56.78,9.36963696369637,2014,129,0.43,0.39,0.3,0.47,0.39,0.51,1,0,0,"Industrials",6,192
"575","ITW",2013,0.0855,0.1657,0.29,0.1188,0.299,1.9966e+10,4.49e+08,0.1144,1.4135e+10,NA,1.679e+09,9.703e+09,16.11,3.74,0.0600359154630684,0,0.0281,0.0600359154630684,0.0281,0.623533087410755,0.0425146357068262,0.0175212797562422,1.76,70.46,18.8395721925134,2015,136,0.5,0.06,0.06,0.08,0.05,0.1,1,1,0,"Industrials",6,192
"576","ITW",2014,0.1565,0.3566,0.88,0.2034,0.394,1.7678e+10,4.05e+08,0.2029,1.4484e+10,NA,2.946e+09,6.819e+09,12.58,7.28,0.00258523133869164,0,-6e-04,0.00258523133869164,-6e-04,1.58274316598907,0.00353487723828508,-0.00094964589959344,2.17,86.17,11.8365384615385,2016,207,0.36,0.07,0.05,0.08,0.06,0.1,0,0,0,"Industrials",6,192
"577","IVZ",2012,0.0368,0.0824,0.61,0.1621,0.43,17492400000,4.54e+08,0.0459,4.05e+09,NA,6.77e+08,8316800000,15.2,1.49,0.0430763916965788,1e-04,0.0119,0.0429763916965788,0.0118,2.13581946867301,0.0177737219662372,0.0253026697303415,0.95,23.84,16,2014,40,0.59,0.69,0.49,0.69,0.39,0.76,0,1,1,"Financials",4,193
"578","IVZ",2013,0.0512,0.1125,0.69,0.2025,0.434,19270500000,4.33e+08,0.0665,4.645e+09,NA,9.4e+08,8392600000,18.69,2.1,0.0435160674067591,0,0.0281,0.0435160674067591,0.0281,1.2800120278561,0.00754772942400252,0.0359683379827565,1.02,31.43,14.9666666666667,2015,47,0.63,0.11,0.06,0.1,0.07,0.1,1,1,1,"Financials",4,193
"579","IVZ",2014,0.0497,0.1182,0.19,0.192,0.444,20462500000,4.23e+08,0.057,5.147e+09,NA,9.88e+08,8.326e+09,16.56,2.27,-0.0210322840671144,0,-6e-04,-0.0210322840671144,-6e-04,1.5415343788586,-0.0201073634397992,-0.000924920627315163,1.13,37.43,16.488986784141,2016,77,0.58,0,0.12,0.11,0.06,0.1,1,1,1,"Financials",4,193
"580","JBHT",2012,0.1312,0.4566,0.74,0.0614,0.274,2464641000,1.2e+08,0.2334,5.055e+09,NA,3.1e+08,791860000,22.43,2.59,0.00697854209452445,1e-04,0.0119,0.00687854209452445,0.0118,-0.00126683903808861,0.0068934907951739,8.50512993505544e-05,3.06,54.85,21.1776061776062,2014,113,0.46,0.26,0.49,0,0,1,1,0,1,"Industrials",6,194
"581","JBHT",2013,0.1296,0.3795,0.45,0.0613,0.211,2819404000,1.19e+08,0.2231,5.585e+09,NA,3.42e+08,1012452000,26.75,2.87,0.0276754947627433,0,0.0281,0.0276754947627433,0.0281,1.34541846325081,-0.0101307640546044,0.0378062588173477,3.39,72.33,25.2020905923345,2015,252,0.33,0,0.1,0,0,0.08,1,0,1,"Industrials",6,194
"582","JBHT",2014,0.1206,0.3381,0.57,0.0608,0.25,3397117000,1.18e+08,0.2029,6.165e+09,NA,3.75e+08,1204523000,25.92,3.16,0.0206269152470991,0,-6e-04,0.0206269152470991,-6e-04,-0.21601112495535,0.0204973085721259,0.00012960667497321,3.08,76.27,24.1360759493671,2016,236,0.32,0,0.09,0,0,0.08,1,0,1,"Industrials",6,194
"583","JCI",2012,0.0405,0.1085,0.46,0.0292,0.279,3.1232e+10,6.89e+08,0.0842,4.0604e+10,NA,1.184e+09,1.1858e+10,15.59,1.72,0.0370136476864416,1e-04,0.0119,0.0369136476864416,0.0118,0.967160890531662,0.0255011491781679,0.0115124985082736,0.7,28.15,16.3662790697674,2014,73,0.51,0.38,0.3,0.57,0.28,0.89,0,1,1,"Consumer Discretionary",1,195
"584","JCI",2013,0.0378,0.0987,0.37,0.0276,0.484,3.0832e+10,6.89e+08,0.0665,3.7145e+10,NA,1.178e+09,1.1531e+10,26.7,1.71,0.0789507722800967,0,0.0281,0.0789507722800967,0.0281,1.11803442199008,0.0475340050221754,0.0314167672579213,0.96,35.56,20.7953216374269,2015,64,0.59,0.09,0.09,0.1,0.02,0.09,1,1,1,"Consumer Discretionary",1,195
"585","JCI",2014,0.0378,0.1029,0.56,0.0284,0.452,3.1707e+10,6.74e+08,0.0783,3.8749e+10,NA,1.215e+09,1.0823e+10,24.87,1.8,0.0278736982232585,0,-6e-04,0.0278736982232585,-6e-04,0.762009973291584,0.0283309042072335,-0.00045720598397495,1.04,44.97,24.9833333333333,2016,41,0.65,0.12,0.07,0.12,0.05,0.09,1,1,1,"Consumer Discretionary",1,195
"586","JNJ",2012,0.0924,0.1781,0.18,0.1614,0.621,1.21347e+11,2.812e+09,0.1422,6.7224e+10,NA,1.0853e+10,6.4826e+10,23.04,3.86,0.00529208125386603,1e-04,0.0119,0.00519208125386602,0.0118,0.425154553936097,0.000175257517420081,0.00511682373644594,1.52,66.95,17.3445595854922,2014,35,0.6,0.72,0.69,0.74,0.46,0.05,1,1,1,"Health Care",5,196
"587","JNJ",2013,0.1089,0.1992,0.18,0.194,0.567,1.32683e+11,2.877e+09,0.1639,7.1312e+10,NA,1.3831e+10,7.4053e+10,20.21,4.81,-0.0329695149925928,0,0.0281,-0.0329695149925928,0.0281,1.27799824717835,-0.0688812657383045,0.0359117507457117,1.82,85.76,17.8295218295218,2015,17,0.73,0.11,0.12,0.11,0.06,0.13,1,1,1,"Health Care",5,196
"588","JNJ",2014,0.1238,0.227,0.22,0.2196,0.45,1.31119e+11,2.864e+09,0.1847,7.4331e+10,NA,1.6323e+10,6.9752e+10,16.96,5.7,-0.0345866632721019,0,-6e-04,-0.0345866632721019,-6e-04,0.71138551314919,-0.0341598319642123,-0.000426831307889514,2.11,100.82,17.6877192982456,2016,11,0.76,0.12,0.12,0.11,0.08,0.13,1,1,1,"Health Care",5,196
"589","JNPR",2012,0.0188,0.0265,0.14,0.0427,0,9832100000,5.26e+08,0.0265,4.365e+09,NA,1.87e+08,6.999e+09,52.06,0.35,0.0898344619660666,1e-04,0.0119,0.0897344619660666,0.0118,1.84449738819868,0.0679693927853222,0.0218650691807444,0.9,18.99,54.2571428571429,2014,14,0.7,0.36,0.29,0.65,0.87,0.84,1,1,1,"Information Technology",7,197
"590","JNPR",2013,0.0436,0.0615,0.14,0.0942,0,1.0326e+10,5.1e+08,0.0591,4.669e+09,NA,4.4e+08,7302200000,27.76,0.86,0.107479535817554,0,0.0281,0.107479535817554,0.0281,1.78283724960841,0.057381809103558,0.0500977267139963,0.96,19.87,23.1046511627907,2015,36,0.65,0.03,0.05,0.09,0.14,0.15,1,1,1,"Information Technology",7,197
"591","JNPR",2014,-0.0357,-0.0547,0.27,-0.0722,0.083,8403100000,4.57e+08,-0.0408,4.627e+09,NA,-3.34e+08,4919100000,17.16,-0.73,0.00719416383308119,0,-6e-04,0.00719416383308119,-6e-04,-0.552526429738822,0.0068626479752379,0.000331515857843293,1.13,23.88,32.7123287671233,2016,90,0.54,0.01,0.07,0.08,0.13,0.15,0,1,1,"Information Technology",7,197
"592","JPM",2012,0.0086,0.1072,1.41,0.2049,0.231,2.359141e+12,3.822e+09,NA,9.7031e+10,NA,2.1284e+10,2.04069e+11,6.63,5.2,0.067985810749421,1e-04,0.0119,0.067885810749421,0.0118,2.97653322706379,0.0327627186700683,0.0352230920793527,0.2,39.22,7.54230769230769,2014,290,0.23,0.2,0.23,0.22,0.11,0.06,0,1,1,"Financials",4,198
"593","JPM",2013,0.007,0.084,1.48,0.1718,0.306,2.415689e+12,3.815e+09,NA,9.7367e+10,NA,1.7886e+10,2.11178e+11,12.34,4.34,0.0217813206508713,0,0.0281,0.0217813206508713,0.0281,1.49593299004914,-0.0202543963695096,0.0420357170203809,0.15,51.88,11.9539170506912,2015,156,0.44,0.04,0.04,0.04,0.02,0.1,1,1,1,"Financials",4,198
"594","JPM",2014,0.0081,0.0975,1.45,0.2133,0.289,2.573126e+12,3.798e+09,NA,9.5112e+10,NA,2.1745e+10,2.32065e+11,10.88,5.29,0.0394381173881308,0,-6e-04,0.0394381173881308,-6e-04,0.572740649617161,0.0397817617779011,-0.000343644389770296,0.1,58.17,10.9962192816635,2016,149,0.43,0.03,0.04,0.05,0.01,0.1,1,1,1,"Financials",4,198
"595","JWN",2012,0.0856,0.3435,1.61,0.0628,0.293,8.265e+09,2.17e+08,0.1465,1.086e+10,NA,6.83e+08,NA,NA,3.14,-0.0109676406264724,1e-04,0.0119,-0.0110676406264724,0.0118,1.42981768334168,-0.0279394892899042,0.0169718486634318,1.42,53.36,16.9936305732484,2014,106,0.47,0.66,0.48,0,0.71,0.44,1,0,0,"Consumer Discretionary",1,199
"596","JWN",2013,0.0887,0.3799,1.63,0.0605,0.318,8.585e+09,2.06e+08,0.1567,1.2134e+10,NA,7.35e+08,NA,NA,3.56,-0.006612388568825,0,0.0281,-0.006612388568825,0.0281,1.07168473537651,-0.0367267296329049,0.0301143410640799,1.43,58.01,16.2949438202247,2015,95,0.55,0.12,0.1,0,0.12,0.11,1,0,0,"Consumer Discretionary",1,199
"597","JWN",2014,0.0881,0.3676,1.49,0.0585,0.313,9.269e+09,1.97e+08,0.1628,1.254e+10,NA,7.34e+08,NA,NA,3.71,0.038913596488229,0,-6e-04,0.038913596488229,-6e-04,1.15561328710506,0.039606964460492,-0.000693367972263037,1.59,66.92,18.0377358490566,2016,35,0.66,0.14,0.1,0.1,0.11,0.11,1,0,0,"Consumer Discretionary",1,199
"598","K",2012,0.071,0.4599,2.51,0.0677,0.652,1.5184e+10,3.6e+08,0.127,1.4197e+10,NA,9.61e+08,2.419e+09,16.49,2.67,0.0070072939407888,1e-04,0.0119,0.0069072939407888,0.0118,0.539478562260789,0.000541446906111485,0.00646584703467731,1.81,51.56,19.310861423221,2014,139,0.42,0.33,0.24,0.63,0,0.18,1,1,1,"Consumer Staples",2,200
"599","K",2013,0.1179,0.606,1.79,0.1222,0.684,1.5474e+10,3.65e+08,0.1857,1.4792e+10,NA,1.807e+09,3.545e+09,22.52,4.94,0.00706591564040507,0,0.0281,0.00706591564040507,0.0281,0.869025145867734,-0.0173536909584783,0.0244196065988833,1.88,62.25,12.6012145748988,2015,68,0.58,0.05,0.06,0.09,0.09,0.1,1,1,1,"Consumer Staples",2,200
"600","K",2014,0.0413,0.1996,2.13,0.0433,0.39,1.515e+10,3.6e+08,0.0754,1.458e+10,NA,6.32e+08,NA,NA,1.75,-0.0123015438119191,0,-6e-04,-0.0123015438119191,-6e-04,1.57275492708133,-0.0113578908556703,-0.000943652956248799,1.99,63.86,36.4914285714286,2016,68,0.6,0.06,0.06,0.09,0.09,0.1,1,1,1,"Consumer Staples",2,200
"601","KEY",2012,0.0094,0.0853,0.67,0.207,0.204,8.9236e+10,9.43e+08,NA,3.93e+09,NA,8.58e+08,1.0271e+10,9.64,0.89,0.0412180279554292,1e-04,0.0119,0.0411180279554292,0.0118,1.09230178585352,0.0282288668823576,0.0129891610730716,0.12,8.12,9.12359550561798,2014,230,0.31,0.04,0.15,0,0,0.89,0,1,1,"Financials",4,201
"602","KEY",2013,0.0097,0.0887,0.76,0.2251,0.236,9.2934e+10,9.13e+08,NA,3.94e+09,NA,9.1e+08,1.0303e+10,13.18,0.97,0.0512148503984723,0,0.0281,0.0512148503984723,0.0281,1.53998323465435,0.00794132150468511,0.0432735288937872,0.16,11.12,11.4639175257732,2015,241,0.35,0.01,0.03,0,0.01,0.1,1,1,1,"Financials",4,201
"603","KEY",2014,0.0094,0.0867,0.76,0.2232,0.235,9.3821e+10,8.78e+08,NA,3.934e+09,NA,9e+08,1.053e+10,13.41,0.99,0.0291992182999957,0,-6e-04,0.0291992182999957,-6e-04,0.97910751687269,0.0297866828101193,-0.000587464510123614,0.18,13.55,13.6868686868687,2016,208,0.36,0.01,0.03,0,0.02,0.1,1,1,1,"Financials",4,201
"604","KIM",2012,0.0178,0.0365,0.88,0.1872,2.888,9740807000,4.07e+08,0.042,7.93e+08,NA,2.66e+08,4765160000,54.25,0.42,0.0139772122236354,1e-04,0.0119,0.0138772122236354,0.0118,1.26583831352513,-0.00105967987596115,0.0150368920995966,1.2,19.12,45.5238095238095,2014,214,0.32,0.43,0.32,0.04,0.08,0.48,1,0,0,"Financials",4,202
"605","KIM",2013,0.0183,0.0379,0.91,0.188,2.4,9663630000,4.09e+08,0.0344,8.62e+08,NA,2.36e+08,4632417000,44.61,0.43,-0.0318679026244492,0,0.0281,-0.0318679026244492,0.0281,1.63997794543159,-0.0779512828910768,0.0460833802666276,1.24,21.52,50.046511627907,2015,138,0.49,0.12,0.08,0.01,0,0.13,1,0,1,"Financials",4,202
"606","KIM",2014,0.0367,0.0778,0.97,0.368,1.2,10285728000,4.11e+08,0.0574,9.94e+08,NA,4.24e+08,4774785000,26.44,0.89,-0.00294593017253772,0,-6e-04,-0.00294593017253772,-6e-04,0.837788992793551,-0.00244325677686159,-0.000502673395676131,1.41,22.87,25.6966292134831,2016,117,0.5,0.1,0.09,0.02,0.01,0.13,1,0,1,"Financials",4,202
"607","KLAC",2012,0.1547,0.2448,0.23,0.2383,0.294,5068763000,1.7e+08,0.205,3.172e+09,NA,7.56e+08,3361136000,11.33,4.44,0.049135689068652,1e-04,0.0119,0.049035689068652,0.0118,1.33933535338426,0.0332315318987177,0.0159041571699343,1.06,49.14,11.0675675675676,2014,152,0.4,0.66,0.67,0,0,1,0,0,0,"Information Technology",7,203
"608","KLAC",2013,0.1046,0.1598,0.21,0.1911,0.402,5440734000,1.69e+08,0.1384,2.843e+09,NA,5.43e+08,3550207000,20.47,3.21,0.00919489623672337,0,0.0281,0.00919489623672337,0.0281,1.49810116132873,-0.032901746396614,0.0420966426333374,1.45,57.45,17.8971962616822,2015,295,0.26,0,0.13,0,0,0.13,0,0,0,"Information Technology",7,203
"609","KLAC",2014,0.1077,0.163,0.2,0.1989,0.5,4987366000,1.68e+08,0.1422,2.929e+09,NA,5.83e+08,602139000,23.12,3.47,0.0125931203652309,0,-6e-04,0.0125931203652309,-6e-04,1.46204412631204,0.0134703468410182,-0.000877226475787227,2.34,70.17,20.2219020172911,2016,321,0.23,0,0.1,0,0,0.13,0,0,0,"Information Technology",7,203
"610","KMB",2012,0.0892,0.342,1.02,0.0831,0.669,1.9873e+10,3.96e+08,0.1713,1.9467e+10,NA,1.75e+09,4.985e+09,17.89,4.42,-0.00612837178412167,1e-04,0.0119,-0.00622837178412167,0.0118,0.00211039309455523,-0.00625327442263742,0.000124902638515752,1.82,76.89,17.39592760181,2014,233,0.3,0.11,0.14,0.06,0.05,0.5,1,0,1,"Consumer Staples",2,204
"611","KMB",2013,0.1104,0.4353,1.11,0.1013,0.657,1.8919e+10,3.87e+08,0.2132,1.9561e+10,NA,2.142e+09,4.856e+09,21.24,5.53,-0.0360448845684397,0,0.0281,-0.0360448845684397,0.0281,0.926655616498232,-0.0620839073920401,0.0260390228236003,2.26,94.11,17.0180831826401,2015,239,0.35,0.02,0.03,0.03,0.01,0.11,1,0,1,"Consumer Staples",2,204
"612","KMB",2014,0.0886,0.5465,7.72,0.0774,0.589,1.5526e+10,3.77e+08,0.1848,1.9724e+10,NA,1.526e+09,7.29e+08,19.71,4.04,-0.00179262141367721,0,-6e-04,-0.00179262141367721,-6e-04,0.453493949837235,-0.00152052504377487,-0.000272096369902341,3.12,106.26,26.3019801980198,2016,166,0.41,0.03,0.02,0.02,0.01,0.11,1,1,1,"Consumer Staples",2,204
"613","KMI",2012,0.0064,0.0367,2.3,0.0316,2.392,6.8185e+10,9.08e+08,0.0455,9.973e+09,NA,3.15e+08,1.3865e+10,110.39,0.35,0.0439755658671343,1e-04,0.0119,0.0438755658671343,0.0118,0.72951984809331,0.0352672316596332,0.00870833420750106,1.03,34.53,98.6571428571429,2014,412,0.08,0,0,0,0,0.38,0,0,0,"Energy",3,205
"614","KMI",2013,0.0166,0.0885,2.59,0.0848,1.438,7.5185e+10,1.036e+09,0.0514,1.407e+10,NA,1.193e+09,1.3093e+10,32.54,1.15,0.0128600366904204,0,0.0281,0.0128600366904204,0.0281,0.21366530375475,0.00685604165491194,0.00600399503550846,0.97,37.14,32.295652173913,2015,479,0.05,0,0,0,0,0.05,0,0,0,"Energy",3,205
"615","KMI",2014,0.013,0.0435,1.18,0.0632,1.391,8.3198e+10,1.137e+09,0.0387,1.6226e+10,NA,1.026e+09,3.4076e+10,31.85,0.89,0.0229512365810881,0,-6e-04,0.0229512365810881,-6e-04,0.970152385090401,0.0235333280121423,-0.000582091431054241,1.6,36.2,40.6741573033708,2016,485,0.06,0,0.01,0,0,0.05,0,0,0,"Energy",3,205
