"","Year","Index","Roa","TobinsQ","FinancialLeverage","Growth","FirmSize","Industry","CarbonProductivity","WaterProductivity","WasteProductivity","SustainabilityPayLink","SustainableThemedCommitment","AuditScore"
"258",2014,86,0.0722,0.314810739840034,1.21,0.2035,23.4409362814256,3,0.02,0,0,0,0,0
"259",2012,87,0.127,0.943905898907128,38.7321,0.0989,22.227787579431,2,0.33,0.34,0.49,1,1,1
"260",2013,87,0.132,1.15373158788919,14.86,0.1017,22.1844357327114,2,0.08,0.06,0.13,1,1,1
"261",2014,87,0.1302,1.18478998490916,10.36,0.0998,22.1720654034177,2,0.06,0.07,0.12,1,1,1
"262",2012,88,0.0384,-0.287682072451781,0.77,0.0991,25.8290355378241,1,0,0,0,0,0,0
"263",2013,88,0.0421,0.0861776962410524,0.88,0.1054,25.7909932463886,1,0,0,0,0,0,0
"264",2014,88,0.0527,0.139761942375159,0.84,0.1218,25.7942998449909,1,0.03,0,0,0,0,0
"265",2012,89,0.0225,-0.776528789498996,0.1,0.3075,24.3833136243916,4,0,0,0,0,0,0
"266",2013,89,0.021,-0.693147180559945,0.1,0.3327,24.7173811405095,4,0,0,0,0,0,0
"267",2014,89,0.0178,-0.843970070294529,0.1,0.3621,25.0032805099592,4,0.07,0,0,0,0,0
"268",2012,90,0.1797,NA,0,0.1018,21.2352909410482,1,0,0,0,0,0,0
"269",2013,90,0.1781,NA,0,0.1019,21.42104228589,1,0,0,0,0,0,0
"270",2014,90,0.1955,NA,0,0.1084,21.6579012711153,1,0.06,0,0,0,0,0
"271",2012,91,0.1359,0.314810739840034,0.11,0.0949,23.2528271272748,6,0.45,0.53,0.57,1,1,1
"272",2013,91,0.1087,0.431782416425538,0.22,0.0857,23.4130162808772,6,0.07,0.08,0.09,1,1,1
"273",2014,91,0.1082,0.371563556432483,0.21,0.0859,23.4817556348067,6,0.06,0.07,0.1,1,1,1
"274",2012,92,0.0066,-1.96611285637283,0.68,0.0509,24.2534836186546,4,0,0,0,0,0,0
"275",2013,92,0.0139,-1.56064774826467,0.76,0.1068,24.2723255970176,4,0,0,0,0,0,0
"276",2014,92,0.0016,-1.56064774826467,0.77,0.0124,24.1631773932365,4,0.04,0,0,0,0,0
"277",2012,93,0.0187,-0.27443684570176,1.94,0.056,23.8531355694296,11,0.61,0,0,0,0,0
"278",2013,93,0.0139,-0.186329578191493,1.81,0.0384,23.8083816716351,11,0.08,0,0,0,0,0
"279",2014,93,0.0271,-0.27443684570176,1.76,0.0662,23.8674181156187,11,0.13,0,0,0,0,0
"280",2012,94,0.0308,-0.23572233352107,0.8,0.0774,23.2625745729838,11,0.53,0.55,0.77,1,1,1
"281",2013,94,0.0549,0.00995033085316809,0.63,0.2116,23.1563527380046,11,0.11,0.09,0.12,1,1,1
"282",2014,94,0.0141,-0.0512932943875506,0.61,0.0461,23.1879697794169,11,0.1,0.1,0.12,1,1,1
"283",2012,95,0.0134,-1.51412773262978,1.2,0.172,26.4692070123329,4,0.32,0,0,1,0,0
"284",2013,95,0.0134,-1.34707364796661,0.95,0.1874,26.4171595788522,4,0.04,0,0,1,0,1
"285",2014,95,0.0143,-1.27296567581289,1.06,0.199,26.4561345102753,4,0.04,0,0,1,0,1
"286",2012,96,0.3356,NA,2e-04,0.2131,21.910935158822,1,0,0,0,0,0,0
"287",2013,96,0.2821,NA,0,0.1959,21.9884702317872,1,0,0,0,0,0,0
"288",2014,96,0.1565,NA,0,0.1265,22.0089660828306,1,0.03,0,0,0,0,0
"289",2012,97,0.1138,0.364643113587909,0.59,0.1289,22.3934224844152,6,0.36,0,0,1,0,0
"290",2013,97,0.118,0.412109650826833,0.34,0.1371,22.4096647905166,6,0.04,0,0,1,0,0
"291",2014,97,0.0969,0.512823626428664,0.88,0.1213,22.6781357273732,6,0.06,0,0,1,0,0
"292",2012,98,0.0623,-0.3147107448397,0.43,0.1402,25.4866697841994,3,0.36,0.67,0.29,1,1,1
"293",2013,98,0.0779,-0.127833371509885,0.4,0.1634,25.494433395628,3,0.06,0.1,0.05,1,1,1
"294",2014,98,0.0586,-0.116533816255952,0.43,0.1296,25.4814918178797,3,0.06,0.1,0.1,1,1,1
"295",2012,99,0.0634,0.431782416425538,0.11,0.0172,24.1015357139649,2,0.72,0,0,0,1,0
"296",2013,99,0.071,0.576613364303994,0.46,0.0194,24.1338523359053,2,0.08,0,0,0,1,0
"297",2014,99,0.065,0.62057648772511,0.41,0.0183,24.2205004068055,2,0.11,0,0,0,1,0
"298",2012,100,0.1156,0.662687973075237,2.23,0.1004,22.8919766213841,2,0.25,0.17,0.36,1,1,1
"299",2013,100,0.0617,0.783901543828409,2.09,0.0569,22.9265829282818,2,0.06,0.01,0.06,1,1,1
"300",2014,100,0.0995,0.693147180559945,1.39,0.0989,22.8391598406286,2,0.07,0.03,0.05,1,1,1
"301",2012,101,-0.0032,1.54756250871601,0.03,-0.0051,22.2584111447987,7,0.45,0,0,0,0,0
"302",2013,101,-0.0558,1.45628673293993,0.05,-0.0887,22.8148829545564,7,0.04,0,0,1,0,0
"303",2014,101,-0.0316,1.51072193949494,0.64,-0.057,22.9653575495115,7,0.06,0,0,1,0,0
"304",2012,102,0.0899,-0.328504066972036,0.32,0.1746,25.2519868507711,7,0.61,0.6,0.82,1,0,1
"305",2013,102,0.1035,-0.083381608939051,0.22,0.2054,25.3402756570387,7,0.08,0.06,0.1,1,1,1
"306",2014,102,0.0761,-0.0512932943875506,0.36,0.1666,25.3785015639412,7,0.1,0.06,0.08,1,1,1
"307",2012,103,0.062,-0.0618754037180875,1.01,0.1582,24.1433176841231,6,0.43,0.31,0.13,1,1,1
"308",2013,103,0.0598,0.173953307123438,0.86,0.1551,24.1821659287369,6,0.07,0.04,0,1,1,1
"309",2014,103,0.0594,0.307484699747961,0.85,0.152,24.2213781706829,6,0.07,0.05,0.04,1,1,1
"310",2012,104,0.0141,-0.186329578191493,1.01,0.0422,24.7126201853109,10,0.09,0.23,0,0,0,0
"311",2013,104,-0.0045,-0.27443684570176,1.17,-0.0132,24.6704049894638,10,0,0.02,0,1,1,1
"312",2014,104,0.0151,-0.116533816255952,1.34,0.0428,24.6382245290267,10,0.02,0.02,0.09,1,1,1
"313",2012,105,0.1748,NA,0,0.1431,22.5983811347812,7,0.3,0.14,0.37,0,1,0
"314",2013,105,0.1668,1.17248213723457,0,0.1389,22.8284864739512,7,0.04,0.04,0.1,1,1,1
"315",2014,105,0.1444,0.932164081030445,0.12,0.1402,23.1844701253501,7,0.04,0.05,0.06,1,1,1
"316",2012,106,0.0793,0.667829372575655,0,0.1363,22.2911318904489,7,0,0,0,0,0,0
"317",2013,106,0.0678,0.559615787935423,0,0.1163,22.374229496209,7,0,0,0,0,0,0
"318",2014,106,0.0469,0.53062825106217,0.59,0.0801,22.4301933706578,7,0.02,0,0,0,0,0
"319",2012,107,0.0594,-0.0512932943875506,0.24,0.0315,24.9115863559597,2,0.89,0.79,0,0,1,1
"320",2013,107,0.0668,0.198850858745165,0.34,0.0362,24.9933268569103,2,0.14,0.12,0,1,1,1
"321",2014,107,0.0637,0.431782416425538,0.31,0.0333,25.0307305502934,2,0.14,0.13,0,1,1,1
"322",2012,108,0.1183,-0.150822889734584,0.09,0.1135,26.174227034309,3,0.57,0.36,0.32,1,1,1
"323",2013,108,0.088,-0.0512932943875506,0.13,0.0973,26.2596271898926,3,0.09,0.09,0.06,1,1,1
"324",2014,108,0.074,-0.174353387144778,0.15,0.096,26.3068598853123,3,0.08,0.06,0,1,1,1
"325",2012,109,0.0559,0.322083499169113,0.89,0.2372,22.8737990294675,3,0,0,0,0,0,0
"326",2013,109,0.0276,0.46373401623214,0.97,0.1082,22.98410809491,3,0,0,0,0,0,0
"327",2014,109,0.0503,0.231111720963387,0.67,0.2023,23.1913622328199,3,0.02,0,0,0,0,0
"328",2012,110,0.0065,0.048790164169432,1.59,0.0231,24.5699606762161,11,0.29,0.12,0,1,0,0
"329",2013,110,0.035,0.148420005118273,1.66,0.1293,24.6372070015305,11,0.04,0.01,0,1,0,0
"330",2014,110,0.0251,0.231111720963387,1.89,0.1053,24.7182871778737,11,0.03,0,0,1,0,0
"331",2012,111,0.0229,NA,NA,0.0275,24.5198779908632,6,0.3,0.89,0.77,1,1,1
"332",2013,111,0.2178,NA,0.84,0.279,24.6793440045707,6,0.06,0.08,0.09,1,1,1
"333",2014,111,0.0124,NA,0.97,0.0163,24.7144881175358,6,0.09,0.09,0.1,1,1,1
"334",2012,112,0.0566,NA,1.06,0.0798,24.6299948539134,8,0.5,0.7,0,1,1,1
"335",2013,112,0.0956,NA,0.67,0.1354,24.6648282269519,8,0.06,0.14,0,1,1,1
"336",2014,112,0.0713,NA,0.71,0.1041,24.6328057620807,8,0.05,0,0,1,1,1
"337",2012,113,0.0587,-0.562118918153541,3.28,0.0908,24.7534273703916,6,0.42,0.14,0,0,1,1
"338",2013,113,0.0611,-0.713349887877465,2.1,0.1003,24.8095782274712,6,0.09,0,0,1,1,1
"339",2014,113,0.0523,-0.755022584278033,2.69,0.0936,24.8396979956325,6,0.07,0,0,1,1,1
"340",2012,114,0.0322,-0.616186139423817,2.14,0.3029,25.0444803322235,4,0,0,0,0,0,0
"341",2013,114,0.0304,-0.59783700075562,2,0.2935,25.0970082520326,4,0,0,0,0,0,0
"342",2014,114,0.0279,-0.544727175441672,2.13,0.2678,25.1436233659253,4,0.05,0,0,0,0,0
"343",2012,115,0.0797,NA,0.56,0.0518,23.0524928608869,1,0,0,0,0,0,0
"344",2013,115,0.095,NA,0.56,0.0595,23.1009584024273,1,0,0,0,0,0,0
"345",2014,115,0.0965,NA,0.51,0.0586,23.1101920783742,1,0.09,0,0,0,0,0
"346",2012,116,0.0595,0.262364264467491,0.81,0.0749,22.9515435686793,5,0.25,0.48,0.14,1,1,0
"347",2013,116,0.0928,0.165514438477573,0.79,0.1184,22.9146958805743,5,0.04,0.04,0.02,1,1,0
"348",2014,116,0.0589,0.27763173659828,0.75,0.0745,23.0134746588724,5,0.03,0.04,0,1,1,0
"349",2012,117,0.0761,-0.0618754037180875,0.28,0.131,24.2179839194622,6,0,0,0,0,0,0
"350",2013,117,0.0797,0.139761942375159,0.15,0.141,24.2692040500671,6,0,0,0,0,0,0
"351",2014,117,0.0725,0.198850858745165,0.15,0.1305,24.3339594001018,6,0.06,0,0,0,0,0
"352",2012,118,0.0773,0.2390169004705,0.28,0.1344,25.1132854425492,1,0.09,0,0.01,0,0,0
"353",2013,118,0.0786,0.53062825106217,0.29,0.1362,25.1441044474057,1,0.01,0,0.01,1,1,0
"354",2014,118,0.0907,0.678033542749897,0.28,0.1537,25.1895761735511,1,0.01,0,0,1,1,0
"355",2012,119,0.0759,0.0953101798043249,0.83,0.2102,23.2828160297302,1,0,0,0,0,0,0
"356",2013,119,0.077,0.27002713721306,1.05,0.1942,23.429915057133,1,0,0,0,0,0,0
"357",2014,119,0.0735,0.285178942233662,1.08,0.1818,23.4967291765969,1,0.05,0,0,0,0,0
"358",2012,120,0.2074,1.18172719537862,0.19,0.0736,21.6395565688206,1,0,0,0,0,0,0
"359",2013,120,0.2438,1.53039470509365,0.15,0.0838,21.7165176099567,1,0,0,0,0,0,0
"360",2014,120,0.216,1.2947271675944,0.65,0.0761,21.9429151206574,1,0.09,0,0,0,0,0
"361",2012,121,0.0813,0.19062035960865,0.45,0.1001,23.0692880300893,6,0.29,0,0,0,1,0
"362",2013,121,0.0943,0.482426149244293,0.48,0.1149,23.1063401840511,6,0.06,0,0,0,1,0
"363",2014,121,0.0778,0.378436435720245,0.61,0.1,22.9304830984743,6,0.06,0,0,0,1,0
"364",2012,122,0.026,NA,0.3,0.0129,24.9661022407869,8,0.38,0.11,0.37,1,1,1
"365",2013,122,0.0474,NA,0.27,0.0235,24.9646069779029,8,0.05,0.06,0.03,1,1,1
"366",2014,122,0.0515,NA,0.16,0.0282,24.9544114406607,8,0.05,0.09,0.03,1,1,1
"367",2012,123,0.0691,0.0392207131532813,1.12,0.1049,22.9124582425854,2,0.39,0.27,0.47,0,1,1
"368",2013,123,0.0729,0.157003748809665,1.1,0.1041,22.8275219350007,2,0.08,0.09,0,1,1,1
"369",2014,123,0.0853,0.678033542749897,1.13,0.1149,22.8362630371545,2,0.07,0,0,1,1,1
"370",2012,124,0.0233,-0.430782916092454,0.95,0.0694,23.9943165674687,11,0.26,0.6,0.12,0,1,0
"371",2013,124,0.0253,-0.287682072451781,0.91,0.0684,23.9788592447498,11,0.03,0.12,0.03,1,1,1
"372",2014,124,0.0336,-0.186329578191493,1,0.0736,24.0545413443035,11,0.04,0.14,0.05,1,1,1
"373",2012,125,0.02,-0.342490308946776,0.89,0.0901,25.4582003289898,11,0.12,0.6,0.79,1,0,1
"374",2013,125,0.0233,-0.301105092783922,0.92,0.1083,25.4662743772695,11,0.02,0.09,0.11,1,1,1
"375",2014,125,0.016,-0.23572233352107,0.91,0.0787,25.5166485273073,11,0.02,0.06,0.09,1,1,1
"376",2012,126,0.043,0.173953307123438,2.21,0.0655,23.4970161342965,5,0.11,0.24,0.03,1,0,0
"377",2013,126,0.0383,0.19062035960865,1.84,0.0538,23.5622786257839,5,0.04,0,0,0,1,0
"378",2014,126,0.0413,0.27002713721306,1.62,0.0565,23.6104500199193,5,0.04,0,0,0,1,0
"379",2012,127,-0.0049,-0.49429632181478,0.4,-0.0217,24.4920187536435,3,0.12,0.39,0,0,1,1
"380",2013,127,-5e-04,-0.301105092783922,0.39,-0.0019,24.4816013885749,3,0.02,0.06,0,1,1,1
"381",2014,127,0.0344,-0.385662480811985,0.46,0.0821,24.6479483713213,3,0.08,0.08,0,1,1,1
"382",2012,128,0.081,-0.544727175441672,0.2,0.1854,24.3361817522533,7,0.45,0,0,0,0,1
"383",2013,128,0.0727,-0.579818495252942,0.17,0.178,24.4486700657427,7,0.11,0,0,0,0,1
"384",2014,128,0.0011,-0.527632742082372,0.34,0.0026,24.5328573662226,7,0.08,0.15,0,0,0,1
"385",2012,129,0.0393,0.357674444271816,0.94,0.0594,23.5895896355297,8,0.8,0.84,0.6,1,1,1
"386",2013,129,0.052,0.615185639090233,0.82,0.073,23.7006559162525,8,0.14,0.14,0.06,1,1,1
"387",2014,129,0.0615,0.609765571620894,0.66,0.0842,23.6919711504398,8,0.14,0.14,0.08,1,1,1
"388",2012,130,0.0679,0.582215619852664,0.75,0.1259,22.2298068631607,6,0,0,0,0,0,0
"389",2013,130,0.0777,0.746687947487975,0.5,0.1527,22.2361708223254,6,0,0,0,0,0,0
"390",2014,130,0.0797,0.86288995514704,0.52,0.1508,22.2653238620492,6,0.03,0,0,0,0,0
"391",2012,131,-0.004,-0.579818495252942,0.98,-0.0154,24.5163701621179,11,0,0,0,0,0,0
"392",2013,131,0.0201,-0.49429632181478,0.99,0.0727,24.5658530156546,11,0,0,0,0,0,0
"393",2014,131,0.0333,-0.400477566597125,0.93,0.1202,24.6390019402864,11,0.12,0,0,0,0,0
"394",2012,132,0.0756,NA,0,0.1258,24.3626578651104,7,0.57,0.82,0.15,1,1,1
"395",2013,132,0.0689,NA,0.25,0.1244,24.5486192251602,7,0.07,0.1,0,1,1,1
"396",2014,132,0.0592,NA,0.25,0.111,24.5494041032174,7,0.07,0.09,0.13,1,1,1
"397",2012,133,0.0491,0.173953307123438,1.62,0.0539,23.1759075261471,8,0.19,0,0,1,1,0
"398",2013,133,0.0993,0.246860077931526,1.12,0.1246,23.1951716745572,8,0.03,0,0,1,1,0
"399",2014,133,0.0538,0.0769610411361284,2.06,0.0788,23.500344464459,8,0.03,0,0,1,1,0
"400",2012,134,0.0826,0.494696241836107,0.37,0.0806,23.8917321872695,6,0,0,0,0,0,0
"401",2013,134,0.0826,0.73716406597672,0.38,0.0812,23.9064730325351,6,0.04,0,0,0,1,0
"402",2014,134,0.0878,0.62057648772511,0.35,0.0875,23.8897530309229,6,0.05,0.07,0,0,1,0
"403",2012,135,0.0219,0.3293037471426,0.44,0.0516,24.0314914958145,3,0,0,0,0,0,0
"404",2013,135,0.0759,0.500775287912489,0.38,0.1526,24.1434235958869,3,0.04,0,0,0,0,0
"405",2014,135,0.0892,0.444685821261446,0.33,0.1752,24.271810435852,3,0.05,0,0,0,0,0
"406",2012,136,0.0691,0.542324290825362,1.11,0.0568,24.3048384380718,3,0,0,0,0,0,0
"407",2013,136,0.0683,0.683096844706444,1.07,0.0544,24.4156391803146,3,0,0,0,0,0,0
"408",2014,136,0.0639,0.662687973075237,1.06,0.0581,24.5776597295379,3,0,0,0,0,0,0
"409",2012,137,0.0243,0.703097511413113,1.26,0.0763,22.5369439936888,7,0,0,0,0,0,0
"410",2013,137,0.0139,0.438254930931155,1.66,0.044,22.7371495381592,7,0,0,0,0,0,0
"411",2014,137,-0.0339,0.678033542749897,2.03,-0.1062,22.7796220767447,7,0.1,0,0,0,0,0
"412",2012,138,0.0488,0.431782416425538,1.18,0.389,23.5682333586107,4,0,0,0,0,0,0
"413",2013,138,0.0912,0.0769610411361284,1.02,0.7649,23.851540357832,4,0,0,0,0,0,0
"414",2014,138,0.0274,0.482426149244293,1.02,0.2399,23.8566105269077,4,0.02,0,0,0,0,0
"415",2012,139,0.0208,0.22314355131421,0.69,0.1117,22.9036677026243,3,0,0.3,0,0,1,0
"416",2013,139,0.0419,0.46373401623214,0.62,0.2098,23.0048369752834,3,0.02,0.03,0,0,1,0
"417",2014,139,0.0354,0.0953101798043249,0.61,0.1567,23.2135662475514,3,0.03,0,0,0,1,0
"418",2012,140,0.0356,0.0582689081239758,0.64,0.014,24.7856242533107,5,0,0,0,0,0,0
"419",2013,140,0.033,0.285178942233662,0.57,0.0177,24.7038442848701,5,0,0,0,1,0,0
"420",2014,140,0.0374,0.385262400790645,0.55,0.0199,24.7085207165808,5,0,0,0,1,0,0
"421",2012,141,0.0377,-0.478035800943,1.68,0.0706,24.489800535626,3,0,0,0,0,0,0
"422",2013,141,-0.0023,-0.162518929497775,1.43,-0.0021,24.5006597045911,3,0,0,0,0,0,0
"423",2014,141,0.0132,-0.22314355131421,1.52,0.0118,24.5990604477673,3,0,0,0,0,0,0
"424",2012,142,0.0202,-0.59783700075562,1.29,0.0822,24.489164247186,11,0.21,0.03,0,0,1,1
"425",2013,142,0.0164,-0.616186139423817,1.26,0.0625,24.4938635173452,11,0.04,0,0,1,1,1
"426",2014,142,0.0209,-0.527632742082372,1.25,0.0753,24.5633201188575,11,0.07,0,0,1,1,1
"427",2012,143,0.0174,-0.63487827243597,0.86,0.0494,25.0870521233305,11,0.41,0.05,0.72,1,1,1
"428",2013,143,0.0217,-0.713349887877465,0.8,0.0691,25.1043420200843,11,0.07,0.02,0.13,1,1,1
"429",2014,143,0.0195,-0.579818495252942,0.89,0.0592,25.1870337359294,11,0.11,0.05,0.09,1,1,1
"430",2012,144,0.0412,0.3293037471426,0.55,0.0695,22.6812732326461,1,0.79,0,0,0,0,0
"431",2013,144,0.0314,0.385262400790645,0.58,0.0488,22.7695383172347,1,0.14,0,0,0,0,0
"432",2014,144,0.0475,0.431782416425538,0.97,0.0691,22.9228210296209,1,0.05,0,0,0,0,0
"433",2012,145,0.0409,0.553885113226438,1,0.2865,21.8937264275879,4,0,0,0,0,0,0
"434",2013,145,0.0478,0.518793793415168,1.1,0.3305,22.103793603172,4,0,0,0,0,0,0
"435",2014,145,0.0426,0.732367893713227,1.28,0.2756,22.2053248200507,4,0.04,0,0,0,0,0
"436",2012,146,0.0307,-1.04982212449868,4.16,0.0422,25.9732014559116,1,0.35,0.7,0.65,1,1,0
"437",2013,146,0.0365,-0.916290731874155,2.9,0.0487,26.0316622389361,1,0.05,0.08,0.07,1,1,1
"438",2014,146,0.0155,-0.867500567704723,3.23,0.0221,26.0633343662042,1,0.04,0.08,0.1,1,1,1
"439",2012,147,0.2403,1.94876321803772,0,0.1342,21.3198096018329,6,0,0,0,0,0,0
"440",2013,147,0.2306,1.82937633279936,0,0.1349,21.4537088022501,6,0,0,0,0,0,0
"441",2014,147,0.2228,1.69561560867515,0,0.1324,21.5815036373719,6,0.01,0,0,0,0,0
"442",2012,148,0.003,1.28093384546206,0.17,0.0063,23.4381592365306,7,0.13,0,0,0,0,0
"443",2013,148,0.0904,2.02946317187359,0.02,0.1894,23.6077871811644,7,0.04,0,0,0,0,0
"444",2014,148,0.1007,NA,0.0033,0.2346,24.4167347433942,7,0.06,0,0,0,0,0
"445",2012,149,0.0709,-0.186329578191493,0.08,0.0476,24.1672033722847,6,0.39,0,0.51,0,0,1
"446",2013,149,0.0491,-0.0943106794712413,0.16,0.0352,24.2360045933415,6,0.03,0,0.08,1,1,1
"447",2014,149,0.0628,0.438254930931155,0.31,0.0459,24.2191671540779,6,0.02,0,0.06,1,0,1
"448",2012,150,0.0158,-0.867500567704723,1.16,0.0503,24.6433760525572,11,0,0,0,0,0,1
"449",2013,150,0.0078,-1.04982212449868,1.25,0.0263,24.6437330891572,11,0,0,0,0,0,1
"450",2014,150,0.0058,-1.02165124753198,1.54,0.0199,24.6776967786241,11,0.03,0,0,0,0,1
"451",2012,151,0.0337,0.0198026272961797,0.64,0.0794,23.3296302438056,7,0,0,0,0,0,0
"452",2013,151,0.0358,0.322083499169113,0.66,0.0812,23.3594690975788,7,0,0,0,0,0,0
"453",2014,151,0.0477,0.412109650826833,0.77,0.1059,23.3988272810119,7,0.04,0,0,0,0,0
"454",2012,152,0.0717,0.438254930931155,0.94,0.1363,22.8629789969678,7,0,0,0,0,0,0
"455",2013,152,0.072,0.672944473242426,1.05,0.1346,22.9759251211707,7,0,0,0,0,0,0
"456",2014,152,0.08,0.802001585472027,1.13,0.1488,22.9572508384482,7,0.07,0,0,0,0,0
"457",2012,153,0.0129,-1.6094379124341,0.53,0.2337,25.5264176515496,4,0.15,0,0,0,0,1
"458",2013,153,0.0143,-1.71479842809193,0.71,0.265,25.5942021866831,4,0.03,0,0,1,0,1
"459",2014,153,0.0105,-1.77195684193188,1.04,0.2336,25.6556224221636,4,0.04,0,0,1,0,1
"460",2012,154,0.0857,0.56531380905006,0.53,0.3056,21.7677738666213,7,0,0,0,0,0,0
"461",2013,154,0.0855,1.00063188030791,0.38,0.3178,22.0924140392313,7,0,0,0,0,0,0
"462",2014,154,0.0585,0.662687973075237,0.79,0.3074,22.866268860116,7,0.08,0,0,0,0,0
"463",2012,155,4e-04,0.0295588022415444,NA,0.0706,28.8011543666569,4,0,0,0,0,0,0
"464",2013,155,-4e-04,0.0295588022415444,NA,-0.0479,28.8158441278153,4,0,0,0,0,0,0
"465",2014,155,-3e-04,0.0295588022415444,NA,-0.0508,28.809114723952,4,0,0,0,0,0,0
"466",2012,156,0.0199,-0.0304592074847086,0.62,0.035,24.8623447305087,1,0.17,0,0,1,1,1
"467",2013,156,0.1319,0.500775287912489,0.96,0.2564,24.6989394694508,1,0.11,0,0,1,1,1
"468",2014,156,0.0854,0.476234178996372,1.05,0.1417,24.6869700615096,1,0.11,0,0,1,1,1
"469",2012,157,-0.0096,-0.356674943938732,0.34,-0.0105,24.2586735473704,6,0,0,0,0,0,0
"470",2013,157,0.0676,-0.105360515657826,0.27,0.0755,24.2913326708436,6,0,0,0,0,0,0
"471",2014,157,0.0716,-2.04022082852655,0.29,0.0821,24.2887056620026,6,0.04,0,0,0,0,0
"472",2012,158,0.0195,-1.07880966137193,2.54,0.0942,27.2531633927219,6,0.45,0.21,0.37,1,1,0
"473",2013,158,0.0195,-0.891598119283784,1.86,0.0894,27.2102799202679,6,0.07,0.07,0.07,1,1,1
"474",2014,158,0.0233,-0.510825623765991,1.74,0.1025,27.1976949685633,6,0.08,0.06,0.06,1,1,1
"475",2012,159,-0.0169,0.246860077931526,2.12,-0.1916,24.0295078258599,4,0,0,0,0,0,0
"476",2013,159,0.0109,0.29266961396282,1.99,0.1141,23.9721781363603,4,0.03,0,0.03,0,0,0
"477",2014,159,0.0254,0.494696241836107,2.17,0.2563,23.9554816472328,4,0.02,0.02,0.02,0,0,0
"479",2013,160,0.1406,1.65822807660353,0.34,0.2745,23.8366382470583,5,0,0,0,0,0,0
"480",2014,160,0.4234,1.40609698841607,0.77,0.4862,24.268967521384,5,0.13,0,0,0,0,0
"481",2012,161,0.0788,0.371563556432483,0.96,0.0941,23.856583773453,2,0.51,0.68,0.64,1,1,1
"482",2013,161,0.0848,0.512823626428664,0.89,0.1044,23.8652606174787,2,0.09,0.08,0.08,1,1,1
"483",2014,161,0.0797,0.512823626428664,0.98,0.1019,23.9096184701091,2,0.09,0.09,0.09,1,1,1
"484",2012,162,0.0604,-0.7339691750802,0.16,0.2157,24.1034098094107,7,0,0,0,1,1,0
"485",2013,162,0.0678,-0.301105092783922,0.15,0.2508,24.0723976963052,7,0.02,0,0,1,1,1
"486",2014,162,0.0812,-0.116533816255952,0.17,0.2448,24.1265610166907,7,0.02,0,0,1,1,1
"487",2012,163,0.0331,-1.20397280432594,0.13,0.0319,25.7300403544935,1,0.35,0.22,0.4,0,1,1
"488",2013,163,0.0239,-0.916290731874155,0.17,0.0243,25.8373237702302,1,0.02,0.05,0.03,1,1,1
"489",2014,163,0.0163,-1.07880966137193,0.25,0.018,25.9032331321037,1,0.02,0.02,0.02,1,1,1
"490",2012,164,0.1022,0.131028262406404,0.08,0.0498,22.6412262927354,1,0,0,0,0,0,0
"491",2013,164,0.0946,0.385262400790645,0.15,0.0487,22.7619240552333,1,0,0,0,0,0,0
"492",2014,164,0.0893,0.587786664902119,0.15,0.0464,22.8330229332934,1,0.03,0,0,0,0,0
"493",2012,165,0.115,0.703097511413113,0.58,0.0573,22.8027073786262,1,0.45,0.53,0,0,1,0
"494",2013,165,0.1524,0.770108221696074,0.43,0.0725,22.7755930861347,1,0.06,0,0,1,1,0
"495",2014,165,0.1671,0.717839793150317,0.45,0.0793,22.7798225060888,1,0.03,0.01,0,1,1,0
"496",2012,166,0.0078,-1.07880966137193,2.87,0.2134,27.5676072954114,4,0.53,0.36,0.41,1,1,1
"497",2013,166,0.0084,-0.891598119283784,2.61,0.2259,27.5383651106846,4,0.07,0.08,0.11,1,1,1
"498",2014,166,0.0091,-0.82098055206983,2.59,0.2339,27.4758165476225,4,0.06,0.04,0.07,1,1,1
"499",2012,167,0.1393,0.928219302739429,0.15,0.0757,22.3356190956259,6,0.7,0,0,0,1,1
"500",2013,167,0.1528,1.12167756159911,0.14,0.0832,22.3845991824462,6,0.09,0,0,0,1,1
"501",2014,167,0.152,1.10194007876078,0.13,0.0805,22.3879969136124,6,0.09,0.05,0,0,1,1
"502",2012,168,0.1032,0.048790164169432,0.31,0.0924,24.0341737472611,3,0.29,0.31,0,1,1,0
"503",2013,168,0.075,0.371563556432483,0.58,0.0723,24.0982219074033,3,0.04,0,0,1,1,0
"504",2014,168,0.1139,0.00995033085316809,0.48,0.1065,24.1964737545848,3,0.01,0,0.08,1,1,0
"505",2012,169,0.0584,0.336472236621213,NA,0.0486,24.0581453375709,5,0,0,0,0,0,0
"506",2013,169,0.0547,0.470003629245736,NA,0.0455,24.0847170340861,5,0,0,0,0,0,1
"507",2014,169,0.0625,0.598836501088704,NA,0.0508,24.1636518799661,5,0.01,0,0,0,0,1
"508",2012,170,0.0435,0.300104592450338,0.82,0.4329,23.7147669216326,4,0.18,0.31,0.44,0,1,1
"509",2013,170,0.0485,0.165514438477573,0.81,0.4813,23.7227909087391,4,0.04,0.09,0.09,1,1,1
"510",2014,170,0.0444,0.246860077931526,0.91,0.4197,23.7852539062775,4,0.03,0.07,0.08,1,1,1
"511",2012,171,0.0963,0.85015092936961,0.6,0.0552,24.4528072727792,1,0.36,0.86,0.18,1,1,1
"512",2013,171,0.1111,1.00795792039998,0.53,0.0607,24.4250121567672,1,0.04,0.12,0.03,1,1,1
