"","Year","Index","Roa","TobinsQ","FinancialLeverage","Growth","FirmSize","Industry","CarbonProductivity","WaterProductivity","WasteProductivity","SustainabilityPayLink","SustainableThemedCommitment","AuditScore"
"1045",2014,349,-0.0711,1.5953389880546,2.06,-0.0919,22.4895365434073,1,0.05,0,0,0,0,0
"1046",2012,350,0.0508,-0.63487827243597,0.32,0.0175,23.1976169727949,2,0.12,0.28,0,0,0,0
"1047",2013,350,0.0646,-0.105360515657826,0.31,0.0226,23.2228147634713,2,0.03,0.03,0,0,0,0
"1048",2014,350,0.0478,-0.174353387144778,0.85,0.023,23.8994846513486,2,0.04,0.02,0,0,0,0
"1049",2012,351,0.0439,NA,3.46,0.1008,24.6314615275402,1,0,0,0,0,0,0
"1050",2013,351,0.0396,NA,3.35,0.0879,24.6002003797021,1,0,0,0,0,0,1
"1051",2014,351,0.0416,NA,2.83,0.0882,24.6314615275402,1,0.02,0,0,0,0,1
"1052",2012,352,0.0441,-0.127833371509885,0.64,0.1045,24.947234166962,1,0.59,0,0,0,1,0
"1053",2013,352,0.0539,0.139761942375159,0.67,0.1233,24.9426853029354,1,0.09,0,0,0,1,0
"1054",2014,352,0.0581,0.336472236621213,0.87,0.1394,24.8705032469215,1,0.02,0,0,0,0,1
"1055",2012,353,0.0853,0.518793793415168,0.38,0.1347,23.720047559636,7,0.17,0.27,0.58,0,1,0
"1056",2013,353,0.1091,0.896088024556636,0.38,0.1741,23.6644363225077,7,0.02,0.06,0.08,0,1,0
"1057",2014,353,0.1515,1.15057202759882,0.35,0.2129,23.5980726425715,7,0.02,0.04,0.08,0,1,0
"1058",2012,354,0.0442,-0.446287102628419,1.15,0.049,23.290750439495,6,0.27,0.35,0.7,1,1,0
"1059",2013,354,0.0383,-0.174353387144778,0.73,0.0416,23.2838981972625,6,0.02,0.02,0.11,1,1,0
"1060",2014,354,0.0436,-0.116533816255952,0.91,0.0436,23.4042873656607,6,0.02,0.04,0.11,1,1,0
"1061",2012,355,0.1237,NA,0.06,0.07,20.8691680198365,1,0,0,0,0,0,0
"1062",2013,355,0.1186,NA,0.05,0.0695,21.1792599140866,1,0,0,0,0,0,0
"1063",2014,355,0.1133,NA,0.19,0.0675,21.4628590076742,1,0.02,0,0,0,0,0
"1064",2012,356,-0.0191,-0.579818495252942,23.35,-0.0195,24.3510142910561,6,0.28,0,0.51,0,1,1
"1065",2013,356,0.0153,-0.301105092783922,3.66,0.0149,24.329089715923,6,0.1,0.03,0.04,1,1,1
"1066",2014,356,0.0305,0.0861776962410524,4.46,0.0291,24.3436790665848,6,0.12,0.04,0.02,1,1,1
"1067",2012,357,0.0558,-0.0304592074847086,1.37,0.0636,22.8275027908106,5,0,0,0,0,0,0
"1068",2013,357,0.0618,0.262364264467491,0.99,0.0701,22.8409327648752,5,0,0,0,0,0,0
"1069",2014,357,0.0631,0.425267735404344,0.86,0.0676,22.9176467081135,5,0.01,0,0,0,0,0
"1070",2012,358,0.0743,-0.0725706928348354,0.45,0.05,25.1162942297281,5,0.91,0,0,0,1,1
"1071",2013,358,0.0691,0.165514438477573,0.46,0.0459,25.1285450234304,5,0.13,0.13,0.11,0,1,1
"1072",2014,358,0.0668,0.322083499169113,0.49,0.0431,25.1820451577187,5,0.11,0.13,0.14,0,1,1
"1074",2013,359,0.0141,-1.89711998488588,0.3,0.0829,24.8076274011151,4,0.03,0.03,0.08,1,0,1
"1076",2012,360,0.0219,0.647103242058538,2.38,0.0149,24.3833084781218,6,0.57,0.55,0.61,1,0,1
"1077",2013,360,0.1165,1.03318448334565,1.67,0.0789,24.3126563925596,6,0.04,0.05,0.15,1,0,1
"1078",2014,360,0.0846,1.11514159061932,4.61,0.0521,24.2919812981735,6,0.04,0.06,0.08,1,0,1
"1079",2012,361,0.0155,-1.17118298150295,0.75,0.2683,26.5921530616496,4,0.16,0,0,1,1,0
"1080",2013,361,0.0155,-1.13943428318836,0.55,0.2865,26.6204773952267,4,0.03,0,0,1,1,0
"1081",2014,361,0.0146,-1.07880966137193,0.83,0.28,26.721032980899,4,0.03,0,0,1,1,0
"1082",2012,362,0.068,0.0198026272961797,0.83,0.0889,25.2164871851998,6,0.38,0.74,0.43,1,1,1
"1083",2013,362,0.0636,0.262364264467491,0.62,0.0914,25.2296538226368,6,0.03,0.05,0.03,1,1,1
"1084",2014,362,0.0684,0.22314355131421,0.57,0.0955,25.2372961353611,6,0.04,0.06,0.05,1,1,1
"1086",2013,363,0.1311,1.33236601909433,0,0.4228,24.3055618056576,7,0.13,0,0,1,0,0
"1088",2012,364,0.1146,0.53062825106217,0.28,0.0998,22.9884627207257,1,0.36,0,0,1,1,1
"1089",2013,364,0.1213,0.947789398933526,0.23,0.106,23.0568649834696,1,0.04,0.01,0.02,1,1,1
"1090",2014,364,0.1032,1.15688119679209,0.25,0.0853,23.0238489272698,1,0.04,0,0,1,1,1
"1091",2012,365,0.0879,0.254642218373581,1.09,0.1427,23.809615478084,1,0.39,0.34,0.09,1,0,0
"1092",2013,365,0.104,0.470003629245736,2.29,0.1736,23.8941691632655,1,0.12,0.04,0.02,1,0,0
"1093",2014,365,0.1019,0.593326845277734,3.43,0.1735,23.8638341145459,1,0.11,0.13,0.03,1,0,1
"1094",2012,366,0.0477,NA,0.36,0.015,24.518238038571,3,0,0,0,0,1,0
"1095",2013,366,0.0593,NA,0.32,0.0197,24.5789301087052,3,0,0,0,0,1,0
"1096",2014,366,0.0782,NA,0.28,0.0277,24.5420764606524,3,0.09,0,0,0,1,0
"1097",2012,367,0.0774,1.26694760348732,NA,0.1619,23.0841198380644,7,0,0,0,0,0,0
"1098",2013,367,0.0885,1.03318448334565,0.07,0.1947,23.2353011541227,7,0,0,0,0,0,0
"1099",2014,367,0.0643,0.746687947487975,0.2,0.1468,23.4185684652261,7,0.02,0,0,0,0,0
"1100",2012,368,0.0259,-0.0304592074847086,0.45,0.2619,23.8127605021894,4,0,0,0,0,0,0
"1101",2013,368,0.0186,0.0953101798043249,1.82,0.1662,23.7238363871407,4,0.02,0.04,0.1,0,0,1
"1102",2014,368,0.0379,0.173953307123438,1.99,0.3287,23.7795286102404,4,0.02,0.06,0.08,0,0,1
"1103",2012,369,0.1687,1.44456326924387,4.95,0.2145,21.5820698187312,6,0,0,0,0,0,0
"1104",2013,369,0.1432,1.58514521986506,2.32,0.2183,21.6413353857872,6,0,0,0,0,0,0
"1105",2014,369,0.165,1.5993875765806,5.22,0.229,21.5756919538905,6,0.01,0,0,0,0,0
"1106",2012,370,-0.0431,1.10856261952128,0.68,-0.0701,21.7382385123807,5,0,0,0,0,0,0
"1107",2013,370,-0.1753,1.94304891677428,0.36,-0.3672,21.5644018952198,5,0,0,0,0,0,0
"1109",2012,371,0.02,0.314810739840034,0.93,0.1484,23.6666516301282,4,0.17,0,0,0,0,0
"1110",2013,371,0.0234,0.246860077931526,1.06,0.1649,23.7054568399337,4,0.06,0,0,1,1,1
"1111",2014,371,0.0232,0.378436435720245,1.25,0.1577,23.778492682286,4,0.03,0,0,1,1,1
"1112",2012,372,0.0038,-0.23572233352107,1.44,0.0076,26.1403524193819,10,0.41,0,0,0,1,1
"1113",2013,372,0.0461,-0.385662480811985,2.31,0.0954,26.3367515436215,10,0.06,0,0,1,1,1
"1114",2014,372,0.038,0.262364264467491,8.99,0.0757,26.1730502856925,10,0.06,0.02,0,1,1,1
"1115",2012,373,0.1567,0.765467842139571,0.71,0.2503,21.8764136582625,5,0.52,0,0,0,0,0
"1116",2013,373,0.1333,0.751416088683921,0.67,0.2363,21.9994662752692,5,0.06,0,0,0,0,0
"1117",2014,373,0.1157,0.770108221696074,0.65,0.217,22.0785853937669,5,0.04,0,0,0,0,0
"1118",2012,374,0.0698,-0.0304592074847086,0.22,0.0297,24.2860150139161,2,0.53,0.67,0,1,0,0
"1119",2013,374,0.0711,0.46373401623214,0.23,0.0339,24.2922631788835,2,0.06,0,0,1,0,0
"1120",2014,374,0.0532,0.29266961396282,0.18,0.0253,24.3390906101544,2,0.08,0,0,0,0,0
"1121",2012,375,-0.3438,2.15059873599616,NA,-0.5949,20.6721304248316,7,0.19,0,0,1,0,0
"1124",2012,376,0.1444,-0.527632742082372,0.25,0.1292,23.3572388346523,7,0.31,0.2,0,0,1,0
"1125",2013,376,0.0694,0.157003748809665,0.22,0.0638,23.4499415021718,7,0,0.03,0.13,0,1,0
"1126",2014,376,0.1095,0.398776119957368,0.26,0.1069,23.4406060849557,7,0.01,0.01,0.05,0,1,0
"1127",2012,377,0.0132,-1.46967597005894,0.88,0.2128,27.9837659470814,4,0.21,0,0,1,1,1
"1128",2013,377,0.0142,-1.30933331998376,0.99,0.2538,28.0543359652995,4,0.03,0.01,0.02,1,1,1
"1129",2014,377,0.0136,-1.20397280432594,1.11,0.2662,28.154064794347,4,0.03,0.01,0.01,1,1,1
"1130",2012,378,0.0971,NA,0.01,0.0398,NA,2,0.18,0,0,0,1,0
"1131",2013,378,0.1017,NA,0.01,0.0427,NA,2,0.02,0.05,0.02,1,1,0
"1132",2014,378,0.1026,NA,0.02,0.0408,NA,2,0.04,0,0,1,1,0
"1133",2012,379,0.0262,-0.462035459596559,0.46,0.0221,23.4573735723679,1,0.25,0.3,0.38,0,0,0
"1134",2013,379,0.0535,-0.127833371509885,0.37,0.0441,23.4669405490216,1,0.05,0.07,0.06,1,1,0
"1135",2014,379,0.0366,-0.0512932943875506,0.73,0.0327,23.7190981055007,1,0.06,0,0,1,1,0
"1136",2012,380,0.0358,0.0953101798043249,1.44,0.0599,23.8629685759104,6,0.07,0.6,0,1,1,1
"1137",2013,380,0.0043,0.300104592450338,1.66,0.007,23.8413484777779,6,0.02,0,0,1,1,1
"1138",2014,380,0.059,0.405465108108164,1.42,0.0927,23.7872173494775,6,0.02,0,0,1,1,1
"1139",2012,381,0.0421,0.29266961396282,2.25,0.1147,23.9149759937418,3,0,0,0,0,0,0
"1140",2013,381,0.0167,0.336472236621213,2.33,0.0627,24.0243481806056,3,0,0,0,0,0,1
"1141",2014,381,0.0544,0.0861776962410524,2.38,0.2768,24.6464859204678,3,0,0,0,0,0,1
"1143",2013,382,0.0857,0.357674444271816,0.54,0.0362,26.0450604436725,2,0.07,0,0,1,1,1
"1144",2014,382,0.0786,0.343589704390077,0.58,0.0336,26.0399436148264,2,0.06,0,0,1,1,1
"1145",2012,383,0.1107,0.157003748809665,3.96,0.1811,22.9709405755556,7,0,0,0,0,1,0
"1146",2013,383,0.0815,0.231111720963387,3.36,0.1441,23.0378783101532,7,0,0.13,0,1,1,0
"1147",2014,383,0.0852,0.22314355131421,2.48,0.152,23.014789982581,7,0.06,0,0,1,1,0
"1148",2012,384,0.0306,0.392042087776024,1.14,0.0545,23.2563275286215,4,0.19,0.17,0.35,1,1,1
"1149",2013,384,0.0399,0.438254930931155,0.8,0.0633,23.3972765458251,4,0.03,0.03,0.05,1,1,1
"1150",2014,384,0.1275,0.524728528934982,1.02,0.2407,23.3227652537058,4,0.02,0.03,0.03,1,1,1
"1151",2012,385,0.0433,0.182321556793955,2.08,0.0882,22.9706552944725,1,0.62,0.36,0.2,1,1,1
"1152",2013,385,0.045,0.357674444271816,2.84,0.0862,22.9996096187352,1,0.08,0.04,0.02,1,1,1
"1153",2014,385,0.0545,0.451075619360217,3.82,0.1002,22.9932244271134,1,0.09,0.05,0.04,1,1,1
"1154",2012,386,0.0592,-0.0618754037180875,0.22,0.2137,22.5646329139236,3,0,0,0,0,0,0
"1155",2013,386,0.0817,0.350656871613169,0.23,0.2771,22.7046810133277,3,0,0,0,0,0,0
"1156",2014,386,0.0622,0.198850858745165,0.33,0.2051,22.8894583050349,3,0.02,0,0,0,0,0
"1157",2012,387,0.0299,-0.287682072451781,1.14,0.0894,24.1617810326536,11,0.16,0,0.15,1,1,1
"1158",2013,387,0.0292,-0.287682072451781,1.14,0.0869,24.2468873196923,11,0.04,0,0.02,1,1,1
"1159",2014,387,0.0288,-0.198450938723838,1.13,0.0874,24.3330479697016,11,0.04,0,0.02,1,1,1
"1160",2012,388,0.1232,0.593326845277734,0.33,0.2366,22.2521240809027,7,0.61,0,0,0,1,0
"1161",2013,388,0.1061,0.76080582903376,0.31,0.2248,22.2769796006082,7,0.1,0,0,1,1,0
"1162",2014,388,0.1291,0.678033542749897,0.36,0.2646,22.3400765037099,7,0.12,0,0,1,1,0
"1163",2012,389,0.135,0.173953307123438,0.05,0.099,26.5337928690326,3,0.5,0.56,0.41,1,1,1
"1164",2013,389,0.0957,0.27763173659828,0.04,0.0774,26.5720371496375,3,0.08,0.1,0.14,1,1,1
"1165",2014,389,0.0934,0.165514438477573,0.07,0.0825,26.5797493698074,3,0.09,0.09,0.13,1,1,1
"1166",2012,390,0.0389,-1.02165124753198,0.67,0.0537,24.1249630936502,7,0.37,0.34,0.04,1,1,0
"1167",2013,390,0.0384,-0.713349887877465,0.58,0.0542,24.091802276369,7,0.07,0.07,0.03,1,1,1
"1168",2014,390,0.0333,-0.673344553263766,0.59,0.0493,24.0431808539889,7,0.07,0.07,0.07,1,1,1
"1169",2012,391,0.2351,NA,0,0.7912,23.562534516281,7,0.02,0,0,0,0,1
"1170",2013,391,0.0848,NA,0.0939,0.2919,23.5449398583704,7,0.03,0,0,1,0,1
"1171",2014,391,0.1975,NA,0.0604,1.6287,24.8497604044487,7,0.03,0,0,1,0,1
"1172",2012,392,0.179,1.01160091167848,1.36,0.1171,22.9217118901993,1,0.32,0,0,0,0,1
"1173",2013,392,0.1232,1.15373158788919,1.35,0.0834,22.8860139847527,1,0.05,0,0,1,0,1
"1174",2014,392,0.1234,1.16002091679675,1.99,0.0791,22.8449283940602,1,0.06,0,0,1,0,1
"1175",2012,393,0.0861,0.139761942375159,0.29,0.1688,22.9218672437955,5,0.51,0,0,0,0,0
"1176",2013,393,0.0819,0.405465108108164,0.27,0.1646,22.9830060574481,5,0.1,0,0,0,0,0
"1177",2014,393,0.075,0.587786664902119,0.22,0.1541,22.9886370018464,5,0.09,0,0,0,0,0
