"";"Companies";"Year";"Ra";"ROA";"ROE";"TobinsQ";"AlphaJensen";"CarbonProductivity";"WaterProductivity";"WasteProductivity";"EnergyProductivity";"SustainabilityPayLink";"SustainableThemedCommitment";"AuditScore";"FirmSize";"Leverage";"NetMargin";"Industry";"Beta"
"347";210;2014;-0,0599835156472551;0,05;0,17;2,2;-0,0592288592858776;0,11;0,09;0,1;0,09;1;1;1;10,96;2,69;0,04;2;1,2577606022959
"348";210;2015;0,00794591555365344;0,05;0,2;2,31;0,0231302910691956;0,03;0,1;0,12;0,01;1;1;1;10,95;3,54;0,04;2;0,704349102098717
"349";211;2013;-0,0546394155116174;0,08;0,22;NA;-0,0977037372841449;0,17;0;0;0,53;0;1;0;10,41;0,63;0,15;2;1,53253814137109
"350";211;2014;0,0704845248900354;0,08;0,27;NA;0,0715546554660805;0;0;0;0,08;1;1;0;10,48;1,11;0,17;2;1,78355096007517
"351";211;2015;0,105015138314833;0,11;0,28;NA;0,115234332400045;0,03;0;0;0,1;1;1;0;10,5;0,45;0,19;2;0,475538897936019
"352";212;2013;0,032663790854806;0,06;0,33;0,84;0,00217771418013688;0,25;0,25;0,43;0,28;1;1;1;10,18;1,43;0,02;1;1,08491376066438
"353";212;2014;0,030396733434088;0,06;0,32;0,76;0,0311659969236776;0,04;0,02;0,06;0,08;1;1;1;10,18;1,83;0,02;1;1,28210581598273
"354";212;2015;0,0199567717431091;0,06;0,35;0,63;0,0521992466250083;0,06;0;0,06;0,1;1;1;1;10,17;1,43;0,02;1;1,49043663050227
"355";213;2013;0,0246938885237619;0,07;0,16;2,06;-0,0104715392625899;0;0;0;0;0;0;0;9,87;0,33;0,05;6;1,25143871125807
"356";213;2014;0,0279377536067749;0,06;0,14;1,94;0,0281237556735706;0;0;0;0;0;0;0;9,91;0,32;0,04;6;0,310003444659434
"357";213;2015;-0,192404292684787;0,05;0,13;1,24;-0,180088770851198;0,01;0;0;0;0;0;0;9,92;0,33;0,04;6;0,572143863299038
"358";214;2013;0,0186217217099141;0,05;0,11;0,24;-0,00738602577241719;0;0;0;0;1;0;0;10,9;0,55;0,15;4;0,925542615029583
"359";214;2014;0,00908435715799896;0,07;0,14;0,16;0,00962726769242741;0;0;0;0;1;0;0;10,89;0,49;0,19;4;0,904850890714086
"360";214;2015;0,0133701460052637;0,06;0,12;0,14;0,0275366361192196;0,03;0;0;0;1;0;0;10,88;0,52;0,2;4;0,657441940735296
"361";215;2013;-0,0495216523826112;0,14;-0,98;3,33;-0,063090279374702;0,16;0;0;0,15;1;0;1;9,82;-6,07;0,09;1;0,482869287974763
"362";215;2014;0,0675083475716879;0,16;-1,77;3,47;0,0688704885237824;0,04;0;0;0;1;0;1;9,85;-11,46;0,1;1;2,27023492015753
"363";215;2015;0,00428789613913038;0,11;-2,54;4;0,0092788106592108;0,06;0;0;0;1;0;1;9,9;-8,76;0,07;1;0,234604355764075
"364";216;2013;-0,108583893192031;0,09;0,22;1,44;-0,112363135441653;0;0;0;0;0;0;0;9,84;1,16;0,1;5;0,134492606748089
"365";216;2014;0,0306790126474564;0,07;0,19;1,51;0,0310699810300265;0;0;0;0;0;0;0;9,86;0,95;0,09;5;0,65161397095022
"366";216;2015;0,0171306742409649;0,03;0,09;1,24;0,0407249148114135;0,04;0;0;0;0;0;0;10,15;1,21;0,05;5;1,09190048711745
"367";217;2013;0,0323345294119484;0,05;0,13;0,77;0,0086752807741804;0;0;0;0;0;0;0;10,15;0,61;0,06;6;0,84196614369281
"368";217;2014;0,0128384147563829;0,05;0,11;0,82;0,0132518697896881;0;0;0;0;0;0;1;10,14;0,75;0,05;6;0,689091722175421
"369";217;2015;-0,0239759464457224;-0,02;-0,05;0,92;0,00949093587541534;0,04;0;0;0;0;0;1;10,08;0,72;-0,03;6;1,54686093645796
"370";219;2013;0,015412101802052;0,14;0,29;1,62;-0,0219739480803789;0,18;0,3;0,35;0,27;0;1;1;10,55;0,24;0,2;5;1,33046440862743
"371";219;2014;0,0126907266646645;0,07;0,14;2,2;0,0130833283283405;0,03;0;0;0,12;1;1;1;10,57;0,35;0,12;5;0,654336106126645
"372";219;2015;0,0267004906569747;0,07;0,16;2,72;0,0211228088192213;0,03;0,04;0,02;0,03;1;1;1;10,55;0,55;0,12;5;-0,252427734458681
"373";22;2013;0,00496279141427567;0,09;0,11;0,19;-0,0324247901772904;0,21;0,31;0,72;0,19;0;1;1;11,09;0,03;0,16;4;1,33051891784933
"374";22;2014;0,0303485835807619;0,17;0,22;0,26;0,0310668485026284;0,03;0,05;0,12;0,01;1;1;1;11,04;0,25;0,29;4;1,19710820311084
"375";22;2015;-0,0107331932995663;0,01;0,02;0,22;0,0113808188241427;0,03;0,06;0,08;0,01;1;1;1;11,02;0,4;0,06;4;1,02368719464097
"376";220;2013;0,0481616860841711;0,08;1,2;1,43;0,0420100689032636;0,56;0,63;0,87;0,49;1;1;1;10,56;1,25;0,07;6;0,21891876088639
"377";220;2014;0,00525877677028555;0,1;0,85;1,78;0,00541312893044195;0,09;0,06;0,13;0,08;1;1;1;10,57;1,81;0,08;6;0,257253600260657
"378";220;2015;-0,00921377152846163;0,09;1,11;1,62;0,00540237126812276;0,09;0,08;0,11;0,08;1;1;1;10,69;4,62;0,08;6;0,678163262515409
"379";221;2013;0,00563379609418138;0,01;0,09;0,08;-0,031366248861785;0;0;0;0;0;0;0;11,37;0,4;0,1;4;1,31672757850414
"380";221;2014;0,0181980073193113;0,01;0,1;0,08;0,0189060586812246;0,07;0;0;0,03;1;0;0;11,4;0,33;0,11;4;1,18008560318875
"381";221;2015;-0,0899419628265518;0;0,08;0,08;-0,0483131191211507;0,08;0,04;0,01;0,03;1;0;0;11,4;0,41;0,09;4;1,92298818918899
"382";222;2013;0,0854103422916076;-0,07;-1,47;1,6;0,0185771356459675;0;0;0;0;0;0;0;9,99;36,6;-1,9;3;2,37840593044983
"385";223;2013;0,0426736382656959;0,07;0,17;1,78;0,0194627821517534;0,13;0;0;0,12;0;0;0;10,53;0,8;0,04;1;0,82600911437518
"386";223;2014;0,0749802818048213;0,08;0,23;1,92;0,0759870374391715;0,01;0;0;0;0;0;0;10,53;1,01;0,05;1;1,67792605725039
"387";223;2015;-0,00733746839570686;0,09;0,33;2,35;0,00957628156826201;0,01;0;0,02;0;0;0;0;10,53;1,38;0,05;1;0,784043777141423
"388";224;2013;0,043925946805359;0,09;0,15;NA;-0,00490302155703651;0;0;0;0;0;0;0;9,88;0,17;0,15;7;1,73768570684681
"389";224;2014;-0,038613950078863;0,09;0,16;NA;-0,0381134288320829;0;0;0,09;0;0;0;0;9,91;0,25;0,14;7;0,834202077966864
"390";224;2015;0,0193502558563461;0,01;0,02;NA;0,0543577650571607;0,08;0;0;0;0;0;0;9,99;0,27;0,02;7;1,61785756685782
"391";225;2014;0,0259853074258557;0;-0,02;0,31;0,0252438668302981;0;0;0;0;0;0;1;9,87;0,74;-0,02;1;-1,23573432592925
"393";226;2013;0,0155230573968882;0,01;0,03;0,86;-0,058401795642956;0,19;0,91;0,75;0,1;0;1;1;10,29;0,51;0,04;6;2,63077768825068
"394";226;2014;0,0133103313268377;0,01;0,03;1,67;0,0135630359498651;0,04;0,11;0;0,03;0;1;1;10,31;0,54;0,04;6;0,421174371712329
"395";226;2015;-0,0619207981841064;0;0,01;1,59;-0,047989466980643;0,07;0,1;0;0,06;0;1;1;10,33;0,54;0,02;6;0,646605124583567
"396";227;2013;0,100124786509619;0,1;0,31;3,15;0,039825370502318;0,61;0,69;0,49;0,36;1;1;1;10,36;1,22;0,17;1;2,14588669065127
"397";227;2014;-0,0817005475898203;0,13;0,38;2,41;-0,0812087084846397;0,1;0,08;0,07;0,09;1;1;1;10,35;1,37;0,19;1;0,819731841967647
"398";227;2015;0,0106591890711649;0,09;0,28;2,06;0,0650128506168994;0,11;0,08;0,09;0,1;1;1;1;10,32;1,37;0,17;1;2,50938532468822
"399";228;2013;0,0393801556399834;0,04;0,11;1,49;0,00995334338622083;0,2;0,34;0,34;0,17;1;1;0;10,44;0,3;0,04;8;1,04721751792749
"400";228;2014;0,00669813320302069;0,06;0,16;1,62;0,00683914984607538;0,06;0,09;0,02;0,04;1;1;0;10,39;0,36;0,06;8;0,235027738424473
"401";228;2015;-0,0977133531547345;0,1;0,31;1,78;-0,070652556162426;0,05;0,09;0,02;0,05;1;1;0;10,36;0,35;0,11;8;1,25164963098196
"402";229;2013;0,00746502761031947;0,15;0,32;0,97;-0,0168963871495703;0;0;0;0;0;0;0;10,35;0,46;0,09;1;0,866954261917784
"403";229;2014;0,0180271870204107;0,16;0,41;1,11;0,0188201198855235;0;0;0;0;1;0;0;10,35;0,81;0,09;1;1,32155477518796
"404";229;2015;-0,10128544915855;0,19;0,61;0,98;-0,0811167679078694;0,02;0;0;0;1;0;0;10,34;1,17;0,14;1;0,934040610630421
"405";23;2013;0,0651407870282115;0,02;0,04;7,43;-0,00162911379337699;0;0;0;0;0;0;0;9,52;0,27;0,03;5;2,37615305414906
"406";23;2014;-0,0519686070394008;0,08;0,14;8,25;-0,0518475917492154;0;0;0;0;0;0;0;9,62;0,25;0,12;5;0,201692150308928
"407";23;2015;0,0667112486962532;0,1;0,17;3,4;0,0901611665123497;0,06;0;0;0;0;0;0;10,12;0,44;0,14;5;1,08524966894454
"408";230;2013;0,0935984917811543;0,07;0,24;9,05;0,0636049686595152;0,54;0;0;0,69;0;1;0;10,15;1,24;0,05;7;1,06738516447114
"409";230;2014;-0,0130295673035385;0,07;0,26;6,26;-0,0123034838581579;0,13;0;0;0,12;0;1;0;10,19;1,33;0,06;7;1,21013907563444
"410";230;2015;-0,0057355224745836;0,06;0,27;6,6;0,0203587502512239;0,11;0;0;0;0;1;0;10,21;1,79;0,05;7;1,20710934220311
"411";231;2013;0,0336732977918958;0,24;0,43;1,45;-0,00158243419832294;0,05;0;0;0,13;0;0;0;9,96;1,36;0,37;4;1,25465238399355
"412";231;2014;0,0533084237209643;0,24;0,55;1,52;0,0540623145769256;0,01;0;0,02;0,02;0;0;1;10,12;0,22;0,38;4;1,25648475993537
"413";231;2015;0,0319844719090117;0,25;0,61;1,62;0,042536274011993;0,04;0;0,04;0,01;0;0;1;10,05;0,55;0,39;4;0,490866456358588
"414";232;2013;0,0483645904446621;0,05;0,13;2,74;0,0109750301674886;0,2;0,15;0;0,16;0;1;1;9,83;1,36;0,41;1;1,33058933370724
"415";232;2014;-0,00969277897906763;0,16;0,39;3,95;-0,0089893161670042;0,04;0,02;0;0,04;1;0;1;9,84;1,12;1,36;1;1,17243802010573
"416";232;2015;-0,0561221209735904;0,04;0,09;3,76;-0,0284563797736844;0,04;0,02;0;0,03;1;0;1;9,78;1,12;0,38;1;1,2795272442353
"417";233;2013;0,0154903714823317;0,1;0,63;1,25;-0,0424014700926175;0,37;0,8;0,35;0,63;1;0;1;9,84;6,39;0,05;6;2,06020788522951
"418";233;2014;0,0404912017725056;0,11;1,17;1,28;0,0417123894294356;0,12;0,12;0,02;0,1;1;0;1;9,86;3,16;0,05;6;2,03531276155002
"419";233;2015;-0,0553309973188888;0,14;0,9;1,91;-0,029658453987004;0,06;0;0;0;1;0;1;9,75;-25,24;0,06;6;1,18767480792096
"420";234;2013;0,0279187428509887;0,04;0,65;2,39;0,0252780443220284;0,26;0;0;0,36;0;1;0;9,81;6,39;0,03;1;0,0939750366178047
"421";234;2014;-0,0192006381825413;0,12;0,16;1,56;-0,0178436688688962;0,01;0;0;0;1;1;0;9,83;3,16;0,1;1;2,26161552274185
"422";234;2015;0,0888534128518803;0,06;0,13;1,48;0,109838915297494;0,03;0;0;0;1;1;0;9,82;0,68;0,05;1;0,971682140350877
"423";235;2013;-0,00349779472947715;0,14;0,3;2,96;-0,0159681860077714;0,22;0,4;0;0,39;1;1;1;10,56;0,49;0,14;1;0,443786166487341
"424";235;2014;-0,032652199008702;0,08;0,17;3,03;-0,0323372105717497;0,11;0;0;0,02;1;1;1;10,54;0,71;0,08;1;0,52498072825377
"425";235;2015;0,0342693116815721;0,06;0,14;3,28;0,0560675650882987;0,13;0;0;0,13;1;1;1;10,58;0,68;0,06;1;1,00913610169247
"426";236;2013;0,0331696232682393;0,13;0,32;2,06;0,019412059128371;0,23;0;0;0,26;1;0;0;9,6;1,17;0,17;7;0,489593029888552
"427";236;2014;-0,000886656526225218;0,13;0,48;1,94;-0,000316232985699156;0,04;0;0;0,06;1;0;0;9,67;3,4;0,18;7;0,95070590087677
"428";236;2015;-0,0367052698675461;0,16;0,38;1,94;-0,0138575443863013;0,03;0;0;0;1;0;0;9,74;0,89;0,2;7;1,05749887010345
"429";237;2013;-0,0274391768025344;0,09;0,17;1,05;-0,0649678552314507;0;0;0;0;0;0;0;10,56;0,59;0,18;5;1,33554015761268
"430";237;2014;-0,0152033756935691;0,07;0,17;0,96;-0,0152088315334069;0,12;0;0;0;0;0;0;10,74;1,13;0,17;5;-0,00909306639640298
"431";237;2015;0,0407734619516376;0,04;0,08;0,89;0,0544580201755224;0,15;0;0;0,1;0;0;0;10,74;0,5;0,1;5;0,635233097874879
"432";238;2013;0,0501738028752102;0,03;0,15;3,88;-0,0142902776988001;0;0;0;0;0;0;0;9,64;0,56;0,01;4;2,29409539409289
"433";238;2014;-0,0528524099892935;0,03;0,19;4,42;-0,0520189194465984;0;0;0;0;0;0;0;9,67;0,99;0,01;4;1,38915090449175
"434";238;2015;-0,0273290340741068;0,04;0,23;4,12;-0,0139901835422569;0,02;0;0;0;0;0;0;9,71;0,87;0,01;4;0,619301867827188
"435";239;2013;0,0554606909940087;0,2;0,12;1,05;0,0139734819075231;0,47;0,57;0;0,81;0;1;1;10,86;6,24;0,27;2;1,47641313475038
"436";239;2014;-0,0720523545490259;0,21;0,07;1,15;-0,0711690687098673;0,09;0,09;0;0,08;1;1;1;10,82;0,5;0,3;2;1,47214306526435
"437";239;2015;0,0304472220342688;0,19;0,26;1,39;0,0532080584658832;0,1;0,11;0;0,09;1;1;1;10,8;0,52;0,27;2;1,05349476643384
"438";24;2013;0,0217275988577209;0,1;0,18;1,68;-0,0245601407902986;0,65;0,72;0,32;0,61;1;1;0;10,08;0,36;0,14;7;1,64725052128183
"439";24;2014;0,0355356130087169;0,09;0,17;1,88;0,0370885744836396;0,08;0,09;0,02;0,08;1;1;0;10,12;0,44;0,15;7;2,58826912487114
"440";24;2015;-0,00534177840865272;0,09;0,18;1,13;0,0294415115090499;0,1;0,09;0,03;0,1;1;1;0;10,18;0,48;0,15;7;1,60752488100012
"441";240;2013;0,0326105451615346;0;0,05;0,07;-0,00360570887875862;0,92;0,96;0,82;0,59;0;1;1;11,95;0,35;0,05;4;1,28883466335563
"442";240;2014;-0,0277136482818868;0,01;0,09;0,08;-0,0267702644192802;0,12;0,09;0,09;0,09;1;1;1;11,96;0,27;0,08;4;1,57230643767774
"443";240;2015;-0,0580223744106394;0,01;0,07;0,07;-0,0261996811627084;0,12;0,1;0,1;0,09;1;1;1;11,94;0,31;0,07;4;1,47109185474336
"444";241;2013;-0,021303769762316;0,08;0,12;NA;-0,0234250679007691;0;0;0;0;0;0;0;9,25;0,02;0,04;3;0,0754910369556272
"445";241;2014;-0,0191393405264954;0,04;0,07;NA;-0,0186263478092115;0;0;0;0;0;0;0;9,32;0,23;0,02;3;0,85498786213981
"446";241;2015;0,157969145891316;0,02;0,03;NA;0,156381467776932;0;0;0;0;0;0;0;9,32;0,22;0,01;3;-0,0685565951329003
"447";243;2013;0,0614896012780634;0,04;0,08;1,32;0,0292107131252343;0,05;0,07;0,09;0,09;0;0;1;9,93;0,48;0,05;1;1,1487148808836
"448";243;2014;0,0114583225955037;0,06;0,12;1,41;0,0127491576413649;0,02;0,01;0,01;0;0;0;1;9,92;0,32;0,07;1;2,15139174310203
"449";243;2015;-0,00699801335273947;0,06;0,13;1,53;0,0128249005412258;0,02;0,01;0,02;0;0;1;1;10;0,25;0,08;1;0,918106631058306
"450";245;2013;0,0042201424649862;0,09;0,22;2,19;-0,00975455260010403;0,77;0,79;0,41;0,86;1;1;0;9,65;0,53;0,09;2;0,497320109077944
"451";245;2014;0,00483490598518083;0,1;0,23;2,33;0,00576221451980856;0,11;0,13;0,06;0,12;1;1;0;9,64;0,57;0,1;2;1,54551422437955
"452";245;2015;0,000745037718597396;0,09;0,24;2,65;0,0105273000784755;0,1;0,11;0,07;0,15;1;1;0;9,65;0,63;0,09;2;0,455403795386087
"453";246;2013;0,0405634698041133;0,02;0,05;0,28;0,0193807624555525;0,1;0;0;0;0;0;1;10,38;0,34;0,07;4;0,753833001728143
"454";246;2014;-0,0202091530524513;0,01;0,04;0,28;-0,0193032059799776;0,02;0;0;0;0;1;1;10,4;0,3;0,06;4;1,50991178745609
"455";246;2015;-0,0244012816926805;0,02;0,08;0,36;-0,000246723538879744;0,03;0;0;0;0;1;1;10,4;0,29;0,11;4;1,11772157390787
"456";247;2013;0,0189963935929462;0,08;0,19;1,57;-0,00196176791497739;0,17;0;0;0,08;0;1;1;10,23;0,33;0,11;4;0,745842046545323
"457";247;2014;0,0114205780670791;0,08;0,19;1,82;0,0121044775173235;0,02;0;0;0;1;1;1;10,25;0,48;0,11;4;1,13983241707414
"458";247;2015;0,00270884914525301;0,09;0,24;1,76;0,0255782712630188;0,02;0;0;0,01;1;1;1;10,26;0,68;0,12;4;1,05849871510441
"459";248;2013;0,0492503290137321;0,14;0,26;2,75;0,0155442879277923;0,16;0,1;0,95;0,15;0;1;1;10,53;0,25;0,15;6;1,19950324149252
"460";248;2014;0,0260797597659599;0,15;0,31;3,56;0,0268856582356302;0,03;0,03;0,02;0,03;1;1;1;10,5;0,52;0,16;6;1,3431641161173
"461";248;2015;-0,0386744119669904;0,15;0,38;2,94;-0,0180425611655541;0,04;0,05;0,03;0,06;1;1;1;10,51;0,75;0,16;6;0,955384829559275
"462";249;2013;0,135535955278358;0,25;0,39;NA;0,160231788675011;0;0;0;0;0;0;0;9,15;0;0,15;2;-0,878855281019695
"463";249;2014;-0,0344706237137437;0,27;0,37;NA;-0,0327266368047966;0;0;0;0;0;0;0;9,29;0;0,2;2;2,90664484824519
"464";249;2015;-0,03722803690648;0,11;0,14;NA;-0,0131446231303895;0,01;0;0;0;0;0;0;9,75;0;0,2;2;1,11444303115624
"465";25;2013;0,068978301390123;0,06;0,17;2,31;0,0170143405625526;0;0;0;0;0;0;0;9,77;0,65;0,16;6;1,84925127500251
"466";25;2014;0,0340087031051945;0,06;0,18;2,1;0,0349680659472117;0;0;0;0;0;0;0;9,81;0,72;0,18;6;1,59893807002869
"467";25;2015;-0,0505804671519423;0,07;0,19;2,04;-0,0327733266810996;0,05;0;0;0;0;0;0;9,82;0,67;0,21;6;0,825213846582613
"468";250;2013;0,0499426305392758;0,13;1,24;2,61;0,0245221004262209;0,72;0,73;0,61;0,63;0;1;1;10,54;3,4;0,19;2;0,904645199752841
"469";250;2014;-0,00955599165122205;0,15;1,42;3,25;-0,00899921328033485;0,12;0,05;0,12;0,08;0;1;1;10,54;4,55;0,21;2;0,927963951478667
"470";250;2015;0,020419658525402;0,16;1,78;4,1;0,0364564969515805;0,13;0,03;0,1;0,12;0;1;1;10,51;4,5;0,21;2;0,743633107197166
"471";251;2013;0,0280165043918177;0,11;0,19;2,36;0,00683886823896943;0,59;0,39;0,8;0,61;1;1;0;10,38;0,24;0,17;8;0,753652532129831
"472";251;2014;-0,00367620449862283;0,11;0,24;2,62;-0,00268287794416245;0,06;0,09;0,11;0,09;1;1;1;10,37;1,02;0,17;8;1,65554425743397
"473";251;2015;0,0346999170104475;0,08;0,27;2,24;0,056576818533351;0,09;0,13;0,13;0,12;1;1;1;10,33;2,23;0,13;8;1,01276043884348
"474";252;2013;-0,00795931744126707;0,06;0,09;0,81;-0,00843823771277428;0,5;0,33;0,18;0,85;1;1;1;10,29;0,27;0,12;8;0,0170434260322848
"475";252;2014;0,00298091743830061;0,06;0,09;0,93;0,00391325313188821;0,05;0,02;0,01;0,02;1;1;1;10,26;0,35;0,11;8;1,55389282264599
"476";252;2015;-0,128239130256589;0,06;0,1;0,66;-0,0970813504732882;0,05;0,02;0;0,03;1;1;1;10,24;0,4;0,11;8;1,44045068125811
"477";253;2013;0,103146247371913;0,09;0,36;0,98;0,0468937691465643;0,24;0;0,15;0,33;1;0;0;10,45;0,67;0,13;3;2,00186755250352
"478";253;2014;0,00188529818009588;0,11;0,38;0,94;0,002070303120047;0,07;0;0,08;0,05;1;0;0;10,48;1,24;0,22;3;0,308341566585206
"479";253;2015;-0,119324994435415;0,07;0,14;0,84;-0,080659403865351;0,08;0;0,09;0,05;1;0;0;10,63;0,9;0,11;3;1,78643274516425
"480";254;2013;0,0134347335353788;0,08;0,24;1,41;-0,00119730461421379;0,28;0,2;0,2;0,24;0;1;1;11,02;0,61;0,03;5;0,52071310140899
"481";254;2014;-0,0540980786704196;0,09;0,23;1,69;-0,0538129330142965;0,04;0,06;0,1;0,02;1;1;1;10,99;0,9;0,04;5;0,475242760205265
"482";254;2015;0,00501384877569471;0,13;0,32;1,58;0,0230555717687158;0,04;0,05;0,09;0,04;1;1;1;11,01;0,29;0,04;5;0,836024101060879
"483";255;2013;-0,0207464624145875;0,04;0,09;0,91;-0,0514680619445506;0,43;0;0;0,24;1;1;0;10,55;0,5;0,1;3;1,09329535693819
"484";255;2014;-0,0220248726975106;0,12;0,25;0,67;-0,0213618223802959;0,06;0;0;0,03;1;1;0;10,56;0,44;0,28;3;1,10508386202449
"486";256;2013;0,00191504922032392;0,05;0,09;0,28;-0,06209415949806;0,35;0;0,84;0,17;0;1;1;11,92;0,33;0,12;4;2,27790778357238
"487";256;2014;0,0979423446236394;0,08;0,15;0,42;0,0984259075907451;0,04;0;0,12;0,04;1;1;1;11,9;0,25;0,27;4;0,80593827850955
"488";256;2015;-0,0753643747101692;-0,06;-0,11;0,41;-0,0440988716957722;0,07;0;0;0;1;1;1;11,9;0,39;0,16;4;1,44541488545608
"489";257;2013;-0,0190636577441721;0;0,05;1,68;-0,00281674517904532;0,42;0,57;0,82;0,35;1;1;1;11,19;2,35;0,09;7;-0,578181941819459
"490";257;2014;-0,0288585840012906;0,01;0,08;1,89;-0,0287144674049551;0,03;0,06;0,08;0,05;1;1;1;11,24;2,27;0,16;7;0,240194327225859
"491";257;2015;0,0205778357371933;0;0;2,19;0,0589063176522758;0,14;0,08;0,1;0,02;1;1;1;11,26;2,8;0,13;7;1,77089778410519
"492";258;2013;0,0290432498468358;0,12;0,23;1,34;0,0230416438974124;0,54;0,66;0,67;0,59;0;0;1;10,07;0,2;0,22;7;0,213580282897629
"493";258;2014;0,0258497215577925;0,06;0,14;1,3;0,0260092751501866;0,02;0;0,01;0,01;1;1;1;10,02;0,53;0,13;7;0,265922653990228
"494";258;2015;-0,0415747765563208;0,13;0,22;1,66;-0,0359925134590576;0,02;0,01;0,03;0,04;1;1;1;9,92;0,16;0,21;7;0,261855442270193
"495";259;2013;0,00914668345967321;0,01;0,11;0,16;0,000196101345510106;0,12;0;0;0,15;1;1;0;10,93;0,49;0,23;4;0,318526053884808
"496";259;2014;-0,00317895018960603;0,01;0,09;0,16;-0,00269974868441346;0,01;0;0;0;1;1;0;10,99;0,81;0,22;4;0,798669175320959
"497";259;2015;-0,0336731563381168;0,01;0,08;0,16;-0,0177104410918045;0,03;0;0;0;1;1;0;11,09;0,71;0,21;4;0,740217292456789
"498";26;2013;0,079777736989555;0,09;0,24;1,96;0,0381944334798917;0;0;0;0;0;0;0;9,8;1,34;0,27;4;1,47983286511257
"499";26;2014;0,0416097135763545;0,07;0,21;1,72;0,0421377588003552;0;0;0;0;0;0;0;9,89;1,34;0,26;4;0,880075373334499
"500";26;2015;-0,103775616837975;0,1;0,25;1,32;-0,0782058263608292;0,06;0;0;0;0;0;0;9,89;1,04;0,32;4;1,18293965332469
"501";260;2013;0,0303407170526722;0,11;0,22;1,1;0,0287318189340703;0,13;0;0;0,17;0;0;1;10,3;0,46;0,16;7;0,0572561608043402
"502";260;2014;-0,0264954341434295;0,17;0,35;1,69;-0,0260231446110751;0,02;0;0;0;0;0;1;10,35;0,39;0,22;7;0,787149220590671
"503";260;2015;-0,117783035656383;0,09;0,17;0,73;-0,0702375503746551;0,03;0;0;0;0;0;1;10,39;0,51;0,14;7;2,19564448302895
"504";261;2013;-0,0205753477018875;0,12;0,18;1,71;-0,0518671024289445;0,42;0,45;0,53;0,39;0;0;0;9,6;0,2;0,19;7;1,11358557747534
"505";261;2014;0,0749049108600465;0,09;0,14;2,01;0,0754330782383315;0,06;0,06;0,06;0,06;0;0;1;9,64;0,41;0,14;7;0,880278963808375
"506";261;2015;-0,0200606044310686;0,05;0,09;2,49;0,00389417041885056;0,07;0,05;0,07;0,06;0;0;1;9,63;0,44;0,09;7;1,10851497004236
"507";262;2013;-0,0166803587524699;0,05;0,21;1,45;-0,0191813572146879;0;0;0;0;0;0;0;10,18;2,58;0,09;5;0,0890035039935238
"508";262;2014;-0,0389682631967216;0,06;0,28;1,63;-0,0378643742829519;0;0;0;0;0;0;0;10,2;1,76;0,12;5;1,83981485628278
"509";262;2015;0,0525887707103672;0,04;0,09;1,37;0,086310351726022;0,06;0;0;0;0;0;0;10,35;0,64;0,09;5;1,5585982034864
"510";263;2013;-0,0307937660332174;0,05;0,11;1,47;-0,0514318535088075;0,3;0,5;0;0,65;0;1;0;10,29;0,5;0,2;3;0,734451511586835
"511";263;2014;-0,0362320845345694;0,06;0,12;1,01;-0,0351920948520587;0,06;0,06;0;0,05;0;1;0;10,35;0,59;0,24;3;1,73331613751794
"512";263;2015;-0,1075751180447;-0,1;-0,22;0,89;-0,0848161056412841;0,07;0;0;0;0;1;0;10,38;0,77;-0,78;3;1,05341070983486
"513";264;2013;0,0121030572228124;-0,09;-0,21;0,93;-0,00823873341339221;0,18;0,14;0;0,1;1;0;0;10,84;0,61;0,13;11;0,723907140078455
"514";264;2014;0,018037330072414;0,02;0,05;0,99;0,0184024305835158;0,05;0,03;0;0,01;1;1;0;10,87;0,63;0,07;11;0,608500851836425
"515";264;2015;0,0395633342440102;0,01;0,02;0,94;0,0458268842939067;0,06;0,02;0;0,04;1;1;0;10,92;0,54;0,03;11;0,293251154373111
"516";265;2013;-0,0668267372921644;0,02;0,1;0,62;-0,0714899573184933;0,13;0,05;0,03;0,12;1;1;1;10,39;0,37;0,03;8;0,165950890616686
"517";265;2014;0,0281156009075252;0,04;0,16;0,51;0,0289409050649559;0,05;0,01;0,01;0,04;1;1;1;10,4;0,48;0,05;8;1,37550692905115
"518";265;2015;-0,0217870586034543;0,01;0,06;0,47;-0,00569551035604443;0,06;0,02;0,02;0,04;1;1;1;10,4;1,07;0,02;8;0,746154297115664
"519";266;2013;0,00645810118406942;0,17;0,26;3,98;-0,0587178436195596;0;0;0;0;0;0;0;9,73;0,11;0,11;1;2,31942864069854
"520";266;2014;-0,0144727373172382;0,16;0,27;2,88;-0,0138439974652414;0;0;0;0;0;0;1;9,85;0,09;0,1;1;1,04789975332791
"521";266;2015;-0,0753374935357429;0,17;0,28;4,84;-0,060008265790245;0,1;0;0;0;0;0;1;10,01;0,15;0,12;1;0,711024320069029
"522";267;2013;-7,19366543868633e-05;0,05;0,13;3,46;-0,00951762324534953;0,62;0,92;0,8;0,89;1;1;1;10,25;1,13;0,13;1;0,336145430283369
"523";267;2014;-0,0263849141909273;0,02;0,07;4,06;-0,0258331902579665;0,03;0,11;0,12;0,02;1;1;1;10,28;1,28;0,06;1;0,919539888268071
"524";267;2015;-0,0517589937592555;0,04;0,12;4,59;-0,0394743434243937;0,11;0,14;0,12;0,12;1;1;1;10,35;1,59;0,09;1;0,570721213588102
"525";268;2013;0,0613330166876801;0,07;0,2;NA;0,0482216870857912;0;0;0;0;0;0;0;10,19;0,56;0,08;6;0,466595359497825
