"";"Companies";"Year";"Ra";"ROA";"ROE";"TobinsQ";"AlphaJensen";"CarbonProductivity";"WaterProductivity";"WasteProductivity";"EnergyProductivity";"SustainabilityPayLink";"SustainableThemedCommitment";"AuditScore";"FirmSize";"Leverage";"NetMargin";"Industry";"Beta"
"705";324;2013;-0,00596556065686541;0,06;0,11;1,38;-0,0264032465878517;0,38;0,51;0;0,44;1;0;1;9,97;0,36;0,1;2;0,727319784020863
"706";324;2014;-0,0156229692000223;0,06;0,11;1,26;-0,0146803492918298;0,06;0;0;0;1;0;1;9,97;0,37;0,1;2;1,57103318032084
"707";324;2015;0,0175851495676723;0,03;0,06;1,12;0,0279342765715874;0,07;0;0;0;1;0;1;10,22;0,76;0,06;2;0,481526590042174
"708";325;2013;0,0224734405845182;0,1;0,18;1,72;-0,0146917400350279;0,76;0,88;0,21;0,62;0;0;0;10,83;0,26;0,15;3;1,32260429251054
"709";325;2014;-0,00163784074726298;0,08;0,14;1,63;-0,000979733685287902;0,07;0,12;0,12;0,04;1;0;1;10,83;0,28;0,11;3;1,09684510329179
"710";325;2015;-0,100834260688841;0,03;0,06;1,31;-0,0720244962088154;0,06;0,12;0,08;0,06;1;0;1;10,83;0,41;0,06;3;1,33224721106108
"711";326;2013;0,0263180846259942;0,01;0,02;1,03;0,00712122349592872;0,38;0,67;0,6;0,17;0;0;0;10,17;1,11;0,07;4;0,683162317795923
"712";326;2014;0,0294429668165135;0,03;0,08;1,11;0,0299717404870603;0,02;0;0;0;0;0;0;10,23;1,26;0,33;4;0,881289450911348
"713";326;2015;-0,0378195150708849;0,02;0,04;1,06;-0,0216321875512907;0,06;0,09;0,14;0,07;0;0;1;10,3;1,49;0,16;4;0,750568088460565
"714";328;2013;0,0117448357951663;0,03;0,09;0,89;-0,0075798309577449;0,09;0,11;0;0;1;0;0;10,81;1,12;0,1;11;0,687710560601821
"715";328;2014;0,0348077333573845;0,03;0,1;0,97;0,0350889348520841;0,02;0,04;0;0;1;0;0;9,86;1,04;0,11;11;0,468669157832657
"716";328;2015;0,0492818732739993;0,03;0,12;0,89;0,0429662309304099;0,02;0,03;0,01;0;1;0;0;10,89;1,2;0,14;11;-0,286435131040986
"717";329;2013;0,0152976991397198;0,04;0,23;2,05;-0,012137669710738;0,44;0;0;0,54;0;0;1;10,52;3,88;0,31;4;0,976347645923765
"718";329;2014;0,00721948276203583;0,05;0,26;2,59;0,00750728757526004;0,07;0;0;0,03;1;1;1;10,47;4,09;0,31;4;0,479674688707014
"719";329;2015;0,0430874267632935;0,06;0,39;2,69;0,0475914827899529;0,07;0;0;0;1;1;1;10,49;5,01;0,28;4;0,212168480491217
"721";33;2014;0,044873971691589;-0,03;-0,09;0,93;0,0450063016650859;0,03;0,05;0;0,1;1;1;1;10,79;0,77;-0,09;3;0,220549955828203
"722";33;2015;-0,204700619245854;-0,13;-0,45;0,85;-0,177180949745347;0,04;0;0;0;1;1;1;10,67;1,23;-0,77;3;1,27279582951642
"723";330;2013;-0,0112135135574458;0,08;0,19;2,85;-0,0301811887796203;0;0;0;0;0;0;0;9,59;0,73;0,15;6;0,675006235664574
"724";330;2014;0,0166157976547314;0,08;0,18;2,87;0,0167261520042447;0;0;0;0;0;0;0;9,64;0,81;0,13;6;0,18392391585551
"725";330;2015;-0,000994555033887984;0,05;0,11;1,85;-0,0113212966980491;0;0;0;0;0;0;0;9,85;1,12;0,09;6;-0,47127841770328
"726";331;2013;0,0218832528237077;0,03;0,09;0,9;-0,00262997438838067;0,59;0,48;0;0,31;0;1;1;10,57;1,02;0,09;11;0,872356840287842
"727";331;2014;0,00287844097290234;0,03;0,1;1,02;0,00323501843372477;0,09;0,09;0;0;1;1;1;10,6;1,07;0,11;11;0,594295768037387
"728";331;2015;-0,0465579694476529;0,03;0,12;0,93;-0,0362103663622795;0,1;0,12;0;0;1;1;1;10,61;1,11;0,13;11;0,481456363381265
"729";332;2013;0,0158819287553265;0,01;0,06;0,19;-0,0246681282991343;0;0;0;0;0;0;0;11,24;0,52;0,16;4;1,4430625286285
"730";332;2014;0,0643157565943339;0,01;0,08;0,18;0,0645827093595463;0;0;0;0;0;0;0;11,28;0,6;0,21;4;0,444921275354054
"731";332;2015;-0,0134476553496282;0,01;0,08;0,15;0,0147486120150495;0,03;0;0;0;0;0;0;11,28;0,38;0,23;4;1,30397545459344
"732";334;2013;0,0142547917351728;0,01;0,11;-0,1;-0,033146181176369;0,41;0,17;0,27;0,13;0;1;1;11,39;0,49;0,21;4;1,68686736340007
"733";334;2014;0,0265670912768304;0,01;0,1;-0,18;0,0268524753020446;0,03;0,01;0;0,01;0;1;1;11,44;0,51;0,19;4;0,475640042023604
"734";334;2015;-0,0845563922176313;0,01;0,1;-0,09;-0,0639444697451899;0,04;0,01;0,02;0;0;1;1;11,39;0,63;0,18;4;0,954466473384395
"735";335;2013;-0,000426485363535914;0,16;0,49;1,34;0,0163584817550069;0,59;0,04;0,5;0,39;1;0;1;10,16;1,44;0,39;2;-0,597329790695474
"736";335;2014;0,0181943552645426;0,05;0,15;1,6;0,0185915090193499;0,12;0,01;0,05;0,08;0;0;1;10,18;1,26;0,12;2;0,661922924678868
"737";335;2015;0,0154228968949146;0,07;0,16;2,04;0,0172940528807232;0,12;0,02;0,02;0,13;0;0;1;10,21;1;0,14;2;0,0908366813736685
"738";336;2013;-0,00235388929187722;0,03;0,07;0,94;-0,018925760516685;0,47;0,47;0,7;0,43;0;0;1;10,22;0,56;0,04;6;0,589746306932661
"739";336;2014;0,0227353845659236;0,04;0,1;1,12;0,023341256276033;0,09;0,13;0,12;0,09;1;0;1;10,22;0,55;0,06;6;1,00978618351562
"740";336;2015;-0,0175067765580512;0,05;0,13;1,25;0,0022384487261385;0,07;0;0;0;1;0;1;10,2;0,68;0,07;6;0,91452651079215
"741";337;2013;0,013682094847568;0,07;0,12;1,62;-0,0345187056275327;0,47;0;0;0,54;0;0;0;10,2;0,3;0,11;5;1,71533097776159
"742";337;2014;0,018781709022814;0,03;0,06;2,01;0,0193788796396036;0,1;0;0;0;1;0;0;10,25;0,38;0,05;5;0,995284361316057
"743";337;2015;-0,0331213102210416;0,09;0,17;2,06;-0,0189168323957118;0,08;0;0;0;1;0;0;10,21;0,38;0,14;5;0,659192526512897
"744";338;2013;0,0473279087809296;0,06;0,16;1,31;0,0103418080891971;0,34;0,29;0,54;0,12;0;0;1;10,12;0,36;0,13;7;1,3162313413428
"745";338;2014;-0,0166187554056214;0,07;0,17;1,41;-0,0158391311112755;0,02;0,03;0,01;0,01;1;0;1;10,11;0,3;0,15;7;1,29937382390977
"746";338;2015;0,0700139656122067;0,05;0,11;1,05;0,0882861354459168;0,02;0;0,1;0,01;0;0;1;10,1;0,3;0,11;7;0,846643771138714
"747";339;2013;0,0788162822765106;0,08;0,19;1,63;0,0534377197865287;0,49;0,69;0;0,78;0;1;0;10,11;0,56;0,02;2;0,903151690034944
"748";339;2014;-0,00685712474264772;0,06;0,16;1,31;-0,00631847374424647;0,07;0;0;0;0;1;0;10,25;1,36;0,02;2;0,89775166400208
"749";339;2015;-0,00243571840077316;0,05;0,15;1,88;-0,00257884400142314;0,1;0;0;0;0;1;0;10,12;1,08;0,02;2;-0,00198735486866278
"750";34;2013;0,0335348851628711;0,06;0,15;1,49;-0,0156253504353421;0,17;0,23;0,92;0,07;1;1;1;10,25;0,69;0,1;8;1,74947457644887
"751";34;2014;0,00840401806379637;0,06;0,14;1,88;0,00933414588331214;0,02;0,07;0,13;0,01;1;1;1;10,25;0,65;0,1;8;1,55021303252628
"752";34;2015;-0,0442020966242365;0,08;0,18;1,77;-0,0217963037463244;0,02;0,08;0,12;0,01;1;1;1;10,24;0,53;0,14;8;1,03713331234618
"753";340;2013;-0,00142116925214035;0,07;0,21;0,95;-0,0172514813281502;0,26;0,28;0,16;0,27;1;1;1;11,44;0,76;0,14;10;0,563356301637361
"754";340;2014;-0,0519181430555764;0,02;0,07;0,85;-0,0520361185809356;0,03;0,04;0,04;0,06;1;1;1;11,47;0,88;0,05;10;-0,196625875598746
"755";340;2015;0,0217401025149135;0,04;0,13;0,85;0,03433571486523;0,04;0,03;0,02;0,03;1;1;1;11,6;0,97;0,09;10;0,585051260383249
"756";341;2013;0,0639807212803125;0,04;0,07;0,91;0,0308862516291019;0,6;0,35;0,1;0,43;1;1;1;10,19;0,37;0,09;2;1,17773913349504
"757";341;2014;-0,0372730456868404;0,03;0,06;1,21;-0,0360380227849838;0,05;0,03;0,06;0,03;1;1;1;10,15;0,3;0,09;2;2,05837150309439
"758";341;2015;0,0203287348003237;0,03;0,05;1,65;0,0219649607204179;0,08;0,02;0,04;0,03;1;1;1;10,09;0,41;0,07;2;0,0800104110642474
"759";342;2013;0,0283447785641268;0,05;1,04;2,12;0,0113650796974049;0;0;0;0;0;0;0;9,8;-24,47;0,13;6;0,604259746146686
"760";342;2014;-0,00730701201294157;0,05;-0,32;2,36;-0,00669294524062661;0;0;0;0;0;0;0;9,84;-5,1;0,08;6;1,02344462052492
"761";342;2015;-0,0266924793370479;0,06;-0,4;2,3;-0,0168139314905083;0,05;0;0;0;0;0;0;9,93;-8,65;0,16;6;0,459840914587076
"762";343;2013;-0,0103772516546822;0,05;0,15;1,19;-0,0444922724209445;0,27;0,3;0;0,33;1;1;1;10,67;0,78;0,03;1;1,21405767851468
"763";343;2014;0,0254830667002452;0,03;0,09;1,11;0,0262433002841061;0,06;0,05;0;0,04;1;1;1;10,67;0,84;0,02;1;1,2670559731015
"764";343;2015;0,00151609173153323;-0,02;-0,05;1,4;0,00576157186194479;0,02;0,06;0;0,04;1;1;1;10,62;0,9;-0,02;1;0,200252540571961
"765";344;2013;0,0400229322453112;0,1;0,17;1,68;-0,00769678827511217;0,71;0;0;0,79;0;1;1;9,69;0,27;0,12;1;1,69821069467699
"766";344;2014;-0,00987061747959047;0,04;0,06;2,09;-0,00854551700457807;0,09;0;0;0,12;0;1;1;9,7;0,31;0,04;1;2,20850079168732
"767";344;2015;-0,0434767320663272;0,1;0,17;1,64;-0,00877580213846522;0,11;0;0;0,11;0;1;1;9,71;0,28;0,12;1;1,60372948976322
"768";345;2013;0,0134272410983172;0,22;0,56;3,95;-0,00725670614628464;0,14;0;0;0,19;1;0;0;10,03;0,31;0,08;1;0,736083531836366
"769";345;2014;0,0359246955304067;0,2;0,5;3,69;0,0369233390779596;0;0;0;0;1;0;0;10,06;0,37;0,08;1;1,66440591258808
"770";345;2015;0,00438130447127892;0,2;0,53;4;0,00954946591268995;0,03;0;0;0;1;0;0;10,08;0,37;0,07;1;0,242772416654886
"771";346;2013;0,100527389038501;0,04;0,08;1,35;0,0579587440793751;0,26;0,73;0;0,7;0;0;1;10,5;0,56;0,1;5;1,51489839712192
"772";346;2014;-0,030248213173684;0,04;0,09;1,43;-0,0300503337138457;0,05;0;0;0,09;1;0;1;10,63;0,6;0,11;5;0,329799099730582
"773";346;2015;0,0257327458406947;0,05;0,1;1,63;0,0453570502240056;0,04;0;0;0;1;0;1;10,61;0,54;0,12;5;0,908954119046586
"775";347;2014;-0,0802140110225884;0;0,02;0,67;-0,0796966779127997;0;0;0;0;0;0;0;10,75;1,56;0,01;10;0,862221849647738
"776";347;2015;0,097101123122874;0,01;0,04;0,84;0,097425312625858;0,07;0;0;0;0;0;0;10,8;1,58;0,02;10;0,019547903363317
"777";348;2013;0,0117021702962015;0,06;0,12;1,21;-0,0189080015299023;0,19;0;0;0,21;0;1;1;10,51;0,36;0,16;1;1,08932995822433
"778";348;2014;0,0185141487983125;0;0,01;1,33;0,0186836076900558;0,03;0;0;0;1;1;1;10,49;0,46;0,01;1;0,282431486238738
"779";348;2015;-0,0637124902090243;0,06;0,13;1,29;-0,0530807060649366;0,02;0,03;0;0;1;1;1;10,46;0,53;0,15;1;0,494552264704499
"780";349;2013;-0,0641762437727718;0,14;0,25;7,94;-0,132449412240177;0;0;0;0;0;0;0;9,17;0,35;0,22;1;2,42965012339521
"781";349;2014;0,0136203569985446;0,12;0,22;5,43;0,0155178415036047;0;0;0;0;0;0;0;9,29;0,23;0,18;1;3,16247417510022
"782";349;2015;0,0343667867894423;0,09;0,15;5,65;0,0986024526836204;0,04;0;0;0;0;0;0;9,33;0,14;0,13;1;2,96477723014646
"783";35;2013;0,0526614109087851;0,11;0,24;NA;0,0332406988200518;0;0;0;0;0;0;0;9,79;0,5;0,14;7;0,691128544083037
"784";35;2014;0,00570294849831273;0,11;0,24;NA;0,00614372370843824;0;0;0;0;0;0;0;9,85;0,92;0,13;7;0,734625350209181
"785";35;2015;-0,0499674727461725;0,11;0,25;NA;-0,0328593782566501;0,06;0;0;0;0;0;0;9,87;0,87;0,14;7;0,792999746060944
"786";350;2013;0,0451603138836803;0,21;0,23;NA;-0,00170376253180274;0,38;0;0;0,37;0;0;1;9,7;0;0,3;4;1,66776072652964
"787";350;2014;0,0334694611033392;0,22;0,23;NA;0,0342965987405216;0,04;0,06;0,09;0,06;0;0;1;9,75;0;0,31;4;1,37856272863745
"788";350;2015;-0,0557757468687515;0,22;0,25;NA;-0,0308590307779494;0,05;0,02;0,09;0,09;0;0;1;9,71;0;0,29;4;1,15284405948397
"789";351;2013;0,00349676344041289;0,04;0,15;0,27;-0,0347156227107299;0,22;0;0;0,46;1;1;0;11,02;0,25;0,14;4;1,3598713932791
"790";351;2014;0,0185565273663208;0,04;0,15;0,29;0,0194203262843596;0,02;0;0;0;1;1;0;11,01;0,26;0,13;4;1,43966486339805
"791";351;2015;-0,00965327968297981;0,03;0,14;0,28;0,014729816409771;0,04;0;0;0;1;1;0;11;0,27;0,13;4;1,12825327616363
"792";352;2013;0,0579771901330399;0,17;0,29;5,34;0,0368303756741264;0;0;0;0;0;0;0;9,28;0;0,06;1;0,75255567469443
"793";352;2014;0,0242709914260473;0,18;0,3;4,95;0,0255467326538436;0;0;0;0;0;0;0;9,31;0;0,06;1;2,12623537966036
"794";352;2015;-0,0440447803480278;0,17;0,3;4,58;-0,0209544877750497;0,06;0;0;0;0;0;0;9,37;0,16;0,07;1;1,06867707709576
"796";353;2014;-0,0947745781399493;-0,06;-0,32;4,93;-0,0931986253326897;0;0;0;0;0;0;0;9,77;1,99;-0,09;1;2,62658801209933
"797";353;2015;0,0414714847772263;-0,13;-0,9;3,92;0,0340767587113146;0,05;0;0;0;0;0;0;9,91;1,87;-0,22;1;-0,336162491516668
"798";354;2013;0,0543492878106595;0,07;0,14;0,9;0,0384982631358811;0,12;0,28;0;0;0;0;0;10,07;0,3;0,02;2;0,564093404796385
"799";354;2014;-0,054605261132021;0,05;0,12;0,84;-0,0548409672306576;0,03;0,03;0;0;0;0;0;10,38;0,76;0,02;2;-0,392843497727631
"800";354;2015;0,0644760480326572;0,05;0,13;1;0,0780515953547448;0,04;0,02;0;0,06;0;0;0;10,36;0,62;0,03;2;0,630209554013257
"801";356;2013;0,0592360631373531;0,06;0,12;1,15;0,0304138824087712;0,59;0;0;0,73;0;1;0;10,83;0,67;0,12;1;1,02570038180007
"802";356;2014;0,00351815380299528;0,06;0,14;1,4;0,00383305379869548;0,09;0;0;0;0;1;0;10,8;0,87;0,14;1;0,524833326167007
"803";356;2015;-0,0789122002735877;0,06;0,16;1,1;-0,0428964363881699;0,02;0;0;0;0;0;1;10,81;1;0,14;1;1,6643209163787
"804";357;2013;0,0209419708716638;0,11;0,19;2,45;-0,0184301042866242;0,17;0,27;0,58;0,27;0;1;0;10,28;0,38;0,17;7;1,40114146470776
"805";357;2014;-0,0176110699498071;0,16;0,26;3,16;-0,0168658450561848;0,02;0,06;0,08;0,04;0;1;0;10,25;0,35;0,21;7;1,2420414893705
"806";357;2015;-0,0586371294250529;0,18;0,29;3,33;-0,0313582490188078;0,02;0,04;0,08;0,05;0;1;0;10,21;0,31;0,23;7;1,26169955789148
"807";358;2013;0,101577696752924;0,04;0,14;0,84;0,0526441808792682;0,27;0,35;0,7;0,36;1;1;0;10,11;0,73;0,04;6;1,74140625884897
"808";358;2014;-0,0278510768524636;0,04;0,12;0,89;-0,0268392153084833;0,02;0,02;0,11;0,02;1;1;0;10,17;0,78;0,04;6;1,68643590663371
"809";358;2015;-0,0151025678733467;0,05;0,15;0,82;0,0104071335022509;0,02;0,04;0,11;0,02;1;1;0;10,17;0,72;0,05;6;1,18017057030404
"810";359;2015;-0,0672794572163073;0,08;0,16;NA;-0,0598619434742267;0,02;0;0;0;0;0;0;9,46;0,21;0,07;1;0,346429204704175
"811";36;2013;0,0353917370662762;0,07;0,09;0,95;-0,0150971549982284;0;0;0;0;0;0;0;10,15;0,7;0,22;7;1,79675772471547
"812";36;2014;-0,071801170541684;0,06;0,12;1,03;-0,0706082848197756;0;0;0;0;0;0;0;10,17;0,6;0,19;7;1,98814286984728
"813";36;2015;0,027499336057991;0,06;0,11;2,08;0,0386712178067178;0,02;0;0;0;0;0;0;10,18;0,51;0,19;7;0,519441555240867
"814";360;2013;-0,0368489527153868;0,02;0,38;0,74;-0,120833279732036;0,28;0;0,51;0,11;0;1;1;10,57;3,66;0,01;6;2,98876608600176
"815";360;2014;0,0884121986905358;0,03;0,37;1,09;0,0878113579012684;0,1;0,03;0,04;0,09;1;1;1;10,57;4,46;0,03;6;-1,00140131544563
"816";360;2015;0,0277820046872418;0,18;1,29;0,86;0,0338982686291131;0,12;0,04;0,02;0,11;1;1;1;10,61;1,16;0,19;6;0,286463776123099
"817";361;2013;-0,0142955431834805;0,06;0,15;1,3;-0,0634495335969898;0;0;0;0;0;0;0;9,92;0,86;0,07;5;1,74925232788289
"818";361;2014;0,0615348739270211;0,07;0,17;1,53;0,0617089849609925;0;0;0;0;0;0;0;9,95;0,8;0,08;5;0,290185056618954
"819";361;2015;-0,0168460641638233;0,06;0,17;1,51;0,000684297764346562;0,01;0;0;0;0;0;0;9,98;1,37;0,06;5;0,81245907503087
"820";362;2013;0,0147542869073528;0,07;0,18;1,18;0,000119981566969771;0,91;0;0;0,77;0;1;1;10,91;0,46;0,05;5;0,520793784355268
"821";362;2014;0,0283992370202439;0,07;0,17;1,38;0,0292656973607337;0,13;0,13;0,11;0,13;0;1;1;10,94;0,49;0,04;5;1,44410056748301
"822";362;2015;0,0471210471236774;0,06;0,18;1,34;0,0533723795312217;0,11;0,13;0,14;0,1;0;1;1;11,05;0,75;0,04;5;0,292688129379922
"823";363;2013;0,0439984082424786;0,01;0,1;0,15;-0,00267871371609601;0,23;0,15;0,17;0,29;1;0;1;10,77;0,3;0,08;4;1,66110754300977
"824";363;2014;0,0487614619961158;0,01;0,05;0,14;0,0496109529359673;0,03;0,03;0,08;0,02;1;0;1;10,8;0,31;0,04;4;1,41581823308598
"825";363;2015;-0,0969746392026306;0,01;0,1;0,14;-0,0676653040101862;0,03;0,03;0,06;0,01;1;0;1;10,78;0,29;0,08;4;1,35526890287762
"826";364;2013;0,0260306193059452;0,12;0,98;2,81;0,00734272340349481;0,57;0,55;0,61;0,34;1;0;1;10,56;1,68;0,08;6;0,665049676243786
"827";364;2014;0,0113077909711597;0,08;0,62;3,05;0,0120065934774972;0,04;0,05;0,15;0,03;1;0;1;10,55;5,04;0,05;6;1,1646708438958
"828";364;2015;-0,0680849141934989;0,13;2,1;2,46;-0,0489429916755147;0,04;0,06;0,08;0,02;1;0;1;10,58;5,8;0,08;6;0,88672453999927
"829";365;2013;0,0353352801136892;0,02;0,16;0,32;0,0219684760669355;0,16;0;0;0,14;1;1;0;11,56;0,55;0,29;4;0,475686976752802
"830";365;2014;0,0221968726449699;0,02;0,15;0,34;0,0226249975558607;0,03;0;0;0,03;1;1;0;11,6;0,83;0,28;4;0,713541518151205
"831";365;2015;-0,0222492650664738;0,01;0,14;0,31;-0,00377646493452075;0,03;0;0;0,04;1;1;0;11,63;0,79;0,28;4;0,855889407002446
"832";366;2013;0,0261745369426889;0,07;0,19;1,3;-0,0160374856921369;0,38;0,74;0,43;0,72;1;1;1;10,96;0,57;0,1;6;1,50220721120376
"833";366;2014;0,0437247816028136;0,08;0,26;1,25;0,0441834383521864;0,03;0,05;0,03;0;1;1;1;10,96;0,71;0,14;6;0,764427915621234
"834";366;2015;0,000208151201097022;0,06;0,21;1,1;0,0234606780675114;0,04;0,06;0,05;0;1;1;1;10,94;0,83;0,09;6;1,07615331181633
"835";367;2013;0,0902662461267812;0,14;0,19;3,79;0,0792971230632379;0,73;0;0;0,13;0;0;0;10,56;0;0,42;7;0,390360251371647
"836";367;2014;0,0154119169047207;0,15;0,2;4,05;0,0160895268601951;0,13;0;0;0,03;1;0;0;10,59;0;0,43;7;1,12934992579055
"837";367;2015;-0,0186515116075171;0,15;0,23;3,32;0,00858237958918796;0,11;0;0;0;1;0;0;10,74;0,54;0,48;7;1,2596263224288
"838";368;2013;0,0792909181935992;0,12;0,22;2,58;0,0706794515406958;0,36;0;0;0,57;1;1;1;10,01;0,23;0,11;1;0,306457888003679
"839";368;2014;0,000723283763098179;0,13;0,22;3,18;0,00126529647185937;0,04;0,01;0,02;0,02;1;1;1;10,03;0,24;0,11;1;0,903354514601992
"840";368;2015;-0,0327882154981429;0,1;0,2;2,67;-0,0133777109449875;0,04;0;0;0;1;1;1;10,03;0,26;0,08;1;0,899101592311307
"841";369;2013;0,0930773408578068;0,11;0,42;1,6;0,0824792504963919;0,39;0,34;0,09;0,37;1;0;0;10,36;2,47;0,18;1;0,377156240619746
"842";369;2014;0,00279432458941211;0,1;0,6;1,81;0,00338712543961677;0,12;0,04;0,02;0,11;1;0;0;10,37;3,92;0,17;1;0,988001417007771
"843";369;2015;-0,15475854727319;0,08;0,6;1,28;-0,103773744239672;0,11;0,13;0,03;0,09;1;0;1;10,35;3,11;0,14;1;2,35413838864136
"844";37;2013;0,00626572893600432;0,02;0,04;1,41;-0,00464869996708715;0;0;0;0;0;0;0;10,19;0,71;0,24;4;0,388413839967668
"845";37;2014;0,022992812704301;0,04;0,08;1,73;0,02332944195868;0,05;0,02;0;0,09;1;0;0;10,21;0,72;0,41;4;0,561048757298269
"846";37;2015;0,0196103299909594;0,04;0,08;1,87;0,0167445705732531;0,06;0,01;0,04;0,06;1;0;0;10,23;0,66;0,4;4;-0,127454351046374
"847";370;2013;0,0974555034505593;0,06;0,15;NA;0,0233000902300199;0;0;0;0;0;1;0;10,67;0,32;0,02;3;2,63898267688752
"848";370;2014;0,0181433184189982;0,08;0,18;NA;0,018225169171778;0;0;0;0;0;1;0;10,66;0,28;0,03;3;0,136417921299727
"849";370;2015;-0,0161328913941062;0,09;0,19;NA;0,0109851661308825;0,09;0;0;0;0;1;0;10,65;0,35;0,05;3;1,25428836520685
"850";371;2013;0,106711482934228;0,08;0,14;2,81;0,0896989649843335;0;0;0;0;0;0;0;10,09;0,08;0,16;7;0,605427685049617
"851";371;2014;-0,0638415024695289;0,09;0,16;2,11;-0,0635176950614292;0;0;0;0;0;0;0;10,18;0,07;0,19;7;0,539679013499533
"852";371;2015;-0,0820938789862435;0,06;0,12;1,28;-0,0844203523235925;0,02;0;0;0;0;0;0;10,2;0,2;0,15;7;-0,102602457942352
"853";372;2013;0,00973292969126661;0,02;0,07;1,1;-0,00998662369367205;0;0;0;0;0;0;0;10,3;1,82;0,14;4;0,70176346565618
"854";372;2014;0,053662125284829;0,04;0,15;1,19;0,053934435256955;0,02;0,04;0,1;0,03;0;0;1;10,33;1,99;0,3;4;0,453849953543315
"855";372;2015;0,0325365087923183;0,04;0,13;1,18;0,0469719490237896;0,02;0,06;0,08;0,02;0;0;1;10,33;2,05;0,27;4;0,669835955367339
"856";373;2013;0,00932514577774095;0,14;0,8;4,88;-0,0190275586733606;0;0;0;0;0;0;0;9,4;2,32;0,22;6;1,00899304096447
"857";373;2014;0,0328523228215475;0,15;0,72;4,95;0,0332848234791405;0;0;0;0;0;0;0;9,37;5,22;0,23;6;0,720834429321641
"858";373;2015;0,0254245411182626;0,1;0,48;2,89;0,0361912378228664;0,01;0;0;0;0;0;0;9,75;1,67;0,25;6;0,500769433391877
"859";374;2013;0,0679360104770646;-0,18;-0,38;6,98;0,0567349240825038;0;0;0;0;0;0;0;9,37;0,36;-0,37;5;0,398615174183659
"860";374;2014;0,00777429976118566;-0,33;-0,64;11,92;0,0080666545200216;0;0;0;0;0;0;0;9,37;0,74;-1,27;5;0,487257931393235
"861";374;2015;-0,0276674175008792;-0,23;-0,6;12,13;0,0174223424818918;0,01;0;0;0;0;0;0;9,4;0,79;-0,54;5;2,08247741856088
"862";375;2013;0,0192220537628037;0,02;0,05;1,28;0,0132871419112992;0,17;0;0;0;0;0;0;10,3;1,06;0,16;4;0,211206827455674
"863";375;2014;0,0115836888527442;0,02;0,06;1,46;0,0115947369852295;0,06;0;0;0;1;1;1;10,33;1,25;0,15;4;0,0184135541422673
"864";375;2015;0,0695022660738364;0,02;0,04;1,4;0,0800282556832702;0,03;0;0;0;1;1;1;10,35;1,17;0,13;4;0,489676940526903
"865";376;2013;-0,00972049081024405;0,05;0,33;0,68;-0,0139818091334851;0,41;0;0;0,58;0;1;1;11,44;2,31;0,1;10;0,151648338905375
"866";376;2014;-0,0782981713552184;0,04;0,68;1,3;-0,0782897175618801;0,06;0;0;0,1;1;1;1;11,37;8,99;0,08;10;0,0140896555638415
"867";376;2015;0,0167999883805385;0,07;1,24;1,25;0,0368771001079343;0,06;0,02;0;0,1;1;1;1;11,39;6,31;0,14;10;0,929820816930684
"868";377;2013;0,00471108977734118;0,08;0,14;2,12;-0,00277557862313731;0,52;0;0;0,92;0;0;0;9,55;0,22;0,04;5;0,266429480444074
"869";377;2014;-0,0278208911399965;0,05;0,1;2,16;-0,0274836771872074;0,06;0;0;0;0;0;0;9,59;0,67;0,03;5;0,56202325464845
"870";377;2015;0,0131639518057487;0,12;0,24;2,29;0,0302381166032664;0,04;0;0;0;0;0;0;9,63;0,74;0,23;5;0,791436165784225
"871";378;2013;-0,0301806789493991;0,12;0,23;1,59;-0,0921475931760159;0,53;0,67;0;0,58;1;0;0;10,56;0,65;0,22;2;2,20522826429241
"872";378;2014;0,104922870656023;0,12;0,24;1,34;0,105565423382958;0,06;0;0;0;1;0;0;10,69;0,73;0,23;2;1,07092121155745
"873";378;2015;0,0133580746713001;0,16;0,35;1,47;0,0391116609968287;0,08;0;0;0,08;0;0;0;10,69;0,71;0,25;2;1,19140950808887
"874";379;2013;0,00978807875279182;-0,2;-0,24;8,18;0,01021938485766;0,19;0;0;0,22;1;0;0;11,98;0,02;-0,44;7;-0,0153489717034956
"875";379;2014;-0,0645308849425981;-0,11;-0,19;7,56;-0,0628481314922601;0;0;0;0;1;0;0;9,34;0,4;-0,37;7;2,80458908389661
"876";379;2015;-0,0493398194496179;-0,11;-0,21;5,68;-0,0107675830480504;0,07;0;0;0;1;0;0;9,37;0,44;-0,31;7;1,78213070974965
"877";38;2013;-0,00212752429635011;0,02;0,08;0,89;-0,0171936390047892;0,62;0;0;0,62;1;1;0;10,18;1,1;0,13;11;0,536160665780752
"878";38;2014;0,00470115257907868;0,03;0,09;0,98;0,0054025499607011;0,06;0,15;0,11;0,08;1;0;0;10,21;1,11;0,14;11;1,16899563603737
"879";38;2015;0,0338727080883331;0,03;0,09;1,01;0,0318623049629455;0,03;0;0;0;1;0;0;10,24;1,16;0,15;11;-0,0880370103865289
"880";380;2013;0,115241417750278;0,07;0,13;1,17;0,0768875475102625;0,31;0,2;0;0,64;0;1;0;10,18;0,19;0,07;7;1,36490641423541
"881";380;2014;0,0730217178995504;0,1;0,18;1,49;0,0730896377693394;0;0,03;0,13;0,01;0;1;0;10,19;0,25;0,1;7;0,113199782981716
"882";380;2015;-0,0302213575579197;0,09;0,14;0,66;-0,0203514140141004;0,01;0,01;0,05;0,1;0;1;0;10,18;0,23;0,09;7;0,459444402940978
