"";"Companies";"YearFinancialIndicator";"ROA";"TobinsQ";"ROE";"YearNewsWeekGR";"GreenScore";"EnergyProductivity";"CarbonProductivity";"WaterProductivity";"WasteProductivity";"Green.Revenue";"SustainabilityPayLink";"SustainableThemedCommitment";"AuditScore";"FirmSize";"Leverage";"NetMargin";"Industry"
"403";135;2013;0,08;2,09;0,19;2014;0,07;0;0;0;0;0,34;0;0;0;10,38;0,36;0,08;6
"404";135;2014;0,09;1,86;0,22;2015;0,22;0;0,04;0;0;0,13;0;0,05;0;10,38;0,35;0,09;6
"405";135;2015;0,11;1,55;0,31;2016;0,29;0;0,05;0,07;0;0,13;0;0,05;0;10,33;0,54;0,12;6
"406";136;2013;0,07;1,65;0,15;2014;0,11;0;0;0;0;0,56;0;0;0;10,49;0,38;0,15;3
"407";136;2014;0,09;1,56;0,17;2015;0,05;0;0,04;0;0;0,01;0;0;0;10,54;0,33;0,16;3
"408";136;2015;-0,15;1,67;-0,3;2016;0,06;0;0,05;0;0;0,01;0;0;0;10,43;0,51;-0,52;3
"409";137;2013;0,07;1,98;0,18;2014;0,13;0;0;0;0;0,63;0;0;0;10,6;1,07;0,05;3
"410";137;2014;0,06;1,94;0,17;2015;0,05;0;0;0;0;0,05;0;0;0;10,67;1,06;0,06;3
"411";137;2015;0,05;1,54;0,13;2016;0,05;0;0;0;0;0,05;0;0;0;10,69;1,03;0,09;3
"412";138;2013;0,01;1,55;0,04;2014;0;0;0;0;0;0;0;0;0;9,87;1,7;0,04;7
"413";138;2014;-0,03;1,97;-0,1;2015;0,15;0;0;0;0;0,15;0;0;0;9,89;2,06;-0,11;7
"414";138;2015;0,02;2,07;0,09;2016;0,25;0;0,1;0;0;0,15;0;0;0;10,02;2,03;0,07;7
"415";139;2013;0,08;1,08;0,18;2014;0,1;0;0;0;0;0,48;0;0;0;10,36;1,03;0,76;4
"416";139;2014;0,03;1,62;0,06;2015;0,14;0;0;0;0;0,14;0;0;0;10,36;1,05;0,24;4
"417";139;2015;0,04;1,78;0,08;2016;0,16;0;0,02;0;0;0,14;0;0;0;10,36;1,05;0,31;4
"418";140;2013;0,05;1,59;0,1;2014;0,25;0,03;0;0,3;0;0,75;0;0,05;0;9,99;0,62;0,21;3
"419";140;2014;0,05;1,1;0,09;2015;0,12;0;0,02;0,03;0;0,02;0;0,05;0;10,08;0,62;0,16;3
"420";140;2015;0,01;0,66;0,02;2016;0,1;0;0,03;0;0;0,02;0;0,05;0;10,15;0,55;0,04;3
"421";141;2013;0,03;1,33;0,08;2014;0,08;0;0;0;0;0,38;0;0;0;10,73;0,57;0,02;5
"422";141;2014;0,04;1,47;0,1;2015;0,24;0;0;0;0;0,14;0,1;0;0;10,73;0,55;0,02;5
"423";141;2015;0,05;1,47;0,14;2016;0,24;0;0;0;0;0,14;0,1;0;0;10,73;0,8;0,02;5
"424";142;2013;0;0,85;-0,01;2014;0,14;0;0;0;0;0,71;0;0;0;10,64;1,43;0;3
"425";142;2014;0,01;0,8;0,05;2015;0,05;0;0;0;0;0,05;0;0;0;10,8;1,52;0,01;3
"426";142;2015;0;0,76;0;2016;0,05;0;0;0;0;0,05;0;0;0;10,81;1,38;0;3
"427";143;2013;0,02;0,54;0,08;2014;0,34;0,55;0,21;0,03;0;0,6;0;0,05;0,05;10,64;1,26;0,06;11
"428";143;2014;0,02;0,59;0,09;2015;0,36;0;0,04;0;0;0,12;0,1;0,05;0,05;10,67;1,25;0,08;11
"429";143;2015;0;0,54;-0,02;2016;0,39;0;0,07;0;0;0,12;0,1;0,05;0,05;10,65;1,42;-0,02;11
"430";144;2013;0,02;0,49;0,08;2014;0,53;0,12;0,41;0,05;0,72;0,67;0,1;0,05;0,05;10,9;0,8;0,07;11
"431";144;2014;0,02;0,56;0,07;2015;0,6;0,06;0,07;0,02;0,13;0,12;0,1;0,05;0,05;10,94;0,97;0,06;11
"432";144;2015;0;0,46;0,09;2016;0,65;0,1;0,11;0,05;0,09;0,12;0,1;0,05;0,05;10,98;1,1;0,08;11
"433";145;2013;0,03;1,47;0,11;2014;0,46;0,97;0,79;0;0;1;0;0;0;9,89;0,58;0,05;1
"434";145;2014;0,04;1,54;0,21;2015;0,27;0;0,14;0;0;0,13;0;0;0;9,96;0,98;0,07;1
"435";145;2015;0,06;1,6;0,28;2016;0,18;0;0,05;0;0;0,13;0;0;0;10,19;0,66;0,11;1
"436";146;2013;0,05;1,68;0,11;2014;0,1;0;0;0;0;0,48;0;0;0;9,6;1,11;0,33;4
"437";146;2014;0,04;2,08;0,1;2015;0,15;0;0;0;0;0,15;0;0;0;9,64;1,36;0,27;4
"438";146;2015;0,04;2,38;0,09;2016;0,19;0;0,04;0;0;0,15;0;0;0;9,78;1,69;0,24;4
"439";147;2013;0,04;0,4;0,34;2014;0,5;0,57;0,35;0,7;0,65;0,06;0,1;0,05;0;11,31;4,35;0,05;1
"440";147;2014;0,02;0,42;0,12;2015;0,53;0,06;0,05;0,08;0,07;0,07;0,1;0,05;0,05;11,32;4,8;0,02;1
"441";147;2015;0,03;0,56;0,27;2016;0,54;0,04;0,04;0,08;0,1;0,07;0,1;0,05;0,05;11,35;4,64;0,05;1
"442";148;2013;0,22;6,23;0,26;2014;0;0;0;0;0;0;0;0;0;9,32;0;0,13;6
"443";148;2014;0,22;5,45;0,26;2015;0,1;0;0;0;0;0,1;0;0;0;9,37;0;0,13;6
"444";148;2015;0,21;4,28;0,29;2016;0,11;0;0,01;0;0;0,1;0;0;0;9,4;0,17;0,13;6
"445";149;2013;0,09;7,61;0,11;2014;0,05;0,03;0,13;0;0;0,15;0;0;0;10,25;0,02;0,19;7
"446";149;2014;0,11;NA;0,13;2015;0,27;0,05;0,04;0;0;0,18;0;0;0;10,6;0;0,23;7
"447";149;2015;0,08;NA;0,09;2016;0,24;0;0,06;0;0;0,18;0;0;0;10,69;0;0,2;7
"448";150;2013;0,05;0,91;0,1;2014;0,3;0,25;0,39;0;0,51;0,38;0;0;0,05;10,53;0,16;0,04;6
"449";150;2014;0,07;1,55;0,15;2015;0,45;0,01;0,03;0;0,08;0,13;0,1;0,05;0,05;10,52;0,3;0,05;6
"450";150;2015;0,03;1,22;0,08;2016;0,37;0,01;0,02;0;0,06;0,13;0,1;0;0,05;10,58;0,57;0,02;6
"451";151;2013;0,01;0,35;0,03;2014;0,11;0;0;0;0;0,31;0;0;0,05;10,7;1,25;0,03;11
"452";151;2014;0,01;0,36;0,02;2015;0,17;0;0;0;0;0,12;0;0;0,05;10,72;1,54;0,02;11
"453";151;2015;0,01;0,31;0,05;2016;0,2;0;0,03;0;0;0,12;0;0;0,05;10,72;1,55;0,04;11
"454";152;2013;0,04;1,38;0,09;2014;0;0;0;0;0;0;0;0;0;10,14;1,23;0,1;7
"455";152;2014;0,03;1,51;0,07;2015;0,16;0;0;0;0;0,16;0;0;0;10,16;0,64;0,08;7
"456";152;2015;0,05;1,14;0,1;2016;0,2;0;0,04;0;0;0,16;0;0;0;10,42;0,77;0,11;7
"457";153;2013;0,07;1,96;0,19;2014;0,06;0;0;0;0;0,32;0;0;0;9,98;1,05;0,13;7
"458";153;2014;0,08;2,23;0,22;2015;0,16;0;0;0;0;0,16;0;0;0;9,97;1,13;0,15;7
"459";153;2015;0,08;2,67;0,24;2016;0,23;0;0,07;0;0;0,16;0;0;0;9,97;1,61;0,14;7
"460";154;2013;0,01;0,18;0,13;2014;0,21;0,08;0,15;0;0;0,61;0;0;0,05;11,12;0;0,27;4
"461";154;2014;0,01;0,17;0,1;2015;0,28;0;0,03;0;0;0,1;0,1;0;0,05;11,14;0;0,23;4
"462";154;2015;0,01;0,22;0,11;2016;0,29;0;0,04;0;0;0,1;0,1;0;0,05;11,15;0;0,25;4
"463";155;2013;0,09;2,72;0,26;2014;0;0;0;0;0;0;0;0;0;9,59;0,38;0,32;7
"464";155;2014;0,06;1,94;0,18;2015;0,16;0;0;0;0;0,16;0;0;0;9,93;0,79;0,31;7
"465";155;2015;0,04;1,97;0,13;2016;0,24;0;0,08;0;0;0,16;0;0;0;9,9;0,73;0,21;7
"466";156;2013;0,03;1,03;-0,73;2014;0,16;0;0;0;0;0,82;0;0;0;12,51;339,01;-0,05;4
"467";156;2014;0;1,03;-0,11;2015;0,1;0;0;0;0;0,1;0;0;0;12,51;875,59;-0,05;4
"468";156;2015;0;1,03;-0,08;2016;0,1;0;0;0;0;0,1;0;0;0;12,51;793,47;-0,01;4
"469";157;2013;0,03;1,65;0,11;2014;0,31;0,14;0,17;0;0;0,3;0,1;0,05;0,05;10,73;1,33;0,13;1
"470";157;2014;0,03;1,61;0,13;2015;0,47;0;0,11;0;0;0,16;0,1;0,05;0,05;10,72;1,22;0,14;1
"471";157;2015;0,04;1,34;0,13;2016;0,47;0;0,11;0;0;0,16;0,1;0,05;0,05;10,68;1,18;0,16;1
"472";158;2013;0,07;0,9;0,19;2014;0;0;0;0;0;0;0;0;0;10,55;0,27;0,08;6
"473";158;2014;0,07;0,13;0,2;2015;0,05;0;0;0;0;0,05;0;0;0;10,55;0,33;0,08;6
"474";158;2015;0,09;0,14;0,27;2016;0,09;0;0,04;0;0;0,05;0;0;0;10,51;0,32;0,09;6
"475";159;2013;0,02;0,41;0,1;2014;0,36;0,36;0,45;0,21;0,37;0,03;0,1;0,05;0;11,82;1,7;0,09;6
"476";159;2014;0,02;0,6;0,12;2015;0,59;0,08;0,07;0,07;0,07;0,11;0,1;0,05;0,05;11,81;1,56;0,1;6
"477";159;2015;-0,01;0,76;-0,06;2016;0,59;0,09;0,08;0,06;0,06;0,11;0,1;0,05;0,05;11,69;1,48;-0,05;6
"478";160;2013;0,01;1,34;0,04;2014;0,3;0,65;0;0;0;1;0;0;0;10,41;2,02;0,11;4
"479";160;2014;0,03;1,64;0,09;2015;0,21;0,02;0,03;0;0,03;0,13;0;0;0;10,4;2,2;0,26;4
"480";160;2015;0,06;1,59;0,17;2016;0,22;0,02;0,02;0,02;0,02;0,13;0;0;0;10,38;1,8;0,57;4
"481";161;2013;0,14;5,25;0,28;2014;0,36;0,88;0,83;0;0;0,53;0;0;0;10,35;0,35;0,27;5
"482";161;2014;0,39;4,08;0,83;2015;0,17;0;0;0;0;0,17;0;0;0;10,54;0,77;0,49;5
"483";161;2015;0,4;2,9;1,07;2016;0,3;0;0,13;0;0;0,17;0;0;0;10,71;1,14;0,55;5
"484";162;2013;0,08;1,67;0,26;2014;0,6;0,55;0,51;0,68;0,64;0,21;0,1;0,05;0,05;10,36;1,02;0,1;2
"485";162;2014;0,06;1,67;0,24;2015;0,63;0,08;0,09;0,08;0,08;0,1;0,1;0,05;0,05;10,38;1,36;0,09;2
"486";162;2015;0,07;1,97;0,29;2016;0,67;0,1;0,09;0,09;0,09;0,1;0,1;0,05;0,05;10,33;1,55;0,09;2
"487";163;2013;0,07;0,74;0,09;2014;0,37;0,12;0;0;0;1;0,1;0,05;0;10,45;0,15;0,25;7
"488";163;2014;0,08;0,89;0,12;2015;0,35;0;0,02;0;0;0,13;0,1;0,05;0,05;10,48;0,17;0,24;7
"489";163;2015;0,05;0,75;0,07;2016;0,35;0;0,02;0;0;0,13;0,1;0,05;0,05;10,46;0,24;0,14;7
"490";164;2013;0,03;0,4;0,12;2014;0,3;0,35;0,35;0,22;0,4;0;0;0,05;0,05;11,22;0,18;0,02;1
"491";164;2014;0,02;0,34;0,07;2015;0,4;0,03;0,02;0,05;0,03;0,07;0,1;0,05;0,05;11,25;0,9;0,02;1
"492";164;2015;0,05;0,5;0,27;2016;0,33;0,01;0,02;0,02;0,02;0,07;0,1;0,05;0,05;11,29;1,09;0,06;1
"493";165;2013;0,09;1,47;0,22;2014;0;0;0;0;0;0;0;0;0;9,89;0,15;0,05;1
"494";165;2014;0,09;1,8;0,21;2015;0,09;0;0;0;0;0,09;0;0;0;9,92;0,15;0,05;1
"495";165;2015;0,09;1,42;0,22;2016;0,12;0;0,03;0;0;0,09;0;0;0;9,91;0,08;0,05;1
"496";166;2013;0,17;2,16;0,42;2014;0,26;0,36;0,45;0,53;0;0,03;0;0,05;0;9,89;0,42;0,08;1
"497";166;2014;0,16;2,05;0,42;2015;0,32;0;0,06;0;0;0,11;0,1;0,05;0;9,89;0,48;0,08;1
"498";166;2015;0,14;1,38;0,37;2016;0,35;0,05;0,03;0,01;0;0,11;0,1;0,05;0;9,89;0,51;0,06;1
"499";167;2013;0,01;0,41;0,11;2014;0,48;0,5;0,53;0,36;0,41;0,06;0,1;0,05;0,05;11,96;2,26;0,23;4
"500";167;2014;0,01;0,44;0,11;2015;0,66;0,11;0,07;0,08;0,11;0,1;0,1;0,05;0,05;11,93;2,28;0,23;4
"501";167;2015;0,01;0,42;0,07;2016;0,53;0,06;0,06;0,04;0,07;0,1;0,1;0,05;0,05;11,94;2,32;0,16;4
"502";168;2013;0,16;3,07;0,25;2014;0,47;0,55;0,7;0;0;0,91;0;0,05;0,05;9,72;0,14;0,08;6
"503";168;2014;0,15;3,01;0,24;2015;0,37;0,08;0,09;0;0;0,1;0;0,05;0,05;9,72;0,13;0,08;6
"504";168;2015;0,14;2,17;0,28;2016;0,34;0;0,09;0,05;0;0,1;0;0,05;0,05;9,77;0,61;0,08;6
"505";169;2013;0,08;1,45;0,15;2014;0,27;0;0,29;0,31;0;0,17;0,1;0,05;0;10,47;0,58;0,07;3
"506";169;2014;0,11;1,01;0,23;2015;0,21;0;0,04;0;0;0,02;0,1;0,05;0;10,51;0,48;0,11;3
"507";169;2015;-0,02;0,79;-0,04;2016;0,27;0,01;0,01;0;0,08;0,02;0,1;0,05;0;10,57;0,95;-0,03;3
"508";170;2013;0,06;1,6;-0,18;2014;0,16;0;0;0;0;0,82;0;0;0;10,46;-3,43;0,05;5
"509";170;2014;0,07;1,82;-0,24;2015;0,19;0;0;0;0;0,14;0;0;0,05;10,49;-3,73;0,05;5
"510";170;2015;0,06;1,63;-0,28;2016;0,2;0;0,01;0;0;0,14;0;0;0,05;10,52;-4,01;0,04;5
"511";171;2013;0,05;1,18;0,09;2014;0,49;0,32;0,18;0,31;0,44;1;0;0,05;0,05;10,3;0,81;0,46;4
"512";171;2014;0,04;1,28;0,09;2015;0,62;0,06;0,04;0,09;0,09;0,15;0,1;0,05;0,05;10,33;0,91;0,41;4
"513";171;2015;-0,03;1,27;-0,06;2016;0,59;0,07;0,03;0,07;0,08;0,15;0,1;0,05;0,05;10,33;1,18;-0,22;4
"514";172;2013;0,13;2,74;0,34;2014;0,51;0,31;0,36;0,86;0,18;0,27;0,1;0,05;0,05;10,64;1,03;0,07;1
"515";172;2014;0,14;3,46;0,52;2015;0,51;0,03;0,04;0,12;0,03;0,1;0,1;0,05;0,05;10,62;1,65;0,07;1
"516";172;2015;0,16;3,94;0,8;2016;0,54;0,02;0,04;0,14;0,05;0,1;0,1;0,05;0,05;10,64;2,34;0,08;1
"517";173;2013;0,12;0,71;0,21;2014;0,53;0,44;0,48;0,55;0,34;0,32;0,1;0,05;0,05;10,63;0,22;0,21;3
"518";173;2014;0,06;0,67;0,1;2015;0,59;0,1;0,1;0,12;0,04;0,03;0,1;0,05;0,05;10,59;0,27;0,16;3
"519";173;2015;-0,09;0,54;-0,15;2016;0,47;0,08;0,06;0,08;0,04;0,01;0,1;0,05;0,05;10,53;0,34;-0,46;3
"520";174;2013;0;0,05;0,01;2014;0,37;0,12;0,29;0,04;0;0,5;0,1;0,05;0,05;11,44;0,33;0,01;4
"521";174;2014;0;0,06;0,04;2015;0,48;0,03;0,05;0,02;0,03;0,16;0,1;0,05;0,05;11,39;0,3;0,04;4
"522";174;2015;0,01;0,07;0,09;2016;0,48;0,05;0,05;0,06;0;0,12;0,1;0,05;0,05;11,36;0,29;0,09;4
"523";175;2013;0,02;1,05;0,14;2014;0,23;0,07;0,06;0,04;0,03;0,5;0,1;0;0;10,42;2,9;0,05;1
"524";175;2014;0,03;1,13;0,14;2015;0,26;0,04;0;0;0;0,12;0,1;0;0;10,42;2,27;0,06;1
"525";175;2015;0,05;0,98;0,27;2016;0,42;0,05;0,06;0,01;0,02;0,12;0,1;0;0,05;10,41;1,62;0,12;1
"526";176;2013;0,08;1,83;0,26;2014;0,7;0,84;0,56;0,91;0,68;1;0;0,05;0;9,97;1,14;0,12;1
"527";176;2014;0,09;1,7;0,27;2015;0,52;0,1;0,08;0,12;0,09;0,07;0;0,05;0;9,98;1,29;0,14;1
"528";176;2015;0,07;1,2;0,29;2016;0,47;0,08;0,07;0,13;0,07;0,07;0;0,05;0;10;2,63;0,13;1
"529";177;2013;0,09;1,54;0,26;2014;0,27;0,12;0,05;0;0;0,22;0,1;0,05;0,05;10,66;0,39;0,1;6
"530";177;2014;0,09;1,68;0,23;2015;0,37;0,04;0,01;0;0;0,12;0,1;0,05;0,05;10,66;0,34;0,11;6
"531";177;2015;0,1;1,69;0,26;2016;0,33;0;0,01;0;0;0,12;0,1;0,05;0,05;10,69;0,3;0,12;6
"532";178;2013;0,07;NA;0,19;2014;0,32;0,21;0,23;0;0;1;0;0;0,05;9,94;0,45;0,1;1
"533";178;2014;0,07;NA;0,25;2015;0,32;0,01;0,03;0;0;0,12;0,1;0;0,05;9,94;1,57;0,11;1
"534";178;2015;0,06;NA;0,37;2016;0,31;0,01;0,03;0;0;0,12;0,1;0;0,05;9,92;1,66;0,08;1
"535";179;2013;0,11;2,13;0,17;2014;0,2;0,16;0,09;0,36;0,24;0,36;0;0;0;9,69;0,08;0,06;2
"536";179;2014;0,12;2,44;0,17;2015;0,34;0,03;0,01;0,03;0,03;0,1;0,1;0,05;0;9,74;0,07;0,06;2
"537";179;2015;0,12;2,81;0,18;2016;0,39;0,05;0,02;0,05;0,02;0,1;0,1;0,05;0;9,79;0,06;0,07;2
"538";180;2013;0,08;1,59;0,16;2014;0;0;0;0;0;0;0;0;0;9,75;0,16;0,05;5
"539";180;2014;0,08;1,77;0,17;2015;0,12;0;0;0;0;0,12;0;0;0;9,79;0,19;0,04;5
"540";180;2015;0,08;1,91;0,17;2016;0,18;0;0,06;0;0;0,12;0;0;0;9,81;0,16;0,05;5
"541";181;2013;0,02;1,46;0,04;2014;0,41;0,5;0,27;0;0;1;0;0,05;0,05;10,11;0,66;0,06;4
"542";181;2014;0,06;1,71;0,1;2015;0,39;0;0,05;0;0;0,14;0,1;0,05;0,05;10,09;0,54;0,14;4
"543";181;2015;0,05;1,32;0,08;2016;0,59;0,05;0,06;0,04;0,11;0,14;0,1;0,05;0,05;10,07;0,57;0,1;4
"544";182;2013;0,16;4,2;0,64;2014;0,57;0,86;0,61;0,68;0,67;0,27;0;0,05;0,05;9,73;1,12;0,11;2
"545";182;2014;0,15;4,31;0,55;2015;0,79;0,14;0,1;0,12;0,12;0,1;0,1;0,05;0,05;9,75;1,06;0,11;2
"546";182;2015;0,09;3,98;0,48;2016;0,81;0,14;0,12;0,13;0,12;0,1;0,1;0,05;0,05;9,73;1,56;0,07;2
"547";183;2013;0,06;0,7;0,13;2014;0,52;0,87;0,66;0;0,61;0,72;0;0,05;0;10,32;0,28;0,03;5
"548";183;2014;0,05;0,92;0,12;2015;0,68;0,07;0,07;0,09;0,11;0,14;0,1;0,05;0,05;10,37;0,4;0,02;5
"549";183;2015;0,05;1,1;0,13;2016;0,72;0,07;0,1;0,12;0,1;0,14;0,1;0,05;0,05;10,39;0,37;0,02;5
"550";184;2013;0,14;1,74;0,83;2014;0,31;0,17;0,25;0,19;0,42;0,04;0,1;0,05;0,05;11,1;1,44;0,17;7
"551";184;2014;0,1;1,59;0,8;2015;0,5;0,02;0,02;0,04;0,06;0,17;0,1;0,05;0,05;11,07;2,96;0,13;7
"552";184;2015;0,12;1,43;0,99;2016;0,5;0,01;0,03;0,06;0,03;0,17;0,1;0,05;0,05;11,04;2,34;0,16;7
"553";185;2013;0,01;0,46;0,08;2014;0,18;0;0;0;0;0,9;0;0;0;10,81;0,18;0,23;4
"554";185;2014;0,02;0,4;0,1;2015;0,1;0;0;0;0;0,1;0;0;0;10,83;0,32;0,27;4
"555";185;2015;0,01;0,47;0,16;2016;0,16;0;0,06;0;0;0,1;0;0;0;10,89;0,27;0,4;4
"556";186;2013;0,04;0,25;0,19;2014;0;0;0;0;0;0;0;0;0;10,5;1,53;0,05;6
"557";186;2014;-0,01;0,3;-0,06;2015;0,04;0;0;0;0;0,04;0;0;0;10,55;2,13;-0,02;6
"558";186;2015;-0,03;0,28;-0,25;2016;0,04;0;0;0;0;0,04;0;0;0;10,56;3,17;-0,08;6
"559";187;2013;0,04;4,53;0,09;2014;0;0;0;0;0;0;0;0;0;9,48;0,55;0,09;5
"560";187;2014;0,11;7,88;0,26;2015;0,43;0;0,04;0,11;0,06;0,17;0;0,05;0;9,52;0,67;0,19;5
"561";187;2015;0,14;7,49;0,3;2016;0,55;0,11;0,06;0,11;0,04;0,17;0;0,05;0;9,57;0,52;0,24;5
"565";189;2013;0,11;1,34;0,18;2014;0,51;0,56;0,59;0,57;0,26;0,06;0,1;0,05;0,05;10,97;0,23;0,18;7
"566";189;2014;0,13;1,88;0,2;2015;0,58;0,08;0,07;0,06;0,03;0,13;0,1;0,05;0,05;10,96;0,22;0,21;7
"567";189;2015;0,12;1,58;0,2;2016;0,63;0,08;0,08;0,07;0,07;0,13;0,1;0,05;0,05;11,01;0,33;0,21;7
"568";190;2013;0,17;4,92;0,29;2014;0,36;0,43;0,6;0,3;0,33;0,55;0;0;0;9,61;0,22;0,21;7
"569";190;2014;0,16;4,87;0,29;2015;0,3;0;0,11;0;0;0,19;0;0;0;9,7;0,17;0,18;7
"570";190;2015;0,09;6,97;0,21;2016;0,48;0,08;0,1;0,03;0,1;0,17;0;0;0;9,58;0,48;0,1;7
"571";191;2013;0,04;0,83;0,19;2014;0,34;0,86;0,36;0;0;0,29;0;0,05;0,05;10,5;1,09;0,05;8
"572";191;2014;0,02;0,98;0,08;2015;0,35;0;0,04;0,03;0;0,08;0,1;0,05;0,05;10,46;1,69;0,02;8
"573";191;2015;0,03;0,71;0,21;2016;0,46;0,04;0,06;0,08;0,05;0,08;0,1;0,05;0;10,49;2,29;0,04;8
"574";192;2013;0,02;0,68;0,12;2014;0,22;0;0;0;0;0,85;0;0,05;0;10,11;0,51;0,04;1
"575";192;2014;0,04;0,77;0,22;2015;0,15;0;0;0;0;0,1;0;0,05;0;10,11;0,77;0,06;1
"576";192;2015;0,04;0,87;0,24;2016;0,2;0;0,05;0;0;0,1;0;0,05;0;10,1;0,82;0,06;1
"577";193;2013;0,17;NA;0,19;2014;0,1;0;0;0;0;0,51;0;0;0;9,6;0;0,3;5
"578";193;2014;0,11;NA;0,13;2015;0,15;0;0;0;0;0,15;0;0;0;9,6;0;0,2;5
"579";193;2015;0,13;NA;0,15;2016;0,22;0;0,07;0;0;0,15;0;0;0;9,69;0;0,25;5
"580";194;2013;0,14;0,84;0,54;2014;0,02;0;0;0;0;0,08;0;0;0;9,57;0,01;0,2;7
"581";194;2014;0,05;NA;0,15;2015;0,18;0;0;0;0;0,18;0;0;0;9,56;0,01;0,07;7
"582";194;2015;0,1;NA;0,28;2016;0,26;0;0,08;0;0;0,18;0;0;0;9,57;0,18;0,14;7
"583";195;2013;0,09;1,76;0,17;2014;0,43;0,39;0,3;0,47;0,39;0,51;0,1;0;0;10,3;0,29;0,12;6
"584";195;2014;0,15;2,17;0,37;2015;0,5;0,06;0,06;0,08;0,05;0,1;0,1;0,05;0;10,25;0,88;0,2;6
"585";195;2015;0,12;2,31;0,37;2016;0,36;0,07;0,05;0,08;0,06;0,1;0;0;0;10,2;1,32;0,14;6
"586";196;2013;0,05;1,02;0,11;2014;0,59;0,69;0,49;0,69;0,39;0,76;0;0,05;0,05;10,28;0,69;0,2;4
"587";196;2014;0,05;1,13;0,12;2015;0,63;0,11;0,06;0,1;0,07;0,1;0,1;0,05;0,05;10,31;0,81;0,19;4
"588";196;2015;0,04;0,74;0,12;2016;0,58;0;0,12;0,11;0,06;0,1;0,1;0,05;0,05;10,4;0,95;0,19;4
"589";197;2013;0,13;3,39;0,36;2014;0,46;0,26;0,49;0;0;1;0,1;0;0,05;9,45;0,45;0,06;6
"590";197;2014;0,12;3,08;0,33;2015;0,33;0;0,1;0;0;0,08;0,1;0;0,05;9,53;0,57;0,06;6
"591";197;2015;0,12;2,49;0,33;2016;0,32;0;0,09;0;0;0,08;0,1;0;0,05;9,56;0,77;0,07;6
"592";198;2013;0,05;0,96;0,14;2014;0,51;0,38;0,3;0,57;0,28;0,89;0;0,05;0,05;10,49;0,5;0,04;1
"593";198;2014;0,04;1,04;0,1;2015;0,59;0,09;0,09;0,1;0,02;0,09;0,1;0,05;0,05;10,5;0,46;0,03;1
"594";198;2015;0,04;0,81;0,11;2016;0,65;0,12;0,07;0,12;0,05;0,09;0,1;0,05;0,05;10,49;0,58;0,03;1
"595";199;2013;0,11;1,82;0,2;2014;0,6;0,72;0,69;0,74;0,46;0,05;0,1;0,05;0,05;11,12;0,25;0,19;5
"596";199;2014;0,12;2,11;0,22;2015;0,73;0,11;0,12;0,11;0,06;0,13;0,1;0,05;0,05;11,12;0,27;0,14;5
"597";199;2015;0,12;1,98;0,22;2016;0,76;0,12;0,12;0,11;0,08;0,13;0,1;0,05;0,05;11,12;0,28;0,18;5
"598";200;2013;0,04;0,96;0,06;2014;0,7;0,36;0,29;0,65;0,87;0,84;0,1;0,05;0,05;10,01;0,14;0,09;7
"599";200;2014;-0,04;1,13;-0,06;2015;0,65;0,03;0,05;0,09;0,14;0,15;0,1;0,05;0,05;9,92;0,27;-0,07;7
"600";200;2015;0,07;1,29;0,14;2016;0,54;0,01;0,07;0,08;0,13;0,15;0;0,05;0,05;9,94;0,36;0,13;7
"601";201;2013;0,01;0,15;0,08;2014;0,23;0,2;0,23;0,22;0,11;0,06;0;0,05;0,05;12,38;1,48;0,17;4
"602";201;2014;0,01;0,1;0,1;2015;0,44;0,04;0,04;0,04;0,02;0,1;0,1;0,05;0,05;12,41;1,45;0,21;4
"603";201;2015;0,01;0,15;0,1;2016;0,43;0,03;0,04;0,05;0,01;0,1;0,1;0,05;0,05;12,37;1,4;0,24;4
"604";202;2013;0,09;1,43;0,38;2014;0,47;0,66;0,48;0;0,71;0,44;0,1;0;0;9,93;1,36;0,06;1
"605";202;2014;0,08;1,59;0,35;2015;0,55;0,12;0,1;0;0,12;0,11;0,1;0;0;9,97;1,37;0,06;1
"606";202;2015;0,07;1,65;0,3;2016;0,66;0,14;0,1;0,1;0,11;0,11;0,1;0;0;9,93;1,99;0,05;1
"607";203;2013;0,12;1,88;0,62;2014;0,42;0,33;0,24;0,63;0;0,18;0,1;0,05;0,05;10,19;1,79;0,12;2
"608";203;2014;0,11;1,99;0,49;2015;0,58;0,05;0,06;0,09;0,09;0,1;0,1;0,05;0,05;10,2;1,76;0,12;2
"609";203;2015;0,02;2,19;0,14;2016;0,6;0,06;0,06;0,09;0,09;0,1;0,1;0,05;0,05;10,19;2,19;0,03;2
"610";204;2013;0,01;0,16;0,09;2014;0,31;0,04;0,15;0;0;0,89;0;0,05;0,05;10,97;0,76;0,21;4
"611";204;2014;0,01;0,18;0,09;2015;0,35;0,01;0,03;0;0,01;0,1;0,1;0,05;0,05;10,97;0,77;0,21;4
"612";204;2015;0,01;0,21;0,08;2016;0,36;0,01;0,03;0;0,02;0,1;0,1;0,05;0,05;10,98;0,97;0,2;4
"613";205;2013;0,05;1,24;0,12;2014;0,32;0,43;0,32;0,04;0,08;0,48;0,1;0;0;9,99;0,45;0,11;4
"614";205;2014;0,03;1,41;0,07;2015;0,49;0,12;0,08;0,01;0;0,13;0,1;0;0,05;10,01;0,5;0,06;4
"615";205;2015;0,11;1,41;0,27;2016;0,5;0,1;0,09;0,02;0,01;0,13;0,1;0;0,05;10,05;0,52;0,25;4
