"","Ticker","Date","Year","Revenue","GrossMargin","OperatingIncome","OperatingMargin","NetIncome","EarningsPerShare","Dividends","PayoutRatio","Shares","BookValuePerShare","OperatingCashFlow","CapSpending","FreeCashFlow","FreeCashFlowPerShare","WorkingCapital","TaxRate","NetMargin","AssetTurnover_Average","Roa","Roe","Roic","InterestCoverage","OperatingCashFlowGrowth_YOY","FreeCashFlowGrowth_YOY","CapEAsPercentageOfSales","FreeCashFlowSales","FreeCashFlowNetIncome","CurrentRatio","QuickRatio","FinancialLeverage","DebtEquity","DaysSalesOutstanding","DaysInventory","PayablesPeriod","CashConversionCycle","ReceivablesTurnover","InventoryTurnover","FixedAssetsTurnover","AssetTurnover"
"1005","CRM",2013-01-01,2013,3.05e+09,0.776,-1.11e+08,-0.036,-2.7e+08,-0.48,NA,NA,5.65e+08,3.56,7.37e+08,-1.8e+08,5.57e+08,0.93,-9.02e+08,NA,-0.0887,0.63,-0.0558,-0.1385,-0.1028,-3.13,0.2458,0.326,0.0589,0.1827,-2.06,0.69,0.6,2.39,0.05,93.12,NA,12.76,NA,3.92,NA,5.39,0.63
"1006","CRM",2014-01-01,2014,4.071e+09,0.762,-2.86e+08,-0.07,-2.32e+08,-0.39,NA,NA,5.98e+08,4.77,8.75e+08,-2.99e+08,5.76e+08,1.03,-1.3e+09,NA,-0.057,0.55,-0.0316,-0.0867,-0.0442,-3.64,0.188,0.0344,0.0735,0.1416,-2.48,0.67,0.55,3.01,0.64,100.12,NA,14.99,NA,3.65,NA,4.41,0.55
"1007","CRM",2015-01-01,2015,5.374e+09,0.76,-1.46e+08,-0.027,-2.63e+08,-0.42,NA,NA,6.24e+08,5.83,1.174e+09,-4.17e+08,7.57e+08,1.17,-8.4e+08,NA,-0.0489,0.54,-0.0265,-0.0749,-0.041,-1.91,0.3407,0.3131,0.0776,0.1408,-2.88,0.81,0.66,2.69,0.38,110.93,NA,22.72,NA,3.29,NA,4.54,0.54
"1008","CRM",2016-01-01,2016,6.667e+09,0.752,7.8e+07,0.012,-4.7e+07,-0.07,NA,NA,6.62e+08,7.08,1.613e+09,-7.1e+08,9.03e+08,0.97,-1.27e+09,1.7378,-0.0071,0.57,-0.004,-0.0106,-0.0022,1.89,0.3739,0.1928,0.1065,0.1354,-19.03,0.77,0.69,2.55,0.29,120.49,NA,18.42,NA,3.03,NA,4.69,0.57
"1009","CRM",2017-01-01,2017,8.392e+09,0.734,6.4e+07,0.008,1.8e+08,0.26,NA,NA,7e+08,9.62,2.162e+09,-4.64e+08,1.698e+09,2.14,-1.262e+09,NA,0.0214,0.55,0.0118,0.0287,0.0263,1.29,0.3408,0.8812,0.0553,0.2024,9.45,0.83,0.75,2.34,0.36,123.8,NA,15.25,NA,2.95,NA,4.79,0.55
"1010","CRM",2018-01-01,2018,1.048e+10,0.735,2.36e+08,0.022,1.27e+08,0.17,NA,NA,7.35e+08,12.1,2.738e+09,-5.34e+08,2.204e+09,2.55,-8.39e+08,0.3693,0.0122,0.54,0.0066,0.0151,0.0148,3.32,0.2663,0.2978,0.051,0.2103,17.29,0.92,0.84,2.24,0.1,123.88,NA,12.62,NA,2.95,NA,5.61,0.54
"1011","CSCO",2008-07-01,2008,3.954e+10,0.641,9.445e+09,0.239,8.052e+09,1.31,NA,NA,6.163e+09,5.83,1.2089e+10,-1.268e+09,1.0821e+10,1.76,2.1841e+10,0.2148,0.2036,0.71,0.1437,0.2446,0.2022,NA,0.1965,0.2223,0.0321,0.2737,1.34,2.58,2.17,1.71,0.19,36.05,33.2,21.49,47.76,10.13,10.99,9.83,0.71
"1012","CSCO",2009-07-01,2009,3.6117e+10,0.639,7.385e+09,0.204,6.134e+09,1.05,NA,NA,5.857e+09,6.68,9.897e+09,-1.005e+09,8.892e+09,1.52,3.0522e+10,0.2027,0.1698,0.57,0.0967,0.1681,0.1279,23.23,-0.1813,-0.1783,0.0278,0.2462,1.45,3.24,2.8,1.76,0.27,35.36,32.36,21.64,46.08,10.32,11.28,8.82,0.57
"1013","CSCO",2010-07-01,2010,4.004e+10,0.64,9.164e+09,0.229,7.767e+09,1.33,NA,NA,5.848e+09,7.75,1.0173e+10,-1.008e+09,9.165e+09,1.36,3.2188e+10,0.175,0.194,0.54,0.1041,0.1874,0.139,16.11,0.0279,0.0307,0.0252,0.2289,1.18,2.67,2.33,1.83,0.28,36.95,30.44,19.9,47.48,9.88,11.99,10.03,0.54
"1014","CSCO",2011-07-01,2011,4.3218e+10,0.614,8.473e+09,0.196,6.49e+09,1.17,0.12,0.047,5.563e+09,8.68,1.0079e+10,-1.174e+09,8.905e+09,1.64,3.9725e+10,0.1706,0.1502,0.51,0.0772,0.1419,0.1048,13.46,-0.0092,-0.0284,0.0272,0.206,1.37,3.27,2.99,1.84,0.34,40.65,30.77,19.37,52.05,8.98,11.86,11,0.51
"1015","CSCO",2012-07-01,2012,4.6061e+10,0.612,1.0369e+10,0.225,8.041e+09,1.49,0.28,0.188,5.404e+09,9.68,1.1491e+10,-1.126e+09,1.0365e+10,1.91,4.4202e+10,0.2085,0.1746,0.52,0.0899,0.1632,0.1215,18.05,0.1401,0.164,0.0244,0.225,1.29,3.49,3.2,1.79,0.32,35.92,32.19,17.74,50.38,10.16,11.34,12.59,0.52
"1016","CSCO",2013-07-01,2013,4.8607e+10,0.606,1.1301e+10,0.232,9.983e+09,1.86,0.62,0.294,5.38e+09,10.54,1.2894e+10,-1.16e+09,1.1734e+10,2.03,4.3329e+10,0.1108,0.2054,0.5,0.1035,0.1808,0.1388,20.26,0.1221,0.1321,0.0239,0.2414,1.18,2.95,2.71,1.71,0.22,36.94,29.89,17.98,48.85,9.88,12.21,14.46,0.5
"1017","CSCO",2014-07-01,2014,4.7142e+10,0.589,9.763e+09,0.207,7.853e+09,1.49,0.72,0.473,5.281e+09,10.92,1.2332e+10,-1.275e+09,1.1057e+10,2.14,4.7305e+10,0.1917,0.1666,0.46,0.0761,0.1357,0.1014,18.23,-0.0436,-0.0577,0.027,0.2345,1.41,3.39,3.1,1.86,0.36,41.14,28.89,19.42,50.61,8.87,12.63,14.34,0.46
"1018","CSCO",2015-07-01,2015,4.9161e+10,0.604,1.1254e+10,0.229,8.981e+09,1.75,0.8,0.454,5.146e+09,11.57,1.2552e+10,-1.227e+09,1.1325e+10,2.09,5.266e+10,0.1982,0.1827,0.45,0.0822,0.1544,0.1085,20.79,0.0178,0.0242,0.025,0.2304,1.26,3.23,2.97,1.9,0.36,38.98,30.15,20.01,49.12,9.36,12.11,14.93,0.45
"1019","CSCO",2016-07-01,2016,4.9247e+10,0.629,1.2928e+10,0.263,1.0739e+10,2.11,0.94,0.441,5.088e+09,12.4,1.357e+10,-1.146e+09,1.2424e+10,2.49,5.3808e+10,0.1688,0.2181,0.42,0.0913,0.1742,0.1181,20.11,0.0811,0.097,0.0233,0.2523,1.16,3.16,3.05,1.91,0.39,41.47,28.38,21.56,48.3,8.8,12.86,14.4,0.42
"1020","CSCO",2017-07-01,2017,4.8005e+10,0.63,1.2729e+10,0.265,9.609e+09,1.9,1.1,0.543,5.049e+09,13.12,1.3876e+10,-9.64e+08,1.2912e+10,2.5,5.612e+10,0.218,0.2002,0.38,0.0764,0.1481,0.0962,15.27,0.0226,0.0393,0.0201,0.269,1.34,3.03,2.92,1.96,0.39,41.79,29.08,25.05,45.82,8.73,12.55,14.06,0.38
"1021","CSX",2008-12-01,2008,1.1255e+10,0.664,3.618e+09,0.321,1.365e+09,1.11,0.26,0.231,1.226e+09,6.8,2.914e+09,-1.74e+09,1.174e+09,0.96,-1.3e+07,0.3639,0.1213,0.43,0.0527,0.1632,0.1051,5.13,NA,NA,0.1546,0.1043,0.86,0.99,0.77,3.27,0.93,36.99,22.08,94.15,-35.09,9.87,16.53,0.51,0.43
"1022","CSX",2009-12-01,2009,9.041e+09,0.728,3.052e+09,0.338,1.143e+09,0.96,0.29,0.307,1.187e+09,7.49,2.06e+09,-1.447e+09,6.13e+08,0.52,7.05e+08,0.3543,0.1274,0.34,0.0432,0.1364,0.092,4.16,NA,NA,0.16,0.0678,0.54,1.37,1.12,3.06,0.89,42.43,31.45,145.28,-71.4,8.6,11.6,0.39,0.34
"1023","CSX",2010-12-01,2010,1.0636e+10,0.289,3.071e+09,0.289,1.563e+09,1.35,0.33,0.241,1.154e+09,7.81,3.246e+09,-1.825e+09,1.421e+09,1.23,3.18e+08,0.3861,0.147,0.39,0.0567,0.1783,0.1112,5.57,NA,NA,0.1716,0.1336,0.91,1.13,0.92,3.24,0.93,34.11,26.38,126.11,-65.63,10.7,13.84,0.45,0.39
"1024","CSX",2011-12-01,2011,1.1795e+10,0.294,3.47e+09,0.294,1.854e+09,1.7,0.37,0.205,1.089e+09,7.87,3.491e+09,-2.297e+09,1.194e+09,1.26,2.48e+08,0.3691,0.1552,0.41,0.0632,0.2126,0.1237,6.23,7.55,NA,0.1947,0.1012,0.64,1.09,0.91,3.49,1.03,32.98,19.55,93.6,-41.07,11.07,18.67,0.48,0.41
"1025","CSX",2012-12-01,2012,1.1763e+10,0.294,3.464e+09,0.294,1.863e+09,1.79,0.54,0.302,1.04e+09,8.81,2.946e+09,-2.341e+09,6.05e+08,0.58,1.74e+08,0.3728,0.1582,0.39,0.062,0.2133,0.1211,6.24,NA,NA,0.199,0.0514,0.32,1.07,0.89,3.4,1.01,32.46,11.3,47.52,-3.76,11.24,32.29,0.46,0.39
"1026","CSX",2013-12-01,2013,1.2026e+10,0.289,3.473e+09,0.289,1.864e+09,1.83,0.59,0.312,1.019e+09,9.76,3.267e+09,-2.313e+09,9.54e+08,0.92,1.78e+08,0.3621,0.1551,0.39,0.0598,0.1916,0.1142,6.2,NA,NA,0.1923,0.0793,0.51,1.07,0.88,3.03,0.86,30.56,11.22,42.06,-0.27,11.94,32.52,0.45,0.39
"1027","CSX",2014-12-01,2014,1.2669e+10,0.285,3.613e+09,0.285,1.927e+09,1.92,0.63,0.335,1.002e+09,11.21,3.343e+09,-2.449e+09,8.94e+08,0.88,4.65e+08,0.367,0.152,0.39,0.0594,0.178,0.1108,6.59,2.33,-6.29,0.1933,0.0706,0.46,1.22,0.99,2.96,0.85,31.42,10.58,36.31,5.68,11.62,34.5,0.45,0.39
"1028","CSX",2015-12-01,2015,1.1811e+10,0.3,3.544e+09,0.3,1.968e+09,2,0.7,0.354,9.84e+08,12.05,3.37e+09,-2.562e+09,8.08e+08,0.76,1.014e+09,0.3728,0.1665,0.35,0.0578,0.1725,0.1066,6.77,0.81,-9.62,0.2169,0.0684,0.41,1.52,1.24,3.01,0.92,32.62,13.82,35.69,10.75,11.19,26.41,0.4,0.35
"1029","CSX",2016-12-01,2016,1.1069e+10,0.302,3.339e+09,0.302,1.714e+09,1.81,0.72,0.4,9.48e+08,12.56,3.041e+09,-2.398e+09,6.43e+08,1.15,4.47e+08,0.3747,0.1548,0.31,0.0486,0.1468,0.0913,5.73,-9.76,NA,0.2166,0.0581,0.38,1.22,0.96,3.03,0.94,31.65,17.99,37.31,12.34,11.53,20.29,0.36,0.31
"1030","CSX",2017-12-01,2017,1.1408e+10,0.331,3.773e+09,0.331,5.471e+09,5.99,0.78,0.391,9.14e+08,12.23,3.472e+09,-2.04e+09,1.432e+09,1.24,2.1e+07,NA,0.4795,0.32,0.1538,0.4146,0.234,6.75,NA,NA,0.1788,0.1255,0.26,1.01,0.73,2.43,0.8,30.52,18.62,39.51,9.63,11.96,19.6,0.36,0.32
"1031","CTL",2008-12-01,2008,2.6e+09,0.632,7.21e+08,0.277,3.66e+08,3.52,1.53,0.431,1.03e+08,31.59,8.53e+08,-2.87e+08,5.66e+08,5.51,9.7e+07,0.347,0.1407,0.32,0.0445,0.1114,0.0567,NA,-0.1715,-0.1953,0.1103,0.2179,1.55,1.21,1.03,2.61,1.04,26.46,3.33,59.8,-30.02,13.8,109.7,0.86,0.32
"1032","CTL",2009-12-01,2009,4.974e+09,0.648,1.233e+09,0.248,6.47e+08,3.23,2.8,1.098,1.99e+08,31.62,1.574e+09,-7.57e+08,8.17e+08,4.11,-5.84e+08,0.3706,0.1301,0.32,0.042,0.1025,0.0743,3.2,0.8443,0.4425,0.1521,0.1643,1.26,0.66,0.56,2.38,0.77,30.8,4.65,55.18,-19.74,11.85,78.54,0.83,0.32
"1033","CTL",2010-12-01,2010,7.042e+09,0.639,2.06e+09,0.293,9.48e+08,3.13,2.9,0.927,3.01e+08,31.62,2.045e+09,-8.64e+08,1.181e+09,3.92,1.32e+08,0.3805,0.1346,0.32,0.0425,0.0992,0.0757,3.75,0.2993,0.4452,0.1227,0.1677,1.25,1.13,0.98,2.29,0.76,36.24,5.18,52.58,-11.15,10.07,70.4,0.79,0.32
"1034","CTL",2011-12-01,2011,1.5351e+10,0.588,2.025e+09,0.132,5.73e+08,1.07,2.9,1.757,5.34e+08,35.53,4.201e+09,-2.411e+09,1.79e+09,4.97,-4.96e+08,0.3956,0.0373,0.39,0.0147,0.0376,0.041,1.88,1.0546,0.5157,0.1571,0.1166,3.12,0.88,0.52,2.7,1.03,31.68,NA,49.01,NA,11.52,NA,1.09,0.39
"1035","CTL",2012-12-01,2012,1.8376e+10,0.584,2.713e+09,0.148,7.77e+08,1.25,2.9,2.32,6.22e+08,30.83,6.065e+09,-2.919e+09,3.146e+09,5.06,-9.82e+08,0.3784,0.0422,0.33,0.0141,0.0387,0.0387,1.95,0.4437,0.7575,0.1588,0.1712,4.05,0.79,0.47,2.8,1.01,37.08,5.97,62.26,-19.2,9.84,61.11,0.96,0.33
"1036","CTL",2013-12-01,2013,1.8095e+10,0.585,2.545e+09,0.141,-2.39e+08,-0.4,2.16,NA,6.01e+08,28.64,5.559e+09,-3.048e+09,2.511e+09,4.39,-5.02e+08,2.067,-0.0132,0.34,-0.0045,-0.0131,0.0155,1.17,-0.0834,-0.2018,0.1684,0.1388,-10.51,0.89,0.49,3.01,1.17,36.75,7.1,56.35,-12.5,9.93,51.42,0.96,0.34
"1037","CTL",2014-12-01,2014,1.8031e+10,0.565,2.41e+09,0.134,7.72e+08,1.36,2.16,1.531,5.7e+08,28.93,5.188e+09,-3.047e+09,2.141e+09,3.72,-3.42e+08,0.3045,0.0428,0.35,0.0151,0.0479,0.0456,1.85,-0.0667,-0.1474,0.169,0.1187,2.77,0.91,0.54,3.34,1.34,37.28,6.95,54.36,-10.13,9.79,52.48,0.97,0.35
"1038","CTL",2015-12-01,2015,1.79e+10,0.565,2.579e+09,0.144,8.78e+08,1.58,2.16,1.662,5.55e+08,26.2,5.152e+09,-2.872e+09,2.28e+09,3.98,-1.954e+09,0.3328,0.0491,0.37,0.018,0.0604,0.0501,2,-0.0069,0.0649,0.1604,0.1274,2.6,0.58,0.45,3.39,1.33,36.81,6.47,51.48,-8.2,9.92,56.36,0.98,0.37
"1039","CTL",2016-12-01,2016,1.747e+10,0.555,2.333e+09,0.134,6.26e+08,1.16,2.16,1.278,5.41e+08,25.42,4.608e+09,-2.981e+09,1.627e+09,3.45,-1.87e+08,0.3863,0.0358,0.37,0.0132,0.0456,0.0426,1.77,-0.1056,-0.2864,0.1706,0.0931,2.6,0.96,0.42,3.5,1.36,38.34,6.53,50.4,-5.53,9.52,55.93,1,0.37
"1040","CTL",2017-12-01,2017,1.7656e+10,0.535,2.009e+09,0.114,1.389e+09,2.21,2.16,3.724,6.29e+08,12.12,3.878e+09,-3.106e+09,7.72e+08,0.85,-6.63e+08,NA,0.0787,0.28,0.0227,0.0753,0.0483,1.36,-0.1584,-0.5255,0.1759,0.0437,0.56,0.86,0.69,3.22,1.59,42.66,5.82,60.83,-12.34,8.56,62.62,0.8,0.28
"1041","CTSH",2008-12-01,2008,2.816e+09,0.442,5.17e+08,0.183,4.31e+08,0.72,NA,NA,5.98e+08,3.38,4.3e+08,-1.69e+08,2.6e+08,0.44,1.081e+09,0.1637,0.153,1.33,0.2045,0.2509,0.2509,NA,0.248,0.6082,0.0602,0.0924,0.6,3.79,3.46,1.21,NA,65.84,NA,8.84,NA,5.54,NA,6.94,1.33
"1042","CTSH",2009-12-01,2009,3.279e+09,0.436,6.18e+08,0.189,5.35e+08,0.89,NA,NA,6.02e+08,4.46,6.72e+08,-7.7e+07,5.96e+08,0.99,1.661e+09,0.1601,0.1632,1.15,0.1873,0.2316,0.2259,NA,0.5646,1.2885,0.0234,0.1817,1.11,3.57,3.26,1.26,NA,71.74,NA,9.34,NA,5.09,NA,7,1.15
"1043","CTSH",2010-12-01,2010,4.592e+09,0.422,8.62e+08,0.188,7.34e+08,1.19,NA,NA,6.18e+08,5.9,7.65e+08,-1.86e+08,5.79e+08,0.94,2.588e+09,0.1651,0.1597,1.16,0.1852,0.2352,0.2283,NA,0.1373,-0.0278,0.0404,0.1261,0.79,3.78,3.48,1.28,NA,68.49,NA,8.94,NA,5.33,NA,8.73,1.16
"1044","CTSH",2011-12-01,2011,6.121e+09,0.422,1.136e+09,0.186,8.84e+08,1.43,NA,NA,6.21e+08,6.5,8.75e+08,-2.88e+08,5.87e+08,1.2,2.876e+09,0.2442,0.1444,1.21,0.1751,0.2345,0.2266,NA,0.1445,0.0134,0.0471,0.0959,0.66,3.38,3.1,1.39,NA,65.39,NA,7.61,NA,5.58,NA,9.22,1.21
"1045","CTSH",2012-12-01,2012,7.346e+09,0.418,1.361e+09,0.185,1.051e+09,1.72,NA,NA,6.12e+08,8.05,1.173e+09,-3.34e+08,8.38e+08,1.37,3.437e+09,0.2424,0.1431,1.22,0.1748,0.2387,0.2311,NA,0.3399,0.428,0.0455,0.1141,0.8,3.5,3.19,1.34,NA,62.72,NA,7.72,NA,5.82,NA,8.5,1.22
"1046","CTSH",2013-12-01,2013,8.843e+09,0.405,1.678e+09,0.19,1.228e+09,2.02,NA,NA,6.1e+08,9.29,1.424e+09,-2.62e+08,1.162e+09,1.64,4.373e+09,0.2721,0.1389,1.2,0.1668,0.2236,0.2171,NA,0.2142,0.3866,0.0296,0.1314,0.95,3.46,3.17,1.34,NA,61.8,NA,7.7,NA,5.91,NA,8.62,1.2
"1047","CTSH",2014-12-01,2014,1.0263e+10,0.402,1.885e+09,0.184,1.439e+09,2.35,NA,NA,6.13e+08,12.11,1.473e+09,-2.12e+08,1.261e+09,2.3,4.158e+09,0.252,0.1402,1.03,0.1444,0.2074,0.1626,780.59,0.0346,0.0849,0.0207,0.1228,0.88,2.6,2.34,1.51,0.12,64.33,NA,7.7,NA,5.67,NA,8.82,1.03
"1048","CTSH",2015-12-01,2015,1.2416e+10,0.401,2.142e+09,0.173,1.624e+09,2.65,NA,NA,6.13e+08,14.49,2.153e+09,-2.73e+08,1.881e+09,2.47,5.194e+09,0.2496,0.1308,1,0.131,0.1908,0.1579,123.24,0.4618,0.4915,0.022,0.1515,1.16,2.91,2.79,1.41,0.1,62.05,NA,7.63,NA,5.88,NA,9.86,1
"1049","CTSH",2016-12-01,2016,1.3487e+10,0.399,2.289e+09,0.17,1.553e+09,2.55,NA,NA,6.1e+08,16.93,1.621e+09,-3e+08,1.321e+09,2.34,6.182e+09,0.3415,0.1151,0.99,0.1137,0.1553,0.1344,125.05,-0.2472,-0.2975,0.0222,0.0979,0.85,3.56,3.34,1.33,0.07,65.07,NA,7.66,NA,5.61,NA,10.45,0.99
"1050","CTSH",2017-12-01,2017,1.481e+10,0.382,2.481e+09,0.168,1.504e+09,2.53,0.45,0.092,5.95e+08,18.67,2.407e+09,-2.84e+08,2.123e+09,3.1,6.272e+09,0.4343,0.1016,1,0.102,0.1406,0.1242,116.43,0.4849,0.6071,0.0192,0.1433,1.41,3.21,2.92,1.43,0.07,66.8,NA,7.68,NA,5.46,NA,11.24,1
"1051","CTXS",2008-12-01,2008,1.583e+09,0.889,1.71e+08,0.108,1.78e+08,0.96,NA,NA,1.87e+08,10.56,4.62e+08,-2.21e+08,2.41e+08,1.29,2.09e+08,0.0947,0.1126,0.61,0.0682,0.0949,0.08,444.52,0.0896,-0.2816,0.1399,0.152,1.35,1.29,1.1,1.4,NA,52.69,21.73,106.56,-32.13,6.92,16.8,8.14,0.61
"1052","CTXS",2009-12-01,2009,1.614e+09,0.884,2.05e+08,0.127,1.91e+08,1.03,NA,NA,1.85e+08,11.98,4.84e+08,-8e+07,4.04e+08,2.19,2.05e+08,0.0148,0.1183,0.56,0.066,0.093,0.0862,456.15,0.0473,0.6807,0.0493,0.2506,2.12,1.25,1.08,1.41,NA,60.63,19.38,101.35,-21.35,6.02,18.83,6.43,0.56
"1053","CTXS",2010-12-01,2010,1.875e+09,0.876,3.22e+08,0.172,2.77e+08,1.46,NA,NA,1.9e+08,13.62,6.16e+08,-9.2e+07,5.24e+08,2.75,4.5e+08,0.1719,0.1478,0.55,0.0816,0.1169,0.1119,729.86,0.2734,0.2961,0.0491,0.2796,1.89,1.44,1.25,1.45,NA,66.52,12.78,100.63,-21.33,5.49,28.56,7.52,0.55
"1054","CTXS",2011-12-01,2011,2.206e+09,0.867,4.17e+08,0.189,3.56e+08,1.87,NA,NA,1.91e+08,14.31,6.79e+08,-1.27e+08,5.52e+08,2.93,1.94e+08,0.1739,0.1615,0.57,0.0913,0.1349,0.1306,NA,0.1019,0.0526,0.0577,0.2501,1.55,1.16,1.04,1.5,NA,71.36,10.02,80.11,1.27,5.11,36.44,8.35,0.57
"1055","CTXS",2012-12-01,2012,2.586e+09,0.844,3.91e+08,0.151,3.53e+08,1.86,NA,NA,1.89e+08,16.75,8.19e+08,-1.51e+08,6.68e+08,3.53,3.71e+08,0.1406,0.1363,0.58,0.0793,0.1205,0.1175,NA,0.2053,0.2103,0.0583,0.2582,1.89,1.28,1.16,1.54,NA,78.71,8.68,58.32,29.07,4.64,42.03,8.91,0.58
"1056","CTXS",2013-12-01,2013,2.918e+09,0.828,3.81e+08,0.13,3.4e+08,1.8,NA,NA,1.88e+08,18.55,9.28e+08,-1.75e+08,7.53e+08,3.84,9.9e+07,0.1247,0.1163,0.58,0.0678,0.1054,0.1032,NA,0.1342,0.128,0.06,0.2581,2.22,1.07,0.95,1.57,NA,80.4,9.01,54.29,35.13,4.54,40.5,9.09,0.58
"1057","CTXS",2014-12-01,2014,3.143e+09,0.803,3.29e+08,0.105,2.52e+08,1.47,NA,NA,1.71e+08,13.04,8.46e+08,-1.79e+08,6.67e+08,4.04,9.8e+07,0.087,0.0801,0.59,0.0469,0.0916,0.0666,10.73,-0.0887,-0.1147,0.057,0.2122,2.65,1.06,0.92,2.54,0.59,77.19,7.86,46.59,38.46,4.73,46.42,8.89,0.59
"1058","CTXS",2015-12-01,2015,2.646e+09,0.821,3.69e+08,0.139,3.19e+08,1.99,NA,NA,1.6e+08,13.55,1.035e+09,-1.72e+08,8.62e+08,4.7,3e+06,NA,0.0975,0.6,0.0581,0.154,0.1038,8.06,0.2229,0.2931,0.0651,0.3259,2.7,1,0.92,2.78,0.67,74.86,6.87,52.07,29.67,4.88,53.1,8.83,0.6
"1059","CTXS",2016-12-01,2016,2.736e+09,0.852,6.28e+08,0.229,5.36e+08,3.41,NA,NA,1.57e+08,15.61,1.116e+09,-1.61e+08,9.55e+08,6.16,-5.37e+08,0.1308,0.1568,0.58,0.0903,0.23,0.1524,14.72,0.0786,0.1078,0.0587,0.3492,1.78,0.83,0.78,2.38,NA,74.49,7.52,58.53,23.48,4.9,48.56,9.53,0.58
"1060","CTXS",2017-12-01,2017,2.825e+09,0.844,6.46e+08,0.229,-2.1e+07,-0.13,NA,NA,1.56e+08,13.89,9.08e+08,-8.8e+07,8.2e+08,4.96,9.34e+08,0.9601,-0.0073,0.46,-0.0034,-0.0113,-0.0016,11.66,-0.186,-0.1417,0.0313,0.2903,-39.58,1.55,1.46,5.86,2.14,92.94,10.97,62.66,41.25,3.93,33.26,9.47,0.46
"1061","CVS",2008-12-01,2008,8.7472e+10,0.209,6.046e+09,0.069,3.212e+09,2.18,0.26,0.113,1.469e+09,23.94,3.947e+09,-2.18e+09,1.767e+09,1.2,3.036e+09,0.396,0.0366,1.51,0.0553,0.0976,0.0729,NA,NA,NA,0.0249,0.0202,0.55,1.23,0.5,1.77,0.23,20.79,45.27,19.5,46.55,17.56,8.06,12.52,1.51
"1062","CVS",2009-12-01,2009,9.8215e+10,0.207,6.425e+09,0.065,3.696e+09,2.55,0.3,0.119,1.45e+09,25.71,4.035e+09,-2.548e+09,1.487e+09,1.03,5.237e+09,0.3729,0.0374,1.61,0.0603,0.1054,0.0865,12.16,2.23,NA,0.0259,0.0151,0.4,1.43,0.53,1.72,0.24,20.04,45.41,17.15,48.31,18.21,8.04,12.3,1.61
"1063","CVS",2010-12-01,2010,9.5778e+10,0.211,6.137e+09,0.064,3.427e+09,2.49,0.35,0.14,1.377e+09,27.66,4.779e+09,-2.005e+09,2.774e+09,2.01,6.636e+09,0.3891,0.0355,1.56,0.0554,0.0933,0.0793,11.44,NA,NA,0.0209,0.029,0.81,1.6,0.57,1.65,0.23,19.65,50.42,18.18,51.89,18.57,7.24,11.87,1.56
"1064","CVS",2011-12-01,2011,1.0708e+11,0.192,6.331e+09,0.059,3.462e+09,2.57,0.5,0.184,1.347e+09,28.88,5.856e+09,-1.872e+09,3.984e+09,3.69,6.638e+09,0.393,0.0323,1.69,0.0546,0.0914,0.0796,10.77,NA,NA,0.0175,0.0372,1.15,1.56,0.62,1.7,0.24,18.7,43.74,17.71,44.73,19.52,8.34,12.76,1.69
"1065","CVS",2012-12-01,2012,1.2312e+11,0.183,7.21e+09,0.059,3.864e+09,3.02,0.65,0.214,1.28e+09,30.63,6.671e+09,-2.03e+09,4.641e+09,3.63,6.062e+09,0.3861,0.0315,1.89,0.0594,0.1024,0.0883,12.27,NA,NA,0.0165,0.0377,1.2,1.44,0.57,1.75,0.24,18.56,37.73,17.12,39.17,19.67,9.67,14.4,1.89
"1066","CVS",2013-12-01,2013,1.26761e+11,0.188,8.037e+09,0.063,4.592e+09,3.74,0.9,0.233,1.226e+09,32.66,5.783e+09,-1.984e+09,3.799e+09,3.17,9.9e+09,0.3889,0.0362,1.84,0.0668,0.1214,0.0992,15.56,NA,NA,0.0157,0.03,0.83,1.64,0.84,1.89,0.34,21.89,38.64,18.82,41.71,16.68,9.45,14.7,1.84
"1067","CVS",2014-12-01,2014,1.39367e+11,0.182,8.799e+09,0.063,4.644e+09,3.96,1.1,0.271,1.169e+09,33.42,8.137e+09,-2.136e+09,6.001e+09,3.52,6.956e+09,0.395,0.0333,1.91,0.0637,0.1224,0.0979,13.48,NA,NA,0.0153,0.0431,1.29,1.37,0.64,1.96,0.31,24.12,36.78,19.36,41.53,15.14,9.92,15.96,1.91
"1068","CVS",2015-12-01,2015,1.5329e+11,0.173,9.475e+09,0.062,5.237e+09,4.63,1.4,0.3,1.126e+09,33.76,8.412e+09,-2.367e+09,6.045e+09,5.35,7.209e+09,0.393,0.0342,1.83,0.0624,0.1394,0.0994,11.03,3.38,0.73,0.0154,0.0394,1.15,1.31,0.62,2.52,0.71,25.69,37.33,20.21,42.81,14.21,9.78,16.4,1.83
"1069","CVS",2016-12-01,2016,1.77526e+11,0.163,1.0366e+10,0.058,5.317e+09,4.9,1.7,0.349,1.079e+09,33.88,1.0069e+10,-2.224e+09,7.845e+09,8.28,4.792e+09,0.384,0.03,1.89,0.0565,0.1437,0.0925,9.01,NA,NA,0.0125,0.0442,1.48,1.18,0.6,2.56,0.7,24.73,35.31,18.95,41.08,14.76,10.34,17.72,1.89
"1070","CVS",2017-12-01,2017,1.84765e+11,0.154,9.517e+09,0.052,6.622e+09,6.44,2,0.398,1.024e+09,34.38,8.007e+09,-1.918e+09,6.089e+09,7.87,5.81e+08,0.198,0.0358,1.95,0.0699,0.1777,0.1156,8.79,NA,NA,0.0104,0.033,0.92,1.01,0.48,2.52,0.59,25.03,35.11,19.64,40.51,14.58,10.4,18.05,1.95
