"","Ticker","Date","Year","Revenue","GrossMargin","OperatingIncome","OperatingMargin","NetIncome","EarningsPerShare","Dividends","PayoutRatio","Shares","BookValuePerShare","OperatingCashFlow","CapSpending","FreeCashFlow","FreeCashFlowPerShare","WorkingCapital","TaxRate","NetMargin","AssetTurnover_Average","Roa","Roe","Roic","InterestCoverage","OperatingCashFlowGrowth_YOY","FreeCashFlowGrowth_YOY","CapEAsPercentageOfSales","FreeCashFlowSales","FreeCashFlowNetIncome","CurrentRatio","QuickRatio","FinancialLeverage","DebtEquity","DaysSalesOutstanding","DaysInventory","PayablesPeriod","CashConversionCycle","ReceivablesTurnover","InventoryTurnover","FixedAssetsTurnover","AssetTurnover"
"1998","JNPR",2015-12-01,2015,4.858e+09,0.634,9.11e+08,0.188,6.34e+08,1.59,0.4,NA,3.99e+08,11.53,8.93e+08,-2.1e+08,6.82e+08,2.13,1.111e+09,0.2564,0.1305,0.57,0.0745,0.1335,0.1038,11.23,0.1691,0.1958,0.0433,0.1404,1.08,1.62,1.51,1.88,0.36,51.83,12.42,40.4,23.85,7.04,29.38,5.05,0.57
"1999","JNPR",2016-12-01,2016,4.99e+09,0.622,8.93e+08,0.179,5.93e+08,1.53,0.4,0.259,3.88e+08,12.52,1.106e+09,-2.14e+08,8.91e+08,1.72,2.236e+09,0.2837,0.1188,0.55,0.0649,0.1243,0.089,NA,0.2392,0.3065,0.043,0.1786,1.5,2.29,2.1,1.95,0.43,67.1,14.92,36.81,45.22,5.44,24.46,4.79,0.55
"2000","JNPR",2017-12-01,2017,5.027e+09,0.611,9.14e+08,0.182,3.06e+08,0.8,0.4,0.239,3.84e+08,14.11,1.26e+09,-1.51e+08,1.109e+09,3.17,2.446e+09,0.6228,0.0609,0.52,0.0314,0.0635,0.0482,9.02,0.1393,0.2441,0.0301,0.2206,3.62,2.41,2.23,2.1,0.46,69.2,16.93,40.94,45.19,5.27,21.56,4.82,0.52
"2001","JPM",2008-12-01,2008,6.7252e+10,NA,NA,NA,5.605e+09,1.35,1.52,1.81,3.522e+09,36.16,2.3098e+10,NA,2.3098e+10,6.41,NA,NA,0.0833,0.03,0.003,0.0434,NA,NA,NA,NA,NA,0.3435,4.12,NA,NA,16.12,2.99,NA,NA,NA,NA,NA,NA,6.95,0.03
"2002","JPM",2009-12-01,2009,1.00434e+11,NA,NA,NA,1.1728e+10,2.26,0.2,0.089,3.88e+09,39.88,1.21897e+11,NA,1.21897e+11,31.42,NA,0.2748,0.0874,0.05,0.0042,0.0601,NA,NA,NA,NA,NA,1.2137,10.39,NA,NA,12.93,1.69,NA,NA,NA,NA,NA,NA,9.49,0.05
"2003","JPM",2010-12-01,2010,1.02694e+11,NA,NA,NA,1.737e+10,3.96,0.2,0.051,3.977e+09,43.04,-3.752e+09,NA,-3.752e+09,-0.94,NA,0.3013,0.1535,0.05,0.0076,0.0969,NA,NA,NA,NA,NA,-0.0365,-0.22,NA,NA,12.58,1.81,NA,NA,NA,NA,NA,NA,8.39,0.05
"2004","JPM",2011-12-01,2011,9.7234e+10,NA,NA,NA,1.8976e+10,4.48,1,0.17,3.92e+09,46.25,9.5932e+10,NA,9.5932e+10,17.12,NA,0.2906,0.1807,0.04,0.008,0.1021,NA,NA,NA,NA,NA,0.9866,5.06,NA,NA,12.89,1.46,NA,NA,NA,NA,NA,NA,7.1,0.04
"2005","JPM",2012-12-01,2012,9.7031e+10,NA,NA,NA,2.1284e+10,5.2,1.2,0.231,3.822e+09,51.27,2.5079e+10,NA,2.5079e+10,6.56,NA,0.264,0.2049,0.04,0.0086,0.1072,NA,NA,NA,NA,NA,0.2585,1.18,NA,NA,12.1,1.41,NA,NA,NA,NA,NA,NA,6.79,0.04
"2006","JPM",2013-12-01,2013,9.7367e+10,NA,NA,NA,1.7886e+10,4.34,1.44,0.306,3.815e+09,52.05,1.07953e+11,NA,1.07953e+11,28.93,NA,0.3084,0.1718,0.04,0.007,0.084,NA,NA,NA,NA,NA,1.1087,6.04,NA,NA,12.08,1.48,NA,NA,NA,NA,NA,NA,6.57,0.04
"2007","JPM",2014-12-01,2014,9.5112e+10,NA,NA,NA,2.1745e+10,5.29,1.58,0.289,3.798e+09,56.86,3.6593e+10,NA,3.6593e+10,0.25,NA,0.2695,0.2133,0.04,0.0081,0.0975,NA,NA,NA,NA,NA,0.3847,1.68,NA,NA,12.14,1.45,NA,NA,NA,NA,NA,NA,6.28,0.04
"2008","JPM",2015-12-01,2015,9.3543e+10,NA,NA,NA,2.4442e+10,6,1.72,0.286,3.773e+09,59.96,7.3466e+10,NA,7.3466e+10,22.95,NA,0.2039,0.2395,0.03,0.0091,0.1034,NA,NA,NA,NA,NA,0.7854,3.01,NA,NA,10.62,1.4,NA,NA,NA,NA,NA,NA,6.34,0.03
"2009","JPM",2016-12-01,2016,9.5668e+10,NA,NA,NA,2.4733e+10,6.19,1.88,0.317,3.69e+09,64.1,2.0196e+10,NA,2.0196e+10,-0.69,NA,0.2838,0.2413,0.04,0.0095,0.1027,NA,NA,NA,NA,NA,0.2111,0.82,NA,NA,10.92,1.39,NA,NA,NA,NA,NA,NA,6.72,0.04
"2010","JPM",2017-12-01,2017,9.9624e+10,NA,NA,NA,2.4441e+10,6.31,2.12,0.294,3.577e+09,67.82,-2.501e+09,NA,-2.501e+09,6.41,NA,0.3192,0.2265,0.04,0.009,0.0986,NA,NA,NA,NA,NA,-0.0251,-0.1,NA,NA,11.03,1.12,NA,NA,NA,NA,NA,NA,7.04,0.04
"2011","JWN",2009-01-01,2009,8.573e+09,0.368,7.79e+08,0.091,4.01e+08,1.83,0.64,0.254,2.19e+08,5.39,8.48e+08,-5.63e+08,2.85e+08,1.29,1.616e+09,0.3812,0.0468,1.52,0.0712,0.3449,0.1093,NA,NA,NA,0.0657,0.0332,0.71,2.01,1.26,4.68,1.83,79.4,62.53,37.7,104.23,4.6,5.84,4.08,1.52
"2012","JWN",2010-01-01,2010,8.627e+09,0.382,8.34e+08,0.097,4.41e+08,2.01,0.64,0.416,2.19e+08,6.57,1.251e+09,-3.6e+08,8.91e+08,3.61,2.04e+09,0.3664,0.0511,1.41,0.0721,0.317,0.1348,5.7,NA,NA,0.0417,0.1033,2.02,2.01,1.41,4.19,1.44,84.13,61.59,44.15,101.57,4.34,5.93,3.87,1.41
"2013","JWN",2011-01-01,2011,9.7e+09,0.392,1.118e+09,0.115,6.13e+08,2.75,0.76,0.276,2.22e+08,9.27,1.177e+09,-3.99e+08,7.78e+08,3.5,2.945e+09,0.3814,0.0632,1.38,0.0873,0.3412,0.1539,8.45,-5.92,NA,0.0411,0.0802,1.27,2.57,1.88,3.69,1.37,76.41,58.03,48.65,85.78,4.78,6.29,4.25,1.38
"2014","JWN",2012-01-01,2012,1.086e+10,0.393,1.249e+09,0.115,6.83e+08,3.14,0.92,0.293,2.17e+08,9.42,1.177e+09,-5.11e+08,6.66e+08,3.06,2.985e+09,0.3896,0.0628,1.36,0.0856,0.3435,0.1465,9.48,NA,NA,0.0471,0.0613,0.98,2.16,1.52,4.34,1.61,66.86,58.83,48.81,76.88,5.45,6.2,4.54,1.36
"2015","JWN",2013-01-01,2013,1.2134e+10,0.388,1.345e+09,0.111,7.35e+08,3.56,1.08,0.318,2.06e+08,9.42,1.11e+09,-5.13e+08,5.97e+08,2.74,2.855e+09,0.3797,0.0605,1.47,0.0887,0.3799,0.1567,8.31,-5.69,NA,0.0423,0.0492,0.81,2.28,1.53,4.23,1.63,60.33,61.59,47.34,74.58,6.05,5.93,4.81,1.47
"2016","JWN",2014-01-01,2014,1.254e+10,0.383,1.35e+09,0.108,7.34e+08,3.71,1.2,0.313,1.97e+08,10.28,1.32e+09,-8.03e+08,5.17e+08,2.79,2.687e+09,0.3827,0.0585,1.51,0.0881,0.3676,0.1628,8.34,NA,NA,0.064,0.0412,0.7,2.06,1.33,4.12,1.49,60.56,68.19,53.64,75.11,6.03,5.35,4.54,1.51
"2017","JWN",2015-01-01,2015,1.3506e+10,0.378,1.323e+09,0.098,7.2e+08,3.72,1.32,0.343,1.93e+08,11.96,1.22e+09,-8.61e+08,3.59e+08,1.65,2.424e+09,0.3924,0.0533,1.52,0.0808,0.3186,0.1494,9.53,-7.58,NA,0.0637,0.0266,0.5,1.87,1.12,3.79,1.28,58.28,70.86,56.25,72.89,6.26,5.15,4.3,1.52
"2018","JWN",2016-01-01,2016,1.4437e+10,0.365,1.101e+09,0.076,6e+08,3.15,1.48,0.413,1.9e+08,8.12,2.451e+09,-1.082e+09,1.369e+09,6.96,1.03e+08,0.3852,0.0416,1.7,0.0708,0.3624,0.1464,8.8,NA,NA,0.0749,0.0948,2.28,1.04,0.27,8.84,3.21,30.4,73.22,52.79,50.83,12.01,4.99,4.08,1.7
"2019","JWN",2017-01-01,2017,1.4757e+10,0.36,1.002e+09,0.068,3.54e+08,2.02,1.48,0.8,1.75e+08,5.06,1.648e+09,-8.46e+08,8.02e+08,4.12,2.13e+08,0.4825,0.024,1.9,0.0455,0.4067,0.1166,6.61,NA,NA,0.0573,0.0543,2.27,1.07,0.4,9.03,3.18,4.88,74.26,51.5,27.64,74.71,4.92,3.87,1.9
"2020","JWN",2018-01-01,2018,1.5478e+10,0.361,9.26e+08,0.06,4.37e+08,2.59,1.48,0.519,1.69e+08,5.13,1.4e+09,-7.31e+08,6.69e+08,3.58,2.14e+08,0.4468,0.0282,1.93,0.0547,0.4732,0.1458,6.6,NA,NA,0.0472,0.0432,1.53,1.07,0.4,8.3,2.74,4.06,72.39,50.73,25.72,89.99,5.04,3.95,1.93
"2021","K",2008-12-01,2008,1.2822e+10,0.419,1.953e+09,0.152,1.148e+09,2.99,1.3,0.435,3.85e+08,3.79,1.267e+09,-4.61e+08,8.06e+08,2.09,-1.031e+09,0.297,0.0895,1.15,0.1028,0.5778,0.1862,6.3,-0.157,-0.2182,0.036,0.0629,0.7,0.71,0.39,7.56,2.81,26.93,44.58,54.25,17.26,13.55,8.19,4.33,1.15
"2022","K",2009-12-01,2009,1.2575e+10,0.429,2.001e+09,0.159,1.212e+09,3.16,1.43,0.453,3.84e+08,5.96,1.643e+09,-3.77e+08,1.266e+09,3.3,2.7e+08,0.2827,0.0964,1.14,0.1095,0.6516,0.2026,6.71,0.2968,0.5707,0.03,0.1007,1.04,1.12,0.62,4.93,2.13,28.43,45.9,56.19,18.14,12.84,7.95,4.23,1.14
"2023","K",2010-12-01,2010,1.2397e+10,0.431,2.037e+09,0.164,1.287e+09,3.4,1.56,0.473,3.78e+08,5.86,1.008e+09,-4.74e+08,5.34e+08,1.41,-2.69e+08,0.2882,0.1006,1.08,0.1082,0.563,0.1871,8.02,-0.3865,-0.5782,0.0382,0.0431,0.41,0.92,0.51,5.49,2.27,29.09,50.48,57.15,22.41,12.55,7.23,4.04,1.08
"2024","K",2011-12-01,2011,1.3198e+10,0.39,1.427e+09,0.108,8.66e+08,2.38,1.67,0.506,3.64e+08,6.39,1.595e+09,-5.94e+08,1.001e+09,1.6,-2.86e+08,0.2904,0.0933,1.11,0.1037,0.6284,0.1761,8.43,0.5823,0.8745,0.045,0.0758,1.16,0.91,0.5,6.76,2.86,25.8,51.52,55.06,22.27,14.15,7.08,4.12,1.11
"2025","K",2012-12-01,2012,1.4197e+10,0.383,1.562e+09,0.11,9.61e+08,2.67,1.74,0.652,3.6e+08,6.7,1.758e+09,-5.33e+08,1.225e+09,3.4,-1.143e+09,0.274,0.0677,1.05,0.071,0.4599,0.127,6.08,0.1022,0.2238,0.0375,0.0863,1.27,0.75,0.38,6.28,2.51,27.79,52,53.96,25.83,13.13,7.02,4.02,1.05
"2026","K",2013-12-01,2013,1.4792e+10,0.413,2.837e+09,0.192,1.807e+09,4.94,1.8,0.684,3.65e+08,7.81,1.807e+09,-6.37e+08,1.17e+09,3.12,-5.68e+08,0.3039,0.1222,0.96,0.1179,0.606,0.1857,12.09,0.0279,-0.0449,0.0431,0.0791,0.65,0.85,0.44,4.37,1.79,29.67,54.88,59.52,25.03,12.3,6.65,3.87,0.96
"2027","K",2014-12-01,2014,1.458e+10,0.347,1.024e+09,0.07,6.32e+08,1.75,1.9,0.39,3.6e+08,9.53,1.793e+09,-5.82e+08,1.211e+09,2.67,-1.024e+09,0.2255,0.0433,0.95,0.0413,0.1996,0.0754,4.95,-0.0077,0.035,0.0399,0.0831,1.92,0.77,0.39,5.43,2.13,29.04,48.46,56.76,20.74,12.57,7.53,3.82,0.95
"2028","K",2015-12-01,2015,1.3525e+10,0.346,1.091e+09,0.081,6.14e+08,1.72,1.98,1.913,3.56e+08,7.51,1.691e+09,-5.53e+08,1.138e+09,2.72,-2.503e+09,0.2057,0.0454,0.89,0.0404,0.2497,0.0792,4.41,-0.0569,-0.0603,0.0409,0.0841,1.85,0.56,0.28,7.17,2.49,30.43,52.19,70.88,11.73,12,6.99,3.66,0.89
"2029","K",2016-12-01,2016,1.3014e+10,0.365,1.395e+09,0.107,6.94e+08,1.96,2.04,1.015,3.54e+08,6.22,1.628e+09,-5.07e+08,1.121e+09,3.39,-1.534e+09,0.2513,0.0533,0.86,0.0457,0.3437,0.102,3.28,-0.0373,-0.0149,0.039,0.0861,1.62,0.66,0.34,7.91,3.51,31.68,54.98,86.64,0.01,11.52,6.64,3.62,0.86
"2030","K",2017-12-01,2017,1.2923e+10,0.389,1.946e+09,0.151,1.269e+09,3.62,2.12,0.938,3.5e+08,5.58,1.646e+09,-5.01e+08,1.145e+09,3.48,-1.443e+09,0.2461,0.0982,0.82,0.0807,0.6157,0.1426,7.54,0.0111,0.0214,0.0388,0.0886,0.9,0.68,0.37,7.39,3.54,33.02,56.71,98.93,-9.21,11.05,6.44,3.55,0.82
"2031","KEY",2008-12-01,2008,4.163e+09,NA,NA,NA,-1.468e+09,-3.36,1,NA,4.5e+08,14.97,-2.2e+08,-1.67e+08,-3.87e+08,-0.86,NA,NA,-0.3431,0.04,-0.0144,-0.1937,NA,NA,NA,NA,0.0401,-0.093,0.26,NA,NA,14.11,2.02,NA,NA,NA,NA,NA,NA,5.63,0.04
"2032","KEY",2009-12-01,2009,4.415e+09,NA,NA,NA,-1.335e+09,-2.34,0.09,NA,6.97e+08,9.04,2.32e+09,-2.29e+08,2.091e+09,3,NA,NA,-0.369,0.04,-0.0165,-0.2122,NA,NA,NA,NA,0.0519,0.4736,-1.57,NA,NA,11.75,1.46,NA,NA,NA,NA,NA,NA,3.62,0.04
"2033","KEY",2010-12-01,2010,4.289e+09,NA,NA,NA,5.54e+08,0.44,0.04,0.085,8.78e+08,9.52,2.724e+09,-1.56e+08,2.568e+09,2.92,NA,0.2346,0.1241,0.05,0.006,0.0679,NA,NA,NA,NA,0.0364,0.5987,4.64,NA,NA,10.96,1.26,NA,NA,NA,NA,NA,NA,3.57,0.05
"2034","KEY",2011-12-01,2011,3.772e+09,NA,NA,NA,9.2e+08,0.87,0.1,0.077,9.36e+08,10.08,1.89e+09,-1.58e+08,1.732e+09,2.69,NA,0.2743,0.1995,0.05,0.009,0.0904,NA,NA,NA,NA,0.0419,0.4592,1.88,NA,NA,9.23,0.99,NA,NA,NA,NA,NA,NA,3.7,0.05
"2035","KEY",2012-12-01,2012,3.93e+09,NA,NA,NA,8.58e+08,0.89,0.18,0.204,9.43e+08,10.78,1.355e+09,-1.52e+08,1.203e+09,1.28,NA,0.2183,0.207,0.05,0.0094,0.0853,NA,NA,NA,NA,0.0387,0.3061,1.4,NA,NA,8.94,0.67,NA,NA,NA,NA,NA,NA,3.58,0.05
"2036","KEY",2013-12-01,2013,3.94e+09,NA,NA,NA,9.1e+08,0.97,0.21,0.236,9.13e+08,11.13,1.579e+09,-1e+08,1.479e+09,1.76,NA,0.2375,0.2251,0.04,0.0097,0.0887,NA,NA,NA,NA,0.0254,0.3754,1.63,NA,NA,9.28,0.76,NA,NA,NA,NA,NA,NA,4.26,0.04
"2037","KEY",2014-12-01,2014,3.934e+09,NA,NA,NA,9e+08,0.99,0.25,0.235,8.78e+08,11.86,1.32e+09,-9.7e+07,1.223e+09,1.22,NA,0.2563,0.2232,0.04,0.0094,0.0867,NA,NA,NA,NA,0.0247,0.3109,1.36,NA,NA,9.16,0.76,NA,NA,NA,NA,NA,NA,4.56,0.04
"2038","KEY",2015-12-01,2015,4.069e+09,NA,NA,NA,9.16e+08,1.05,0.29,0.264,8.44e+08,12.46,1.131e+09,-7.5e+07,1.056e+09,1.2,NA,0.248,0.2195,0.04,0.0095,0.0863,NA,NA,NA,NA,0.0184,0.2595,1.15,NA,NA,9.1,0.96,NA,NA,NA,NA,NA,NA,5.02,0.04
"2039","KEY",2016-12-01,2016,4.755e+09,NA,NA,NA,7.91e+08,0.8,0.33,0.368,9.39e+08,12.81,1.689e+09,-1.45e+08,1.544e+09,1.86,NA,0.1849,0.1586,0.04,0.0065,0.0628,NA,NA,NA,NA,0.0305,0.3247,1.95,NA,NA,10.05,0.9,NA,NA,NA,NA,NA,NA,5.41,0.04
"2040","KEY",2017-12-01,2017,6.063e+09,NA,NA,NA,1.296e+09,1.13,0.38,0.313,1.089e+09,13.3,1.815e+09,-1.12e+08,1.703e+09,1.64,NA,0.3304,0.2022,0.04,0.0089,0.0889,NA,NA,7.46,NA,0.0185,0.2809,1.31,NA,NA,9.83,1.02,NA,NA,NA,NA,NA,NA,6.36,0.04
"2041","KIM",2008-12-01,2008,8.25e+08,0.738,2.86e+08,0.347,2.5e+08,0.78,1.68,2.153,2.59e+08,14.66,5.68e+08,-6.55e+08,-8.8e+07,-0.34,3.08e+08,0.0277,0.2671,0.08,0.0219,0.0515,0.0526,1.6,NA,NA,0.7945,-0.1062,-0.35,1.59,0.95,2.36,1.15,81.68,NA,1180.31,NA,4.47,NA,0.12,0.08
"2042","KIM",2009-12-01,2009,8.31e+08,0.72,2.63e+08,0.317,-4e+06,-0.15,0.72,NA,3.5e+08,11.96,4.04e+08,-5.18e+08,-1.14e+08,-0.33,3.25e+08,NA,-0.0607,0.09,-0.0052,-0.0116,0.0071,0.81,NA,NA,0.6232,-0.1375,28.97,1.64,0.87,2.09,0.91,45.67,NA,226.33,NA,7.99,NA,0.12,0.09
"2043","KIM",2010-12-01,2010,8.27e+08,0.725,2.63e+08,0.317,1.43e+08,0.22,0.66,3.474,4.06e+08,12.14,4.8e+08,-2.24e+08,2.55e+08,0.63,3.53e+08,0.0381,0.1018,0.09,0.0092,0.0187,0.0317,1.4,NA,NA,0.2715,0.309,1.79,2.29,1.75,1.99,0.82,49.57,NA,235.82,NA,7.36,NA,0.12,0.09
"2044","KIM",2011-12-01,2011,8.14e+08,0.729,2.51e+08,0.308,1.69e+08,0.27,0.73,3.272,4.08e+08,11.67,4.49e+08,-3.81e+08,6.7e+07,0.51,1.69e+08,0.2429,0.1197,0.09,0.0113,0.0228,0.0302,1.36,-6.53,NA,0.468,0.0828,0.4,1.6,1.05,2.05,0.87,55.84,NA,267.34,NA,6.54,NA,0.13,0.09
"2045","KIM",2012-12-01,2012,7.93e+08,0.739,2.43e+08,0.307,2.66e+08,0.42,0.78,2.888,4.07e+08,11.69,4.79e+08,-5.55e+08,-7.6e+07,-0.19,3.73e+08,0.1156,0.1872,0.1,0.0178,0.0365,0.042,1.15,6.79,NA,0.6995,-0.0957,-0.29,2.79,1.97,2.04,0.88,75.51,NA,223.43,NA,4.83,NA,0.13,0.1
"2046","KIM",2013-12-01,2013,8.62e+08,0.743,2.82e+08,0.327,2.36e+08,0.43,0.85,2.4,4.09e+08,11.46,5.7e+08,-4.62e+08,1.08e+08,0.52,3.53e+08,0.9958,0.188,0.1,0.0183,0.0379,0.0344,1.16,NA,NA,0.5364,0.1252,0.46,2.54,1.77,2.09,0.91,82.2,NA,175.16,NA,4.44,NA,0.13,0.1
"2047","KIM",2014-12-01,2014,9.94e+08,0.74,3.5e+08,0.352,4.24e+08,0.89,0.92,1.2,4.11e+08,11.44,6.29e+08,-5.83e+08,4.7e+07,-0.32,4.66e+08,0.2198,0.368,0.1,0.0367,0.0778,0.0574,1.5,NA,NA,0.5863,0.0469,0.11,2.94,2.18,2.15,0.97,80.97,NA,179.1,NA,4.51,NA,0.13,0.1
"2048","KIM",2015-12-01,2015,1.167e+09,0.75,3.89e+08,0.333,8.94e+08,2,0.97,0.75,4.13e+08,11.92,4.94e+08,-8.61e+08,-3.68e+08,-0.52,2.83e+08,0.3566,0.7124,0.11,0.0769,0.1693,0.0956,1.77,NA,NA,0.7382,-0.3151,-0.41,2.07,1.49,2.25,1.07,69.68,NA,167.57,NA,5.24,NA,0.13,0.11
"2049","KIM",2016-12-01,2016,1.171e+09,0.754,3.94e+08,0.337,3.79e+08,0.79,1.03,0.684,4.2e+08,12.47,5.92e+08,-4.71e+08,1.21e+08,-0.05,2.33e+08,1.0664,0.2841,0.1,0.0295,0.0646,0.0431,1.35,NA,NA,0.4023,0.1034,0.32,1.86,1.32,2.14,0.96,62.99,NA,180.84,NA,5.79,NA,0.12,0.1
"2050","KIM",2017-12-01,2017,1.201e+09,0.75,4.05e+08,0.337,4.26e+08,0.87,1.09,1.255,4.24e+08,12.24,6.14e+08,NA,6.14e+08,0.4,3.04e+08,NA,0.3084,0.1,0.0322,0.0695,0.0528,1.76,3.73,NA,NA,0.5115,1.44,1.97,1.47,2.18,1.02,60,NA,201.65,NA,6.08,NA,NA,0.1
"2051","KLAC",2008-06-01,2008,2.522e+09,0.546,4.99e+08,0.198,3.59e+08,1.95,0.6,0.308,1.84e+08,17.13,6.68e+08,-5.7e+07,6.11e+08,3.32,2.085e+09,0.359,0.1424,0.53,0.0758,0.11,0.0895,NA,0.0941,0.1593,0.0227,0.2422,1.7,3.19,2.14,1.62,0.25,77.72,158.51,31.31,204.93,4.69,2.3,6.84,0.53
"2052","KLAC",2009-06-01,2009,1.52e+09,0.431,-1.31e+08,-0.086,-5.23e+08,-3.07,0.6,NA,1.7e+08,12.79,1.96e+08,-2.2e+07,1.73e+08,1.02,1.835e+09,NA,-0.3443,0.36,-0.1238,-0.2026,-0.1508,-9.88,-0.7071,-0.716,0.0146,0.1141,-0.33,4.25,2.73,1.65,0.34,84.35,175.08,35.41,224.02,4.33,2.08,4.7,0.36
"2053","KLAC",2010-06-01,2010,1.821e+09,0.552,3.14e+08,0.173,2.12e+08,1.23,0.6,0.488,1.73e+08,13.37,4.48e+08,-3e+07,4.18e+08,2.41,2.064e+09,0.2709,0.1166,0.48,0.0565,0.0958,0.0801,6.34,1.2884,1.4075,0.0166,0.2294,1.97,3.67,2.56,1.74,0.36,65.18,172.72,38.35,199.54,5.6,2.11,6.89,0.48
"2054","KLAC",2011-06-01,2011,3.175e+09,0.603,1.16e+09,0.365,7.94e+08,4.66,1,0.215,1.7e+08,17.11,8.23e+08,-5.1e+07,7.72e+08,4.53,2.794e+09,0.2843,0.2502,0.74,0.1851,0.3111,0.2472,21.43,0.8382,0.8487,0.0161,0.2431,0.97,4.17,3.04,1.63,0.26,58.82,141.66,36.36,164.12,6.21,2.58,12.85,0.74
"2055","KLAC",2012-06-01,2012,3.172e+09,0.581,1.016e+09,0.32,7.56e+08,4.44,1.4,0.294,1.7e+08,18.95,9.42e+08,-5.8e+07,8.84e+08,5.29,3.301e+09,0.2239,0.2383,0.65,0.1547,0.2448,0.205,18.97,0.1439,0.1451,0.0182,0.2787,1.17,4.83,3.78,1.54,0.23,73.91,168.3,38.71,203.5,4.94,2.17,11.86,0.65
"2056","KLAC",2013-06-01,2013,2.843e+09,0.565,7.3e+08,0.257,5.43e+08,3.21,1.6,0.402,1.69e+08,20.83,9.13e+08,-7.5e+07,8.39e+08,5.53,3.49e+09,0.2135,0.1911,0.55,0.1046,0.1598,0.1384,13.75,-0.0302,-0.0514,0.0262,0.295,1.54,5.05,4.03,1.52,0.21,78.7,189.55,37.59,230.66,4.64,1.93,9.75,0.55
"2057","KLAC",2014-06-01,2014,2.929e+09,0.579,7.72e+08,0.264,5.83e+08,3.47,1.8,0.5,1.68e+08,22,7.79e+08,-6.8e+07,7.11e+08,3.75,3.691e+09,0.2066,0.1989,0.54,0.1077,0.163,0.1422,14.65,-0.1471,-0.1517,0.023,0.2428,1.22,5.12,4.1,1.51,0.2,63.39,191.08,32.43,222.03,5.76,1.91,9.22,0.54
"2058","KLAC",2015-06-01,2015,2.814e+09,0.568,6.61e+08,0.235,3.66e+08,2.24,2,0.915,1.64e+08,3.13,6.06e+08,-4.6e+07,5.6e+08,2.94,2.903e+09,0.1566,0.1301,0.54,0.0707,0.179,0.1106,5.1,-0.2221,-0.2126,0.0163,0.199,1.53,3.9,3,11.45,7.53,69.93,191.38,31.05,230.26,5.22,1.91,8.73,0.54
"2059","KLAC",2016-06-01,2016,2.984e+09,0.61,9.6e+08,0.322,7.04e+08,4.49,2.08,0.566,1.57e+08,3.06,7.6e+08,-3.2e+07,7.28e+08,4.38,2.866e+09,0.1792,0.236,0.61,0.1439,1.2686,0.2161,7.98,0.2538,0.2997,0.0106,0.2439,1.03,3.86,3.12,7.2,4.44,73.3,206.52,32.92,246.91,4.98,1.77,10.07,0.61
"2060","KLAC",2017-06-01,2017,3.48e+09,0.63,1.276e+09,0.367,9.26e+08,5.88,2.14,0.354,1.57e+08,7.32,1.08e+09,-3.9e+07,1.041e+09,5.95,3.099e+09,0.2107,0.2661,0.66,0.1765,0.9189,0.2434,10.58,0.4212,0.4301,0.0111,0.2992,1.12,3.4,2.79,4.17,2.02,62.11,202.92,35.98,229.04,5.88,1.8,12.38,0.66
"2061","KMB",2008-12-01,2008,1.9415e+10,0.302,2.547e+09,0.131,1.69e+09,4.04,2.32,0.571,4.19e+08,9.37,2.516e+09,-9.06e+08,1.61e+09,3.85,1.061e+09,0.27,0.087,1.06,0.0925,0.3714,0.1644,NA,0.0359,0.1184,0.0467,0.0829,0.95,1.22,0.6,4.66,1.26,47.49,66.46,38.65,75.3,7.69,5.49,2.46,1.06
"2062","KMB",2009-12-01,2009,1.9115e+10,0.336,2.825e+09,0.148,1.884e+09,4.52,2.4,0.531,4.17e+08,12.96,3.481e+09,-8.48e+08,2.633e+09,6.32,9.41e+08,0.2896,0.0986,1.02,0.101,0.4059,0.1996,10.37,0.3835,0.6354,0.0444,0.1377,1.4,1.19,0.72,3.55,0.89,48.29,65.06,48.04,65.31,7.56,5.61,2.44,1.02
"2063","KMB",2010-12-01,2010,1.9746e+10,0.332,2.773e+09,0.14,1.843e+09,4.45,2.64,0.593,4.14e+08,14.54,2.744e+09,-9.64e+08,1.78e+09,4.3,9.9e+08,0.309,0.0933,1.01,0.0943,0.3255,0.18,11.49,-0.2117,-0.324,0.0488,0.0901,0.97,1.19,0.67,3.36,0.87,46.56,60.93,57.06,50.44,7.84,5.99,2.41,1.01
"2064","KMB",2011-12-01,2011,2.0846e+10,0.295,2.442e+09,0.117,1.591e+09,3.99,2.8,0.66,3.99e+08,13.09,2.288e+09,-9.68e+08,1.32e+09,4.26,8.86e+08,0.3023,0.0763,1.06,0.0811,0.285,0.1557,8.88,-0.1662,-0.2584,0.0464,0.0633,0.83,1.16,0.62,3.69,1.03,44.42,58.73,57.06,46.1,8.22,6.21,2.54,1.06
"2065","KMB",2012-12-01,2012,1.9467e+10,0.315,2.377e+09,0.122,1.75e+09,4.42,2.96,0.669,3.96e+08,12.8,3.288e+09,-1.093e+09,2.195e+09,5.54,4.98e+08,0.3174,0.0831,1.07,0.0892,0.342,0.1713,9.52,0.4371,0.6629,0.0561,0.1128,1.25,1.08,0.62,3.99,1.02,42.87,59.97,61.59,41.25,8.51,6.09,2.61,1.07
