Ticker;YearFinancialIndicator;GisSector;FichierSTCKP;CompanyGR2014;CompanyGR2015;CompanyGR2016;DebtRatio;NetMargin;ROA;PriceToBookRatio;ROE;PayoutRatio;RetentionRatio;YearNewsWeekGR;RankNewsWeekGR;GreenScore;EnergyProductivity;CarbonProductivity;WaterProductivity;WasteProductivity;GreenReputation; SustainabilityPayLink ; SustainableThemedCommitment ; AuditScore 
JBHT ;2014;Industrials;JBHT_quarterly_financial_data.xls;jb hunt transport services;j b hunt transport services inc;jb hunt transport services inc;0,57;0,06;0,12;7,91;0,33;0,25;0,75;2016;236;0,32;0,00;0,09;0,00;0,00;0,08;0,10;0,00;0,05
JBHT ;2015;Industrials;JBHT_quarterly_financial_data.xls;jb hunt transport services;j b hunt transport services inc;jb hunt transport services inc;0,77;0,07;0,12;6,85;0,33;0,23;0,77;;;;;;;;;;;
JCI ;2012;Health Care;JCI_quarterly_financial_data.xls;johnson & johnson;johnson & johnson;johnson & johnson;0,42;0,03;0,04;2,54;0,11;0,41;0,59;2014;35;0,60;0,72;0,69;0,74;0,46;0,05;0,10;0,05;0,05
JCI ;2012;Consumer Discretionary;JCI_quarterly_financial_data.xls;johnson controls;johnson controls inc;johnson controls inc;0,58;0,03;0,04;2,64;0,11;0,49;0,51;2014;73;0,51;0,38;0,30;0,57;0,28;0,89;0,00;0,05;0,05
JCI ;2013;Consumer Discretionary;JCI_quarterly_financial_data.xls;johnson controls;johnson controls inc;johnson controls inc;0,50;0,04;0,05;2,68;0,14;0,46;0,54;2015;64;0,59;0,09;0,09;0,10;0,02;0,09;0,10;0,05;0,05
JCI ;2013;Health Care;JCI_quarterly_financial_data.xls;johnson & johnson;johnson & johnson;johnson & johnson;0,46;0,03;0,04;1,64;0,10;0,43;0,57;2015;17;0,73;0,11;0,12;0,11;0,06;0,13;0,10;0,05;0,05
JCI ;2014;Consumer Discretionary;JCI_quarterly_financial_data.xls;johnson controls;johnson controls inc;johnson controls inc;0,46;0,03;0,04;1,64;0,10;0,43;0,57;2016;41;0,65;0,12;0,07;0,12;0,05;0,09;0,10;0,05;0,05
JCI ;2014;Health Care;JCI_quarterly_financial_data.xls;johnson & johnson;johnson & johnson;johnson & johnson;0,42;0,03;0,04;2,54;0,11;0,41;0,59;2016;11;0,76;0,12;0,12;0,11;0,08;0,13;0,10;0,05;0,05
JCI ;2015;Consumer Discretionary;JCI_quarterly_financial_data.xls;johnson controls;johnson controls inc;johnson controls inc;0,58;0,03;0,04;2,64;0,11;0,49;0,51;;;;;;;;;;;
JCI ;2015;Health Care;JCI_quarterly_financial_data.xls;johnson & johnson;johnson & johnson;johnson & johnson;0,50;0,04;0,05;2,68;0,14;0,46;0,54;;;;;;;;;;;
JNPR ;2012;Information Technology;JNPR_quarterly_financial_data.xls;juniper networks;juniper networks inc;juniper networks inc;0,14;0,04;0,02;1,33;0,03;0,00;1,00;2014;14;0,70;0,36;0,29;0,65;0,87;0,84;0,10;0,05;0,05
JNPR ;2013;Information Technology;JNPR_quarterly_financial_data.xls;juniper networks;juniper networks inc;juniper networks inc;0,14;0,09;0,04;1,42;0,06;0,00;1,00;2015;36;0,65;0,03;0,05;0,09;0,14;0,15;0,10;0,05;0,05
JNPR ;2014;Information Technology;JNPR_quarterly_financial_data.xls;juniper networks;juniper networks inc;juniper networks inc;0,27;-0,07;-0,04;1,45;-0,06;0,08;0,92;2016;90;0,54;0,01;0,07;0,08;0,13;0,15;0,00;0,05;0,05
JNPR ;2015;Information Technology;JNPR_quarterly_financial_data.xls;juniper networks;juniper networks inc;juniper networks inc;0,36;0,13;0,07;2,52;0,14;0,24;0,76;;;;;;;;;;;
JPM ;2012;Financials;JPM_quarterly_financial_data.xls;jpmorgan chase;jpmorgan chase & co;jpmorgan chase & co;1,41;0,20;0,01;0,62;0,11;0,23;0,77;2014;290;0,23;0,20;0,23;0,22;0,11;0,06;0,00;0,05;0,05
JPM ;2013;Financials;JPM_quarterly_financial_data.xls;jpmorgan chase;jpmorgan chase & co;jpmorgan chase & co;1,48;0,17;0,01;1,05;0,08;0,33;0,67;2015;156;0,44;0,04;0,04;0,04;0,02;0,10;0,10;0,05;0,05
JPM ;2014;Financials;JPM_quarterly_financial_data.xls;jpmorgan chase;jpmorgan chase & co;jpmorgan chase & co;1,45;0,21;0,01;1,04;0,10;0,30;0,70;2016;149;0,43;0,03;0,04;0,05;0,01;0,10;0,10;0,05;0,05
JPM ;2015;Financials;JPM_quarterly_financial_data.xls;jpmorgan chase;jpmorgan chase & co;jpmorgan chase & co;1,40;0,24;0,01;1,07;0,10;0,28;0,72;;;;;;;;;;;
JWN ;2012;Consumer Discretionary;JWN_quarterly_financial_data.xls;nordstrom;nordstrom inc;nordstrom inc;1,66;0,06;0,08;6,02;0,35;0,31;0,69;2014;106;0,47;0,66;0,48;0,00;0,71;0,44;0,10;0,00;0,00
JWN ;2013;Consumer Discretionary;JWN_quarterly_financial_data.xls;nordstrom;nordstrom inc;nordstrom inc;1,36;0,06;0,09;5,64;0,38;0,30;0,70;2015;95;0,55;0,12;0,10;0,00;0,12;0,11;0,10;0,00;0,00
JWN ;2014;Consumer Discretionary;JWN_quarterly_financial_data.xls;nordstrom;nordstrom inc;nordstrom inc;1,37;0,06;0,08;6,35;0,35;0,34;0,66;2016;35;0,66;0,14;0,10;0,10;0,11;0,11;0,10;0,00;0,00
JWN ;2015;Consumer Discretionary;JWN_quarterly_financial_data.xls;nordstrom;nordstrom inc;nordstrom inc;1,99;0,05;0,07;5,43;0,30;1,72;-0,72;;;;;;;;;;;
K ;2012;Consumer Staples;K_quarterly_financial_data.xls;kellogg;kellogg company;kellogg co;2,51;0,07;0,07;7,98;0,42;0,65;0,35;2014;139;0,42;0,33;0,24;0,63;0,00;0,18;0,10;0,05;0,05
K ;2013;Consumer Staples;K_quarterly_financial_data.xls;kellogg;kellogg company;kellogg co;1,79;0,12;0,12;7,85;0,62;0,36;0,64;2015;68;0,58;0,05;0,06;0,09;0,09;0,10;0,10;0,05;0,05
K ;2014;Consumer Staples;K_quarterly_financial_data.xls;kellogg;kellogg company;kellogg co;1,76;0,12;0,11;6,06;0,49;0,39;0,61;2016;68;0,60;0,06;0,06;0,09;0,09;0,10;0,10;0,05;0,05
K ;2015;Consumer Staples;K_quarterly_financial_data.xls;kellogg;kellogg company;kellogg co;2,19;0,03;0,02;8,83;0,14;1,93;-0,93;;;;;;;;;;;
KEY ;2012;Financials;KEY_quarterly_financial_data.xls;key corporation;keycorp;keycorp;0,69;0,22;0,01;1,12;0,09;0,21;0,79;2014;230;0,31;0,04;0,15;0,00;0,00;0,89;0,00;0,05;0,05
KEY ;2013;Financials;KEY_quarterly_financial_data.xls;key corporation;keycorp;keycorp;0,76;0,21;0,01;1,09;0,09;0,25;0,75;2015;241;0,35;0,01;0,03;0,00;0,01;0,10;0,10;0,05;0,05
KEY ;2014;Financials;KEY_quarterly_financial_data.xls;key corporation;keycorp;keycorp;0,77;0,21;0,01;1,06;0,09;0,27;0,73;2016;208;0,36;0,01;0,03;0,00;0,02;0,10;0,10;0,05;0,05
KEY ;2015;Financials;KEY_quarterly_financial_data.xls;key corporation;keycorp;keycorp;0,97;0,20;0,01;0,79;0,08;0,20;0,80;;;;;;;;;;;
KIM ;2012;Financials;KIM_quarterly_financial_data.xls;kimco realty;kimco realty corporation;kimco realty corp;0,48;0,06;0,03;1,63;0,09;9,48;-8,48;2014;214;0,32;0,43;0,32;0,04;0,08;0,48;0,10;0,00;0,00
KIM ;2013;Financials;KIM_quarterly_financial_data.xls;kimco realty;kimco realty corporation;kimco realty corp;0,45;0,11;0,05;1,78;0,12;0,24;0,76;2015;138;0,49;0,12;0,08;0,01;0,00;0,13;0,10;0,00;0,05
KIM ;2014;Financials;KIM_quarterly_financial_data.xls;kimco realty;kimco realty corporation;kimco realty corp;0,50;0,06;0,03;1,94;0,07;0,45;0,55;2016;117;0,50;0,10;0,09;0,02;0,01;0,13;0,10;0,00;0,05
KIM ;2015;Financials;KIM_quarterly_financial_data.xls;kimco realty;kimco realty corporation;kimco realty corp;0,52;0,25;0,11;2,37;0,27;0,14;0,86;;;;;;;;;;;
KLAC ;2012;Information Technology;KLAC_quarterly_financial_data.xls;kla-tencor;kla-tencor corporation;kla-tencor corp;0,88;0,19;0,03;1,57;0,03;1,84;-0,84;2014;152;0,40;0,66;0,67;0,00;0,00;1,00;0,00;0,00;0,00
KLAC ;2013;Information Technology;KLAC_quarterly_financial_data.xls;kla-tencor;kla-tencor corporation;kla-tencor corp;0,91;0,19;0,02;1,79;0,04;1,96;-0,96;2015;295;0,26;0,00;0,13;0,00;0,00;0,13;0,00;0,00;0,00
KLAC ;2014;Information Technology;KLAC_quarterly_financial_data.xls;kla-tencor;kla-tencor corporation;kla-tencor corp;0,97;0,37;0,04;2,08;0,08;1,04;-0,04;2016;321;0,23;0,00;0,10;0,00;0,00;0,13;0,00;0,00;0,00
KLAC ;2015;Information Technology;KLAC_quarterly_financial_data.xls;kla-tencor;kla-tencor corporation;kla-tencor corp;1,07;0,71;0,08;2,15;0,17;0,49;0,51;;;;;;;;;;;
KMB ;2012;Consumer Staples;KMB_quarterly_financial_data.xls;kimberly-clark;kimberly-clark corporation;kimberly-clark corp;0,22;0,22;0,14;2,31;0,21;0,36;0,64;2014;233;0,30;0,11;0,14;0,06;0,05;0,50;0,10;0,00;0,05
KMB ;2013;Consumer Staples;KMB_quarterly_financial_data.xls;kimberly-clark;kimberly-clark corporation;kimberly-clark corp;0,21;0,20;0,10;3,00;0,16;0,51;0,49;2015;239;0,35;0,02;0,03;0,03;0,01;0,11;0,10;0,00;0,05
KMB ;2014;Consumer Staples;KMB_quarterly_financial_data.xls;kimberly-clark;kimberly-clark corporation;kimberly-clark corp;5,33;0,15;0,08;3,49;0,15;7,05;-6,05;2016;166;0,41;0,03;0,02;0,02;0,01;0,11;0,10;0,05;0,05
KMB ;2015;Consumer Staples;KMB_quarterly_financial_data.xls;kimberly-clark;kimberly-clark corporation;kimberly-clark corp;8,57;0,19;0,11;31,48;3,65;0,60;0,40;;;;;;;;;;;
KMI ;2012;Energy;KMI_quarterly_financial_data.xls;kinder morgan;kinder morgan inc;kinder morgan inc;1,02;0,08;0,09;6,00;0,33;0,66;0,34;2014;412;0,08;0,00;0,00;0,00;0,00;0,38;0,00;0,00;0,00
KMI ;2013;Energy;KMI_quarterly_financial_data.xls;kinder morgan;kinder morgan inc;kinder morgan inc;1,11;0,10;0,11;8,37;0,46;0,58;0,42;2015;479;0,05;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00
KMI ;2014;Energy;KMI_quarterly_financial_data.xls;kinder morgan;kinder morgan inc;kinder morgan inc;7,72;0,08;0,08;9,72;0,43;1,93;-0,93;2016;485;0,06;0,00;0,01;0,00;0,00;0,05;0,00;0,00;0,00
KMI ;2015;Energy;KMI_quarterly_financial_data.xls;kinder morgan;kinder morgan inc;kinder morgan inc;1,21;0,05;0,07;792,27;0,01;1,26;-0,26;;;;;;;;;;;
KMX ;2012;Consumer Discretionary;KMX_quarterly_financial_data.xls;carmax;carmax inc;carmax inc;2,31;0,03;0,01;2,62;0,03;4,33;-3,33;2014;435;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
KMX ;2013;Consumer Discretionary;KMX_quarterly_financial_data.xls;carmax;carmax inc;carmax inc;2,59;0,08;0,02;2,71;0,09;1,35;-0,35;2015;428;0,10;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00
KMX ;2014;Consumer Discretionary;KMX_quarterly_financial_data.xls;carmax;carmax inc;carmax inc;1,18;0,06;0,01;3,13;0,06;2,18;-1,18;2016;391;0,18;0,00;0,08;0,00;0,00;0,10;0,00;0,00;0,00
KMX ;2015;Consumer Discretionary;KMX_quarterly_financial_data.xls;carmax;carmax inc;carmax inc;1,21;0,02;0,00;1,48;0,01;16,84;-15,84;;;;;;;;;;;
KO ;2012;Consumer Staples;KO_quarterly_financial_data.xls;coca-cola company;the coca-cola company;coca-cola co;1,84;0,04;0,05;2,51;0,15;0,00;1,00;2014;147;0,41;0,79;0,42;0,11;0,00;0,04;0,10;0,05;0,05
KO ;2013;Consumer Staples;KO_quarterly_financial_data.xls;coca-cola company;the coca-cola company;coca-cola co;2,15;0,04;0,05;3,45;0,16;0,00;1,00;2015;34;0,66;0,09;0,11;0,09;0,10;0,07;0,10;0,05;0,05
KO ;2014;Consumer Staples;KO_quarterly_financial_data.xls;coca-cola company;the coca-cola company;coca-cola co;2,69;0,04;0,05;3,23;0,17;0,00;1,00;2016;103;0,52;0,01;0,03;0,10;0,12;0,07;0,10;0,05;0,05
KO ;2015;Consumer Staples;KO_quarterly_financial_data.xls;coca-cola company;the coca-cola company;coca-cola co;3,54;0,04;0,05;3,67;0,20;0,00;1,00;;;;;;;;;;;
KR ;2012;Consumer Staples;KR_quarterly_financial_data.xls;kroger;the kroger co;kroger co;0,58;0,18;0,10;5,37;0,26;0,58;0,42;2014;225;0,31;0,53;0,17;0,00;0,00;0,78;0,00;0,05;0,00
KR ;2013;Consumer Staples;KR_quarterly_financial_data.xls;kroger;the kroger co;kroger co;0,63;0,15;0,08;5,56;0,22;0,75;0,25;2015;232;0,36;0,08;0,00;0,00;0,00;0,13;0,10;0,05;0,00
KR ;2014;Consumer Staples;KR_quarterly_financial_data.xls;kroger;the kroger co;kroger co;1,11;0,17;0,08;7,04;0,27;0,78;0,22;2016;164;0,41;0,10;0,03;0,00;0,00;0,13;0,10;0,05;0,00
KR ;2015;Consumer Staples;KR_quarterly_financial_data.xls;kroger;the kroger co;kroger co;0,45;0,19;0,11;5,03;0,28;0,51;0,49;;;;;;;;;;;
KSS ;2012;Consumer Discretionary;KSS_quarterly_financial_data.xls;kohl's;kohl's corporation;kohl's corp;1,80;0,01;0,03;3,27;0,19;0,36;0,64;2014;118;0,45;0,28;0,25;0,25;0,43;0,37;0,10;0,05;0,05
KSS ;2013;Consumer Discretionary;KSS_quarterly_financial_data.xls;kohl's;kohl's corporation;kohl's corp;1,43;0,02;0,06;4,29;0,33;0,20;0,80;2015;122;0,51;0,08;0,04;0,02;0,06;0,11;0,10;0,05;0,05
KSS ;2014;Consumer Discretionary;KSS_quarterly_financial_data.xls;kohl's;kohl's corporation;kohl's corp;1,83;0,02;0,06;5,31;0,32;0,21;0,79;2016;98;0,53;0,10;0,06;0,00;0,06;0,11;0,10;0,05;0,05
KSS ;2015;Consumer Discretionary;KSS_quarterly_financial_data.xls;kohl's;kohl's corporation;kohl's corp;1,43;0,02;0,06;5,44;0,35;0,19;0,81;;;;;;;;;;;
KSU ;2012;Industrials;KSU_quarterly_financial_data.xls;kansas city southern;kansas city southern;kansas city southern;0,33;0,06;0,07;1,96;0,17;0,27;0,73;2014;435;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
KSU ;2013;Industrials;KSU_quarterly_financial_data.xls;kansas city southern;kansas city southern;kansas city southern;0,33;0,05;0,07;1,92;0,16;0,32;0,68;2015;349;0,18;0,00;0,00;0,00;0,00;0,18;0,00;0,00;0,00
KSU ;2014;Industrials;KSU_quarterly_financial_data.xls;kansas city southern;kansas city southern;kansas city southern;0,32;0,04;0,06;2,05;0,14;0,38;0,62;2016;379;0,19;0,00;0,01;0,00;0,00;0,18;0,00;0,00;0,00
KSU ;2015;Industrials;KSU_quarterly_financial_data.xls;kansas city southern;kansas city southern;kansas city southern;0,33;0,04;0,05;1,84;0,13;0,46;0,54;;;;;;;;;;;
L ;2012;Financials;LTR_quarterly_financial_data.xls;loews;loews corporation;loews corp;0,50;0,17;0,06;2,87;0,13;0,23;0,77;2014;319;0,18;0,00;0,00;0,00;0,00;0,38;0,10;0,00;0,00
L ;2013;Financials;LTR_quarterly_financial_data.xls;loews;loews corporation;loews corp;0,55;0,15;0,05;3,94;0,11;0,27;0,73;2015;321;0,22;0,00;0,00;0,00;0,00;0,12;0,10;0,00;0,00
L ;2014;Financials;LTR_quarterly_financial_data.xls;loews;loews corporation;loews corp;0,49;0,19;0,07;3,58;0,14;0,25;0,75;2016;290;0,25;0,00;0,03;0,00;0,00;0,12;0,10;0,00;0,00
L ;2015;Financials;LTR_quarterly_financial_data.xls;loews;loews corporation;loews corp;0,52;0,20;0,06;2,40;0,12;0,30;0,70;;;;;;;;;;;
LB ;2012;Consumer Discretionary;LB_quarterly_financial_data.xls;l brands;l brands inc;l brands inc;-8,81;0,08;0,13;-26,40;1,05;0,40;0,60;2014;285;0,24;0,15;0,16;0,00;0,00;0,20;0,10;0,00;0,05
LB ;2013;Consumer Discretionary;LB_quarterly_financial_data.xls;l brands;l brands inc;l brands inc;-6,07;0,09;0,14;-21,90;-0,98;0,70;0,30;2015;279;0,29;0,00;0,04;0,00;0,00;0,10;0,10;0,00;0,05
LB ;2014;Consumer Discretionary;LB_quarterly_financial_data.xls;l brands;l brands inc;l brands inc;-11,46;0,10;0,16;-58,50;-1,77;0,95;0,05;2016;238;0,32;0,00;0,06;0,00;0,00;0,11;0,10;0,00;0,05
LB ;2015;Consumer Discretionary;LB_quarterly_financial_data.xls;l brands;l brands inc;l brands inc;-8,76;0,07;0,11;-42,20;-2,54;1,63;-0,63;;;;;;;;;;;
LH ;2012;Health Care;LH_quarterly_financial_data.xls;laboratory corp of america holdings;laboratory corporation of america holdings;laboratory corp of america holdings;0,80;0,10;0,09;3,07;0,22;0,00;1,00;2014;316;0,18;0,00;0,00;0,00;0,00;0,89;0,00;0,00;0,00
LH ;2013;Health Care;LH_quarterly_financial_data.xls;laboratory corp of america holdings;laboratory corporation of america holdings;laboratory corp of america holdings;1,16;0,10;0,09;3,32;0,22;0,00;1,00;2015;394;0,14;0,00;0,00;0,00;0,00;0,14;0,00;0,00;0,00
LH ;2014;Health Care;LH_quarterly_financial_data.xls;laboratory corp of america holdings;laboratory corporation of america holdings;laboratory corp of america holdings;0,95;0,09;0,07;3,13;0,19;0,00;1,00;2016;396;0,18;0,00;0,04;0,00;0,00;0,14;0,00;0,00;0,00
LH ;2015;Health Care;LH_quarterly_financial_data.xls;laboratory corp of america holdings;laboratory corporation of america holdings;laboratory corp of america holdings;1,21;0,05;0,03;2,41;0,09;0,00;1,00;;;;;;;;;;;
LLL ;2012;Industrials;LLL_quarterly_financial_data.xls;l-3 communications holdings;l-3 communications holdings inc;l-3 communications holdings inc;0,67;0,06;0,05;1,22;0,13;0,23;0,77;2014;435;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
LLL ;2013;Industrials;LLL_quarterly_financial_data.xls;l-3 communications holdings;l-3 communications holdings inc;l-3 communications holdings inc;0,61;0,06;0,05;1,53;0,13;0,26;0,74;2015;467;0,07;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,05
LLL ;2014;Industrials;LLL_quarterly_financial_data.xls;l-3 communications holdings;l-3 communications holdings inc;l-3 communications holdings inc;0,75;0,05;0,05;1,70;0,11;0,31;0,69;2016;411;0,17;0,00;0,04;0,00;0,00;0,08;0,00;0,00;0,05
LLL ;2015;Industrials;LLL_quarterly_financial_data.xls;l-3 communications holdings;l-3 communications holdings inc;l-3 communications holdings inc;0,72;-0,03;-0,02;1,97;-0,05;1,77;-0,77;;;;;;;;;;;
LLTC ;2012;Information Technology;LLTC_quarterly_financial_data.xls;linear technology;linear technology corporation;linear technology corp;1,03;0,31;0,21;9,43;0,53;0,74;0,26;2014;227;0,31;0,39;0,33;0,00;0,00;1,00;0,00;0,00;0,00
LLTC ;2013;Information Technology;LLTC_quarterly_financial_data.xls;linear technology;linear technology corporation;linear technology corp;0,93;0,32;0,20;9,36;0,41;0,43;0,57;2015;353;0,17;0,00;0,04;0,00;0,00;0,13;0,00;0,00;0,00
LLTC ;2014;Information Technology;LLTC_quarterly_financial_data.xls;linear technology;linear technology corporation;linear technology corp;0,82;0,35;0,27;7,28;0,37;0,51;0,49;2016;390;0,18;0,00;0,05;0,00;0,00;0,13;0,00;0,00;0,00
LLTC ;2015;Information Technology;LLTC_quarterly_financial_data.xls;linear technology;linear technology corporation;linear technology corp;0,89;0,35;0,28;6,22;0,33;0,56;0,44;;;;;;;;;;;
LLY ;2012;Health Care;LLY_quarterly_financial_data.xls;eli lilly;eli lilly and company;eli lilly & co;0,37;0,18;0,12;3,60;0,27;0,55;0,45;2014;234;0,30;0,27;0,18;0,30;0,35;0,19;0,00;0,05;0,05
LLY ;2013;Health Care;LLY_quarterly_financial_data.xls;eli lilly;eli lilly and company;eli lilly & co;0,24;0,20;0,14;3,30;0,29;0,47;0,53;2015;139;0,49;0,12;0,03;0,00;0,00;0,14;0,10;0,05;0,05
LLY ;2014;Health Care;LLY_quarterly_financial_data.xls;eli lilly;eli lilly and company;eli lilly & co;0,35;0,12;0,07;4,24;0,14;0,91;0,09;2016;141;0,44;0,03;0,03;0,04;0,02;0,14;0,10;0,05;0,05
LLY ;2015;Health Care;LLY_quarterly_financial_data.xls;eli lilly;eli lilly and company;eli lilly & co;0,55;0,12;0,07;5,99;0,16;0,92;0,08;;;;;;;;;;;
LMT ;2012;Industrials;LMT_quarterly_financial_data.xls;lockheed martin;lockheed martin corporation;lockheed martin corp;157,90;0,06;0,07;12,12;5,28;0,49;0,51;2014;45;0,58;0,49;0,56;0,63;0,87;0,00;0,10;0,05;0,05
LMT ;2013;Industrials;LMT_quarterly_financial_data.xls;lockheed martin;lockheed martin corporation;lockheed martin corp;1,25;0,07;0,08;34,02;1,20;0,51;0,49;2015;56;0,61;0,08;0,09;0,06;0,13;0,05;0,10;0,05;0,05
LMT ;2014;Industrials;LMT_quarterly_financial_data.xls;lockheed martin;lockheed martin corporation;lockheed martin corp;1,81;0,08;0,10;12,60;0,85;0,48;0,52;2016;47;0,64;0,08;0,09;0,08;0,11;0,08;0,10;0,05;0,05
LMT ;2015;Industrials;LMT_quarterly_financial_data.xls;lockheed martin;lockheed martin corporation;lockheed martin corp;4,62;0,08;0,09;23,33;1,11;0,53;0,47;;;;;;;;;;;
LNC ;2012;Financials;LNC_quarterly_financial_data.xls;lincoln national;lincoln national corporation;lincoln national corp;0,36;0,11;0,01;0,44;0,09;0,08;0,92;2014;338;0,16;0,00;0,00;0,00;0,00;0,82;0,00;0,00;0,00
LNC ;2013;Financials;LNC_quarterly_financial_data.xls;lincoln national;lincoln national corporation;lincoln national corp;0,40;0,10;0,01;0,91;0,09;0,10;0,90;2015;221;0,37;0,03;0,07;0,00;0,00;0,16;0,10;0,00;0,00
LNC ;2014;Financials;LNC_quarterly_financial_data.xls;lincoln national;lincoln national corporation;lincoln national corp;0,33;0,11;0,01;0,88;0,10;0,11;0,89;2016;157;0,42;0,03;0,08;0,04;0,01;0,16;0,10;0,00;0,00
LNC ;2015;Financials;LNC_quarterly_financial_data.xls;lincoln national;lincoln national corporation;lincoln national corp;0,41;0,09;0,00;0,89;0,08;0,17;0,83;;;;;;;;;;;
LOW ;2012;Consumer Discretionary;LOW_quarterly_financial_data.xls;lowe's cos;lowe's companies inc;lowe's cos inc;0,63;0,04;0,06;2,27;0,13;0,35;0,65;2014;395;0,10;0,12;0,13;0,00;0,00;0,33;0,00;0,00;0,00
LOW ;2013;Consumer Discretionary;LOW_quarterly_financial_data.xls;lowe's cos;lowe's companies inc;lowe's cos inc;0,80;0,04;0,07;3,79;0,17;0,32;0,68;2015;423;0,11;0,00;0,01;0,00;0,00;0,10;0,00;0,00;0,00
LOW ;2014;Consumer Discretionary;LOW_quarterly_financial_data.xls;lowe's cos;lowe's companies inc;lowe's cos inc;1,01;0,05;0,08;4,61;0,23;0,32;0,68;2016;453;0,13;0,00;0,01;0,00;0,02;0,10;0,00;0,00;0,00
LOW ;2015;Consumer Discretionary;LOW_quarterly_financial_data.xls;lowe's cos;lowe's companies inc;lowe's cos inc;1,38;0,05;0,09;7,40;0,33;0,32;0,68;;;;;;;;;;;
LRCX ;2012;Information Technology;LRCX_quarterly_financial_data.xls;lam research;lam research corporation;lam research corp;0,17;0,09;0,05;1,88;0,07;0,00;1,00;2014;435;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
LRCX ;2013;Information Technology;LRCX_quarterly_financial_data.xls;lam research;lam research corporation;lam research corp;0,17;0,15;0,09;2,46;0,15;0,12;0,88;2015;320;0,22;0,00;0,00;0,00;0,09;0,13;0,00;0,00;0,00
LRCX ;2014;Information Technology;LRCX_quarterly_financial_data.xls;lam research;lam research corporation;lam research corp;0,25;0,14;0,09;2,11;0,16;0,20;0,80;2016;339;0,21;0,00;0,08;0,00;0,00;0,13;0,00;0,00;0,00
LRCX ;2015;Information Technology;LRCX_quarterly_financial_data.xls;lam research;lam research corporation;lam research corp;0,27;0,02;0,01;1,18;0,02;0,00;1,00;;;;;;;;;;;
LUV ;2012;Industrials;LUV_quarterly_financial_data.xls;southwest airlines;southwest airlines co;southwest airlines co;0,47;0,04;0,01;0,82;0,03;0,17;0,83;2014;94;0,49;0,10;0,19;0,91;0,75;0,46;0,00;0,05;0,05
LUV ;2013;Industrials;LUV_quarterly_financial_data.xls;southwest airlines;southwest airlines co;southwest airlines co;0,51;0,04;0,01;0,96;0,03;0,16;0,84;2015;215;0,38;0,03;0,04;0,11;0,00;0,10;0,00;0,05;0,05
LUV ;2014;Industrials;LUV_quarterly_financial_data.xls;southwest airlines;southwest airlines co;southwest airlines co;0,54;0,04;0,01;0,79;0,03;0,16;0,84;2016;148;0,43;0,06;0,07;0,10;0,00;0,10;0,00;0,05;0,05
LUV ;2015;Industrials;LUV_quarterly_financial_data.xls;southwest airlines;southwest airlines co;southwest airlines co;0,54;0,02;0,00;0,69;0,01;0,34;0,66;;;;;;;;;;;
LYB ;2012;Materials;LYB_quarterly_financial_data.xls;lyondellbasell industries;lyondellbasell industries nv;lyondellbasell industries nv;0,42;0,02;0,02;1,02;0,06;0,60;0,40;2014;130;0,43;0,17;0,20;0,34;0,34;0,60;0,10;0,05;0,00
LYB ;2013;Materials;LYB_quarterly_financial_data.xls;lyondellbasell industries;lyondellbasell industries nv;lyondellbasell industries nv;0,30;0,04;0,04;1,66;0,11;0,12;0,88;2015;171;0,42;0,04;0,06;0,09;0,02;0,06;0,10;0,05;0,00
LYB ;2014;Materials;LYB_quarterly_financial_data.xls;lyondellbasell industries;lyondellbasell industries nv;lyondellbasell industries nv;0,36;0,06;0,06;3,27;0,16;0,13;0,87;2016;160;0,42;0,05;0,05;0,09;0,02;0,06;0,10;0,05;0,00
