Ticker;YearFinancialIndicator;GisSector;FichierSTCKP;CompanyGR2014;CompanyGR2015;CompanyGR2016;DebtRatio;NetMargin;ROA;PriceToBookRatio;ROE;PayoutRatio;RetentionRatio;YearNewsWeekGR;RankNewsWeekGR;GreenScore;EnergyProductivity;CarbonProductivity;WaterProductivity;WasteProductivity;GreenReputation; SustainabilityPayLink ; SustainableThemedCommitment ; AuditScore 
APH ;2015;Information Technology;APH_quarterly_financial_data.xls;amphenol;amphenol corporation;amphenol corp;0,87;0,14;0,11;5,17;0,25;0,21;0,79;;;;;;;;;;;
ATVI ;2012;Information Technology;ATVI_quarterly_financial_data.xls;activision blizzard;activision blizzard inc;activision blizzard inc;0,20;0,23;0,09;1,13;0,10;0,18;0,82;2014;435;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
ATVI ;2013;Information Technology;ATVI_quarterly_financial_data.xls;activision blizzard;activision blizzard inc;activision blizzard inc;0,70;0,22;0,07;1,60;0,09;0,22;0,78;2015;428;0,10;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00
ATVI ;2014;Information Technology;ATVI_quarterly_financial_data.xls;activision blizzard;activision blizzard inc;activision blizzard inc;0,60;0,19;0,06;2,04;0,12;0,18;0,83;2016;463;0,12;0,00;0,02;0,00;0,00;0,10;0,00;0,00;0,00
ATVI ;2015;Information Technology;ATVI_quarterly_financial_data.xls;activision blizzard;activision blizzard inc;activision blizzard inc;0,51;0,19;0,06;3,21;0,11;0,19;0,81;;;;;;;;;;;
AVB ;2012;Financials;AVB_quarterly_financial_data.xls;avalonbay communities;avalonbay communities inc;avalonbay communities inc;0,56;0,41;0,05;2,75;0,08;0,93;0,07;2014;435;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
AVB ;2013;Financials;AVB_quarterly_financial_data.xls;avalonbay communities;avalonbay communities inc;avalonbay communities inc;0,71;0,24;0,02;1,92;0,04;1,57;-0,57;2015;177;0,41;0,09;0,05;0,02;0,00;0,14;0,10;0,00;0,00
AVB ;2014;Financials;AVB_quarterly_financial_data.xls;avalonbay communities;avalonbay communities inc;avalonbay communities inc;0,72;0,41;0,04;2,27;0,08;0,89;0,11;2016;173;0,40;0,06;0,06;0,01;0,04;0,14;0,10;0,00;0,00
AVB ;2015;Financials;AVB_quarterly_financial_data.xls;avalonbay communities;avalonbay communities inc;avalonbay communities inc;0,66;0,40;0,04;2,48;0,08;0,91;0,09;;;;;;;;;;;
AWK ;2012;Utilities;AWK_quarterly_financial_data.xls;american water works;american water works company inc;american water works co inc;1,17;0,12;0,02;1,48;0,08;0,60;0,40;2014;124;0,45;0,62;0,62;0,00;0,00;0,55;0,10;0,05;0,00
AWK ;2013;Utilities;AWK_quarterly_financial_data.xls;american water works;american water works company inc;american water works co inc;1,10;0,13;0,02;1,59;0,08;0,41;0,59;2015;24;0,68;0,08;0,06;0,15;0,11;0,18;0,10;0,00;0,00
AWK ;2014;Utilities;AWK_quarterly_financial_data.xls;american water works;american water works company inc;american water works co inc;1,11;0,14;0,03;1,89;0,09;0,51;0,49;2016;251;0,31;0,00;0,03;0,00;0,00;0,18;0,10;0,00;0,00
AWK ;2015;Utilities;AWK_quarterly_financial_data.xls;american water works;american water works company inc;american water works co inc;1,16;0,15;0,03;2,01;0,09;0,51;0,49;;;;;;;;;;;
AXP ;2012;Financials;AXP_quarterly_financial_data.xls;american express;american express company;american express co;3,12;0,14;0,03;3,06;0,23;0,20;0,80;2014;190;0,35;0,58;0,63;0,30;0,07;0,57;0,00;0,00;0,00
AXP ;2013;Financials;AXP_quarterly_financial_data.xls;american express;american express company;american express co;2,84;0,16;0,04;4,54;0,28;0,18;0,82;2015;89;0,55;0,07;0,10;0,06;0,08;0,10;0,10;0,05;0,00
AXP ;2014;Financials;AXP_quarterly_financial_data.xls;american express;american express company;american express co;2,80;0,17;0,04;4,43;0,29;0,18;0,82;2016;63;0,60;0,11;0,13;0,10;0,01;0,10;0,10;0,05;0,00
AXP ;2015;Financials;AXP_quarterly_financial_data.xls;american express;american express company;american express co;2,32;0,16;0,03;3,35;0,24;0,22;0,78;;;;;;;;;;;
AZO ;2012;Consumer Discretionary;AZO_quarterly_financial_data.xls;autozone;autozone inc;autozone inc;-2,39;0,11;0,15;-8,10;-0,65;0,00;1,00;2014;435;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
AZO ;2013;Consumer Discretionary;AZO_quarterly_financial_data.xls;autozone;autozone inc;autozone inc;-2,43;0,11;0,15;-9,40;-0,64;0,00;1,00;2015;428;0,10;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00
AZO ;2014;Consumer Discretionary;AZO_quarterly_financial_data.xls;autozone;autozone inc;autozone inc;-2,66;0,11;0,15;-11,90;-0,64;0,00;1,00;2016;413;0,17;0,00;0,07;0,00;0,00;0,10;0,00;0,00;0,00
AZO ;2015;Consumer Discretionary;AZO_quarterly_financial_data.xls;autozone;autozone inc;autozone inc;-2,67;0,11;0,15;-12,60;-0,71;0,00;1,00;;;;;;;;;;;
BA ;2012;Industrials;BA_quarterly_financial_data.xls;boeing;the boeing company;boeing co;1,53;0,05;0,05;7,24;0,64;0,35;0,65;2014;116;0,46;0,69;0,78;0,84;0,00;0,05;0,00;0,05;0,05
BA ;2013;Industrials;BA_quarterly_financial_data.xls;boeing;the boeing company;boeing co;0,54;0,05;0,05;10,72;0,47;0,36;0,64;2015;23;0,69;0,07;0,11;0,12;0,10;0,09;0,10;0,05;0,05
BA ;2014;Industrials;BA_quarterly_financial_data.xls;boeing;the boeing company;boeing co;0,94;0,06;0,06;6,19;0,42;0,41;0,59;2016;34;0,66;0,08;0,08;0,12;0,10;0,09;0,10;0,05;0,05
BA ;2015;Industrials;BA_quarterly_financial_data.xls;boeing;the boeing company;boeing co;1,38;0,05;0,05;13,87;0,76;0,50;0,50;;;;;;;;;;;
BAC ;2012;Financials;BAC_quarterly_financial_data.xls;bank of america;bank of america corporation;bank of america corp;1,26;0,03;0,00;0,50;0,01;0,16;0,84;2014;262;0,27;0,12;0,20;0,05;0,04;0,02;0,10;0,05;0,05
BAC ;2013;Financials;BAC_quarterly_financial_data.xls;bank of america;bank of america corporation;bank of america corp;1,14;0,11;0,01;0,72;0,05;0,04;0,96;2015;214;0,38;0,02;0,03;0,02;0,01;0,10;0,10;0,05;0,05
BAC ;2014;Financials;BAC_quarterly_financial_data.xls;bank of america;bank of america corporation;bank of america corp;1,08;0,05;0,00;0,81;0,02;0,33;0,67;2016;175;0,40;0,03;0,04;0,02;0,02;0,10;0,10;0,05;0,05
BAC ;2015;Financials;BAC_quarterly_financial_data.xls;bank of america;bank of america corporation;bank of america corp;1,01;0,17;0,01;0,74;0,06;0,14;0,86;;;;;;;;;;;
BAX ;2012;Health Care;BAX_quarterly_financial_data.xls;baxter international;baxter international inc;baxter international inc;0,80;0,16;0,12;4,97;0,34;0,37;0,63;2014;207;0,34;0,10;0,18;0,05;0,16;0,32;0,10;0,05;0,05
BAX ;2013;Health Care;BAX_quarterly_financial_data.xls;baxter international;baxter international inc;baxter international inc;0,96;0,13;0,08;4,67;0,26;0,52;0,48;2015;151;0,45;0,01;0,04;0,01;0,05;0,14;0,10;0,05;0,05
BAX ;2014;Health Care;BAX_quarterly_financial_data.xls;baxter international;baxter international inc;baxter international inc;0,94;0,15;0,10;4,58;0,30;0,60;0,40;2016;194;0,37;0,00;0,02;0,00;0,01;0,14;0,10;0,05;0,05
BAX ;2015;Health Care;BAX_quarterly_financial_data.xls;baxter international;baxter international inc;baxter international inc;0,44;0,09;0,05;2,48;0,15;0,50;0,50;;;;;;;;;;;
BBBY ;2012;Consumer Discretionary;BBBY_quarterly_financial_data.xls;bed bath & beyond;bed bath & beyond inc;bed bath & beyond inc;0,00;0,10;0,17;3,74;0,26;0,00;1,00;2014;385;0,12;0,00;0,00;0,00;0,00;0,59;0,00;0,00;0,00
BBBY ;2013;Consumer Discretionary;BBBY_quarterly_financial_data.xls;bed bath & beyond;bed bath & beyond inc;bed bath & beyond inc;0,55;0,09;0,17;4,01;0,26;0,00;1,00;2015;428;0,10;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00
BBBY ;2014;Consumer Discretionary;BBBY_quarterly_financial_data.xls;bed bath & beyond;bed bath & beyond inc;bed bath & beyond inc;0,47;0,08;0,14;4,29;0,28;0,00;1,00;2016;409;0,17;0,00;0,07;0,00;0,00;0,10;0,00;0,00;0,00
BBBY ;2015;Consumer Discretionary;BBBY_quarterly_financial_data.xls;bed bath & beyond;bed bath & beyond inc;bed bath & beyond inc;0,58;0,07;0,13;3,78;0,33;0,00;1,00;;;;;;;;;;;
BBT ;2012;Financials;BBT_quarterly_financial_data.xls;bb&t;bb&t corporation;bb&t corp;1,00;0,20;0,01;1,13;0,10;0,29;0,71;2014;356;0,14;0,00;0,00;0,00;0,00;0,72;0,00;0,00;0,00
BBT ;2013;Financials;BBT_quarterly_financial_data.xls;bb&t;bb&t corporation;bb&t corp;1,07;0,16;0,01;1,27;0,08;0,42;0,58;2015;460;0,10;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00
BBT ;2014;Financials;BBT_quarterly_financial_data.xls;bb&t;bb&t corporation;bb&t corp;1,07;0,22;0,01;1,23;0,09;0,34;0,66;2016;450;0,13;0,00;0,03;0,00;0,00;0,10;0,00;0,00;0,00
BBT ;2015;Financials;BBT_quarterly_financial_data.xls;bb&t;bb&t corporation;bb&t corp;0,96;0,20;0,01;1,17;0,08;0,41;0,59;;;;;;;;;;;
BBY ;2012;Consumer Discretionary;BBY_quarterly_financial_data.xls;best buy;best buy co inc;best buy co inc;0,33;0,03;-0,09;1,32;-0,43;0,00;1,00;2014;81;0,50;0,68;0,60;0,00;0,72;0,49;0,00;0,05;0,05
BBY ;2013;Consumer Discretionary;BBY_quarterly_financial_data.xls;best buy;best buy co inc;best buy co inc;0,43;-0,02;-0,02;3,51;-0,11;0,00;1,00;2015;35;0,65;0,13;0,07;0,08;0,08;0,10;0,10;0,05;0,05
BBY ;2014;Consumer Discretionary;BBY_quarterly_financial_data.xls;best buy;best buy co inc;best buy co inc;0,35;0,02;0,07;2,48;0,23;0,24;0,76;2016;27;0,68;0,13;0,11;0,09;0,06;0,10;0,10;0,05;0,05
BBY ;2015;Consumer Discretionary;BBY_quarterly_financial_data.xls;best buy;best buy co inc;best buy co inc;0,27;0,02;0,06;2,51;0,20;0,52;0,48;;;;;;;;;;;
BCR ;2012;Health Care;BCR_quarterly_financial_data.xls;cr bard;cr bard inc;cr bard inc;0,73;0,18;0,13;4,34;0,27;0,13;0,87;2014;423;0,06;0,00;0,00;0,00;0,00;0,29;0,00;0,00;0,00
BCR ;2013;Health Care;BCR_quarterly_financial_data.xls;cr bard;cr bard inc;cr bard inc;0,67;0,22;0,16;6,57;0,38;0,10;0,90;2015;414;0,12;0,00;0,00;0,00;0,00;0,12;0,00;0,00;0,00
BCR ;2014;Health Care;BCR_quarterly_financial_data.xls;cr bard;cr bard inc;cr bard inc;0,78;0,09;0,06;6,44;0,16;0,23;0,77;2016;378;0,19;0,00;0,07;0,00;0,00;0,12;0,00;0,00;0,00
BCR ;2015;Health Care;BCR_quarterly_financial_data.xls;cr bard;cr bard inc;cr bard inc;0,79;0,04;0,03;9,35;0,08;0,52;0,48;;;;;;;;;;;
BDX ;2012;Health Care;BDX_quarterly_financial_data.xls;becton dickinson;becton dickinson and company;becton dickinson and co;0,84;0,20;0,14;3,67;0,35;0,24;0,76;2014;335;0,17;0,10;0,14;0,06;0,31;0,38;0,00;0,00;0,00
BDX ;2013;Health Care;BDX_quarterly_financial_data.xls;becton dickinson;becton dickinson and company;becton dickinson and co;0,74;0,11;0,08;4,02;0,19;0,42;0,58;2015;209;0,38;0,02;0,04;0,03;0,01;0,14;0,10;0,05;0,00
BDX ;2014;Health Care;BDX_quarterly_financial_data.xls;becton dickinson;becton dickinson and company;becton dickinson and co;1,96;0,14;0,08;4,84;0,22;0,37;0,63;2016;158;0,42;0,03;0,04;0,03;0,03;0,14;0,10;0,05;0,00
BDX ;2015;Health Care;BDX_quarterly_financial_data.xls;becton dickinson;becton dickinson and company;becton dickinson and co;1,50;0,06;0,03;4,23;0,10;0,75;0,25;;;;;;;;;;;
BEN ;2012;Financials;BEN_quarterly_financial_data.xls;franklin resources;franklin resources inc;franklin resources inc;0,31;0,27;0,14;2,98;0,22;0,45;0,55;2014;211;0,33;0,65;0,48;0,00;0,00;0,78;0,00;0,00;0,00
BEN ;2013;Financials;BEN_quarterly_financial_data.xls;franklin resources;franklin resources inc;franklin resources inc;0,23;0,27;0,15;3,36;0,22;0,12;0,88;2015;287;0,28;0,00;0,08;0,00;0,00;0,10;0,10;0,00;0,00
BEN ;2014;Financials;BEN_quarterly_financial_data.xls;franklin resources;franklin resources inc;franklin resources inc;0,19;0,28;0,14;2,92;0,21;0,27;0,73;2016;264;0,29;0,00;0,09;0,00;0,00;0,10;0,10;0,00;0,00
BEN ;2015;Financials;BEN_quarterly_financial_data.xls;franklin resources;franklin resources inc;franklin resources inc;0,18;0,25;0,12;1,95;0,16;0,20;0,80;;;;;;;;;;;
BF.A ;2012;Consumer Staples;BF.B_quarterly_financial_data.xls;brown-forman;brown-forman corporation;brown-forman corp;0,22;0,15;0,15;6,46;0,26;0,36;0,64;2014;42;0,58;0,31;0,60;0,44;0,00;0,91;0,10;0,05;0,05
BF.A ;2013;Consumer Staples;BF.B_quarterly_financial_data.xls;brown-forman;brown-forman corporation;brown-forman corp;0,54;0,16;0,16;9,06;0,37;1,73;-0,73;2015;69;0,58;0,06;0,09;0,13;0,00;0,10;0,10;0,05;0,05
BF.A ;2014;Consumer Staples;BF.B_quarterly_financial_data.xls;brown-forman;brown-forman corporation;brown-forman corp;0,48;0,17;0,16;9,12;0,33;0,37;0,63;2016;52;0,62;0,09;0,10;0,14;0,00;0,10;0,10;0,05;0,05
BF.A ;2015;Consumer Staples;BF.B_quarterly_financial_data.xls;brown-forman;brown-forman corporation;brown-forman corp;0,88;0,17;0,16;12,45;0,39;0,38;0,62;;;;;;;;;;;
BHI ;2012;Energy;BHI_quarterly_financial_data.xls;baker hughes;baker hughes incorporated;baker hughes inc;0,22;0,06;0,05;1,13;0,08;0,20;0,80;2014;11;0,71;0,75;0,75;0,61;0,14;0,85;0,10;0,05;0,05
BHI ;2013;Energy;BHI_quarterly_financial_data.xls;baker hughes;baker hughes incorporated;baker hughes inc;0,22;0,05;0,04;1,34;0,06;0,24;0,76;2015;200;0,39;0,07;0,10;0,00;0,00;0,02;0,10;0,05;0,05
BHI ;2014;Energy;BHI_quarterly_financial_data.xls;baker hughes;baker hughes incorporated;baker hughes inc;0,21;0,07;0,06;1,39;0,09;0,16;0,84;2016;118;0,49;0,10;0,09;0,06;0,02;0,03;0,10;0,05;0,05
BHI ;2015;Energy;BHI_quarterly_financial_data.xls;baker hughes;baker hughes incorporated;baker hughes inc;0,24;-0,02;-0,08;1,26;-0,11;0,24;0,76;;;;;;;;;;;
BIIB ;2012;Health Care;BIIB_quarterly_financial_data.xls;biogen idec;biogen inc;biogen inc;0,10;0,25;0,15;5,14;0,21;0,00;1,00;2014;7;0,76;0,69;0,83;0,85;0,97;0,53;0,10;0,00;0,05
BIIB ;2012;Health Care;BIIB_quarterly_financial_data.xls;biogen idec;biogen inc;biogen inc;0,10;0,25;0,15;5,14;0,21;0,00;1,00;2014;7;0,76;0,69;0,83;0,85;0,97;0,53;0,10;0,00;0,05
BIIB ;2013;Health Care;BIIB_quarterly_financial_data.xls;biogen idec;biogen inc;biogen inc;0,13;0,27;0,17;7,56;0,23;0,00;1,00;2015;1;0,89;0,14;0,14;0,13;0,11;0,17;0,10;0,05;0,05
BIIB ;2013;Health Care;BIIB_quarterly_financial_data.xls;biogen idec;biogen inc;biogen inc;0,13;0,27;0,17;7,56;0,23;0,00;1,00;2015;1;0,89;0,14;0,14;0,13;0,11;0,17;0,10;0,05;0,05
BIIB ;2014;Health Care;BIIB_quarterly_financial_data.xls;biogen idec;biogen inc;biogen inc;0,05;0,30;0,22;7,39;0,29;0,00;1,00;2016;5;0,79;0,13;0,14;0,11;0,14;0,17;0,00;0,05;0,05
BIIB ;2014;Health Care;BIIB_quarterly_financial_data.xls;biogen idec;biogen inc;biogen inc;0,05;0,30;0,22;7,39;0,29;0,00;1,00;2016;5;0,79;0,13;0,14;0,11;0,14;0,17;0,00;0,05;0,05
BIIB ;2015;Health Care;BIIB_quarterly_financial_data.xls;biogen idec;biogen inc;biogen inc;0,70;0,33;0,20;5,96;0,32;0,00;1,00;;;;;;;;;;;
BIIB ;2015;Health Care;BIIB_quarterly_financial_data.xls;biogen idec;biogen inc;biogen inc;0,70;0,33;0,20;5,96;0,32;0,00;1,00;;;;;;;;;;;
BK ;2012;Financials;BK_quarterly_financial_data.xls;bank of new york mellon;the bank of new york mellon corporation;bank of new york mellon corp;0,56;0,17;0,01;0,74;0,07;0,25;0,75;2014;67;0,53;0,15;0,26;0,41;0,40;0,72;0,10;0,05;0,05
BK ;2013;Financials;BK_quarterly_financial_data.xls;bank of new york mellon;the bank of new york mellon corporation;bank of new york mellon corp;0,57;0,14;0,01;1,05;0,06;0,33;0,67;2015;161;0,44;0,01;0,02;0,05;0,06;0,10;0,10;0,05;0,05
BK ;2014;Financials;BK_quarterly_financial_data.xls;bank of new york mellon;the bank of new york mellon corporation;bank of new york mellon corp;0,59;0,16;0,01;1,17;0,07;0,30;0,70;2016;152;0,42;0,02;0,02;0,05;0,03;0,10;0,10;0,05;0,05
BK ;2015;Financials;BK_quarterly_financial_data.xls;bank of new york mellon;the bank of new york mellon corporation;bank of new york mellon corp;0,62;0,20;0,01;1,26;0,09;0,24;0,76;;;;;;;;;;;
BKE ;2012;Energy;BKE_quarterly_financial_data.xls;buckeye partners;buckeye partners lp;buckeye partners lp;0,00;0,14;0,33;7,42;0,50;1,56;-0,56;2014;435;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BKE ;2013;Energy;BKE_quarterly_financial_data.xls;buckeye partners;buckeye partners lp;buckeye partners lp;0,00;0,14;0,28;5,62;0,40;0,62;0,38;2015;488;0,05;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00
BKE ;2014;Energy;BKE_quarterly_financial_data.xls;buckeye partners;buckeye partners lp;buckeye partners lp;0,00;0,13;0,27;4,85;0,40;1,17;-0,17;2016;490;0,05;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,00
BKE ;2015;Energy;BKE_quarterly_financial_data.xls;buckeye partners;buckeye partners lp;buckeye partners lp;0,00;0,14;0,28;4,90;0,39;0,24;0,76;;;;;;;;;;;
BLK ;2012;Financials;BLK_quarterly_financial_data.xls;blackrock;blackrock inc;blackrock inc;0,22;0,26;0,01;1,31;0,10;0,39;0,61;2014;170;0,38;0,75;0,71;0,00;0,00;0,29;0,10;0,00;0,00
BLK ;2013;Financials;BLK_quarterly_financial_data.xls;blackrock;blackrock inc;blackrock inc;0,19;0,29;0,01;1,86;0,11;0,38;0,62;2015;274;0,29;0,00;0,09;0,00;0,00;0,10;0,10;0,00;0,00
BLK ;2014;Financials;BLK_quarterly_financial_data.xls;blackrock;blackrock inc;blackrock inc;0,18;0,30;0,01;2,04;0,12;0,39;0,61;2016;142;0,44;0,11;0,09;0,00;0,00;0,10;0,10;0,00;0,05
BLK ;2015;Financials;BLK_quarterly_financial_data.xls;blackrock;blackrock inc;blackrock inc;0,17;0,29;0,01;1,92;0,12;0,43;0,57;;;;;;;;;;;
BLL ;2012;Materials;BLL_quarterly_financial_data.xls;ball corporation;ball corporation;ball corp;2,77;0,05;0,06;5,13;0,34;0,15;0,85;2014;3;0,84;0,70;0,75;0,76;0,83;0,89;0,10;0,05;0,05
BLL ;2013;Materials;BLL_quarterly_financial_data.xls;ball corporation;ball corporation;ball corp;2,65;0,05;0,06;6,17;0,37;0,19;0,82;2015;70;0,58;0,07;0,05;0,08;0,09;0,09;0,10;0,05;0,05
BLL ;2014;Materials;BLL_quarterly_financial_data.xls;ball corporation;ball corporation;ball corp;2,90;0,05;0,06;7,45;0,41;0,15;0,85;2016;24;0,69;0,09;0,08;0,11;0,13;0,09;0,10;0,05;0,05
BLL ;2015;Materials;BLL_quarterly_financial_data.xls;ball corporation;ball corporation;ball corp;4,04;0,04;0,04;8,99;0,26;0,26;0,74;;;;;;;;;;;
BMY ;2012;Health Care;BMY_quarterly_financial_data.xls;bristol-myers squibb;bristol-myers squibb company;bristol-myers squibb co;0,48;0,11;0,06;3,87;0,13;1,16;-0,16;2014;88;0,49;0,18;0,34;0,49;0,28;0,46;0,10;0,05;0,05
BMY ;2013;Health Care;BMY_quarterly_financial_data.xls;bristol-myers squibb;bristol-myers squibb company;bristol-myers squibb co;0,63;0,16;0,07;5,61;0,18;0,91;0,09;2015;98;0,54;0,02;0,06;0,08;0,06;0,14;0,10;0,05;0,05
BMY ;2014;Health Care;BMY_quarterly_financial_data.xls;bristol-myers squibb;bristol-myers squibb company;bristol-myers squibb co;0,49;0,13;0,06;6,04;0,13;1,20;-0,20;2016;67;0,60;0,02;0,07;0,09;0,08;0,14;0,10;0,05;0,05
BMY ;2015;Health Care;BMY_quarterly_financial_data.xls;bristol-myers squibb;bristol-myers squibb company;bristol-myers squibb co;0,46;0,09;0,05;7,22;0,10;1,59;-0,59;;;;;;;;;;;
BRK.A ;2012;Financials;BRK.A_quarterly_financial_data.xls;berkshire hathaway;berkshire hathaway inc;berkshire hathaway inc;0,02;0,09;0,04;1,17;0,08;0,00;1,00;2014;431;0,02;0,00;0,00;0,00;0,00;0,10;0,00;0,00;0,00
BRK.A ;2013;Financials;BRK.A_quarterly_financial_data.xls;berkshire hathaway;berkshire hathaway inc;berkshire hathaway inc;0,02;0,11;0,04;1,36;0,09;0,00;1,00;2015;412;0,12;0,00;0,00;0,00;0,00;0,12;0,00;0,00;0,00
BRK.A ;2014;Financials;BRK.A_quarterly_financial_data.xls;berkshire hathaway;berkshire hathaway inc;berkshire hathaway inc;0,01;0,10;0,04;1,48;0,08;0,00;1,00;2016;388;0,18;0,00;0,06;0,00;0,00;0,12;0,00;0,00;0,00
BRK.A ;2015;Financials;BRK.A_quarterly_financial_data.xls;berkshire hathaway;berkshire hathaway inc;berkshire hathaway inc;0,01;0,11;0,04;1,32;0,10;0,00;1,00;;;;;;;;;;;
BSX ;2012;Health Care;BSX_quarterly_financial_data.xls;boston scientific;boston scientific corporation;boston scientific corp;0,62;-0,56;-0,22;1,10;-0,50;0,00;1,00;2014;244;0,29;0,00;0,27;0,44;0,49;0,31;0,00;0,05;0,00
BSX ;2013;Health Care;BSX_quarterly_financial_data.xls;boston scientific;boston scientific corporation;boston scientific corp;0,65;-0,02;-0,01;2,39;-0,02;0,00;1,00;2015;29;0,67;0,06;0,07;0,09;0,10;0,15;0,10;0,05;0,05
BSX ;2014;Health Care;BSX_quarterly_financial_data.xls;boston scientific;boston scientific corporation;boston scientific corp;0,60;-0,02;-0,01;2,48;-0,02;0,00;1,00;2016;21;0,72;0,08;0,07;0,09;0,12;0,15;0,10;0,05;0,05
BSX ;2015;Health Care;BSX_quarterly_financial_data.xls;boston scientific;boston scientific corporation;boston scientific corp;0,90;-0,03;-0,01;3,71;-0,04;0,00;1,00;;;;;;;;;;;
BWA ;2012;Consumer Discretionary;BWA_quarterly_financial_data.xls;borgwarner;borgwarner inc;borgwarner inc;0,27;0,07;0,08;2,60;0,17;0,00;1,00;2014;435;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BWA ;2013;Consumer Discretionary;BWA_quarterly_financial_data.xls;borgwarner;borgwarner inc;borgwarner inc;0,29;0,08;0,09;3,53;0,19;0,09;0,91;2015;468;0,07;0,00;0,00;0,00;0,00;0,07;0,00;0,00;0,00
BWA ;2014;Consumer Discretionary;BWA_quarterly_financial_data.xls;borgwarner;borgwarner inc;borgwarner inc;0,20;0,08;0,09;3,32;0,18;0,18;0,82;2016;422;0,16;0,00;0,09;0,00;0,00;0,07;0,00;0,00;0,00
BWA ;2015;Consumer Discretionary;BWA_quarterly_financial_data.xls;borgwarner;borgwarner inc;borgwarner inc;0,60;0,08;0,08;2,57;0,17;0,19;0,81;;;;;;;;;;;
BXP ;2012;Financials;BXP_quarterly_financial_data.xls;boston properties;boston properties inc;boston properties inc;1,75;0,15;0,02;3,11;0,06;1,20;-0,20;2014;435;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BXP ;2013;Financials;BXP_quarterly_financial_data.xls;boston properties;boston properties inc;boston properties inc;2,05;0,35;0,04;2,90;0,14;1,00;0,00;2015;394;0,14;0,00;0,00;0,00;0,00;0,14;0,00;0,00;0,00
BXP ;2014;Financials;BXP_quarterly_financial_data.xls;boston properties;boston properties inc;boston properties inc;1,83;0,18;0,02;3,49;0,08;2,51;-1,51;2016;326;0,22;0,00;0,08;0,00;0,00;0,14;0,00;0,00;0,00
BXP ;2015;Financials;BXP_quarterly_financial_data.xls;boston properties;boston properties inc;boston properties inc;1,64;0,23;0,03;3,36;0,10;1,03;-0,03;;;;;;;;;;;
C;2012;Financials;C_quarterly_financial_data.xls;citigroup;citigroup inc;citigroup inc;1,28;0,10;0,00;0,57;0,04;0,02;0,98;2014;218;0,32;0,23;0,26;0,14;0,10;0,04;0,10;0,05;0,05
C;2013;Financials;C_quarterly_financial_data.xls;citigroup;citigroup inc;citigroup inc;1,11;0,17;0,01;0,78;0,07;0,01;0,99;2015;168;0,43;0,05;0,04;0,03;0,01;0,10;0,10;0,05;0,05
C;2014;Financials;C_quarterly_financial_data.xls;citigroup;citigroup inc;citigroup inc;1,11;0,09;0,00;0,79;0,03;0,02;0,98;2016;133;0,46;0,05;0,06;0,03;0,02;0,10;0,10;0,05;0,05
C;2015;Financials;C_quarterly_financial_data.xls;citigroup;citigroup inc;citigroup inc;0,98;0,22;0,01;0,77;0,08;0,03;0,97;;;;;;;;;;;
CA ;2012;Information Technology;CA_quarterly_financial_data.xls;ca incorporated;ca inc;ca inc;0,24;0,20;0,08;2,04;0,17;0,50;0,50;2014;33;0,61;0,34;0,49;0,58;0,34;0,74;0,10;0,05;0,05
CA ;2013;Information Technology;CA_quarterly_financial_data.xls;ca incorporated;ca inc;ca inc;0,22;0,23;0,09;2,48;0,19;0,43;0,57;2015;46;0,63;0,05;0,03;0,08;0,13;0,19;0,10;0,00;0,05
CA ;2014;Information Technology;CA_quarterly_financial_data.xls;ca incorporated;ca inc;ca inc;0,22;0,19;0,07;2,20;0,14;0,55;0,45;2016;79;0,58;0,06;0,03;0,09;0,07;0,19;0,10;0,00;0,05
CA ;2015;Information Technology;CA_quarterly_financial_data.xls;ca incorporated;ca inc;ca inc;0,37;0,19;0,07;2,15;0,14;0,57;0,43;;;;;;;;;;;
CAG ;2012;Consumer Staples;CAG_quarterly_financial_data.xls;conagra foods;conagra foods inc;conagra foods inc;0,78;0,05;0,06;2,41;0,14;0,59;0,41;2014;153;0,40;0,16;0,24;0,22;0,39;0,24;0,10;0,05;0,05
CAG ;2013;Consumer Staples;CAG_quarterly_financial_data.xls;conagra foods;conagra foods inc;conagra foods inc;1,60;0,04;0,03;2,54;0,13;0,60;0,40;2015;206;0,39;0,02;0,04;0,02;0,00;0,10;0,10;0,05;0,05
CAG ;2014;Consumer Staples;CAG_quarterly_financial_data.xls;conagra foods;conagra foods inc;conagra foods inc;1,38;0,02;0,02;2,53;0,07;1,08;-0,08;2016;190;0,38;0,02;0,04;0,02;0,00;0,10;0,10;0,05;0,05
CAG ;2015;Consumer Staples;CAG_quarterly_financial_data.xls;conagra foods;conagra foods inc;conagra foods inc;1,86;-0,02;-0,10;5,27;-0,44;0,00;1,00;;;;;;;;;;;
