"";"Year";"Ticker";"RD"
"1611";2016;"EBAY";2,88e+08
"1612";2014;"AAPL";1,686e+09
"1613";2012;"LLY";1,343e+09
"1614";2014;"EBAY";2,46e+08
"1615";2016;"JNJ";2,178e+09
"1616";2013;"EBAY";4,33e+08
"1617";2016;"CERN";136760000
"1618";2016;"CMI";1,57e+08
"1619";2015;"CMI";1,97e+08
"1620";2015;"CA";1,51e+08
"1621";2014;"CMI";1,98e+08
"1622";2013;"CERN";8,3e+07
"1623";2014;"CA";1,5e+08
"1624";2013;"BAX";2,77e+08
"1625";2012;"CERN";78090000
"1626";2013;"CA";1,42e+08
"1627";2012;"BAX";2,9e+08
"1628";2012;"CA";1,23e+08
"1629";2016;"BMY";1,138e+09
"1630";2015;"EBAY";2,41e+08
"1631";2015;"BMY";1,132e+09
"1632";2015;"VRTX";246280000
"1633";2012;"ISRG";49700000
"1634";2014;"BMY";9,83e+08
"1635";2016;"INTC";3,069e+09
"1636";2015;"INTC";2,927e+09
"1637";2016;"AKAM";42340000
"1638";2014;"INTC";2,842e+09
"1639";2015;"AKAM";38400000
"1640";2013;"INTC";2,742e+09
"1641";2013;"AKAM";24860000
"1642";2016;"UTX";5,82e+08
"1643";2016;"IBM";1,397e+09
"1644";2012;"JNPR";288200000
"1645";2016;"DHR";241100000
"1646";2015;"IBM";1,287e+09
"1647";2015;"DHR";212200000
"1648";2014;"IBM";1,354e+09
"1649";2013;"ABT";3,39e+08
"1650";2013;"IBM";1,356e+09
"1651";2013;"MYL";1,14e+08
"1652";2012;"ABT";350650000
"1653";2012;"SLB";2,91e+08
"1654";2012;"MYL";108250000
"1655";2015;"CTXS";139130000
"1656";2012;"MMM";3,97e+08
"1657";2012;"CELG";441500000
"1658";2012;"BSX";2,2e+08
"1659";2016;"KLAC";129230000
"1660";2015;"KLAC";119940000
"1661";2015;"AAPL";2,22e+09
"1662";2016;"SYK";1,84e+08
"1663";2016;"ILMN";1,26e+08
"1664";2015;"ACIW";36120000
"1665";2014;"ACIW";36320000
"1666";2016;"AGN";622800000
"1667";2013;"SYK";1,36e+08
"1668";2012;"ILMN";54060000
"1669";2012;"EBAY";3,89e+08
"1670";2014;"AGN";276600000
"1671";2016;"BAX";1,59e+08
"1672";2016;"TXN";3,53e+08
"1673";2013;"JNJ";2,22e+09
"1674";2015;"BAX";1,48e+08
"1675";2015;"TXN";3,16e+08
"1676";2016;"PFE";1,881e+09
"1677";2012;"JNJ";2,602e+09
"1678";2014;"BAX";1,49e+08
"1679";2015;"XLNX";130220000
"1680";2016;"MAT";54680000
"1681";2014;"PFE";1,802e+09
"1682";2016;"MCHP";137800000
"1683";2012;"SIRI";13510000
"1684";2015;"MCHP";95260000
"1685";2014;"MCHP";88810000
"1686";2013;"MCHP";78250000
"1687";2016;"EMN";5,4e+07
"1688";2014;"ABBV";1,12e+09
"1689";2015;"EMN";5,9e+07
"1690";2015;"TRIP";5,4e+07
"1691";2014;"EMN";5,6e+07
"1692";2014;"TRIP";4,6e+07
"1693";2013;"TRIP";3,4e+07
"1694";2013;"SYMC";2,48e+08
"1695";2015;"AMZN";3,197e+09
"1696";2016;"LLY";1,236e+09
"1697";2014;"AMZN";2,423e+09
"1698";2016;"CAT";4,53e+08
"1699";2015;"LLY";1,143e+09
"1700";2015;"CAT";5,13e+08
"1701";2014;"LLY";1,338e+09
"1702";2014;"CAT";5,33e+08
"1703";2013;"LLY";1,377e+09
"1704";2012;"MRK";1,918e+09
"1705";2016;"CELG";1,653e+09
"1706";2012;"CAT";6,34e+08
"1707";2015;"AMGN";1,119e+09
"1708";2015;"CELG";1,304e+09
"1709";2016;"WAT";30420000
"1710";2015;"GILD";7,43e+08
"1711";2013;"CELG";584500000
"1712";2013;"CLX";3,1e+07
"1713";2013;"BSX";2,17e+08
"1714";2015;"ALXN";165660000
"1715";2016;"APD";17800000
"1716";2016;"MSFT";3,106e+09
"1717";2016;"LYB";2,5e+07
"1718";2015;"MSFT";2,962e+09
"1719";2015;"LYB";2,5e+07
"1720";2015;"SYK";1,55e+08
"1721";2015;"ILMN";99230000
"1722";2014;"LYB";3,1e+07
"1723";2014;"SYK";1,53e+08
"1724";2014;"ILMN";85080000
"1725";2013;"ACIW";33640000
"1726";2013;"ILMN";70960000
"1727";2015;"CERN";132810000
"1728";2015;"GLW";1,81e+08
"1729";2016;"XLNX";141810000
"1730";2014;"GLW";1,99e+08
"1731";2013;"CMI";1,73e+08
"1732";2012;"CMI";1,86e+08
"1733";2016;"CE";2e+07
"1734";2015;"CE";1,9e+07
"1735";2015;"ABBV";1,418e+09
"1736";2016;"BIIB";5,29e+08
"1737";2014;"ATVI";1,31e+08
"1738";2016;"AMZN";4,135e+09
"1739";2015;"JNPR";2,47e+08
"1740";2014;"JNPR";253200000
"1741";2013;"JNPR";264600000
"1742";2015;"LVS";3147000
"1743";2014;"LVS";3043000
"1744";2016;"XRX";1,18e+08
"1745";2016;"ITT";18600000
"1746";2014;"DHR";288100000
"1747";2014;"TSLA";135870000
"1748";2013;"TSLA";56350000
"1749";2016;"BA";8,57e+08
"1750";2015;"BA";8,57e+08
"1751";2014;"RTN";1,21e+08
"1752";2014;"GILD";6,3e+08
"1753";2013;"RTN";1,14e+08
"1754";2013;"GILD";546240000
"1755";2012;"RTN";1,81e+08
"1756";2012;"GILD";465830000
"1757";2014;"PCAR";50500000
"1758";2015;"APD";-27800000
"1759";2013;"PCAR";56600000
"1760";2014;"APD";39300000
"1761";2012;"PCAR";66800000
"1762";2016;"ZBH";95600000
"1763";2014;"BEN";60800000
"1764";2015;"ZBH";83300000
"1765";2013;"LYB";3,5e+07
"1766";2015;"JNJ";2,164e+09
"1767";2013;"NEM";6,7e+07
"1768";2012;"LYB";3,9e+07
"1769";2012;"VMW";2,6e+08
"1770";2016;"SE";5591000
"1771";2012;"NEM";7,4e+07
"1772";2014;"CERN";97030000
"1773";2016;"MXIM";112750000
"1774";2015;"MXIM";121390000
"1775";2014;"SIRI";16140000
"1776";2013;"GLW";1,84e+08
"1777";2012;"TXN";4,63e+08
"1778";2016;"ATVI";2,49e+08
"1779";2016;"ABBV";1,186e+09
"1780";2015;"ATVI";1,59e+08
"1781";2016;"TRIP";6,2e+07
"1782";2012;"MCHP";64080000
"1783";2016;"NFLX";216100000
"1784";2015;"FB";1,271e+09
"1785";2012;"ITT";15100000
"1786";2015;"NFLX";171760000
"1787";2014;"FB";6,08e+08
"1788";2014;"NFLX";120950000
"1789";2014;"AKAM";32580000
"1790";2013;"NFLX";95540000
"1791";2016;"MRK";1,664e+09
"1792";2015;"MRK";1,5e+09
"1793";2016;"ABT";3,52e+08
"1794";2013;"QCOM";1,349e+09
"1795";2014;"MRK";1,659e+09
"1796";2015;"ABT";3,78e+08
"1797";2012;"QCOM";1,114e+09
"1798";2013;"MRK";1,66e+09
"1799";2014;"ABT";3,05e+08
"1800";2016;"PPG";1,15e+08
"1801";2015;"XRX";1,35e+08
"1802";2013;"SLB";2,86e+08
"1803";2016;"AMGN";9,9e+08
"1804";2014;"ITT";20100000
"1805";2013;"ITT";16100000
"1806";2016;"WY";5e+06
"1807";2014;"BA";7,5e+08
"1808";2013;"BA";7,55e+08
"1809";2012;"BA";8,53e+08
"1810";2012;"WAT";23760000
"1811";2013;"WY";8e+06
"1812";2013;"EXPE";143820000
"1813";2015;"REGN";425920000
"1814";2012;"WY";8e+06
"1815";2013;"ALXN";88210000
"1816";2016;"VMW";3,89e+08
"1817";2013;"REGN";224040000
"1818";2012;"KLAC";119740000
"1819";2015;"VMW";3,31e+08
"1820";2014;"VMW";3,27e+08
"1821";2016;"PX";2,2e+07
"1823";2013;"VMW";2,66e+08
"1824";2015;"AGN";1,26e+09
"1825";2013;"ATVI";1,4e+08
"1826";2014;"ZBH";45900000
"1827";2012;"TMO";9,2e+07
"1828";2012;"ATVI";1,25e+08
"1829";2016;"GLW";1,87e+08
"1830";2012;"AGN";112500000
"1831";2016;"WDC";6,39e+08
"1832";2015;"MSI";1,53e+08
"1833";2016;"FB";1,542e+09
"1834";2014;"MSI";1,66e+08
"1835";2013;"PPG";1,17e+08
"1836";2013;"MSI";1,83e+08
"1837";2016;"EXPE";301450000
"1838";2012;"MSI";2,62e+08
"1839";2013;"FB";3,69e+08
"1840";2013;"EMN";4,8e+07
"1841";2012;"TRIP";23540000
"1842";2012;"SYMC";2,47e+08
"1843";2014;"QCOM";1,364e+09
"1844";2016;"SLB";2,53e+08
"1845";2015;"SLB";2,73e+08
"1846";2014;"REGN";337730000
"1847";2016;"TSLA";214300000
"1848";2014;"SLB";3,01e+08
"1849";2013;"LVS";3487000
"1850";2015;"ITT";1,8e+07
"1851";2012;"UTX";5,9e+08
"1852";2016;"RTN";1,79e+08
"1853";2014;"PPG";1,2e+08
"1854";2015;"RTN";1,83e+08
"1855";2013;"TMO";95900000
"1857";2015;"PX";2,3e+07
"1858";2014;"WAT";27280000
"1859";2015;"EXPE";202700000
"1860";2013;"WAT";23600000
"1861";2014;"EXPE";172750000
"1862";2016;"PCAR";59200000
"1863";2015;"NOW";55820000
"1864";2015;"PCAR";57600000
"1865";2016;"BEN";5,6e+07
"1866";2015;"BEN";64900000
"1867";2014;"MSFT";3,065e+09
"1868";2013;"APD";34600000
"1869";2012;"REGN";158300000
"1870";2015;"TMO";171600000
"1871";2013;"MSFT";2,767e+09
"1872";2012;"APD";36100000
"1873";2012;"MSFT";2,46e+09
"1874";2014;"AMGN";1,018e+09
"1875";2012;"PPG";1,12e+08
"1876";2013;"AMGN";9,89e+08
"1877";2013;"ZBH";49400000
"1878";2016;"SIRI";19250000
"1879";2012;"ZBH";53500000
"1880";2014;"MXIM";140360000
"1881";2013;"LRCX";170570000
"1882";2012;"LRCX";163310000
"1883";2012;"MXIM";132930000
"1884";2013;"ISRG";43200000
"1885";2016;"MSI";1,37e+08
"1886";2013;"XRX";1,45e+08
"1887";2012;"XRX";1,61e+08
"1888";2012;"INTC";2,605e+09
"1889";2013;"AMZN";1,734e+09
"1890";2014;"ALXN";100660000
"1891";2012;"AMZN";1,192e+09
"1892";2015;"TSLA";178790000
"1893";2015;"PPG";1,17e+08
"1894";2014;"XRX";1,39e+08
"1895";2014;"TMO";175200000
"1896";2014;"WY";5e+06
"1897";2014;"PX";2,5e+07
"1898";2013;"AGN";163700000
"1899";2016;"NOW";75020000
"1900";2012;"EMN";5,2e+07
"1901";2016;"ISRG";62600000
"1902";2013;"SIRI";13010000
"1903";2015;"ISRG";5,1e+07
"1904";2012;"EXPE";125620000
"1905";2016;"TMO";183300000
"1906";2015;"SIRI";16130000
"1907";2013;"PX";2,4e+07
"1908";2012;"PX";2,4e+07
"1909";2015;"LRCX";234210000
"1910";2013;"KLAC";132270000
"1911";2013;"MXIM";129900000
"1912";2015;"QCOM";1,357e+09
"1913";2014;"ISRG";47500000
"1914";2012;"AMGN";8,8e+08
"1915";2015;"WY";4e+06
"1916";2012;"FB";2,44e+08
"1917";2016;"REGN";543050000
"1918";2014;"NOW";39680000
"1919";2014;"KLAC";143640000
"1920";2012;"NOW";10780000
"1921";2015;"WAT";30700000
"1922";2012;"GLW";1,82e+08
"1923";2016;"LRCX";235240000
"1924";2014;"LRCX";188930000
"1925";2016;"VRTX";272370000
"1926";2013;"NOW";20820000
