"Day" "Month" "Year" "Ticker" "RD"
                
            "
"2423" "30" "06" "2014" "AMGN" "
                
                    1.018B
                
            "
"2425" "30" "06" "2015" "WAT" "
                
                    30.56M
                
            "
"2426" "30" "06" "2016" "WY" "
                
                    4.00M
                
            "
"2429" "30" "06" "2014" "WAT" "
                
                    26.98M
                
            "
"2430" "30" "06" "2013" "EMN" "
                
                    51.00M
                
            "
"2434" "30" "06" "2013" "NFLX" "
                
                    93.13M
                
            "
"2441" "30" "06" "2016" "IBM" "
                
                    1.465B
                
            "
"2443" "30" "06" "2016" "MSFT" "
                
                    3.146B
                
            "
"2444" "30" "06" "2015" "SLB" "
                
                    279.00M
                
            "
"2445" "30" "06" "2015" "IBM" "
                
                    1.30B
                
            "
"2447" "30" "06" "2013" "PCAR" "
                
                    61.80M
                
            "
"2448" "30" "06" "2014" "SLB" "
                
                    309.00M
                
            "
"2449" "30" "06" "2016" "PPG" "
                
                    115.00M
                
            "
"2452" "30" "06" "2013" "SLB" "
                
                    293.00M
                
            "
"2455" "30" "06" "2013" "MSFT" "
                
                    2.783B
                
            "
"2457" "30" "06" "2016" "RTN" "
                
                    181.00M
                
            "
"2458" "30" "06" "2013" "BEN" "
                
                    
                
            "
"2463" "30" "06" "2015" "PX" "
                
                    23.00M
                
            "
"2464" "30" "06" "2016" "KLAC" "
                
                    127.45M
                
            "
"2467" "30" "06" "2014" "PX" "
                
                    24.00M
                
            "
"2471" "30" "06" "2015" "WY" "
                
                    5.00M
                
            "
"2473" "30" "06" "2013" "WAT" "
                
                    24.65M
                
            "
"2476" "30" "06" "2014" "WY" "
                
                    7.00M
                
            "
"2477" "30" "06" "2015" "BEN" "
                
                    58.30M
                
            "
"2479" "30" "06" "2014" "LRCX" "
                
                    185.45M
                
            "
"2481" "30" "06" "2015" "KLAC" "
                
                    128.84M
                
            "
"2484" "30" "06" "2014" "ALXN" "
                
                    92.55M
                
            "
"2485" "30" "06" "2014" "KLAC" "
                
                    138.45M
                
            "
"2486" "30" "06" "2016" "BEN" "
                
                    50.50M
                
            "
"2488" "30" "06" "2013" "ALXN" "
                
                    68.56M
                
            "
"2489" "30" "06" "2013" "KLAC" "
                
                    127.69M
                
            "
"2490" "30" "06" "2013" "PPG" "
                
                    118.00M
                
            "
"2491" "30" "06" "2014" "MSFT" "
                
                    3.123B
                
            "
"2492" "30" "06" "2012" "KLAC" "
                
                    118.71M
                
            "
"2494" "30" "06" "2014" "BEN" "
                
                    54.30M
                
            "
"2495" "30" "06" "2015" "PPG" "
                
                    123.00M
                
            "
"2498" "30" "06" "2012" "IBM" "
                
                    1.587B
                
            "
"2499" "30" "06" "2014" "TMO" "
                
                    183.70M
                
            "
"2502" "30" "06" "2013" "TMO" "
                
                    96.70M
                
            "
"2503" "30" "06" "2016" "XLNX" "
                
                    136.12M
                
            "
"2508" "30" "06" "2012" "PPG" "
                
                    113.00M
                
            "
"2509" "30" "06" "2013" "AMGN" "
                
                    967.00M
                
            "
"2511" "30" "06" "2013" "PX" "
                
                    24.00M
                
            "
"2513" "30" "06" "2012" "GLW" "
                
                    185.00M
                
            "
"2514" "30" "06" "2013" "NOW" "
                
                    17.95M
                
            "
"2515" "30" "06" "2012" "PX" "
                
                    25.00M
                
            "
"2516" "30" "06" "2012" "MXIM" "
                
                    134.01M
                
            "
"2520" "30" "06" "2015" "XLNX" "
                
                    126.65M
                
            "
"2524" "30" "06" "2014" "XLNX" "
                
                    122.01M
                
            "
"2525" "30" "06" "2012" "EXPE" "
                
                    116.03M
                
            "
"2527" "30" "06" "2012" "AMGN" "
                
                    826.00M
                
            "
"2528" "30" "06" "2013" "XLNX" "
                
                    111.54M
                
            "
"2532" "30" "06" "2015" "CE" "
                
                    59.00M
                
            "
"2535" "30" "06" "2015" "TMO" "
                
                    174.60M
                
            "
"2544" "30" "06" "2016" "TMO" "
                
                    182.40M
                
            "
"2546" "30" "06" "2012" "TMO" "
                
                    94.20M
                
            "
"2548" "30" "06" "2016" "SLB" "
                
                    257.00M
                
            "
"2549" "30" "06" "2014" "NOW" "
                
                    35.44M
                
            "
"2551" "30" "06" "2012" "ABBV" "
                
                    752.00M
                
            "
"2555" "30" "06" "2012" "AGN" "
                
                    79.70M
                
            "
"2558" "30" "06" "2012" "NOW" "
                
                    9.272M
                
            "
"2562" "30" "06" "2013" "IBM" "
                
                    1.548B
                
            "
"2564" "30" "06" "2014" "PCAR" "
                
                    49.90M
                
            "
"2566" "30" "06" "2013" "AGN" "
                
                    136.30M
                
            "
"2573" "30" "06" "2012" "XLNX" "
                
                    121.45M
                
            "
"2579" "30" "06" "2012" "JNJ" "
                
                    2.195B
                
            "
"2580" "30" "06" "2012" "WY" "
                
                    8.00M
                
            "
"2585" "30" "06" "2015" "NOW" "
                
                    53.28M
                
            "
"2595" "30" "06" "2013" "WY" "
                
                    8.00M
                
            "
"2597" "30" "06" "2016" "LRCX" "
                
                    237.26M
                
            "
"2601" "30" "06" "2013" "EXPE" "
                
                    140.68M
                
            "
"2602" "30" "06" "2013" "MXIM" "
                
                    132.01M
                
            "
"2603" "30" "06" "2016" "NOW" "
                
                    70.36M
                
            "
"2605" "31" "03" "2014" "MRK" "
                
                    1.574B
                
            "
"2609" "31" "03" "2016" "SYMC" "
                
                    177.00M
                
            "
"2612" "31" "03" "2016" "GILD" "
                
                    1.265B
                
            "
"2616" "31" "03" "2016" "CTXS" "
                
                    102.23M
                
            "
"2618" "31" "03" "2016" "MCHP" "
                
                    95.64M
                
            "
"2620" "31" "03" "2014" "SYMC" "
                
                    -40.00M
                
            "
"2621" "31" "03" "2013" "MCHP" "
                
                    70.44M
                
            "
"2625" "31" "03" "2015" "SYMC" "
                
                    208.00M
                
            "
"2626" "31" "03" "2013" "MSI" "
                
                    262.00M
                
            "
"2627" "31" "03" "2014" "INTC" "
                
                    2.846B
                
            "
"2628" "31" "03" "2012" "MSI" "
                
                    254.00M
                
            "
"2629" "31" "03" "2015" "MRK" "
                
                    1.737B
                
            "
"2631" "31" "03" "2016" "EMN" "
                
                    54.00M
                
            "
"2632" "31" "03" "2016" "INTC" "
                
                    3.246B
                
            "
"2633" "31" "03" "2013" "ITT" "
                
                    16.40M
                
            "
"2635" "31" "03" "2015" "INTC" "
                
                    2.995B
                
            "
"2637" "31" "03" "2012" "ITT" "
                
                    16.10M
                
            "
"2639" "31" "03" "2016" "LVS" "
                
                    2.00M
                
            "
"2641" "31" "03" "2014" "GILD" "
                
                    595.00M
                
            "
"2642" "31" "03" "2016" "AAPL" "
                
                    2.511B
                
            "
"2644" "31" "03" "2015" "LVS" "
                
                    1.533M
                
            "
"2646" "31" "03" "2013" "TSLA" "
                
                    54.86M
                
            "
"2648" "31" "03" "2014" "MSI" "
                
                    174.00M
                
            "
"2649" "31" "03" "2015" "GILD" "
                
                    696.00M
                
            "
"2651" "31" "03" "2012" "MRK" "
                
                    1.862B
                
            "
"2653" "31" "03" "2014" "MCHP" "
                
                    77.36M
                
            "
"2657" "31" "03" "2014" "ITT" "
                
                    17.70M
                
            "
"2660" "31" "03" "2013" "MRK" "
                
                    1.907B
                
            "
"2662" "31" "03" "2015" "EMN" "
                
                    56.00M
                
            "
"2663" "31" "03" "2014" "AMZN" "
                
                    1.991B
                
            "
"2666" "31" "03" "2013" "VRTX" "
                
                    218.10M
                
            "
"2667" "31" "03" "2014" "EMN" "
                
                    53.00M
                
            "
"2668" "31" "03" "2016" "AMZN" "
                
                    3.526B
                
            "
"2669" "31" "03" "2016" "JNPR" "
                
                    251.00M
                
            "
"2670" "31" "03" "2012" "VRTX" "
                
                    196.37M
                
            "
"2677" "31" "03" "2013" "CTXS" "
                
                    130.49M
                
            "
"2681" "31" "03" "2016" "BAX" "
                
                    136.00M
                
            "
"2682" "31" "03" "2012" "AKAM" "
                
                    17.48M
                
            "
"2684" "31" "03" "2013" "AMZN" "
                
                    1.383B
                
            "
"2688" "31" "03" "2014" "LVS" "
                
                    1.692M
                
            "
"2689" "31" "03" "2016" "MRK" "
                
                    1.659B
                
            "
"2691" "31" "03" "2016" "BMY" "
                
                    1.136B
                
            "
"2695" "31" "03" "2016" "CELG" "
                
                    733.00M
                
            "
"2698" "31" "03" "2013" "DHR" "
                
                    296.40M
                
            "
"2701" "31" "03" "2016" "BA" "
                
                    917.00M
                
            "
"2704" "31" "03" "2012" "TSLA" "
                
                    68.39M
                
            "
"2707" "31" "03" "2016" "AKAM" "
                
                    40.84M
                
            "
"2709" "31" "03" "2016" "WY" "
                
                    5.00M
                
            "
"2711" "31" "03" "2013" "BIIB" "
                
                    284.34M
                
            "
"2713" "31" "03" "2015" "AMZN" "
                
                    2.754B
                
            "
"2715" "31" "03" "2012" "DHR" "
                
                    270.10M
                
            "
"2716" "31" "03" "2014" "BAX" "
                
                    309.00M
                
            "
"2728" "31" "03" "2012" "AMZN" "
                
                    945.00M
                
            "
"2730" "31" "03" "2015" "MCHP" "
                
                    87.66M
                
            "
"2732" "31" "03" "2014" "AAPL" "
                
                    1.422B
                
            "
"2734" "31" "03" "2015" "ITT" "
                
                    18.30M
                
            "
"2736" "31" "03" "2013" "AAPL" "
                
                    1.119B
                
            "
"2738" "31" "03" "2014" "LYB" "
                
                    32.00M
                
            "
"2739" "31" "03" "2012" "BMRN" "
                
                    73.83M
                
            "
"2740" "31" "03" "2012" "AAPL" "
                
                    841.00M
                
            "
"2742" "31" "03" "2013" "EBAY" "
                
                    434.00M
                
            "
"2744" "31" "03" "2013" "SYK" "
                
                    129.00M
                
            "
"2746" "31" "03" "2012" "EBAY" "
                
                    374.00M
                
            "
"2748" "31" "03" "2016" "CERN" "
                
                    133.53M
                
            "
"2751" "31" "03" "2015" "CTXS" "
                
                    144.64M
                
            "
"2752" "31" "03" "2015" "BAX" "
                
                    143.00M
                
            "
"2755" "31" "03" "2012" "BIIB" "
                
                    355.96M
                
            "
"2760" "31" "03" "2014" "GLW" "
                
                    198.00M
                
            "
"2770" "31" "03" "2016" "ITT" "
                
                    19.20M
                
            "
"2771" "31" "03" "2012" "CA" "
                
                    125.00M
                
            "
"2773" "31" "03" "2016" "ACIW" "
                
                    43.60M
                
            "
"2774" "31" "03" "2015" "LYB" "
                
                    26.00M
                
            "
"2776" "31" "03" "2015" "BMY" "
                
                    1.016B
                
            "
"2777" "31" "03" "2016" "MSI" "
                
                    135.00M
                
            "
"2780" "31" "03" "2014" "BMY" "
                
                    946.00M
                
            "
"2781" "31" "03" "2015" "MSI" "
                
                    159.00M
                
            "
"2784" "31" "03" "2015" "BIIB" "
                
                    460.50M
                
            "
"2785" "31" "03" "2012" "MCHP" "
                
                    47.71M
                
            "
"2786" "31" "03" "2016" "NFLX" "
                
                    203.51M
                
            "
"2788" "31" "03" "2014" "BIIB" "
                
                    528.88M
                
            "
"2790" "31" "03" "2015" "NFLX" "
                
                    143.11M
                
            "
"2795" "31" "03" "2013" "INTC" "
                
                    2.527B
                
            "
"2799" "31" "03" "2012" "INTC" "
                
                    2.401B
                
            "
"2801" "31" "03" "2013" "AKAM" "
                
                    21.90M
                
            "
"2802" "31" "03" "2016" "BDX" "
                
                    182.00M
                
            "
"2804" "31" "03" "2013" "QCOM" "
                
                    1.214B
                
            "
"2806" "31" "03" "2015" "BDX" "
                
                    129.00M
                
            "
"2807" "31" "03" "2013" "CA" "
                
                    115.00M
                
            "
"2808" "31" "03" "2012" "QCOM" "
                
                    954.00M
                
            "
"2813" "31" "03" "2014" "CAT" "
                
                    508.00M
                
            "
"2814" "31" "03" "2012" "AVB" "
                
                    0.239M
                
            "
"2818" "31" "03" "2012" "BDX" "
                
                    116.75M
                
            "
"2819" "31" "03" "2016" "AMGN" "
                
                    872.00M
                
            "
"2823" "31" "03" "2015" "AMGN" "
                
                    894.00M
                
            "
"2826" "31" "03" "2015" "BA" "
                
                    769.00M
                
            "
"2830" "31" "03" "2014" "BA" "
                
                    809.00M
                
            "
"2832" "31" "03" "2015" "AKAM" "
                
                    35.83M
                
            "
"2834" "31" "03" "2013" "GILD" "
                
                    497.63M
                
            "
"2836" "31" "03" "2014" "AKAM" "
                
                    28.23M
                
            "
"2838" "31" "03" "2012" "GILD" "
                
                    458.21M
                
            "
"2843" "31" "03" "2012" "CTXS" "
                
                    103.62M
                
            "
"2844" "31" "03" "2016" "BMRN" "
                
                    158.79M
                
            "
"2846" "31" "03" "2015" "REGN" "
                
                    343.11M
                
            "
"2849" "31" "03" "2015" "AAPL" "
                
                    1.918B
                
            "
"2850" "31" "03" "2014" "BDX" "
                
                    147.00M
                
            "
"2851" "31" "03" "2016" "LYB" "
                
                    24.00M
                
            "
"2852" "31" "03" "2016" "BEN" "
                
                    49.60M
                
            "
"2853" "31" "03" "2016" "EBAY" "
                
                    239.00M
                
            "
"2854" "31" "03" "2013" "REGN" "
                
                    180.30M
                
            "
"2856" "31" "03" "2013" "BMRN" "
                
                    83.74M
                
            "
"2857" "31" "03" "2015" "EBAY" "
                
                    221.00M
                
            "
"2858" "31" "03" "2012" "REGN" "
                
                    138.86M
                
            "
"2861" "31" "03" "2014" "EBAY" "
                
                    480.00M
                
            "
"2865" "31" "03" "2013" "BEN" "
                
                    44.80M
                
            "
"2869" "31" "03" "2012" "SYK" "
                
                    112.00M
                
            "
"2872" "31" "03" "2016" "EXPE" "
                
                    291.55M
                
            "
"2876" "31" "03" "2014" "CTXS" "
                
                    133.62M
                
            "
"2880" "31" "03" "2015" "CA" "
                
                    160.00M
                
            "
"2883" "31" "03" "2013" "BAX" "
                
                    246.00M
                
            "
"2884" "31" "03" "2014" "CA" "
                
                    156.00M
                
            "
"2887" "31" "03" "2012" "BAX" "
                
                    269.00M
                
            "
"2890" "31" "03" "2014" "REGN" "
                
                    287.38M
                
            "
"2903" "31" "03" "2016" "FB" "
                
                    1.343B
                
            "
"2904" "31" "03" "2016" "TRIP" "
                
                    61.00M
                
            "
"2905" "31" "03" "2014" "VRTX" "
                
                    238.62M
                
            "
"2907" "31" "03" "2015" "FB" "
                
                    1.062B
                
            "
"2908" "31" "03" "2015" "TRIP" "
                
                    49.00M
                
            "
"2911" "31" "03" "2014" "FB" "
                
                    455.00M
                
            "
"2912" "31" "03" "2014" "TRIP" "
                
                    38.00M
                
            "
"2913" "31" "03" "2016" "QCOM" "
                
                    1.301B
                
            "
"2915" "31" "03" "2013" "FB" "
                
                    293.00M
                
            "
"2916" "31" "03" "2013" "TRIP" "
                
                    29.00M
                
            "
"2917" "31" "03" "2015" "QCOM" "
                
                    1.375B
                
            "
"2919" "31" "03" "2012" "FB" "
                
                    153.00M
                
            "
"2920" "31" "03" "2012" "TRIP" "
                
                    17.84M
                
            "
"2921" "31" "03" "2014" "QCOM" "
                
                    1.356B
                
            "
"2926" "31" "03" "2016" "CAT" "
                
                    508.00M
                
            "
"2930" "31" "03" "2015" "CAT" "
                
                    524.00M
                
            "
"2933" "31" "03" "2016" "TSLA" "
                
                    182.48M
                
            "
"2935" "31" "03" "2013" "BDX" "
                
                    122.00M
                
            "
"2937" "31" "03" "2013" "LVS" "
                
                    5.351M
                
            "
"2938" "31" "03" "2013" "CAT" "
                
                    562.00M
                
            "
"2941" "31" "03" "2012" "LVS" "
                
                    1.198M
                
            "
"2942" "31" "03" "2012" "CAT" "
                
                    587.00M
                
            "
"2943" "31" "03" "2016" "RTN" "
                
                    199.00M
                
            "
"2947" "31" "03" "2015" "RTN" "
                
                    142.00M
                
            "
"2951" "31" "03" "2014" "RTN" "
                
                    111.00M
                
            "
"2955" "31" "03" "2013" "RTN" "
                
                    107.00M
                
            "
"2959" "31" "03" "2012" "RTN" "
                
                    168.00M
                
            "
"2966" "31" "03" "2016" "APD" "
                
                    18.20M
                
            "
"2969" "31" "03" "2015" "BMRN" "
                
                    142.07M
                
            "
"2973" "31" "03" "2014" "BMRN" "
                
                    86.17M
                
            "
"2977" "31" "03" "2012" "ALXN" "
                
                    45.41M
                
            "
"2978" "31" "03" "2015" "BEN" "
                
                    49.90M
                
            "
"2982" "31" "03" "2014" "BEN" "
                
                    51.00M
                
            "
"2984" "31" "03" "2016" "JNJ" "
                
                    2.013B
                
            "
"2988" "31" "03" "2015" "JNJ" "
                
                    1.899B
                
            "
"2992" "31" "03" "2014" "JNJ" "
                
                    1.849B
                
            "
"2995" "31" "03" "2016" "GLW" "
                
                    190.00M
                
            "
"2996" "31" "03" "2015" "CERN" "
                
                    127.27M
                
            "
"2997" "31" "03" "2016" "CA" "
                
                    140.00M
                
            "
"2999" "31" "03" "2015" "GLW" "
                
                    189.00M
                
            "
"3000" "31" "03" "2014" "CERN" "
                
                    91.54M
                
            "
"3001" "31" "03" "2015" "LRCX" "
                
                    217.86M
                
            "
"3004" "31" "03" "2013" "CERN" "
                
                    81.06M
                
            "
"3005" "31" "03" "2014" "LRCX" "
                
                    185.98M
                
            "
"3007" "31" "03" "2013" "GLW" "
                
                    178.00M
                
            "
"3008" "31" "03" "2012" "CERN" "
                
                    71.14M
                
            "
"3009" "31" "03" "2013" "SIRI" "
                
                    14.84M
                
            "
"3013" "31" "03" "2012" "SIRI" "
                
                    12.69M
                
            "
"3016" "31" "03" "2016" "ATVI" "
                
                    175.00M
                
            "
"3018" "31" "03" "2016" "VRTX" "
                
                    255.86M
                
            "
"3022" "31" "03" "2015" "VRTX" "
                
                    215.60M
                
            "
"3023" "31" "03" "2016" "BIIB" "
                
                    437.30M
                
            "
"3024" "31" "03" "2014" "ATVI" "
                
                    143.00M
                
            "
"3026" "31" "03" "2013" "CE" "
                
                    26.00M
                
            "
"3027" "31" "03" "2015" "WDC" "
                
                    402.00M
                
            "
"3028" "31" "03" "2013" "BMY" "
                
                    930.00M
                
            "
"3030" "31" "03" "2012" "CE" "
                
                    25.00M
                
            "
"3031" "31" "03" "2014" "WDC" "
                
                    418.00M
                
            "
"3032" "31" "03" "2012" "BMY" "
                
                    909.00M
                
            "
"3035" "31" "03" "2013" "WDC" "
                
                    396.00M
                
            "
"3037" "31" "03" "2015" "JNPR" "
                
                    248.70M
                
            "
"3039" "31" "03" "2012" "WDC" "
                
                    265.00M
                
            "
"3041" "31" "03" "2014" "JNPR" "
                
                    264.00M
                
            "
"3050" "31" "03" "2016" "DHR" "
                
                    226.10M
                
            "
"3054" "31" "03" "2015" "DHR" "
                
                    299.40M
                
            "
"3056" "31" "03" "2016" "PPG" "
                
                    116.00M
                
            "
"3058" "31" "03" "2014" "DHR" "
                
                    313.40M
                
            "
"3060" "31" "03" "2015" "PPG" "
                
                    119.00M
                
            "
"3064" "31" "03" "2014" "PPG" "
                
                    120.00M
                
            "
"3065" "31" "03" "2016" "CLX" "
                
                    35.00M
                
            "
"3066" "31" "03" "2016" "BSX" "
                
                    210.00M
                
            "
"3067" "31" "03" "2015" "CELG" "
                
                    506.00M
                
            "
"3068" "31" "03" "2013" "PPG" "
                
                    109.00M
                
            "
"3069" "31" "03" "2015" "CLX" "
                
                    34.00M
                
            "
"3070" "31" "03" "2015" "BSX" "
                
                    192.00M
                
            "
"3071" "31" "03" "2014" "CELG" "
                
                    713.70M
                
            "
"3072" "31" "03" "2012" "PPG" "
                
                    110.00M
                
            "
"3074" "31" "03" "2014" "BSX" "
                
                    191.00M
                
            "
"3078" "31" "03" "2013" "BSX" "
                
                    204.00M
                
            "
"3080" "31" "03" "2012" "MMM" "
                
                    411.00M
                
            "
"3081" "31" "03" "2012" "BA" "
                
                    835.00M
                
            "
"3082" "31" "03" "2012" "BSX" "
                
                    215.00M
                
            "
"3083" "31" "03" "2016" "ALXN" "
                
                    176.00M
                
            "
"3087" "31" "03" "2015" "ALXN" "
                
                    221.08M
                
            "
"3095" "31" "03" "2014" "APD" "
                
                    33.20M
                
            "
"3097" "31" "03" "2016" "SYK" "
                
                    159.00M
                
            "
"3099" "31" "03" "2013" "APD" "
                
                    32.30M
                
            "
"3101" "31" "03" "2015" "ACIW" "
                
                    37.09M
                
            "
"3103" "31" "03" "2012" "APD" "
                
                    29.80M
                
            "
"3105" "31" "03" "2014" "ACIW" "
                
                    37.46M
                
            "
"3108" "31" "03" "2014" "NEM" "
                
                    42.00M
                
            "
"3109" "31" "03" "2013" "ACIW" "
                
                    37.15M
                
            "
"3110" "31" "03" "2015" "PX" "
                
                    24.00M
                
            "
"3112" "31" "03" "2013" "NEM" "
                
                    52.00M
                
            "
"3113" "31" "03" "2012" "ACIW" "
                
                    30.93M
                
            "
"3115" "31" "03" "2016" "CMI" "
                
                    166.00M
                
            "
"3116" "31" "03" "2012" "NEM" "
                
                    102.00M
                
            "
"3118" "31" "03" "2016" "SIRI" "
                
                    19.44M
                
            "
"3119" "31" "03" "2015" "CMI" "
                
                    195.00M
                
            "
"3122" "31" "03" "2015" "SIRI" "
                
                    14.96M
                
            "
"3123" "31" "03" "2014" "CMI" "
                
                    190.00M
                
            "
"3126" "31" "03" "2014" "SIRI" "
                
                    15.91M
                
            "
"3127" "31" "03" "2013" "CMI" "
                
                    182.00M
                
            "
"3131" "31" "03" "2012" "CMI" "
                
                    181.00M
                
            "
"3141" "31" "03" "2015" "ATVI" "
                
                    145.00M
                
            "
"3146" "31" "03" "2016" "WDC" "
                
                    359.00M
                
            "
"3149" "31" "03" "2014" "ABBV" "
                
                    772.00M
                
            "
"3150" "31" "03" "2013" "ATVI" "
                
                    125.00M
                
            "
"3153" "31" "03" "2013" "ABBV" "
                
                    634.00M
                
            "
"3154" "31" "03" "2012" "ATVI" "
                
                    114.00M
                
            "
"3158" "31" "03" "2014" "NFLX" "
                
                    110.31M
                
            "
"3159" "31" "03" "2013" "EMN" "
                
                    49.00M
                
            "
"3162" "31" "03" "2013" "NFLX" "
                
                    91.98M
                
            "
"3163" "31" "03" "2012" "EMN" "
                
                    41.00M
                
            "
"3165" "31" "03" "2016" "LLY" "
                
                    1.221B
                
            "
"3166" "31" "03" "2012" "NFLX" "
                
                    82.80M
                
            "
"3169" "31" "03" "2015" "LLY" "
                
                    1.295B
                
            "
"3173" "31" "03" "2014" "LLY" "
                
                    1.109B
                
            "
"3177" "31" "03" "2013" "LLY" "
                
                    1.348B
                
            "
"3181" "31" "03" "2012" "LLY" "
                
                    1.152B
                
            "
"3191" "31" "03" "2014" "AMGN" "
                
                    1.027B
                
            "
"3194" "31" "03" "2014" "CLX" "
                
                    28.00M
                
            "
"3195" "31" "03" "2013" "AMGN" "
                
                    878.00M
                
            "
"3198" "31" "03" "2013" "BA" "
                
                    705.00M
                
            "
"3199" "31" "03" "2012" "AMGN" "
                
                    736.00M
                
            "
"3200" "31" "03" "2015" "EXPE" "
                
                    190.46M
                
            "
"3204" "31" "03" "2014" "EXPE" "
                
                    162.98M
                
            "
"3206" "31" "03" "2016" "REGN" "
                
                    470.11M
                
            "
"3208" "31" "03" "2013" "EXPE" "
                
                    138.28M
                
            "
"3212" "31" "03" "2015" "APD" "
                
                    35.80M
                
            "
"3214" "31" "03" "2016" "MSFT" "
                
                    2.98B
                
            "
"3216" "31" "03" "2013" "ALXN" "
                
                    74.54M
                
            "
"3217" "31" "03" "2016" "TMO" "
                
                    176.50M
                
            "
"3218" "31" "03" "2015" "MSFT" "
                
                    2.984B
                
            "
"3222" "31" "03" "2014" "MSFT" "
                
                    2.743B
                
            "
"3226" "31" "03" "2013" "MSFT" "
                
                    2.64B
                
            "
"3227" "31" "03" "2016" "PX" "
                
                    23.00M
                
            "
"3230" "31" "03" "2012" "MSFT" "
                
                    2.517B
                
            "
"3233" "31" "03" "2012" "BEN" "
                
                    43.30M
                
            "
"3235" "31" "03" "2014" "PX" "
                
                    23.00M
                
            "
"3239" "31" "03" "2013" "PX" "
                
                    24.00M
                
            "
"3240" "31" "03" "2016" "LRCX" "
                
                    221.49M
                
            "
"3243" "31" "03" "2012" "PX" "
                
                    24.00M
                
            "
"3249" "31" "03" "2016" "ISRG" "
                
                    53.20M
                
            "
"3251" "31" "03" "2013" "LRCX" "
                
                    174.21M
                
            "
"3255" "31" "03" "2012" "LRCX" "
                
                    113.45M
                
            "
"3258" "31" "03" "2016" "CE" "
                
                    19.00M
                
            "
"3262" "31" "03" "2015" "CE" "
                
                    20.00M
                
            "
"3266" "31" "03" "2014" "CE" "
                
                    22.00M
                
            "
"3278" "31" "03" "2012" "ABBV" "
                
                    792.00M
                
            "
"3281" "31" "03" "2013" "SYMC" "
                
                    281.00M
                
            "
"3285" "31" "03" "2012" "SYMC" "
                
                    241.00M
                
            "
"3290" "31" "03" "2016" "SLB" "
                
                    240.00M
                
            "
"3292" "31" "03" "2016" "IBM" "
                
                    1.458B
                
            "
"3293" "31" "03" "2016" "MYL" "
                
                    253.60M
                
            "
"3294" "31" "03" "2015" "SLB" "
                
                    267.00M
                
            "
"3296" "31" "03" "2015" "IBM" "
                
                    1.298B
                
            "
"3297" "31" "03" "2015" "MYL" "
                
                    169.90M
                
            "
"3298" "31" "03" "2014" "SLB" "
                
                    284.00M
                
            "
"3301" "31" "03" "2015" "TSLA" "
                
                    167.15M
                
            "
"3305" "31" "03" "2014" "TSLA" "
                
                    81.54M
                
            "
"3307" "31" "03" "2016" "MMM" "
                
                    450.00M
                
            "
"3308" "31" "03" "2012" "IBM" "
                
                    1.601B
                
            "
"3309" "31" "03" "2012" "MYL" "
                
                    80.96M
                
            "
"3311" "31" "03" "2015" "MMM" "
                
                    463.00M
                
            "
"3315" "31" "03" "2014" "MMM" "
                
                    452.00M
                
            "
"3319" "31" "03" "2013" "CELG" "
                
                    452.40M
                
            "
"3321" "31" "03" "2015" "WY" "
                
                    5.00M
                
            "
"3323" "31" "03" "2012" "CELG" "
                
                    362.00M
                
            "
"3325" "31" "03" "2014" "WY" "
                
                    7.00M
                
            "
"3326" "31" "03" "2016" "PCAR" "
                
                    59.60M
                
            "
"3329" "31" "03" "2013" "WY" "
                
                    7.00M
                
            "
"3330" "31" "03" "2015" "PCAR" "
                
                    56.20M
                
            "
"3333" "31" "03" "2014" "ALXN" "
                
                    191.46M
                
            "
"3334" "31" "03" "2014" "PCAR" "
                
                    52.70M
                
            "
"3338" "31" "03" "2013" "PCAR" "
                
                    72.10M
                
            "
"3342" "31" "03" "2012" "PCAR" "
                
                    72.30M
                
            "
"3348" "31" "03" "2016" "AGN" "
                
                    403.10M
                
            "
"3351" "31" "03" "2013" "LYB" "
                
                    36.00M
                
            "
"3352" "31" "03" "2015" "AGN" "
                
                    317.70M
                
            "
"3355" "31" "03" "2012" "LYB" "
                
                    39.00M
                
            "
"3356" "31" "03" "2014" "AGN" "
                
                    171.50M
                
            "
"3361" "31" "03" "2016" "TXN" "
                
                    322.00M
                
            "
"3364" "31" "03" "2016" "MXIM" "
                
                    119.18M
                
            "
"3365" "31" "03" "2015" "TXN" "
                
                    338.00M
                
            "
"3368" "31" "03" "2015" "MXIM" "
                
                    123.91M
                
            "
"3369" "31" "03" "2014" "TXN" "
                
                    366.00M
                
            "
"3372" "31" "03" "2014" "MXIM" "
                
                    141.49M
                
            "
"3373" "31" "03" "2013" "TXN" "
                
                    419.00M
                
            "
"3374" "31" "03" "2015" "ISRG" "
                
                    44.40M
                
            "
"3375" "31" "03" "2012" "GLW" "
                
                    184.00M
                
            "
"3376" "31" "03" "2013" "MXIM" "
                
                    134.14M
                
            "
"3377" "31" "03" "2012" "TXN" "
                
                    509.00M
                
            "
"3378" "31" "03" "2014" "ISRG" "
                
                    43.00M
                
            "
"3380" "31" "03" "2012" "MXIM" "
                
                    136.08M
                
            "
"3382" "31" "03" "2013" "ISRG" "
                
                    41.60M
                
            "
"3383" "31" "03" "2016" "ABBV" "
                
                    956.00M
                
            "
"3386" "31" "03" "2012" "ISRG" "
                
                    38.40M
                
            "
"3387" "31" "03" "2015" "ABBV" "
                
                    938.00M
                
            "
"3390" "31" "03" "2013" "XRX" "
                
                    154.00M
                
            "
"3394" "31" "03" "2016" "WAT" "
                
                    29.44M
