"","CompaniesIndex","YearIndex","Ra","Roa","StockPriceClose","TobinsQ","PriceToEarningRatio","Roic","GreenScore","CarbonProductivity","WaterProductivity","WasteProductivity","EnergyProductivity","SustainabilityPayLink","SustainableThemedCommitment","AuditScore","TotalAssets","Leverage","NetMargin","Industry","Beta","CostEquity","Eps","FirmSize","LogTobinsQ","LogPriceToEarningRatio","LogEps","LogStockPrice"
"588",196,3,0.0145129337549679,0.1165,99.76,1.98,18.2043795620438,0.1755,0.76,0.12,0.11,0.08,0.12,1,1,1,1.31119e+11,0.22,0.2196,5,0.71138551314919,-0.000426831307889514,5.48,25.5993711447513,0.683096844706444,2.90166220041186,1.70110510095992,4.60276730137178
"589",197,1,0.107479535817554,0.0436,19.87,0.96,23.1046511627907,0.0591,0.7,0.29,0.65,0.87,0.36,1,1,1,9832100000,0.14,0.0427,7,1.84449738819868,0.0218650691807444,0.86,23.008918380029,-0.0408219945202552,3.14003394629831,-0.150822889734584,2.98921105656373
"590",197,2,0.00719416383308119,-0.0357,23.88,1.13,-32.7123287671233,-0.0408,0.65,0.05,0.09,0.14,0.03,1,1,1,1.0326e+10,0.14,0.0942,7,1.78283724960841,0.0500977267139963,-0.73,23.0579308234039,0.122217632724249,NA,NA,3.1730412885244
"591",197,3,-0.0877054024091727,0.0745,26.38,1.29,16.5911949685535,0.1038,0.54,0.07,0.08,0.13,0.01,0,1,1,8403100000,0.27,-0.0722,7,-0.552526429738822,0.000331515857843293,1.59,22.8518665223334,0.254642218373581,2.80887213105703,0.46373401623214,3.27260614728917
"592",198,1,0.0217813206508713,0.007,51.88,0.15,11.9539170506912,NA,0.23,0.23,0.22,0.11,0.2,0,1,1,2.359141e+12,1.41,0.2049,4,2.97653322706379,0.0352230920793527,4.34,28.4893186856573,-1.89711998488588,2.48105901133593,1.46787434811231,3.94893335944824
"593",198,2,0.0394381173881308,0.0081,58.17,0.1,10.9962192816635,NA,0.44,0.04,0.04,0.02,0.04,1,1,1,2.415689e+12,1.48,0.1718,4,1.49593299004914,0.0420357170203809,5.29,28.5130056625498,-2.30258509299405,2.39755151205246,1.66581824587021,4.06336975792267
"594",198,3,-0.00979587084914455,0.0091,63.83,0.15,10.6383333333333,NA,0.43,0.04,0.05,0.01,0.03,1,1,1,2.573126e+12,1.45,0.2133,4,0.572740649617161,-0.000343644389770296,6,28.576142618103,-1.89711998488588,2.36446383003991,1.79175946922805,4.15622329926797
"595",199,1,-0.006612388568825,0.0887,58.01,1.43,16.2949438202247,0.1567,0.47,0.48,0,0.71,0.66,1,0,0,8.265e+09,1.61,0.0628,1,1.42981768334168,0.0169718486634318,3.56,22.8352955682194,0.357674444271816,2.79085486461403,1.26976054486394,4.06061540947797
"596",199,2,0.038913596488229,0.0881,66.92,1.59,18.0377358490566,0.1628,0.55,0.1,0,0.12,0.12,1,0,0,8.585e+09,1.63,0.0605,1,1.07168473537651,0.0301143410640799,3.71,22.8732823312959,0.46373401623214,2.89246599949928,1.31103187661934,4.20349787611862
"597",199,3,-0.122656408716242,0.0808,72.7,1.65,19.5430107526882,0.1494,0.66,0.1,0.1,0.11,0.14,1,0,0,9.269e+09,1.49,0.0585,1,1.15561328710506,-0.000693367972263037,3.72,22.9499413358401,0.500775287912489,2.97261771625442,1.31372366828506,4.28634138453947
"598",200,1,0.00706591564040507,0.1179,62.25,1.88,12.6012145748988,0.1857,0.42,0.24,0.63,0,0.33,1,1,1,1.5184e+10,2.51,0.0677,2,0.539478562260789,0.00646584703467731,4.94,23.443508078814,0.631271776841858,2.53379320414499,1.59736533119983,4.13115853534482
"599",200,2,-0.0123015438119191,0.0413,63.86,1.99,36.4914285714286,0.0754,0.58,0.06,0.09,0.09,0.05,1,1,1,1.5474e+10,1.79,0.1222,2,0.869025145867734,0.0244196065988833,1.75,23.4624270330737,0.688134638736401,3.59707739935121,0.559615787935423,4.15669318728664
"600",200,3,0.0496414140035141,0.0404,66.22,2.19,38.5,0.0792,0.6,0.06,0.09,0.09,0.06,1,1,1,1.515e+10,2.13,0.0433,2,1.57275492708133,-0.000943652956248799,1.72,23.4412663689018,0.783901543828409,3.65065824129374,0.542324290825362,4.1929825321191
"601",201,1,0.0512148503984723,0.0097,11.12,0.16,11.4639175257732,NA,0.31,0.15,0,0,0.04,0,1,1,8.9236e+10,0.67,0.207,4,1.09230178585352,0.0129891610730716,0.97,25.2145503825568,-1.83258146374831,2.43920449630715,-0.0304592074847086,2.40874528882244
"602",201,2,0.0291992182999957,0.0094,13.55,0.18,13.6868686868687,NA,0.35,0.03,0,0.01,0.01,1,1,1,9.2934e+10,0.76,0.2251,4,1.53998323465435,0.0432735288937872,0.99,25.2551554007401,-1.71479842809193,2.61643688317921,-0.0100503358535015,2.60638654732571
"603",201,3,0.00608369757864869,0.0095,13.95,0.21,13.2857142857143,NA,0.36,0.03,0,0.02,0.01,1,1,1,9.3821e+10,0.76,0.2232,4,0.97910751687269,-0.000587464510123614,1.05,25.2646545484981,-1.56064774826467,2.58668934409794,0.048790164169432,2.63547950826737
"604",202,1,-0.0318679026244492,0.0183,21.52,1.24,50.046511627907,0.0344,0.32,0.32,0.04,0.08,0.43,1,0,0,9740807000,0.88,0.1872,4,1.26583831352513,0.0150368920995966,0.43,22.9995898053781,0.215111379616945,3.91295280558811,-0.843970070294529,3.06898273529358
"605",202,2,-0.00294593017253772,0.0367,22.87,1.41,25.6966292134831,0.0574,0.49,0.08,0.01,0,0.12,1,0,1,9663630000,0.91,0.188,4,1.63997794543159,0.0460833802666276,0.89,22.9916351909821,0.343589704390077,3.24635982429064,-0.116533816255952,3.12982600803469
"606",202,3,0.0235820028871918,0.0769,25.32,1.41,12.66,0.0956,0.5,0.09,0.02,0.01,0.1,1,0,1,10285728000,0.97,0.368,4,0.837788992793551,-0.000502673395676131,2,23.0540231402396,0.343589704390077,2.53844741671603,0.693147180559945,3.23159459727598
"607",203,1,0.00919489623672337,0.1046,57.45,1.45,17.8971962616822,0.1384,0.4,0.67,0,0,0.66,0,0,0,5068763000,0.23,0.2383,7,1.33933535338426,0.0159041571699343,3.21,22.3463626405596,0.371563556432483,2.88464406715284,1.16627093714192,4.05091500429476
"608",203,2,0.0125931203652309,0.1077,70.17,2.34,20.2219020172911,0.1422,0.26,0.13,0,0,0,0,0,0,5440734000,0.21,0.1911,7,1.49810116132873,0.0420966426333374,3.47,22.4171798151831,0.85015092936961,3.00676627530543,1.24415459395877,4.2509208692642
"609",203,3,0.0424150491266777,0.0707,59.41,2.44,26.5223214285714,0.1106,0.23,0.1,0,0,0,0,0,0,4987366000,0.2,0.1989,7,1.46204412631204,-0.000877226475787227,2.24,22.3301737516335,0.89199803930511,3.2779866965007,0.806475865866949,4.08446256236765
"610",204,1,-0.0360448845684397,0.1104,94.11,2.26,17.0180831826401,0.2132,0.3,0.14,0.06,0.05,0.11,1,0,1,1.9873e+10,1.02,0.0831,2,0.00211039309455523,0.000124902638515752,5.53,23.7126278634926,0.815364813284194,2.83427649533645,1.71018781553424,4.5444643108707
"611",204,2,-0.00179262141367721,0.0886,106.26,3.12,26.3019801980198,0.1848,0.35,0.03,0.03,0.01,0.02,1,0,1,1.8919e+10,1.11,0.1013,2,0.926655616498232,0.0260390228236003,4.04,23.6634325450507,1.13783300182139,3.26964422904974,1.39624469197306,4.6658889210228
"612",204,3,0.0734547692376937,0.0667,112.45,3.57,40.5956678700361,0.1575,0.41,0.02,0.02,0.01,0.03,1,1,1,1.5526e+10,7.72,0.0774,2,0.453493949837235,-0.000272096369902341,2.77,23.4657818749299,1.27256559579155,3.70366135820608,1.01884732019925,4.72250867840532
"613",205,1,0.0128600366904204,0.0166,37.14,0.97,32.295652173913,0.0514,0.08,0,0,0,0,0,0,0,6.8185e+10,2.3,0.0316,3,0.72951984809331,0.00870833420750106,1.15,24.9454904362562,-0.0304592074847086,3.4749326135494,0.139761942375159,3.61469455592456
"614",205,2,0.0229512365810881,0.013,36.2,1.6,40.6741573033708,0.0387,0.05,0,0,0,0,0,0,0,7.5185e+10,2.59,0.0848,3,0.21366530375475,0.00600399503550846,0.89,25.0432175799207,0.470003629245736,3.70559293508768,-0.116533816255952,3.58905911883173
"615",205,3,-0.457272090008256,0.0027,34.92,0.91,349.2,0.0188,0.06,0.01,0,0,0,0,0,0,8.3198e+10,1.18,0.0632,3,0.970152385090401,-0.000582091431054241,0.1,25.1444891460231,-0.0943106794712413,5.85564482396545,-2.30258509299405,3.5530597309714
"616",206,1,-0.0684255363307006,0.0477,45.8,1.43,24.4919786096257,0.0317,0,0,0,0,0,0,0,0,9.298e+09,1.82,0.0414,1,0.311574469459143,0.00377657873961789,1.87,22.9530651602148,0.357674444271816,3.19834566025365,0.625938430866495,3.82428409112014
"617",206,2,0.155703933116167,0.0456,49.75,1.45,23.0324074074074,0.0302,0.1,0,0,0,0,0,0,0,1.13e+10,1.99,0.0396,1,0.850810218465417,0.0239077671388782,2.16,23.1480685626647,0.371563556432483,3.13690224190853,0.770108221696074,3.9070104636046
"618",206,3,-0.0598722511093231,0.048,64.01,1.36,23.4468864468864,0.0333,0.18,0.08,0,0,0,0,0,0,1.284e+10,2.21,0.0392,1,2.43693053343532,-0.00146215832006119,2.73,23.2758311352082,0.307484699747961,3.15473771195704,1.00430160919687,4.15903932115391
"619",207,1,0.0274864840043236,0.0974,39.66,2.19,20.8736842105263,0.1258,0.41,0.42,0.11,0,0.79,1,1,1,8.6174e+10,0.45,0.1878,2,0.29210555837578,0.0035468455888342,1.9,25.1796343449884,0.783901543828409,3.03848923691925,0.641853886172395,3.68034312309165
"620",207,2,-0.0599835156472551,0.078,40.84,2.2,25.525,0.0986,0.66,0.11,0.09,0.1,0.09,1,1,1,9.0055e+10,0.58,0.1832,2,0.50169497248105,0.0140976287267175,1.6,25.2236864317354,0.78845736036427,3.23965836405073,0.470003629245736,3.70966199329646
"621",207,3,0.00794591555365344,0.0807,41.24,2.31,24.6946107784431,0.1063,0.52,0.03,0.1,0.12,0.01,1,1,1,9.2023e+10,0.63,0.1543,2,1.2577606022959,-0.000754656361377539,1.67,25.2453043827507,0.837247524533702,3.20658503272009,0.512823626428664,3.71940865914876
"622",208,1,-0.0546394155116174,0.0622,17.88,NA,12.863309352518,0.1427,0.31,0.17,0,0,0.53,0,1,0,2.466e+10,1.72,0.0067,2,0.411201230007234,0.00495217451408536,1.39,23.9284483346826,NA,2.55437902260277,0.3293037471426,2.88368276974537
"623",208,2,0.0704845248900354,0.0563,24.41,NA,16.8344827586207,0.122,0.36,0,0,0,0.08,1,1,0,2.9281e+10,1.46,0.0155,2,1.53253814137109,0.0430643217725276,1.45,24.1002046784618,NA,2.82342932797239,0.371563556432483,3.19499288440487
"624",208,3,0.105015138314833,0.0578,36.99,NA,21.5058139534884,0.1214,0.41,0.03,0,0,0.1,1,1,0,3.0556e+10,1.79,0.0154,2,1.78355096007517,-0.0010701305760451,1.72,24.1428269026255,NA,3.068323315019,0.542324290825362,3.61064760584436
"625",209,1,0.0262444949918228,0.0704,50.59,0.84,12.1318944844125,0.1112,0.45,0.25,0.25,0.43,0.28,1,1,1,1.513e+10,0.64,0.0621,1,0.559206436707387,0.00669863595314717,4.17,23.4399453647467,-0.174353387144778,2.49583789249314,1.42791603581071,3.92375392830384
"626",209,2,0.0235383318818711,0.0629,55.57,0.76,13.720987654321,0.1018,0.51,0.04,0.02,0.06,0.08,1,1,1,1.4378e+10,0.74,0.0511,1,1.09200373802162,0.0306853050384075,4.05,23.3889650975081,-0.27443684570176,2.61892660617338,1.39871688111845,4.01764348729183
"627",209,3,0.0105530736543927,0.0602,59.86,0.63,14.1179245283019,0.0996,0.53,0.06,0,0.06,0.1,1,1,1,1.4431e+10,0.79,0.0467,1,1.30696474805319,-0.000784178848831913,4.24,23.3926445074004,-0.462035459596559,2.64744523318069,1.44456326924387,4.09200850242455
"628",210,1,0.0246938885237619,0.0508,109.17,2.06,34.3301886792453,0.0786,0,0,0,0,0,0,0,0,6395900000,0.5,0.1685,6,1.04004518906411,0.0123725332309565,3.18,22.5789229970242,0.72270598280149,3.53602510350009,1.15688119679209,4.69290630029218
"629",210,2,0.0279377536067749,0.0647,110.12,1.94,24.2021978021978,0.0953,0.18,0,0,0,0,0,0,0,7.435e+09,0.55,0.1482,6,1.25143871125807,0.0351654277863517,4.55,22.7294644168585,0.662687973075237,3.18644344731155,1.51512723296286,4.70157068027441
"630",210,3,-0.192404292684787,0.0588,97.76,1.24,22.2181818181818,0.0876,0.19,0.01,0,0,0,0,0,0,8.091e+09,0.49,0.1949,6,0.310003444659434,-0.00018600206679566,4.4,22.8140181697721,0.215111379616945,3.10091095449907,1.48160454092422,4.58251549542329
"631",211,1,0.0186217217099141,0.0074,45.51,0.24,29.7450980392157,NA,0.18,0,0,0,0,1,0,0,8.0021e+10,0.47,0.039,4,0.593138504267958,0.0070990343503619,1.53,25.1055549371732,-1.42711635564015,3.39266434662421,0.425267735404344,3.81793208202855
"632",211,2,0.00908435715799896,0.0075,43.32,0.16,27.9483870967742,NA,0.22,0,0,0,0,1,0,0,7.9939e+10,0.51,0.0395,4,0.925542615029583,0.0260077474823313,1.55,25.1045296807693,-1.83258146374831,3.33035949120163,0.438254930931155,3.76861442213279
"633",211,3,0.0133701460052637,0.0034,38.94,0.14,54.0833333333333,NA,0.25,0.03,0,0,0,1,0,0,7.8367e+10,0.54,0.0413,4,0.904850890714086,-0.000542910534428452,0.72,25.0846687573244,-1.96611285637283,3.99052606691609,-0.328504066972036,3.66202199994405
"634",212,1,-0.0495216523826112,0.1242,53.56,3.33,21.0866141732283,NA,0.24,0.16,0,0,0.15,1,0,1,6.427e+09,25.41,0.082,1,1.16877672146564,0.0138915653132946,2.54,22.5837737033356,1.20297230399235,3.04863843979252,0.932164081030445,3.98080252082297
"635",212,2,0.0675083475716879,0.1366,62.88,3.47,20.616393442623,NA,0.29,0.04,0,0,0,1,0,1,6.636e+09,NA,0.072,1,0.482869287974763,0.0135686269920908,3.05,22.6157752092746,1.24415459395877,3.02608655750163,1.11514159061932,4.14122814812095
"636",212,3,0.00428789613913038,0.1414,89.86,4,25.6742857142857,NA,0.32,0.06,0,0,0,1,0,1,7.149e+09,NA,0.0838,1,2.27023492015753,-0.00136214095209452,3.5,22.6902383237311,1.38629436111989,3.24548993514665,1.25276296849537,4.49825290364201
"637",213,1,-0.108583893192031,0.0834,95.83,1.44,15.3328,0.1165,0.18,0,0,0,0,0,0,0,6.795e+09,0.8,0.1028,5,1.31551688371822,0.015623099227875,6.25,22.6394528845495,0.364643113587909,2.72999432460736,1.83258146374831,4.56257578835567
"638",213,2,0.0306790126474564,0.0717,100.5,1.51,17.005076142132,0.102,0.14,0,0,0,0,0,0,0,6965900000,1.16,0.0988,5,0.134492606748089,0.00377924224962129,5.91,22.6642926533465,0.412109650826833,2.83351189608112,1.77664583141801,4.61015772749913
"639",213,3,0.0171306742409649,0.0406,120.34,1.24,27.664367816092,0.0698,0.18,0.04,0,0,0,0,0,0,7301800000,0.95,0.085,5,0.65161397095022,-0.000390968382570132,4.35,22.7113867300485,0.215111379616945,3.32014522469161,1.47017584510059,4.79032106979221
"640",214,1,0.0323345294119484,0.0559,88.67,0.77,10.7609223300971,0.0952,0,0,0,0,0,0,0,0,1.3826e+10,0.67,0.0616,6,0.749892891273699,0.00894873611702964,8.24,23.3498167144695,-0.261364764134408,2.37592126947054,2.10900034392138,4.48492161339192
"641",214,2,0.0128384147563829,0.0477,115.97,0.82,15.3399470899471,0.0827,0.07,0,0,0,0,0,0,1,1.3988e+10,0.61,0.0616,6,0.84196614369281,0.023659248637768,7.56,23.3614656561475,-0.198450938723838,2.73046034677717,2.02287119019144,4.75333153696861
"642",214,3,-0.0239759464457224,-0.0185,119.33,0.92,-40.1784511784512,-0.0113,0.17,0.04,0,0,0,0,0,1,1.3836e+10,0.75,0.0548,6,0.689091722175421,-0.000413455033305252,-2.97,23.3505397280213,-0.083381608939051,NA,NA,4.78189276438156
"643",215,1,NA,0.2061,NA,NA,NA,0.2616,0.31,0.33,0,0,0.39,0,0,0,1923154000,1.09,0.3143,7,NA,NA,1.71,21.3772323835499,NA,NA,0.536493370514568,NA
"644",215,2,NA,0.2451,NA,NA,NA,0.4231,0.17,0.04,0,0,0,0,0,0,2271498000,0,0.3174,7,NA,NA,1.9,21.5437053626879,NA,NA,0.641853886172395,NA
"645",215,3,NA,0.2944,NA,NA,NA,0.3567,0.18,0.05,0,0,0,0,0,0,1728548000,0,0.3313,7,NA,NA,2.12,21.2705475866829,NA,NA,0.751416088683921,NA
"646",216,1,0.015412101802052,0.1345,52.69,1.62,12.1967592592593,0.2187,0.3,0.18,0.3,0.35,0.27,0,1,1,34398900000,0.37,0.1809,5,-0.0501664139043287,-0.000491963684071079,4.32,24.2612904240703,0.482426149244293,2.50117028196518,1.46325540225602,3.96442568422119
"647",216,2,0.0126907266646645,0.066,61.65,2.2,27.6457399103139,0.1043,0.49,0.03,0,0,0.12,1,1,1,35248700000,0.24,0.2027,5,1.33046440862743,0.0373860498824309,2.23,24.285694486092,0.78845736036427,3.31947164413833,0.802001585472027,4.12147322961035
"648",216,3,0.0267004906569747,0.0662,78.8,2.72,34.8672566371681,0.1075,0.44,0.03,0.04,0.02,0.03,1,1,1,37178200000,0.35,0.1219,5,0.654336106126645,-0.000392601663675987,2.26,24.3389884049424,1.00063188030791,3.55154818357964,0.815364813284194,4.36691299686383
"650",217,2,0.00525877677028555,0.0987,169.02,1.78,15.0776092774309,0.3729,0.61,0.09,0.06,0.13,0.08,1,1,1,3.6188e+10,1.25,0.0657,6,0.21891876088639,0.00615161718090757,11.21,24.3119934091099,0.576613364303994,2.71321081403227,2.41680623708407,5.13001705111634
"651",217,3,-0.00921377152846163,0.0836,202.71,1.62,17.6884816753927,0.2716,0.64,0.09,0.08,0.11,0.08,1,1,1,3.7073e+10,1.81,0.0793,6,0.257253600260657,-0.000154352160156394,11.46,24.3361547788087,0.482426149244293,2.8729136749456,2.43886271128659,5.31177638623219
"652",218,1,0.00563375938235127,0.0055,NA,0.08,NA,NA,0.16,0,0,0,0,0,0,0,2.18869e+11,0.36,0.1139,4,2.57812853430518,0.0305219167048011,4.52,26.1117392142698,-2.52572864430826,NA,1.50851199384414,NA
"653",218,2,0.0181981751630461,0.0062,NA,0.08,NA,NA,0.37,0.07,0,0,0.03,1,0,0,2.36945e+11,0.4,0.1039,4,1.28361539341069,0.0360695925548403,5.67,26.1910938836392,-2.52572864430826,NA,1.73518911773966,NA
"654",218,3,-0.0899418945676023,0.0046,NA,0.08,NA,NA,0.42,0.08,0.04,0.01,0.03,1,0,0,2.53377e+11,0.33,0.1118,4,1.20974548667714,-0.000725847292006282,4.51,26.258144335126,-2.52572864430826,NA,1.50629715351459,NA
"657",219,3,-0.244129823135336,-0.0617,64.04,1.28,-14.893023255814,NA,0.02,0.01,0,0,0,0,0,0,1.257e+10,NA,-2.0449,3,0.911523864870804,-0.000546914318922482,-4.3,23.2545788595486,0.246860077931526,NA,NA,4.15950788812851
"658",220,1,0.0426736382656959,0.0587,43.1,1.78,25.5029585798817,0.0938,0.1,0.13,0,0,0.12,0,0,0,3.395e+10,0.43,0.0366,1,1.81769692824172,0.0215488237532523,1.69,24.2481546909511,0.576613364303994,3.23879446817472,0.524728528934982,3.7635229971097
"659",220,2,0.0749802818048213,0.0694,51.38,1.92,24.0093457943925,0.1133,0.11,0.01,0,0,0,0,0,0,3.2732e+10,0.65,0.0385,1,0.82600911437518,0.0232108561139426,2.14,24.2116190296115,0.65232518603969,3.17844316264798,0.76080582903376,3.93924899168174
"660",220,3,-0.00733746839570686,0.0831,71.5,2.35,26.3837638376384,0.1376,0.13,0.01,0,0.02,0,0,0,0,3.1827e+10,0.85,0.0425,1,1.67792605725039,-0.00100675563435023,2.71,24.1835808230917,0.854415328156068,3.27274881480835,0.99694863489161,4.26969744969996
"661",221,1,0.043925946805359,0.0149,47.03,NA,71.2575757575758,0.0228,0,0,0,0,0,0,0,0,7363164000,0.19,0.0633,7,1.10773877788974,0.0131713175790989,0.66,22.7197555686148,NA,4.26630113991862,-0.415515443961666,3.85078569595696
"662",221,2,-0.038613950078863,0.083,65.59,NA,18.1187845303867,0.1078,0.22,0,0,0.09,0,0,0,0,7.25e+09,0.22,0.0316,7,1.73768570684681,0.0488289683623955,3.62,22.704267305813,NA,2.89694921946796,1.28647402583768,4.18342324530564
"663",221,3,0.0193502558563461,0.0755,76.47,NA,20.6675675675676,0.0987,0.21,0.08,0,0,0,0,0,0,7.993e+09,0.2,0.1372,7,0.834202077966864,-0.000500521246780118,3.7,22.8018319955903,NA,3.02856568740596,1.30833281965018,4.33689850705613
"664",222,1,NA,-0.001,NA,NA,NA,5e-04,0.05,0,0,0,0,0,0,1,NA,0.27,5.9576,1,NA,NA,-0.1,NA,NA,NA,NA,NA
"665",222,2,0.0259853074258557,-0.003,29.73,0.31,-99.1,-0.0083,0.21,0,0,0,0,0,0,1,7.089e+09,0.25,-0.0068,1,NA,NA,-0.3,22.6818101238193,-1.17118298150295,NA,NA,3.39215663701001
"666",222,3,0.0132715615287708,-0.0055,29.09,0.32,-54.8867924528302,-0.0151,0.27,0.06,0,0,0,0,0,1,7.366e+09,0.74,-0.0166,1,-1.23573432592925,0.000741440595557549,-0.53,22.7201406549693,-1.13943428318836,NA,NA,3.37039447250711
"667",223,1,0.0155230573968882,0.0399,14.14,0.86,13.4666666666667,0.0808,0.49,0.19,0.91,0.75,0.1,0,1,1,1.8596e+10,0.41,0.0248,6,-0.614299283182754,-0.00714873154155649,1.05,23.6462123407747,-0.150822889734584,2.600217496299,0.048790164169432,2.64900766046843
"668",223,2,0.0133103313268377,0.0577,28.83,1.67,17.5792682926829,0.1226,0.38,0.04,0.11,0,0.03,0,1,1,1.9345e+10,0.3,0.0428,6,2.63077768825068,0.0739248530398442,1.64,23.6856998250989,0.512823626428664,2.8667202698142,0.494696241836107,3.36141651165031
"669",223,3,-0.0619207981841064,0.1053,40.97,1.59,12.5290519877676,0.2235,0.43,0.07,0.1,0,0.06,0,1,1,2.02e+10,0.36,0.0613,6,0.421174371712329,-0.000252704623027398,3.27,23.7289484413536,0.46373401623214,2.52805010664962,1.18478998490916,3.71284009155878
"670",224,1,0.100124786509619,0.1027,59.75,3.15,21.415770609319,0.1466,0.67,0.61,0.69,0.49,0.36,1,1,1,2.216e+10,1.43,0.1369,1,2.49926856601642,0.0295913690789937,2.79,23.8215546988255,1.14740245283754,3.06412759497835,1.02604159583327,4.09016919081162
"671",224,2,-0.0817005475898203,0.126,71.23,2.41,20.2357954545455,0.1775,0.6,0.1,0.08,0.07,0.09,1,1,1,2.272e+10,1.22,0.1675,1,2.14588669065127,0.0602994160073006,3.52,23.8465114307994,0.879626747502564,3.00745308838026,1.25846098961001,4.26591407799026
"672",224,3,0.0106591890711649,0.0907,51.2,2.06,20.7287449392713,0.131,0.65,0.11,0.08,0.09,0.1,1,1,1,2.235e+10,1.37,0.1948,1,0.819731841967647,-0.000491839105180588,2.47,23.830092158006,0.72270598280149,3.03152138140558,0.904218150639886,3.93573953204546
"673",225,1,0.0393801556399834,0.1493,67.84,1.49,10.0503703703704,0.2408,0.43,0.2,0.34,0.34,0.17,1,1,0,2.422e+10,0.39,0.0627,8,1.53810035443715,0.0182495841823584,6.75,23.9104445750714,0.398776119957368,2.30760948659921,1.90954250488444,4.21715199148365
"674",225,2,0.00669813320302069,0.1614,93.66,1.62,11.7221526908636,0.2607,0.42,0.06,0.09,0.02,0.04,1,1,0,2.7298e+10,0.46,0.0873,8,1.04721751792749,0.0294268122537626,7.99,24.0300792763804,0.482426149244293,2.46148044397721,2.07819075977818,4.5396712037554
"675",225,3,-0.0977133531547345,0.19,91.47,1.78,9.53806047966632,0.3113,0.42,0.05,0.09,0.02,0.05,1,1,0,2.4283e+10,0.81,0.0913,8,0.235027738424473,-0.000141016643054684,9.59,23.9130423539893,0.576613364303994,2.25529016077293,2.26072088889535,4.51601104966827
"676",226,1,0.00746502761031947,0.062,45.46,0.97,14.0308641975309,0.1267,0.03,0,0,0,0,0,0,0,2.227e+10,1.12,0.0476,1,0.801367654744498,0.00955613832598508,3.24,23.8265063182157,-0.0304592074847086,2.64125948862016,1.17557332980424,3.8168328184244
"677",226,2,0.0180271870204107,0.0697,58.39,1.11,15.1269430051813,0.1315,0.22,0,0,0,0,1,0,0,2.245e+10,1.12,0.0482,1,0.866954261917784,0.0243614147598897,3.86,23.8345564511347,0.104360015324243,2.7164774588187,1.35066718347674,4.06714464229545
"678",226,3,-0.10128544915855,0.0708,59.41,0.98,14.0781990521327,0.1367,0.24,0.02,0,0,0,1,0,0,2.242e+10,1.08,0.0532,1,1.32155477518796,-0.000792932865112777,4.22,23.8332192545904,-0.0202027073175195,2.64462743431973,1.43983512804792,4.08446256236765
"679",227,1,0.0935984917811543,0.2334,61.32,9.05,23.953125,0.4341,0.37,0.54,0,0,0.69,0,1,0,1.2462e+10,0,0.3733,7,0.981998334796809,0.0116875803506023,2.56,23.2459498510684,2.20276475771183,3.17609879551214,0.940007258491471,4.11610605400361
"680",227,2,-0.0130295673035385,0.2446,77.55,6.26,25.0161290322581,0.423,0.4,0.13,0,0,0.12,0,1,0,1.4242e+10,0,0.3734,7,1.06738516447114,0.0299935231216391,3.1,23.3794611825063,1.83418018511201,3.21952077813145,1.1314021114911,4.35092288962255
"681",227,3,-0.0057355224745836,0.241,92.66,6.6,27.6597014925373,0.4381,0.26,0.11,0,0,0,0,1,0,1.5329e+10,0.22,0.3818,7,1.21013907563444,-0.000726083445380662,3.35,23.4530122961304,1.88706964903238,3.31997653415153,1.20896034583698,4.5289368799885
"682",228,1,0.0336732977918958,0.0457,61.16,1.45,20.3866666666667,0.0771,0.23,0.05,0,0,0.13,0,0,0,9311209000,1.71,0.3829,4,0.783297091920679,0.00934290568466402,3,22.9544847801695,0.371563556432483,3.01488109239275,1.09861228866811,4.11349338106086
"683",228,2,0.0533084237209643,0.1349,66.09,1.52,6.3244019138756,0.1722,0.23,0.01,0,0.02,0.02,0,0,1,9.075e+09,1.28,0.4081,4,1.25465238399355,0.0352557319902187,10.45,22.9287892170973,0.418710334858185,1.84441547107154,2.34660197841082,4.19101744948236
"685",229,1,0.0483645904446621,0.0953,42.19,2.74,21.095,NA,0.24,0.2,0.15,0,0.16,0,1,1,6.342e+09,NA,0.0483,1,1.10330073744184,0.0131189487018137,2,22.5704600130626,1.00795792039998,3.0490360455763,0.693147180559945,3.74218322613625
"686",229,2,-0.00969277897906763,0.1103,63.3,3.95,24.9212598425197,NA,0.36,0.04,0.02,0,0.04,1,0,1,6.794e+09,NA,0.049,1,1.33058933370724,0.0373895602771735,2.54,22.6393057066848,1.37371557891303,3.21572124811969,0.932164081030445,4.14788532915013
"687",229,3,-0.0561221209735904,0.1327,75.77,3.76,24.0539682539683,NA,0.36,0.04,0.02,0,0.03,1,0,1,6.865e+09,NA,0.0546,1,1.17243802010573,-0.000703462812063435,3.15,22.6497018761663,1.3244189574018,3.18029998310574,1.14740245283754,4.32770243594328
"688",230,1,0.0154903714823317,0.0385,17.76,1.25,22.2,0.1111,0.64,0.37,0.8,0.35,0.63,1,0,1,6.875e+09,10.63,-0.015,6,1.43000100567755,0.016974011866995,0.8,22.651157480499,0.22314355131421,3.10009228887823,-0.22314355131421,2.87694873756402
"689",230,2,0.0404912017725056,0.119,19.75,1.28,8.29831932773109,0.237,0.63,0.12,0.12,0.02,0.1,1,0,1,6.933e+09,6.39,0.0325,6,2.06020788522951,0.0578918415749492,2.38,22.6595584569068,0.246860077931526,2.11605300366375,0.867100487683383,2.98315349134713
