"","CompaniesIndex","YearIndex","Ra","Roa","StockPriceClose","TobinsQ","PriceToEarningRatio","Roic","GreenScore","CarbonProductivity","WaterProductivity","WasteProductivity","EnergyProductivity","SustainabilityPayLink","SustainableThemedCommitment","AuditScore","TotalAssets","Leverage","NetMargin","Industry","Beta","CostEquity","Eps","FirmSize","LogTobinsQ","LogPriceToEarningRatio","LogEps","LogStockPrice"
"690",230,3,-0.0553309973188888,0.0553,25.16,1.91,24.6666666666667,0.1283,0.33,0.06,0,0,0,1,0,1,7.167e+09,3.16,0.0985,6,2.03531276155002,-0.00122118765693001,1.02,22.6927529939582,0.647103242058538,3.20545280453606,0.0198026272961797,3.22525543183224
"691",231,1,0.0279187428509887,0.1394,43.02,2.39,16.6744186046512,0.2044,0.2,0.26,0,0,0.36,0,1,0,6526785000,0.36,0.1209,1,1.03383135167294,0.0122992099497407,2.58,22.599180315962,0.871293365943419,2.81387572490606,0.947789398933526,3.76166512383958
"692",231,2,-0.0192006381825413,0.0758,36.11,1.56,24.9034482758621,0.1131,0.26,0.01,0,0,0,1,1,0,6.44e+09,0.49,0.1394,1,0.0939750366178047,0.00264069852896031,1.45,22.5857943770627,0.444685821261446,3.21500627885688,0.371563556432483,3.58656983528937
"693",231,3,0.0888534128518803,0.0552,25.2,1.48,23.3333333333333,0.0847,0.28,0.03,0,0,0,1,1,0,6.722e+09,0.71,0.0828,1,2.26161552274185,-0.00135696931364511,1.08,22.6286515662493,0.392042087776024,3.14988295338125,0.0769610411361284,3.22684399451738
"694",232,1,-0.00349779472947715,0.1551,97.26,2.96,17.5243243243243,0.2008,0.35,0.22,0.4,0,0.39,1,1,1,35386500000,0.89,0.1982,1,0.693078630099869,0.00827832783517845,5.55,24.2895962284193,1.08518926833597,2.8635898772173,1.71379792775834,4.57738780497564
"695",232,2,-0.032652199008702,0.1342,96.38,3.03,19.9958506224066,0.1764,0.43,0.11,0,0,0.02,1,1,1,3.6626e+10,0.88,0.1987,1,0.443786166487341,0.0124703912782943,4.82,24.3240242076652,1.10856261952128,2.99552478314968,1.57277392806251,4.56829871121219
"696",232,3,0.0342693116815721,0.1254,100.28,3.28,20.8916666666667,0.1681,0.56,0.13,0,0,0.13,1,1,1,3.4281e+10,1.17,0.1734,1,0.52498072825377,-0.000314988436952262,4.8,24.2578571017791,1.18784342239605,3.03935035537625,1.56861591791385,4.60796627329009
"697",233,1,0.0331696232682393,0.0367,38.37,2.06,61.8870967741935,0.0565,0.37,0.23,0,0,0.26,1,0,0,3843524000,0.18,0.2434,7,1.2278642160971,0.0145887977499457,0.62,22.0696554910425,0.72270598280149,4.12531170520186,-0.478035800943,3.64727590425886
"698",233,2,-0.000886656526225218,0.0998,46.16,1.94,25.3626373626374,0.1395,0.33,0.04,0,0,0.06,1,0,0,4003108000,0.51,0.0805,7,0.489593029888552,0.0137575641398683,1.82,22.1103368963581,0.662687973075237,3.23327712111114,0.598836501088704,3.83211362219984
"699",233,3,-0.0367052698675461,0.0834,46.67,1.94,28.2848484848485,0.1167,0.26,0.03,0,0,0,1,0,0,4628917000,0.47,0.2047,7,0.95070590087677,-0.000570423540526062,1.65,22.2555887683963,0.662687973075237,3.34232627204924,0.500775287912489,3.84310155996172
"700",234,1,-0.0274391768025344,0.0394,123.47,1.05,22.087656529517,0.131,0.1,0,0,0,0,0,0,0,3.3433e+10,0.45,0.0114,5,0.44798916775933,0.0053862721795601,5.59,24.2328092731068,0.048790164169432,3.09501892441264,1.72097928716701,4.81599821157965
"701",234,2,-0.0152033756935691,0.0292,187.26,0.96,34.6136783733826,0.0926,0.26,0.12,0,0,0,0,0,0,3.4786e+10,0.64,0.0109,5,1.33554015761268,0.0375286784289163,5.41,24.2724808439324,-0.0408219945202552,3.54424893265235,1.68824909285839,5.23249802551074
"702",234,3,0.0407734619516376,0.0279,213.27,0.89,34.0143540669856,0.0928,0.39,0.15,0,0,0.1,0,0,0,5.1759e+10,1.05,0.0092,5,-0.00909306639640298,5.45583983784179e-06,6.27,24.6698641670142,-0.116533816255952,3.52678261396467,1.83577635464483,5.3625589686095
"703",235,1,0.0501738028752102,0.1926,62.77,3.88,17.4361111111111,0.392,0.16,0,0,0,0,0,0,0,3960900000,4.17,0.2527,4,1.23004642222485,0.0146145477822532,3.6,22.0997371091175,1.35583515363518,2.85854340686738,1.28093384546206,4.13947725232944
"704",235,2,-0.0528524099892935,0.2182,87.45,4.42,18.9696312364425,0.4456,0.1,0,0,0,0,0,0,0,4395100000,6.24,0.2706,4,2.29409539409289,0.0644640805740103,4.61,22.2037561209533,1.48613969608961,2.94283934445605,1.52822785700856,4.47106720146461
"705",235,3,-0.0273290340741068,0.1923,102.78,4.12,22.1987041036717,NA,0.12,0.02,0,0,0,0,0,0,4.669e+09,NA,0.2965,4,1.38915090449175,-0.00083349054269505,4.63,22.2642107529352,1.41585316336144,3.10003391346594,1.53255686809814,4.63259078156408
"706",236,1,0.0554606909940087,0.0529,30.69,1.05,14.013698630137,0.097,0.41,0.47,0.57,0,0.81,0,1,1,7.5478e+10,0.48,0.0865,2,0.470304995803837,0.00564959895048528,2.19,25.0471070600104,0.048790164169432,2.64003532480324,0.783901543828409,3.42393686863164
"707",236,2,-0.0720523545490259,0.0313,35.91,1.15,28.0546875,0.0608,0.56,0.09,0.09,0,0.08,1,1,1,7.2557e+10,0.45,0.1109,2,1.47641313475038,0.0414872090864856,1.28,25.0076382968048,0.139761942375159,3.33415573030647,0.246860077931526,3.58101580823799
"708",236,3,0.0304472220342688,0.1121,40.86,1.39,9.2027027027027,0.1782,0.59,0.1,0.11,0,0.09,1,1,1,6.6815e+10,0.5,0.0638,2,1.47214306526435,-0.000883285839158608,4.44,24.9251934431794,0.3293037471426,2.21949721294534,1.49065437644413,3.71015158938948
"709",237,1,0.0326105451615346,0.0038,39.54,0.07,13.5876288659794,NA,0.62,0.92,0.96,0.82,0.59,0,1,1,8.36781e+11,0.35,0.0176,4,2.36405948217146,0.0279959018896232,2.91,27.4528282244544,-2.65926003693278,2.60915973655907,1.0681530811834,3.67731281774247
"710",237,2,-0.0277136482818868,0.0069,47.23,0.08,8.7140221402214,NA,0.75,0.12,0.09,0.09,0.09,1,1,1,8.85296e+11,0.35,0.0476,4,1.28883466335563,0.0362162540402932,5.42,27.5091878893108,-2.52572864430826,2.16493346845647,1.69009581545155,3.85502928390803
"711",237,3,-0.0580223744106394,0.0058,45.75,0.07,9.9025974025974,NA,0.76,0.12,0.1,0.1,0.09,1,1,1,9.02337e+11,0.27,0.0844,4,1.57230643767774,-0.000943383862606645,4.62,27.5282539014233,-2.65926003693278,2.29279708662788,1.53039470509365,3.82319179172153
"712",238,1,-0.021303769762316,0.0766,55.41,NA,12.2317880794702,0.1132,0,0,0,0,0,0,0,0,1.512e+09,NA,0.0471,3,0.748928414624451,0.00893735529256852,4.53,21.1366991147038,NA,2.50403814338432,1.51072193949494,4.01476008287926
"713",238,2,-0.0191393405264954,0.0412,58.67,NA,20.2310344827586,0.0643,0.05,0,0,0,0,0,0,0,1.759e+09,0.02,0.0353,3,0.0754910369556272,0.00212129813845313,2.9,21.2880113027018,NA,3.00721778594534,1.06471073699243,4.07192852293777
"714",238,3,0.157969145891316,0.0151,61.22,NA,50.5950413223141,0.025,0.05,0,0,0,0,0,0,0,2.069e+09,0.23,0.0211,3,0.85498786213981,-0.000512992717283886,1.21,21.4503312357098,NA,3.92385357390862,0.19062035960865,4.11447393351727
"715",239,1,0.0614896012780634,0.0471,119.12,1.32,24.7136929460581,0.0719,0.3,0.05,0.07,0.09,0.09,0,0,1,6303684000,0.35,0.0432,1,0.3108095005857,0.00376755210691126,4.82,22.564400061342,0.27763173659828,3.20735746031324,1.57277392806251,4.78013138837575
"716",239,2,0.0114583225955037,0.0634,139.87,1.41,19.2924137931034,0.0912,0.23,0.02,0.01,0.01,0,0,0,1,8.494e+09,0.48,0.0475,1,1.1487148808836,0.0322788881528291,7.25,22.8626258688375,0.343589704390077,2.95971195092463,1.98100146886658,4.94071341979121
"717",239,3,-0.00699801335273947,0.0675,187.18,1.53,22.5246690734055,0.0915,0.3,0.02,0.01,0.02,0,0,1,1,8.286e+09,0.32,0.0682,1,2.15139174310203,-0.00129083504586122,8.31,22.8378331806016,0.425267735404344,3.11461111186175,2.11745960886736,5.23207072072911
"718",240,1,NA,0.193,NA,NA,NA,0.3887,0.49,0.39,0.59,0,0.69,0,1,1,3258200000,81.45,0.1549,2,NA,NA,3.36,21.9044407325963,NA,NA,1.21194097397511,NA
"719",240,2,NA,0.1985,NA,NA,NA,0.3943,0.75,0.13,0.12,0.11,0.09,1,1,1,3.258e+09,3.46,0.1546,2,NA,NA,3.54,21.9043793471263,NA,NA,1.26412672714568,NA
"720",240,3,NA,0.1681,NA,NA,NA,NA,0.53,0.13,0,0,0.1,1,1,1,3.474e+09,2.62,0.1632,2,NA,NA,3.27,21.9685725047653,NA,NA,1.18478998490916,NA
"721",241,1,0.0042201424649862,0.0903,69.29,2.19,23.8109965635739,0.1422,0.78,0.77,0.79,0.41,0.86,1,1,0,4.165e+09,0.46,0.1016,2,0.187039795680848,0.00230706958903401,2.91,22.1499821125652,0.783901543828409,3.17014751445589,1.0681530811834,4.23830059563929
"722",241,2,0.00483490598518083,0.0988,69.79,2.33,20.8952095808383,0.152,0.67,0.11,0.13,0.06,0.12,1,1,0,4.45e+09,0.53,0.0943,2,0.497320109077944,0.0139746950650902,3.34,22.2161699331246,0.845868267577609,3.03951992604045,1.20597080698861,4.24549073302906
"723",241,3,0.000745037718597396,0.09,79.47,2.65,25.5530546623794,0.1435,0.68,0.1,0.11,0.07,0.15,1,1,0,4.414e+09,0.57,0.1032,2,1.54551422437955,-0.00092730853462773,3.11,22.208047144781,0.974559639998131,3.24075686576094,1.13462272619114,4.37537959195209
"724",242,1,0.0405634698041133,0.0154,519.29,0.28,23.1000889679715,NA,0.27,0.1,0,0,0,0,0,1,1.256e+10,0.38,0.0834,4,0.190929808563517,0.0023529717410495,22.48,23.2537829979865,-1.27296567581289,3.13983646894767,3.11262602502549,6.25246249397316
"725",242,2,-0.0202091530524513,0.0127,631.46,0.28,28.3547373147732,NA,0.28,0.02,0,0,0,0,1,1,2.3956e+10,0.34,0.065,4,0.753833001728143,0.0211827073485608,22.27,23.8994846513486,-1.27296567581289,3.34479411726414,3.10324048126928,6.44803459853341
"726",242,3,-0.0244012816926805,0.0234,805.25,0.36,19.2920459990417,NA,0.29,0.03,0,0,0,0,1,1,2.52e+10,0.3,0.061,4,1.50991178745609,-0.000905947072473656,41.74,23.9501098314638,-1.02165124753198,2.95969288656225,3.73145990164905,6.69115278821131
"727",243,1,0.0189963935929462,0.0816,41.01,1.57,16.8765432098765,0.1438,0.34,0.17,0,0,0.08,0,1,1,1.6288e+10,0.41,0.0986,4,0.309478699261879,0.00375184865129017,2.43,23.5136944773145,0.451075619360217,2.82592468205151,0.887891257352457,3.71381593940397
"728",243,2,0.0114205780670791,0.0841,51.19,1.82,19.3169811320755,0.1472,0.36,0.02,0,0,0,1,1,1,1.698e+10,0.33,0.1107,4,0.745842046545323,0.0209581615079236,2.65,23.5553020178296,0.598836501088704,2.96098456047136,0.974559639998131,3.93554420046949
"729",243,3,0.00270884914525301,0.0887,56.27,1.76,18.8825503355705,0.1596,0.37,0.02,0,0,0.01,1,1,1,1.784e+10,0.48,0.1131,4,1.13983241707414,-0.000683899450244486,2.98,23.6047089640983,0.56531380905006,2.93823823292788,1.09192330051731,4.03016153344519
"730",244,1,0.0492503290137321,0.1382,113.73,2.75,16.9241071428571,0.2005,0.33,0.16,0.1,0.95,0.15,0,1,1,3.3876e+10,0.28,0.1486,6,0.912861648002155,0.0108717674464254,6.72,24.2459726360058,1.01160091167848,2.82873906366129,1.90508815453506,4.73382721819635
"731",244,2,0.0260797597659599,0.1529,142.76,3.56,19.0600801068091,0.231,0.42,0.03,0.03,0.02,0.03,1,1,1,3.355e+10,0.25,0.1509,6,1.19950324149252,0.0337060410859398,7.49,24.2363027003641,1.26976054486394,2.94759610109283,2.01356879752913,4.96116489862196
"732",244,3,-0.0386744119669904,0.1511,156.38,2.94,20.6306068601583,0.2312,0.49,0.04,0.05,0.03,0.06,1,1,1,3.1269e+10,0.52,0.1557,6,1.3431641161173,-0.000805898469670377,7.58,24.1658930283717,1.07840958135059,3.02677574304209,2.02551319965428,5.05228894269637
"733",245,1,0.135535955278358,0.2749,18.66,NA,28.7076923076923,0.4138,0.1,0,0,0,0,0,0,0,1043325000,0,0.165,2,0.174812083623741,0.00216278258676015,0.65,20.765678565578,NA,3.35716511151165,-0.430782916092454,2.9263821954192
"734",245,2,-0.0344706237137437,0.2877,26.79,NA,29.1195652173913,0.3854,0.07,0,0,0,0,0,0,0,1420509000,0,0.1508,2,-0.878855281019695,-0.0246958333966534,0.92,21.0742810950357,NA,3.37141029249557,-0.083381608939051,3.28802868355652
"735",245,3,-0.03722803690648,0.1436,45.46,NA,47.8526315789474,0.1729,0.08,0.01,0,0,0,0,0,0,1938875000,0,0.196,2,2.90664484824519,-0.00174398690894711,0.95,21.3853737449092,NA,3.86812611281195,-0.0512932943875506,3.8168328184244
"736",246,1,0.0499426305392758,0.1292,35.49,2.61,15.7035398230089,0.2926,0.5,0.72,0.73,0.61,0.63,0,1,1,3.5329e+10,3.92,0.2389,2,0.224732341605113,0.00275184163094033,2.26,24.2879699933598,0.959350221334602,2.75388615337421,0.815364813284194,3.56925096665841
"737",246,2,-0.00955599165122205,0.1459,42.11,3.25,16.44921875,0.3073,0.47,0.12,0.05,0.12,0.08,0,1,1,3.4859e+10,3.4,0.2568,2,0.904645199752841,0.0254205301130548,2.56,24.2745771904536,1.17865499634165,2.80027798368237,0.940007258491471,3.74028524217384
"738",246,3,0.020419658525402,0.1561,53.86,4.1,20.1722846441948,0.3439,0.48,0.13,0.03,0.1,0.12,0,1,1,3.4475e+10,4.54,0.2819,2,0.927963951478667,-0.0005567783708872,2.67,24.2635002606258,1.41098697371026,3.0043096149713,0.982078472412158,3.98638808738345
"739",247,1,0.0280165043918177,0.1214,104.02,2.36,22.6130434782609,0.1778,0.52,0.59,0.39,0.8,0.61,1,1,0,2.254e+10,0.17,0.1514,8,0.775117041936509,0.00924638109485081,4.6,23.838557345558,0.858661619037519,3.11852688484988,1.52605630349505,4.64458318834493
"740",247,2,-0.00367620449862283,0.1285,115.39,2.62,22.1053639846743,0.1877,0.62,0.06,0.09,0.11,0.09,1,1,1,2.408e+10,0.16,0.167,8,0.753652532129831,0.0211776361528482,5.22,23.904647457387,0.963174317773006,3.09582029331203,1.65249740189455,4.74831769520658
"741",247,3,0.0346999170104475,0.1054,106.72,2.24,22.1871101871102,0.1612,0.75,0.09,0.13,0.13,0.12,1,1,1,2.337e+10,0.96,0.1728,8,1.65554425743397,-0.000993326554460381,4.81,23.8747189854972,0.806475865866949,3.09951149804964,1.57069708411767,4.67020858216731
"742",248,1,-0.00795931744126707,0.1086,53.01,0.81,11.9932126696833,0.136,0.66,0.5,0.33,0.18,0.85,1,1,1,1.744e+10,0.08,0.1738,8,1.69544468802368,0.0201062473186794,4.42,23.5820322554272,-0.210721031315653,2.48434087891011,1.48613969608961,3.97048057499971
"743",248,2,0.00298091743830061,0.0563,47.04,0.93,17.5522388059701,0.0708,0.41,0.05,0.02,0.01,0.02,1,1,1,1.9554e+10,0.08,0.1894,8,0.0170434260322848,0.000478920271507202,2.68,23.6964457060299,-0.0725706928348354,2.8651815090676,0.985816794522765,3.85099830359037
"744",248,3,-0.128239130256589,0.0561,41.75,0.66,15.0179856115108,0.078,0.39,0.05,0.02,0,0.03,1,1,1,1.8283e+10,0.35,0.1136,8,1.55389282264599,-0.000932335693587596,2.78,23.6292375032928,-0.415515443961666,2.70924852359432,1.02245092770255,3.73169945129686
"745",249,1,0.103146247371913,0.0758,38.14,0.98,11.4879518072289,0.1435,0.29,0.24,0,0.15,0.33,1,0,0,2.7223e+10,0.29,0.0411,3,2.42559729304251,0.0287220480579016,3.32,24.0273280411753,-0.0202027073175195,2.44129881724387,1.1999647829284,3.64126360017227
"746",249,2,0.00188529818009588,0.0856,43.62,0.94,9.93621867881549,0.159,0.31,0.07,0,0.08,0.05,1,0,0,2.8385e+10,0.31,0.021,3,2.00186755250352,0.0562524782253489,4.39,24.0691266735691,-0.0618754037180875,2.2961865336864,1.47932922708708,3.77551576077348
"747",249,3,-0.119324994435415,0.0774,50.71,0.84,9.64068441064639,0.1339,0.32,0.08,0,0.09,0.05,1,0,0,3.046e+10,0.61,0.0258,3,0.308341566585206,-0.000185004939951124,5.26,24.1396801844134,-0.174353387144778,2.26599210305731,1.66013102674962,3.92612312980693
"748",250,1,0.0134347335353788,0.0416,46.4,1.41,31.5646258503401,0.0652,0.27,0.28,0.2,0.2,0.24,0,1,1,1.06132e+11,0.31,0.1304,5,0.613371539451715,0.00733778416553024,1.47,25.3879494393555,0.343589704390077,3.45203705844156,0.385262400790645,3.83729945923221
"749",250,2,-0.0540980786704196,0.1169,57.2,1.69,14.0540540540541,0.169,0.56,0.04,0.06,0.1,0.02,1,1,1,1.05645e+11,0.41,0.1,5,0.52071310140899,0.0146320381495926,4.07,25.3833502538119,0.524728528934982,2.64291089893125,1.4036429994545,4.04655389838575
"750",250,3,0.00501384877569471,0.0444,56.62,1.58,36.2948717948718,0.0674,0.56,0.04,0.05,0.09,0.04,1,1,1,9.8335e+10,0.38,0.2822,5,0.475242760205265,-0.000285145656123159,1.56,25.311645853627,0.457424847038875,3.59167645842231,0.444685821261446,4.03636227968375
"751",251,1,-0.0207464624145875,0.0494,34.68,0.91,14.0404858299595,0.0757,0.35,0.43,0,0,0.24,1,1,0,3.5306e+10,0.36,0.1008,3,1.74350398537111,0.020673347027379,2.47,24.2873187581135,-0.0943106794712413,2.64194500127245,0.904218150639886,3.54616315191234
"752",251,2,-0.0220248726975106,0.085,35.53,0.67,7.96636771300448,0.1214,0.25,0.06,0,0,0.03,1,1,0,3.562e+10,0.33,0.1209,3,1.09329535693819,0.0307215995299631,4.46,24.2961731148079,-0.400477566597125,2.07522864400096,1.49514876603197,3.57037741003294
"753",251,3,-0.329869320933595,-0.0645,22.72,0.46,-6.96932515337423,-0.0738,0.24,0.05,0,0,0.03,1,1,0,3.6011e+10,0.25,0.2808,3,1.10508386202449,-0.000663050317214696,-3.26,24.3070902842855,-0.776528789498996,NA,NA,3.12324559385295
"754",252,1,0.00191504922032392,0.0033,25.7,0.28,18.8970588235294,NA,0.31,0.35,0,0.84,0.17,0,1,1,7.8096e+11,2.8,-0.0012,4,3.22252124143032,0.0381257506488778,1.36,27.3837897690852,-1.27296567581289,2.93900629215321,0.307484699747961,3.24649099190117
"755",252,2,0.0979423446236394,0.0039,32.68,0.42,20.425,NA,0.5,0.04,0,0.12,0.04,1,1,1,8.32702e+11,2.45,0.0865,4,2.27790778357238,0.0640092087183839,1.6,27.4479416720107,-0.867500567704723,3.01675964074607,0.470003629245736,3.4867632699918
"756",252,3,-0.0753643747101692,0.0071,35.88,0.41,12.3724137931034,NA,0.37,0.07,0,0,0,1,1,1,8.0151e+11,2.35,0.0971,4,0.80593827850955,-0.00048356296710573,2.9,27.4097632855246,-0.891598119283784,2.51546930019816,1.06471073699243,3.5801800371906
"757",253,1,-0.0190636577441721,0.1658,32.49,1.68,12.593023255814,0.2507,0.53,0.42,0.57,0.82,0.35,1,1,1,1.28683e+11,0.16,0.2303,7,1.604243831103,0.0190300772070154,2.58,25.5806178526917,0.518793793415168,2.53314295074749,0.947789398933526,3.48093234968101
"758",253,2,-0.0288585840012906,0.1402,42.45,1.89,16.1406844106464,0.2111,0.6,0.03,0.06,0.08,0.05,1,1,1,1.42431e+11,0.16,0.2808,7,-0.578181941819459,-0.0162469125651268,2.63,25.682123508861,0.636576829071551,2.78134306656768,0.966983846189673,3.74832691275736
"759",253,3,0.0205778357371933,0.07,46.71,2.19,31.5608108108108,0.1071,0.71,0.14,0.08,0.1,0.02,1,1,1,1.72384e+11,0.23,0.2542,7,0.240194327225859,-0.000144116596335515,1.48,25.8729903834445,0.783901543828409,3.45191618673799,0.392042087776024,3.84395827451402
"760",254,1,0.0290432498468358,0.0896,60.04,1.34,14.7881773399015,0.2148,0.51,0.54,0.66,0.67,0.59,0,0,1,1.2679e+10,0.57,0.1013,7,0.646763110991535,0.00773180470970011,4.06,23.2632129184922,0.29266961396282,2.69382803315162,1.40118297361364,4.09501100676526
"761",254,2,0.0258497215577925,0.1166,64.44,1.3,12.1814744801512,0.2254,0.38,0.02,0,0.01,0.01,1,1,1,1.1851e+10,0.67,0.1264,7,0.213580282897629,0.00600160594942337,5.29,23.1956780891527,0.262364264467491,2.49991631243856,1.66581824587021,4.16573455830877
"762",254,3,-0.0415747765563208,0.0649,64.7,1.66,21.4238410596027,0.1404,0.44,0.02,0.01,0.03,0.04,1,1,1,1.0423e+10,1.24,0.2209,7,0.265922653990228,-0.000159553592394137,3.02,23.0672807397036,0.506817602368452,3.06450437012008,1.10525683138678,4.16976120150686
"763",255,1,0.00914668345967321,0.0126,109.06,0.16,13.3,NA,0.34,0.12,0,0,0.15,1,1,0,83008803000,0.34,0.2235,4,0.634613884901939,0.00758844384184288,8.2,25.14221249936,-1.83258146374831,2.58776403522771,2.10413415427021,4.69189818949792
"764",255,2,-0.00317895018960603,0.0108,120.83,0.16,16.2843665768194,NA,0.25,0.01,0,0,0,1,1,0,85162391000,0.35,0.2341,4,0.318526053884808,0.0089505821141631,7.42,25.1678257531393,-1.83258146374831,2.79020554185993,2.00417905717929,4.79438459903922
"765",255,3,-0.0336731563381168,0.009,122.81,0.16,17.1044568245125,NA,0.28,0.03,0,0,0,1,1,0,96685535000,0.58,0.2196,4,0.798669175320959,-0.000479201505192575,7.18,25.294729641867,-1.83258146374831,2.83933906256216,1.97129938306013,4.81063844562229
"766",256,1,0.0303407170526722,0.0712,13.4,1.1,11.858407079646,0.1076,0.24,0.13,0,0,0.17,0,0,1,1.407e+10,0.39,-0.1253,7,2.52195073333844,0.0298590186533936,1.13,23.3673107080727,0.0953101798043249,2.47303707423261,0.122217632724249,2.59525470695687
"767",256,2,-0.0264954341434295,0.1463,29.2,1.69,11.496062992126,0.206,0.2,0.02,0,0,0,0,0,1,1.979e+10,0.48,0.1312,7,0.0572561608043402,0.00160889811860196,2.54,23.7084425965609,0.524728528934982,2.44200462824379,0.932164081030445,3.37416870927424
"768",256,3,-0.117783035656383,0.1243,22.33,0.73,9.04048582995951,0.1732,0.21,0.03,0,0,0,0,0,1,2.2542e+10,0.47,0.1861,7,0.787149220590671,-0.000472289532354403,2.47,23.8386460727663,-0.3147107448397,2.20171291521218,0.904218150639886,3.10593106585207
"769",257,1,-0.0205753477018875,0.1186,29.75,1.71,19.5723684210526,0.1552,0.47,0.42,0.45,0.53,0.39,0,0,0,3.739e+09,NA,0.1609,7,1.14448531892439,0.0136049267633078,1.52,22.0420840329414,0.536493370514568,2.97411879713345,0.418710334858185,3.39282913199164
"770",257,2,0.0749049108600465,0.0851,31.22,2.01,25.3821138211382,0.1101,0.42,0.06,0.06,0.06,0.06,0,0,1,4.3e+09,0.2,0.1863,7,1.11358557747534,0.031291754727057,1.23,22.1818808596459,0.698134722070984,3.23404474570296,0.207014169384326,3.44105891508729
"771",257,3,-0.0200606044310686,0.0477,34.94,2.49,49.2112676056338,0.0613,0.42,0.07,0.05,0.07,0.06,0,0,1,4.125e+09,0.41,0.1446,7,0.880278963808375,-0.000528167378285025,0.71,22.1403318567331,0.912282710476616,3.89612261365269,-0.342490308946776,3.55363230470591
"772",258,1,-0.0166803587524699,0.0459,33.88,1.45,21.4430379746835,0.0884,0.16,0,0,0,0,0,0,0,11931897000,1.6,0.0943,5,0.253516288355238,0.0030914922025918,1.58,23.2024810713122,0.371563556432483,3.06540002274498,0.457424847038875,3.52282486978385
"773",258,2,-0.0389682631967216,0.0597,50.02,1.63,21.3760683760684,0.1097,0.14,0,0,0,0,0,0,0,1.5236e+10,2.58,0.0903,5,0.0890035039935238,0.00250099846221802,2.34,23.4469268855628,0.488580014818671,3.06227199607986,0.85015092936961,3.91242292544947
"774",258,3,0.0525887707103672,0.0444,57.84,1.37,34.0235294117647,0.0803,0.2,0.06,0,0,0,0,0,0,1.5887e+10,1.76,0.1204,5,1.83981485628278,-0.00110388891376967,1.7,23.4887670016843,0.314810739840034,3.52705232678834,0.53062825106217,4.05768057785051
"775",259,1,-0.0307937660332174,0.0526,62.07,1.47,23.0743494423792,0.0833,0.36,0.3,0.5,0,0.65,0,1,0,1.7554e+10,0.45,0.2432,3,1.20108081623846,0.0142727536316138,2.69,23.5885476811163,0.385262400790645,3.13872158681181,0.989541193613748,4.12826278042556
"776",259,2,-0.0362320845345694,0.0575,66.06,1.01,20.2018348623853,0.0894,0.23,0.06,0.06,0,0.05,0,1,0,1.9642e+10,0.5,0.195,3,0.734451511586835,0.0206380874755901,3.27,23.700935967682,0.00995033085316809,3.00577343505348,1.18478998490916,4.19056341996264
