"","CompaniesIndex","YearIndex","Ra","Roa","Roe","TobinsQ","AlphaJensen","Roic","GreenScore","CarbonProductivity","WaterProductivity","WasteProductivity","EnergyProductivity","SustainabilityPayLink","SustainableThemedCommitment","AuditScore","TotalAssets","Leverage","NetMargin","Industry","Beta","CostEquity","FirmSize","LogTobinsQ"
"392",131,2,0.0359611875361681,0.0333,0.1543,0.67,0.0367146177557875,0.0938,0.12,0,0,0,0,0,0,0,4.6646e+10,0.99,0.0727,11,0.847230731289989,0.0238071835492487,24.5658530156546,-0.400477566597125
"393",131,3,0.00544464438464234,0.0203,0.0914,0.65,-0.00338793148487205,0.0605,0.24,0.12,0,0,0,0,0,0,5.0186e+10,0.93,0.1202,11,1.25571703269907,-0.000753430219619443,24.6390019402864,-0.430782916092454
"394",132,1,NA,0.0689,0.1294,NA,NA,0.1088,0.66,0.57,0.82,0.15,0.45,1,1,1,38068685000,0,0.1258,7,NA,NA,24.3626578651104,NA
"395",132,2,NA,0.0592,0.1228,NA,NA,0.099,0.56,0.07,0.1,0,0.06,1,1,1,4.5849e+10,0.25,0.1244,7,NA,NA,24.5486192251602,NA
"396",132,3,NA,0.043,0.0925,NA,NA,0.0747,0.69,0.07,0.09,0.13,0.06,1,1,1,4.5885e+10,0.25,0.111,7,NA,NA,24.5494041032174,NA
"397",133,1,0.0512496227142169,0.0993,0.3457,1.28,0.0075259281770509,0.1637,0.29,0.19,0,0,0,1,1,0,1.1619e+10,1.62,0.0539,8,2.1180923761593,0.0250934900386798,23.1759075261471,0.246860077931526
"398",133,2,-0.0836997778310219,0.0538,0.2056,1.08,-0.0827010275051466,0.0921,0.3,0.03,0,0,0.04,1,1,0,1.1845e+10,1.12,0.1246,8,1.55600336431196,0.043723694537166,23.1951716745572,0.0769610411361284
"399",133,3,-0.0668677347432764,0.0535,0.2276,1.01,-0.037127630589326,0.095,0.29,0.03,0,0,0.03,1,1,0,1.6072e+10,2.06,0.0788,8,1.66458387645883,-0.0009987503258753,23.500344464459,0.00995033085316809
"400",134,1,0.0465198667433216,0.0826,0.192,2.09,0.00641911410761023,0.1348,0.07,0,0,0,0,0,0,0,2.3771e+10,0.37,0.0806,6,1.05298954065017,0.012525276579672,23.8917321872695,0.73716406597672
"401",134,2,-0.0321992699348233,0.0878,0.2074,1.86,-0.0317836705399396,0.1405,0.22,0.04,0,0,0,0,1,0,2.4124e+10,0.38,0.0812,6,1.42707304753421,0.0401007526357114,23.9064730325351,0.62057648772511
"402",134,3,-0.0443698970638974,0.1172,0.2978,1.55,-0.0202127695461696,0.1817,0.29,0.05,0.07,0,0,0,1,0,2.3724e+10,0.35,0.0875,6,0.692665658139463,-0.000415599394883678,23.8897530309229,0.438254930931155
"403",135,1,0.0170655600420908,0.0759,0.1531,1.65,0.010077861472578,0.1147,0.11,0,0,0,0,0,0,0,27336578000,0.44,0.0516,3,0.905234586591117,0.0107817681217752,24.0314914958145,0.500775287912489
"404",135,2,0.0598647052904301,0.0892,0.176,1.56,0.060729297536689,0.1355,0.05,0.04,0,0,0,0,0,0,30574238000,0.38,0.1526,3,0.248672546957751,0.00698769856951281,24.1434235958869,0.444685821261446
"405",135,3,-0.164289959442979,-0.1466,-0.2952,1.67,-0.143051219412245,-0.2022,0.06,0.05,0,0,0,0,0,0,34762687000,0.33,0.1752,3,1.44098707709815,-0.000864592246258893,24.271810435852,0.512823626428664
"406",136,1,0.0515314481875058,0.0683,0.1829,1.98,0.0213466673039398,0.1091,0.13,0,0,0,0,0,0,0,3.593e+10,1.11,0.0568,3,0.7412358516106,0.00884658304900508,24.3048384380718,0.683096844706444
"407",136,2,-0.0332185496362904,0.0639,0.1675,1.94,-0.0329974794279976,0.103,0.05,0,0,0,0,0,0,0,4.014e+10,1.07,0.0544,3,1.07419149051836,0.030184780883566,24.4156391803146,0.662687973075237
"408",136,3,0.00745550578918003,0.0525,0.1315,1.54,0.0236331806781667,0.0845,0.05,0,0,0,0,0,0,0,4.72e+10,1.06,0.0581,3,0.368450347154537,-0.000221070208292722,24.5776597295379,0.431782416425538
"409",137,1,0.0991497644558343,0.0139,0.0395,1.55,0.079422906352048,0.051,0,0,0,0,0,0,0,0,6132964000,1.26,0.0763,7,1.88064881402618,0.0222916560055089,22.5369439936888,0.438254930931155
"410",137,2,-0.00193871148853052,-0.0339,-0.1098,1.97,-0.00168541809205506,-0.0126,0.15,0,0,0,0,0,0,0,7492359000,1.66,0.044,7,0.702023420063567,0.0197268581037862,22.7371495381592,0.678033542749897
"411",137,3,0.0253301680806925,0.0207,0.0749,2.07,0.0464280609835414,0.0556,0.25,0.1,0,0,0,0,0,0,7817433000,2.03,-0.1062,7,0.42215566079244,-0.000253293396475464,22.7796220767447,0.727548607277278
"412",138,1,0.0189979946396862,0.0912,0.2064,1.08,0.0165486989612959,0.1298,0.1,0,0,0,0,0,0,0,1.7201e+10,1.18,0.389,4,0.22557599140287,0.00276179669855387,23.5682333586107,0.0769610411361284
"413",138,2,0.0207469821731554,0.0274,0.0604,1.62,0.0210747188515041,0.051,0.14,0,0,0,0,0,0,0,22834545000,1.02,0.7649,4,0.0871635472736758,0.00244929567839029,23.851540357832,0.482426149244293
"414",138,3,0.0288601548213873,0.0374,0.0832,1.78,0.03034659732274,0.0611,0.16,0.02,0,0,0,0,0,0,22950614000,1.02,0.2399,4,0.546227797247875,-0.000327736678348725,23.8566105269077,0.576613364303994
"415",139,1,0.0534174897563131,0.0419,0.1023,1.59,0.0419440239075377,0.0766,0.25,0,0.3,0,0.03,0,1,0,8849862000,0.69,0.1117,3,0.434285716488953,0.00522457145456965,22.9036677026243,0.46373401623214
"416",139,2,-0.183861908655915,0.0354,0.0898,1.1,-0.182967860148969,0.0685,0.12,0.02,0.03,0,0,0,1,0,9792053000,0.62,0.2098,3,0.408308393194856,0.0114734658487754,23.0048369752834,0.0953101798043249
"417",139,3,-0.0931628594487077,0.0065,0.0176,0.66,-0.0778288052423316,0.0249,0.1,0.03,0,0,0,0,1,0,12064900000,0.61,0.1567,3,1.49008084491101,-0.000894048506946606,23.2135662475514,-0.415515443961666
"418",140,1,0.0420150476923041,0.033,0.0816,1.33,0.0316752999293018,0.0585,0.08,0,0,0,0,0,0,0,58111200000,0.64,0.014,5,1.36659731577099,0.0162258483260977,24.7856242533107,0.285178942233662
"419",140,2,0.0181150943412155,0.0374,0.0958,1.47,0.0185244362896233,0.0685,0.24,0,0,0,0,1,0,0,5.3548e+10,0.57,0.0177,5,0.367962553843496,0.0103397477630022,24.7038442848701,0.385262400790645
"420",140,3,0.022327272806875,0.0463,0.1323,1.47,0.0407171886202538,0.0836,0.24,0,0,0,0,1,0,0,5.3799e+10,0.55,0.0199,5,0.682236580679532,-0.000409341948407719,24.7085207165808,0.385262400790645
"421",141,1,0.064291493449656,-0.0023,-0.0095,0.85,0.0652393323595825,0.0242,0.14,0,0,0,0,0,0,0,4.323e+10,1.68,0.0706,3,1.03086754823474,0.01226423706917,24.489800535626,-0.162518929497775
"422",141,2,-0.141695719131756,0.0132,0.0513,0.8,-0.140919647246476,0.0433,0.05,0,0,0,0,0,0,0,4.3702e+10,1.43,-0.0021,3,-0.0337309220614405,-0.000947838909926477,24.5006597045911,-0.22314355131421
"423",141,3,-0.0810595773647348,-3e-04,-0.0011,0.76,-0.0578641263415254,-4e-04,0.05,0,0,0,0,0,0,0,4.8221e+10,1.52,0.0118,3,1.2934531421332,-0.000776071885279922,24.5990604477673,-0.27443684570176
"424",142,1,0.0220524809396154,0.0164,0.0752,0.54,0.0167936702252056,0.0443,0.34,0.21,0.03,0,0.55,0,1,1,43202502000,1.29,0.0822,11,-0.199138863783482,-0.00224983859264509,24.489164247186,-0.616186139423817
"425",142,2,0.0417843932953388,0.0209,0.0958,0.59,0.0425280582693654,0.0523,0.36,0.04,0,0,0,1,1,1,4.3406e+10,1.26,0.0625,11,0.18714628876903,0.00525881071440975,24.4938635173452,-0.527632742082372
"426",142,3,0.0256329477482043,-0.0039,-0.0183,0.54,0.0306301720096736,0.0041,0.39,0.07,0,0,0,1,1,1,4.6528e+10,1.25,0.0753,11,1.23944162337776,-0.000743664974026658,24.5633201188575,-0.616186139423817
"427",143,1,0.0176798512151845,0.0217,0.0778,0.49,0.0149210022785132,0.0611,0.53,0.41,0.05,0.72,0.12,1,1,1,7.8554e+10,0.86,0.0494,11,-0.00393243396213239,5.35972792468378e-05,25.0870521233305,-0.713349887877465
"428",143,2,0.0248478064076911,0.0195,0.0716,0.56,0.0254249415496345,0.0548,0.6,0.07,0.02,0.13,0.06,1,1,1,7.9924e+10,0.8,0.0691,11,0.0981796774616133,0.00275884893667133,25.1043420200843,-0.579818495252942
"429",143,3,0.0167034657874988,0.0249,0.0938,0.46,0.0132329322165557,0.0612,0.65,0.11,0.05,0.09,0.1,1,1,1,8.6814e+10,0.89,0.0592,11,0.961891903238893,-0.000577135141943336,25.1870337359294,-0.776528789498996
"430",144,1,0.0895987407926922,0.0314,0.1052,1.47,0.101632157271621,0.0803,0.46,0.79,0,0,0.97,0,0,0,7085195000,0.55,0.0695,1,-0.530403949138629,-0.00615876659983582,22.6812732326461,0.385262400790645
"431",144,2,-0.0202940453437652,0.0475,0.2026,1.54,-0.0191115897313086,0.1314,0.27,0.14,0,0,0,0,0,0,7.739e+09,0.58,0.0488,1,-0.428235461883583,-0.0120334164789287,22.7695383172347,0.431782416425538
"432",144,3,0.00961986845419952,0.0623,0.23,1.6,0.0348168365212289,0.1466,0.18,0.05,0,0,0,0,0,0,9.021e+09,0.97,0.0691,1,1.97075935409437,-0.00118245561245662,22.9228210296209,0.470003629245736
"433",145,1,0.0145434180354145,0.0478,0.1059,1.68,-0.0049593126670622,0.0701,0.1,0,0,0,0,0,0,0,3223477000,1,0.2865,4,0.885237106014504,0.0105457978509711,21.8937264275879,0.518793793415168
"434",145,2,-0.00273971413394309,0.0426,0.102,2.08,-0.00249854999425369,0.0636,0.15,0,0,0,0,0,0,0,3.977e+09,1.1,0.3305,4,0.694047355960025,0.0195027307024767,22.103793603172,0.732367893713227
"435",145,3,0.0588562460298516,0.0362,0.099,2.38,0.0564811524874987,0.0566,0.19,0.04,0,0,0,0,0,0,4.402e+09,1.28,0.2756,4,0.401940232815665,-0.000241164139689399,22.2053248200507,0.867100487683383
"436",146,1,-0.101594269902318,0.0365,0.3381,0.4,-0.130600501840461,0.0806,0.5,0.35,0.7,0.65,0.57,1,1,0,1.90554e+11,4.16,0.0422,1,0.65335530148558,0.00780959255752984,25.9732014559116,-0.916290731874155
"437",146,2,-0.014729501995187,0.0155,0.1245,0.42,-0.0139420873507237,0.0386,0.53,0.05,0.08,0.07,0.06,1,1,1,2.02026e+11,2.9,0.0487,1,1.03225024690903,0.0290062319381437,26.0316622389361,-0.867500567704723
"438",146,3,-0.0168899234370659,0.034,0.2759,0.56,0.00896675267323851,0.062,0.54,0.04,0.08,0.1,0.04,1,1,1,2.08527e+11,3.23,0.0221,1,1.31235774077219,-0.000787414644463316,26.0633343662042,-0.579818495252942
"439",147,1,0.0208429872290097,0.2306,0.2692,6.23,-0.0438286611546302,0.2689,0,0,0,0,0,0,0,0,1815832000,0,0.1342,6,0.952725707728518,0.0113421633511965,21.3198096018329,1.82937633279936
"440",147,2,0.0508952375231516,0.2228,0.268,5.45,0.0516435700732376,0.2556,0.1,0,0,0,0,0,0,0,2.076e+09,0,0.1349,6,2.30148214888398,0.0646716483836398,21.4537088022501,1.69561560867515
"441",147,3,0.00589701367020225,0.2111,0.2779,4.28,0.0188703313053966,0.2316,0.11,0.01,0,0,0,0,0,0,2.359e+09,0,0.1324,6,1.24722091680993,-0.000748332550085958,21.5815036373719,1.45395300959371
"443",148,2,0.00410994686326844,0.1007,0.1134,NA,0.00383454094140143,0.1118,0.27,0.04,0,0,0.05,0,0,0,1.7895e+10,0.02,0.1894,7,1.66505284294614,0.0467879848867865,23.6077871811644,NA
"444",148,3,0.00402112553295915,0.0819,0.0914,NA,0.0238418101023764,0.0903,0.24,0.06,0,0,0,0,0,0,4.0184e+10,0.0033,0.2346,7,-0.459009869778355,0.000275405921867013,24.4167347433942,NA
"445",149,1,0.036974858843219,0.0491,0.097,0.91,0.0127577577800381,0.0868,0.3,0.39,0,0.51,0.25,0,0,1,3.131e+10,0.08,0.0476,6,0.0892032741879938,0.00115259863541833,24.1672033722847,-0.0943106794712413
"446",149,2,-0.0245753327401081,0.0628,0.1281,1.55,-0.0241806795186847,0.1081,0.45,0.03,0,0.08,0.01,1,1,1,3.354e+10,0.16,0.0352,6,0.861818543173696,0.0242171010631809,24.2360045933415,0.438254930931155
"447",149,3,-0.0604259790872707,0.0299,0.0692,1.22,-0.031820345216484,0.0563,0.37,0.02,0,0.06,0.01,1,0,1,3.298e+10,0.31,0.0459,6,0.657755369039037,-0.000394653221423422,24.2191671540779,0.198850858745165
"448",150,1,0.0106692654569,0.0078,0.0304,0.35,0.00789150179123549,0.0308,0.11,0,0,0,0,0,0,1,5.0406e+10,1.16,0.0503,11,-0.171761014817923,-0.00192677997485149,24.6433760525572,-1.04982212449868
"449",150,2,0.0556360855612569,0.0058,0.0238,0.36,0.0564685583240802,0.0302,0.17,0,0,0,0,0,0,1,5.0424e+10,1.25,0.0263,11,0.0988527994898404,0.00277776366566452,24.6437330891572,-1.02165124753198
"450",150,3,0.0107732449346684,0.0111,0.0465,0.31,0.00592529986615769,0.036,0.2,0.03,0,0,0,0,0,1,5.2166e+10,1.54,0.0199,11,1.38745460470547,-0.000832472762823281,24.6776967786241,-1.17118298150295
"451",151,1,0.0618750251801496,0.0358,0.0746,1.38,0.0454995382875156,0.0553,0,0,0,0,0,0,0,0,13549700000,0.64,0.0794,7,0.743205698389983,0.0088698272410018,23.3296302438056,0.322083499169113
"452",151,2,0.020314194516278,0.0477,0.1034,1.51,0.0208968833511026,0.0694,0.16,0,0,0,0,0,0,0,13960100000,0.66,0.0812,7,0.58275754066313,0.0163754868926339,23.3594690975788,0.412109650826833
"453",151,3,-0.0451611144590364,0.031,0.0795,1.14,-0.0329685337849149,0.0461,0.2,0.04,0,0,0,0,0,0,14520500000,0.77,0.1059,7,0.971148058040911,-0.000582688834824547,23.3988272810119,0.131028262406404
"454",152,1,0.0720518577444838,0.072,0.1851,1.96,0.0515362939077836,0.1067,0.06,0,0,0,0,0,0,0,8.497e+09,0.94,0.1363,7,0.926032208341219,0.0110271800584264,22.8629789969678,0.672944473242426
"455",152,2,-0.00730027108500674,0.08,0.2192,2.23,-0.00686907113719695,0.118,0.16,0,0,0,0,0,0,0,9.513e+09,1.05,0.1346,7,0.730091239740224,0.0205155638367003,22.9759251211707,0.802001585472027
"456",152,3,-0.0509433326551343,0.0762,0.2391,2.67,-0.0326515477885186,0.1168,0.23,0.07,0,0,0,0,0,0,9.337e+09,1.13,0.1488,7,0.718666579682986,-0.000431199947809792,22.9572508384482,0.982078472412158
"457",153,1,0.0400644498509051,0.0143,0.1339,0.18,0.00545734560000821,NA,0.21,0.15,0,0,0.08,0,0,1,1.21894e+11,0.53,0.2337,4,1.01998854254547,0.0121358648020366,25.5264176515496,-1.71479842809193
"458",153,2,0.0191736493593901,0.0105,0.1015,0.17,0.019521889035056,NA,0.28,0.03,0,0,0,1,0,1,1.30443e+11,0.71,0.265,4,1.23156954629526,0.0346071042508969,25.5942021866831,-1.77195684193188
"459",153,3,-0.0215862005129973,0.0116,0.1126,0.22,0.00264707979364156,NA,0.29,0.04,0,0,0,1,0,1,1.38706e+11,1.04,0.2336,4,0.580399459443202,-0.000348239675665921,25.6556224221636,-1.51412773262978
"460",154,1,-0.0385902753580506,0.0855,0.2637,2.72,-0.0505863332797966,0.1342,0,0,0,0,0,0,0,0,2.842e+09,0.53,0.3056,7,0.833422113325179,0.00993438093723711,21.7677738666213,1.00063188030791
"461",154,2,-0.021158420294143,0.0585,0.1845,1.94,-0.0196495350005586,0.0916,0.16,0,0,0,0,0,0,0,3.932e+09,0.38,0.3178,7,0.426905975862846,0.011996057921746,22.0924140392313,0.662687973075237
"462",154,3,-0.072712804831143,0.0438,0.1298,1.97,-0.0505232533223933,0.067,0.24,0.08,0,0,0,0,0,0,8.525e+09,0.79,0.3074,7,2.51480882264076,-0.00150888529358445,22.866268860116,0.678033542749897
"463",155,1,0.127380438762653,-4e-04,NA,1.03,-0.101247399177174,NA,0.16,0,0,0,0,0,0,0,3.222422e+12,NA,0.0706,4,1.89189180397355,0.0224243232868879,28.8011543666569,0.0295588022415444
"464",155,2,-0.169292056503621,-3e-04,NA,1.03,-0.167531570482612,NA,0.1,0,0,0,0,0,0,0,3.270108e+12,NA,-0.0479,4,8.1362219907412,0.228627837939828,28.8158441278153,0.0295588022415444
"465",155,3,-0.242467824140613,-1e-04,NA,1.03,-0.215022197951509,NA,0.1,0,0,0,0,0,0,0,3.248176e+12,NA,-0.0508,4,2.93414336834852,-0.00176048602100911,28.809114723952,0.0295588022415444
"466",156,1,0.0464374915326627,0.1319,0.3405,1.65,0.0405300422786269,0.2149,0.31,0.17,0,0,0.14,1,1,1,6.2745e+10,0.62,0.035,1,0.968041704288363,0.0115228921106027,24.8623447305087,0.500775287912489
"467",156,2,0.0423592929791611,0.0854,0.2623,1.61,0.043484595029852,0.1527,0.47,0.11,0,0,0,1,1,1,5.3286e+10,0.96,0.2564,1,0.210229510819778,0.00590744925403575,24.6989394694508,0.476234178996372
"468",156,3,-0.0952101000530605,0.1584,0.4796,1.34,-0.0500599830832843,0.2562,0.47,0.11,0,0,0,1,1,1,5.2652e+10,1.05,0.1417,1,1.87550341781817,-0.0011253020506909,24.6869700615096,0.29266961396282
"469",157,1,0.0415632494489702,0.0676,0.1821,0.9,0.0297078592201879,0.1434,0,0,0,0,0,0,0,0,3.4309e+10,0.34,-0.0105,6,0.890700867352043,0.0106102702347541,24.2586735473704,-0.105360515657826
"470",157,2,-0.0547168120368711,0.0716,0.1924,0.13,-0.0543771491133161,0.1497,0.05,0,0,0,0,0,0,0,3.5448e+10,0.27,0.0755,6,0.421900008141721,0.0118553902287823,24.2913326708436,-2.04022082852655
"471",157,3,-0.0641473339862947,0.088,0.2628,0.14,-0.0436147703731173,0.2025,0.09,0.04,0,0,0,0,0,0,3.5355e+10,0.29,0.0821,6,0.566104872591818,-0.000339662923555091,24.2887056620026,-1.96611285637283
"472",158,1,0.0581696839972985,0.0195,0.103,0.41,0.0263391386753318,0.0456,0.36,0.45,0.21,0.37,0.36,1,1,0,6.85328e+11,2.54,0.0942,6,1.12198572356118,0.0133394315380219,27.2531633927219,-0.891598119283784
"473",158,2,-0.0377788665474796,0.0233,0.1178,0.6,-0.0370934585509005,0.0533,0.59,0.07,0.07,0.07,0.08,1,1,1,6.5656e+11,1.86,0.0894,6,1.13275961999882,0.0318305453219667,27.2102799202679,-0.510825623765991
"474",158,3,0.0470706305695065,-0.0108,-0.0542,0.76,0.0736779284654713,-0.0112,0.59,0.08,0.06,0.06,0.09,1,1,1,6.48349e+11,1.74,0.1025,6,1.14234666096511,-0.000685407996579066,27.1976949685633,-0.27443684570176
"475",159,1,-0.0266784744835386,0.0109,0.0373,1.34,-0.0549863600093669,0.0426,0.3,0,0,0,0.65,0,0,0,27282405000,2.12,-0.1916,4,0.963529750596045,0.0114696510570333,24.0295078258599,0.29266961396282
"476",159,2,0.0561749707964271,0.0254,0.0854,1.64,0.056783039941166,0.0552,0.21,0.03,0,0.03,0.02,0,0,0,25762303000,1.99,0.1141,4,1.00739806141738,0.0283078855258283,23.9721781363603,0.494696241836107
"477",159,3,0.0733894664791437,0.055,0.1765,1.59,0.08330737079612,0.0823,0.22,0.02,0.02,0.02,0.02,0,0,0,25335734000,2.17,0.2563,4,1.01344857456477,-0.00060806914473886,23.9554816472328,0.46373401623214
"479",160,2,-0.0623080481125652,0.4234,0.9006,4.08,-0.0622595024850719,0.5417,0.17,0,0,0,0,0,0,0,22496785000,0.34,0.2745,5,2.08101368467341,0.0584764845393228,23.8366382470583,1.40609698841607
"480",160,3,-0.0417538562761009,0.4187,1.0659,2.9,-0.0226995308558329,0.545,0.3,0.13,0,0,0,0,0,0,3.4664e+10,0.77,0.4862,5,0.0809093791554261,-4.85456274932557e-05,24.268967521384,1.06471073699243
"481",161,1,-0.0103647965539472,0.0848,0.2834,1.67,-0.0311521446986456,0.1302,0.6,0.51,0.68,0.64,0.55,1,1,1,2.295e+10,0.96,0.0941,2,0.0328791182912732,0.000487973595837023,23.856583773453,0.512823626428664
"482",161,2,0.0109353563922203,0.0797,0.2763,1.67,0.0115652079545409,0.1353,0.63,0.09,0.08,0.08,0.08,1,1,1,2.315e+10,0.89,0.1044,2,0.739763279170763,0.0207873481446984,23.8652606174787,0.512823626428664
"483",161,3,-0.00173287564222249,0.0541,0.2118,1.97,0.00770338955154722,0.0969,0.67,0.09,0.09,0.09,0.1,1,1,1,2.42e+10,0.98,0.1019,2,1.04975260386769,-0.000629851562320615,23.9096184701091,0.678033542749897
"484",162,1,0.042413311281216,0.0678,0.092,0.74,0.00340298531346667,0.083,0.37,0,0,0,0.12,1,1,0,2.9375e+10,0.16,0.2157,7,1.29448204582405,0.0153748881407238,24.1034098094107,-0.301105092783922
"485",162,2,0.086971639906578,0.0812,0.1176,0.89,0.0881670449262736,0.1041,0.35,0.02,0,0,0,1,1,1,2.8478e+10,0.15,0.2508,7,1.38826782803379,0.0390103259677494,24.0723976963052,-0.116533816255952
"486",162,3,-0.0243187408868926,0.0423,0.0694,0.75,-0.00733139771615327,0.062,0.35,0.02,0,0,0,1,1,1,3.0063e+10,0.17,0.2448,7,1.99234169949265,-0.00119540501969559,24.1265610166907,-0.287682072451781
"487",163,1,0.0537816043313696,0.0239,0.1154,0.4,0.028536093741723,0.0993,0.3,0.35,0.22,0.4,0.35,0,1,1,1.49422e+11,0.13,0.0319,1,0.809355883257429,0.00965039942243766,25.7300403544935,-0.916290731874155
"488",163,2,0.0522009890997589,0.0163,0.0748,0.34,0.0532151604907997,0.0653,0.4,0.02,0.05,0.03,0.03,1,1,1,1.66344e+11,0.17,0.0243,1,0.898416746962513,0.0252455105896466,25.8373237702302,-1.07880966137193
"489",163,3,-0.0519271594610325,0.0521,0.2572,0.5,-0.0175543810398275,0.2116,0.33,0.02,0.02,0.02,0.01,1,1,1,1.77677e+11,0.25,0.018,1,1.69028565173483,-0.0010141713910409,25.9032331321037,-0.693147180559945
"490",164,1,0.0107164771462791,0.0946,0.2158,1.47,-0.0221186093866872,0.1846,0,0,0,0,0,0,0,0,6807061000,0.08,0.0498,1,-0.0176906965539665,-0.000108750219336804,22.6412262927354,0.385262400790645
"491",164,2,0.0418372612897489,0.0893,0.2139,1.8,0.0425764269744107,0.1778,0.09,0,0,0,0,0,0,0,7680297000,0.15,0.0487,1,1.16850841754328,0.0328350865329663,22.7619240552333,0.587786664902119
"492",164,3,-0.0469070622172137,0.0861,0.2189,1.42,-0.0230262933249755,0.1835,0.12,0.03,0,0,0,0,0,0,8246238000,0.15,0.0464,1,1.23194280776978,-0.000739165684661865,22.8330229332934,0.350656871613169
"493",165,1,-0.0472289258781607,0.1524,0.4018,2.16,-0.0860664543294832,0.2787,0.26,0.45,0.53,0,0.36,0,1,0,8e+09,0.58,0.0573,1,1.48616608663145,0.0176367598222512,22.8027073786262,0.770108221696074
"494",165,2,0.0614558186346477,0.1671,0.4298,2.05,0.062664408555735,0.3049,0.32,0.06,0,0,0,1,1,0,7.786e+09,0.43,0.0725,1,1.382118450225,0.0388375284513225,22.7755930861347,0.717839793150317
"495",165,3,-0.0789830291114057,0.1624,0.4175,1.38,-0.0673622281443102,0.2971,0.35,0.03,0.01,0,0.05,1,1,0,7.819e+09,0.45,0.0793,1,2.0143165351455,-0.0012085899210873,22.7798225060888,0.322083499169113
"496",166,1,0.0480740069727797,0.0084,0.1098,0.41,-0.00959994311633782,NA,0.48,0.53,0.36,0.41,0.5,1,1,1,9.38555e+11,2.87,0.2134,4,2.29400339952728,0.0271692401144219,27.5676072954114,-0.891598119283784
"497",166,2,0.0283611497723585,0.0091,0.1115,0.44,0.0287681891865363,NA,0.66,0.07,0.08,0.11,0.11,1,1,1,9.11507e+11,2.61,0.2259,4,2.05245373982625,0.0576739500891175,27.5383651106846,-0.82098055206983
"498",166,3,-0.0528955675920422,0.0065,0.0747,0.42,-0.0205483378065757,NA,0.53,0.06,0.04,0.07,0.06,1,1,1,8.5624e+11,2.59,0.2339,4,0.678399023629606,-0.000407039414177764,27.4758165476225,-0.867500567704723
"499",167,1,-0.00974026828797844,0.1528,0.2503,3.07,-0.0357842586058807,0.2145,0.47,0.7,0,0,0.55,0,1,1,5014598000,0.15,0.0757,6,0.97648985715026,0.0116225803143731,22.3356190956259,1.12167756159911
"500",167,2,0.0368021765920169,0.152,0.2482,3.01,0.0375967294902033,0.2154,0.37,0.09,0,0,0.08,0,1,1,5266328000,0.14,0.0832,6,0.926832395654884,0.0260439903179022,22.3845991824462,1.10194007876078
"501",167,3,0.0101706415642364,0.1367,0.2781,2.17,0.0137453957774913,0.1967,0.34,0.09,0.05,0,0,0,1,1,5284252000,0.13,0.0805,6,1.3242548303107,-0.000794552898186418,22.3879969136124,0.774727167552368
"502",168,1,-0.0344366659669912,0.075,0.1448,1.45,-0.0511517224751137,0.1012,0.27,0.29,0.31,0,0,1,1,0,2.741e+10,0.31,0.0924,3,0.80975513658339,0.00965511061168401,24.0341737472611,0.371563556432483
"503",168,2,-0.0659606115247072,0.1139,0.2345,1.01,-0.0656627330503191,0.1538,0.21,0.04,0,0,0,1,1,0,2.9223e+10,0.58,0.0723,3,0.594841868616459,0.0167150565081225,24.0982219074033,0.00995033085316809
"504",168,3,-0.153058906984472,-0.0194,-0.0423,0.79,-0.126946538455443,-0.0241,0.27,0.01,0,0.08,0.01,1,1,0,3.224e+10,0.48,0.1065,3,0.496464123980086,-0.000297878474388052,24.1964737545848,-0.23572233352107
"505",169,1,0.0274105905946594,0.0547,NA,1.6,-0.0439820181791511,NA,0.16,0,0,0,0,0,0,0,2.8075e+10,NA,0.0486,5,1.66985460307741,0.0198042843163135,24.0581453375709,0.470003629245736
"506",169,2,0.0517308346691772,0.0625,NA,1.82,0.0514329593047161,NA,0.19,0,0,0,0,0,0,1,2.8831e+10,NA,0.0455,5,2.54066223394344,0.0713926087738106,24.0847170340861,0.598836501088704
"507",169,3,-0.00633802560647304,0.0666,NA,1.63,-0.00632490080661978,NA,0.2,0.01,0,0,0,0,0,1,3.1199e+10,NA,0.0508,5,-0.496458940768584,0.00029787536446115,24.1636518799661,0.488580014818671
"508",170,1,-0.0123137222932131,0.0485,0.0911,1.18,-0.0259726921522131,0.0682,0.49,0.18,0.31,0.44,0.32,0,1,1,19915555000,0.82,0.4329,4,-0.0934443366320944,-0.00100264317225871,23.7147669216326,0.165514438477573
