"","CompaniesIndex","YearIndex","Ra","Roa","Roe","TobinsQ","AlphaJensen","Roic","GreenScore","CarbonProductivity","WaterProductivity","WasteProductivity","EnergyProductivity","SustainabilityPayLink","SustainableThemedCommitment","AuditScore","TotalAssets","Leverage","NetMargin","Industry","Beta","CostEquity","FirmSize","LogTobinsQ"
"273",91,3,-0.131413133962357,0.0905,0.1846,0.85,-0.119596829631966,0.1545,0.55,0.06,0.07,0.1,0.04,1,1,1,1.5776e+10,0.21,0.0859,6,2.63177130147076,-0.00157906278088246,23.4817556348067,-0.162518929497775
"274",92,1,0.0463111665732214,0.0139,0.0956,0.21,0.00896951968781685,NA,0.16,0,0,0,0,0,0,0,34131400000,0.68,0.0509,4,1.64064325630148,0.0194595904243575,24.2534836186546,-1.56064774826467
"275",92,2,-0.0034922521007894,0.0016,0.0107,0.21,-0.00232241728999493,NA,0.16,0,0,0,0,0,0,0,34780600000,0.76,0.1068,4,1.32888423079731,0.0373416468854046,24.2723255970176,-1.56064774826467
"276",92,3,-0.0544817450830212,0.0087,0.0613,NA,-0.0461147365305025,NA,0.15,0.04,0,0,0,0,0,0,31184200000,0.77,0.0124,4,1.94972468465746,-0.00116983481079448,24.1631773932365,NA
"277",93,1,-0.0107273630832151,0.0139,0.0721,0.83,-0.0424690068255669,0.0467,0.41,0.61,0,0,0.76,0,0,0,2.2871e+10,1.94,0.056,11,-0.143279464014633,-0.00159069767537267,23.8531355694296,-0.186329578191493
"278",93,2,-0.0215336041367062,0.0271,0.1377,0.76,-0.0212364582494145,0.0718,0.16,0.08,0,0,0,0,0,0,2.187e+10,1.81,0.0384,11,1.12959586271715,0.0317416437423518,23.8083816716351,-0.27443684570176
"279",93,3,0.0799064831669771,-0.0311,-0.1728,0.73,0.0781989197869917,-0.0321,0.21,0.13,0,0,0,0,0,0,2.32e+10,1.76,0.0662,11,0.495243145486306,-0.000297145887291784,23.8674181156187,-0.3147107448397
"280",94,1,0.0668546849648294,0.0549,0.1474,1.01,0.00720908610884535,0.103,0.68,0.53,0.55,0.77,0.47,1,1,1,12670909000,0.8,0.0774,11,0.885572177952057,0.0105497516998343,23.2625745729838,0.00995033085316809
"281",94,2,-0.146132870350303,0.0141,0.0316,0.95,-0.145033400226387,0.0437,0.66,0.11,0.09,0.12,0.04,1,1,1,1.1394e+10,0.63,0.2116,11,2.12261917636954,0.0596455988559841,23.1563527380046,-0.0512932943875506
"282",94,3,0.0025350189541568,-0.033,-0.0747,0.49,0.00499141608472838,-0.0271,0.72,0.1,0.1,0.12,0.08,1,1,1,1.176e+10,0.61,0.0461,11,1.83245020652567,-0.0010994701239154,23.1879697794169,-0.713349887877465
"283",95,1,0.0672136574754659,0.0134,0.0994,0.26,0.0377518310226105,NA,0.26,0.32,0,0,0.43,1,0,0,3.12918e+11,1.2,0.172,4,1.2765807332864,0.0151636526527795,26.4692070123329,-1.34707364796661
"284",95,2,-0.00784346665182252,0.0143,0.1001,0.28,-0.00703040168452183,NA,0.31,0.04,0,0,0.02,1,0,1,2.97048e+11,0.95,0.1874,4,1.04846357483471,0.0294618264528554,26.4171595788522,-1.27296567581289
"285",95,3,-0.0840629675186173,0.012,0.0839,0.23,-0.0580107292324882,NA,0.29,0.04,0,0,0,1,0,1,3.08854e+11,1.06,0.199,4,1.35510827883448,-0.000813064967300689,26.4561345102753,-1.46967597005894
"286",96,1,NA,0.2821,0.4124,NA,NA,NA,0,0,0,0,0,0,0,0,3279429000,2e-04,0.2131,1,NA,NA,21.910935158822,NA
"287",96,2,NA,0.1565,0.2328,NA,NA,NA,0.12,0,0,0,0,0,0,0,3543817000,0,0.1959,1,NA,NA,21.9884702317872,NA
"288",96,3,NA,0.0799,0.1455,NA,NA,NA,0.15,0.03,0,0,0,0,0,0,3617200000,0,0.1265,1,NA,NA,22.0089660828306,NA
"289",97,1,0.0162292027664127,0.118,0.4393,1.51,-0.00600179343327004,0.2574,0.26,0.36,0,0,0.71,1,0,0,5.313e+09,0.59,0.1289,6,0.924553807668885,0.0110097349304928,22.3934224844152,0.412109650826833
"290",97,2,-0.0123523540074349,0.0969,0.3449,1.67,-0.0117137555690737,0.1936,0.27,0.04,0,0,0,1,0,0,5.4e+09,0.34,0.1371,6,0.791138654792981,0.0222309961996828,22.4096647905166,0.512823626428664
"291",97,3,-0.00410852076459386,0.0949,0.365,1.69,0.00479854253676275,0.182,0.29,0.06,0,0,0,1,0,0,7.063e+09,0.88,0.1213,6,1.06433073060195,-0.000638598438361168,22.6781357273732,0.524728528934982
"292",98,1,-0.0299775850407651,0.0779,0.183,0.88,-0.0448809053644096,0.1332,0.45,0.36,0.67,0.29,0.18,1,1,1,1.17144e+11,0.43,0.1402,3,0.643843527444914,0.00769735362384999,25.4866697841994,-0.127833371509885
"293",98,2,0.044260979488259,0.0586,0.1321,0.89,0.0447210621527107,0.0981,0.45,0.06,0.1,0.05,0.04,1,1,1,1.18057e+11,0.4,0.1634,3,0.530367271304076,0.0149033203236445,25.494433395628,-0.116533816255952
"294",98,3,-0.146379584782714,-0.0414,-0.0966,0.84,-0.12216115545144,-0.0564,0.52,0.06,0.1,0.1,0.05,1,1,1,1.16539e+11,0.43,0.1296,3,0.766804440752826,-0.000460082664451695,25.4814918178797,-0.174353387144778
"295",99,1,-0.0524564724295848,0.071,0.1758,1.78,-0.0789105076966761,0.1404,0.31,0.72,0,0,0.66,0,1,0,2.932e+10,0.11,0.0172,2,0.656417539269829,0.00784572696338398,24.1015357139649,0.576613364303994
"296",99,2,-0.00260659872892782,0.065,0.1779,1.86,-0.00218166329089018,0.1263,0.25,0.08,0,0,0,0,1,0,3.0283e+10,0.46,0.0194,2,0.941424742601112,0.0264540352670912,24.1338523359053,0.62057648772511
"297",99,3,0.000495411037445176,0.0715,0.2074,2.12,0.017110145729325,0.1369,0.28,0.11,0,0,0,0,1,0,3.3024e+10,0.41,0.0183,2,0.70822573006273,-0.000424935438037638,24.2205004068055,0.751416088683921
"298",100,1,0.111076007692623,0.0617,0.4331,2.19,0.0908100039315552,0.1169,0.4,0.25,0.17,0.36,0.16,1,1,1,8.747e+09,2.23,0.1004,2,0.546322842369495,0.00654660953996004,22.8919766213841,0.783901543828409
"299",100,2,-0.0286759807352727,0.0995,0.5777,2,-0.0277459416142865,0.159,0.47,0.06,0.01,0.06,0.04,1,1,1,9.055e+09,2.09,0.0569,2,0.721210098258651,0.0202660037610681,22.9265829282818,0.693147180559945
"300",100,3,0.00591666407266006,0.0853,0.4614,2.27,0.0083028860608136,0.1376,0.51,0.07,0.03,0.05,0.06,1,1,1,8.297e+09,1.39,0.0989,2,1.55006520164378,-0.000930039120986268,22.8391598406286,0.819779831493311
"301",101,1,0.057808767575085,-0.0558,-0.1385,4.29,0.0347726514539436,-0.1028,0.35,0.45,0,0,0.53,0,0,0,4.642e+09,0.03,-0.0051,7,2.36782455576282,0.0280403297580013,22.2584111447987,1.45628673293993
"302",101,2,-0.00939758552320607,-0.0316,-0.0867,4.53,-0.00881786359473804,-0.0442,0.39,0.04,0,0,0.07,1,0,0,8.098e+09,0.05,-0.0887,7,0.81979060929329,0.0230361161211414,22.8148829545564,1.51072193949494
"303",101,3,-0.0163201796403425,-0.0265,-0.0749,4.71,0.0212558826761013,-0.041,0.35,0.06,0,0,0,1,0,0,9.413e+09,0.64,-0.057,7,0.966203214113388,-0.000579721928468033,22.9653575495115,1.54968790802833
"304",102,1,0.0540424662750277,0.1035,0.1808,0.92,0.0251991267167051,0.1388,0.57,0.61,0.6,0.82,0.5,1,0,1,9.264e+10,0.32,0.1746,7,2.58062467868534,0.030551371208487,25.2519868507711,-0.083381608939051
"305",102,2,0.00649097072236649,0.0761,0.1357,0.95,0.0065541636653554,0.1014,0.63,0.08,0.06,0.1,0.06,1,1,1,1.01191e+11,0.22,0.2054,7,1.02645336506486,0.0288433395583226,25.3402756570387,-0.0512932943875506
"306",102,3,-0.00330812131348697,0.0822,0.1544,1.04,0.0280141222651692,0.1085,0.64,0.1,0.06,0.08,0.05,1,1,1,1.05134e+11,0.36,0.1666,7,0.105321571648193,-6.31929429889155e-05,25.3785015639412,0.0392207131532813
"307",103,1,0.0535459426080291,0.0598,0.1916,1.19,0.0120629342619154,0.1142,0.42,0.43,0.31,0.13,0.3,1,1,1,3.0571e+10,1.01,0.1582,6,0.504048757664258,0.00604777534043825,24.1433176841231,0.173953307123438
"308",103,2,-0.00715070884678069,0.0594,0.178,1.36,-0.00642246804579757,0.1108,0.55,0.07,0.04,0,0.06,1,1,1,3.1782e+10,0.86,0.1551,6,1.47626364221045,0.0414830083461137,24.1821659287369,0.307484699747961
"309",103,3,-0.0912732854026227,0.0578,0.1725,1,-0.0706580289237505,0.1066,0.65,0.07,0.05,0.04,0.12,1,1,1,3.3053e+10,0.85,0.152,6,1.21373466830521,-0.000728240800983125,24.2213781706829,0
"310",104,1,0.0367746948517315,-0.0045,-0.0131,0.76,0.0138097074493708,0.0155,0.27,0.09,0.23,0,0.15,0,0,0,5.402e+10,1.01,0.0422,10,0.134748217022266,0.00169002896086274,24.7126201853109,-0.27443684570176
"311",104,2,-0.0296225261261727,0.0151,0.0479,0.89,-0.0291442358554868,0.0456,0.41,0,0.02,0,0.02,1,1,1,5.1787e+10,1.17,-0.0132,10,0.817259338162304,0.0229649874023607,24.6704049894638,-0.116533816255952
"312",104,3,-0.0679854749912677,0.018,0.0604,0.72,-0.0407732049861173,0.0501,0.5,0.02,0.02,0.09,0.01,1,1,1,5.0147e+10,1.34,0.0428,10,0.797150451143271,-0.000478290270685962,24.6382245290267,-0.328504066972036
"313",105,1,0.0727986777391043,0.1668,0.2236,3.23,0.0266647825363164,0.2171,0.45,0.3,0.14,0.37,0.55,0,1,0,6521571000,0,0.1431,7,2.65023035621612,0.0313727182033502,22.5983811347812,1.17248213723457
"314",105,2,-0.0249428156705686,0.1444,0.2074,2.54,-0.0243689570280971,0.1626,0.61,0.04,0.04,0.1,0.09,1,1,1,8208914000,0,0.1389,7,1.64177562999245,0.0461338952027879,22.8284864739512,0.932164081030445
"315",105,3,-0.073226981157594,0.131,0.1908,2.47,-0.0493731505248164,0.1579,0.62,0.04,0.05,0.06,0.1,1,1,1,11718916000,0.12,0.1402,7,0.956431070785838,-0.000573858642471503,23.1844701253501,0.904218150639886
"316",106,1,0.0641486075531743,0.0678,0.1054,1.75,0.0191848103157414,0.1032,0.1,0,0,0,0,0,0,0,4796402000,0,0.1363,7,2.72954561172218,0.0323086382183217,22.2911318904489,0.559615787935423
"317",106,2,-0.0385875268466859,0.0469,0.0916,1.7,-0.0378591867557068,0.0666,0.19,0,0,0,0,0,0,0,5.212e+09,0,0.1163,7,1.60013513300473,0.0449637972374329,22.374229496209,0.53062825106217
"318",106,3,-0.0133930865246977,0.0581,0.154,1.93,0.0194232778820366,0.1038,0.21,0.02,0,0,0,0,0,0,5.512e+09,0.59,0.0801,7,1.21390015163175,-0.00072834009097905,22.4301933706578,0.657520002916794
"319",107,1,0.0665805319208027,0.0668,0.1214,1.22,0.027213516867051,0.0992,0.6,0.89,0.79,0,0.88,0,1,1,6.5912e+10,0.24,0.0315,2,0.55800369487313,0.00668444359950293,24.9115863559597,0.198850858745165
"320",107,2,0.0527642373332748,0.0637,0.1224,1.54,0.0534184165997531,0.0979,0.74,0.14,0.12,0,0.13,1,1,1,7.1526e+10,0.34,0.0362,2,1.40096138981323,0.0393670150537517,24.9933268569103,0.431782416425538
"321",107,3,0.0383661838003673,0.0624,0.1394,1.38,0.0542651069003529,0.0994,0.73,0.14,0.13,0,0.12,1,1,1,7.4252e+10,0.31,0.0333,2,1.09029877746382,-0.00065417926647829,25.0307305502934,0.322083499169113
"322",108,1,0.019972379589131,0.088,0.15,0.95,-0.00939560642899747,0.1346,0.53,0.57,0.36,0.32,0.35,1,1,1,2.32982e+11,0.09,0.1135,3,1.0013016452811,0.011915359414317,26.174227034309,-0.0512932943875506
"323",108,2,0.0299501866313021,0.074,0.1265,0.84,0.030532893847985,0.1092,0.5,0.09,0.09,0.06,0.06,1,1,1,2.53753e+11,0.13,0.0973,3,1.04512405758464,0.0293679860181285,26.2596271898926,-0.174353387144778
"324",108,3,-0.0150047056865315,0.0172,0.0298,0.73,0.013635790047203,0.0245,0.42,0.08,0.06,0,0.07,1,1,1,2.66026e+11,0.15,0.096,3,0.97117869447141,-0.000582707216682846,26.3068598853123,-0.3147107448397
"325",109,1,0.0384136315238893,0.0276,0.0695,1.59,0.0145335357459668,0.0567,0.18,0,0,0,0,0,0,0,8589437000,0.89,0.2372,3,2.03172631610742,0.0240743705300676,22.8737990294675,0.46373401623214
"326",109,2,0.0461620417631624,0.0503,0.1191,1.26,0.0472408906589252,0.0821,0.01,0,0,0,0,0,0,0,9591164000,0.97,0.1082,3,0.849825472523934,0.0238800957779225,22.98410809491,0.231111720963387
"327",109,3,-0.164283478788419,0.0053,0.0107,1.16,-0.14783960377294,0.0221,0.03,0.02,0,0,0,0,0,0,11799963000,0.67,0.2023,3,1.79808149293799,-0.00107884889576279,23.1913622328199,0.148420005118273
"328",110,1,0.00532450573891798,0.035,0.1528,1.16,-0.00872384807187299,0.0687,0.24,0.29,0.12,0,0,1,0,0,4.6838e+10,1.59,0.0231,11,-0.131011014105069,-0.00144592996643982,24.5699606762161,0.148420005118273
"329",110,2,0.058229919036667,0.0251,0.1129,1.26,0.0584620392450511,0.0612,0.38,0.04,0.01,0,0.11,1,0,0,5.0096e+10,1.66,0.1293,11,0.499941416754127,0.014048353810791,24.6372070015305,0.231111720963387
"330",110,3,0.00399960388432434,0.0336,0.1568,1.15,0.00431899350894248,0.0635,0.25,0.03,0,0,0,1,0,0,5.4327e+10,1.89,0.1053,11,0.386867013973509,-0.000232120208384106,24.7182871778737,0.139761942375159
"331",111,1,-0.0535114176185565,0.2178,2.2161,NA,-0.12084129638651,0.6281,0.59,0.3,0.89,0.77,0.12,1,1,1,4.455e+10,NA,0.0275,6,-0.566521158354611,-0.00658494966858441,24.5198779908632,NA
"332",111,2,0.0525888365524658,0.0124,0.0644,NA,0.053174034390597,0.0317,0.58,0.06,0.08,0.09,0.04,1,1,1,5.2252e+10,0.84,0.279,6,2.39608109494498,0.0673298787679538,24.6793440045707,NA
"333",111,3,0.0871370133044607,0.0844,0.4604,NA,0.0947469212706057,0.2397,0.64,0.09,0.09,0.1,0.06,1,1,1,5.4121e+10,0.97,0.0163,6,0.975329730218652,-0.000585197838131191,24.7144881175358,NA
"334",112,1,NA,0.0956,0.3744,NA,NA,0.2036,0.49,0.5,0.7,0,0.48,1,1,1,4.9736e+10,1.06,0.0798,8,NA,NA,24.6299948539134,NA
"335",112,2,NA,0.0713,0.2487,NA,NA,0.1453,0.56,0.06,0.14,0,0.08,1,1,1,5.1499e+10,0.67,0.1354,8,NA,NA,24.6648282269519,NA
"336",112,3,NA,0.0427,0.1701,NA,NA,0.0991,0.34,0.05,0,0,0,1,1,1,4.9876e+10,0.71,0.1041,8,NA,NA,24.6328057620807,NA
"337",113,1,0.0864223592867708,0.0611,0.4135,0.49,0.0636387246563013,0.0631,0.39,0.42,0.14,0,0.62,0,1,1,5.627e+10,3.28,0.0908,6,1.21618491397061,0.0144509819848532,24.7534273703916,-0.713349887877465
"338",113,2,0.0278039084905666,0.0523,0.3271,0.47,0.0281587890719845,0.0461,0.35,0.09,0,0,0,1,1,1,5.952e+10,2.1,0.1003,6,0.810805502863681,0.0227836346304694,24.8095782274712,-0.755022584278033
"339",113,3,-0.0346324754654299,0.0325,0.2454,0.46,-0.00669531872393721,0.0168,0.34,0.07,0,0,0,1,1,1,6.134e+10,2.69,0.0936,6,0.591467635696474,-0.000354880581417884,24.8396979956325,-0.776528789498996
"340",114,1,0.0485220509310787,0.0304,0.2355,0.55,0.0192976784056972,NA,0.12,0,0,0,0,0,0,0,7.528e+10,2.14,0.3029,4,1.12373344591558,0.0133600546618039,25.0444803322235,-0.59783700075562
"341",114,2,-0.000915585212923456,0.0279,0.218,0.58,-0.000334876838079944,NA,0.1,0,0,0,0,0,0,0,7.934e+10,2,0.2935,4,1.04001325713102,0.0292243725253815,25.0970082520326,-0.544727175441672
"342",114,3,-0.0569097887622195,0.0264,0.211,0.48,-0.0251247844245401,NA,0.15,0.05,0,0,0,0,0,0,8.3126e+10,2.13,0.2678,4,0.967847291405853,-0.000580708374843512,25.1436233659253,-0.7339691750802
"343",115,1,0.0576656970515739,0.095,0.1974,NA,0.0244456322587748,0.1375,0.17,0,0,0,0,0,0,0,1.027e+10,0.56,0.0518,1,0.442348878043617,0.00531971676091468,23.0524928608869,NA
"344",115,2,0.0576410965811408,0.0965,0.1974,NA,0.0588171402355707,0.1353,0.1,0,0,0,0,0,0,0,1.078e+10,0.56,0.0595,1,1.18220871148751,0.0332200647927991,23.1009584024273,NA
"345",115,3,0.0972636540935893,0.0964,0.1917,NA,0.101309379526107,0.1345,0.19,0.09,0,0,0,0,0,0,1.088e+10,0.51,0.0586,1,1.96007275738318,-0.00117604365442991,23.1101920783742,NA
"346",116,1,-0.129460700179702,0.0928,0.2086,1.18,-0.128804545103156,0.1278,0.46,0.25,0.48,0.14,0.18,1,1,0,9283863000,0.81,0.0749,5,0.828517752562798,0.00987650948024102,22.9515435686793,0.165514438477573
"347",116,2,0.0264426198815875,0.0589,0.1343,1.32,0.0267058182396683,0.087,0.4,0.04,0.04,0.02,0.01,1,1,0,8.948e+09,0.79,0.1184,5,-0.0233507144678333,-0.000656155076546116,22.9146958805743,0.27763173659828
"348",116,3,0.0404472247700959,0.0712,0.1572,1.34,0.0572071470416679,0.0985,0.39,0.03,0.04,0,0.02,1,1,0,9.877e+09,0.75,0.0745,5,0.438663930134616,-0.000263198358080769,23.0134746588724,0.29266961396282
"349",117,1,0.0320112376781579,0.0797,0.1302,1.15,0.00732238361606291,0.1115,0.12,0,0,0,0,0,0,0,3.2941e+10,0.28,0.131,6,1.06880524551464,0.0127119018970728,24.2179839194622,0.139761942375159
"350",117,2,0.0269208817998344,0.0725,0.1136,1.22,0.0276140319276428,0.1015,0.14,0,0,0,0,0,0,0,34672200000,0.15,0.141,6,0.878606906124378,0.024688854062095,24.2692040500671,0.198850858745165
"351",117,3,-0.0352004993537122,0.0788,0.1427,1.22,-0.0114700891119739,0.1098,0.19,0.06,0,0,0,0,0,0,36991700000,0.15,0.1305,6,1.15525021301399,-0.000693150127808397,24.3339594001018,0.198850858745165
"352",118,1,0.0920729175347932,0.0786,0.1441,1.7,0.0610226620705053,0.1102,0.06,0.09,0,0.01,0.28,0,0,0,8.0642e+10,0.28,0.1344,1,0.426522773613258,0.00513296872863645,25.1132854425492,0.53062825106217
"353",118,2,0.0306271014447055,0.0907,0.166,1.97,0.0314011624579401,0.1255,0.32,0.01,0,0.01,0.01,1,1,0,8.3166e+10,0.29,0.1362,1,1.10499129766149,0.0310502554642878,25.1441044474057,0.678033542749897
"354",118,3,-0.070426757132573,0.0973,0.1873,2.08,-0.0320196944764543,0.139,0.31,0.01,0,0,0.01,1,1,0,8.7035e+10,0.28,0.1537,1,1.29010168872435,-0.000774061013234608,25.1895761735511,0.732367893713227
"355",119,1,0.0354587530336392,0.077,0.1722,1.31,0.00303005677299148,0.1044,0.14,0,0,0,0,0,0,0,1.293e+10,0.83,0.2102,1,1.38923671781792,0.0164929932702515,23.2828160297302,0.27002713721306
"356",119,2,-0.0129778600277267,0.0735,0.1931,1.33,-0.0124175031878169,0.1063,0.16,0,0,0,0,0,0,0,1.4979e+10,1.05,0.1942,1,1.15404613027216,0.0324286962606477,23.429915057133,0.285178942233662
"357",119,3,-0.154578913245391,0.0649,0.1872,1.12,-0.101463614184421,0.0968,0.21,0.05,0,0,0,0,0,0,1.6014e+10,1.08,0.1818,1,0.933928066516454,-0.000560356839909872,23.4967291765969,0.113328685307003
"358",120,1,0.0137415564649699,0.2438,0.4112,4.62,0.0106157018887319,0.349,0.12,0,0,0,0,0,0,0,2.5e+09,0.19,0.0736,1,0.662272282650145,0.00791481293527171,21.6395565688206,1.53039470509365
"359",120,2,0.0291212163918647,0.216,0.4205,3.65,0.0299273179282343,0.3076,0.1,0,0,0,0,0,0,0,2.7e+09,0.15,0.0838,1,0.111240376378579,0.00312585457623806,21.7165176099567,1.2947271675944
"360",120,3,0.0230558025019928,0.1891,0.4055,1.27,0.0350260042668187,0.2681,0.19,0.09,0,0,0,0,0,0,3.386e+09,0.65,0.0761,1,1.34350256061595,-0.000806101536369569,21.9429151206574,0.2390169004705
"361",121,1,0.061959154603596,0.0943,0.1948,1.62,0.037896512271882,0.1378,0.3,0.29,0,0,0.54,0,1,0,10443943000,0.45,0.1001,6,0.987622618370437,0.0117539468967712,23.0692880300893,0.482426149244293
"362",121,2,-0.070905832731783,0.0778,0.1708,1.46,-0.0697993007576349,0.1159,0.28,0.06,0,0,0.08,0,1,0,10838172000,0.48,0.1149,6,0.856321791164198,0.024062642331714,23.1063401840511,0.378436435720245
"363",121,3,-0.0721953664558316,0.0982,0.2368,1.29,-0.0479690988278259,0.1468,0.2,0.06,0,0,0,0,1,0,9090385000,0.61,0.1,6,1.84421995691344,-0.00110653197414806,22.9304830984743,0.254642218373581
"364",122,1,NA,0.0474,0.1272,NA,NA,0.1073,0.39,0.38,0.11,0.37,0.25,1,1,1,6.9605e+10,0.3,0.0129,8,NA,NA,24.9661022407869,NA
"365",122,2,NA,0.0515,0.1206,NA,NA,0.1021,0.5,0.05,0.06,0.03,0.06,1,1,1,6.9501e+10,0.27,0.0235,8,NA,NA,24.9646069779029,NA
"366",122,3,NA,0.0507,0.1045,NA,NA,0.0926,0.5,0.05,0.09,0.03,0.06,1,1,1,6.8796e+10,0.16,0.0282,8,NA,NA,24.9544114406607,NA
"367",123,1,0.0173836109448443,0.0729,0.2739,1.17,-0.00428248375089888,0.1463,0.46,0.39,0.27,0.47,0.28,0,1,1,8.928e+09,1.12,0.1049,2,0.0657682307115302,0.000876065122396056,22.9124582425854,0.157003748809665
"368",123,2,-0.0260813395762649,0.0853,0.3076,1.97,-0.0254120803651168,0.1588,0.58,0.08,0.09,0,0.13,1,1,1,8.201e+09,1.1,0.1041,2,0.771035398425025,0.0216660946957432,22.8275219350007,0.678033542749897
"369",123,3,0.0430119599816685,0.0891,0.3413,2.27,0.0572704898770643,0.1604,0.34,0.07,0,0,0,1,1,1,8.273e+09,1.13,0.1149,2,1.11543201858006,-0.000669259211148033,22.8362630371545,0.819779831493311
"370",124,1,0.00471607080757033,0.0253,0.0864,0.75,-0.0154921274943864,0.0614,0.33,0.26,0.6,0.12,0.6,0,1,0,2.6339e+10,0.95,0.0694,11,-0.0799291946095714,-0.000843164496392943,23.9943165674687,-0.287682072451781
"371",124,2,0.0669808342977085,0.0336,0.1114,0.83,0.0673641350880146,0.0719,0.57,0.03,0.12,0.03,0.08,1,1,1,2.5935e+10,0.91,0.0684,11,0.719152964482445,0.0202081983019567,23.9788592447498,-0.186329578191493
"372",124,3,0.00533155852577958,0.0256,0.085,0.81,0.00118284099789292,0.0589,0.67,0.04,0.14,0.05,0.12,1,1,1,2.7974e+10,1,0.0736,11,0.638834650510183,-0.00038330079030611,24.0545413443035,-0.210721031315653
"373",125,1,-0.0136723377703277,0.0233,0.0648,0.74,-0.0465367922485723,0.0453,0.39,0.12,0.6,0.79,0.03,1,0,1,1.13856e+11,0.89,0.0901,11,-0.333536751040899,-0.00383573366228261,25.4582003289898,-0.301105092783922
"374",125,2,0.0321118697881306,0.016,0.0458,0.79,0.0322892217105792,0.0354,0.53,0.02,0.09,0.11,0.05,1,1,1,1.14779e+11,0.92,0.1083,11,1.16955354015106,0.0328644544782446,25.4662743772695,-0.23572233352107
"375",125,3,0.0521857237155146,0.0233,0.0699,0.73,0.0452232917921808,0.047,0.51,0.02,0.06,0.09,0.02,1,1,1,1.20709e+11,0.91,0.0787,11,0.295586537414448,-0.000177351922448668,25.5166485273073,-0.3147107448397
"376",126,1,0.0621742685463901,0.0383,0.1546,1.21,0.0387338424897171,0.0729,0.28,0.11,0.24,0.03,0.29,1,0,0,16018596000,2.21,0.0655,5,1.43499801969394,0.0170329766323885,23.4970161342965,0.19062035960865
"377",126,2,-0.0103764116875362,0.0413,0.1506,1.31,-0.00989964281249322,0.0749,0.29,0.04,0,0,0.06,0,1,0,17098877000,1.84,0.0538,5,0.834178863226795,0.0234404260566729,23.5622786257839,0.27002713721306
"378",126,3,-0.0466634848246781,0.0148,0.0537,1.16,-0.0334344114407349,0.0372,0.23,0.04,0,0,0,0,1,0,17942715000,1.62,0.0565,5,0.794614791738379,-0.000476768875043027,23.6104500199193,0.148420005118273
"379",127,1,0.0240341945635777,-5e-04,-0.001,0.74,-0.0124019724218765,0.0071,0.34,0.12,0.39,0,0.58,0,1,1,4.3326e+10,0.4,-0.0217,3,1.74324869987102,0.020670334658478,24.4920187536435,-0.301105092783922
"380",127,2,0.041486517895911,0.0344,0.0765,0.68,0.0421313197883124,0.0585,0.29,0.02,0.06,0,0,1,1,1,4.2877e+10,0.39,-0.0019,3,1.29666074681332,0.0364361669854542,24.4816013885749,-0.385662480811985
"381",127,3,-0.356341376053422,-0.3606,-1.0112,0.84,-0.314955643380672,-0.5324,0.38,0.08,0.08,0,0,1,1,1,5.0637e+10,0.46,0.0821,3,1.07466982066904,-0.000644801892401423,24.6479483713213,-0.174353387144778
"382",128,1,0.0825974473400954,0.0727,0.1283,0.56,0.0536913068741056,0.1071,0.2,0.45,0,0,0.3,0,0,1,3.7074e+10,0.2,0.1854,7,0.866409841513688,0.0103236361298615,24.3361817522533,-0.579818495252942
"383",128,2,0.022343249814527,0.0011,0.0021,0.59,0.0227033559605856,0.0014,0.4,0.11,0,0,0.1,0,0,1,4.1488e+10,0.17,0.178,7,1.02868827281103,0.0289061404659898,24.4486700657427,-0.527632742082372
"384",128,3,-0.0739779990579696,0.0548,0.1303,1.9,-0.0383700938808606,0.0881,0.54,0.08,0.15,0,0.13,0,0,1,4.5132e+10,0.34,0.0026,7,0.600176910097713,-0.000360106146058627,24.5328573662226,0.641853886172395
"385",129,1,-0.0247551884224874,0.052,0.1442,1.85,-0.0416836351870162,0.0867,0.83,0.8,0.84,0.6,0.73,1,1,1,17572300000,0.94,0.0594,8,0.172946002258667,0.00214076282665227,23.5895896355297,0.615185639090233
"386",129,2,-0.0383518701525338,0.0615,0.1641,1.84,-0.0377343526209171,0.0986,0.78,0.14,0.14,0.06,0.13,1,1,1,19636500000,0.82,0.073,8,0.602435827919177,0.0169284467645289,23.7006559162525,0.609765571620894
"387",129,3,-0.0379182840441537,0.0526,0.1409,2.06,-0.0134873615526689,0.0873,0.78,0.14,0.14,0.08,0.13,1,1,1,19466700000,0.66,0.0842,8,1.02919588602786,-0.000617517531616715,23.6919711504398,0.72270598280149
"388",130,1,0.0258038058936998,0.0777,0.1662,2.11,-0.0212955277413016,0.1072,0.15,0,0,0,0,0,0,0,4511100000,0.75,0.1259,6,0.188690201981562,0.00232654438338243,22.2298068631607,0.746687947487975
"389",130,2,0.0164569567830084,0.0797,0.1633,2.37,0.0166144232682974,0.1103,0.1,0,0,0,0,0,0,0,4539900000,0.5,0.1527,6,1.676132869573,0.0470993336350014,22.2361708223254,0.86288995514704
"390",130,3,-0.00116653455108361,0.0935,0.1902,3.2,0.0204547836319336,0.1307,0.15,0.03,0,0,0,0,0,0,4674200000,0.52,0.1508,6,0.262444142148254,-0.000157466485288953,22.2653238620492,1.16315080980568
"391",131,1,0.00966599192923792,0.0201,0.0945,0.61,-0.0141411916200108,0.0682,0.08,0,0,0,0,0,0,0,4.4394e+10,0.98,-0.0154,11,-0.126626211314086,-0.00139418929350622,24.5163701621179,-0.49429632181478
